year,residence,n,mexico_born,hisp02,hisp24,not_hispanic,other_code
2019,inst,1230,77046.0,0.9186070659086779,0.02511486644342341,0.013070113957895283,0.043207953690003374
2019,household,65965,9398124.0,0.9663805244536037,0.01126703584672856,0.009330798359332138,0.013021641340335581
2021,inst,1342,71964.0,0.7361041631927074,0.2468317492079373,0.013909732644099828,0.0031543549552554054
2021,household,70127,9170133.0,0.96312954239595,0.013511145367248218,0.004281181090830416,0.019078131145971382
2023,inst,1306,64836.0,0.6676229255351965,0.2977975198963539,0.019788389166512432,0.014791165401937196
2023,household,71145,9155393.0,0.9632009243076731,0.012784268244956825,0.004785048550073164,0.019229758897296927
2024,inst,1406,70100.0,0.9311982881597718,0.05442225392296719,0.01028530670470756,0.004094151212553495
2024,household,69437,9237592.0,0.9605353862781556,0.01407249854724045,0.004666475852148482,0.020725639322455462
