cz,group_persons,other_persons,group_workers,other_workers,group_earnings,other_earnings,mexborn_persons,s_persons,s_workers,s_ba_workers,E_lths,E_hs,E_sc,E_ba,E_grad,E_hsless,E_more,E_baplus,E_nonba,dSC,dBA,dYRS,dCOLLY,dHSY,dIPCOLL,dIPHS,ba25_with,dBA25,lnpop_with,group_ft_lc,group_ft_ba,E_all
10802,723.0260753763297,50647.321442475455,274.26427322220644,18592.37181828694,14887213.824447937,947042717.7687652,238.939307355791,0.014074774851874807,0.014536999171020104,0.025247279385005875,42947590.67758971,317543195.119632,367680369.8405378,119523834.95534785,99347727.17565791,360490785.7972217,586551931.9715436,218871562.13100576,728171155.6377594,-0.0038584518661280987,-0.001940718424432164,-0.006654239109996851,-0.018973663533112806,0.01231942442311329,-0.06527508592665043,0.05862084681665358,0.14456392586915068,-1.6096930472275783e-05,10.846816388434572,70.33192773181709,77.91499152906228,947042717.7687652
10900,25268.025295705294,818904.4309042947,14756.813333907594,390359.3542660924,997192369.2584991,24341403407.608265,5004.677908732263,0.029932302469862667,0.03642612789642611,0.028740233825142705,857467846.9771116,4588957014.73199,6909640551.637609,6387722902.973211,5597615091.288344,5446424861.709102,18894978545.899166,11985337994.261555,12356065413.34671,0.0044412130990098,0.0026245965483274736,0.022163964563700844,0.014825940729228382,0.007338023834474683,0.06812049791734509,-0.04595653335364425,0.31151121964929424,-0.00076527681752242,13.646112084695678,3130.9615556407325,3045.2398180155333,24341403407.608265
11001,13791.191692088498,707844.6950965903,4472.965501976859,320568.017196293,197737902.28937492,20268648956.304207,2868.914624193108,0.019111011445758462,0.013761235475124806,0.0110283195421814,822216740.8750066,4040521432.2644854,5676197493.600387,5600179071.01367,4129534218.550659,4862738173.139492,15405910783.164715,9729713289.56433,10538935666.73988,-0.0009826729464548212,0.0009308815200079201,0.009026594278489952,0.00466407937788782,0.0043625149006025765,-0.007127995979567814,0.016154590258057766,0.30625837231361136,0.0017056184183036338,13.489275978739895,1629.2064934061882,370.2829070270931,20268648956.304207
11002,387.9215465427816,65969.01314692656,71.27310322174529,24275.829106999274,2796963.2624206287,1312927197.7498443,0.0,0.005845983518297744,0.002927375200808272,0.0,84655842.16061355,462651325.1593234,441194723.9105741,180236299.15135887,144189007.36797428,547307167.319937,765620030.4299072,324425306.5193331,988501891.2305111,-0.0012074069414762523,0.0005866879391341062,-0.0009952729149507178,-0.00033340668841308485,-0.0006618662265385211,-0.014822289986128112,0.013827017071177394,0.1624243923279293,0.0012001572023148943,11.10280355115596,25.57126604138953,0.0,1312927197.7498443
11101,12488.442198057432,389585.4134019426,3663.463122380945,172111.32127761905,136889667.10452652,10734216011.565006,3896.5077747865503,0.03106007024361579,0.02084180125656832,0.007850528067832997,461536130.3933028,1726291984.966764,2618046069.095253,3139543278.377241,2788798548.732446,2187828115.360067,8546387896.204941,5928341827.109688,4805874184.45532,0.005999678029360855,0.005014575578226321,0.052459449077474574,0.0281236752331413,0.024335773844333275,0.10011981158547201,-0.047660362507997434,0.3250301601999407,0.003716843432588157,12.904391071124643,2040.5975695328266,266.39085817849315,10734216011.565006
11102,622.9004857126054,82192.27751428739,288.37985449657657,33708.43154550342,9164835.914946804,1550492861.7819881,433.58759299602923,0.007521573952453564,0.008482555940424947,0.005086927727390628,104160524.86511488,410883822.7077777,534730416.07738006,292584714.247375,208133383.88434058,515044347.57289255,1035448514.2090957,500718098.1317156,1049774763.6502726,0.0006848876309363261,0.0007793454469143535,0.01864159103046603,0.0022833717553765176,0.016358219275090846,0.01050202332661243,0.0081395677038536,0.20647530194212874,0.0006873065150257152,11.324366632753021,63.78283840630164,39.35536837835633,1550492861.7819881
11201,1671.6235595969845,173762.02158932813,747.6150782685966,67506.67613816976,36582943.02809463,3460962951.3616695,415.3058857384134,0.009528523209889119,0.010953378387563432,0.00456806643038211,174179256.13560408,1043795486.4088502,1081936461.4865673,651305258.1491251,509746489.1815228,1217974742.5444543,2242988208.817215,1161051747.330648,2299911204.0310216,0.0047347240311951255,0.0016142736608810715,0.020897349171967505,0.013244603677041278,0.007652745494928226,0.07006129205138123,-0.049163942879413725,0.18855544732168295,0.0006180276918143213,12.075016160074377,365.3662345784081,19.02040609902951,3460962951.3616695
11202,156.0567640843109,37848.75011660376,5.666206260247296,13394.713431703549,230104.63622864263,696029331.8508931,36.35815683658681,0.004106237523433129,0.00042283923391205373,0.0,40592919.902686276,261902644.6614802,202584875.37175617,103845605.75325534,87103286.16171518,302495564.5641665,393533767.2867267,190948891.91497052,505080439.9359226,-0.0002147173810665426,7.748134395427209e-05,-0.0001863921044371608,-7.567778118588997e-05,-0.00011071432325415742,-0.0026522863539852892,0.0024658942495481284,0.13242643673349797,0.00038400561309767656,10.545467927568682,0.0,0.0,696029331.8508931
11203,562.1529299369034,73025.0024700631,268.6508285597854,25921.062971440217,17798596.196845986,1368305317.242776,125.97024497061709,0.007639280617401109,0.01025787569163071,0.0010654047344568114,95057143.44294855,364982081.0978278,474151417.45478547,246045373.0828165,188069302.1643975,460039224.5407764,908266092.7019994,434114675.247214,934190641.9955618,0.00603942403812352,0.002139324867792669,0.01774943077170832,0.016589473362936813,0.001159957408772172,0.08906256182041972,-0.0713131310487114,0.14756492284531428,0.00096014679333567,11.206225770465013,175.24432038429384,6.427053314827401,1368305317.242776
11301,13693.207110845051,399575.792889155,7037.449647559739,205096.55035244027,570394901.8426678,16074066984.44133,1884.605159854981,0.03313388400979761,0.03317454838715029,0.026098798171667856,534049311.59213865,3410973212.374851,3326695844.686446,5027995555.058634,3774353060.7292624,3945022523.96699,12129044460.474342,8802348615.787895,7271718368.653437,0.0025023205805508875,0.002965620646607048,0.01195257610062228,0.016905133560416896,-0.0049525574597950595,0.04693298052702666,-0.03498040442640438,0.3974081443742301,-0.00037968839785096353,12.931853991637855,2339.939042725832,1677.16375535801,16074066984.44133
11302,62951.20581567328,2742440.7941843267,26672.81579022052,1444860.1842097794,1614178852.5064745,119348322195.76602,16314.22925666428,0.022439361706197664,0.018125869953457056,0.012056828820211411,3140495335.044684,16731376443.393044,21742554402.852493,35670712682.629776,42063183331.84602,19871871778.43773,99476450417.3283,77733896014.4758,41614426181.29022,0.003637314378546641,0.002984018351023854,0.05175695005713443,0.018341582277829893,0.03341536777930365,0.0619893548203887,-0.010232404763254266,0.45775237732471996,0.0025232161567418365,14.847053837620383,10814.95762344958,5805.247704847731,119348322195.76602
11303,2567.670692937706,59978.221628597996,1336.7371044640518,27040.351977719518,64077470.96475349,1590474857.1236682,945.2272299629974,0.04105258711056249,0.04710620954082694,0.0037571456553673697,69274040.82546082,478182036.1658672,475129119.4153958,331678971.20434016,236210689.5126043,547456076.991328,1043018780.1323402,567889660.7169445,1022585196.4067237,0.014829513452222609,0.012583966151465564,0.16400373349390485,0.06164184024793551,0.10236189324597156,0.2395960016746077,-0.07559226818070286,0.27139893236069373,0.006998924776850157,11.043655843419494,983.9358333741187,11.428254340426255,1590474857.1236682
11304,151510.9480701816,6012166.329840279,79009.87863905566,3289191.8607549835,6062091269.142055,325480236593.60895,38318.499148255556,0.024581259082653514,0.02345758501189719,0.015796846210411865,10460429653.191343,27371094685.408573,40679154027.40053,104622425168.41473,142347133059.19376,37831524338.599915,287648712255.00903,246969558227.6085,78510678366.00044,0.004823057198220626,0.00454287482833704,0.04488467334259916,0.026198331387479623,0.018686341955120866,0.08407501776612847,-0.03919034442352931,0.5597235947366737,0.003843932679752471,15.634184118099293,27611.29924183119,21331.43720905158,325480236593.60895
11401,1493.221318660203,118879.67263873553,655.6062697884481,54305.32190222875,12334455.79233459,2823634928.5389576,515.5188934485094,0.012404963190373302,0.01192858802778086,0.008235046652816092,66248664.286784776,619505407.3573322,971752403.4381783,693881997.551934,472246455.90472823,685754071.644117,2137880856.8948405,1166128453.4566622,1657506475.0822954,0.00305889058263098,0.0010618777376475985,0.015483881125406995,0.003501762831924493,0.011982118293481392,0.040208449823495584,-0.02472456869808859,0.27905588270268133,0.00028255536562271644,11.698349653266343,232.0821603664071,83.59162400715576,2823634928.5389576
11402,1594.8960220831605,106720.27540978002,630.8860975840621,51158.486543250016,13194255.004213616,2709765400.11024,584.0161407393565,0.014724585678991856,0.012181767521289317,0.0070180175023071695,95802256.73952015,750896789.8549173,922000497.9257054,577036228.8842177,364029626.7058792,846699046.5944375,1863066353.5158024,941065855.590097,1768699544.520143,0.003934284884234196,0.001256256247113119,0.01624066830423132,0.007745506335786301,0.008495161968445686,0.05495692494659643,-0.03871625664236511,0.2333581698567238,0.0011453342031323144,11.592800510267951,241.92796689278387,46.670386014805096,2709765400.11024
11403,687.8389801833596,52023.785019816634,154.77431375063946,23109.251286249357,5144767.352524811,1217149420.580033,151.82221512324307,0.013049094829318096,0.006652946330605804,0.008408284183349017,35078824.58126242,301689428.21671826,421098126.06077844,294129684.12584305,165153357.59543094,336768252.79798067,880381167.7820524,459283041.721274,757866378.8587592,3.83294638233167e-05,-0.00046098379062464723,0.011583939378956742,-0.0008830100949723807,0.012466949473926903,-0.00042305652909391256,0.012006995908050655,0.2387043954357059,-0.0010184272952111495,10.872591279467592,39.220738906837795,6.74765400547747,1217149420.580033
11500,12581.321182741287,290726.6788172587,6332.148872270038,135814.85112772995,268212545.96103948,7929426015.638962,1984.1770340135267,0.04148034731276883,0.04454648267124904,0.02115158990322163,561355111.8930975,1853237619.8080664,2484989521.330432,2056670116.4098673,973173646.1974971,2414592731.701164,5514833283.937797,3029843762.6073647,4899582253.031595,0.00900370818686913,0.006191561664071088,0.039101560053278916,0.03271678138796652,0.0063847786653141725,0.14076127963039653,-0.10165971957711761,0.2522829677192528,0.004159277454781174,12.622504069853711,3022.4212635208664,657.5892522553978,7929426015.638962
11600,178798.5093905865,5105720.034609414,81633.68156912105,2465796.318430879,5253048356.3751335,175324437001.77026,49674.1925434986,0.03383439908515278,0.0320455053010764,0.02283483039180547,5036391412.710495,26394165593.72596,42725616734.72544,52475567225.171326,48692696035.43704,31430557006.436455,143893879995.3338,101168263260.60837,74156173741.1619,0.005606179258306532,0.003791916492458025,0.042041911691423905,0.024895562327538645,0.017146349363883928,0.09216971342721791,-0.05012780173579401,0.3587563165183075,0.0025682397720898087,15.480292074555859,29006.469358390095,15718.635942556846,175324437001.77026
11700,24729.089830083904,455601.9101699161,12423.66571532359,237499.3342846764,535465555.0013591,14224268840.050142,2511.078201435833,0.051483435027270576,0.04970997353314257,0.043532702442827365,366894215.06575346,2056282119.5714068,3621985509.029836,4244902511.501934,3934204484.8812094,2423176334.6371603,11801092505.41298,8179106996.383143,6045161843.666996,0.0018812854096541543,0.002538306327428963,0.025665584135522224,0.01691528641989848,0.008750297715627298,0.03949071133574833,-0.013825127200226106,0.394632282712512,0.0039879395761350245,13.082230728564069,3663.4152034165068,2716.445191887834,14224268840.050142
11800,4953.700739387666,133239.29926061234,2169.837091038316,60125.16290896168,53270505.14592211,2874083781.029078,86.08818286624293,0.03584624937144187,0.03483164123987986,0.025949735664380948,121304831.34620808,731767674.8248068,978844184.4282523,644363462.1233854,397803628.30642533,853072506.1710149,2021011274.858063,1042167090.4298108,1831916690.5992672,0.003632555262142456,0.0023499870446750393,0.018785541046343113,0.013643014696293365,0.005142526350047305,0.05723367784200306,-0.03844813679565995,0.22115962681748347,0.004337939882623848,11.83640653780279,953.1932536635815,150.3950182603039,2874083781.029078
11900,24691.07868200669,474277.27701799327,11202.450491717955,220628.62940828205,455755755.93591714,12404305967.04484,948.7706029197059,0.04948425766874076,0.04832160768327575,0.023192386637275724,421372250.63432276,2518777926.885664,4009291174.787752,3026707071.177157,2428157543.559944,2940150177.5199866,9464155789.524853,5454864614.737101,6949441352.307739,0.01247250632562591,0.007894756040855766,0.0709315560020034,0.048272789597653576,0.022658766404351383,0.1979428655051656,-0.1270113095031622,0.26017793642285697,0.005700018697325726,13.12029795729195,3813.142571516437,835.1881363014345,12404305967.04484
12001,3612.0694106961187,122343.43948930388,1646.6356410652131,55759.28275893479,70392511.621892,3035249103.504129,547.4271832351747,0.028677343629041688,0.028684074516351837,0.01728791823313385,191589535.9425408,881681778.8316004,925711152.277141,572933513.7625687,463333122.69027805,1073271314.7741412,1961977788.7299876,1036266636.4528468,1998982467.0512822,0.005501425464340404,0.002579461122594995,0.02262846270334329,0.016474647407712872,0.006153815295629528,0.08249175297979683,-0.05986329027645354,0.21506330868232212,0.0021698295120325672,11.743684019609475,654.9665705783426,105.16563535150911,3035249103.504129
12002,2779.196484519566,52582.025513880275,1423.537018626147,23814.78047963368,61657388.78884907,1493611366.9312632,491.12606483847674,0.050201140513117574,0.05640380024240124,0.023337539263297256,52217585.28589183,332166601.1560888,462220616.8124708,389506000.2609136,257500563.41589817,384384186.44198066,1109227180.4892826,647006563.6768118,846604803.2544515,0.017979066131357913,0.010539903092391112,0.09938113051456376,0.06488545117985933,0.03449567933470199,0.28063424475615406,-0.1812531142415903,0.2978463776199683,0.00738232033044689,10.921634663718448,677.8224089052162,146.40433700151306,1493611366.9312632
12100,26237.133039039072,512629.01386096096,11503.093141120667,251111.49445887934,528329382.8945619,15679179273.705236,4873.540816979137,0.04868951814838727,0.04380218649027045,0.022622694610302252,400596131.0916747,3094363732.4040136,4232097427.4860573,4557844624.259273,3394277358.4642158,3494959863.4956884,12184219410.209547,7952121982.723488,7727057290.981746,0.00734849621586442,0.0073907264174296605,0.08717899951970054,0.03925295371374293,0.047926045805958495,0.12743490830411552,-0.040255908784414984,0.32291189286433697,0.007400408106586653,13.197222483058066,5270.989316852833,893.2925774217383,15679179273.705236
12200,103578.00538074605,1392230.157619254,52651.88653603025,696636.6470639698,2357324150.680538,45579193379.74035,22263.205020473186,0.06924551419281569,0.07026917425662611,0.026715646177080835,1508224513.1643212,7367480002.344599,11265034901.336363,14379216607.304117,11059237355.590948,8875704515.50892,36703488864.23143,25438453962.895065,20140739416.845284,0.01726574786853019,0.017671207245787024,0.13413781319360574,0.0818648151242014,0.05227299806940522,0.28905378954656236,-0.15491597635295662,0.3526357949540939,0.0105116628797578,14.218177196005199,24049.840998460764,4641.190678395788,45579193379.74035
12301,4115.714261930276,175813.1546396699,2119.7324795752083,84275.90482216497,145897116.81003657,5463534558.722429,154.81877533759044,0.022874118461674347,0.02453517961991482,0.018206566390474643,142246727.5083127,988309398.0455468,1631441513.7118678,1584048358.0470386,1117488561.4096632,1130556125.5538595,4332978433.16857,2701536919.4567018,2761997639.265727,0.00455386895378207,0.002236756845729604,0.01769239560985092,0.019756991797766243,-0.002064596187913992,0.07440341924315064,-0.05671102363329972,0.3718219963744101,0.002045760081550163,12.100316879002124,940.1624625778977,499.8022942270292,5463534558.722429
12302,1010.0898672062015,86385.7201327938,555.7517030769358,39312.696896923066,27389798.53372528,2169408294.8528748,76.84708317871187,0.011557646381516476,0.013939637046146203,0.009316019849281248,89473841.45837227,607387192.4483188,629347262.3303235,419617875.93676937,423582122.679091,696861033.9066911,1472547260.9461837,843199998.6158603,1326208296.2370145,0.0025229081161830536,0.001148212470620802,0.008780166756253038,0.009626566869137543,-0.0008464001128842824,0.03990146426333396,-0.031121297507080925,0.24280738283011014,0.0005170241931368169,11.378202619991011,285.3929057132247,83.89013374419302,2169408294.8528748
12401,417.1464095998128,78628.40169040018,158.69744559248616,32732.519154407513,5530004.830528816,1764812992.9394808,19.471279991703682,0.005277291632820152,0.004824918686421777,0.002668313112471241,72963853.06488079,448277355.06846493,552275412.6292247,374866324.3031055,316430047.873805,521241208.1333457,1243571784.8061352,691296372.1769104,1073516620.7625704,0.0014345483948756677,0.000541213689731701,0.005469108458434846,0.00454629126567907,0.0009228171927535556,0.021760872004186638,-0.016291763545751792,0.2131940907332465,0.0005092017048998754,11.27777952353117,92.22668518741506,0.0,1764812992.9394808
12402,636.3526459114248,101131.62675408857,267.0007359077142,41373.84736409229,9103828.839316772,2209743616.780681,20.74579998093307,0.006252975146634628,0.006411990823686278,0.0037660345773771666,97828892.59264593,562813389.3349537,688544296.0852208,480568580.2151583,379988458.5527025,660642281.9275995,1549101334.8530815,860557038.7678608,1349186578.0128202,0.002060660417275706,0.0006523782805712419,0.007300638874806253,0.005982843678362437,0.0013177951964422618,0.030710768685670686,-0.023410129810864433,0.2069399308471763,0.0006169312711791219,11.530450789414832,150.49604222429394,0.0,2209743616.780681
12501,20011.259924796712,1161406.9048752033,10366.245270210271,569601.6011297897,549394813.0475544,34264921518.25195,3383.3693073455956,0.01693833777152426,0.017873827548468505,0.017182416246213104,1324721568.1721087,7234396260.929279,9332405404.358135,8574411254.383996,7798987030.40843,8559117829.101388,25705803689.15056,16373398284.792427,17891523233.459522,0.0007388420040583821,0.0002298416142957338,0.009149351862241417,0.0006406684000341833,0.00850868346220679,0.009506772448734324,-0.000357420586492907,0.3115051958160206,-0.0006171669066691865,13.98222610939307,3994.5962354615385,2412.3012427393196,34264921518.25195
12502,858.8074146174596,114126.19258538254,453.25946882588147,53335.74053117412,2165860.6467555133,3149290426.1732445,0.0,0.007468864761642472,0.008426620104963495,0.0,98174400.8825,1065415163.394232,1005752830.3215123,575379840.775,404568190.8,1163589564.276732,1985700861.8965123,979948031.575,2169342394.598244,0.0008661464681894993,0.0020066563412686755,0.005896944778047697,0.007957081409963429,-0.0020601366319166203,0.018350839028236976,-0.012453894250189279,0.20018217663647025,0.0005429418034102462,11.652556964055423,200.18095533957694,0.0,3149290426.1732445
12600,1035.7848042156234,97029.39279578437,291.89494909577775,41829.60265090422,13460769.499282995,2052829885.9882689,274.20434612027606,0.010562208008642033,0.006929833119128646,0.000907442714334956,112412798.2893308,542853558.512805,717875357.6730468,415396891.7676063,264291279.74548003,655266356.8021358,1397563529.1861331,679688171.5130863,1373141714.4751825,0.003449518522303352,0.0012630516131167668,0.02111714321871183,0.009297366292528642,0.011819776926181191,0.050691588560169976,-0.029574445341458144,0.17661590148343026,0.001006548141498892,11.493387614137667,246.78391150824845,7.960771338975757,2052829885.9882689
12701,56080.87843146687,2183006.934168533,25712.729569847612,1105193.0035301524,1333594912.4160812,78309399341.41428,13721.064002172141,0.025046305962581464,0.02273640394355837,0.015947566307340625,2540109746.342799,13123526603.862473,17597046329.178856,24138660456.721317,20910056205.308823,15663636350.205273,62645762991.209,45048716662.030136,33260682679.38413,0.005083820870661948,0.002728250544875521,0.04059683783932755,0.019275813061466973,0.02132102477786013,0.08028166350940857,-0.039684825670081025,0.36861523320765194,0.0017848144654670772,14.62157911437413,9117.216303089683,4233.126157205555,78309399341.41428
12702,837.6813090178963,53686.39238361284,342.5623800172009,23699.779285816217,7789175.956250075,1144881826.504792,251.8956971587933,0.015363512890474178,0.014248295144395875,0.001856531507275819,70102583.32216789,334440897.62934184,416145202.54926354,158859942.20422256,165333200.79979628,404543480.9515097,740338345.5532825,324193143.00401884,820688683.5007732,0.0005231818310851288,0.0027755329981981047,0.044608752193751045,0.01075890725883144,0.03384984493492027,0.017037089231854097,0.027571662961896948,0.1892842201725203,0.0017090170000181593,10.906397602252998,251.8956971587933,0.0,1144881826.504792
12800,2347.7058057202194,145076.7477489243,1079.7762761665067,70482.7550706988,78564689.55436213,3961385614.925712,754.1269769639072,0.015924805886087384,0.015088570175540678,0.006136341289925434,163700166.29891178,1237842251.4887714,1202867616.9700477,830166575.3838698,526809004.7841116,1401542417.7876832,2559843197.138029,1356975580.1679814,2604410034.757731,0.0025594660444797634,0.0022774517692612517,0.02176789559346659,0.010823727303035824,0.01094416829042899,0.04153731983679343,-0.01976942424332684,0.2198702808344537,0.0011119619569454897,11.901071144262849,629.0979500639131,110.02981653764093,3961385614.925712
12901,31761.514423885248,632467.122733799,15546.525598354514,321701.28095999965,491294553.6350417,20598712455.1677,14111.83704765717,0.047817141037153496,0.04609822598109171,0.01867402608465704,694528947.7550436,3363958678.165268,4391380113.308421,6159263921.940156,5989580793.998811,4058487625.9203115,16540224829.247387,12148844715.938967,8449867739.228733,0.018832573490005222,0.011714963267825285,0.1330775832558846,0.06427439005404745,0.06880319320183581,0.2902652719341088,-0.1571876886782242,0.3924474706845051,0.006785836046267202,13.406381702258347,6464.593166041647,2072.0196525583033,20598712455.1677
12902,733.2190779012211,46991.4831518758,299.84347232760524,20744.321411184046,6817834.361074455,1002110454.2966174,220.4832897782966,0.01536351289047418,0.014248295144395875,0.001856531507275819,61360509.00101357,292734771.48456204,364250220.7001841,139049467.95933926,144715485.1515186,354095280.4855756,648015173.811042,283764953.11085784,718345501.1857598,0.0005231818310851288,0.0027755329981981047,0.044608752193751045,0.010758907258831218,0.03384984493492027,0.017037089231854097,0.027571662961896948,0.18928422017252028,0.0017090170000181593,10.773204409282227,220.4832897782966,0.0,1002110454.2966174
12903,2770.7805264091303,95064.98987359088,1301.6266687171153,41534.95203128288,41433174.48007196,2372968450.5462604,645.5068276504718,0.02832073090527971,0.03038586899838281,0.020577441483675643,116472442.78495705,630834450.349349,554175668.7378035,633838268.7131674,437647619.96098316,747306893.1343061,1625661557.411954,1071485888.6741506,1301482561.8721094,0.010229695392153237,0.002995571113435125,0.059076763679668076,0.022386920145370803,0.03668984353429572,0.14514326485120854,-0.08606650117154047,0.27218532160830894,0.0002636615409029597,11.491045539663743,435.91269997833354,235.82882721606117,2372968450.5462604
13000,5530.050684174994,201257.04233442873,3060.74667507624,92199.54838393557,138232862.50944543,5410562317.619953,601.3319234915274,0.026742726557297654,0.03213035056400119,0.04032660334909138,238631224.67178923,1573374911.620273,1855209290.6311238,890481234.7773359,852865655.9194322,1812006136.2920623,3598556181.327892,1743346890.696768,3667215426.9231863,-0.0030943449024982694,-0.002190073813515714,0.018376219529573135,-0.008006204102411152,0.02638242363198451,-0.04513834293238972,0.06351456246196285,0.22521995857144722,-0.002209658146836796,12.239445006799226,727.7392211095946,884.584052832784,5410562317.619953
13101,44925.42752388298,1283095.574976117,20485.09239491358,642077.0487050865,1143468097.841922,42769842457.47667,16363.889691693832,0.03382885318779662,0.030917994138487576,0.018177101927584302,1347921599.4605854,7221415457.133836,11312723242.929121,12591708649.343838,10296073508.609293,8569337056.594421,34200505400.882248,22887782157.953133,19882060299.523544,0.009109003056478437,0.004943162225004016,0.07874562081472902,0.03375005446473889,0.04499556634998925,0.14305809114248014,-0.06431247032775111,0.3452357199021545,0.0030366065231887673,14.099200424029,9213.701864032124,3474.5997551879145,42769842457.47667
13102,1029.3860709461176,51507.738547812005,524.5802123586597,24471.67166023408,25713084.812553808,1443198047.2763076,361.1286535827233,0.019593498472099107,0.0209863548756219,0.01456288087573414,62999664.96849866,406173928.71064746,395051369.6396978,331333723.92163134,247639360.03583232,469173593.6791461,974024453.5971614,578973083.9574636,864224963.3188438,0.0040640482121747645,0.0017522724182134075,0.03657278105417383,0.014451187754479955,0.02212159329969232,0.06321976630057691,-0.026646985246403077,0.24183671201333992,-0.0003144402185988049,10.869275334272535,257.9772560573456,88.06435390864105,1443198047.2763076
13103,1770.8495470958972,78466.05743430037,1014.4397162667537,34319.26522472144,34421549.47633701,1928346298.8842633,386.08916191405416,0.022070261849780504,0.028710256056108403,0.04220121699023744,84785109.70577884,635515679.9164039,607619425.1646566,338200668.31875527,262225415.7786688,720300789.6221827,1208045509.2620807,600426084.097424,1327920214.7868395,-0.0037476336448677428,-0.0032670233471173427,0.04217961766144107,-0.013885203944248747,0.056064821605689374,-0.05885680768266077,0.10103642534410184,0.19266948567903838,-0.0030567729847252867,11.292738874801586,183.96575165459265,350.7295109466779,1928346298.8842633
13200,2791.4596339785176,186601.57986602146,1056.001939777196,84194.52026022281,41367543.331976034,4815492811.830538,1098.1470838839296,0.01473897689877097,0.0123870436511789,0.014432999624199541,212904858.81569946,1255124313.1375718,1562401268.6718817,1023702608.3159122,761359762.889473,1468029171.9532714,3347463639.877267,1785062371.2053852,3030430440.625153,0.00044124750319896044,-0.0005274156134004171,0.011173562221989286,0.0010313643962067687,0.010142197825784294,0.006326334434593406,0.00484722778739588,0.23128871611552396,7.570923451397094e-05,12.151579708794817,348.4900465569616,185.50260899877577,4815492811.830538
13300,10871.732676329164,230421.08972367086,4940.397522117275,113975.93607788272,237964544.23647895,6650242558.619549,521.7503973486464,0.04505617932682097,0.041545155089756945,0.036891941874300234,159925170.82849413,1990531660.2289724,1837652384.476046,1489086368.2131982,1173046974.872838,2150456831.0574665,4499785727.562082,2662133343.086036,3988109215.5335126,0.002693584890767764,0.001407084764105171,0.012158871045466313,0.01575116813663402,-0.0035922970911670404,0.048074186825846965,-0.03591531578038065,0.2476218401730206,-0.0003208260527503004,12.39376650562575,1769.2333036815185,1047.253409704643,6650242558.619549
13400,8375.779448345462,243535.72032635202,3841.204359154224,117227.58616185788,168644794.8012131,6854381914.261683,754.4533304228503,0.03324889675872885,0.031727452984570484,0.02401358387273878,238422511.70416373,2268617155.9926996,2146064255.6228542,1346186581.716597,855091409.225368,2507039667.696863,4347342246.564819,2201277990.941965,4653103923.319717,0.0034210799200040665,0.001683769907887378,0.030211943673279507,0.013499122874000458,0.01671282079927927,0.05455208191404992,-0.024340138240770415,0.2072756987869426,0.0010029734156560832,12.436833113441182,1854.9837294944844,337.01093291291943,6854381914.261683
13501,51036.36814284661,772797.0022571534,24082.221771937126,378097.31542806287,1301404629.7185385,23556240646.248478,4946.160244334201,0.061949867505447925,0.05987928162531369,0.03413764452271574,691188211.8563669,5238701755.003218,6912657368.852561,6086590400.696509,4627102909.839821,5929889966.859585,17626350679.388893,10713693310.536331,12842547335.712147,0.010281988818111931,0.008547330496509797,0.05600234832381723,0.0494225170798106,0.0065798312440055184,0.17280638289715355,-0.11680403457333632,0.28735946670865076,0.005725069021726592,13.621723568053959,10085.206559577438,3135.802511976776,23556240646.248478
13502,4389.402444678006,89582.85058062452,2530.3058972949,44202.48398169299,111581576.76518041,2484417476.9157305,842.8454842038258,0.04670955844270474,0.054144122442657386,0.07229329526979833,43899110.93622218,929069062.9044794,785675970.4275035,487978647.4105906,237794685.23693466,972968173.8407016,1511449303.0750287,725773332.6475253,1758644144.2682052,0.005257866338320039,-0.003540811951231765,0.04813795427558176,0.006776985912252398,0.04136096836333003,0.06987138197209308,-0.02173342769651132,0.17976640721663054,-0.002882855913811516,11.45075483709589,1128.9057080238786,359.1972707348704,2484417476.9157305
13600,46720.15776175333,612267.0447382466,23053.802693391677,289310.26540660835,997630032.7076325,17713098045.713627,10925.90185028546,0.07089691208647309,0.07380427215466809,0.02536600971143077,758946657.5228655,3928315805.1559763,4801403518.650545,4623123422.539854,3601308641.844386,4687262462.678842,13025835583.034786,8224432064.38424,9488665981.329388,0.020625902077339164,0.016399680842323405,0.18774325343993858,0.09365616962023093,0.09408708381970854,0.34116699454829913,-0.15342374110836055,0.29247571070343986,0.009563029824906644,13.398459393720968,9358.447423082358,1343.091405017099,17713098045.713627
13700,46746.32473167869,357992.2996683213,18748.662007966574,170572.24599203342,943716711.913521,9535180611.487495,17192.46853740659,0.11549756290489256,0.09903112237326991,0.057563447429453796,1146191573.373159,2863953672.985468,2420352399.8474274,2200618727.540193,904064237.7412474,4010145246.358627,5525035365.128868,3104682965.2814407,6430497646.206055,0.01886688141173548,0.010138377287826378,0.15560217990737435,0.05817113189893397,0.09743104800844371,0.2845737088397593,-0.12897152893238495,0.20983161810890685,0.009286247838922845,12.910996765894767,8987.148260614633,939.5614492084675,9535180611.487495
13800,8327.495070105193,123003.5568298948,4254.049423308035,58374.03757669197,184929122.77190673,3257984449.388672,3076.975552444609,0.06340842435683859,0.06792558462320644,0.03971912530698159,318953441.38885957,975342795.6096379,932216036.8546982,626004356.2875868,405467819.24788886,1294296236.9984975,1963688212.3901737,1031472175.5354757,2226512273.8531957,0.012141928679509917,0.006507953774450209,0.07272657635281554,0.040812045183574286,0.03191453116924059,0.18651518933769395,-0.11378861298487841,0.20627100793410572,0.00519758868354811,11.785476528141281,1412.2158595891976,272.11924884297474,3257984449.388672
