STATE,PUMA,label,persons,adults25,adults25_yrs,adults25_ba,workers,workers_yrs,workers_collyrs,workers_hsyrs,earnings,wages,earners,ft3065_lc,ft3065_ba,workers_lths,earnings_lths,workers_hs,earnings_hs,workers_sc,earnings_sc,workers_ba,earnings_ba,workers_grad,earnings_grad
01,00501,other,103800.0,71994.0,948601.5,16824.0,44774.0,596995.5,77297.5,519698.0,2606301319.782,2462796353.615,49288.0,19930.0,6902.0,4933.0,207007525.72,14133.0,570957003.6445,15146.0,888840024.505,6024.0,469807597.4125,4538.0,469689168.5
01,00600,group_other,3218.0,1224.0,14636.5,92.0,1453.0,17543.5,760.5,16783.0,36731135.85,34401137.1,1505.0,429.0,0.0,342.0,14094106.6,755.0,16233847.5,264.0,5702659.25,92.0,700522.5,0.0,0.0
01,00600,mexborn,2216.0,2057.0,19399.5,271.0,1365.0,15182.5,1978.5,13204.0,62949764.050000004,59319230.050000004,1365.0,726.0,238.0,518.0,14040907.5,281.0,8387386.35,328.0,14183854.7,0.0,0.0,238.0,26337615.5
01,00600,other,121562.0,83555.0,1053633.5,12319.0,49200.0,633441.5,63063.5,570378.0,2812307729.8125,2462168563.625,53692.0,24753.0,5706.0,6057.0,210720690.9175,17686.0,776413554.275,17589.0,1209140414.5,5633.0,414634597.6,2235.0,201398472.52
01,00700,group_other,2833.0,1351.0,19088.5,355.0,883.0,11485.0,889.0,10596.0,22009503.225,22009503.225,923.0,95.0,158.0,0.0,65991.25,571.0,12370821.25,154.0,4141103.225,158.0,5431587.5,0.0,0.0
01,00700,mexborn,458.0,458.0,5393.0,120.0,326.0,3850.5,562.5,3288.0,17595297.75,17595297.75,326.0,171.0,0.0,52.0,5279300.0,59.0,5331077.75,95.0,2233550.0,120.0,4751370.0,0.0,0.0
01,00700,other,125379.0,89532.0,1153211.0,15886.0,53085.0,705228.5,81553.0,623675.5,2695945358.6875,2529574300.535,58181.0,25539.0,7517.0,5176.0,167697797.005,18102.0,783564234.1425,18836.0,964215869.8625,5874.0,389007961.675,5097.0,391459496.0025
01,00800,group_other,2500.0,440.0,3814.0,152.0,516.0,4529.5,581.5,3948.0,12401583.325,12363714.5,889.0,187.0,85.0,187.0,3645052.075,101.0,1538103.75,143.0,2903615.0,0.0,0.0,85.0,4314812.5
01,00800,mexborn,2276.0,2276.0,19132.5,110.0,1804.0,13383.0,968.0,12415.0,80571661.35,71525783.85,1804.0,1213.0,110.0,1505.0,60276813.85,145.0,5888450.0,44.0,5360520.0,0.0,0.0,110.0,9045877.5
01,00800,other,111855.0,76561.0,1003009.5,15062.0,49306.0,661003.0,77273.5,583729.5,2192533037.0375,2098619823.15,52332.0,21437.0,7402.0,3513.0,142933291.075,16734.0,587445680.925,18226.0,799325259.4125,7525.0,412942886.525,3308.0,249885919.1
01,00900,group_other,3006.0,704.0,10242.0,245.0,889.0,12313.0,1785.0,10528.0,45779795.135,45779795.135,948.0,222.0,197.0,140.0,994945.0,51.0,2394101.635,501.0,25549172.35,144.0,9502740.0,53.0,7338836.15
01,00900,mexborn,3219.0,2391.0,18445.5,104.0,2066.0,17635.0,483.5,17151.5,83545937.75,83293140.5,2066.0,1235.0,104.0,1378.0,40453651.5,449.0,21726350.0,135.0,10279406.25,104.0,11086530.0,0.0,0.0
01,00900,other,151026.0,107030.0,1407455.0,23178.0,67043.0,898572.5,111875.0,786697.5,3972852979.7075,3735430391.4375,71926.0,34318.0,10178.0,6764.0,234576812.0625,20307.0,1057608311.2625,24969.0,1532696690.94,8873.0,637531059.9375,6130.0,510440105.505
01,01000,group_other,3356.0,1051.0,11380.5,298.0,785.0,10921.0,1599.5,9321.5,52349335.75,52349335.75,992.0,345.0,298.0,104.0,665293.325,314.0,36470419.65,60.0,2568582.5,175.0,8758663.275,132.0,3886377.0
01,01000,mexborn,1622.0,1622.0,16415.5,0.0,1501.0,15233.5,136.5,15097.0,86081017.0,85563239.5,1501.0,1140.0,0.0,678.0,30600650.25,732.0,51322918.0,91.0,4157448.75,0.0,0.0,0.0,0.0
01,01000,other,140873.0,101647.0,1292253.0,17815.0,59294.0,774507.5,84781.0,689726.5,3369961001.0125,3170539271.005,64031.0,28135.0,7958.0,8992.0,245184641.535,19281.0,869351366.725,19546.0,968755113.5275,7100.0,719294269.45,4375.0,567375609.775
01,01100,group_other,1269.0,786.0,9381.0,240.0,326.0,5440.0,1528.0,3912.0,20189667.6,20189667.6,452.0,0.0,240.0,0.0,0.0,64.0,1695061.4,0.0,593718.2,22.0,1518814.0,240.0,16382074.0
01,01100,mexborn,736.0,666.0,7227.0,0.0,478.0,5514.5,702.5,4812.0,24065587.525000002,24065587.525000002,607.0,202.0,0.0,77.0,1283986.675,0.0,0.0,401.0,22781600.85,0.0,0.0,0.0,0.0
01,01100,other,122708.0,86294.0,1085522.5,11950.0,45013.0,590385.5,61633.5,528752.0,2247592105.495,2049131045.6475,49826.0,22745.0,4956.0,2963.0,86983249.37,16776.0,739808522.6275,17662.0,913540965.6325,4983.0,274879099.94,2629.0,232380267.925
01,01201,group_other,1117.0,447.0,6949.0,227.0,376.0,5990.5,1478.5,4512.0,28902441.575,28902441.575,447.0,149.0,227.0,0.0,0.0,0.0,0.0,149.0,3882620.575,149.0,16942492.0,78.0,8077329.0
01,01201,mexborn,229.0,145.0,1740.0,0.0,229.0,2874.0,126.0,2748.0,4399078.25,4399078.25,229.0,145.0,0.0,0.0,0.0,145.0,3503627.75,84.0,895450.5,0.0,0.0,0.0,0.0
01,01201,other,103545.0,70668.0,993050.5,23372.0,52057.0,745542.5,124938.5,620604.0,3448260857.7425,3344925210.13,55463.0,21140.0,14589.0,2398.0,131500926.315,13761.0,719107463.45,17495.0,900879447.85,9323.0,829208940.1125,9080.0,867564080.015
01,01202,group_other,5441.0,1990.0,27613.5,1106.0,1931.0,27170.5,5666.5,21504.0,75237334.8,75237334.8,2529.0,139.0,918.0,278.0,8805872.4,172.0,5331889.95,332.0,15094330.9,855.0,34299409.05,294.0,11705832.5
01,01202,mexborn,1264.0,848.0,8094.0,163.0,1115.0,9696.0,978.0,8718.0,48384175.35,48384175.35,1253.0,674.0,163.0,777.0,24612096.6,175.0,10660125.0,0.0,700522.5,0.0,0.0,163.0,12411431.25
01,01202,other,129811.0,70565.0,1002124.5,26319.0,60303.0,843075.0,136940.5,706134.5,2941294044.3175,2856661190.07,74201.0,17227.0,11122.0,3719.0,102664719.65,11932.0,526670541.765,26154.0,1064248005.6525,8972.0,500712670.375,9526.0,746998106.875
01,01301,group_other,1344.0,98.0,1176.0,0.0,235.0,2751.5,0.0,2751.5,10756269.175,10756269.175,235.0,98.0,0.0,137.0,2100247.675,98.0,8656021.5,0.0,0.0,0.0,0.0,0.0,0.0
01,01301,mexborn,1397.0,763.0,7018.5,0.0,537.0,4410.5,304.5,4106.0,20909682.9,20909682.9,865.0,537.0,0.0,334.0,8477337.5,0.0,66600.40000000001,203.0,12365745.0,0.0,0.0,0.0,0.0
01,01301,other,115033.0,77655.0,1017844.0,16213.0,50421.0,672260.5,78073.5,594187.0,3034759005.025,2875304550.7,53697.0,22782.0,7633.0,4380.0,130035006.84,17692.0,920695808.025,16887.0,944941135.41,8417.0,717493012.9,3045.0,321594041.85
01,01401,group_other,2869.0,1661.0,17689.0,507.0,698.0,7429.0,1242.0,6187.0,50505235.65,50505235.65,698.0,405.0,246.0,357.0,9318573.65,95.0,11883501.25,0.0,0.0,117.0,13587090.75,129.0,15716070.0
01,01401,mexborn,781.0,781.0,1565.5,0.0,401.0,726.0,0.0,726.0,10235648.975,10213415.0,474.0,121.0,0.0,401.0,10235648.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,01401,other,111391.0,80240.0,1103778.0,26430.0,48740.0,699560.5,118430.0,581130.5,2928609399.14,2873380002.19,53628.0,19204.0,13912.0,1050.0,29772033.6575,13260.0,581504671.4325,15135.0,836432697.675,11324.0,748258539.75,7971.0,732641456.625
01,01402,group_other,4822.0,1190.0,14847.5,150.0,1489.0,19033.5,1198.0,17835.5,46304435.725,33146795.725,1489.0,497.0,150.0,65.0,6599125.0,975.0,19938393.225,299.0,9106792.5,150.0,10660125.0,0.0,0.0
01,01402,mexborn,2122.0,1428.0,19403.0,754.0,1087.0,17257.0,5908.0,11349.0,26812752.5,26812752.5,1087.0,333.0,31.0,253.0,10020517.5,80.0,852810.0,0.0,0.0,31.0,1258910.0,723.0,14680515.0
01,01402,other,124976.0,84397.0,1153956.0,23823.0,62964.0,869045.5,127466.5,741579.0,3844340939.24,3673707790.52,66598.0,27624.0,14577.0,5210.0,153068267.85999998,17288.0,874048715.2725,20813.0,1218159286.35,11788.0,908974878.7574999,7865.0,690089791.0
01,01403,group_other,3708.0,315.0,4084.5,55.0,604.0,6883.5,96.5,6787.0,9147097.925,9147097.925,725.0,135.0,0.0,495.0,5883678.325,0.0,395947.5,109.0,2309084.6,0.0,558387.5,0.0,0.0
01,01403,mexborn,3873.0,2829.0,28114.0,0.0,3313.0,31297.0,496.5,30800.5,89972267.2,85248512.0,3313.0,1869.0,0.0,1970.0,60744234.949999996,1036.0,26440561.85,307.0,2787470.4,0.0,0.0,0.0,0.0
01,01403,other,179595.0,125973.0,1685712.0,33673.0,80778.0,1113972.5,170085.5,943887.0,4098498360.275,3797358935.8175,88889.0,30443.0,15360.0,7534.0,262427759.2125,20322.0,749495672.6375,26752.0,1013199672.1675,15406.0,1152800019.3225,10764.0,920575236.935
01,01404,group_other,2936.0,700.0,10089.0,275.0,954.0,12320.0,1868.0,10452.0,81575134.45,81575134.45,1028.0,220.0,73.0,83.0,1516783.5,447.0,18477550.0,108.0,46190017.05,41.0,233101.4,275.0,15157682.5
01,01404,mexborn,1343.0,1343.0,18890.0,624.0,1140.0,16122.0,2442.0,13680.0,54797712.65,54797712.65,1140.0,281.0,308.0,0.0,0.0,526.0,21439643.4,73.0,1852831.25,475.0,25608666.0,66.0,5896572.0
01,01404,other,173598.0,114977.0,1798268.5,76745.0,93376.0,1447192.0,333268.5,1113923.5,8909442286.0925,8508806463.1175,98427.0,16054.0,39181.0,3289.0,67226565.59,12999.0,574772112.125,17286.0,871761245.345,32358.0,3402927965.505,27444.0,3992754397.5275
01,01501,group_other,3968.0,991.0,13423.5,231.0,1414.0,20661.0,3767.5,16893.5,75511655.35,52810665.35,1414.0,475.0,0.0,149.0,544580.1,0.0,0.0,475.0,39367334.0,790.0,35599741.25,0.0,0.0
01,01501,mexborn,2947.0,2028.0,19524.5,513.0,2466.0,22367.5,1628.5,20739.0,55412020.120000005,35382579.275,2541.0,535.0,121.0,1858.0,34179792.295,147.0,2537109.75,183.0,3352152.45,157.0,3426976.375,121.0,11915989.25
01,01501,other,138432.0,98407.0,1479690.0,57079.0,73818.0,1099661.0,226220.0,873441.0,5695768697.4875,5516101498.93,77735.0,17685.0,28894.0,2758.0,73990120.48,10728.0,546012211.65,17763.0,1033120176.6875,28916.0,2608214408.15,13653.0,1434431780.52
01,01502,group_other,7101.0,2072.0,26512.0,333.0,1522.0,19706.5,2017.0,17689.5,78452123.925,78452123.925,1707.0,855.0,79.0,150.0,2633253.925,559.0,21829702.45,541.0,37053782.3,183.0,10158591.5,89.0,6776793.75
01,01502,mexborn,3006.0,2989.0,31107.5,191.0,1889.0,21751.0,1044.5,20706.5,78918732.825,45779957.575,2097.0,951.0,87.0,703.0,24003657.275,577.0,13381198.05,522.0,37559173.75,87.0,3974703.75,0.0,0.0
01,01502,other,127842.0,88648.0,1219048.5,30189.0,63094.0,898577.0,152303.5,746273.5,4205610376.4585,3987880344.7175,68317.0,22084.0,17486.0,3545.0,154286517.0975,14186.0,660397413.8575,18727.0,1215385877.1625,18957.0,1390859122.641,7679.0,784681445.7
01,01600,group_other,2516.0,748.0,7112.0,0.0,1342.0,13662.0,344.0,13318.0,53972517.45,53972517.45,1342.0,576.0,0.0,1130.0,49155359.25,40.0,451583.2,172.0,4365575.0,0.0,0.0,0.0,0.0
01,01600,mexborn,106.0,106.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,01600,other,132021.0,96239.0,1233359.0,14833.0,52522.0,692311.5,77726.0,614585.5,3039388413.0425,2816492965.955,59072.0,28298.0,6480.0,5122.0,271575689.6425,19854.0,1036471791.055,17871.0,1027549428.87,4571.0,253442745.95,5104.0,450348757.525
01,01700,group_other,1129.0,698.0,8847.0,86.0,653.0,8352.0,516.0,7836.0,21352027.325000003,21352027.325000003,698.0,261.0,86.0,0.0,1096470.0,567.0,13008702.825000001,0.0,0.0,0.0,0.0,86.0,7246854.5
01,01700,mexborn,1207.0,1207.0,12008.5,0.0,650.0,6647.5,226.5,6421.0,36834488.3,36834488.3,650.0,650.0,0.0,197.0,8320176.800000001,0.0,0.0,453.0,28514311.5,0.0,0.0,0.0,0.0
01,01700,other,108998.0,77383.0,1036793.5,19121.0,45459.0,624754.0,86956.5,537797.5,2511675920.2025,2398119090.9275,50092.0,20100.0,10213.0,2944.0,130018610.5525,14287.0,627155052.65,14949.0,765496520.2625,7891.0,589747608.0125,5388.0,399258128.725
01,01801,group_other,4304.0,305.0,3779.0,10.0,538.0,5113.5,62.5,5051.0,23307703.4,23307703.4,705.0,0.0,10.0,281.0,4849849.25,242.0,15056766.649999999,5.0,2284312.5,0.0,0.0,10.0,1116775.0
01,01801,mexborn,1881.0,1483.0,14293.0,122.0,512.0,4534.0,0.0,4534.0,26554777.475,14977983.25,512.0,512.0,0.0,283.0,21881683.25,229.0,4673094.225000001,0.0,0.0,0.0,0.0,0.0,0.0
01,01801,other,94074.0,61280.0,815710.0,17340.0,34345.0,466596.0,68517.5,398078.5,1903095160.725,1755294619.015,40392.0,12159.0,7681.0,5122.0,167997580.025,9679.0,302376729.9375,7979.0,370382438.9875,6932.0,715127480.4,4633.0,347210931.375
01,01802,group_other,2108.0,509.0,6751.5,72.0,526.0,7177.5,865.5,6312.0,14353909.075,14353909.075,646.0,317.0,0.0,0.0,1461960.0,69.0,273203.77499999997,385.0,12253255.299999999,72.0,365490.0,0.0,0.0
01,01802,mexborn,748.0,708.0,8859.0,174.0,712.0,8853.0,861.0,7992.0,15970288.6,13398457.3,712.0,498.0,0.0,46.0,896668.7999999999,382.0,8487490.0,110.0,1675162.5,174.0,4910967.3,0.0,0.0
01,01802,other,107900.0,76415.0,1120145.0,35229.0,56727.0,838362.0,167937.5,670424.5,3881629569.17,3591040470.425,59018.0,16502.0,20711.0,1935.0,114953792.97,8764.0,392248314.795,18544.0,769744234.89,14924.0,1206918742.925,12560.0,1397764483.59
01,01901,group_other,1158.0,391.0,4826.5,0.0,172.0,2198.5,134.5,2064.0,4291461.75,4291461.75,172.0,38.0,0.0,0.0,0.0,57.0,173607.75,115.0,4117854.0,0.0,0.0,0.0,0.0
01,01901,mexborn,314.0,314.0,4597.5,187.0,233.0,3504.0,1122.0,2382.0,10846931.0,10846931.0,233.0,46.0,187.0,46.0,1354343.5,0.0,0.0,0.0,0.0,0.0,0.0,187.0,9492587.5
01,01901,other,104462.0,76144.0,1037062.5,23012.0,46435.0,654490.5,105914.5,548576.0,3106210371.05,2986958496.9,50879.0,16896.0,13477.0,2609.0,78821370.35,12376.0,566156599.1,14225.0,901904647.3,9387.0,800008268.85,7838.0,759319485.45
01,02000,group_other,1764.0,223.0,2616.0,66.0,665.0,7920.0,264.0,7656.0,22679974.325,16019934.325,665.0,0.0,66.0,54.0,1535058.0,545.0,16588474.325,0.0,0.0,66.0,4556442.0,0.0,0.0
01,02000,mexborn,508.0,508.0,5100.0,51.0,408.0,5100.0,204.0,4896.0,12320058.75,12320058.75,408.0,280.0,0.0,0.0,0.0,357.0,11833347.9,0.0,0.0,51.0,486710.85000000003,0.0,0.0
01,02000,other,110900.0,80817.0,1024210.5,14889.0,47553.0,620633.0,71091.0,549542.0,2360913701.345,2221345892.9525,50751.0,20134.0,6471.0,4447.0,230541487.73499998,16470.0,662697777.46,17282.0,686043715.175,5680.0,396469135.45,3674.0,385161585.525
01,02101,group_other,2805.0,545.0,9016.0,488.0,1032.0,15824.5,3440.5,12384.0,60052849.7,58684292.7,1032.0,57.0,434.0,0.0,0.0,57.0,2314770.0,281.0,798798.7,518.0,12988093.25,176.0,43951187.75
01,02101,mexborn,2287.0,1463.0,18230.5,369.0,1229.0,15400.0,1852.0,13548.0,71166233.0625,31105483.3125,1229.0,467.0,369.0,161.0,3497536.25,699.0,42291507.8125,0.0,0.0,181.0,13925169.0,188.0,11452020.0
01,02101,other,135536.0,79580.0,1171443.5,41781.0,69665.0,1032484.0,206192.5,826291.5,3783427319.98,3637406247.555,75746.0,15385.0,18752.0,3765.0,95025318.7375,11178.0,448400533.385,19406.0,717804877.395,20373.0,1380838530.0125,14943.0,1141358060.45
01,02201,group_other,1815.0,868.0,11448.0,0.0,278.0,3598.0,262.0,3336.0,19153706.5,19153706.5,278.0,238.0,0.0,0.0,0.0,0.0,0.0,278.0,19153706.5,0.0,0.0,0.0,0.0
01,02201,mexborn,1146.0,1146.0,13385.5,324.0,1094.0,12761.5,1380.0,11381.5,66578876.7,66578876.7,1094.0,486.0,324.0,663.0,40943814.2,107.0,7604222.5,0.0,0.0,282.0,17178030.0,42.0,852810.0
01,02201,other,102868.0,72702.0,963730.0,18142.0,47655.0,646757.5,90332.5,556425.0,2804598012.685,2673529775.7675,51375.0,21993.0,10873.0,4322.0,132306841.9175,14326.0,745968450.4775,15039.0,782557542.7,9172.0,732165172.3925,4796.0,411600005.1975
01,02300,group_other,2131.0,853.0,11522.0,255.0,540.0,7011.5,545.5,6466.0,25243176.0,16562788.5,540.0,0.0,51.0,14.0,14213.5,383.0,18128304.0,63.0,2765541.0,29.0,883267.5,51.0,3451850.0
01,02300,mexborn,2287.0,1888.0,22482.5,681.0,1741.0,21803.0,2858.5,18944.5,118431856.725,113863028.675,1741.0,634.0,666.0,583.0,47961425.25,298.0,12525748.4,179.0,6252721.7,666.0,51492464.75,15.0,199496.625
01,02300,other,150362.0,105966.0,1410715.0,23478.0,67514.0,916600.0,117431.5,799168.5,3717292645.6125,3494293602.415,74162.0,30816.0,10288.0,5383.0,206995190.4325,20071.0,895605873.86,26648.0,1347690962.6975,8845.0,555506677.3625,6567.0,711493941.26
01,02400,group_other,3071.0,1122.0,16058.5,531.0,853.0,12716.0,2480.0,10236.0,38442847.35,38442847.35,940.0,147.0,0.0,0.0,0.0,108.0,4259989.0,213.0,12038225.35,532.0,22144633.0,0.0,0.0
01,02400,mexborn,718.0,539.0,7794.0,344.0,519.0,7620.0,1392.0,6228.0,23993403.25,23993403.25,519.0,69.0,0.0,0.0,0.0,143.0,6251909.5,32.0,942152.0,344.0,16799341.75,0.0,0.0
01,02400,other,102684.0,71674.0,960077.5,17697.0,40716.0,554593.5,80458.5,474135.0,2469556913.5175,2316989610.6175,45262.0,19651.0,8169.0,3473.0,159592985.1875,10389.0,597854023.925,15248.0,822700913.495,7094.0,465725713.72,4512.0,423683277.19
01,02500,group_other,279.0,19.0,152.0,0.0,81.0,1093.5,121.5,972.0,789458.4,789458.4,81.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,789458.4,0.0,0.0,0.0,0.0
01,02500,mexborn,639.0,538.0,5121.0,58.0,344.0,3609.0,445.0,3164.0,12717224.549999999,7460057.0,480.0,94.0,58.0,170.0,6564809.549999999,38.0,1003067.0,78.0,3088390.5,0.0,0.0,58.0,2060957.5
01,02500,other,125672.0,86049.0,1100129.0,17824.0,51542.0,683533.0,82572.5,600960.5,2370561946.975,2279184370.725,54888.0,23556.0,8433.0,5624.0,159462424.0375,15441.0,628107976.4525,18709.0,817524925.335,8081.0,447240468.125,3687.0,318226153.025
01,02600,group_other,713.0,629.0,4726.0,0.0,131.0,1792.0,220.0,1572.0,5140819.9,5140819.9,131.0,47.0,0.0,0.0,0.0,0.0,0.0,131.0,5140819.9,0.0,0.0,0.0,0.0
01,02600,other,125789.0,88317.0,1145448.5,14447.0,46284.0,617402.5,72458.0,544944.5,2503138662.6475,2335780751.0375,49525.0,24043.0,5595.0,3162.0,161386799.95499998,15926.0,881992488.135,17921.0,841279176.295,5413.0,343600143.9875,3862.0,274880054.275
01,02701,group_other,2316.0,888.0,13328.0,536.0,394.0,5830.0,1260.0,4570.0,8716936.5,8716936.5,394.0,0.0,0.0,79.0,721842.75,0.0,0.0,0.0,0.0,315.0,7995093.75,0.0,0.0
01,02701,mexborn,467.0,467.0,2445.0,0.0,110.0,660.0,0.0,660.0,2010195.0,2010195.0,110.0,110.0,0.0,110.0,2010195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,02701,other,133139.0,91781.0,1304784.0,37532.0,59657.0,873486.0,162570.0,710916.0,4718469026.7575,4437746614.8325,64818.0,20134.0,19276.0,2504.0,48705430.9075,8330.0,494044102.275,23028.0,1391572615.975,15354.0,1600629748.7,10441.0,1183517128.9
01,02702,group_other,3946.0,799.0,10909.5,32.0,757.0,11032.0,1948.0,9084.0,37319574.75,37319574.75,757.0,381.0,0.0,0.0,0.0,0.0,0.0,540.0,29339709.75,217.0,7979865.0,0.0,0.0
01,02702,mexborn,1084.0,1084.0,14172.5,219.0,1009.0,13272.5,1164.5,12108.0,38210355.1,38210355.1,1009.0,213.0,219.0,0.0,0.0,213.0,12924132.5,577.0,5942664.35,219.0,19343558.25,0.0,0.0
01,02702,other,120588.0,92399.0,1255346.0,29369.0,58721.0,805699.0,118364.5,687334.5,3796677550.78,3147735639.23,63524.0,21645.0,14242.0,5312.0,218713804.93,15562.0,783754116.35,18086.0,1075188227.975,14032.0,1075573312.3,5729.0,643448089.225
01,02801,group_other,983.0,595.0,7231.5,0.0,171.0,2052.0,0.0,2052.0,781234.875,0.0,171.0,0.0,0.0,0.0,0.0,171.0,781234.875,0.0,0.0,0.0,0.0,0.0,0.0
01,02801,mexborn,339.0,339.0,4402.5,0.0,339.0,4402.5,334.5,4068.0,7109795.75,4754415.75,339.0,116.0,0.0,0.0,0.0,116.0,2355380.0,223.0,4754415.75,0.0,0.0,0.0,0.0
01,02801,other,145395.0,98368.0,1292478.5,24657.0,63718.0,864674.5,112382.0,752292.5,3767698792.8625,3594796174.5975,69649.0,28979.0,13710.0,5471.0,181898129.2125,21790.0,1022221356.26,18989.0,1074723913.54,11068.0,907964268.45,6400.0,580891125.4
