area,group_persons,other_persons,group_workers,other_workers,group_earnings,other_earnings,mexborn_persons,s_persons,s_workers,s_ba_workers,E_lths,E_hs,E_sc,E_ba,E_grad,E_hsless,E_more,E_baplus,E_nonba,dSC,dBA,dYRS,dCOLLY,dHSY,dIPCOLL,dIPHS,ba25_with,dBA25,lnpop_with,group_ft_lc,group_ft_ba,land_sqmi,f05,f525,E_all,name
10580,4454.042333014436,909131.1991669856,2770.1668110139262,466693.2496889861,139384537.47877866,34413346954.24476,805.851772877473,0.004875344008076816,0.005900708582718556,0.003627979385950484,998469474.2471731,4212412620.060176,7245599810.161985,10716364502.36012,11240500547.415304,5210882094.307349,29202464859.93741,21956865049.775425,12456481904.469334,0.0008388720885210699,0.001087821659264132,0.004170730665180145,0.0056077666289566785,-0.0014370359637752017,0.015674231691209073,-0.011503501026028928,0.4435868978339859,0.0007564021888860628,13.725131963528359,984.3094643381271,745.0688483423041,2811.804,0.027932180315464673,0.6703723275711522,34413346954.24476,"Albany-Schenectady-Troy, NY"
10620,2424.6585272052034,65902.22187279479,969.5400512207516,30450.671948779243,24472964.648550697,1981172412.554222,870.9153545151387,0.03548615878568932,0.03085720908632799,0.0180762237257325,76597715.70668745,396158259.6051227,606099679.0928701,516381433.46212196,385935324.68742,472755975.31181014,1508416437.242412,902316758.149542,1078855654.4046803,0.006036548410907394,0.004054519095155973,0.06025176104117591,0.02553274764687874,0.03471901339429806,0.09797132857776525,-0.03771956753658934,0.2742194713264713,0.0036700714475083607,11.132058531822612,489.88988691476555,0.0,395.08,0.19879471585437083,0.8012052841456292,1981172412.554222,"Albemarle, NC"
10660,3043.3648588809874,27464.420241119013,1396.171511599784,13792.143188400216,60299532.10967592,834203677.5506798,534.0890120881262,0.09975699149922841,0.09192405735442025,0.019845854408068717,23923809.66730875,164056994.03534886,316186735.27742106,171829521.30979866,158206617.2608025,187980803.7026576,646222873.8480222,330036138.57060117,504167538.9800787,0.0356928083021546,0.018862617618682714,0.14033598755380083,0.12791194872824074,0.012424038825557204,0.5562256483540953,-0.41588966080029444,0.22558129576499808,0.009184301847761145,10.325737179205301,609.8039838017959,65.03319147190713,707.245,0.11105036633662285,0.8889496336633771,834203677.5506798,"Albert Lea, MN"
10700,12526.629567607766,90676.66073239224,4741.306982520437,39137.012917479566,239801120.05310556,2279469706.059746,3542.0941352034756,0.12137819958253565,0.10805580052577256,0.061522967311623905,179504004.15056276,499146849.92465144,777607191.3732096,411141844.4469135,412069816.1644089,678650854.0752141,1600818851.984532,823211660.6113224,1456258045.4484239,0.012624465816585051,0.01171977498048657,0.19757777566450585,0.05797940287752823,0.1395983727869794,0.20947299267654884,-0.011895217012042991,0.223615939397084,0.010472474970457168,11.544456014273294,2118.882532806809,286.827674187428,565.845,0.13880093725268375,0.8611990627473163,2279469706.059746,"Albertville, AL"
10740,302907.6108241972,624305.3967758028,151227.54056711617,298815.28963288385,7894710172.217707,20753331153.086784,56388.93887433228,0.3266861102480042,0.3360292185966174,0.2112862766869455,628202472.3776878,3217594462.8866644,5390672331.125055,5610096492.887215,5906765393.8101635,3845796935.2643523,16907534217.822433,11516861886.697378,9236469266.389408,0.07592702445623123,0.06604324577492277,0.5639778073267454,0.3932462454867607,0.17073156183998428,1.3043705389615372,-0.7403927316347918,0.362269208158462,0.06067563250487973,13.739938599813502,63776.12207594824,21907.747743184085,9283.397,0.008460245354124662,0.20304588849899188,20753331153.086784,"Albuquerque, NM"
10760,836.5696960553843,39339.490303944614,395.08771296981837,16867.14228703018,12887309.432870226,837662066.2862297,187.04991443491866,0.020822591763736523,0.022887408693420166,0.012813137116537641,81821952.34310485,234882301.5589019,243545518.887125,140679930.635723,136732362.86137497,316704253.90200675,520957812.384223,277412293.49709797,560249772.7891318,0.010333021044724222,0.0020081508586785313,0.02100978959746236,0.02425410577906595,-0.0032443161816040345,0.14825035831575661,-0.12724056871829426,0.18401432285279837,0.00022485673822633667,10.601026574825164,103.09837803499454,24.301760536820144,716.528,0.10961164998401295,0.890388350015987,837662066.2862297,"Alexander City, AL"
10780,6040.85616759494,140452.90526996128,2556.970984279321,63126.78968376387,111860525.5880702,3485532042.7373166,1344.0250101167778,0.04123626909648224,0.03892851076542199,0.01474144974501903,184610089.06018332,1257826738.230649,889442364.7448187,618412639.4384942,535240211.26317054,1442436827.2908323,2043095215.4464834,1153652850.7016647,2331879192.035651,0.009077452072098868,0.0061369498435086545,0.08851649390127747,0.03382128780679006,0.054695206094489635,0.14275071267197692,-0.05423421877069945,0.21863501625498505,0.004183573948974728,11.894738122488548,907.322686164189,165.95934683971163,1967.86,0.03991128247931501,0.9578707795035603,3485532042.7373166,"Alexandria, LA"
10820,1118.4373425405875,37968.20745745941,590.4749048928747,18674.572295107126,23665193.462691016,1131874150.578867,429.7285605481721,0.028614309267614282,0.030650062715282353,0.029781314339494692,27348382.67724999,208614091.83153176,403125002.72138315,309563035.8560441,183223637.492658,235962474.50878176,895911676.0700853,492786673.3487021,639087477.2301649,0.008429470632916769,0.00026839421380486783,0.05229937615055036,0.020005844597985156,0.03229353155256476,0.12115949219298727,-0.06886011604243691,0.2807591459607941,-0.002504877001112571,10.573536122409381,249.69265488210496,56.082613471374074,636.878,0.12332003356960804,0.8766799664303919,1131874150.578867,"Alexandria, MN"
10860,31770.035422345292,14250.486129809922,13363.346440455918,5606.155009689096,671210702.2284882,348265165.41814184,1930.0761953926692,0.6903449667848767,0.7044648208376484,0.6743281723718166,22053719.202315737,101460729.97671784,93705427.14217806,80003887.54992795,51041401.54700231,123514449.17903358,224750716.23910832,131045289.09693027,217219876.32121164,0.029704576042845043,0.026236258222073483,0.5269627819112408,0.23071678077763758,0.29624600113360344,0.5871716932917792,-0.06020891138053841,0.2029860048727973,0.04372000500313644,10.736842696688006,5642.165546222784,2109.679291196345,1808.531,0.04342740950514248,0.9565725904948575,348265165.41814184,"Alice, TX"
10900,14894.292842882514,869752.7071571175,5795.912841645368,445108.08715835464,306463363.51861095,29334433385.553886,5876.814989399187,0.01683642497276599,0.01285398408895323,0.009176421302715815,991670363.8992003,6553122544.258916,7270455455.8099,8015694960.783045,6503490060.802829,7544792908.158116,21789640477.395775,14519185021.585873,14815248363.968018,0.0036625129060751105,0.0013260962883981375,0.024000465481707423,0.007319387610217554,0.01668107787148898,0.05126954248311755,-0.027269077001410125,0.33615103115920153,0.0014329463286602007,13.692943974363748,2033.9629710928,1223.9042865321285,1453.024,0.05405266281888313,0.9459473371811169,29334433385.553886,"Allentown-Bethlehem-Easton, PA-NJ"
10940,1509.8879853653605,40611.33841463464,661.3663453484787,18326.149654651523,16236849.96847706,876020736.457663,26.239678137630847,0.03584624937144186,0.034831641239879856,0.02594973566438095,36973712.59432422,223042787.28660113,298351707.41373134,196401983.2552079,121250545.90779845,260016499.88092536,616004236.5767376,317652529.16300637,558368207.2946568,0.003632555262142456,0.0023499870446750393,0.018785541046343113,0.013643014696293365,0.005142526350049081,0.05723367784200484,-0.038448136795661725,0.22115962681748347,0.004337939882623876,10.648307082633142,290.53330371665965,45.840401565740635,568.381,0.13818163580370357,0.8618183641962964,876020736.457663,"Alma, MI"
10980,76.59566419646154,29641.577135803538,9.011254611348416,12926.769145388653,475731.164696917,713913049.7210131,10.813505533618102,0.0025774015351462502,0.0006966146867604845,0.0,24287608.413402,180111732.133587,225806917.06071907,142597773.914955,141109018.19835,204399340.546989,509513709.17402405,283706792.113305,430206257.6077081,-0.0002718547190027065,0.00018274639317100716,7.851551946558288e-05,0.00023403079217709788,-0.00015551527271284726,-0.0030282258358553804,0.0031067413553209633,0.23048003815615972,0.00015409020401205287,10.29951401645717,9.011254611348416,0.0,571.899,0.1373316203381101,0.8626683796618899,713913049.7210131,"Alpena, MI"
11020,166.37257011746962,120134.72002988253,56.475092608682345,55893.021107391316,3525409.957539049,3050651262.819158,73.26498500585818,0.0013829680722074308,0.0010093941222777685,0.002709763186845392,117364177.58653899,896231793.5679199,753970904.229582,773609301.6444721,509475085.790645,1013595971.1544589,2037055291.664699,1283084387.4351172,1767566875.3840408,-0.00024527502873505913,-0.0005140800548092406,-0.0015266232321451412,-0.0013917024831096025,-0.0001349207490353166,-0.004335002827930978,0.002808379595785837,0.24633287035468682,-0.0004931196026195794,11.697752984215791,10.684476980020985,45.790615628661364,525.067,0.1495805608422255,0.8504194391577745,3050651262.819158,"Altoona, PA"
11060,3888.8349321170167,20518.193067882985,1892.068486705973,8905.309813294027,88852469.78914078,458268797.46393216,774.5397375170822,0.15933258781515786,0.1752340646160349,0.021084798764251185,17251103.198820155,127633695.38845818,141402586.3021137,109143066.64803053,62838345.92650954,144884798.58727834,313383998.8766538,171981412.57454008,286287384.889392,0.06982655427663698,0.04328458944041602,0.4890581772298219,0.2476836704941554,0.24137450673566718,1.0856023218137993,-0.5965441445839774,0.2255209437815998,0.029493947588953046,10.1026264025947,1256.3755044608483,41.84165733195478,802.653,0.0978502744520295,0.9021497255479705,458268797.46393216,"Altus, OK"
11100,80900.40282749597,193603.53707851344,39337.56633406669,95740.78573072684,1801006177.283288,6188267455.361011,13256.349119769886,0.2947149059324846,0.2912203601299303,0.20088499832220244,277464201.4827647,1054677741.4416919,1649675899.6610103,1577878523.7913873,1628571088.984157,1332141942.9244566,4856125512.436554,3206449612.775544,2981817842.585467,0.03915817377004116,0.037378408448880684,0.3711356183977568,0.21321493618849074,0.15792068220926403,0.6831130214289853,-0.31197740303122856,0.2973538704110789,0.04193895509029433,12.522720892856075,17333.881853646297,4705.82143222585,5150.981,0.015247545339372216,0.36594108814493315,6188267455.361011,"Amarillo, TX"
11140,957.4125081103474,32899.16729188965,376.78214995068544,13605.937350049315,10255728.793116378,760606720.1294929,348.6571406082839,0.028278476850468734,0.026946271070565738,0.0041577291438812496,30809940.381678462,147480264.23077312,235396507.3680415,202059433.33872297,144860574.81027675,178290204.61245158,582316515.5170412,346920008.1489997,413686711.98049307,0.012359975758214459,0.0066480998236223,0.19262850748734017,0.03884209883780265,0.1537864086495393,0.18716180793637704,0.005466699550963128,0.24643614843488296,0.004532093886725125,10.429888640543922,209.19428436497031,0.0,649.786,0.12087028089208576,0.8791297191079143,760606720.1294929,"Americus, GA"
11180,3269.276534872262,126055.72346512774,2056.7815255874666,69024.21847441253,74885516.40209273,3613937184.1354074,564.2406202317609,0.025279540188457468,0.028935742682115708,0.024200096317430937,31074688.8252584,604827137.2588097,1001234200.6084516,1155914475.3928874,820886682.05,635901826.0840681,2978035358.051339,1976801157.4428873,1637136026.6925197,0.0025765391038798935,0.002031908594350873,0.033107513217233375,0.023552000987947963,0.009555512229287189,0.0544704702345058,-0.02136295701727242,0.48690336423626573,0.0034180040847998083,11.770083894871716,449.11064073594207,257.22734157624393,1143.005,0.06871344949474834,0.9312865505052517,3613937184.1354074,"Ames, IA"
11200,666.4976159301158,163280.8735840699,292.55876159016805,86881.34043840982,23605087.586428314,5298223232.649092,117.8814822850667,0.0040653144423831765,0.003356036202062739,0.001704351884650207,124422627.19367999,636734808.1266301,1055201417.6531059,1595179503.390332,1886684876.285344,761157435.3203101,4537065797.328782,3481864379.675676,1816358852.9734159,-0.00016740568687823032,0.0007982810254640316,0.0007726941391865694,0.0012673693025857524,-0.000494675163398739,-0.0007414989399538996,0.001514193079140469,0.538618178952935,0.0002837693251271922,12.007300747987491,48.815111306227195,71.56728455145497,527.236,0.14896520028932933,0.8510347997106706,5298223232.649092,"Amherst Town-Northampton, MA"
11220,425.0905856264288,48535.81021437357,240.26859187580757,23146.70900812419,6899795.825323692,1433194584.8924246,165.84027547353037,0.008682246010196544,0.010273605935116968,0.005246046707333926,72520892.64867572,380092784.1079167,418563350.5738767,303414496.31444,258603061.24751517,452613676.75659245,980580908.1358318,562017557.5619552,871177027.3304691,0.003240551843001316,0.0013649968622276298,0.01939616122009724,0.004860240932946347,0.014535920287150006,0.04374686304896436,-0.024350701828867116,0.23826699947883803,0.0005251816127836706,10.798777315709764,129.87491452746355,9.490859138545414,403.111,0.1948342177210367,0.8051657822789633,1433194584.8924246,"Amsterdam, NY"
11260,18376.533391042965,387410.33660895703,9148.664834894233,199280.96716510577,653319359.2707458,15804251980.377083,1544.4603772802302,0.045286170523563186,0.04389330224837816,0.036169812679054565,336514660.6605561,3051024878.4673147,3871079526.501277,3728039924.918992,4817592989.828942,3387539539.1278706,12416712441.24921,8545632914.747934,7258619065.629148,0.0030176822316598795,0.003007015438096672,0.03581553921998726,0.022060244618963498,0.013755294601022428,0.058272431398883384,-0.022456892178896126,0.36739944629356885,0.00467785836055834,12.913583350010075,3271.2674537519215,1595.1559449182223,26414.311,0.002973381222767644,0.07136114934642344,15804251980.377083,"Anchorage, AK"
11360,10962.241020642428,135209.75897935758,4880.059040791241,60065.94095920876,265939929.6976134,3481200700.4248867,2352.3855269956503,0.07499549175384088,0.07514025560914053,0.06844402962987747,100708723.63755478,645299724.91546,1230888650.486157,801958649.5525236,702344951.8331915,746008448.5530148,2735192251.871872,1504303601.385715,1976897099.0391717,0.00650845483645679,0.0021269507048116143,0.03952143134421604,0.02331004640315415,0.016211384941062335,0.10141150444063562,-0.061890073096419584,0.26491956676319345,0.0015783564922526305,11.89253928948796,1479.0572140634026,935.5607342813389,595.066,0.13198505096870738,0.8680149490312926,3481200700.4248867,"Anderson Creek, NC"
11380,11095.461595949262,7395.364686679,5398.5987574223245,3513.1738198354014,309413104.324368,248007278.5227832,3476.221586173654,0.6000522327319256,0.6057828238569737,0.40104274605211354,17781244.61057702,52161104.7416487,87099197.16121295,61653576.02685706,29312155.982487485,69942349.35222572,178064929.1705575,90965732.00934455,157041546.51343867,0.16853638396099052,0.11040111335412833,1.403828274114078,0.6528506482192253,0.7509776258948513,2.675287255751111,-1.271458981637033,0.20581079373104147,0.11127281419170307,9.82503001146426,2670.0207640365484,338.12077591973275,1500.686,0.05233594258875263,0.9476640574112474,248007278.5227832,"Andrews, TX"
11420,2012.3089926429793,33027.78070735702,728.8474491141523,15801.281550885848,32800955.73116549,949921375.2437538,890.7895894350779,0.057428762593692194,0.04409206057098237,0.014782338011857176,172985271.4190135,264826145.64922506,216266891.54764244,188572915.1871567,107270151.44071592,437811417.06823856,512109958.17551506,295843066.62787265,654078308.615881,0.012158508923604039,0.006548043731839925,0.03625931386120662,0.04032490951551959,-0.004065595654312304,0.1862270165987674,-0.14996770273756077,0.2185100193339718,0.005616555178904248,10.464248104978559,355.3670402781429,23.50425205723154,308.78,0.25435525726972225,0.7456447427302777,949921375.2437538,"Angola, IN"
11460,9914.661927932724,364810.3380720673,4703.733846968816,186953.2661530312,321000428.9503975,14637753495.683853,2640.72907924644,0.026458501375495963,0.024542457864668733,0.022807487078601137,217250649.9364349,837334988.1297739,2235192531.159567,4326502052.924457,7021473273.533621,1054585638.0662087,13583167857.617645,11347975326.458076,3289778169.2257757,0.0012552712217641648,0.0010732316724123558,0.012067719636810637,0.012365019192869031,-0.00029729955606150327,0.027428273854038565,-0.015360554217227929,0.6009240102539586,-0.0005683058549726949,12.833947702598797,982.2350502931573,1649.1591657509189,706.003,0.1112457260659584,0.8887542739340416,14637753495.683853,"Ann Arbor, MI"
11500,4953.700739387666,111677.29926061233,2406.3202921648626,49219.67970783514,96432502.28011261,2189073779.4323874,2360.683183175529,0.042473276739354596,0.04661062821378496,0.0183401676989977,140554948.77225465,587169360.9726387,799017775.5557371,412942886.525,249388807.60675684,727724309.7448933,1461349469.687494,662331694.1317568,1526742085.3006306,0.019830491145952256,0.006334186658826291,0.26545697262503687,0.04199209094052425,0.2234648816845155,0.27995798469195066,-0.014501012066913788,0.19329692092284018,0.003567615364780813,11.666770383771635,1452.0898314787964,202.25536938454664,605.89,0.12962718701372333,0.8703728129862767,2189073779.4323874,"Anniston-Oxford, AL"
11540,10710.789884974402,238013.4219150256,4646.734653651672,126921.45274634832,243332447.06548202,7971290082.55292,2941.565167758846,0.04306291618118378,0.035318071529893795,0.038902326038252937,123093045.33378197,1819962609.5846875,2431562402.106216,2283408947.3271637,1313263078.2010713,1943055654.9184694,6028234427.634451,3596672025.528235,4374618057.024685,0.0014994453206004232,-0.001258525560828394,0.009502477485124672,0.006392736452971448,0.0031097410321532237,0.02438608030017697,-0.0148836028150523,0.31941172823903946,-0.0004306349505385776,12.424099978490835,1897.539027704665,1214.0587025918933,955.807,0.08217120855962012,0.9178287914403799,7971290082.55292,"Appleton, WI"
11580,6149.967503877961,30076.570296122038,2999.725618058364,10948.529281941635,151245668.28161365,575187907.7060863,1954.1204340331517,0.16976415294861438,0.21506099792156538,0.035933415486364625,29212740.37774346,161700150.3536593,170813201.28979197,148079051.06163162,65382764.62326001,190912890.73140275,384275016.97468364,213461815.68489164,361726092.0211947,0.06386381082336223,0.05072848645001132,0.5791034268610762,0.24390829966207894,0.3351951271989968,1.010274029542427,-0.4311706026813509,0.1898398415203304,0.017269650381235208,10.497547217633606,1858.9583492514023,105.05517280361447,636.695,0.12335547843118734,0.8766445215688127,575187907.7060863,"Arcadia, FL"
11620,4665.549692760249,44594.53270723975,2373.352044630968,19662.088755369034,95849288.35589181,1076124835.1629941,1121.2556414620833,0.09471258401224779,0.1077061296922623,0.06032670695119758,66847181.21705878,358351233.23137414,309684156.1412614,185047629.28447992,156194635.28882,425198414.4484329,650926420.7145613,341242264.5732999,734882570.5896943,0.029668311649700185,0.01113067594685499,0.35794265819240856,0.08849493400841912,0.26944772418399054,0.4445146738048198,-0.08657201561241123,0.1827633090320917,0.005153095435855848,10.80486934442993,1013.6018501843354,204.1281503843453,822.301,0.09551224714519967,0.9044877528548003,1076124835.1629941,"Ardmore, OK"
11660,864.9737083919983,20566.338922871128,363.6456741704381,8948.431933590338,10514890.464509683,485944778.8988826,192.7296410035279,0.040360276725664015,0.03905097116752681,0.04194215922299716,15129524.90021045,121189029.18478571,190840091.45424408,82161060.09789899,76625073.26174343,136318554.08499616,349626224.8138865,158786133.35964242,327158645.53924024,0.0027335854468819587,-0.0006978497033915398,0.01603745230239184,0.013621747217084312,0.002415705085308417,0.04642477257966782,-0.030387320277275975,0.2267319410279908,-0.0006397646418484781,9.972608338633936,142.81497365973803,13.986372083478388,865.971,0.09069566572061286,0.9093043342793872,485944778.8988826,"Arkadelphia, AR"
11680,3339.297343753192,30548.57965624681,1727.3123000123437,14575.256299987657,94998360.85712379,787701455.4802608,1219.4129726833646,0.0985395852255127,0.10595338332220504,0.06404560727984905,32457117.025017563,197025340.91398296,281804011.57790744,179503176.39354086,96911809.56981203,229482457.93900052,558218997.5412604,276414985.9633529,511286469.51690793,0.02553308635489282,0.011710578341231237,0.22461275686099746,0.09269450625920661,0.13191825060179063,0.39909154251792067,-0.1744787856569232,0.24298346391464015,0.01277317326883387,10.430812618791146,774.237910273539,106.94932026807632,1125.738,0.06976740266362584,0.9302325973363742,787701455.4802608,"Arkansas City-Winfield, KS"
11700,21029.12137678099,400346.547623219,9573.02460445262,190785.63239554738,350871517.0286323,12618642387.305717,9834.973312395214,0.04990587479027174,0.04777944086764676,0.020478480216035305,196985663.3257934,1697987444.7241783,2869794881.0095644,3858154697.542523,3995719700.7036586,1894973108.0499716,10723669279.255747,7853874398.2461815,4764767989.059536,0.01780855783085311,0.012715300463112755,0.16767287660053576,0.07587148228618634,0.0918013943143503,0.28957417625642456,-0.1219012996558888,0.43624533660602244,0.008416398857667762,12.95128004019455,2968.2603872207524,1039.830119044719,1479.053,0.05310142120650499,0.946898578793495,12618642387.305717,"Asheville, NC"
11740,383.6525055469229,52442.14849445308,172.6436274961153,24519.481372503884,12782749.372135302,1365874847.1442285,0.0,0.007262597031835312,0.006991849729260455,0.0,297819599.5050605,449907682.24894106,242831474.61053926,179267947.738575,196048143.0411125,747727281.7540016,618147565.3902268,375316090.7796875,990558756.3645408,0.0012242177400141885,0.0013990148879118036,0.02497168960408125,0.006001067046131681,0.018970622557949568,0.020691679926301276,0.004280009677779972,0.18206448723690105,0.0015006506411071596,10.87475500564426,80.81191074286248,0.0,422.986,0.18567947010006203,0.814320529899938,1365874847.1442285,"Ashland, OH"
11820,3400.9968481341302,38064.85615186587,1295.7854299285873,16937.17867007141,60875665.79458514,1023173987.688812,641.2061524524405,0.0820192182742299,0.07106828175724798,0.043276793952640565,43596490.277089946,264590287.34735766,328695737.7972751,254998428.67890018,131293043.58818911,308186777.6244476,714987210.0643644,386291472.2670893,636882515.4217227,0.01843392194376725,0.008846642655963022,0.09948388790943774,0.051008777276049244,0.04847511063338672,0.27221584060125714,-0.1727319526918194,0.257638903884774,0.0033785608597126093,10.632625548240094,612.3483563486534,206.9315135247174,828.239,0.0948274789520233,0.9051725210479767,1023173987.688812,"Astoria, OR"
11860,790.7795990302342,15721.920900969766,294.5102666029733,8158.852233397027,12194810.767388541,529659049.47891265,77.50270173762455,0.047889174701026896,0.03483942237221855,0.01045104688597552,27971048.108975086,140159909.47663626,178041814.6536577,102683283.70503873,80802993.53460494,168130957.58561134,361528091.89330137,183486277.23964366,346172772.239269,0.000411639863883706,0.006343784236494454,0.02934344528182642,0.026209211806552224,0.003134233475273973,0.031148890173154697,-0.0018054448913282783,0.2433765218952282,0.005166307787654617,9.71188509107329,151.60284583798753,20.037283863873665,431.174,0.18215341449100558,0.8178465855089945,529659049.47891265,"Atchison, KS"
