spec_scale,gain_bn_scale,sd_bn_scale,induced_receipts_bn_scale,spec_composition,gain_bn_composition,sd_bn_composition,induced_receipts_bn_composition,net_bn,net_sd_bn,net_receipts_bn,net_per_group_member
A&P recommended density elasticity (+-1.96 SD of estimates),53.38413376914122,53.03872105798627,22.39895094923148,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 2",-327.0567079336281,115.05381339591784,-137.42511914057013,-273.6725741644869,126.69051230620848,-115.02616819133866,-6691.821524328343
A&P recommended density elasticity (+-1.96 SD of estimates),53.38413376914122,53.03872105798627,22.39895094923148,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 1.5",-292.8320120909236,114.16660488183426,-123.04365921301631,-239.4478783217824,125.88534307738824,-100.64470826378484,-5854.961795131847
A&P recommended density elasticity (+-1.96 SD of estimates),53.38413376914122,53.03872105798627,22.39895094923148,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 2.5",-347.7191589746396,115.59045342910734,-146.10770134893215,-294.33502520549837,127.1780596463616,-123.70875039970068,-7197.058247605248
A&P recommended density elasticity (+-1.96 SD of estimates),53.38413376914122,53.03872105798627,22.39895094923148,"Moretti NLSY individual x city effects (col 4), net of CES sigma 2",-261.31484878462055,109.91559023612294,-109.80005943439161,-207.93071501547934,122.0432009921985,-87.40110848516014,-5084.3064510851045
A&P recommended density elasticity (+-1.96 SD of estimates),53.38413376914122,53.03872105798627,22.39895094923148,"Moretti NLSY individual x city effects (col 4), net of CES sigma 1.5",-227.59593017716358,109.07183200781922,-95.63142140080365,-174.21179640802237,121.28384257191398,-73.23247045157217,-4259.813949403741
A&P recommended density elasticity (+-1.96 SD of estimates),53.38413376914122,53.03872105798627,22.39895094923148,"Moretti NLSY individual x city effects (col 4), net of CES sigma 2.5",-281.67137657258587,110.42593931038196,-118.35391414324343,-228.28724280344466,122.5030367135731,-95.95496319401195,-5582.062761625085
A&P recommended density elasticity (+-1.96 SD of estimates),53.38413376914122,53.03872105798627,22.39895094923148,"CRY college gradient net of CES, sigma 2, CRY-implied weights [central]",-24.92909982784804,34.723608330170656,-10.465694100549289,28.45503394129318,63.39428134251522,11.933256848682191,695.7803834935704
A&P recommended density elasticity (+-1.96 SD of estimates),53.38413376914122,53.03872105798627,22.39895094923148,"CRY college gradient net of CES, sigma 1.5, CRY-implied weights",3.7775109827132782,34.514585053525636,1.5858629293420299,57.1616447518545,63.280032497494275,23.98481387857351,1397.712305971021
A&P recommended density elasticity (+-1.96 SD of estimates),53.38413376914122,53.03872105798627,22.39895094923148,"CRY college gradient net of CES, sigma 2.5, CRY-implied weights",-42.23650710025518,34.84982923736701,-17.731699098912774,11.14762666888604,63.463505492058324,4.667251850318706,272.5809420829735
A&P recommended density elasticity (+-1.96 SD of estimates),53.38413376914122,53.03872105798627,22.39895094923148,"CRY college gradient net of CES, no CES term (upper bound), CRY-implied weights",-112.09868123244232,35.36083883944319,-47.06158322472103,-58.714547463301095,63.745547726064366,-24.662632275489553,-1435.683768114686
A&P recommended density elasticity (+-1.96 SD of estimates),53.38413376914122,53.03872105798627,22.39895094923148,"CRY college gradient net of CES, sigma 2, employment weights",-12.158791182036447,34.630572014602556,-5.104475938261012,41.22534258710478,63.34336942036988,17.29447501097047,1008.0390251541553
A&P recommended density elasticity (+-1.96 SD of estimates),53.38413376914122,53.03872105798627,22.39895094923148,"CRY college gradient net of CES, sigma 1.5, employment weights",20.69459245527049,34.39159967244813,8.687921439034008,74.07872622441171,63.21303710071847,31.08687238826549,1811.3675298183098
A&P recommended density elasticity (+-1.96 SD of estimates),53.38413376914122,53.03872105798627,22.39895094923148,"CRY college gradient net of CES, sigma 2.5, employment weights",-31.98038730702802,34.7750144870437,-13.42596569540717,21.4037464621132,63.42245315376074,8.97298525382431,523.3628240378571
A&P recommended density elasticity (+-1.96 SD of estimates),53.38413376914122,53.03872105798627,22.39895094923148,"CRY college gradient net of CES, sigma 2, CRY-implied weights, weight's SE included",-24.92909982784804,115.728662205037,-10.465694100549289,28.45503394129318,127.30368882021618,11.933256848682191,695.7803834935704
A&P recommended density elasticity (+-1.96 SD of estimates),53.38413376914122,53.03872105798627,22.39895094923148,"Glaeser-Resseger BA share, net of CES sigma 2",-37.62019791666174,42.680322225266806,-15.89259950863527,15.763935852479484,68.07874732043386,6.506351440596211,385.4585925089834
A&P recommended density elasticity (+-1.96 SD of estimates),53.38413376914122,53.03872105798627,22.39895094923148,"Glaeser-Resseger BA share, no CES term",-158.11730804924272,44.11439044045932,-66.52429675531627,-104.73317428010151,68.9868492931817,-44.125345806084795,-2560.927824421222
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Ciccone-Peri city, Table 4 col 2",11.069949280063687,46.993188924622025,4.6477215484588354,37.84938367011687,46.993188924622025,15.883867106143079,925.4903276278565
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Ciccone-Peri city, Table 4 col 1",-38.950127812072026,83.81418194662915,-16.35333924109855,-12.170693422018843,83.81418194662915,-5.117193683414307,-297.59689459608137
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Ciccone-Peri city, Table 4 col 4 (experience control)",27.626297832874656,49.58307048304994,11.598882016840088,54.40573222292784,49.58307048304994,22.835027574524332,1330.3249368254621
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Ciccone-Peri city, white males, Table 5 col 2",2.7699218224019675,58.15327504764135,1.1629538914203632,29.54935621245515,58.15327504764135,12.399099449104606,722.5386706587
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Acemoglu-Angrist state IV (QOB, CA and CL)",-11.095951392550628,97.21274273253036,-4.658653263897164,15.683482997502555,97.21274273253036,6.577492293787079,383.49136525476575
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,Acemoglu-Angrist state IV (QOB and CA),-47.338363280887876,120.35473137276078,-19.875191067508002,-20.558928890834693,120.35473137276078,-8.63904550982376,-502.70540732420994
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Iranzo-Peri basic, Table 8 col 1",-392.0259372891506,159.99886922806013,-164.62035998287806,-365.24650289909744,159.99886922806013,-153.38421442519382,-8930.980450809826
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Iranzo-Peri 1980-2000, Table 8 col 5",-712.7703485234108,286.8639787828122,-299.31642258906203,-685.9909141333576,286.8639787828122,-288.08027703137776,-16773.799050584472
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Iranzo-Peri sector-demand control, Table 9 col 4",-715.5257886410894,276.3188229616642,-300.4762120186901,-688.7463542510362,276.3188229616642,-289.2400664610058,-16841.174868365164
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Iranzo-Peri basic, read as years beyond 12 per worker",-92.05025090046249,44.69090302590216,-38.676517591950166,-65.2708165104093,44.69090302590216,-27.440372034265923,-1595.9971735140773
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti college graduates' own, col 3 (2SLS age structure, 1980-90)",-287.3825186498976,120.93836723427484,-120.75375755312423,-260.6030842598444,120.93836723427484,-109.51761199543999,-6372.2473246742975
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti earnings-weighted, col 3 (2SLS age structure, 1980-90), 1980-1990 weights",-540.6526561812542,152.05263300878863,-227.18303407343518,-513.873221791201,152.05263300878863,-215.94688851575094,-12565.189978779175
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti earnings-weighted, col 3 (2SLS age structure, 1980-90), 2024 others weights",-427.2075784683725,137.34506204073156,-179.51009398240674,-400.4281440783193,137.34506204073156,-168.2739484247225,-9791.239336535116
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti college graduates' own, col 4 (2SLS age structure, Katz-Murphy, 1980-90)",-154.67789118359875,124.0181297476918,-64.99189363985325,-127.89845679354556,124.0181297476918,-53.755748082169006,-3127.3635975851075
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti earnings-weighted, col 4 (2SLS age structure, Katz-Murphy, 1980-90), 1980-1990 weights",-399.5743300488693,150.35242563178738,-167.8980391984007,-372.79489565881613,150.35242563178738,-156.66189364071647,-9115.553191786092
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti earnings-weighted, col 4 (2SLS age structure, Katz-Murphy, 1980-90), 2024 others weights",-287.9051185189931,137.39227907185284,-120.97335620024955,-261.12568412893995,137.39227907185284,-109.73721064256532,-6385.025897986955
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti college graduates' own, col 6 (2SLS land grant, 1990)",-181.57131960960476,64.07388870726874,-76.29219559346753,-154.79188521955157,64.07388870726874,-65.05605003578329,-3784.9597186197448
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti earnings-weighted, col 6 (2SLS land grant, 1990), 1990 weights",-248.40728593339742,63.63971692024479,-104.37630342876993,-221.62785154334424,63.63971692024479,-93.14015787108569,-5419.22781950743
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti earnings-weighted, col 6 (2SLS land grant, 1990), 2024 others weights",-227.27136220875357,63.61520576507369,-95.49503917184933,-200.4919278187004,63.61520576507369,-84.25889361416509,-4902.413777220077
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti college graduates' own, col 8 (2SLS land grant, 1980)",-147.98062146510793,56.88475988291213,-62.177795051780045,-121.20118707505475,56.88475988291213,-50.9416494940958,-2963.602454206916
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti earnings-weighted, col 8 (2SLS land grant, 1980), 1980 weights",-199.42312277777145,52.26450019063034,-83.79336710225897,-172.64368838771827,52.26450019063034,-72.55722154457473,-4221.470688173495
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti earnings-weighted, col 8 (2SLS land grant, 1980), 2024 others weights",-176.94190267528955,53.5739148967094,-74.34696212401887,-150.16246828523637,53.5739148967094,-63.110816566334634,-3671.761558443413
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti plant productivity 0.5 per unit college share, as wages at labour share 0.7",-237.3271003124553,,-99.72042869641447,-210.5476659224021,0.0,-88.48428313873023,-5148.295940936327
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti plant productivity 0.7 per unit college share, as wages at labour share 0.7",-336.01671101084133,,-141.1902011650162,-309.2372766207882,0.0,-129.95405560733195,-7561.446996043928
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 2",-327.0567079336281,115.05381339591784,-137.42511914057013,-300.2772735435749,115.05381339591784,-126.1889735828859,-7342.357664081468
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 1.5",-292.8320120909236,114.16660488183426,-123.04365921301631,-266.0525777008704,114.16660488183426,-111.80751365533207,-6505.497934884972
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 2.5",-347.7191589746396,115.59045342910734,-146.10770134893215,-320.93972458458643,115.59045342910734,-134.8715557912479,-7847.594387358375
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti NLSY individual x city effects (col 4), net of CES sigma 2",-261.31484878462055,109.91559023612294,-109.80005943439161,-234.53541439456737,109.91559023612294,-98.56391387670737,-5734.84259083823
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti NLSY individual x city effects (col 4), net of CES sigma 1.5",-227.59593017716358,109.07183200781922,-95.63142140080365,-200.8164957871104,109.07183200781922,-84.3952758431194,-4910.350089156867
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Moretti NLSY individual x city effects (col 4), net of CES sigma 2.5",-281.67137657258587,110.42593931038196,-118.35391414324343,-254.8919421825327,110.42593931038196,-107.11776858555919,-6232.59890137821
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"CRY college gradient net of CES, sigma 2, CRY-implied weights [central]",-24.92909982784804,34.723608330170656,-10.465694100549289,1.8503345622051413,34.723608330170656,0.7704514571349534,45.244243740444894
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"CRY college gradient net of CES, sigma 1.5, CRY-implied weights",3.7775109827132782,34.514585053525636,1.5858629293420299,30.55694537276646,34.514585053525636,12.822008487026272,747.1761662178955
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"CRY college gradient net of CES, sigma 2.5, CRY-implied weights",-42.23650710025518,34.84982923736701,-17.731699098912774,-15.457072710201999,34.84982923736701,-6.4955535412285315,-377.95519767015196
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"CRY college gradient net of CES, no CES term (upper bound), CRY-implied weights",-112.09868123244232,35.36083883944319,-47.06158322472103,-85.31924684238913,35.36083883944319,-35.825437667036795,-2086.2199078678113
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"CRY college gradient net of CES, sigma 2, employment weights",-12.158791182036447,34.630572014602556,-5.104475938261012,14.620643208016736,34.630572014602556,6.1316696194232305,357.5028854010298
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"CRY college gradient net of CES, sigma 1.5, employment weights",20.69459245527049,34.39159967244813,8.687921439034008,47.47402684532368,34.39159967244813,19.924066996718253,1160.8313900651845
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"CRY college gradient net of CES, sigma 2.5, employment weights",-31.98038730702802,34.7750144870437,-13.42596569540717,-5.200952916974838,34.7750144870437,-2.1898201377229274,-127.17331571526843
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"CRY college gradient net of CES, sigma 2, CRY-implied weights, weight's SE included",-24.92909982784804,115.728662205037,-10.465694100549289,1.8503345622051413,115.728662205037,0.7704514571349534,45.244243740444894
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Glaeser-Resseger BA share, net of CES sigma 2",-37.62019791666174,42.680322225266806,-15.89259950863527,-10.840763526608555,42.680322225266806,-4.656453950951027,-265.0775472441421
"A&P net of sorting (half), fixed area",26.779434390053183,,11.236145557684242,"Glaeser-Resseger BA share, no CES term",-158.11730804924272,44.11439044045932,-66.52429675531627,-131.33787365918954,44.11439044045932,-55.28815119763203,-3211.4639641743474
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Ciccone-Peri city, Table 4 col 2",11.069949280063687,46.993188924622025,4.6477215484588354,34.11082906772453,46.993188924622025,14.315241579935357,834.075467243895
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Ciccone-Peri city, Table 4 col 1",-38.950127812072026,83.81418194662915,-16.35333924109855,-15.909248024411184,83.81418194662915,-6.685819209622029,-389.01175498004267
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Ciccone-Peri city, Table 4 col 4 (experience control)",27.626297832874656,49.58307048304994,11.598882016840088,50.6671776205355,49.58307048304994,21.266402048316607,1238.910076441501
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Ciccone-Peri city, white males, Table 5 col 2",2.7699218224019675,58.15327504764135,1.1629538914203632,25.81080161006281,58.15327504764135,10.830473922896884,631.1238102747386
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Acemoglu-Angrist state IV (QOB, CA and CL)",-11.095951392550628,97.21274273253036,-4.658653263897164,11.944928395110214,97.21274273253036,5.008866767579357,292.07650487080446
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,Acemoglu-Angrist state IV (QOB and CA),-47.338363280887876,120.35473137276078,-19.875191067508002,-24.297483493227034,120.35473137276078,-10.207671036031481,-594.1202677081712
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Iranzo-Peri basic, Table 8 col 1",-392.0259372891506,159.99886922806013,-164.62035998287806,-368.98505750148973,159.99886922806013,-154.95283995140153,-9022.395311193788
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Iranzo-Peri 1980-2000, Table 8 col 5",-712.7703485234108,286.8639787828122,-299.31642258906203,-689.72946873575,286.8639787828122,-289.64890255758553,-16865.213910968436
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Iranzo-Peri sector-demand control, Table 9 col 4",-715.5257886410894,276.3188229616642,-300.4762120186901,-692.4849088534286,276.3188229616642,-290.8086919872136,-16932.589728749128
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Iranzo-Peri basic, read as years beyond 12 per worker",-92.05025090046249,44.69090302590216,-38.676517591950166,-69.00937111280165,44.69090302590216,-29.008997560473645,-1687.4120338980388
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti college graduates' own, col 3 (2SLS age structure, 1980-90)",-287.3825186498976,120.93836723427484,-120.75375755312423,-264.3416388622367,120.93836723427484,-111.08623752164772,-6463.662185058258
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti earnings-weighted, col 3 (2SLS age structure, 1980-90), 1980-1990 weights",-540.6526561812542,152.05263300878863,-227.18303407343518,-517.6117763935933,152.05263300878863,-217.51551404195865,-12656.604839163138
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti earnings-weighted, col 3 (2SLS age structure, 1980-90), 2024 others weights",-427.2075784683725,137.34506204073156,-179.51009398240674,-404.16669868071165,137.34506204073156,-169.84257395093022,-9882.654196919078
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti college graduates' own, col 4 (2SLS age structure, Katz-Murphy, 1980-90)",-154.67789118359875,124.0181297476918,-64.99189363985325,-131.63701139593792,124.0181297476918,-55.324373608376725,-3218.7784579690688
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti earnings-weighted, col 4 (2SLS age structure, Katz-Murphy, 1980-90), 1980-1990 weights",-399.5743300488693,150.35242563178738,-167.8980391984007,-376.53345026120843,150.35242563178738,-158.23051916692418,-9206.968052170054
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti earnings-weighted, col 4 (2SLS age structure, Katz-Murphy, 1980-90), 2024 others weights",-287.9051185189931,137.39227907185284,-120.97335620024955,-264.86423873133225,137.39227907185284,-111.30583616877303,-6476.440758370915
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti college graduates' own, col 6 (2SLS land grant, 1990)",-181.57131960960476,64.07388870726874,-76.29219559346753,-158.5304398219439,64.07388870726874,-66.62467556199101,-3876.374579003706
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti earnings-weighted, col 6 (2SLS land grant, 1990), 1990 weights",-248.40728593339742,63.63971692024479,-104.37630342876993,-225.36640614573656,63.63971692024479,-94.70878339729342,-5510.642679891391
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti earnings-weighted, col 6 (2SLS land grant, 1990), 2024 others weights",-227.27136220875357,63.61520576507369,-95.49503917184933,-204.23048242109274,63.61520576507369,-85.8275191403728,-4993.828637604039
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti college graduates' own, col 8 (2SLS land grant, 1980)",-147.98062146510793,56.88475988291213,-62.177795051780045,-124.93974167744709,56.88475988291213,-52.510275020303524,-3055.017314590877
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti earnings-weighted, col 8 (2SLS land grant, 1980), 1980 weights",-199.42312277777145,52.26450019063034,-83.79336710225897,-176.38224299011063,52.26450019063034,-74.12584707078244,-4312.885548557457
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti earnings-weighted, col 8 (2SLS land grant, 1980), 2024 others weights",-176.94190267528955,53.5739148967094,-74.34696212401887,-153.9010228876287,53.5739148967094,-64.67944209254236,-3763.176418827374
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti plant productivity 0.5 per unit college share, as wages at labour share 0.7",-237.3271003124553,,-99.72042869641447,-214.28622052479443,0.0,-90.05290866493795,-5239.710801320288
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti plant productivity 0.7 per unit college share, as wages at labour share 0.7",-336.01671101084133,,-141.1902011650162,-312.9758312231805,0.0,-131.52268113353966,-7652.861856427888
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 2",-327.0567079336281,115.05381339591784,-137.42511914057013,-304.01582814596725,115.05381339591784,-127.7575991090936,-7433.772524465429
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 1.5",-292.8320120909236,114.16660488183426,-123.04365921301631,-269.79113230326277,114.16660488183426,-113.3761391815398,-6596.912795268932
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 2.5",-347.7191589746396,115.59045342910734,-146.10770134893215,-324.6782791869787,115.59045342910734,-136.44018131745563,-7939.009247742334
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti NLSY individual x city effects (col 4), net of CES sigma 2",-261.31484878462055,109.91559023612294,-109.80005943439161,-238.2739689969597,109.91559023612294,-100.13253940291509,-5826.25745122219
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti NLSY individual x city effects (col 4), net of CES sigma 1.5",-227.59593017716358,109.07183200781922,-95.63142140080365,-204.55505038950275,109.07183200781922,-85.96390136932712,-5001.764949540829
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Moretti NLSY individual x city effects (col 4), net of CES sigma 2.5",-281.67137657258587,110.42593931038196,-118.35391414324343,-258.630496784925,110.42593931038196,-108.6863941117669,-6324.013761762171
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"CRY college gradient net of CES, sigma 2, CRY-implied weights [central]",-24.92909982784804,34.723608330170656,-10.465694100549289,-1.8882200401871998,34.723608330170656,-0.7981740690727683,-46.1706166435164
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"CRY college gradient net of CES, sigma 1.5, CRY-implied weights",3.7775109827132782,34.514585053525636,1.5858629293420299,26.81839077037412,34.514585053525636,11.25338296081855,655.7613058339341
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"CRY college gradient net of CES, sigma 2.5, CRY-implied weights",-42.23650710025518,34.84982923736701,-17.731699098912774,-19.19562731259434,34.84982923736701,-8.064179067436253,-469.3700580541133
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"CRY college gradient net of CES, no CES term (upper bound), CRY-implied weights",-112.09868123244232,35.36083883944319,-47.06158322472103,-89.05780144478148,35.36083883944319,-37.39406319324451,-2177.634768251773
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"CRY college gradient net of CES, sigma 2, employment weights",-12.158791182036447,34.630572014602556,-5.104475938261012,10.882088605624395,34.630572014602556,4.563044093215509,266.08802501706856
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"CRY college gradient net of CES, sigma 1.5, employment weights",20.69459245527049,34.39159967244813,8.687921439034008,43.73547224293134,34.39159967244813,18.355441470510527,1069.416529681223
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"CRY college gradient net of CES, sigma 2.5, employment weights",-31.98038730702802,34.7750144870437,-13.42596569540717,-8.93950751936718,34.7750144870437,-3.758445663930649,-218.5881760992297
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"CRY college gradient net of CES, sigma 2, CRY-implied weights, weight's SE included",-24.92909982784804,115.728662205037,-10.465694100549289,-1.8882200401871998,115.728662205037,-0.7981740690727683,-46.1706166435164
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Glaeser-Resseger BA share, net of CES sigma 2",-37.62019791666174,42.680322225266806,-15.89259950863527,-14.579318129000896,42.680322225266806,-6.225079477158749,-356.4924076281034
A&P density with area scaling (0.04 x 0.43),23.04087978766084,,9.66752003147652,"Glaeser-Resseger BA share, no CES term",-158.11730804924272,44.11439044045932,-66.52429675531627,-135.0764282615819,44.11439044045932,-56.85677672383975,-3302.8788245583087
A&P net of sorting with area scaling (0.02 x 0.43),11.536703089863895,,4.840585989124485,"Ciccone-Peri city, Table 4 col 2",11.069949280063687,46.993188924622025,4.6477215484588354,22.60665236992758,46.993188924622025,9.48830753758332,552.7761902482977
A&P net of sorting with area scaling (0.02 x 0.43),11.536703089863895,,4.840585989124485,"Ciccone-Peri city, Table 4 col 1",-38.950127812072026,83.81418194662915,-16.35333924109855,-27.41342472220813,83.81418194662915,-11.512753251974065,-670.31103197564
A&P net of sorting with area scaling (0.02 x 0.43),11.536703089863895,,4.840585989124485,"Ciccone-Peri city, Table 4 col 4 (experience control)",27.626297832874656,49.58307048304994,11.598882016840088,39.16300092273855,49.58307048304994,16.439468005964574,957.6107994459035
A&P net of sorting with area scaling (0.02 x 0.43),11.536703089863895,,4.840585989124485,"Ciccone-Peri city, white males, Table 5 col 2",2.7699218224019675,58.15327504764135,1.1629538914203632,14.306624912265862,58.15327504764135,6.0035398805448486,349.82453327914124
A&P net of sorting with area scaling (0.02 x 0.43),11.536703089863895,,4.840585989124485,"Acemoglu-Angrist state IV (QOB, CA and CL)",-11.095951392550628,97.21274273253036,-4.658653263897164,0.44075169731326724,97.21274273253036,0.1819327252273215,10.777227875207034
A&P net of sorting with area scaling (0.02 x 0.43),11.536703089863895,,4.840585989124485,Acemoglu-Angrist state IV (QOB and CA),-47.338363280887876,120.35473137276078,-19.875191067508002,-35.801660191023984,120.35473137276078,-15.034605078383517,-875.4195447037688
A&P net of sorting with area scaling (0.02 x 0.43),11.536703089863895,,4.840585989124485,"Iranzo-Peri basic, Table 8 col 1",-392.0259372891506,159.99886922806013,-164.62035998287806,-380.48923419928667,159.99886922806013,-159.77977399375357,-9303.694588189384
A&P net of sorting with area scaling (0.02 x 0.43),11.536703089863895,,4.840585989124485,"Iranzo-Peri 1980-2000, Table 8 col 5",-712.7703485234108,286.8639787828122,-299.31642258906203,-701.2336454335469,286.8639787828122,-294.47583659993757,-17146.513187964032
A&P net of sorting with area scaling (0.02 x 0.43),11.536703089863895,,4.840585989124485,"Iranzo-Peri sector-demand control, Table 9 col 4",-715.5257886410894,276.3188229616642,-300.4762120186901,-703.9890855512256,276.3188229616642,-295.6356260295656,-17213.889005744724
A&P net of sorting with area scaling (0.02 x 0.43),11.536703089863895,,4.840585989124485,"Iranzo-Peri basic, read as years beyond 12 per worker",-92.05025090046249,44.69090302590216,-38.676517591950166,-80.5135478105986,44.69090302590216,-33.83593160282568,-1968.7113108936362
A&P net of sorting with area scaling (0.02 x 0.43),11.536703089863895,,4.840585989124485,"Moretti college graduates' own, col 3 (2SLS age structure, 1980-90)",-287.3825186498976,120.93836723427484,-120.75375755312423,-275.84581556003366,120.93836723427484,-115.91317156399974,-6744.961462053854
A&P net of sorting with area scaling (0.02 x 0.43),11.536703089863895,,4.840585989124485,"Moretti earnings-weighted, col 3 (2SLS age structure, 1980-90), 1980-1990 weights",-540.6526561812542,152.05263300878863,-227.18303407343518,-529.1159530913903,152.05263300878863,-222.3424480843107,-12937.904116158736
