label,item,estimate,se
mexborn,persons,11592022.0,58971.39923513771
mexborn,adults25,10400594.0,49695.82144858861
mexborn,adults25_yrs,101034127.0,502923.2577585148
mexborn,adults25_ba,1076176.0,14469.897696597582
mexborn,workers,7224852.0,40714.591778010006
mexborn,workers_yrs,74978621.5,433594.6283037735
mexborn,workers_collyrs,5636095.5,68944.55757427485
mexborn,workers_hsyrs,69342526.0,409671.0330765711
mexborn,earnings,353711347775.964,2428190529.3144193
mexborn,wages,320803263340.7301,2271540095.9709435
mexborn,earners,7654152.0,41415.763213419115
mexborn,ft3065_lc,4476760.0,31268.05170617447
mexborn,ft3065_ba,609000.0,11424.792501398002
mexborn,workers_lths,3051660.0,31207.609602467153
mexborn,earnings_lths,127013173155.31752,1424220831.8705697
mexborn,workers_hs,2162294.0,24470.403942313664
mexborn,earnings_hs,97717486405.761,1345015610.1213813
mexborn,workers_sc,1152551.0,14931.246414817486
mexborn,earnings_sc,60730162943.362015,1112768444.2814503
mexborn,workers_ba,599575.0,9839.067041645767
mexborn,earnings_ba,42913111756.3285,1118716407.310409
mexborn,workers_grad,258772.0,7784.938837267767
mexborn,earnings_grad,25337413515.195,855447762.3535068
mexborn,workers_per_person,0.6232607218999412,0.0019367530457262332
mexborn,earnings_per_person,30513.34338185038,198.36925929327265
mexborn,earnings_per_worker,48957.59079576495,305.7168624993875
mexborn,ba_plus_share_of_workers,0.11880478658940004,0.0018327878827900225
mexborn,some_college_plus_share_of_workers,0.2783306841441181,0.0026640119819044184
mexborn,hs_or_less_share_of_workers,0.7216693158558819,0.0026640119819044167
mexborn,mean_years_workers,10.37787646030673,0.028219861372724406
mexborn,college_years_per_worker,0.7800984020157091,0.009763542332315774
mexborn,hs_years_per_worker,9.597778058291022,0.023899397627802216
mexborn,mean_years_adults25,9.714265069860433,0.025181998430184267
mexborn,ba_plus_share_adults25,0.10347255166387612,0.00139351563464817
mexborn,hs_or_less_share_of_earnings,0.6353504375082133,0.003557441030061791
group_other,persons,27837497.0,64262.23759176146
group_other,adults25,12416518.0,48269.68265485075
group_other,adults25_yrs,160434040.0,688610.6930513061
group_other,adults25_ba,2801063.0,29395.011408400576
group_other,workers,11813907.0,47576.48956995462
group_other,workers_yrs,154888228.5,671617.4398405968
group_other,workers_collyrs,17656547.0,138449.14622705334
group_other,workers_hsyrs,137231681.5,564766.0670560976
group_other,earnings,626333982563.0376,4036030925.413989
group_other,wages,596793769384.9176,3830327429.0809674
group_other,earners,12791894.0,49125.5855629223
group_other,ft3065_lc,4152750.0,27828.01492561049
group_other,ft3065_ba,1598952.0,19586.79615327632
group_other,workers_lths,1333887.0,17992.693790814094
group_other,earnings_lths,48466977515.6,1050376709.891728
group_other,workers_hs,3891079.0,28347.63079782859
group_other,earnings_hs,168848319686.59003,1685433645.063837
group_other,workers_sc,3990350.0,26214.738809494174
group_other,earnings_sc,196184151752.556,1822717959.7585146
group_other,workers_ba,1867547.0,21184.57127604899
group_other,earnings_ba,136886268164.28049,2047300866.2416792
group_other,workers_grad,731044.0,12047.731935928854
group_other,earnings_grad,75948265444.011,1731162839.5110645
group_other,workers_per_person,0.4243882630683355,0.001268699893484503
group_other,earnings_per_person,22499.65155139622,121.65773634785646
group_other,earnings_per_worker,53016.66777663288,205.28001993929368
group_other,ba_plus_share_of_workers,0.21996033996204642,0.0019414484755576502
group_other,some_college_plus_share_of_workers,0.5577275155458732,0.002101627145729359
group_other,hs_or_less_share_of_workers,0.4422724844541268,0.0021016271457293635
group_other,mean_years_workers,13.110669357732375,0.012497711860563549
group_other,college_years_per_worker,1.4945561193261467,0.008619961066181878
group_other,hs_years_per_worker,11.616113238406227,0.007013667362060432
group_other,mean_years_adults25,12.921016987210102,0.014801406284463664
group_other,ba_plus_share_adults25,0.22559166748681073,0.002016327489418469
group_other,hs_or_less_share_of_earnings,0.346963925401123,0.0029542229781767525
other,persons,300681471.0,75332.95037797205
other,adults25,213117000.0,63594.581653628324
other,adults25_yrs,2980548424.0,1785095.1544440005
other,adults25_ba,83236420.0,186219.6464644641
other,workers,149611907.0,113763.83796466257
other,workers_yrs,2130832104.5,2006559.2754829815
other,workers_collyrs,372073815.5,805046.4549403733
other,workers_hsyrs,1758758289.0,1412930.626596844
other,earnings,11219383650632.371,17738834593.6906
other,wages,10575373202579.328,17460075639.868763
other,earners,162656071.0,113094.86825139327
other,ft3065_lc,48340214.0,105420.19293712187
other,ft3065_ba,42775110.0,116470.92617408861
other,workers_lths,9930265.0,49931.20556225335
other,earnings_lths,367101412084.41876,3090188471.223047
other,workers_hs,34315826.0,100366.89686196341
other,earnings_hs,1666074185949.5115,6528494747.239415
other,workers_sc,42543998.0,89803.18893725323
other,earnings_sc,2440263035259.1646,7090945207.566355
other,workers_ba,38219510.0,107678.99524628748
other,earnings_ba,3575484376597.0103,13131044447.371496
other,workers_grad,24602308.0,81057.99238939983
other,earnings_grad,3170460640742.264,11814929514.549198
other,workers_per_person,0.49757607777567375,0.00033320116564167045
other,earnings_per_person,37313.18598821266,58.12760016987947
other,earnings_per_worker,74989.91140212103,105.92366757356034
other,ba_plus_share_of_workers,0.41989851783655163,0.0009911544911744186
other,some_college_plus_share_of_workers,0.7042608981650104,0.0008341798026326706
other,hs_or_less_share_of_workers,0.29573910183498964,0.0008341798026326807
other,mean_years_workers,14.242396525966345,0.005874872642978959
other,college_years_per_worker,2.486926495095073,0.0046452787593988226
other,hs_years_per_worker,11.755470030871273,0.0020134874511519153
other,mean_years_adults25,13.98550291154624,0.005434318559008265
other,ba_plus_share_adults25,0.39056677787318705,0.000803826377266064
other,hs_or_less_share_of_earnings,0.1812199013195642,0.0007622414668535601
group,persons,39429519.0,75333.5097977653
group,adults25,22817112.0,43686.11086890203
group,adults25_yrs,261468167.0,633608.0695122281
group,adults25_ba,3877239.0,32894.902961553176
group,workers,19038759.0,49103.76757999329
group,workers_yrs,229866850.0,661283.6523145722
group,workers_collyrs,23292642.5,152567.52589562596
group,workers_hsyrs,206574207.5,574426.35280838
group,earnings,980045330339.0016,4192574591.264359
group,wages,917597032725.6477,3938811489.0408444
group,earners,20446046.0,51558.75650119968
group,ft3065_lc,8629510.0,34936.232023502474
group,ft3065_ba,2207952.0,21669.446563075857
group,workers_lths,4385547.0,36329.06734351985
group,earnings_lths,175480150670.9175,1821242514.8582702
group,workers_hs,6053373.0,37694.51066070496
group,earnings_hs,266565806092.351,2139286603.1844869
group,workers_sc,5142901.0,28647.260096735256
group,earnings_sc,256914314695.91803,1965819857.9994364
group,workers_ba,2467122.0,22966.1210721358
group,earnings_ba,179799379920.60898,2212580550.687852
group,workers_grad,989816.0,14707.099615491834
group,earnings_grad,101285678959.206,1949068186.0153518
group,workers_per_person,0.48285547181034594,0.0008795565107683221
group,earnings_per_person,24855.6248007743,101.88050774381472
group,earnings_per_worker,51476.32418368243,178.66768061368012
group,ba_plus_share_of_workers,0.18157370446256502,0.0015100158089281098
group,some_college_plus_share_of_workers,0.4517016576553125,0.001954581212333927
group,hs_or_less_share_of_workers,0.5482983423446874,0.0019545812123338705
group,mean_years_workers,12.073625702179433,0.015930344739149737
group,college_years_per_worker,1.2234328140820523,0.00755097822535753
group,hs_years_per_worker,10.85019288809738,0.01086859141937571
group,mean_years_adults25,11.459301554026645,0.01738090830077897
group,ba_plus_share_adults25,0.16992680756442796,0.0014056639589639969
group,hs_or_less_share_of_earnings,0.45104643946455325,0.0024997428102119094
all,persons,340110990.0,4.0
all,adults25,235934112.0,51088.880812266776
all,adults25_yrs,3242016591.0,1964272.5149882177
all,adults25_ba,87113659.0,203863.65775414705
all,workers,168650666.0,108264.24037187903
all,workers_yrs,2360698954.5,2113336.385642797
all,workers_collyrs,395366458.0,882753.3273062329
all,workers_hsyrs,1965332496.5,1448366.3798544854
all,earnings,12199428980971.373,18399177650.33783
all,wages,11492970235304.977,18137787716.51418
all,earners,183102117.0,106383.37892570437
all,ft3065_lc,56969724.0,114451.63928183817
all,ft3065_ba,44983062.0,127029.76924918033
all,workers_lths,14315812.0,68322.64250341903
all,earnings_lths,542581562755.3363,3813657160.5092454
all,workers_hs,40369199.0,112566.25728854096
all,earnings_hs,1932639992041.8625,7320057791.76863
all,workers_sc,47686899.0,94529.13940711616
all,earnings_sc,2697177349955.0825,7413306063.786854
all,workers_ba,40686632.0,116218.75865388513
all,earnings_ba,3755283756517.619,13811298701.995071
all,workers_grad,25592124.0,86363.79642535407
all,earnings_grad,3271746319701.47,12306828539.04981
all,workers_per_person,0.4958694983658129,0.0003183229284877583
all,earnings_per_person,35868.96436651863,54.09782031283806
all,earnings_per_worker,72335.4924727743,96.0562142352866
all,ba_plus_share_of_workers,0.39299433303156955,0.0009724891840869728
all,some_college_plus_share_of_workers,0.6757498070004657,0.0008710326612531814
all,hs_or_less_share_of_workers,0.32425019299953434,0.000871032661253285
all,mean_years_workers,13.99756674841711,0.006232822359688654
all,college_years_per_worker,2.3442923018163473,0.004616129081163558
all,hs_years_per_worker,11.653274446600763,0.002370726099528795
all,mean_years_adults25,13.741194791705237,0.005929160691048389
all,ba_plus_share_adults25,0.3692287573913856,0.0008034459645183145
all,hs_or_less_share_of_earnings,0.2028965092266237,0.0008047358413016284
group_share,persons,0.11593132877005827,0.0002214966513602139
group_share,adults25,0.09670967799688075,0.00018410398463723164
group_share,adults25_yrs,0.08064985470026548,0.00017980663608879182
group_share,adults25_ba,0.0445078193765228,0.0003263353405437743
group_share,workers,0.11288872704481345,0.00029201611277889704
group_share,workers_yrs,0.09737236912899222,0.00026589354475922266
group_share,workers_collyrs,0.05891405815715404,0.0003283416445087642
group_share,workers_hsyrs,0.10510903771645848,0.0002822446688343277
group_share,earnings,0.08033534453683634,0.0003321130142018855
group_share,wages,0.07983985113847276,0.0003305432223849655
group_share,earners,0.11166471657998361,0.0002819931388889896
group_share,ft3065_lc,0.15147536961913313,0.0005651724372631159
group_share,ft3065_ba,0.049084075245922565,0.00042076917166377416
group_share,workers_lths,0.3063428745781238,0.0018344387300551937
group_share,earnings_lths,0.3234170910264526,0.0027059452539619235
group_share,workers_hs,0.14995028759426215,0.0008232870259784852
group_share,earnings_hs,0.1379283297406675,0.0009618046666485972
group_share,workers_sc,0.1078472517158224,0.0005711596986310227
group_share,earnings_sc,0.09525302987591697,0.0006983599076436371
group_share,workers_ba,0.0606371645605859,0.0005087626303272482
group_share,earnings_ba,0.04787903966206326,0.0005467906119126697
group_share,workers_grad,0.03867658659359419,0.0005302917390127546
group_share,earnings_grad,0.030957681024746376,0.0005676470853425956
