item,family,label,model,contrast,estimate,se,n
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_hisp,Hisp G2 vs white moderate,0.03155540707567672,0.02123958989545194,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_hisp,Hisp G3+ vs white moderate,0.021707392499884848,0.017805862494750656,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_hisp,Hisp G1 vs white conservative,3.088735100559292e-05,0.017411462467656534,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_hisp,Hisp G2 vs white conservative,-0.040954861017001326,0.02134575974340864,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_hisp,Hisp G3+ vs white conservative,-0.0508028755927932,0.019117217885119827,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_hisp,Hisp G1 vs white liberal,0.12740101455122338,0.01815343419624287,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_hisp,Hisp G2 vs white liberal,0.08641526618321646,0.02132057438376594,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_hisp,Hisp G3+ vs white liberal,0.07656725160742459,0.018377336990424126,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_hisp,white liberal vs white moderate,-0.05485985910753974,0.010491552906594346,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_hisp,white conservative vs white moderate,0.07251026809267805,0.010391863664907741,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_hisp,white conservative vs white liberal,0.1273701272002178,0.01146076467072586,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,educ_hisp,Hisp G1 vs white no BA,0.06220398133194638,0.01587490237252081,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,educ_hisp,Hisp G2 vs white no BA,0.024503382624983194,0.02070498376278215,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,educ_hisp,Hisp G3+ vs white no BA,0.013090241565282823,0.01753926498121102,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,educ_hisp,Hisp G1 vs white BA+,0.05414862187925862,0.01704555002576724,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,educ_hisp,Hisp G2 vs white BA+,0.016448023172295434,0.021058571380792025,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,educ_hisp,Hisp G3+ vs white BA+,0.005034882112595063,0.018645085968722955,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,educ_hisp,white BA+ vs white no BA,0.00805535945268776,0.008923268656681378,15603
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,adj_mex,Mex G1 vs white G3+,0.07119269351349317,0.021669094158138096,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,adj_mex,Mex G2 vs white G3+,0.03923970798868437,0.02649852678525035,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,adj_mex,Mex G3+ vs white G3+,0.03737640175615775,0.02228873598050385,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,adj_mex,Mex G2 minus Mex G1,-0.0319529855248088,0.033405008782828725,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,adj_mex,Mex G3+ minus Mex G1,-0.033816291757335415,0.030773040510447533,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,adj_mex,Mex G3+ minus Mex G2,-0.001863306232526618,0.03331195425342553,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_mex,Mex G1 vs white moderate,0.08681761767974899,0.021991970826756763,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_mex,Mex G2 vs white moderate,0.04807518632743735,0.027165266827901303,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_mex,Mex G3+ vs white moderate,0.048468246281736516,0.02266073327293332,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_mex,Mex G1 vs white conservative,0.015319359488879414,0.022602945687978625,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_mex,Mex G2 vs white conservative,-0.023423071863432232,0.02718397927009501,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_mex,Mex G3+ vs white conservative,-0.023030011909133064,0.023577410902788268,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_mex,Mex G1 vs white liberal,0.14341499400130103,0.023344514331359378,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_mex,Mex G2 vs white liberal,0.1046725626489894,0.027060395667923353,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_mex,Mex G3+ vs white liberal,0.10506562260328857,0.023373602645867287,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_mex,white liberal vs white moderate,-0.056597376321552054,0.01056736024623209,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_mex,white conservative vs white moderate,0.07149825819086958,0.010393886152200688,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,ideo_mex,white conservative vs white liberal,0.12809563451242162,0.011546380763199212,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,educ_mex,Mex G1 vs white no BA,0.07274126033747758,0.020881950832090157,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,educ_mex,Mex G2 vs white no BA,0.04099195744501105,0.026696732902980597,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,educ_mex,Mex G3+ vs white no BA,0.039227376190025476,0.022445207756548808,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,educ_mex,Mex G1 vs white BA+,0.06609304295857804,0.022201472384611013,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,educ_mex,Mex G2 vs white BA+,0.03434374006611152,0.027108030521857163,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,educ_mex,Mex G3+ vs white BA+,0.03257915881112594,0.02329715005027251,14469
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,educ_mex,white BA+ vs white no BA,0.006648217378899535,0.008958199970882062,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,Hisp G3+ vs NHWhite G3+,-0.06378333746346398,0.03487210061086238,13763
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,Mex G3+ vs NHWhite G3+,-0.004427320169284155,0.04271153282886654,13432
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,Hisp G1 vs NHWhite G3+,0.06226733863738243,0.026359870131003632,14117
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,Mex G1 vs NHWhite G3+,0.08827692116149422,0.03372159873842106,13545
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,Hisp G3+ vs White G3+ conservative,-0.21035449860363342,0.03696265614945748,5628
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,Hisp G3+ vs White G3+ no BA,-0.06251922353752315,0.03529343985266072,9346
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,White G3+ conservative vs White G3+ liberal,0.36086912288348705,0.019783132822721292,8225
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_hisp,Hisp G1 vs white G3+,0.0964052737285388,0.0278723066828218,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_hisp,Hisp G2 vs white G3+,0.046465374054472264,0.03503969262568779,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_hisp,Hisp G3+ vs white G3+,-0.01545704727673769,0.03201200108240198,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_hisp,Hisp G2 minus Hisp G1,-0.049939899674066535,0.04241429077545687,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_hisp,Hisp G3+ minus Hisp G1,-0.11186232100527649,0.040363617427257435,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_hisp,Hisp G3+ minus Hisp G2,-0.061922421331209954,0.045005192475822034,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_hisp,Hisp G1 vs white moderate,0.1041612808567316,0.028628015630851645,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_hisp,Hisp G2 vs white moderate,0.03921768318213381,0.03608276456214599,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_hisp,Hisp G3+ vs white moderate,-0.018494499808434206,0.03286057345211705,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_hisp,Hisp G1 vs white conservative,-0.04087600433746952,0.029769008923357928,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_hisp,Hisp G2 vs white conservative,-0.1058196020120673,0.03646528541929965,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_hisp,Hisp G3+ vs white conservative,-0.16353178500263532,0.03449442010460489,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_hisp,Hisp G1 vs white liberal,0.3038411022464593,0.031605392729032955,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_hisp,Hisp G2 vs white liberal,0.23889750457186154,0.03702846561086843,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_hisp,Hisp G3+ vs white liberal,0.18118532158129352,0.03396676192643383,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_hisp,white liberal vs white moderate,-0.19967982138972773,0.019107108264157107,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_hisp,white conservative vs white moderate,0.14503728519420112,0.016834399398466128,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_hisp,white conservative vs white liberal,0.34471710658392885,0.02010799937251538,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_hisp,Hisp G1 vs white no BA,0.10462395557632131,0.02740999036265483,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_hisp,Hisp G2 vs white no BA,0.053921108755536906,0.03556646565935927,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_hisp,Hisp G3+ vs white no BA,-0.007824490483651303,0.032374010757582915,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_hisp,Hisp G1 vs white BA+,0.07812637968769831,0.029131490946503094,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_hisp,Hisp G2 vs white BA+,0.027423532866913902,0.03553486566954727,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_hisp,Hisp G3+ vs white BA+,-0.03432206637227431,0.033721025555678324,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_hisp,white BA+ vs white no BA,0.026497575888623004,0.01575804720969309,15603
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_mex,Mex G1 vs white G3+,0.13721849377618778,0.03608753382340519,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_mex,Mex G2 vs white G3+,0.08490414013582637,0.04486478585066843,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_mex,Mex G3+ vs white G3+,0.037790465353126024,0.03880954256276262,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_mex,Mex G2 minus Mex G1,-0.05231435364036141,0.05491337469622344,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_mex,Mex G3+ minus Mex G1,-0.09942802842306175,0.052071871534413214,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_mex,Mex G3+ minus Mex G2,-0.04711367478270034,0.05638066161096316,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G1 vs white moderate,0.14776743243854895,0.03639143037684591,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G2 vs white moderate,0.07506568285164406,0.0454430185709307,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G3+ vs white moderate,0.034054807425251354,0.0396545926833154,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G1 vs white conservative,0.005357034248911208,0.03730053348048661,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G2 vs white conservative,-0.06734471533799369,0.045840573322791976,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G3+ vs white conservative,-0.10835559076438639,0.04112810344831146,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G1 vs white liberal,0.35047816586192115,0.039380141368198944,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G2 vs white liberal,0.27777641627501626,0.04634004600407949,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G3+ vs white liberal,0.23676554084862356,0.04048018122032757,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,white liberal vs white moderate,-0.2027107334233722,0.019168180447091333,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,white conservative vs white moderate,0.14241039818963774,0.016839125849619923,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,white conservative vs white liberal,0.34512113161300995,0.02022515314927883,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_mex,Mex G1 vs white no BA,0.13808529090912058,0.03490944715907498,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_mex,Mex G2 vs white no BA,0.089406566392773,0.045211916532660025,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_mex,Mex G3+ vs white no BA,0.04253734987269642,0.039002004546377256,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_mex,Mex G1 vs white BA+,0.1155771491384523,0.03647863203237787,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_mex,Mex G2 vs white BA+,0.06689842462210471,0.045108689279466235,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_mex,Mex G3+ vs white BA+,0.02002920810202813,0.040798730616642326,14469
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_mex,white BA+ vs white no BA,0.02250814177066829,0.01583856750144654,14469
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,raw,Hisp G3+ vs NHWhite G3+,-0.0012411285221010648,0.02392056906311456,14013
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,raw,Mex G3+ vs NHWhite G3+,0.03776836992896737,0.03070304562871099,13678
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,raw,Hisp G1 vs NHWhite G3+,0.04063691433902994,0.018735367019786762,14400
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,raw,Mex G1 vs NHWhite G3+,0.06333205959282484,0.02513452488992745,13806
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,raw,Hisp G3+ vs White G3+ conservative,0.027004882084453785,0.02511763166320055,5713
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,raw,Hisp G3+ vs White G3+ no BA,0.029340771409133992,0.0243757751499662,9547
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,raw,White G3+ conservative vs White G3+ liberal,-0.0901695774069366,0.014229725678055721,8340
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,adj_hisp,Hisp G1 vs white G3+,0.08821536465939994,0.019570380820746917,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,adj_hisp,Hisp G2 vs white G3+,-0.027587553863990255,0.025901229892874706,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,adj_hisp,Hisp G3+ vs white G3+,0.0047363918608558375,0.022710216820271693,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,adj_hisp,Hisp G2 minus Hisp G1,-0.1158029185233902,0.03109772837906409,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,adj_hisp,Hisp G3+ minus Hisp G1,-0.0834789727985441,0.028371517485503657,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,adj_hisp,Hisp G3+ minus Hisp G2,0.03232394572484609,0.033034393836237096,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_hisp,Hisp G1 vs white moderate,0.0896600497851785,0.02045115860741699,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_hisp,Hisp G2 vs white moderate,-0.021752326317831194,0.02692268336553086,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_hisp,Hisp G3+ vs white moderate,0.009792418482807763,0.02362880149477112,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_hisp,Hisp G1 vs white conservative,0.11061130969334954,0.020906683465807714,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_hisp,Hisp G2 vs white conservative,-0.0008010664096601561,0.027240952912908196,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_hisp,Hisp G3+ vs white conservative,0.0307436783909788,0.024161953105571822,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_hisp,Hisp G1 vs white liberal,0.033465276802281174,0.022201840049773932,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_hisp,Hisp G2 vs white liberal,-0.07794709930072852,0.02702008264809026,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_hisp,Hisp G3+ vs white liberal,-0.04640235450008956,0.02426383598698333,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_hisp,white liberal vs white moderate,0.05619477298289732,0.014410689378150791,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_hisp,white conservative vs white moderate,-0.020951259908171038,0.012548945393209414,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_hisp,white conservative vs white liberal,-0.07714603289106836,0.014476340617549875,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,educ_hisp,Hisp G1 vs white no BA,0.09117296647020534,0.0188953584019905,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,educ_hisp,Hisp G2 vs white no BA,-0.005264690801534577,0.026207675690781865,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,educ_hisp,Hisp G3+ vs white no BA,0.028236946978489996,0.022970941284948126,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,educ_hisp,Hisp G1 vs white BA+,-0.026350343897124984,0.020625044848324288,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,educ_hisp,Hisp G2 vs white BA+,-0.1227880011688649,0.026996412839318997,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,educ_hisp,Hisp G3+ vs white BA+,-0.08928636338884033,0.023757276666702392,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,educ_hisp,white BA+ vs white no BA,0.11752331036733032,0.011990426176893132,15905
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,adj_mex,Mex G1 vs white G3+,0.1329521525258175,0.026404365122422127,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,adj_mex,Mex G2 vs white G3+,-0.023397557139790415,0.03283258009197817,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,adj_mex,Mex G3+ vs white G3+,0.043658302992103826,0.02834461530212884,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,adj_mex,Mex G2 minus Mex G1,-0.1563497096656079,0.04049424229345124,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,adj_mex,Mex G3+ minus Mex G1,-0.08929384953371367,0.03670024102120662,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,adj_mex,Mex G3+ minus Mex G2,0.06705586013189424,0.04273006729362445,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_mex,Mex G1 vs white moderate,0.13156486204351103,0.027112111808771752,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_mex,Mex G2 vs white moderate,-0.018965701414719316,0.033520182284104284,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_mex,Mex G3+ vs white moderate,0.04693036770118875,0.029387953561390387,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_mex,Mex G1 vs white conservative,0.15380916682668996,0.027395735475033118,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_mex,Mex G2 vs white conservative,0.003278603368459615,0.03395874234516451,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_mex,Mex G3+ vs white conservative,0.06917467248436768,0.029459550717581284,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_mex,Mex G1 vs white liberal,0.0798952996919785,0.02839868642899778,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_mex,Mex G2 vs white liberal,-0.07063526376625184,0.033789530745672744,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_mex,Mex G3+ vs white liberal,-0.004739194650343781,0.029457652564141977,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_mex,white liberal vs white moderate,0.05166956235153253,0.014469180941190088,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_mex,white conservative vs white moderate,-0.02224430478317893,0.012566185436483168,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,ideo_mex,white conservative vs white liberal,-0.07391386713471146,0.014476402288598653,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,educ_mex,Mex G1 vs white no BA,0.11453123379418861,0.02520078438093493,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,educ_mex,Mex G2 vs white no BA,-0.0071146121631393555,0.03290727099160779,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,educ_mex,Mex G3+ vs white no BA,0.06119678079198332,0.028620784219601545,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,educ_mex,Mex G1 vs white BA+,-0.004151757333836992,0.02661888152196346,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,educ_mex,Mex G2 vs white BA+,-0.12579760329116496,0.03338924264809246,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,educ_mex,Mex G3+ vs white BA+,-0.05748621033604229,0.028971835026038974,14741
conmedic_great,A1 institutional confidence,conmedic: share 'a great deal' of confidence,educ_mex,white BA+ vs white no BA,0.1186829911280256,0.012037456178672424,14741
conmedic_mean,A1 institutional confidence,"conmedic: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,Hisp G3+ vs NHWhite G3+,-0.06320769833691964,0.033703929733725206,14013
conmedic_mean,A1 institutional confidence,"conmedic: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,Mex G3+ vs NHWhite G3+,-0.022143111143730465,0.04475419096918298,13678
conmedic_mean,A1 institutional confidence,"conmedic: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,Hisp G1 vs NHWhite G3+,0.03964129294965568,0.024964551203069976,14400
conmedic_mean,A1 institutional confidence,"conmedic: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,Mex G1 vs NHWhite G3+,0.07929127621508325,0.03165738198933097,13806
conmedic_mean,A1 institutional confidence,"conmedic: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,Hisp G3+ vs White G3+ conservative,-0.029820211543383213,0.0349261247016117,5713
conmedic_mean,A1 institutional confidence,"conmedic: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,Hisp G3+ vs White G3+ no BA,-0.013286615617149167,0.03433429096808035,9547
conmedic_mean,A1 institutional confidence,"conmedic: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,White G3+ conservative vs White G3+ liberal,-0.11499381062729475,0.019680560652650676,8340
conmedic_mean,A1 institutional confidence,"conmedic: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_hisp,Hisp G1 vs white G3+,0.12548427552890873,0.026833752776931754,15905
conmedic_mean,A1 institutional confidence,"conmedic: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_hisp,Hisp G2 vs white G3+,-0.03773898432682543,0.03447839909823294,15905
conmedic_mean,A1 institutional confidence,"conmedic: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_hisp,Hisp G3+ vs white G3+,-0.047682293566332135,0.031595033568363184,15905
conmedic_mean,A1 institutional confidence,"conmedic: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_hisp,Hisp G2 minus Hisp G1,-0.16322325985573416,0.04085511636670192,15905
