item,family,label,group,n,mean,se
tolscale_mslm3,A2 civil liberties,"summed tolerance scale, 3 items (mslm); higher = more tolerant",White G3+ no HS,512,0.7124060047719207,0.05761986533150852
obey_top2,A3 rule of law and policing,obedience ranked 1st or 2nd most important child quality,Mex G1,573,0.42926860322878657,0.025864714332425078
obey_top2,A3 rule of law and policing,obedience ranked 1st or 2nd most important child quality,Mex G2,425,0.2015822134948024,0.024161153745904024
obey_top2,A3 rule of law and policing,obedience ranked 1st or 2nd most important child quality,Mex G3+,482,0.24190884844458604,0.02718107184180871
obey_top2,A3 rule of law and policing,obedience ranked 1st or 2nd most important child quality,Hisp G1,1124,0.41229633267082066,0.017864262980185657
obey_top2,A3 rule of law and policing,obedience ranked 1st or 2nd most important child quality,Hisp G2,649,0.2149582554546953,0.01938733490579286
obey_top2,A3 rule of law and policing,obedience ranked 1st or 2nd most important child quality,Hisp G3+,804,0.2195663869861483,0.019518843472406594
obey_top2,A3 rule of law and policing,obedience ranked 1st or 2nd most important child quality,Hisp all,2622,0.31712916119434587,0.011610589459952199
obey_top2,A3 rule of law and policing,obedience ranked 1st or 2nd most important child quality,NHWhite all,14085,0.1815833133373503,0.00421914982111301
obey_top2,A3 rule of law and policing,obedience ranked 1st or 2nd most important child quality,NHWhite G3+,12408,0.18757543328718035,0.004612293466914438
obey_top2,A3 rule of law and policing,obedience ranked 1st or 2nd most important child quality,White G3+ liberal,3259,0.08866476136852074,0.0063864281948856835
obey_top2,A3 rule of law and policing,obedience ranked 1st or 2nd most important child quality,White G3+ moderate,4239,0.19515760751062658,0.007492609863759997
obey_top2,A3 rule of law and policing,obedience ranked 1st or 2nd most important child quality,White G3+ conservative,4591,0.23443199644920293,0.007948329796630137
obey_top2,A3 rule of law and policing,obedience ranked 1st or 2nd most important child quality,White G3+ no BA,8183,0.22752467094235385,0.00603791252438336
obey_top2,A3 rule of law and policing,obedience ranked 1st or 2nd most important child quality,White G3+ BA+,4215,0.09273084730807692,0.005435899223842444
obey_top2,A3 rule of law and policing,obedience ranked 1st or 2nd most important child quality,White G3+ no HS,1004,0.33016044474822775,0.019239379663267456
obey_rank,A3 rule of law and policing,obedience rank reversed (5 = most important child quality),Mex G1,573,3.2317828397087593,0.07143342821350596
obey_rank,A3 rule of law and policing,obedience rank reversed (5 = most important child quality),Mex G2,425,2.534574850555794,0.07158779187299161
obey_rank,A3 rule of law and policing,obedience rank reversed (5 = most important child quality),Mex G3+,482,2.6427704449142957,0.08088197844536694
obey_rank,A3 rule of law and policing,obedience rank reversed (5 = most important child quality),Hisp G1,1124,3.1600582153527195,0.05117316888556752
obey_rank,A3 rule of law and policing,obedience rank reversed (5 = most important child quality),Hisp G2,649,2.532876342021709,0.059085605616905096
obey_rank,A3 rule of law and policing,obedience rank reversed (5 = most important child quality),Hisp G3+,804,2.5195379961449786,0.06217422251539078
obey_rank,A3 rule of law and policing,obedience rank reversed (5 = most important child quality),Hisp all,2622,2.8482459093225896,0.03490457139161241
obey_rank,A3 rule of law and policing,obedience rank reversed (5 = most important child quality),NHWhite all,14085,2.394205179596662,0.013482885247144003
obey_rank,A3 rule of law and policing,obedience rank reversed (5 = most important child quality),NHWhite G3+,12408,2.417775901313346,0.01449469434036103
obey_rank,A3 rule of law and policing,obedience rank reversed (5 = most important child quality),White G3+ liberal,3259,1.9483946834373176,0.02289427757632606
obey_rank,A3 rule of law and policing,obedience rank reversed (5 = most important child quality),White G3+ moderate,4239,2.4780326577045084,0.022196890253202425
obey_rank,A3 rule of law and policing,obedience rank reversed (5 = most important child quality),White G3+ conservative,4591,2.628283263128302,0.022269668505768746
obey_rank,A3 rule of law and policing,obedience rank reversed (5 = most important child quality),White G3+ no BA,8183,2.575974593448328,0.01790774455483121
obey_rank,A3 rule of law and policing,obedience rank reversed (5 = most important child quality),White G3+ BA+,4215,2.0423274972355987,0.018627709596020527
obey_rank,A3 rule of law and policing,obedience rank reversed (5 = most important child quality),White G3+ no HS,1004,2.9029077752765287,0.054869380647852344
courts_too_harsh,A3 rule of law and policing,courts deal with criminals 'too harshly',Mex G1,734,0.22286288974246715,0.01813098491712613
courts_too_harsh,A3 rule of law and policing,courts deal with criminals 'too harshly',Mex G2,457,0.18510124054137234,0.023448419454912522
courts_too_harsh,A3 rule of law and policing,courts deal with criminals 'too harshly',Mex G3+,508,0.15659448901398593,0.02082878708237569
courts_too_harsh,A3 rule of law and policing,courts deal with criminals 'too harshly',Hisp G1,1346,0.18871910728065963,0.012946789055442168
courts_too_harsh,A3 rule of law and policing,courts deal with criminals 'too harshly',Hisp G2,679,0.21781169957753546,0.02100263660352638
courts_too_harsh,A3 rule of law and policing,courts deal with criminals 'too harshly',Hisp G3+,805,0.16207849686304723,0.01646327559755655
courts_too_harsh,A3 rule of law and policing,courts deal with criminals 'too harshly',Hisp all,2852,0.18904660499415898,0.009031619132301825
courts_too_harsh,A3 rule of law and policing,courts deal with criminals 'too harshly',NHWhite all,15450,0.10675873713030107,0.003202889601684027
courts_too_harsh,A3 rule of law and policing,courts deal with criminals 'too harshly',NHWhite G3+,13685,0.10263875213473851,0.0033471408022945474
courts_too_harsh,A3 rule of law and policing,courts deal with criminals 'too harshly',White G3+ liberal,3248,0.2096032753399391,0.009069671989581966
courts_too_harsh,A3 rule of law and policing,courts deal with criminals 'too harshly',White G3+ moderate,4879,0.08659679405595633,0.00524195385133893
courts_too_harsh,A3 rule of law and policing,courts deal with criminals 'too harshly',White G3+ conservative,5204,0.05636269481480078,0.00384160551490843
courts_too_harsh,A3 rule of law and policing,courts deal with criminals 'too harshly',White G3+ no BA,9627,0.09302397380362036,0.0038078442969945963
courts_too_harsh,A3 rule of law and policing,courts deal with criminals 'too harshly',White G3+ BA+,4048,0.12844391355359652,0.006530427855960824
courts_too_harsh,A3 rule of law and policing,courts deal with criminals 'too harshly',White G3+ no HS,1310,0.10235676093079321,0.009647198441815512
courts_not_harsh_enough,A3 rule of law and policing,courts 'not harshly enough',Mex G1,734,0.5854131740995492,0.021478918530048026
courts_not_harsh_enough,A3 rule of law and policing,courts 'not harshly enough',Mex G2,457,0.6445276712656444,0.02909533262140661
courts_not_harsh_enough,A3 rule of law and policing,courts 'not harshly enough',Mex G3+,508,0.7069865415860044,0.023793391081577943
courts_not_harsh_enough,A3 rule of law and policing,courts 'not harshly enough',Hisp G1,1346,0.5985909509718145,0.01603709567072584
courts_not_harsh_enough,A3 rule of law and policing,courts 'not harshly enough',Hisp G2,679,0.6233708032963104,0.02432687396394966
courts_not_harsh_enough,A3 rule of law and policing,courts 'not harshly enough',Hisp G3+,805,0.6609250786103756,0.020161865484382323
courts_not_harsh_enough,A3 rule of law and policing,courts 'not harshly enough',Hisp all,2852,0.6191147963920144,0.011283264288588337
courts_not_harsh_enough,A3 rule of law and policing,courts 'not harshly enough',NHWhite all,15450,0.6863586114282434,0.0053413051247145965
courts_not_harsh_enough,A3 rule of law and policing,courts 'not harshly enough',NHWhite G3+,13685,0.6944883347005617,0.0056311016832373125
courts_not_harsh_enough,A3 rule of law and policing,courts 'not harshly enough',White G3+ liberal,3248,0.53472393536665,0.010787706077038462
courts_not_harsh_enough,A3 rule of law and policing,courts 'not harshly enough',White G3+ moderate,4879,0.729030457742298,0.008551829278212422
courts_not_harsh_enough,A3 rule of law and policing,courts 'not harshly enough',White G3+ conservative,5204,0.7557000472737206,0.007757492043570327
courts_not_harsh_enough,A3 rule of law and policing,courts 'not harshly enough',White G3+ no BA,9627,0.7338664458307184,0.005970376672083721
courts_not_harsh_enough,A3 rule of law and policing,courts 'not harshly enough',White G3+ BA+,4048,0.5897762932875937,0.010625243287649395
courts_not_harsh_enough,A3 rule of law and policing,courts 'not harshly enough',White G3+ no HS,1310,0.7455869086019936,0.014530202456634724
cappun_favor,A3 rule of law and policing,favours the death penalty for murder,Mex G1,851,0.4407724052877716,0.021020982221895367
cappun_favor,A3 rule of law and policing,favours the death penalty for murder,Mex G2,629,0.6111514664649496,0.025098673848407884
cappun_favor,A3 rule of law and policing,favours the death penalty for murder,Mex G3+,678,0.685588456900157,0.02160943333288755
cappun_favor,A3 rule of law and policing,favours the death penalty for murder,Hisp G1,1618,0.46151393449502076,0.015761489343475786
cappun_favor,A3 rule of law and policing,favours the death penalty for murder,Hisp G2,941,0.6089581690211343,0.02057903124626278
cappun_favor,A3 rule of law and policing,favours the death penalty for murder,Hisp G3+,1114,0.6745393063457419,0.017964361266733973
cappun_favor,A3 rule of law and policing,favours the death penalty for murder,Hisp all,3736,0.5472435085590733,0.010850259902966541
cappun_favor,A3 rule of law and policing,favours the death penalty for murder,NHWhite all,20739,0.7053120582455993,0.004344817378258361
cappun_favor,A3 rule of law and policing,favours the death penalty for murder,NHWhite G3+,18321,0.7183643601902069,0.004354659436324312
cappun_favor,A3 rule of law and policing,favours the death penalty for murder,White G3+ liberal,4855,0.4801140739420259,0.009163041553071204
cappun_favor,A3 rule of law and policing,favours the death penalty for murder,White G3+ moderate,6267,0.7641136712902676,0.006681026620281198
cappun_favor,A3 rule of law and policing,favours the death penalty for murder,White G3+ conservative,6809,0.8295961631013398,0.005576604303931008
cappun_favor,A3 rule of law and policing,favours the death penalty for murder,White G3+ no BA,12085,0.7684776543192247,0.004850871845102142
cappun_favor,A3 rule of law and policing,favours the death penalty for murder,White G3+ BA+,6224,0.5989439681007831,0.008235153159617328
cappun_favor,A3 rule of law and policing,favours the death penalty for murder,White G3+ no HS,1453,0.7555134275589035,0.013738630679975635
gunlaw_favor,A3 rule of law and policing,favours police permits to buy a gun,Mex G1,644,0.8299480645334107,0.01642224009494267
gunlaw_favor,A3 rule of law and policing,favours police permits to buy a gun,Mex G2,491,0.7066211225498695,0.029356283132527593
gunlaw_favor,A3 rule of law and policing,favours police permits to buy a gun,Mex G3+,504,0.7087493699692365,0.03267610559725418
gunlaw_favor,A3 rule of law and policing,favours police permits to buy a gun,Hisp G1,1224,0.8441277833233699,0.011955962791001603
gunlaw_favor,A3 rule of law and policing,favours police permits to buy a gun,Hisp G2,737,0.72409624983388,0.023148144972496888
gunlaw_favor,A3 rule of law and policing,favours police permits to buy a gun,Hisp G3+,844,0.7015908512441812,0.023695673093810463
gunlaw_favor,A3 rule of law and policing,favours police permits to buy a gun,Hisp all,2856,0.7770100088418627,0.010185057778362655
gunlaw_favor,A3 rule of law and policing,favours police permits to buy a gun,NHWhite all,15687,0.6994487470112242,0.004981291633687404
gunlaw_favor,A3 rule of law and policing,favours police permits to buy a gun,NHWhite G3+,13851,0.6852584497439107,0.005409949839518192
gunlaw_favor,A3 rule of law and policing,favours police permits to buy a gun,White G3+ liberal,3711,0.8385406586019877,0.00797107594744535
gunlaw_favor,A3 rule of law and policing,favours police permits to buy a gun,White G3+ moderate,4786,0.7062311042844891,0.008714740687624232
gunlaw_favor,A3 rule of law and policing,favours police permits to buy a gun,White G3+ conservative,5059,0.5626978373380748,0.009290283205460178
gunlaw_favor,A3 rule of law and policing,favours police permits to buy a gun,White G3+ no BA,8958,0.6630653754370709,0.006776212340376249
gunlaw_favor,A3 rule of law and policing,favours police permits to buy a gun,White G3+ BA+,4883,0.7375682629199841,0.007860500442612446
gunlaw_favor,A3 rule of law and policing,favours police permits to buy a gun,White G3+ no HS,1057,0.6924993871235762,0.017977442928519136
grass_favor,A3 rule of law and policing,marijuana should be legal,Mex G1,504,0.22382527094347807,0.022408909656297993
grass_favor,A3 rule of law and policing,marijuana should be legal,Mex G2,300,0.5111421463681278,0.03583383546814067
grass_favor,A3 rule of law and policing,marijuana should be legal,Mex G3+,348,0.5317295323692838,0.035413344469771325
grass_favor,A3 rule of law and policing,marijuana should be legal,Hisp G1,945,0.22014685880333085,0.01764269295961339
grass_favor,A3 rule of law and policing,marijuana should be legal,Hisp G2,460,0.52640004264885,0.028881131610103104
grass_favor,A3 rule of law and policing,marijuana should be legal,Hisp G3+,563,0.5675645586147547,0.026597985012790096
grass_favor,A3 rule of law and policing,marijuana should be legal,Hisp all,1982,0.3685900300296181,0.01427821157670194
grass_favor,A3 rule of law and policing,marijuana should be legal,NHWhite all,10764,0.5122509237452993,0.006474597607384507
grass_favor,A3 rule of law and policing,marijuana should be legal,NHWhite G3+,9491,0.5105931680902954,0.006851242945309171
grass_favor,A3 rule of law and policing,marijuana should be legal,White G3+ liberal,2359,0.7227543754930248,0.011291543692243658
grass_favor,A3 rule of law and policing,marijuana should be legal,White G3+ moderate,3295,0.5143170650755609,0.010884350436413467
grass_favor,A3 rule of law and policing,marijuana should be legal,White G3+ conservative,3546,0.3814230054837125,0.011009830661746873
grass_favor,A3 rule of law and policing,marijuana should be legal,White G3+ no BA,6597,0.4976384168623658,0.008247709555541102
grass_favor,A3 rule of law and policing,marijuana should be legal,White G3+ BA+,2886,0.544062980288186,0.011127789836358164
grass_favor,A3 rule of law and policing,marijuana should be legal,White G3+ no HS,916,0.41996157897300296,0.02138609906570615
polhitok_yes,A3 rule of law and policing,ever approves of a policeman striking an adult male citizen,Mex G1,489,0.24484608529934992,0.022294343425986976
polhitok_yes,A3 rule of law and policing,ever approves of a policeman striking an adult male citizen,Mex G2,323,0.4954717296486521,0.03444133119560958
polhitok_yes,A3 rule of law and policing,ever approves of a policeman striking an adult male citizen,Mex G3+,373,0.6571530812669762,0.03308475637818548
polhitok_yes,A3 rule of law and policing,ever approves of a policeman striking an adult male citizen,Hisp G1,936,0.28846144715985805,0.018908490699465548
polhitok_yes,A3 rule of law and policing,ever approves of a policeman striking an adult male citizen,Hisp G2,501,0.5367104708445962,0.02756210473718973
polhitok_yes,A3 rule of law and policing,ever approves of a policeman striking an adult male citizen,Hisp G3+,618,0.6391069211709252,0.02539139321017024
polhitok_yes,A3 rule of law and policing,ever approves of a policeman striking an adult male citizen,Hisp all,2087,0.42599219203087235,0.014448873106565181
polhitok_yes,A3 rule of law and policing,ever approves of a policeman striking an adult male citizen,NHWhite all,11802,0.7675563416007478,0.0050217175953192
polhitok_yes,A3 rule of law and policing,ever approves of a policeman striking an adult male citizen,NHWhite G3+,10402,0.7794102946222122,0.004992012931007924
polhitok_yes,A3 rule of law and policing,ever approves of a policeman striking an adult male citizen,White G3+ liberal,2702,0.7578440002400673,0.010404958554782937
polhitok_yes,A3 rule of law and policing,ever approves of a policeman striking an adult male citizen,White G3+ moderate,3579,0.743570325920493,0.008854669511710258
polhitok_yes,A3 rule of law and policing,ever approves of a policeman striking an adult male citizen,White G3+ conservative,3860,0.8356843631168924,0.00738238854222734
polhitok_yes,A3 rule of law and policing,ever approves of a policeman striking an adult male citizen,White G3+ no BA,6989,0.7439262755095291,0.006323586577093077
polhitok_yes,A3 rule of law and policing,ever approves of a policeman striking an adult male citizen,White G3+ BA+,3404,0.8657220069495505,0.006909271574356022
polhitok_yes,A3 rule of law and policing,ever approves of a policeman striking an adult male citizen,White G3+ no HS,870,0.6265014337476976,0.018767461437590942
polabuse_yes,A3 rule of law and policing,polabuse: approves police force in this scenario,Mex G1,531,0.1351528841901867,0.01722944764371851
polabuse_yes,A3 rule of law and policing,polabuse: approves police force in this scenario,Mex G2,350,0.10580155545209904,0.01985072235790984
polabuse_yes,A3 rule of law and policing,polabuse: approves police force in this scenario,Mex G3+,398,0.05410887962419659,0.012794314426032103
polabuse_yes,A3 rule of law and policing,polabuse: approves police force in this scenario,Hisp G1,1009,0.1260586155332554,0.012575153511453267
polabuse_yes,A3 rule of law and policing,polabuse: approves police force in this scenario,Hisp G2,540,0.09737432108698064,0.015372772961165493
polabuse_yes,A3 rule of law and policing,polabuse: approves police force in this scenario,Hisp G3+,655,0.06856093273581572,0.011649040238186767
polabuse_yes,A3 rule of law and policing,polabuse: approves police force in this scenario,Hisp all,2235,0.1053952919738612,0.008248958779067133
polabuse_yes,A3 rule of law and policing,polabuse: approves police force in this scenario,NHWhite all,12492,0.08473334883222822,0.003175841493984227
polabuse_yes,A3 rule of law and policing,polabuse: approves police force in this scenario,NHWhite G3+,11022,0.08576794400132971,0.003403196960451123
polabuse_yes,A3 rule of law and policing,polabuse: approves police force in this scenario,White G3+ liberal,2852,0.05337397236279594,0.005021915423572885
polabuse_yes,A3 rule of law and policing,polabuse: approves police force in this scenario,White G3+ moderate,3815,0.08237715348022731,0.005699297425720331
polabuse_yes,A3 rule of law and policing,polabuse: approves police force in this scenario,White G3+ conservative,4070,0.10973205678564575,0.0061851653473405386
polabuse_yes,A3 rule of law and policing,polabuse: approves police force in this scenario,White G3+ no BA,7441,0.09375041188506406,0.004097896957116122
polabuse_yes,A3 rule of law and policing,polabuse: approves police force in this scenario,White G3+ BA+,3572,0.06577875922738376,0.005588373046038255
polabuse_yes,A3 rule of law and policing,polabuse: approves police force in this scenario,White G3+ no HS,955,0.12499083443785249,0.012393057593534297
polmurdr_yes,A3 rule of law and policing,polmurdr: approves police force in this scenario,Mex G1,594,0.31160495672345456,0.02273109310639657
polmurdr_yes,A3 rule of law and policing,polmurdr: approves police force in this scenario,Mex G2,433,0.22766666334707533,0.025604533313275942
polmurdr_yes,A3 rule of law and policing,polmurdr: approves police force in this scenario,Mex G3+,490,0.19029807344972832,0.022725303064801992
polmurdr_yes,A3 rule of law and policing,polmurdr: approves police force in this scenario,Hisp G1,1161,0.2884551410870269,0.016433119053886672
polmurdr_yes,A3 rule of law and policing,polmurdr: approves police force in this scenario,Hisp G2,662,0.23612418690804607,0.02130341546386244
polmurdr_yes,A3 rule of law and policing,polmurdr: approves police force in this scenario,Hisp G3+,820,0.17071788721377826,0.016364981396828637
polmurdr_yes,A3 rule of law and policing,polmurdr: approves police force in this scenario,Hisp all,2688,0.24562411010876173,0.01081725937085504
polmurdr_yes,A3 rule of law and policing,polmurdr: approves police force in this scenario,NHWhite all,14768,0.11984307454692855,0.003511823077649168
polmurdr_yes,A3 rule of law and policing,polmurdr: approves police force in this scenario,NHWhite G3+,13026,0.11678185211145783,0.003732490709357781
polmurdr_yes,A3 rule of law and policing,polmurdr: approves police force in this scenario,White G3+ liberal,3422,0.08304906455104795,0.00619924813363666
polmurdr_yes,A3 rule of law and policing,polmurdr: approves police force in this scenario,White G3+ moderate,4457,0.12770443914243043,0.006535051406128057
polmurdr_yes,A3 rule of law and policing,polmurdr: approves police force in this scenario,White G3+ conservative,4828,0.12669614519947245,0.006083093716099622
polmurdr_yes,A3 rule of law and policing,polmurdr: approves police force in this scenario,White G3+ no BA,8598,0.13898964623632246,0.004861015870058949
polmurdr_yes,A3 rule of law and policing,polmurdr: approves police force in this scenario,White G3+ BA+,4417,0.06448130713917048,0.004483452049504556
polmurdr_yes,A3 rule of law and policing,polmurdr: approves police force in this scenario,White G3+ no HS,1054,0.2001433682608724,0.016156952384101315
polescap_yes,A3 rule of law and policing,polescap: approves police force in this scenario,Mex G1,597,0.49552984629292307,0.02417937795466968
polescap_yes,A3 rule of law and policing,polescap: approves police force in this scenario,Mex G2,431,0.5806690082563877,0.02981905298929427
polescap_yes,A3 rule of law and policing,polescap: approves police force in this scenario,Mex G3+,485,0.642169158049726,0.026366248861559635
polescap_yes,A3 rule of law and policing,polescap: approves police force in this scenario,Hisp G1,1162,0.4941052688925171,0.018060512238124278
polescap_yes,A3 rule of law and policing,polescap: approves police force in this scenario,Hisp G2,652,0.5897903207286296,0.024281886653555095
polescap_yes,A3 rule of law and policing,polescap: approves police force in this scenario,Hisp G3+,808,0.6421707807180833,0.021277106923449526
polescap_yes,A3 rule of law and policing,polescap: approves police force in this scenario,Hisp all,2668,0.5514829575344353,0.012126144134908642
polescap_yes,A3 rule of law and policing,polescap: approves police force in this scenario,NHWhite all,14506,0.748587622453506,0.004831290879462583
polescap_yes,A3 rule of law and policing,polescap: approves police force in this scenario,NHWhite G3+,12800,0.7596633282116252,0.004984023171616713
polescap_yes,A3 rule of law and policing,polescap: approves police force in this scenario,White G3+ liberal,3352,0.6878470249252407,0.010077976053869236
polescap_yes,A3 rule of law and policing,polescap: approves police force in this scenario,White G3+ moderate,4365,0.7587901713001063,0.008317973339151064
polescap_yes,A3 rule of law and policing,polescap: approves police force in this scenario,White G3+ conservative,4780,0.8114644798301304,0.007450541974038356
polescap_yes,A3 rule of law and policing,polescap: approves police force in this scenario,White G3+ no BA,8479,0.7512939940201245,0.0063152615981556005
polescap_yes,A3 rule of law and policing,polescap: approves police force in this scenario,White G3+ BA+,4310,0.7801258871994939,0.007820996474616006
polescap_yes,A3 rule of law and policing,polescap: approves police force in this scenario,White G3+ no HS,1030,0.695174215570712,0.017330390523643
polattak_yes,A3 rule of law and policing,polattak: approves police force in this scenario,Mex G1,531,0.7070232701929708,0.0235597628494991
polattak_yes,A3 rule of law and policing,polattak: approves police force in this scenario,Mex G2,354,0.7338778619579099,0.03309609323284364
polattak_yes,A3 rule of law and policing,polattak: approves police force in this scenario,Mex G3+,398,0.8461112001814067,0.023200982671116265
polattak_yes,A3 rule of law and policing,polattak: approves police force in this scenario,Hisp G1,1010,0.7013687914328173,0.017544455332171003
polattak_yes,A3 rule of law and policing,polattak: approves police force in this scenario,Hisp G2,543,0.7258832152376835,0.025624824339722692
polattak_yes,A3 rule of law and policing,polattak: approves police force in this scenario,Hisp G3+,655,0.8445769688653535,0.0177182337210035
polattak_yes,A3 rule of law and policing,polattak: approves police force in this scenario,Hisp all,2241,0.7389321096028504,0.011741546180039267
polattak_yes,A3 rule of law and policing,polattak: approves police force in this scenario,NHWhite all,12574,0.9126555063195879,0.0032680990614177524
polattak_yes,A3 rule of law and policing,polattak: approves police force in this scenario,NHWhite G3+,11081,0.9228003783827865,0.0031851341598382477
polattak_yes,A3 rule of law and policing,polattak: approves police force in this scenario,White G3+ liberal,2846,0.9057903117587248,0.006753536744547128
polattak_yes,A3 rule of law and policing,polattak: approves police force in this scenario,White G3+ moderate,3835,0.9218516974040799,0.005622960965246597
polattak_yes,A3 rule of law and policing,polattak: approves police force in this scenario,White G3+ conservative,4107,0.9394026470867047,0.004508894272508908
polattak_yes,A3 rule of law and policing,polattak: approves police force in this scenario,White G3+ no BA,7484,0.9142720759846045,0.003964178219849988
polattak_yes,A3 rule of law and policing,polattak: approves police force in this scenario,White G3+ BA+,3588,0.9441918742461832,0.004877387374725325
polattak_yes,A3 rule of law and policing,polattak: approves police force in this scenario,White G3+ no HS,967,0.8671234967854691,0.013288460391938569
police_force_index,A3 rule of law and policing,share of the 4 police-force scenarios approved,Mex G1,487,0.40717925461436155,0.014624576400834923
police_force_index,A3 rule of law and policing,share of the 4 police-force scenarios approved,Mex G2,329,0.40939847406484753,0.016258305822112337
police_force_index,A3 rule of law and policing,share of the 4 police-force scenarios approved,Mex G3+,377,0.4329288107319573,0.012393350952744742
police_force_index,A3 rule of law and policing,share of the 4 police-force scenarios approved,Hisp G1,911,0.3985333941032561,0.011184515088487106
police_force_index,A3 rule of law and policing,share of the 4 police-force scenarios approved,Hisp G2,498,0.41312565589985106,0.012665160744554255
police_force_index,A3 rule of law and policing,share of the 4 police-force scenarios approved,Hisp G3+,618,0.4297651100069523,0.009943546966615438
police_force_index,A3 rule of law and policing,share of the 4 police-force scenarios approved,Hisp all,2057,0.4086004968471329,0.0069026985660099035
police_force_index,A3 rule of law and policing,share of the 4 police-force scenarios approved,NHWhite all,11752,0.46713513978741583,0.002329897547721363
police_force_index,A3 rule of law and policing,share of the 4 police-force scenarios approved,NHWhite G3+,10394,0.4713281426762601,0.002388382870981164
police_force_index,A3 rule of law and policing,share of the 4 police-force scenarios approved,White G3+ liberal,2679,0.43638252515514253,0.00458935463725264
police_force_index,A3 rule of law and policing,share of the 4 police-force scenarios approved,White G3+ moderate,3585,0.4725840927323459,0.00409184324985537
police_force_index,A3 rule of law and policing,share of the 4 police-force scenarios approved,White G3+ conservative,3875,0.49532182231703664,0.0037928323601286525
police_force_index,A3 rule of law and policing,share of the 4 police-force scenarios approved,White G3+ no BA,7005,0.47303875206715923,0.002946167146039644
police_force_index,A3 rule of law and policing,share of the 4 police-force scenarios approved,White G3+ BA+,3380,0.46729865205298465,0.0036492060646209083
police_force_index,A3 rule of law and policing,share of the 4 police-force scenarios approved,White G3+ no HS,880,0.47346714503441023,0.009484096114196847
police_spread,A6 instrument checks,INSTRUMENT CHECK: approves force against an attacker minus approves force after vulgar language; low = undifferentiated answers,Mex G1,520,0.5693105935857924,0.03039270547049028
police_spread,A6 instrument checks,INSTRUMENT CHECK: approves force against an attacker minus approves force after vulgar language; low = undifferentiated answers,Mex G2,346,0.626958203449378,0.038509292577444225
police_spread,A6 instrument checks,INSTRUMENT CHECK: approves force against an attacker minus approves force after vulgar language; low = undifferentiated answers,Mex G3+,394,0.7905634378248045,0.02812107765017726
police_spread,A6 instrument checks,INSTRUMENT CHECK: approves force against an attacker minus approves force after vulgar language; low = undifferentiated answers,Hisp G1,987,0.5725197758710118,0.021347376924978883
police_spread,A6 instrument checks,INSTRUMENT CHECK: approves force against an attacker minus approves force after vulgar language; low = undifferentiated answers,Hisp G2,528,0.6288076269372903,0.03118251196638821
police_spread,A6 instrument checks,INSTRUMENT CHECK: approves force against an attacker minus approves force after vulgar language; low = undifferentiated answers,Hisp G3+,648,0.776340938470593,0.022487100045435214
police_spread,A6 instrument checks,INSTRUMENT CHECK: approves force against an attacker minus approves force after vulgar language; low = undifferentiated answers,Hisp all,2194,0.6330860583944758,0.014607270385269721
police_spread,A6 instrument checks,INSTRUMENT CHECK: approves force against an attacker minus approves force after vulgar language; low = undifferentiated answers,NHWhite all,12377,0.8283660511233303,0.004516011278120422
police_spread,A6 instrument checks,INSTRUMENT CHECK: approves force against an attacker minus approves force after vulgar language; low = undifferentiated answers,NHWhite G3+,10926,0.8368887610645308,0.004648713659596177
police_spread,A6 instrument checks,INSTRUMENT CHECK: approves force against an attacker minus approves force after vulgar language; low = undifferentiated answers,White G3+ liberal,2825,0.852990739500873,0.008379792942942603
police_spread,A6 instrument checks,INSTRUMENT CHECK: approves force against an attacker minus approves force after vulgar language; low = undifferentiated answers,White G3+ moderate,3777,0.8387676854021644,0.008287720353092892
police_spread,A6 instrument checks,INSTRUMENT CHECK: approves force against an attacker minus approves force after vulgar language; low = undifferentiated answers,White G3+ conservative,4043,0.8294682700140088,0.007598258559831332
police_spread,A6 instrument checks,INSTRUMENT CHECK: approves force against an attacker minus approves force after vulgar language; low = undifferentiated answers,White G3+ no BA,7372,0.8207254573365665,0.005692267001716345
police_spread,A6 instrument checks,INSTRUMENT CHECK: approves force against an attacker minus approves force after vulgar language; low = undifferentiated answers,White G3+ BA+,3545,0.877391499485329,0.007496873932975834
police_spread,A6 instrument checks,INSTRUMENT CHECK: approves force against an attacker minus approves force after vulgar language; low = undifferentiated answers,White G3+ no HS,940,0.7414691103323994,0.01722719358555296
redist,A4 role of government,"government should reduce income differences (1-7, higher = more)",Mex G1,610,4.990261854461837,0.10555757671527566
redist,A4 role of government,"government should reduce income differences (1-7, higher = more)",Mex G2,441,5.028033356512703,0.10564294084879182
redist,A4 role of government,"government should reduce income differences (1-7, higher = more)",Mex G3+,494,4.63749424928843,0.09998027874150436
redist,A4 role of government,"government should reduce income differences (1-7, higher = more)",Hisp G1,1191,4.958802732364471,0.07788822977801653
redist,A4 role of government,"government should reduce income differences (1-7, higher = more)",Hisp G2,670,4.984481794611994,0.08672441213004169
redist,A4 role of government,"government should reduce income differences (1-7, higher = more)",Hisp G3+,828,4.775873351252535,0.08380366654564368
redist,A4 role of government,"government should reduce income differences (1-7, higher = more)",Hisp all,2736,4.924088772019778,0.04996056493315343
redist,A4 role of government,"government should reduce income differences (1-7, higher = more)",NHWhite all,14940,4.125553446084747,0.022291778049283013
redist,A4 role of government,"government should reduce income differences (1-7, higher = more)",NHWhite G3+,13166,4.094411328407579,0.023572518330014853
redist,A4 role of government,"government should reduce income differences (1-7, higher = more)",White G3+ liberal,3464,5.264460330336204,0.03675253348152396
