population,women,women_se,share_working,mean_usual_hours_incl_zero,mean_usual_hours_workers,mean_weeks_workers,earnings_bn,annual_hours_bn,value_one_weekly_hour_bn
ct_topq_div_native_nonunion,14373423.0,48747.86025047664,1.0,38.32353204939422,38.32353204939422,47.68192510580117,1754.476049106038,26.921430046,46.5074999096259
ct_topq_div_native_union,778924.0,10600.180956002592,1.0,36.557448480211164,36.557448480211164,46.03488787096045,82.26845174105499,1.361037734,2.456551356951646
ct_topq_div_foreign_nonunion,2848325.0,18329.316700302825,1.0,37.77298973958379,37.77298973958379,47.4214294365987,394.59510105096547,5.234807232,10.767882271333338
ct_topq_nat_native_college_nonunion,10732629.0,43474.07994943654,1.0,39.43400596442866,39.43400596442866,48.73540956274553,1421.8933481814365,20.964265651,36.5902411937589
ct_topq_nat_native_college_all,11200999.0,46781.35126201466,1.0,39.401350004584415,39.401350004584415,48.73123665130226,1476.925093733464,21.862102289,38.09525103525541
ev_college_mothers_u6_native_nonunion,4552786.0,26241.637806165985,0.8571630645499261,31.969529206951524,37.29690478874972,47.98906772103893,337.64802762446624,7.146987729,8.943872019830897
ev_college_mothers_u6_foreign_nonunion,1109891.0,12550.376922626667,0.7371462603084447,27.68469336178057,37.55658117318053,46.93184151600192,78.11376298879001,1.472329838,2.051774444736178
ev_college_women_nokids_native_nonunion,18951887.0,69980.409784096,0.8921311107437481,34.92179158729682,39.14423694762014,48.136298076695596,1309.8202989447216,32.448074709,33.48499339377387
ev_college_women_all_native_nonunion,29747985.0,94257.08589994707,0.8867354545190204,34.35166644060094,38.73947552850905,48.24766260277794,2154.8431068419795,50.270586578,55.36531946764333
