arm,coefficient,coef,coef_se,attribution,attribution_share,shock,scaling,dL,population,value_one_weekly_hour_bn,d_hours_week_on_removal,earnings_bn,earnings_lo95_bn,earnings_hi95_bn,tax_bn_account_current,tax_lo95_bn_account_current,tax_hi95_bn_account_current,tax_bn_account_net_future_ss,tax_lo95_bn_account_net_future_ss,tax_hi95_bn_account_net_future_ss,price_beta,price_rise_on_removal,pct_hours_on_removal,tax_per_group_member,tax_per_other_resident
CT,t7_iv_additional,2.068,0.754,ev_fathers_comparison,0.9,metro_weighted_lf_fixed,cps_scaled,-0.4036490367580881,native_plus_foreign_nonunion,57.27538218095924,-0.7512715872141537,43.029367279386506,12.279599319923955,73.77913523884905,18.33051046101865,5.2311093102876045,31.429911611749695,15.74874842425546,4.494333351092167,27.00316349741875,,,,448.21628484133294,61.262123759247274
CT,t7_iv_additional,2.068,0.754,ev_fathers_comparison,0.9,national_lf_fixed,cps_scaled,-0.4437626319765214,native_nonunion,46.5074999096259,-0.8259310106347016,38.411986402450616,10.96190420467614,65.86206860022509,16.36350620744396,4.669771191192035,28.057241223695886,14.058787023296926,4.012056938911467,24.10551710768238,,,,400.1192424442195,54.68822838008052
CT,t7_iv_additional,2.068,0.754,ev_fathers_comparison,0.9,national_lf_fixed,cps_scaled,-0.4437626319765214,native_plus_foreign_nonunion,57.27538218095924,-0.8259310106347016,47.305514289208446,13.499914077813955,81.11111450060294,20.152149087202798,5.750963397148745,34.55333477725685,17.31381822985029,4.940968552479907,29.686667907220674,,,,492.7588576784646,67.35019485793488
CT,t7_iv_additional,2.068,0.754,ev_childless_women_comparison,0.72,metro_weighted,cps_scaled,-0.2833301277853591,native_nonunion,46.5074999096259,-0.4218672270672883,19.619990024706038,5.599097346702377,33.6408827027097,8.358115750524773,2.385215469695212,14.331016031354332,7.18091634904241,2.04926962889307,12.312563069191752,,,,204.3720276061455,27.93353314364318
CT,t7_iv_additional,2.068,0.754,ev_childless_women_comparison,0.72,metro_weighted,cps_scaled,-0.2833301277853591,native_plus_foreign_nonunion,57.27538218095924,-0.4218672270672883,24.16260665990045,6.895456453775072,41.429756866025826,10.293270437117592,2.9374644493081807,17.649076424927003,8.843514037523565,2.5237370620816764,15.163291012965452,,,,251.69028674914412,34.40098456325567
CT,t7_iv_additional,2.068,0.754,ev_childless_women_comparison,0.72,national,cps_scaled,-0.3139162755175877,native_nonunion,46.5074999096259,-0.4674087775946674,21.73801368174235,6.203532956681364,37.27249440680333,9.26039382842224,2.6427050395462612,15.878082617298219,7.9561130075177,2.270493062145379,13.641732952890019,,,,226.43446437401428,30.94902315909901
CT,t7_iv_additional,2.068,0.754,ev_childless_women_comparison,0.72,national,cps_scaled,-0.3139162755175877,native_plus_foreign_nonunion,57.27538218095924,-0.4674087775946674,26.771016371469557,7.639837051153999,45.90219569178511,11.40445297424603,3.2545705837916037,19.554335364700457,9.798191991957857,2.7961803607223636,16.80020362319335,,,,278.86083988957193,38.114651034979985
CT,t7_iv_additional,2.068,0.754,ev_childless_women_comparison,0.72,metro_weighted_lf_fixed,cps_scaled,-0.4036490367580881,native_nonunion,46.5074999096259,-0.6010172697713229,27.951810619573404,7.976808779133191,47.926812460013615,11.90747132393827,3.3981205399107393,20.4168221079658,10.230362686763865,2.919512013162748,17.54121336036498,,,,291.1606073393402,39.79578110811957
CT,t7_iv_additional,2.068,0.754,ev_childless_women_comparison,0.72,metro_weighted_lf_fixed,cps_scaled,-0.4036490367580881,native_plus_foreign_nonunion,57.27538218095924,-0.6010172697713229,34.4234938235092,9.823679455939162,59.02330819107923,14.664408368814918,4.184887448230083,25.14392928939975,12.598998739404365,3.5954666808737334,21.602530797935,,,,358.5730278730663,49.00969900739781
CT,t7_iv_additional,2.068,0.754,ev_childless_women_comparison,0.72,national_lf_fixed,cps_scaled,-0.4437626319765214,native_nonunion,46.5074999096259,-0.6607448085077613,30.72958912196049,8.76952336374091,52.68965488018007,13.090804965955169,3.735816952953628,22.44579297895671,11.247029618637539,3.209645551129173,19.284413686145907,,,,320.0953939553755,43.750582704064406
CT,t7_iv_additional,2.068,0.754,ev_childless_women_comparison,0.72,national_lf_fixed,cps_scaled,-0.4437626319765214,native_plus_foreign_nonunion,57.27538218095924,-0.6607448085077613,37.84441143136676,10.799931262251162,64.88889160048235,16.121719269762238,4.600770717718995,27.64266782180548,13.851054583880233,3.952774841983925,23.74933432577654,,,,394.2070861427717,53.8801558863479
CT,t7_iv_basic,2.375,0.735,all_channels,1.0,metro_weighted,cps_scaled,-0.2833301277853591,native_nonunion,46.5074999096259,-0.6729090534902279,31.295317744383222,12.31256627383229,50.278069214934156,13.331805359107252,5.245153232652556,21.41845748556195,11.45408629444426,4.506399256222618,18.4017733326659,,,,325.98831772821,44.55602649913534
CT,t7_iv_basic,2.375,0.735,all_channels,1.0,metro_weighted,cps_scaled,-0.2833301277853591,native_plus_foreign_nonunion,57.27538218095924,-0.6729090534902279,38.54112321168035,15.163294959576472,61.91895146378422,16.418518488175827,6.459563652779577,26.377473323572076,14.106051095475008,5.549765955204989,22.662336235745023,,,,401.46439866028453,54.872084097445345
CT,t7_iv_basic,2.375,0.735,all_channels,1.0,national,cps_scaled,-0.3139162755175877,native_nonunion,46.5074999096259,-0.7455511543542708,34.67372024375273,13.641736503478972,55.70570398402649,14.771004823838664,5.811379750482042,23.730629897195286,12.6905816092135,4.992875560273304,20.388287658153697,,,,361.1795165002982,49.36595341907113
CT,t7_iv_basic,2.375,0.735,all_channels,1.0,national,cps_scaled,-0.3139162755175877,native_plus_foreign_nonunion,57.27538218095924,-0.7455511543542708,42.70172730109619,16.800207995850226,68.60324660634215,18.190935830266977,7.156888606232196,29.224983054301756,15.628832192201205,6.148876126481182,25.108788257921226,,,,444.803416302475,60.79565348167677
CT,t7_iv_basic,2.375,0.735,all_channels,1.0,metro_weighted_lf_fixed,cps_scaled,-0.4036490367580881,native_nonunion,46.5074999096259,-0.9586664623004593,44.58518040879999,17.54121792588746,71.62914289171252,18.993286854148796,7.472558836428057,30.51401487186953,16.318176029620798,6.42008576087481,26.216266298366783,,,,464.4224441428467,63.477178790420155
CT,t7_iv_basic,2.375,0.735,all_channels,1.0,metro_weighted_lf_fixed,cps_scaled,-0.4036490367580881,native_plus_foreign_nonunion,57.27538218095924,-0.9586664623004593,54.90798801232696,21.602536420512973,88.21343960414094,23.390802893251283,9.202680515138526,37.57892527136404,20.096323612511668,7.906528329907748,32.286118895115585,,,,571.9501807963494,78.17405111122515
CT,t7_iv_basic,2.375,0.735,all_channels,1.0,national_lf_fixed,cps_scaled,-0.4437626319765214,native_nonunion,46.5074999096259,-1.0539362509442383,49.01594009554062,19.284418705378172,78.74746148570307,20.880790480700306,8.215162368491102,33.546418592909504,17.939834074967866,7.058097246168411,28.821570903767324,,,,510.5755430931771,69.78537631780101
CT,t7_iv_basic,2.375,0.735,all_channels,1.0,national_lf_fixed,cps_scaled,-0.4437626319765214,native_plus_foreign_nonunion,57.27538218095924,-1.0539362509442383,60.36460156719861,23.749340507111743,96.97986262728548,25.71532026762661,10.117219056029603,41.313421479223614,22.09344417359469,8.692258625602898,35.494629721586485,,,,628.7891075576798,85.94278572297192
CT,t7_iv_basic,2.375,0.735,ev_fathers_comparison,0.9,metro_weighted,cps_scaled,-0.2833301277853591,native_nonunion,46.5074999096259,-0.6056181481412051,28.1657859699449,11.08130964644906,45.25026229344074,11.998624823196527,4.7206379093873,19.276611737005755,10.308677664999832,4.055759330600356,16.561595999399312,,,,293.38948595538903,40.100423849221805
CT,t7_iv_basic,2.375,0.735,ev_fathers_comparison,0.9,metro_weighted,cps_scaled,-0.2833301277853591,native_plus_foreign_nonunion,57.27538218095924,-0.6056181481412051,34.68701089051231,13.646965463618825,55.7270563174058,14.776666639358245,5.813607287501619,23.73972599121487,12.695445985927506,4.99478935968449,20.39610261217052,,,,361.3179587942561,49.38487568770081
CT,t7_iv_basic,2.375,0.735,ev_fathers_comparison,0.9,national,cps_scaled,-0.3139162755175877,native_nonunion,46.5074999096259,-0.6709960389188439,31.206348219377468,12.277562853131077,50.13513358562385,13.293904341454802,5.230241775433838,21.357566907475757,11.421523448292152,4.493588004245974,18.349458892338326,,,,325.06156485026844,44.429358077164025
CT,t7_iv_basic,2.375,0.735,ev_fathers_comparison,0.9,national,cps_scaled,-0.3139162755175877,native_plus_foreign_nonunion,57.27538218095924,-0.6709960389188439,38.431554570986584,15.120187196265206,61.74292194570795,16.371842247240284,6.441199745608977,26.302484748871585,14.06594897298109,5.533988513833066,22.597909432129107,,,,400.3230746722277,54.71608813350912
CT,t7_iv_basic,2.375,0.735,ev_fathers_comparison,0.9,metro_weighted_lf_fixed,cps_scaled,-0.4036490367580881,native_nonunion,46.5074999096259,-0.8627998160704135,40.12666236792,15.787096133298714,64.46622860254126,17.09395816873392,6.725302952785252,27.462613384682577,14.68635842665872,5.778077184787329,23.594639668530103,,,,417.98019972856207,57.12946091137815
CT,t7_iv_basic,2.375,0.735,ev_fathers_comparison,0.9,metro_weighted_lf_fixed,cps_scaled,-0.4036490367580881,native_plus_foreign_nonunion,57.27538218095924,-0.8627998160704135,49.41718921109427,19.442282778461678,79.39209564372685,21.05172260392616,8.282412463624675,33.82103274422764,18.0866912512605,7.115875496916974,29.057507005604027,,,,514.7551627167146,70.35664600010266
CT,t7_iv_basic,2.375,0.735,ev_fathers_comparison,0.9,national_lf_fixed,cps_scaled,-0.4437626319765214,native_nonunion,46.5074999096259,-0.9485426258498145,44.11434608598656,17.355976834840355,70.87271533713276,18.792711432630274,7.393646131641991,30.191776733618553,16.14585066747108,6.3522875215515695,25.93941381339059,,,,459.5179887838593,62.806838686020896
CT,t7_iv_basic,2.375,0.735,ev_fathers_comparison,0.9,national_lf_fixed,cps_scaled,-0.4437626319765214,native_plus_foreign_nonunion,57.27538218095924,-0.9485426258498145,54.32814141047876,21.374406456400568,87.28187636455694,23.14378824086395,9.105497150426642,37.18207933130125,19.884099756235226,7.823032763042607,31.945166749427838,,,,565.9101968019119,77.34850715067475
CT,t7_iv_basic,2.375,0.735,ev_childless_women_comparison,0.72,metro_weighted,cps_scaled,-0.2833301277853591,native_nonunion,46.5074999096259,-0.48449451851296405,22.532628775955917,8.865047717159246,36.20020983475259,9.598899858557221,3.776510327509839,15.421289389604604,8.246942131999866,3.2446074644802843,13.249276799519448,,,,234.71158876431116,32.08033907937744
CT,t7_iv_basic,2.375,0.735,ev_childless_women_comparison,0.72,metro_weighted,cps_scaled,-0.2833301277853591,native_plus_foreign_nonunion,57.27538218095924,-0.48449451851296405,27.74960871240985,10.917572370895058,44.58164505392464,11.821333311486596,4.650885830001295,18.991780792971895,10.156356788742004,3.995831487747591,16.316882089736417,,,,289.0543670354049,39.50790055016065
CT,t7_iv_basic,2.375,0.735,ev_childless_women_comparison,0.72,national,cps_scaled,-0.3139162755175877,native_nonunion,46.5074999096259,-0.536796831135075,24.96507857550197,9.82205028250486,40.10810686849908,10.635123473163839,4.18419342034707,17.086053525980606,9.13721875863372,3.5948704033967784,14.679567113870663,,,,260.0492518802147,35.54348646173121
CT,t7_iv_basic,2.375,0.735,ev_childless_women_comparison,0.72,national,cps_scaled,-0.3139162755175877,native_plus_foreign_nonunion,57.27538218095924,-0.536796831135075,30.745243656789263,12.096149757012164,49.39433755656636,13.097473797792226,5.152959796487181,21.04198779909727,11.25275917838487,4.427190811066452,18.07832754570329,,,,320.2584597377821,43.772870506807294
CT,t7_iv_basic,2.375,0.735,ev_childless_women_comparison,0.72,metro_weighted_lf_fixed,cps_scaled,-0.4036490367580881,native_nonunion,46.5074999096259,-0.6902398528563306,32.10132989433599,12.62967690663897,51.57298288203301,13.675166534987131,5.380242362228201,21.970090707746063,11.749086741326972,4.622461747829863,18.87571173482408,,,,334.38415978284957,45.70356872910251
CT,t7_iv_basic,2.375,0.735,ev_childless_women_comparison,0.72,metro_weighted_lf_fixed,cps_scaled,-0.4036490367580881,native_plus_foreign_nonunion,57.27538218095924,-0.6902398528563306,39.53375136887541,15.553826222769342,63.513676514981476,16.841378083140924,6.6259299708997395,27.056826195382108,14.469353001008399,5.692700397533579,23.24600560448322,,,,411.8041301733716,56.285316800082114
CT,t7_iv_basic,2.375,0.735,ev_childless_women_comparison,0.72,national_lf_fixed,cps_scaled,-0.4437626319765214,native_nonunion,46.5074999096259,-0.7588341006798516,35.291476868789246,13.884781467872283,56.69817226970621,15.034169146104219,5.914916905313593,24.153421386894845,12.916680533976864,5.081830017241256,20.751531050712472,,,,367.6143910270875,50.245470948816724
CT,t7_iv_basic,2.375,0.735,ev_childless_women_comparison,0.72,national_lf_fixed,cps_scaled,-0.4437626319765214,native_plus_foreign_nonunion,57.27538218095924,-0.7588341006798516,43.462513128383,17.099525165120454,69.82550109164555,18.515030592691158,7.284397720341313,29.745663465041,15.907279804988178,6.258426210434086,25.55613339954227,,,,452.7281574415294,61.87880572053978
CT,t10_female_x_L,0.479,0.106,service_channel_lower_bound,1.0,metro_weighted,cps_scaled,-0.2833301277853591,native_nonunion,46.5074999096259,-0.135715131209187,6.311771452446131,3.5741229410469497,9.049419963845315,2.6888146387420515,1.5225763728860005,3.855052904598104,2.3101083515952836,1.3081289964231835,3.312087706767385,,,,65.74669650181582,8.986247028667716
CT,t10_female_x_L,0.479,0.106,service_channel_lower_bound,1.0,metro_weighted,cps_scaled,-0.2833301277853591,native_plus_foreign_nonunion,57.27538218095924,-0.135715131209187,7.773136007745214,4.40163968839418,11.14463232709625,3.311355939299461,1.8750985072559208,4.747613371343003,2.8449677788347483,1.61100012595227,4.078935431717228,,,,80.9690302982216,11.06683296112687
CT,t10_female_x_L,0.479,0.106,service_channel_lower_bound,1.0,national,cps_scaled,-0.3139162755175877,native_nonunion,46.5074999096259,-0.15036589597292452,6.993141893371605,3.959957843753891,10.026325942989319,2.9790784465763034,1.6869420414391576,4.27121485171345,2.559489932974007,1.449344570813924,3.6696352951340905,,,,72.84420564363909,9.95633334220424
CT,t10_female_x_L,0.479,0.106,service_channel_lower_bound,1.0,national,cps_scaled,-0.3139162755175877,native_plus_foreign_nonunion,57.27538218095924,-0.15036589597292452,8.612264158831612,4.876806952904981,12.347721364758243,3.668824531662267,2.0775197619375216,5.260129301387011,3.15208868213237,1.784911344763223,4.519266019501517,,,,89.70982585637287,12.261523375883446
CT,t10_female_x_L,0.479,0.106,service_channel_lower_bound,1.0,metro_weighted_lf_fixed,cps_scaled,-0.4036490367580881,native_nonunion,46.5074999096259,-0.1933478886071242,8.992126911922188,5.091909193298067,12.892344630546308,3.8306460644788523,2.1691533163449765,5.492138812612727,3.2911184497635206,1.8636387647470924,4.718598134779949,,,,93.66667399765204,12.802344690783688
CT,t10_female_x_L,0.479,0.106,service_channel_lower_bound,1.0,metro_weighted_lf_fixed,cps_scaled,-0.4036490367580881,native_plus_foreign_nonunion,57.27538218095924,-0.1933478886071242,11.074074213854574,6.270839018300447,15.8773094094087,4.717555615102048,2.6713774217959902,6.763733808408106,4.053111162270774,2.2951270806979633,5.8110952438435834,,,,115.3533206742953,15.766471782011303
CT,t10_female_x_L,0.479,0.106,service_channel_lower_bound,1.0,national_lf_fixed,cps_scaled,-0.4437626319765214,native_nonunion,46.5074999096259,-0.21256230071675372,9.885741181374296,5.597929933269237,14.17355242947936,4.2113257432654505,2.3847181515726947,6.037933334958207,3.6181812723829925,2.0488423555765407,5.187520189189446,,,,102.97502532279233,14.074608528937548
CT,t10_female_x_L,0.479,0.106,service_channel_lower_bound,1.0,national_lf_fixed,cps_scaled,-0.4437626319765214,native_plus_foreign_nonunion,57.27538218095924,-0.21256230071675372,12.174587010816056,6.894018749089242,17.45515527254287,5.18637406660764,2.936851987112017,7.435896146103263,4.455898845958677,2.5232108621666627,6.3885868297506905,,,,126.81683474531731,17.333302888969914
CT,t10_female_x_L_cityfe,0.468,0.105,service_channel_lower_bound,1.0,metro_weighted,cps_scaled,-0.2833301277853591,native_nonunion,46.5074999096259,-0.13259849980354807,6.166824717630042,3.455003078979908,8.878646356280173,2.627067329710398,1.4718313116454407,3.7823033477753536,2.2570578466525952,1.2645311269066464,3.249584566398543,,,,64.23685587233781,8.779882274355932
CT,t10_female_x_L_cityfe,0.468,0.105,service_channel_lower_bound,1.0,metro_weighted,cps_scaled,-0.2833301277853591,native_plus_foreign_nonunion,57.27538218095924,-0.13259849980354807,7.594629752870064,4.254940002569511,10.934319503170617,3.2353122747226473,1.8126044410946118,4.658020108350683,2.7796344895504435,1.5573080409404412,4.001960938160446,,,,79.1096162412687,10.812688571622914
CT,t10_female_x_L_cityfe,0.468,0.105,service_channel_lower_bound,1.0,national,cps_scaled,-0.3139162755175877,native_nonunion,46.5074999096259,-0.14691281694223107,6.832547820663698,3.827978714910303,9.83711692641709,2.910665371602735,1.630718932551789,4.190611810653681,2.5007125023629135,1.4010402096571708,3.600384795068655,,,,71.1713741987956,9.727691031631702
CT,t10_female_x_L_cityfe,0.468,0.105,service_channel_lower_bound,1.0,national,cps_scaled,-0.3139162755175877,native_plus_foreign_nonunion,57.27538218095924,-0.14691281694223107,8.414487737647589,4.714270694041021,12.114704781254153,3.5845717762378726,2.008279315661475,5.160864236814269,3.0797025119790176,1.7254230740190137,4.43398194993902,,,,87.64968371770878,11.979943507126206
CT,t10_female_x_L_cityfe,0.468,0.105,service_channel_lower_bound,1.0,metro_weighted_lf_fixed,cps_scaled,-0.4036490367580881,native_nonunion,46.5074999096259,-0.18890774920278525,8.785627128976166,4.92220391713152,12.649050340820812,3.742677156943847,2.0968588686980274,5.388495445189666,3.215539529205277,1.801526633670136,4.629552424740417,,,,91.51566478267462,12.508345125859634
CT,t10_female_x_L_cityfe,0.468,0.105,service_channel_lower_bound,1.0,metro_weighted_lf_fixed,cps_scaled,-0.4036490367580881,native_plus_foreign_nonunion,57.27538218095924,-0.18890774920278525,10.819763532534324,6.061841876560897,15.577685188507747,4.609219264859622,2.582344639414942,6.6360938903043,3.9600334529075627,2.2186341268212884,5.701432778993835,,,,112.70428825797539,15.404402492654054
CT,t10_female_x_L_cityfe,0.468,0.105,service_channel_lower_bound,1.0,national_lf_fixed,cps_scaled,-0.4437626319765214,native_nonunion,46.5074999096259,-0.20768091176501202,9.658719985142321,5.411359786547686,13.906080183736956,4.114614713670629,2.305239269069314,5.923990158271943,3.5350915145620894,1.980557681876453,5.0896253472477255,,,,100.6102543863608,13.75139204914984
CT,t10_female_x_L_cityfe,0.468,0.105,service_channel_lower_bound,1.0,national_lf_fixed,cps_scaled,-0.4437626319765214,native_plus_foreign_nonunion,57.27538218095924,-0.20768091176501202,11.895003593031138,6.664252013018728,17.125755173043547,5.067271530631265,2.838971357545978,7.295571703716551,4.353571315049396,2.4391162367648542,6.268026393333939,,,,123.90454835241859,16.935252091937205
CT,t7_iv_additional,2.068,0.754,all_channels,1.0,metro_weighted,acs_unscaled,-0.2657522166757864,native_nonunion,46.5074999096259,-0.5495755840855263,25.559386427190216,7.294065519279776,43.824707335100655,10.88829861798303,3.107271911213185,18.66932532475288,9.35473543235162,2.669627980056398,16.039842884646838,,,,266.2398717795537,36.38961931153166
CT,t7_iv_additional,2.068,0.754,all_channels,1.0,metro_weighted,acs_unscaled,-0.2657522166757864,native_plus_foreign_nonunion,57.27538218095924,-0.5495755840855263,31.47715161582242,8.982860637134314,53.97144259451053,13.409266588340351,3.8266986314192177,22.991834545261483,11.520637491391007,3.287726993191159,19.753547989590853,,,,327.88239397120043,44.81490851019079
CT,t7_iv_additional,2.068,0.754,all_channels,1.0,national,acs_unscaled,-0.2990390022991445,native_nonunion,46.5074999096259,-0.6184126567546309,28.760826578127507,8.207683468736812,49.313969687518195,12.252112122282318,3.496473157681882,21.007751086882752,10.526462527594667,3.0040121495576733,18.04891290563166,,,,299.5877386277471,40.947599945109324
CT,t7_iv_additional,2.068,0.754,all_channels,1.0,national,acs_unscaled,-0.2990390022991445,native_plus_foreign_nonunion,57.27538218095924,-0.6184126567546309,35.41982126116385,10.108008566483779,60.73163395584391,15.088843857255798,4.30601164932209,25.871676065189504,12.963654581585967,3.699531135333063,22.22777802783887,,,,368.9512930167646,50.428198479956244
CT,t7_iv_additional,2.068,0.754,all_channels,1.0,metro_weighted_lf_fixed,acs_unscaled,-0.3809194693294743,native_nonunion,46.5074999096259,-0.7877414625733529,36.635885999438784,10.455045687344677,62.81672631153288,15.606887435760921,4.453849462808832,26.759925408713006,13.408734275794595,3.826546721568152,22.990921830021033,,,,381.6184562491939,52.159544144691246
CT,t7_iv_additional,2.068,0.754,all_channels,1.0,metro_weighted_lf_fixed,acs_unscaled,-0.3809194693294743,native_plus_foreign_nonunion,57.27538218095924,-0.7877414625733529,45.11819332867658,12.875702599057917,77.36068405829525,19.220350358016223,5.485049307198672,32.95565140883377,16.513258758295628,4.712507151255197,28.31401036533606,,,,469.9745841305979,64.23604431709036
CT,t7_iv_additional,2.068,0.754,all_channels,1.0,national_lf_fixed,acs_unscaled,-0.4239238673377707,native_nonunion,46.5074999096259,-0.8766745576545099,40.771941910888444,11.635381643196288,69.90850217858059,17.368847254038478,4.9566725800016185,29.78102192807533,14.92253073938517,4.258549681409841,25.586511797360494,,,,424.7017672932329,58.04816359561635
CT,t7_iv_additional,2.068,0.754,all_channels,1.0,national_lf_fixed,acs_unscaled,-0.4239238673377707,native_plus_foreign_nonunion,57.27538218095924,-0.8766745576545099,50.21187033798544,14.329321759509423,86.09441891646145,21.390256763981796,6.104291069551014,36.676222458412575,18.37754454370267,5.244531763980449,31.51055732342489,,,,523.0329749377489,71.4880559329665
CT,t7_iv_additional,2.068,0.754,ev_fathers_comparison,0.9,metro_weighted,acs_unscaled,-0.2657522166757864,native_nonunion,46.5074999096259,-0.4946180256769737,23.003447784471195,6.564658967351799,39.442236601590594,9.799468756184728,2.7965447200918665,16.802392792277594,8.419261889116457,2.4026651820507583,14.435858596182157,,,,239.61588460159837,32.7506573803785
CT,t7_iv_additional,2.068,0.754,ev_fathers_comparison,0.9,metro_weighted,acs_unscaled,-0.2657522166757864,native_plus_foreign_nonunion,57.27538218095924,-0.4946180256769737,28.32943645424018,8.084574573420882,48.574298335059474,12.068339929506317,3.444028768277296,20.692651090735335,10.368573742251906,2.958954293872043,17.778193190631768,,,,295.0941545740804,40.333417659171715
CT,t7_iv_additional,2.068,0.754,ev_fathers_comparison,0.9,national,acs_unscaled,-0.2990390022991445,native_nonunion,46.5074999096259,-0.5565713910791678,25.884743920314754,7.386915121863131,44.382572718766376,11.026900910054085,3.1468258419136936,18.906975978194474,9.4738162748352,2.703610934601906,16.244021615068494,,,,269.62896476497235,36.85283995059839
