step,coef,dL,value_one_weekly_hour_bn,earnings_bn,tax_bn,tax_rate
published_2026_09_18,0.98,-0.6302730590177434,40.371009936839776,-24.935864729957167,-8.727552655485008,0.35
regressor_L_union_national_t7_iv_additional,2.068,-0.3139162755175877,40.371009936839776,26.20800611783396,9.172802141241885,0.35
regressor_L_union_national_t7_iv_additional_account_tau,2.068,-0.3139162755175877,40.371009936839776,26.20800611783396,11.164610606197266,0.426
regressor_L_union_national_t10_female_x_L,0.479,-0.3139162755175877,40.371009936839776,6.070423080484752,2.1246480781696633,0.35
regressor_L_union_national_t10_female_x_L_account_tau,0.479,-0.3139162755175877,40.371009936839776,6.070423080484752,2.5860002322865046,0.426
