acs_year,state,geo,geoid,name,total,hisp,nhw,nhb,total_12,hisp_12,nhw_12,nhb_12,total_18,hisp_18,nhw_18,nhb_18,mexican,hisp_b03001,nho,nho_12,nho_18
2022,TX,place,00100,"Abbott city, Texas",288,14,255,4.0,235.4,13.6,215.8,1.0,212,13,193,1.0,9,14,15.0,5.0,5.0
2022,TX,place,00160,"Abernathy city, Texas",3266,1563,1614,77.0,2676.0,1349.2,1290.6,25.0,2163,1044,1084,25.0,1432,1563,12.0,11.2,10.0
2022,TX,place,01000,"Abilene city, Texas",126356,34917,71935,12555.0,107102.2,28146.8,62794.8,10464.5,97189,24339,58329,9454.4,30141,34917,6949.0,5696.1,5066.6
2022,TX,place,01060,"Abram CDP, Texas",1952,1952,0,0.0,1364.8,1364.8,0.0,0.0,1116,1116,0,0.0,1952,1952,0.0,0.0,0.0
2022,TX,place,01084,"Acala CDP, Texas",31,28,3,0.0,31.0,28.0,3.0,0.0,31,28,3,0.0,0,28,0.0,0.0,0.0
2022,TX,place,01108,"Ackerly city, Texas",387,265,107,0.0,327.2,222.2,90.0,0.0,295,203,77,0.0,263,265,15.0,15.0,15.0
2022,TX,place,01240,"Addison town, Texas",17026,4597,7435,2927.0,15589.8,4038.2,7126.8,2516.7,15073,3659,7090,2461.5,2378,4597,2067.0,1908.1,1862.5
2022,TX,place,01324,"Adrian city, Texas",171,62,108,0.0,139.6,40.6,98.0,0.0,131,34,96,0.0,62,62,1.0,1.0,1.0
2022,TX,place,01390,"Agua Dulce CDP, Texas",2681,2681,0,0.0,2179.8,2179.8,0.0,0.0,1878,1878,0,0.0,2615,2681,0.0,0.0,0.0
2022,TX,place,01396,"Agua Dulce city, Texas",436,306,130,0.0,383.0,255.4,127.6,0.0,347,229,118,0.0,306,306,0.0,0.0,0.0
2022,TX,place,01420,"Aguilares CDP, Texas",21,0,21,0.0,21.0,0.0,21.0,0.0,17,0,17,0.0,0,0,0.0,0.0,0.0
2022,TX,place,01500,"Airport Heights CDP, Texas",142,142,0,0.0,142.0,142.0,0.0,0.0,117,117,0,0.0,142,142,0.0,0.0,0.0
2022,TX,place,01514,"Airport Road Addition CDP, Texas",151,151,0,0.0,145.4,145.4,0.0,0.0,129,129,0,0.0,131,151,0.0,0.0,0.0
2022,TX,place,01576,"Alamo city, Texas",19811,17062,2715,12.0,15240.8,12688.0,2531.4,12.0,13451,10963,2472,12.0,16744,17062,22.0,9.4,4.0
2022,TX,place,01594,"Alamo Beach CDP, Texas",175,0,175,0.0,175.0,0.0,175.0,0.0,175,0,175,0.0,0,0,0.0,0.0,0.0
2022,TX,place,01600,"Alamo Heights city, Texas",7417,1745,5235,75.0,6520.6,1581.4,4613.0,55.0,5756,1358,4103,55.0,1426,1745,362.0,271.2,240.0
2022,TX,place,01612,"Alanreed CDP, Texas",33,0,33,0.0,33.0,0.0,33.0,0.0,31,0,31,0.0,0,0,0.0,0.0,0.0
2022,TX,place,01636,"Alba town, Texas",538,26,442,29.0,495.8,25.2,414.0,19.0,445,24,373,19.0,21,26,41.0,37.6,29.0
2022,TX,place,01648,"Albany city, Texas",1644,269,1311,17.0,1447.8,269.0,1114.8,17.0,1298,222,1012,17.0,258,269,47.0,47.0,47.0
2022,TX,place,01696,"Aldine CDP, Texas",15511,13321,1571,432.0,12229.0,10215.4,1438.0,421.6,10606,8659,1390,405.0,11287,13321,187.0,154.0,152.0
2022,TX,place,01744,"Aledo city, Texas",5053,765,4002,49.0,4023.0,611.0,3225.8,40.6,3550,480,2926,23.0,669,765,237.0,145.6,121.0
2022,TX,place,01816,"Alfred CDP, Texas",298,298,0,0.0,239.0,239.0,0.0,0.0,239,239,0,0.0,298,298,0.0,0.0,0.0
2022,TX,place,01852,"Alice city, Texas",17916,15780,1760,75.0,14750.0,12779.8,1594.2,64.0,12659,10920,1363,59.1,14455,15780,301.0,312.0,316.9
2022,TX,place,01858,"Alice Acres CDP, Texas",975,975,0,0.0,717.4,717.4,0.0,0.0,487,487,0,0.0,841,975,0.0,0.0,0.0
2022,TX,place,01924,"Allen city, Texas",105444,12516,54091,11992.0,88121.4,9918.4,46980.0,10371.3,78159,8775,42267,9294.1,7940,12516,26845.0,20851.7,17822.9
2022,TX,place,02032,"Allison CDP, Texas",84,0,84,0.0,78.6,0.0,78.6,0.0,75,0,75,0.0,0,0,0.0,0.0,0.0
2022,TX,place,02044,"Alma town, Texas",469,76,391,0.0,422.2,57.2,363.0,0.0,392,45,345,0.0,69,76,2.0,2.0,2.0
2022,TX,place,02104,"Alpine city, Texas",5997,3253,2537,32.0,5463.4,2862.2,2431.2,32.0,5093,2658,2265,32.0,2685,3253,175.0,138.0,138.0
2022,TX,place,02188,"Alto town, Texas",1101,344,420,289.0,857.8,262.6,379.4,184.8,761,221,349,168.0,344,344,48.0,31.0,23.0
2022,TX,place,02194,"Alto Bonito Heights CDP, Texas",726,726,0,0.0,494.8,494.8,0.0,0.0,487,487,0,0.0,726,726,0.0,0.0,0.0
2022,TX,place,02212,"Alton city, Texas",18493,18336,112,0.0,14089.8,13949.2,100.4,0.0,11908,11792,83,0.0,18084,18336,45.0,40.2,33.0
2022,TX,place,02260,"Alvarado city, Texas",5107,1737,2658,572.0,4081.8,1351.6,2337.2,320.9,3630,1148,2112,304.8,1639,1737,140.0,72.1,65.2
2022,TX,place,02272,"Alvin city, Texas",27325,12443,12365,1665.0,22224.6,9814.8,10353.4,1359.2,19980,8715,9608,1031.3,9764,12443,852.0,697.2,625.7
2022,TX,place,02284,"Alvord town, Texas",1124,66,1000,1.0,860.2,43.2,767.8,1.0,781,37,707,1.0,66,66,57.0,48.2,36.0
2022,TX,place,02286,"Amada Acres CDP, Texas",0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0
2022,TX,place,02290,"Amargosa CDP, Texas",364,240,124,0.0,364.0,240.0,124.0,0.0,364,240,124,0.0,212,240,0.0,0.0,0.0
2022,TX,place,03000,"Amarillo city, Texas",200360,68445,104556,13335.0,165088.6,52946.6,91011.8,10260.9,147255,45061,83891,8747.7,60259,68445,14024.0,10869.3,9555.3
2022,TX,place,03008,"Amaya CDP, Texas",0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0
2022,TX,place,03072,"Ames city, Texas",987,95,56,830.0,843.6,66.8,35.0,735.8,694,62,32,594.0,95,95,6.0,6.0,6.0
2022,TX,place,03084,"Amherst city, Texas",1015,703,236,69.0,822.8,539.2,226.6,50.8,739,487,204,43.0,682,703,7.0,6.2,5.0
2022,TX,place,03096,"Amistad CDP, Texas",78,45,33,0.0,78.0,45.0,33.0,0.0,58,25,33,0.0,45,45,0.0,0.0,0.0
2022,TX,place,03126,"Anacua CDP, Texas",0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0
2022,TX,place,03144,"Anahuac city, Texas",2420,1061,806,394.0,1839.8,709.2,701.4,345.0,1728,666,652,330.0,1054,1061,159.0,84.2,80.0
2022,TX,place,03192,"Anderson city, Texas",289,46,169,67.0,215.8,28.0,130.4,50.4,184,23,116,39.0,42,46,7.0,7.0,6.0
2022,TX,place,03216,"Andrews city, Texas",13342,7146,5542,417.0,10524.8,5369.6,4529.0,417.0,9276,4584,4120,417.0,6680,7146,237.0,209.2,155.0
2022,TX,place,03264,"Angleton city, Texas",19452,5545,10936,1938.0,16461.6,4556.6,9407.4,1752.9,15118,4079,8740,1572.9,5112,5545,1033.0,744.7,726.1
2022,TX,place,03288,"Angus city, Texas",414,97,296,5.0,372.2,71.6,285.0,5.0,340,56,269,5.0,84,97,16.0,10.6,10.0
2022,TX,place,03300,"Anna city, Texas",18585,3672,11123,3075.0,15274.2,3030.6,9034.0,2687.2,13543,2551,8336,2142.0,3365,3672,715.0,522.4,514.0
2022,TX,place,03336,"Annetta town, Texas",3077,228,2709,8.0,2524.6,181.0,2260.6,8.0,2162,176,1921,8.0,197,228,132.0,75.0,57.0
2022,TX,place,03340,"Annetta North town, Texas",566,81,469,7.0,465.2,59.2,399.0,0.0,387,28,352,0.0,11,81,9.0,7.0,7.0
2022,TX,place,03342,"Annetta South town, Texas",780,36,711,0.0,630.4,24.6,574.0,0.0,590,19,541,0.0,23,36,33.0,31.8,30.0
2022,TX,place,03360,"Annona town, Texas",244,59,111,64.0,195.2,52.0,104.6,28.6,183,50,95,28.0,59,59,10.0,10.0,10.0
2022,TX,place,03372,"Anson city, Texas",2000,685,1243,42.0,1717.4,569.2,1083.0,34.4,1538,473,1004,28.9,538,685,30.0,30.8,32.1
2022,TX,place,03432,"Anthony town, Texas",3811,3619,160,20.0,3027.4,2836.4,160.0,20.0,2692,2501,160,20.0,3396,3619,12.0,11.0,11.0
2022,TX,place,03540,"Anton city, Texas",1094,569,443,14.0,926.4,481.0,388.8,11.6,777,404,346,11.6,569,569,68.0,45.0,15.4
2022,TX,place,03564,"Appleby city, Texas",490,139,267,39.0,397.6,96.8,241.8,39.0,376,83,234,39.0,116,139,45.0,20.0,20.0
2022,TX,place,03588,"Aquilla city, Texas",95,5,90,0.0,68.0,5.0,63.0,0.0,56,5,51,0.0,5,5,0.0,0.0,0.0
2022,TX,place,03600,"Aransas Pass city, Texas",8720,3952,3909,336.0,7420.0,3303.4,3475.6,228.7,6545,2606,3346,188.9,3480,3952,523.0,412.3,404.1
2022,TX,place,03696,"Archer City city, Texas",1549,110,1303,7.0,1313.0,88.6,1117.8,7.0,1124,62,1031,7.0,98,110,129.0,99.6,24.0
2022,TX,place,03708,"Arcola city, Texas",2604,2174,180,250.0,1983.0,1603.4,154.2,226.6,1640,1290,142,210.1,1963,2174,0.0,-1.2,-2.1
2022,TX,place,03768,"Argyle city, Texas",4638,194,4168,54.0,4086.6,92.4,3746.8,41.2,3825,75,3529,22.0,172,194,222.0,206.2,199.0
2022,TX,place,04000,"Arlington city, Texas",393469,117877,144570,87935.0,328696.0,92626.6,128319.4,71746.2,293889,79829,118335,63633.4,91036,117877,43087.0,36003.8,32091.6
2022,TX,place,04156,"Arp city, Texas",1367,12,1122,44.0,1119.8,8.0,938.8,44.0,954,8,788,44.0,12,12,189.0,129.0,114.0
2022,TX,place,04174,"Arroyo Colorado Estates CDP, Texas",764,739,25,0.0,653.4,628.4,25.0,0.0,551,526,25,0.0,739,739,0.0,0.0,0.0
2022,TX,place,04176,"Arroyo Gardens CDP, Texas",316,316,0,0.0,304.0,304.0,0.0,0.0,304,304,0,0.0,316,316,0.0,0.0,0.0
2022,TX,place,04300,"Asherton city, Texas",645,599,33,2.0,591.6,573.6,15.0,2.0,568,550,15,2.0,586,599,11.0,1.0,1.0
2022,TX,place,04408,"Aspermont town, Texas",1057,301,750,6.0,861.6,201.6,654.0,6.0,721,153,562,6.0,301,301,0.0,0.0,0.0
2022,TX,place,04462,"Atascocita CDP, Texas",89121,27456,35763,20273.0,73173.0,20871.4,30725.4,16860.0,64543,17179,28318,14958.3,20875,27456,5629.0,4716.2,4087.7
2022,TX,place,04504,"Athens city, Texas",12878,3928,6112,2189.0,10898.8,2856.8,5509.6,2140.8,10047,2470,5262,1967.0,3579,3928,649.0,391.6,348.0
2022,TX,place,04516,"Atlanta city, Texas",5453,528,2744,1537.0,4607.4,302.6,2463.0,1453.6,4239,206,2388,1276.0,437,528,644.0,388.2,369.0
2022,TX,place,04600,"Aubrey city, Texas",5932,313,3983,730.0,4615.4,220.8,3391.6,527.0,4316,195,3222,458.4,130,313,906.0,476.0,440.6
2022,TX,place,04672,"Aurora city, Texas",1552,347,1114,21.0,1314.4,260.0,1007.8,10.4,1164,205,929,8.0,347,347,70.0,36.2,22.0
2022,TX,place,05000,"Austin city, Texas",958202,311884,456627,71592.0,836019.0,258832.8,414856.8,62133.5,779288,233145,394976,57660.3,233961,311884,118099.0,100195.9,93506.7
2022,TX,place,05036,"Austwell city, Texas",115,37,66,10.0,115.0,37.0,66.0,10.0,115,37,66,10.0,36,37,2.0,2.0,2.0
2022,TX,place,05072,"Avery town, Texas",1024,138,875,3.0,853.4,118.0,727.2,3.0,770,103,660,3.0,138,138,8.0,5.2,4.0
2022,TX,place,05084,"Avinger town, Texas",470,24,287,151.0,409.6,19.8,255.6,127.2,374,15,229,123.0,23,24,8.0,7.0,7.0
2022,TX,place,05168,"Azle city, Texas",13409,2290,10421,215.0,10762.2,1615.0,8625.4,163.0,9662,1390,7808,163.0,1696,2290,483.0,358.8,301.0
2022,TX,place,05180,"Bacliff CDP, Texas",10313,4883,4290,704.0,8278.2,3653.4,3779.2,406.5,7086,2846,3563,252.3,3508,4883,436.0,439.1,424.7
2022,TX,place,05264,"Bailey city, Texas",249,15,207,18.0,224.6,10.0,194.0,18.0,219,10,189,18.0,9,15,9.0,2.6,2.0
2022,TX,place,05288,"Bailey's Prairie village, Texas",763,124,589,33.0,701.4,102.6,550.0,31.2,628,96,485,28.5,59,124,17.0,17.6,18.5
2022,TX,place,05336,"Baird city, Texas",1735,183,1456,31.0,1467.2,161.0,1243.2,8.0,1377,134,1180,8.0,140,183,65.0,55.0,55.0
2022,TX,place,05372,"Balch Springs city, Texas",27322,14781,4593,7774.0,21888.6,11173.8,3976.2,6572.3,18972,9223,3721,5830.7,12832,14781,174.0,166.3,197.3
2022,TX,place,05384,"Balcones Heights city, Texas",2729,1960,445,309.0,2462.2,1746.2,398.0,303.0,2239,1544,395,285.0,1743,1960,15.0,15.0,15.0
2022,TX,place,05456,"Ballinger city, Texas",3587,1085,2251,219.0,2871.0,748.4,1882.6,208.0,2677,633,1815,197.0,1002,1085,32.0,32.0,32.0
2022,TX,place,05468,"Balmorhea city, Texas",462,314,148,0.0,413.2,276.0,137.2,0.0,385,264,121,0.0,300,314,0.0,0.0,0.0
2022,TX,place,05520,"B and E CDP, Texas",83,83,0,0.0,83.0,83.0,0.0,0.0,83,83,0,0.0,83,83,0.0,0.0,0.0
2022,TX,place,05528,"Bandera city, Texas",565,173,385,5.0,520.0,150.0,363.0,5.0,514,144,363,5.0,121,173,2.0,2.0,2.0
2022,TX,place,05552,"Bangs city, Texas",1697,314,1156,108.0,1423.2,241.4,994.2,80.0,1327,200,947,80.0,300,314,119.0,107.6,100.0
2022,TX,place,05576,"Banquete CDP, Texas",455,430,25,0.0,355.0,330.0,25.0,0.0,333,308,25,0.0,389,430,0.0,0.0,0.0
2022,TX,place,05612,"Bardwell city, Texas",668,245,244,164.0,570.4,210.2,215.0,130.2,499,189,206,89.0,239,245,15.0,15.0,15.0
2022,TX,place,05648,"Barksdale CDP, Texas",29,0,29,0.0,29.0,0.0,29.0,0.0,29,0,29,0.0,0,0,0.0,0.0,0.0
2022,TX,place,05690,"Barrera CDP, Texas",331,331,0,0.0,173.4,173.4,0.0,0.0,159,159,0,0.0,320,331,0.0,0.0,0.0
2022,TX,place,05696,"Barrett CDP, Texas",3488,939,548,1811.0,2774.0,829.6,459.0,1432.3,2593,772,446,1377.4,871,939,190.0,53.1,-2.4
2022,TX,place,05708,"Barry city, Texas",369,203,137,2.0,264.8,144.6,106.2,2.0,248,129,105,2.0,183,203,27.0,12.0,12.0
2022,TX,place,05720,"Barstow city, Texas",313,306,7,0.0,238.6,231.6,7.0,0.0,206,199,7,0.0,302,306,0.0,0.0,0.0
2022,TX,place,05732,"Bartlett city, Texas",1495,696,592,157.0,1303.6,565.0,550.6,157.0,1218,529,508,152.2,660,696,50.0,31.0,28.8
2022,TX,place,05750,"Barton Creek CDP, Texas",3234,110,3012,15.0,2951.8,110.0,2729.8,15.0,2710,92,2506,15.0,94,110,97.0,97.0,97.0
2022,TX,place,05768,"Bartonville town, Texas",1957,256,1619,9.0,1646.8,140.6,1427.4,6.6,1439,104,1263,3.0,245,256,73.0,72.2,69.0
2022,TX,place,05864,"Bastrop city, Texas",9955,3005,5769,692.0,8638.2,2205.4,5291.0,692.0,8204,1935,5161,692.0,2739,3005,489.0,449.8,416.0
2022,TX,place,05924,"Batesville CDP, Texas",1124,1105,19,0.0,819.4,800.4,19.0,0.0,695,676,19,0.0,1105,1105,0.0,0.0,0.0
2022,TX,place,05984,"Bay City city, Texas",17869,10190,4527,2408.0,14175.6,7738.4,3952.8,1873.7,12674,6569,3815,1698.7,8356,10190,744.0,610.7,591.3
2022,TX,place,06060,"Bayou Vista city, Texas",2006,213,1708,0.0,1922.8,205.4,1632.4,0.0,1877,194,1598,0.0,200,213,85.0,85.0,85.0
2022,TX,place,06104,"Bayside town, Texas",379,126,218,6.0,361.0,126.0,200.0,6.0,347,124,188,6.0,115,126,29.0,29.0,29.0
2022,TX,place,06128,"Baytown city, Texas",84449,44114,24362,12649.0,69206.4,34921.0,21309.4,10125.7,60696,29496,19444,9040.6,39386,44114,3324.0,2850.3,2715.4
2022,TX,place,06140,"Bayview town, Texas",784,454,278,0.0,739.4,411.8,275.6,0.0,708,384,272,0.0,402,454,52.0,52.0,52.0
2022,TX,place,06200,"Beach City city, Texas",3126,388,2555,0.0,2865.4,302.4,2431.0,0.0,2679,261,2286,0.0,244,388,183.0,132.0,132.0
2022,TX,place,06242,"Bear Creek village, Texas",485,51,414,0.0,426.4,31.8,376.6,0.0,376,28,330,0.0,37,51,20.0,18.0,18.0
2022,TX,place,06244,"Bear Creek Ranch CDP, Texas",2189,59,173,1910.0,1817.8,59.0,173.0,1538.8,1651,59,173,1372.0,0,59,47.0,47.0,47.0
2022,TX,place,06272,"Beasley city, Texas",984,700,242,31.0,760.6,528.8,195.4,31.0,541,339,171,31.0,660,700,11.0,5.4,0.0
2022,TX,place,07000,"Beaumont city, Texas",114573,23191,32986,51892.0,95593.8,17149.8,29886.4,43181.6,86318,14432,28447,38479.9,19417,23191,6504.0,5376.0,4959.1
2022,TX,place,07036,"Beauxart Gardens CDP, Texas",863,0,843,0.0,735.0,0.0,715.0,0.0,735,0,715,0.0,0,0,20.0,20.0,20.0
2022,TX,place,07042,"Beaver Creek CDP, Texas",853,309,536,0.0,772.0,247.0,517.0,0.0,733,247,478,0.0,309,309,8.0,8.0,8.0
2022,TX,place,07108,"Beckville city, Texas",811,144,492,123.0,664.2,129.0,414.2,87.6,540,84,360,69.0,144,144,52.0,33.4,27.0
2022,TX,place,07132,"Bedford city, Texas",49455,8808,29497,5770.0,42122.0,6942.6,26552.2,4486.2,38890,5839,25329,4126.6,5566,8808,5380.0,4141.0,3595.4
2022,TX,place,07144,"Bedias city, Texas",280,43,154,16.0,223.4,31.6,125.0,16.0,213,28,125,16.0,38,43,67.0,50.8,44.0
2022,TX,place,07156,"Bee Cave city, Texas",8771,1438,5752,96.0,7267.8,1122.4,4977.4,96.0,6521,981,4594,96.0,904,1438,1485.0,1072.0,850.0
2022,TX,place,07192,"Beeville city, Texas",13637,9896,3029,364.0,11079.0,7739.4,2653.0,364.0,9879,6845,2426,364.0,8966,9896,348.0,322.6,244.0
2022,TX,place,07300,"Bellaire city, Texas",17163,1869,10863,247.0,14409.8,1521.0,9553.0,206.3,12719,1441,8512,128.0,597,1869,4184.0,3129.5,2638.0
2022,TX,place,07396,"Bellevue city, Texas",426,6,401,0.0,377.6,0.0,361.0,0.0,294,0,281,0.0,0,6,19.0,16.6,13.0
2022,TX,place,07408,"Bellmead city, Texas",10480,5026,2983,1832.0,8583.0,3778.4,2664.2,1621.6,7176,2746,2595,1400.6,4964,5026,639.0,518.8,434.4
2022,TX,place,07420,"Bells town, Texas",2067,250,1694,0.0,1703.4,151.8,1472.2,0.0,1439,141,1234,0.0,190,250,123.0,79.4,64.0
2022,TX,place,07432,"Bellville city, Texas",4200,1213,2686,122.0,3548.4,907.6,2339.8,113.6,3239,743,2195,113.6,1156,1213,179.0,187.4,187.4
2022,TX,place,07486,"Belterra CDP, Texas",6678,1350,4377,14.0,4848.8,992.6,3396.0,0.0,4027,708,2893,0.0,1126,1350,937.0,460.2,426.0
2022,TX,place,07492,"Belton city, Texas",23137,6374,13399,1891.0,19042.0,4768.6,11535.2,1631.1,17028,4168,10553,1462.0,5020,6374,1473.0,1107.1,845.0
2022,TX,place,07516,"Ben Arnold CDP, Texas",93,0,93,0.0,62.0,0.0,62.0,0.0,62,0,62,0.0,0,0,0.0,0.0,0.0
2022,TX,place,07528,"Benavides city, Texas",1409,1340,69,0.0,1072.4,1016.4,56.0,0.0,952,912,40,0.0,1257,1340,0.0,0.0,0.0
2022,TX,place,07540,"Ben Bolt CDP, Texas",2424,1798,626,0.0,1825.8,1338.8,487.0,0.0,1689,1222,467,0.0,1618,1798,0.0,0.0,0.0
2022,TX,place,07552,"Benbrook city, Texas",24366,5973,16003,1189.0,20558.6,4624.0,14160.8,970.4,18349,3325,13364,878.6,4959,5973,1201.0,803.4,781.4
2022,TX,place,07636,"Benjamin city, Texas",214,51,161,0.0,156.0,14.0,140.0,0.0,156,14,140,0.0,51,51,2.0,2.0,2.0
2022,TX,place,07642,"Benjamin Perez CDP, Texas",110,110,0,0.0,110.0,110.0,0.0,0.0,87,87,0,0.0,110,110,0.0,0.0,0.0
2022,TX,place,07708,"Ben Wheeler CDP, Texas",1958,255,1703,0.0,1584.6,127.0,1457.6,0.0,1554,118,1436,0.0,255,255,0.0,0.0,0.0
2022,TX,place,07852,"Berryville town, Texas",1169,151,940,37.0,1009.6,87.6,865.0,37.0,907,36,814,37.0,151,151,41.0,20.0,20.0
2022,TX,place,07864,"Bertram city, Texas",1832,629,1070,12.0,1635.6,566.0,957.4,12.0,1429,488,904,12.0,556,629,121.0,100.2,25.0
2022,TX,place,08104,"Beverly Hills city, Texas",1905,1344,338,192.0,1544.2,989.6,337.2,182.2,1362,857,335,133.3,1247,1344,31.0,35.2,36.7
2022,TX,place,08128,"Bevil Oaks city, Texas",1181,174,835,74.0,949.0,126.8,709.0,31.0,848,106,647,31.0,143,174,98.0,82.2,64.0
2022,TX,place,08164,"Bigfoot CDP, Texas",1012,767,245,0.0,1012.0,767.0,245.0,0.0,1012,767,245,0.0,767,767,0.0,0.0,0.0
2022,TX,place,08212,"Big Lake city, Texas",2977,2124,628,69.0,2291.0,1514.6,588.6,45.7,2040,1325,558,27.3,2009,2124,156.0,142.1,129.7
2022,TX,place,08224,"Big Sandy town, Texas",1458,155,1069,181.0,1233.0,150.2,886.2,148.6,1097,134,779,136.0,132,155,53.0,48.0,48.0
2022,TX,place,08236,"Big Spring city, Texas",25949,12834,10317,1789.0,22083.4,10608.0,8973.4,1698.9,20413,9481,8597,1594.2,10485,12834,1009.0,803.1,740.8
2022,TX,place,08240,"Big Thicket Lake Estates CDP, Texas",595,87,489,0.0,521.6,43.6,459.0,0.0,473,25,429,0.0,87,87,19.0,19.0,19.0
2022,TX,place,08260,"Big Wells city, Texas",432,414,5,0.0,368.8,350.8,5.0,0.0,331,313,5,0.0,403,414,13.0,13.0,13.0
2022,TX,place,08392,"Bishop city, Texas",3162,2157,702,224.0,2751.8,1855.8,623.4,224.0,2446,1625,555,224.0,2053,2157,79.0,48.6,42.0
2022,TX,place,08398,"Bishop Hills town, Texas",242,35,204,0.0,184.6,22.0,159.6,0.0,158,20,135,0.0,33,35,3.0,3.0,3.0
2022,TX,place,08404,"Bivins CDP, Texas",183,0,183,0.0,183.0,0.0,183.0,0.0,170,0,170,0.0,0,0,0.0,0.0,0.0
2022,TX,place,08410,"Bixby CDP, Texas",427,408,0,0.0,350.8,331.8,0.0,0.0,298,279,0,0.0,367,408,19.0,19.0,19.0
2022,TX,place,08488,"Blackwell city, Texas",199,26,172,0.0,168.0,26.0,141.0,0.0,155,26,128,0.0,12,26,1.0,1.0,1.0
2022,TX,place,08536,"Blanco city, Texas",2147,454,1577,5.0,1832.0,376.4,1358.6,5.0,1676,304,1289,5.0,406,454,111.0,92.0,78.0
2022,TX,place,08596,"Blanket town, Texas",388,79,301,0.0,346.6,56.4,282.2,0.0,322,43,271,0.0,60,79,8.0,8.0,8.0
2022,TX,place,08644,"Bledsoe CDP, Texas",104,83,21,0.0,67.4,64.4,3.0,0.0,53,50,3,0.0,73,83,0.0,0.0,0.0
2022,TX,place,08668,"Blessing CDP, Texas",337,192,145,0.0,231.0,133.0,98.0,0.0,231,133,98,0.0,192,192,0.0,0.0,0.0
2022,TX,place,08752,"Bloomburg town, Texas",288,0,257,24.0,238.2,0.0,208.0,23.2,215,0,191,20.0,0,0,7.0,7.0,4.0
2022,TX,place,08788,"Blooming Grove town, Texas",764,73,641,8.0,622.4,26.6,564.0,8.0,587,23,537,8.0,73,73,42.0,23.8,19.0
2022,TX,place,08800,"Bloomington CDP, Texas",1189,838,292,59.0,953.2,613.4,280.8,59.0,807,484,264,59.0,838,838,0.0,0.0,0.0
2022,TX,place,08812,"Blossom city, Texas",1261,121,1084,31.0,1071.8,78.2,945.8,27.8,963,74,847,22.0,121,121,25.0,20.0,20.0
2022,TX,place,08830,"Blue Berry Hill CDP, Texas",705,582,123,0.0,658.8,542.8,116.0,0.0,607,491,116,0.0,582,582,0.0,0.0,0.0
2022,TX,place,08860,"Blue Mound city, Texas",2622,1408,1120,30.0,2239.2,1147.2,1015.6,30.0,1921,963,887,30.0,1307,1408,64.0,46.4,41.0
2022,TX,place,08872,"Blue Ridge city, Texas",982,309,635,2.0,785.6,219.4,537.0,2.0,713,178,507,2.0,273,309,36.0,27.2,26.0
2022,TX,place,08908,"Bluetown CDP, Texas",619,593,26,0.0,440.6,414.6,26.0,0.0,385,359,26,0.0,593,593,0.0,0.0,0.0
2022,TX,place,08932,"Bluff Dale CDP, Texas",111,0,111,0.0,104.2,0.0,104.2,0.0,94,0,94,0.0,0,0,0.0,0.0,0.0
2022,TX,place,09004,"Blum town, Texas",402,92,309,0.0,347.2,67.8,278.4,0.0,321,56,264,0.0,90,92,1.0,1.0,1.0
2022,TX,place,09160,"Boerne city, Texas",18475,5603,11878,163.0,15437.4,4401.2,10276.8,155.5,13744,3788,9366,135.3,4559,5603,831.0,603.9,454.7
2022,TX,place,09172,"Bogata city, Texas",1068,106,919,2.0,917.4,81.4,804.4,2.0,805,73,707,2.0,106,106,41.0,29.6,23.0
2022,TX,place,09232,"Boling CDP, Texas",1044,810,173,26.0,869.8,636.6,173.0,25.2,857,627,173,22.0,782,810,35.0,35.0,35.0
2022,TX,place,09250,"Bolivar Peninsula CDP, Texas",2626,274,2118,178.0,2511.0,174.0,2103.0,178.0,2494,174,2086,178.0,274,274,56.0,56.0,56.0
2022,TX,place,09310,"Bonanza Hills CDP, Texas",0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0
2022,TX,place,09328,"Bonham city, Texas",10485,2369,6364,1346.0,9135.4,1976.0,5508.4,1298.8,8579,1751,5214,1291.0,2135,2369,406.0,352.2,323.0
2022,TX,place,09388,"Bonney village, Texas",197,133,58,5.0,179.4,115.4,58.0,5.0,165,105,54,5.0,112,133,1.0,1.0,1.0
2022,TX,place,09448,"Booker town, Texas",1398,837,490,12.0,1127.0,646.6,420.4,12.0,991,525,406,12.0,654,837,59.0,48.0,48.0
2022,TX,place,09556,"Borger city, Texas",12505,3928,7644,377.0,10634.0,2956.4,6826.0,353.7,9417,2568,6175,261.5,3676,3928,556.0,497.9,412.5
2022,TX,place,09598,"Botines CDP, Texas",13,6,7,0.0,13.0,6.0,7.0,0.0,13,6,7,0.0,6,6,0.0,0.0,0.0
2022,TX,place,09628,"Bovina city, Texas",1338,1204,115,0.0,1148.8,1037.6,102.2,0.0,936,837,90,0.0,1196,1204,19.0,9.0,9.0
2022,TX,place,09640,"Bowie city, Texas",5483,380,4943,55.0,4540.0,344.8,4077.2,55.0,4018,282,3618,55.0,347,380,105.0,63.0,63.0
2022,TX,place,09656,"Box Canyon CDP, Texas",80,60,20,0.0,70.8,50.8,20.0,0.0,57,37,20,0.0,60,60,0.0,0.0,0.0
