design,outcome,y,x,controls,estimator,n,coef,se,lo,hi,F,hansen_J,hansen_p,ar_lo,ar_hi,ar_kind
FG,commute (minutes),d_commute,dX,none,first stage on Z2,341,0.1889880129690119,0.08025021706986718,0.031697587512072245,0.3462784384259516,5.545951739807398,,,,,
FG,commute (minutes),d_commute,dX,none,first stage on Z2_exmex,341,0.25542818532703354,0.12403496014021644,0.012319663452209334,0.4985367072018577,4.24081583742478,,,,,
FG,commute (minutes),d_commute,dX,none,first stage on Z2_mex,341,0.5410666346257663,0.18734146170111668,0.17387736969157763,0.908255899559955,8.341299177815191,,,,,
FG,commute (minutes),d_commute,dX,none,first stage on Z,341,-0.03795386564039246,0.0932708040049372,-0.22076464149006939,0.14485691020928446,0.16558484686482589,,,,,
FG,commute (minutes),d_commute,dX,none,"first stage on Z+Z2, coefficient on Z",341,-0.21200979211545823,0.1347359583022966,-0.47609227038795954,0.05207268615704308,9.422878386980976,,,,,
FG,commute (minutes),d_commute,dX,none,"first stage on Z+Z2, coefficient on Z2",341,0.3957531172571666,0.13020085282009206,0.14055944572978618,0.650946788784547,9.422878386980976,,,,,
FG,commute (minutes),d_commute,dX,none,OLS,341,0.027283834064917932,0.0564359787056319,-0.08333068419812059,0.13789835232795644,,,,,,
FG,commute (minutes),d_commute,dX,none,reduced form on Z2,341,-0.030898326471535148,0.03778406748892561,-0.10495509874982935,0.04315844580675905,,,,,,
FG,commute (minutes),d_commute,dX,none,reduced form on Z2_exmex,341,-0.06070837755612801,0.048316641747615234,-0.15540899538145386,0.03399224026919784,,,,,,
FG,commute (minutes),d_commute,dX,none,IV with Z2,341,-0.16349357816996335,0.23216758043023078,-0.6185420358132157,0.29155487947328895,,,,-1.9699031401078613,0.209467914174681,bounded
FG,commute (minutes),d_commute,dX,none,IV with Z2 + baseline level,341,0.16773298208799403,0.36284003406132065,-0.5434334846721944,0.8788994488481825,,,,,,
FG,commute (minutes),d_commute,dX,none,IV with Z2_exmex,341,-0.23767297833009593,0.24655039558026406,-0.7209117536674134,0.24556579700722164,,,,-7.173265219467783,0.11985672702632261,bounded
FG,commute (minutes),d_commute,dX,none,IV with Z2_exmex + baseline level,341,-0.01738919953952056,0.34392229707799227,-0.6914769018123854,0.6566985027333443,,,,,,
FG,commute (minutes),d_commute,dX,none,IV with Z2_mex,341,-0.027980948204270106,0.22844284941540127,-0.4757289330584566,0.4197670366499164,,,,-0.9348324546557923,0.38179997104625124,bounded
FG,commute (minutes),d_commute,dX,none,IV with Z2_mex + baseline level,341,0.512274755201025,0.445444395826012,-0.36079626061795855,1.3853457710200083,,,,,,
FG,commute (minutes),d_commute,dX,none,IV with Z,341,1.438795840577086,3.7649137792166236,-5.940435166687497,8.818026847841669,,,,-0.43421512954528224,0.1292343122764696,unbounded-gap
FG,commute (minutes),d_commute,dX,none,IV with Z + baseline level,341,0.2741338821481687,0.2617065350251371,-0.23881092650109992,0.7870786907974373,,,,,,
FG,commute (minutes),d_commute,dX,none,IV with Z+Z2,341,0.14513183317642642,0.13136951043373576,-0.11235240727369566,0.4026160736265485,,6.036329797553832,0.014014389852898934,,,
FG,commute (minutes),d_commute,dX,none,IV with Z+Z2 + baseline level,341,0.2426353189037339,0.16224630369674287,-0.07536743634188209,0.56063807414935,,0.050497639215955084,0.8221995960405692,,,
FG,commute (minutes),d_commute,dX,none,level placebo: Z2 on 2000 level,341,1.388060634181702,0.2847679029558432,0.8299155443882492,1.9462057239751545,,,,,,
FG,commute (minutes),d_commute,dX,none,level placebo: Z2_exmex on 2000 level,341,1.8676178414213307,0.40537386647354584,1.0730850631331807,2.6621506197094806,,,,,,
FG,commute (minutes),d_commute,dX,none,level placebo: Z on 2000 level,341,0.8231333817585599,0.24359169337567374,0.34569366274223934,1.3005731007748804,,,,,,
FG,commute (minutes),d_commute,dX,none,level placebo: Z2 on 2000 level given lnpop0,341,0.4041876852064392,0.12628453638899506,0.1566699938840089,0.6517053765288695,,,,,,
FG,log commute,dln_commute,dX,none,first stage on Z2,341,0.1889880129690119,0.08025021706986718,0.031697587512072245,0.3462784384259516,5.545951739807398,,,,,
FG,log commute,dln_commute,dX,none,first stage on Z2_exmex,341,0.25542818532703354,0.12403496014021644,0.012319663452209334,0.4985367072018577,4.24081583742478,,,,,
FG,log commute,dln_commute,dX,none,first stage on Z2_mex,341,0.5410666346257663,0.18734146170111668,0.17387736969157763,0.908255899559955,8.341299177815191,,,,,
FG,log commute,dln_commute,dX,none,first stage on Z,341,-0.03795386564039246,0.0932708040049372,-0.22076464149006939,0.14485691020928446,0.16558484686482589,,,,,
FG,log commute,dln_commute,dX,none,"first stage on Z+Z2, coefficient on Z",341,-0.21200979211545823,0.1347359583022966,-0.47609227038795954,0.05207268615704308,9.422878386980976,,,,,
FG,log commute,dln_commute,dX,none,"first stage on Z+Z2, coefficient on Z2",341,0.3957531172571666,0.13020085282009206,0.14055944572978618,0.650946788784547,9.422878386980976,,,,,
FG,log commute,dln_commute,dX,none,OLS,341,0.0008322635208053834,0.001918591995539391,-0.002928176790451823,0.00459270383206259,,,,,,
FG,log commute,dln_commute,dX,none,reduced form on Z2,341,-0.0008946163815854436,0.0013205432198108394,-0.003482881092414689,0.0016936483292438016,,,,,,
FG,log commute,dln_commute,dX,none,reduced form on Z2_exmex,341,-0.001879003095962593,0.0017190828818182881,-0.0052484055443264375,0.0014903993524012517,,,,,,
FG,log commute,dln_commute,dX,none,IV with Z2,341,-0.004733720237230843,0.007822951103012243,-0.020066704399134837,0.010599263924673152,,,,-0.06154070034990416,0.008731597183238748,bounded
FG,log commute,dln_commute,dX,none,IV with Z2 + baseline level,341,0.010304921125062316,0.014620426157725363,-0.018351114144079396,0.03896095639420403,,,,,,
FG,log commute,dln_commute,dX,none,IV with Z2_exmex,341,-0.007356287222402058,0.00834998101816316,-0.02372225001800185,0.009009675573197734,,,,-0.22654596391185736,0.0056195430464476325,bounded
FG,log commute,dln_commute,dX,none,IV with Z2_exmex + baseline level,341,0.00389651572100691,0.013573089464781102,-0.02270673962996405,0.03049977107197787,,,,,,
FG,log commute,dln_commute,dX,none,IV with Z2_mex,341,5.724529571432546e-05,0.007654632982286827,-0.014945835349567855,0.015060325940996506,,,,-0.02816940892733241,0.014838868090740977,bounded
FG,log commute,dln_commute,dX,none,IV with Z2_mex + baseline level,341,0.021838452515262063,0.01707271166410712,-0.011624062346387895,0.05530096737691202,,,,,,
FG,log commute,dln_commute,dX,none,IV with Z,341,0.048018449782165185,0.12565481724078678,-0.1982649920097769,0.29430189157410724,,,,-0.013883870727367326,0.003880971630998138,unbounded-gap
FG,log commute,dln_commute,dX,none,IV with Z + baseline level,341,0.007892483897647962,0.00817863462963471,-0.00813763997643607,0.023922607771731993,,,,,,
FG,log commute,dln_commute,dX,none,IV with Z+Z2,341,0.00542715331105869,0.004690175925386312,-0.0037655915026984822,0.014619898124815862,,4.578949939949131,0.032367043631373216,,,
FG,log commute,dln_commute,dX,none,IV with Z+Z2 + baseline level,341,0.00860021118543447,0.005789925891814447,-0.002748043562521847,0.019948465933390787,,0.01824977990087772,0.8925393359073566,,,
FG,log commute,dln_commute,dX,none,level placebo: Z2 on 2000 level,341,0.05218916971654679,0.009409772025681162,0.03374601654621171,0.07063232288688187,,,,,,
FG,log commute,dln_commute,dX,none,level placebo: Z2_exmex on 2000 level,341,0.07078868768033456,0.013597242648035426,0.04413809209018512,0.09743928327048398,,,,,,
FG,log commute,dln_commute,dX,none,level placebo: Z on 2000 level,341,0.030927178275153608,0.008209720622289602,0.014836125855465988,0.04701823069484123,,,,,,
FG,log commute,dln_commute,dX,none,level placebo: Z2 on 2000 level given lnpop0,341,0.014056442038804462,0.00434551842057421,0.005539225934479012,0.022573658143129914,,,,,,
FG,"log commute, mode-share controls",dln_commute,dX,d_sh_transit+d_sh_home,first stage on Z2,341,0.16472296706549278,0.09337309281156198,-0.018288294845168696,0.34773422897615425,3.112180837229321,,,,,
FG,"log commute, mode-share controls",dln_commute,dX,d_sh_transit+d_sh_home,first stage on Z2_exmex,341,0.20787712757561014,0.13852684801580234,-0.06363549453536246,0.47938974968658277,2.2518813761909247,,,,,
FG,"log commute, mode-share controls",dln_commute,dX,d_sh_transit+d_sh_home,first stage on Z2_mex,341,0.5111880813656142,0.22973617233420768,0.06090518359056718,0.9614709791406613,4.951111159813843,,,,,
FG,"log commute, mode-share controls",dln_commute,dX,d_sh_transit+d_sh_home,first stage on Z,341,-0.10129946932141794,0.09879696026404299,-0.2949415114389422,0.09234257279610632,1.0513012364050034,,,,,
FG,"log commute, mode-share controls",dln_commute,dX,d_sh_transit+d_sh_home,"first stage on Z+Z2, coefficient on Z",341,-0.2190642102499917,0.13271748350527673,-0.4791904779203341,0.04106205742035071,4.5822409026665705,,,,,
FG,"log commute, mode-share controls",dln_commute,dX,d_sh_transit+d_sh_home,"first stage on Z+Z2, coefficient on Z2",341,0.3563821166359602,0.1309438944812823,0.09973208345264689,0.6130321498192735,4.5822409026665705,,,,,
FG,"log commute, mode-share controls",dln_commute,dX,d_sh_transit+d_sh_home,OLS,341,0.0006874080408207168,0.0015578109156632466,-0.0023659013538792463,0.0037407174355206805,,,,,,
FG,"log commute, mode-share controls",dln_commute,dX,d_sh_transit+d_sh_home,reduced form on Z2,341,-0.0019714107480264414,0.0012544833484153864,-0.004430198110920599,0.00048737661486771607,,,,,,
FG,"log commute, mode-share controls",dln_commute,dX,d_sh_transit+d_sh_home,reduced form on Z2_exmex,341,-0.0029152402225863785,0.001550145157935946,-0.005953524732140832,0.0001230442869680757,,,,,,
FG,"log commute, mode-share controls",dln_commute,dX,d_sh_transit+d_sh_home,IV with Z2,341,-0.011968038113608082,0.010645747892866146,-0.03283370398362573,0.008897627756409565,,,,0.003035437939070177,0.11186267350844264,unbounded-gap
FG,"log commute, mode-share controls",dln_commute,dX,d_sh_transit+d_sh_home,IV with Z2_exmex,341,-0.014023862348810728,0.012491198476561605,-0.03850661136287147,0.010458886665250015,,,,0.0005422151901397318,0.04427037168057692,unbounded-gap
FG,"log commute, mode-share controls",dln_commute,dX,d_sh_transit+d_sh_home,IV with Z2_mex,341,-0.007900755477964316,0.009591810382636509,-0.02670070382793187,0.010899192872003239,,,,-0.081076426765617,0.013649200155226587,bounded
FG,"log commute, mode-share controls",dln_commute,dX,d_sh_transit+d_sh_home,IV with Z,341,0.026180434025387445,0.03113730481147671,-0.034848683405106905,0.0872095514558818,,,,-0.03843183357356842,0.004461341370579225,unbounded-gap
FG,"log commute, mode-share controls",dln_commute,dX,d_sh_transit+d_sh_home,IV with Z+Z2,341,0.00711426364426173,0.0049942843265173105,-0.002674533635712198,0.016903060924235658,,6.073069055561762,0.013725826284205156,,,
FG,log commute,dln_commute,dlnpop,none,first stage on Z2,341,0.006699072121241285,0.00576206295548054,-0.004594571271500574,0.017992715513983144,1.35167819754073,,,,,
FG,log commute,dln_commute,dlnpop,none,first stage on Z2_exmex,341,0.01625547210525425,0.008370819578220452,-0.00015133426805783584,0.032662278478566335,3.771057995695572,,,,,
FG,log commute,dln_commute,dlnpop,none,first stage on Z2_mex,341,-0.00868767403832002,0.012984579768217451,-0.03413745038402623,0.016762102307386183,0.4476630385347682,,,,,
FG,log commute,dln_commute,dlnpop,none,first stage on Z,341,-0.002293792142823949,0.003030139312707286,-0.00823286519573023,0.0036452809100823314,0.5730373498424759,,,,,
