cbsa,pop,pop_fb,emp,emp_fb,emp_mex,emp2564_noba,emp2564_ba,emp2564_hsl,emp2564_somecol_up,emp2564_noba_fb,emp2564_ba_fb,emp2564_noba_mex,emp2564_hsl_fb,emp2564_nat,hrs2564_noba,hrs2564_ba,hrs2564_hsl,hrs2564_somecol_up,hrs_all,hrs_fb,commuters,commute_min,commuters_nat,commute_min_nat,car_nat,car_min_nat,car_all,car_min_all,workers_nat,home_nat,transit_nat,workers,home,transit,n_week_noba,r_week_noba,raw_week_noba,obs_week_noba,n_hour_noba,r_hour_noba,raw_hour_noba,obs_hour_noba,n_week_ba,r_week_ba,raw_week_ba,obs_week_ba,n_hour_ba,r_hour_ba,raw_hour_ba,obs_hour_ba,n_week_hsl,r_week_hsl,raw_week_hsl,obs_week_hsl,n_hour_hsl,r_hour_hsl,raw_hour_hsl,obs_hour_hsl,n_week_somecol,r_week_somecol,raw_week_somecol,obs_week_somecol,n_hour_somecol,r_hour_somecol,raw_hour_somecol,obs_hour_somecol,sample,fp_pop_share
33860,125301.0,1927.0,90703.0,1231.0,41.0,52847.0,23787.0,29758.0,46876.0,833.0,308.0,41.0,508.0,75493.0,106563076.0,49857614.0,58212613.5,98208076.5,177147464.5,2509724.5,88349.0,1594467.0,87201.0,1570132.0,83807.0,1507844.0,84932.0,1532156.0,88173.0,972.0,973.0,89360.0,1011.0,973.0,34225.0,-6046.681855355133,211097.95754545144,1349.0,47461.0,-6166.735932703812,113392.95435013155,1889.0,14361.0,-2087.9518295290127,96577.55251062417,606.0,19988.0,-1886.5340327627082,58470.794326687304,834.0,19219.0,-3536.0450076109614,116514.08800089527,758.0,28067.0,-3753.297466331728,64420.30576386926,1118.0,15006.0,-2510.636847744168,94583.8695445561,591.0,19394.0,-2413.438466372073,48972.64858626211,771.0,199001,0.6449983839689722
34620,74883.0,1056.0,51932.0,656.0,29.0,31964.0,8900.0,21202.0,19662.0,229.0,363.0,29.0,162.0,40272.0,65052536.0,17078026.0,43466236.5,38664325.5,97837701.0,1162408.0,49854.0,907531.0,49201.0,899543.0,45972.0,855989.0,46452.0,862437.0,50227.0,1026.0,392.0,50880.0,1026.0,392.0,19837.0,-1546.3305919814643,124907.10760108584,1013.0,30348.0,-2479.270850864004,74548.68270987448,1527.0,3881.0,-800.8950801911759,26040.76461097512,169.0,7053.0,-1048.665008875289,20478.590344453318,309.0,13260.0,-686.4810844717657,83011.81680149141,695.0,21113.0,-1518.149239353523,50881.76360521015,1084.0,6577.0,-859.8495075096986,41895.290799594375,318.0,9235.0,-961.1216115104814,23666.91910466423,443.0,199001,1.0
34820,92418.0,1845.0,65328.0,1230.0,54.0,44547.0,9822.0,28134.0,26235.0,963.0,144.0,0.0,621.0,53262.0,89928466.5,20605167.0,54929029.5,55604604.0,128059456.5,2614054.5,63516.0,1192119.0,62343.0,1173411.0,59301.0,1121973.0,60450.0,1140441.0,63315.0,972.0,450.0,64545.0,1029.0,450.0,24120.0,-5783.141957206043,147017.98056177094,1068.0,38535.0,-7910.923602906443,88622.55097222567,1675.0,4512.0,-1171.19591069592,29728.50401802844,203.0,7290.0,-1590.6920589600716,20316.5474704553,331.0,14811.0,-3434.419586433071,89235.67374001227,656.0,25077.0,-5021.808470162726,55995.01983443615,1090.0,9309.0,-2348.722370772974,57782.30682175892,412.0,13458.0,-2889.115132743725,32627.53113778929,585.0,199001,0.7288710466616254
34900,65839.0,9558.0,49140.0,6965.0,3669.0,30310.0,11780.0,14902.0,27188.0,4517.0,1111.0,2536.0,3462.0,36462.0,59702254.0,24202787.0,28944961.0,54960080.0,93690241.5,12644398.0,46351.0,1000409.0,39766.0,859556.0,37152.0,813073.0,43039.0,941876.0,41467.0,1701.0,446.0,48278.0,1927.0,552.0,13923.0,2230.4050201792866,91472.89546673073,652.0,21915.0,3829.3754528471222,60265.624972730744,1033.0,5417.0,-206.23320156759542,37360.83507696995,265.0,8175.0,-132.62870321444862,24853.905940698907,402.0,6674.0,1422.80729605535,43420.23600515821,312.0,10592.0,2319.907876654474,28458.710199404453,501.0,7249.0,807.5977241239392,48052.65946157249,340.0,11323.0,1509.4675761926455,31806.91477332631,532.0,199001,1.0
34980,471045.0,12441.0,362340.0,8883.0,312.0,220977.0,85077.0,135237.0,170817.0,4689.0,3276.0,234.0,3003.0,298089.0,455921377.5,183878257.5,276212934.0,363586701.0,727388343.0,18305317.5,350439.0,7521144.0,341979.0,7347078.0,326271.0,6963990.0,334077.0,7124538.0,349275.0,7296.0,6321.0,358077.0,7638.0,6429.0,141501.0,-5800.331539171284,890252.5773976065,6098.0,200673.0,-5860.8009716782,498391.66831014503,8661.0,50511.0,-4230.457754493063,340139.05171604897,2087.0,68784.0,-5472.44633846232,199758.12958680317,2862.0,88263.0,-2932.5694661217035,549114.3787065656,3869.0,128169.0,-2237.547676491825,310485.36099346995,5624.0,53238.0,-2867.76207304957,341138.198691041,2229.0,72504.0,-3623.2532951863595,187906.30731667456,3037.0,199001,0.6387977299431618
35300,502711.0,37836.0,383450.0,28872.0,419.0,223495.0,100858.0,137564.0,186789.0,18522.0,7575.0,231.0,13638.0,298256.0,447720889.5,206812392.5,276111455.0,378421827.0,746833298.5,57512108.5,367807.0,7406478.0,340010.0,6876283.0,317562.0,6420952.0,342243.0,6897204.0,346566.0,6556.0,9403.0,374856.0,7049.0,10329.0,128783.0,23864.21223047488,843193.6373495227,5760.0,193576.0,41632.59834101519,531134.0733799861,8681.0,54070.0,3673.5010157253682,374401.8923904042,2484.0,77278.0,7249.248421124487,240723.82043811958,3574.0,80170.0,15586.198661629454,519614.4482312262,3551.0,123422.0,27520.311146096617,331370.3327360309,5491.0,48613.0,8278.013568845412,323579.1891182985,2209.0,70154.0,14112.287194918354,199763.74064395775,3190.0,199001,1.0
35380,587664.0,35835.0,381840.0,23235.0,585.0,234243.0,92334.0,137535.0,189042.0,15117.0,6411.0,399.0,9288.0,305049.0,474218467.5,193782766.5,272513749.5,395487484.5,752665977.0,46423209.0,369636.0,8587743.0,347664.0,8061513.0,296307.0,6527094.0,314700.0,6944451.0,352740.0,5076.0,32598.0,375516.0,5880.0,34566.0,131160.0,-15990.233315915451,816253.3518475516,5586.0,205218.0,-22395.426348711662,494582.4178740819,8767.0,48714.0,-3944.921827035226,329757.40924627637,2097.0,70299.0,-5388.805059231632,205867.5496875387,3031.0,76941.0,-9943.468650367173,471444.048851468,3297.0,126705.0,-13635.30542363384,295420.072870148,5458.0,54219.0,-6046.764665548268,344809.3029960795,2289.0,78513.0,-8760.12092507779,199162.34500393504,3309.0,199001,0.7027896594668863
35620,10945121.0,2605006.0,7708936.0,1813937.0,33189.0,4398603.0,2239589.0,2767433.0,3870759.0,1193933.0,436617.0,19534.0,857037.0,5007642.0,8650534419.5,4607318048.5,5401452855.0,7856399613.0,14886267810.0,3510559619.0,7385777.0,231388199.0,5655204.0,172276429.0,3850158.0,99072102.0,4730940.0,123675791.0,5777042.0,121838.0,1398002.0,7546377.0,160600.0,2073478.0,1992106.0,424093.08716477803,13100863.858387439,92371.0,2978855.0,743017.6048483377,8298876.323337497,138141.0,1046812.0,220066.98611381344,7389759.112809427,49023.0,1484715.0,337610.01561065967,4810354.704802666,69800.0,1211151.0,246895.55474660115,7856904.990125575,55995.0,1870793.0,454911.66601715446,5067233.209965536,86455.0,780955.0,177197.53241817688,5243958.868261847,36376.0,1108062.0,288105.9388311838,3231643.1133719645,51686.0,199001,0.9701041235198423
35660,100111.0,3157.0,69970.0,2255.0,76.0,45222.0,13294.0,26054.0,32462.0,994.0,1159.0,14.0,510.0,56363.0,93228382.0,27168742.0,53620298.5,66776825.5,138073311.0,4338202.0,66739.0,1122433.0,64651.0,1087825.0,61409.0,1049937.0,63350.0,1080520.0,66609.0,1958.0,289.0,68830.0,2091.0,331.0,26484.0,-1269.1145674988936,167820.5633779057,1433.0,42253.0,-2521.2742575109696,104894.16617299711,2283.0,6771.0,-1025.376666183109,45531.52035940224,333.0,10399.0,-1392.277314913535,30008.031806487994,523.0,15541.0,-442.24236159026276,97309.73506443702,852.0,26167.0,-977.9190881922337,63445.92802868547,1426.0,10943.0,-826.8722059086309,70510.82831346903,581.0,16086.0,-1543.3551693187378,41448.2381443114,857.0,199001,1.0
35840,262384.0,14062.0,190198.0,10051.0,2321.0,128464.0,34005.0,77049.0,85420.0,7152.0,1662.0,1589.0,4853.0,153655.0,261641388.5,72154125.0,154422515.0,179372998.5,375972649.0,19290680.0,180979.0,3376226.0,171522.0,3180752.0,163108.0,3049206.0,172018.0,3231360.0,176439.0,4917.0,1081.0,186110.0,5131.0,1186.0,69318.0,-7444.84647132225,432756.30195039534,3568.0,107223.0,-11195.474354391828,259764.33046059852,5527.0,16520.0,-3178.5501611052914,110329.08588751315,843.0,25953.0,-4074.893367570041,74423.51726525245,1339.0,41973.0,-4199.42544073862,258387.7801506291,2154.0,67405.0,-6495.879340460001,158193.55238555494,3460.0,27345.0,-3245.4210305836223,174368.52179976742,1414.0,39818.0,-4699.595013931829,101570.77807504352,2067.0,199001,1.0
35980,160186.0,7837.0,121536.0,5831.0,83.0,74102.0,27966.0,43817.0,58251.0,3705.0,1637.0,66.0,2067.0,96726.0,152198490.0,56604264.0,88641162.0,120161592.0,240842668.5,11011841.5,116107.0,2332024.0,110573.0,2227481.0,104065.0,2123919.0,109202.0,2220133.0,112874.0,2301.0,1090.0,118568.0,2461.0,1164.0,44929.0,5145.42991974428,292211.9789600298,2250.0,67911.0,8126.3184437048085,180951.86348305258,3418.0,15269.0,66.34503683179437,105184.21294538688,799.0,21533.0,922.804882381995,66307.16450591724,1131.0,27024.0,3691.5248901985833,174234.5375884163,1350.0,42877.0,5445.668637790809,111618.89281403192,2144.0,17905.0,1453.9050295457037,117977.44137161422,900.0,25034.0,2680.6498059139917,69332.97066902102,1274.0,199001,1.0
36100,110070.0,3903.0,70215.0,2195.0,187.0,48653.0,10171.0,31733.0,27091.0,1523.0,360.0,69.0,870.0,56941.0,102060894.5,21442781.5,66524389.5,56979286.5,141682971.5,4359879.5,67393.0,1394250.0,65308.0,1347421.0,62838.0,1318961.0,64887.0,1365420.0,66756.0,1448.0,67.0,68863.0,1470.0,67.0,26932.0,-5044.837828286363,165732.9473129508,1399.0,44117.0,-8562.12766744795,102500.0038969953,2290.0,4788.0,-837.2977544194139,31887.45515366564,265.0,8049.0,-1310.7270042614161,22911.698747872266,439.0,17888.0,-3602.875178008828,108446.33325761577,915.0,30238.0,-5919.520681508896,68089.12323478695,1546.0,9044.0,-1441.9626502775404,57286.61405533502,484.0,13879.0,-2642.6069859390423,34410.88066220836,744.0,199001,1.0
36220,74405.0,7369.0,49225.0,3883.0,3632.0,35493.0,5804.0,21408.0,19889.0,2797.0,137.0,2638.0,2579.0,38363.0,75390816.0,12355446.5,46162652.0,41583610.5,100471853.0,8035783.5,46949.0,822045.0,43329.0,751761.0,42161.0,733995.0,45656.0,802188.0,44297.0,968.0,20.0,48009.0,1060.0,20.0,18143.0,-1185.8273412532592,114545.41388342745,831.0,29169.0,-3727.9601748973273,70289.0183896276,1333.0,2738.0,-475.14793369737987,18279.28588288872,138.0,4674.0,-529.0295277876836,13457.884211047325,228.0,10493.0,-640.4286743531825,65252.9514278757,483.0,18214.0,-2550.3183265145058,42171.87656379521,829.0,7650.0,-545.3986669000753,49292.462455551635,348.0,10955.0,-1177.641848382819,28117.14182583228,504.0,199001,1.0
36420,489880.0,22583.0,360083.0,15586.0,4488.0,215732.0,87352.0,111541.0,191543.0,9544.0,4270.0,3374.0,6500.0,289270.0,437434838.5,182302026.0,225419541.0,394317323.5,705554214.0,29677459.0,346292.0,6920912.0,331219.0,6622554.0,320087.0,6413417.0,333925.0,6692098.0,338087.0,6868.0,1720.0,353388.0,7096.0,2073.0,125556.0,-8527.422112406737,790892.3371096827,5177.0,186628.0,-15113.097924162812,458350.5866387315,7701.0,46702.0,-5613.526358452603,315045.0984790749,1910.0,64741.0,-7906.746002951804,187532.45452138447,2662.0,64897.0,-2446.9742578233568,403191.0626994631,2674.0,102860.0,-6838.168228666104,243464.56948219592,4238.0,60659.0,-6080.447854583363,387701.274410221,2503.0,83768.0,-8274.929695496701,214886.01715653602,3463.0,199001,0.7928129915347615
36500,102123.0,6348.0,75438.0,4134.0,384.0,45039.0,19998.0,20625.0,44412.0,2925.0,948.0,333.0,1701.0,61164.0,89628709.5,40510257.0,40721190.0,89417776.5,146005030.5,7650217.5,71904.0,1504101.0,67983.0,1428948.0,64245.0,1358364.0,67917.0,1429632.0,70263.0,2280.0,966.0,74361.0,2457.0,1065.0,24636.0,-188.59655690405924,157827.26451188215,1124.0,38562.0,336.9172865957078,99710.90747468278,1777.0,10710.0,-2125.5316835498725,71849.21661016214,461.0,16158.0,-2422.9315631800837,46841.968402854574,704.0,11127.0,74.59696202761764,70282.41618315759,519.0,18408.0,567.6320410605839,46254.74256850681,856.0,13509.0,-263.1935189316768,87544.84832872503,605.0,20154.0,-230.7147544648762,53456.16490617585,921.0,199001,1.0
36540,261561.0,7114.0,206119.0,5029.0,1062.0,118481.0,51473.0,60338.0,109616.0,2905.0,1379.0,814.0,1759.0,165670.0,238063085.0,112248508.0,119747954.0,230563639.0,404149344.5,9088678.0,199043.0,3542989.0,194238.0,3457069.0,183082.0,3211849.0,187561.0,3290581.0,198613.0,4375.0,4777.0,203591.0,4548.0,4968.0,73121.0,-4567.111291386801,461931.44815721654,2487.0,105071.0,-7454.899609151268,260382.5451183773,3578.0,29235.0,-2479.1268967024175,197698.6071803886,947.0,41335.0,-4888.501634891063,119194.96664422099,1348.0,38107.0,-1589.6771436220495,237678.78607311295,1321.0,57160.0,-2948.400510263525,137755.2911819444,1982.0,35014.0,-2977.4341477647467,224252.6620841045,1166.0,47911.0,-4506.499098887748,122627.25393643233,1596.0,199001,0.6043809913681276
36740,782306.0,62199.0,594810.0,46058.0,2422.0,369593.0,125546.0,210439.0,284700.0,30114.0,10361.0,1392.0,19470.0,454664.0,760837377.5,268742780.0,428174197.5,601405960.0,1185360464.0,90514255.0,572774.0,13237149.0,528158.0,12189433.0,504086.0,11698109.0,545067.0,12670369.0,538339.0,10181.0,5777.0,583395.0,10621.0,7805.0,207647.0,-13476.683388051479,1305643.5679249861,10578.0,308836.0,-19014.91627431265,761889.6458614802,15715.0,67618.0,-3872.8891126595904,459540.5058311711,3486.0,97478.0,-7006.654695765451,285744.8804069199,5041.0,119459.0,-7943.423640935999,739352.4156979416,6113.0,183414.0,-10560.116160525311,437226.15720523114,9384.0,88188.0,-5533.2597471155095,566291.1522270464,4465.0,125422.0,-8454.80011378736,324663.48865624896,6331.0,199001,1.0
36780,86782.0,1322.0,67124.0,819.0,24.0,41413.0,13382.0,28012.0,26783.0,338.0,381.0,24.0,285.0,54076.0,86112392.0,27050665.5,58262719.5,54900338.0,131772817.5,1432509.0,63996.0,991099.0,63206.0,978422.0,59366.0,929269.0,60127.0,940786.0,65164.0,1958.0,790.0,65983.0,1987.0,790.0,27062.0,-558.8208296359785,171746.64920023075,1169.0,39379.0,-1791.1321232509276,97777.46297390341,1716.0,6825.0,-635.068411416657,46144.583595592696,279.0,10510.0,-662.7732338463646,30857.89645315854,419.0,18970.0,152.76490000230157,119816.28180633383,814.0,27704.0,-684.425315820404,67868.55239689403,1208.0,8092.0,-711.5857296382795,51930.367393896835,355.0,11675.0,-1106.7068074305218,29908.910577009337,508.0,199001,1.0
37100,430809.0,90477.0,328548.0,66561.0,34567.0,198827.0,75427.0,93782.0,180472.0,43333.0,11048.0,24489.0,30208.0,219873.0,395327760.0,156614298.5,180890613.0,371051445.5,631710540.5,120561512.0,313227.0,7856801.0,249563.0,6295918.0,238595.0,6062110.0,297369.0,7518861.0,256729.0,7166.0,1199.0,321612.0,8385.0,1708.0,87769.0,18626.741852573974,581847.8197713214,4287.0,133309.0,26583.836425145608,369890.6704972931,6524.0,36359.0,6061.091367062388,257344.49511435325,1790.0,51853.0,8402.816835598624,166681.191360171,2565.0,36284.0,8591.028639364966,236322.716657171,1780.0,59093.0,12761.322846607489,157403.03852552548,2897.0,51485.0,10035.713213209032,345525.10311414715,2507.0,74216.0,13822.513578538159,212487.6319717667,3627.0,199001,1.0
37340,248994.0,15031.0,178971.0,9387.0,187.0,114622.0,38142.0,58434.0,94330.0,6109.0,2330.0,84.0,3382.0,144325.0,232748159.5,80714101.0,116576594.5,196885666.0,353838489.0,19044932.0,171663.0,3542275.0,162782.0,3361366.0,156377.0,3264685.0,164624.0,3437999.0,165649.0,2867.0,246.0,174667.0,3004.0,270.0,64182.0,-4538.564560764413,405640.3020028609,3561.0,99589.0,-8087.358295253482,246247.92002964226,5508.0,22208.0,-1065.5407461071698,152407.5367954623,1261.0,30486.0,-1072.7127924184329,92021.27386410462,1741.0,32825.0,-2194.1481792083932,203975.36031473405,1802.0,53905.0,-4269.532977834051,128211.8126089751,2952.0,31357.0,-2344.416381556023,201664.94168812688,1759.0,45684.0,-3817.825317419443,118036.10742066751,2556.0,199001,1.0
37900,187092.0,4563.0,133812.0,3216.0,240.0,85812.0,26103.0,47379.0,64536.0,1824.0,1023.0,201.0,945.0,109068.0,170435611.5,55296322.5,92990451.0,132741483.0,256969627.5,6367180.5,129525.0,2339184.0,126384.0,2287386.0,121089.0,2206785.0,124110.0,2257623.0,128730.0,2346.0,1413.0,131913.0,2388.0,1449.0,51132.0,826.7224443152015,328116.31030346267,2924.0,79557.0,156.16710697732833,203837.4671304886,4522.0,14721.0,-552.2085685215503,100553.45751584132,748.0,21543.0,-1225.4995667852427,63753.09547378555,1093.0,28863.0,1270.359046447809,183614.44654832888,1708.0,46641.0,1219.0751128247439,117135.8547094581,2737.0,22269.0,-443.63660213260914,144501.86375513434,1216.0,32916.0,-1062.9080058474146,86701.61242103056,1785.0,199001,0.8501467706371508
37980,3326080.0,185246.0,2426947.0,128034.0,1965.0,1430302.0,622918.0,922913.0,1130307.0,72131.0,44690.0,981.0,49369.0,1936399.0,2833870606.5,1301228408.0,1809859953.5,2325239061.0,4706170179.5,255739459.5,2333779.0,57500040.0,2211192.0,54260839.0,1845048.0,43058244.0,1944562.0,45602322.0,2253354.0,42162.0,238579.0,2379015.0,45236.0,253757.0,862687.0,96889.37185781631,5580801.595198569,36351.0,1274898.0,163473.10853125976,3385725.331102906,53474.0,345724.0,28863.43804254859,2401597.5324307675,14645.0,482652.0,41180.783389196535,1496639.1477292497,20538.0,564952.0,64489.431468006056,3615373.061423987,23638.0,858337.0,112247.26502851109,2227288.1990238638,35781.0,297735.0,32399.940389810174,1965428.5337745685,12713.0,416561.0,51225.84350274878,1158437.1320790404,17693.0,199001,0.9735832395399662
38060,1335332.0,115219.0,982147.0,77973.0,38774.0,593615.0,217477.0,285387.0,525705.0,51087.0,12812.0,27851.0,37441.0,747193.0,1232485403.0,463314754.0,581450694.0,1114349463.0,1963226253.0,150421700.0,938998.0,21825245.0,864110.0,20086485.0,802009.0,18644731.0,868267.0,20162046.0,887939.0,23829.0,15747.0,964272.0,25274.0,18817.0,324943.0,2216.7967301345006,2075058.8490881112,15030.0,490717.0,-7956.892574848716,1243805.5450215372,22672.0,116701.0,-353.8748860295685,800652.2595392896,5623.0,165420.0,-2901.214850081427,496107.4419809997,7955.0,151466.0,2657.4306640040895,950014.3447184584,6969.0,243479.0,-1243.7866096958755,593174.3112396161,11180.0,173477.0,-440.63393386956847,1125044.5043696326,8061.0,247238.0,-6713.10596515289,650631.2337819085,11492.0,199001,0.9447312874168634
38300,1279067.0,30210.0,879329.0,19168.0,250.0,534844.0,217266.0,340547.0,411563.0,8589.0,9334.0,90.0,5888.0,734187.0,1046636554.0,450496656.5,658366380.5,838766830.0,1683427926.5,37574456.5,846935.0,19375976.0,828591.0,18961917.0,718180.0,16029333.0,732485.0,16349466.0,844692.0,16101.0,68846.0,863550.0,16615.0,70766.0,316946.0,-13500.471190433276,2010685.6249865296,14988.0,498145.0,-21015.21823743696,1249774.5077761856,23616.0,124351.0,-2847.6704510294458,850305.4243212013,5363.0,177302.0,-2259.2319594582377,532740.3133883744,7762.0,202678.0,-7489.746433472541,1274224.2555126862,9782.0,333433.0,-14697.069794445464,817237.5660179227,16098.0,114268.0,-6010.72475696074,736461.3694738377,5206.0,164712.0,-6318.148442991505,432536.94175826316,7518.0,199001,0.8344575903700691
38340,83478.0,2667.0,60843.0,1882.0,0.0,37081.0,14294.0,22750.0,28625.0,997.0,693.0,0.0,704.0,49685.0,73884590.0,29826017.0,46582482.5,57128124.5,118610133.5,3726794.5,57853.0,977586.0,56134.0,951383.0,51293.0,883784.0,52825.0,908175.0,57640.0,1506.0,1012.0,59447.0,1594.0,1051.0,21759.0,1019.0387413493942,139852.29263628458,1567.0,34067.0,1888.656322628842,88327.51235638799,2440.0,7896.0,-319.86092630880665,54238.02710618902,519.0,11545.0,-431.67449757267445,34821.56952530574,799.0,14098.0,996.8289332046982,90098.8426826109,1037.0,22172.0,1561.6712201074274,56605.42953764419,1612.0,7661.0,22.209808144696208,49753.4499536739,530.0,11895.0,326.98510252141614,31722.082818743937,828.0,199001,1.0
38860,260496.0,7882.0,200315.0,5670.0,35.0,121077.0,48390.0,72129.0,97338.0,3804.0,1517.0,0.0,2410.0,164146.0,250078776.5,101102633.0,148329090.5,202852319.0,402158656.0,11975897.5,189967.0,3858654.0,184690.0,3758558.0,171881.0,3566614.0,176737.0,3662453.0,190635.0,5945.0,2088.0,196192.0,6225.0,2096.0,72583.0,-847.1163972595809,462152.30190114584,2526.0,108741.0,-150.99887276183125,276204.8713777838,3815.0,25916.0,-2598.494749426638,174418.92243479568,879.0,39278.0,-4116.155397727327,113252.05940437675,1331.0,44499.0,167.31568685554282,280400.55038624874,1559.0,68142.0,1327.2359872598502,169704.89812853525,2413.0,28084.0,-1014.4320841151246,181751.75151489695,967.0,40599.0,-1478.2348600216817,106499.97324924881,1402.0,199001,0.927776228136383
38900,149856.0,7278.0,107169.0,4752.0,333.0,72519.0,18027.0,34620.0,55926.0,3330.0,1011.0,306.0,1755.0,86205.0,146030128.5,36817480.5,68811507.0,114036102.0,207833610.0,9890679.0,101367.0,2146509.0,96744.0,2056674.0,91869.0,1932366.0,96156.0,2013069.0,99849.0,3105.0,1839.0,104493.0,3126.0,1941.0,40617.0,495.6744859193594,261520.5967387349,1992.0,65499.0,1397.8397795366795,170039.19527230348,3217.0,9147.0,-512.1420961172596,62575.1320488257,443.0,14004.0,-762.1646605020569,41914.607743411696,685.0,18828.0,1027.5195509726195,119641.94767998188,939.0,32898.0,1656.0679120565062,82618.8692701754,1630.0,21789.0,-531.84506505326,141878.6490587538,1053.0,32601.0,-258.2281325198253,87420.32600212829,1587.0,199001,0.17907640564951882
38940,140125.0,10143.0,96964.0,6923.0,1230.0,67470.0,16278.0,40587.0,43161.0,4774.0,1255.0,770.0,3172.0,77719.0,135963454.5,33428828.0,80482829.5,88909453.0,190036158.0,12902167.0,92720.0,1978683.0,86105.0,1823691.0,82770.0,1773984.0,89144.0,1924427.0,88056.0,1951.0,394.0,94798.0,2078.0,428.0,35349.0,-742.6522704623917,223860.53932918937,1713.0,56744.0,-1249.4677827832052,141971.47887038364,2753.0,7674.0,-774.7500253825481,52008.00782533763,385.0,12229.0,-1427.2251690352439,35527.011287231486,617.0,21267.0,71.16074666673504,133276.6020398756,1027.0,35918.0,91.96377551547175,87935.53958305375,1727.0,14082.0,-813.8130171291258,90583.93728931388,686.0,20826.0,-1341.4315582986776,54035.939287329806,1026.0,199001,1.0
39300,536209.0,60533.0,399685.0,43927.0,551.0,243992.0,87668.0,154338.0,177322.0,32490.0,5562.0,320.0,25815.0,293608.0,486565336.5,177500477.5,307834984.5,356230829.5,770479025.5,86082342.5,382721.0,7486517.0,341043.0,6727137.0,320599.0,6305081.0,357689.0,6970868.0,346247.0,5204.0,8084.0,388333.0,5612.0,9756.0,126560.0,6040.157042031208,810308.4472763445,6243.0,197806.0,14844.389842251965,513371.83270516974,9734.0,45603.0,-1306.0078123390063,311710.8630976789,2213.0,66922.0,2160.4144543901357,204169.538083811,3257.0,79878.0,4077.3556538381595,505190.8368863333,3950.0,128998.0,9898.957524590656,325850.8091708847,6358.0,46682.0,1962.801388193034,305117.6103900105,2293.0,68808.0,4945.432317661301,187521.02353428505,3376.0,199001,0.5762727282490112
39340,147131.0,6427.0,102784.0,4055.0,1019.0,48198.0,22745.0,17732.0,53211.0,2127.0,1191.0,622.0,1148.0,67625.0,93463168.0,45145170.0,34323843.5,104284494.5,182547125.0,7242714.0,97172.0,1666001.0,93353.0,1594724.0,84285.0,1452857.0,87581.0,1511449.0,97489.0,4136.0,1585.0,101520.0,4348.0,1782.0,22126.0,-2344.1460603323103,139540.70093281538,964.0,37966.0,-4531.951976788429,92501.32243158715,1648.0,10579.0,-1552.1653717534352,71754.71654765063,456.0,16081.0,-2562.913769173966,46351.95859969125,693.0,9109.0,-736.4724232126835,56453.16062262961,401.0,16281.0,-1453.71165034774,38310.130469116055,712.0,13017.0,-1607.6736371196243,83087.54031018577,563.0,21685.0,-3078.240326440685,54191.19196247131,936.0,199001,0.9781354339736819
39380,73656.0,1641.0,46215.0,999.0,402.0,30921.0,8268.0,17073.0,22116.0,834.0,150.0,387.0,525.0,38205.0,61623951.0,17026221.0,33211197.0,45438975.0,89126995.5,1823116.5,44139.0,740712.0,43212.0,727098.0,41376.0,699294.0,42207.0,710805.0,44031.0,819.0,360.0,45009.0,870.0,408.0,16689.0,-2937.535748885083,103799.43688493628,824.0,27906.0,-4700.20570587732,66440.1482091123,1392.0,3975.0,-1115.3636370846193,26218.024096531797,202.0,6537.0,-1339.1254637155903,18497.52980801261,330.0,9126.0,-1478.9071738903365,55925.63078835333,455.0,16401.0,-2303.1938609813938,38071.23805907349,826.0,7563.0,-1458.6285749947453,47873.806096583,369.0,11505.0,-2397.011844895932,28368.910150038868,566.0,199001,1.0
39460,56238.0,3731.0,35682.0,2123.0,22.0,26093.0,4644.0,16678.0,14059.0,1677.0,446.0,22.0,1249.0,28614.0,54094925.5,9991076.0,33891128.5,30194873.0,72067547.0,4666330.0,33821.0,655227.0,31865.0,614844.0,30688.0,599974.0,32615.0,639487.0,32602.0,737.0,0.0,34625.0,804.0,0.0,13129.0,-2031.6123096517242,81268.0408049909,665.0,21763.0,-3439.7181028662562,51516.20112688314,1108.0,1922.0,-360.0541713881049,12866.68978308922,99.0,3319.0,-618.6671807735911,9541.501254355211,168.0,8382.0,-1377.6688449523022,51131.8902339693,426.0,14382.0,-2110.892925608597,33163.93940081294,738.0,4747.0,-653.9434646994224,30136.150571021575,239.0,7381.0,-1328.8251772576593,18352.261726070126,370.0,199001,1.0
39540,107222.0,3192.0,81118.0,2255.0,406.0,53925.0,13873.0,33215.0,34583.0,1489.0,387.0,204.0,836.0,65922.0,109063549.5,27934513.5,66961200.5,70036862.5,156381527.5,4554341.5,77871.0,1499061.0,75659.0,1454280.0,71795.0,1384544.0,73709.0,1423715.0,77334.0,1675.0,1114.0,79546.0,1675.0,1224.0,32960.0,1865.4157289343505,212110.53879860835,1093.0,50234.0,1822.3288832751448,129553.04595300778,1670.0,7398.0,-363.98371146567024,50540.87825452302,272.0,11932.0,362.3364109543084,36467.04184723169,429.0,20692.0,1949.9722901681625,132290.96035969746,679.0,32588.0,2197.008750539548,82830.85466979495,1074.0,12268.0,-84.55656123381496,79819.57843891115,414.0,17646.0,-374.67986726440836,46722.1912832127,596.0,199001,1.0
