design,endpoint,outcome,y,x,controls,estimator,n,coef,se,lo,hi,F,hansen_J,hansen_p,ar_lo,ar_hi,ar_kind
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_fbemp,none,IV with Z2_exmex,341,-0.036338241051102914,0.2837862582730919,-0.5925593072663631,0.5198828251641572,,,,-0.6805272042452882,0.47401973687832677,bounded
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_fbemp,none,IV with Z2_exmex + baseline level,341,1.0562945748121968,0.4330026227432656,0.20760943423539624,1.9049797153889974,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_fbemp,none,IV with Z2_mex,341,-0.2910472552110045,0.5056728059804528,-1.282165954932692,0.700071444510683,,,,-1.559664979415872,0.5721877040794549,bounded
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_fbemp,none,IV with Z2_mex + baseline level,341,2.480729619265988,0.9251658162510265,0.6674046194139762,4.294054619118,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_fbemp,none,IV with Z,341,0.16068107814690985,0.39154071194070156,-0.6067387172568652,0.9281008735506848,,,,-4.527174055177867,0.8802755498701343,bounded
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_fbemp,none,IV with Z + baseline level,341,2.760384802594265,2.1598671849100914,-1.4729548798295138,6.993724485018044,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_fbemp,none,IV with Z+Z2,341,-0.10777581173970442,0.32575715734305716,-0.7462598401320965,0.5307082166526876,,0.7407955725900025,0.3894061469907595,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_fbemp,none,IV with Z+Z2 + baseline level,341,1.2956245092661973,0.4771331174986621,0.3604435989688196,2.230805419563575,,1.4806723712949699,0.2236693532061853,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_fbemp,none,level placebo: Z2 on 2000 level,341,4.073520795512822,0.3583074417218668,3.371238209737963,4.775803381287681,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_fbemp,none,level placebo: Z2_exmex on 2000 level,341,5.323270504177767,0.6922590692592406,3.9664427284296555,6.680098279925879,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_fbemp,none,level placebo: Z on 2000 level,341,2.1529745191689953,0.42641119271479566,1.317208581447996,2.9887404568899947,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_fbemp,none,level placebo: Z2 on 2000 level given lnpop0,341,2.345518376475896,0.44149739956942,1.480183473319833,3.210853279631959,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,first stage on Z2,341,0.1331011213844552,0.05197630861710259,0.031227556494934125,0.23497468627397627,6.557715389453258,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,first stage on Z2_exmex,341,0.2787938086011111,0.0714625794824337,0.13872715281554102,0.4188604643866811,15.219797462557965,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,first stage on Z2_mex,341,-0.0016499513461288584,0.13485971802492694,-0.26597499867498564,0.262675095982728,0.0001496848275124917,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,first stage on Z,341,0.10373267085841671,0.05525097926734072,-0.004559248505571087,0.2120245902224045,3.524935384668533,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,"first stage on Z+Z2, coefficient on Z",341,0.07913828850691149,0.07923747228579259,-0.07616715717324199,0.23444373418706496,3.180772652598759,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,"first stage on Z+Z2, coefficient on Z2",341,0.055920551972800436,0.09451658895542521,-0.12933196237983297,0.24117306632543384,3.180772652598759,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,OLS,341,0.5518196703710081,0.289990352321611,-0.016561420179349473,1.1202007609213656,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,reduced form on Z2,341,-0.06913292532714327,0.20923851081729944,-0.47924040652905014,0.3409745558747636,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,reduced form on Z2_exmex,341,-0.036530114937181224,0.28320304445431305,-0.5916080820676348,0.5185478521932723,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,IV with Z2,341,-0.5194015242550598,1.5473653462520869,-3.55223760290915,2.513434554399031,,,,-4.922990187329511,4.523226631499835,bounded
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,IV with Z2 + baseline level,341,4.683522892101504,2.543494463537991,-0.3017262564329588,9.668772040635966,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,IV with Z2_exmex,341,-0.13102914702617707,1.0151054672878017,-2.1206358629102686,1.8585775688579143,,,,-2.4259255117847895,2.1761719830987825,bounded
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,IV with Z2_exmex + baseline level,341,2.7193412317538463,1.2475105670727245,0.2742205202913066,5.164461943216386,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,IV with Z2_mex,341,253.42504030427517,20851.083425554003,-40614.69847378157,41121.54855439012,,,,-inf,inf,unbounded
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,IV with Z2_mex + baseline level,341,-8.123008740468997,7.3945970092258415,-22.616418878551645,6.3704013976136515,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,IV with Z,341,0.4421538108298618,1.0395191694522903,-1.595303761296627,2.4796113829563504,,,,2.226567997736868,26.348776995853136,unbounded-gap
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,IV with Z + baseline level,341,3.7707147213618057,1.535592066347533,0.760954271320641,6.780475171402971,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,IV with Z+Z2,341,0.16309554670793935,1.1007078472200462,-1.994291833843351,2.3204829272592296,,0.7382879889336393,0.39020984879485365,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,IV with Z+Z2 + baseline level,341,4.151453445125791,1.3959358539613735,1.4154191713614992,6.887487718890084,,0.14132570317218132,0.7069666247641702,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,level placebo: Z2 on 2000 level,341,4.073520795512822,0.3583074417218668,3.371238209737963,4.775803381287681,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,level placebo: Z2_exmex on 2000 level,341,5.323270504177767,0.6922590692592406,3.9664427284296555,6.680098279925879,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,level placebo: Z on 2000 level,341,2.1529745191689953,0.42641119271479566,1.317208581447996,2.9887404568899947,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,d_mexemp,none,level placebo: Z2 on 2000 level given lnpop0,341,2.345518376475896,0.44149739956942,1.480183473319833,3.210853279631959,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,first stage on Z2,341,1.1829961795288575,0.17735499785041312,0.8353803837420478,1.5306119753156673,44.49178413338532,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,first stage on Z2_exmex,341,1.9985434898577226,0.2402830607952366,1.5275886906990588,2.469498289016386,69.18005382996229,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,first stage on Z2_mex,341,1.8403274439936652,0.4987113038223258,0.8628532885019067,2.8178015994854237,13.617324320449658,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,first stage on Z,341,0.7537896797077592,0.2052784610015798,0.35144389614466287,1.1561354632708556,13.48384054622007,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,"first stage on Z+Z2, coefficient on Z",341,0.4088756722516118,0.28989582226868016,-0.15932013939500134,0.977071483898225,15.64097911356416,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,"first stage on Z+Z2, coefficient on Z2",341,0.7842352535809007,0.3362777600378948,0.125130843906627,1.4433396632551745,15.64097911356416,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,OLS,341,0.2513755394745957,0.11109667379640432,0.033626058833643196,0.46912502011554813,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,reduced form on Z2,341,-0.06913292532714327,0.20923851081729944,-0.47924040652905014,0.3409745558747636,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,reduced form on Z2_exmex,341,-0.036530114937181224,0.28320304445431305,-0.5916080820676348,0.5185478521932723,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,IV with Z2,341,-0.05843884073630392,0.18007228072178397,-0.4113805109510005,0.2945028294783927,,,,-0.47412804149481946,0.2695333088847763,bounded
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,IV with Z2 + baseline level,341,0.520584179813481,0.20556769001193306,0.11767150739009224,0.9234968522368698,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,IV with Z2_exmex,341,-0.018278368783349173,0.1425403648197516,-0.2976574838300623,0.261100746263364,,,,-0.3339743226094057,0.24348809277026903,bounded
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,IV with Z2_exmex + baseline level,341,0.40035622601481036,0.1690793621232257,0.068960676253288,0.7317517757763328,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,IV with Z2_mex,341,-0.22720901582128739,0.40570103738413177,-1.0223830490941856,0.5679650174516109,,,,-1.5509185497131603,0.43814423778423967,bounded
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,IV with Z2_mex + baseline level,341,1.5110160622793747,0.7915486825261846,-0.040419355471947194,3.0624514800306963,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,IV with Z,341,0.06084694041631193,0.15306967919188116,-0.23916963079977516,0.36086351163239905,,,,-0.4640684181468025,0.3006278115302644,bounded
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,IV with Z + baseline level,341,0.5483857187932821,0.221590451385548,0.11406843407760803,0.9827030035089562,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,IV with Z+Z2,341,-0.00783985149876679,0.1494723726760893,-0.3008057019439018,0.2851259989463682,,0.8193551287190206,0.36536877850567995,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,IV with Z+Z2 + baseline level,341,0.5305918998992996,0.1708155888525881,0.19579334574822688,0.8653904540503723,,0.014071274230803815,0.9055745165193779,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,level placebo: Z2 on 2000 level,341,4.073520795512822,0.3583074417218668,3.371238209737963,4.775803381287681,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,level placebo: Z2_exmex on 2000 level,341,5.323270504177767,0.6922590692592406,3.9664427284296555,6.680098279925879,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,level placebo: Z on 2000 level,341,2.1529745191689953,0.42641119271479566,1.317208581447996,2.9887404568899947,,,,,,
FG,2010 ACS,adj_week_noba,d_adj_week_noba,inflow,none,level placebo: Z2 on 2000 level given lnpop0,341,2.345518376475896,0.44149739956942,1.480183473319833,3.210853279631959,,,,,,
FG,2010 ACS,adj_week_ba,d_adj_week_ba,d_fbemp,none,first stage on Z2,341,0.6581916342305967,0.0841761913034378,0.4932062992758586,0.8231769691853348,61.14010399667508,,,,,
FG,2010 ACS,adj_week_ba,d_adj_week_ba,d_fbemp,none,first stage on Z2_exmex,341,1.005280219419747,0.12458229411949415,0.7610989229455385,1.2494615158939555,65.11208860750524,,,,,
