design,endpoint,outcome,y,x,controls,estimator,n,coef,se,lo,hi,F,hansen_J,hansen_p,ar_lo,ar_hi,ar_kind
FG,2009-11 ACS,rel_week,d_rel_week,d_fbemp,none,IV with Z + baseline level,341,-0.942944628262659,0.8149647142028527,-2.5402754681002504,0.6543862115749322,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_fbemp,none,IV with Z+Z2,341,-0.6704026067251141,0.1617402017712068,-0.9874134021966794,-0.3533918112535488,,0.9661951129120177,0.3256309434352209,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_fbemp,none,IV with Z+Z2 + baseline level,341,-1.2138638885148927,0.2631509549688654,-1.729639760253869,-0.6980880167759165,,0.1961934577872078,0.6578110819973715,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_fbemp,none,level placebo: Z2 on 2000 level,341,-1.2566058790318824,0.19770065162649045,-1.6440991562198035,-0.8691126018439611,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_fbemp,none,level placebo: Z2_exmex on 2000 level,341,-1.8557136443629783,0.2957121571926627,-2.435309472460597,-1.2761178162653595,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_fbemp,none,level placebo: Z on 2000 level,341,-0.7849506788985461,0.11735914543786688,-1.014974603956765,-0.554926753840327,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,first stage on Z2,341,0.13653476247788016,0.05512079930882402,0.028497995832585082,0.24457152912317523,6.135577765545014,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,first stage on Z2_exmex,341,0.2881195799652837,0.07556822566276955,0.1400058576662554,0.436233302264312,14.53674243807028,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,first stage on Z2_mex,341,-0.009949166551648306,0.1382341255614209,-0.28088805265203326,0.2609897195487367,0.005180156290243656,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,first stage on Z,341,0.10326374566470592,0.05480327297808913,-0.0041506693723487725,0.2106781607017606,3.550444722956108,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,"first stage on Z+Z2, coefficient on Z",341,0.07567274041243072,0.07573797679102795,-0.07277369409798407,0.2241191749228455,3.0193184511045836,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,"first stage on Z+Z2, coefficient on Z2",341,0.06273401060210909,0.09266749461322425,-0.11889427883981044,0.24436230004402862,3.0193184511045836,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,OLS,341,-0.16155754890887736,0.16608960252853888,-0.48709316986481355,0.16397807204705883,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,reduced form on Z2,341,-0.44736973837533567,0.08513899054065115,-0.6142421598350118,-0.28049731691565943,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,reduced form on Z2_exmex,341,-0.5810250097633723,0.12522164408408062,-0.8264594321681704,-0.33559058735857433,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,IV with Z2,341,-3.2765995286204737,1.5138136736283712,-6.243674328932081,-0.30952472830886624,,,,-16.50878402965574,-1.4973001981948637,bounded
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,IV with Z2 + baseline level,341,-5.159192367741179,2.1039622616150817,-9.28295840050674,-1.035426334975619,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,IV with Z2_exmex,341,-2.016610637268661,0.7764971455085629,-3.538545042465444,-0.49467623207187783,,,,-4.903458420138719,-0.9261077643628689,bounded
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,IV with Z2_exmex + baseline level,341,-3.116407540871922,0.9102663411784261,-4.9005295695816375,-1.332285512162207,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,IV with Z2_mex,341,137.92225724356467,1923.1918414214704,-3631.533751942517,3907.3782664296464,,,,-5.405472598218237,4.064392697530932,unbounded-gap
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,IV with Z2_mex + baseline level,341,29.101552050588566,62.757060716586224,-93.90228695392044,152.10539105509758,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,IV with Z,341,-0.8206616778714135,1.1090706688863254,-2.9944401888886114,1.3531168331457843,,,,4.529392647723134,9.95453378451821,unbounded-gap
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,IV with Z + baseline level,341,-1.9751212381763361,1.365027083879937,-4.650574322581013,0.7003318462283405,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,IV with Z+Z2,341,-1.6330765725158045,1.0160682544237343,-3.624570351186324,0.3584172061547146,,5.913014246439761,0.015029434008451359,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,IV with Z+Z2 + baseline level,341,-3.112580160762365,1.4148987269464421,-5.885781665577392,-0.3393786559473386,,5.502004323003851,0.018994690082331345,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,level placebo: Z2 on 2000 level,341,-1.2566058790318824,0.19770065162649045,-1.6440991562198035,-0.8691126018439611,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,level placebo: Z2_exmex on 2000 level,341,-1.8557136443629783,0.2957121571926627,-2.435309472460597,-1.2761178162653595,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_mexemp,none,level placebo: Z on 2000 level,341,-0.7849506788985461,0.11735914543786688,-1.014974603956765,-0.554926753840327,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,first stage on Z2,341,0.766899224099726,0.2741785121393266,0.22950934030664594,1.304289107892806,7.823656350218268,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,first stage on Z2_exmex,341,1.5317160899933089,0.41880774440830887,0.7108529109530235,2.352579269033594,13.376027136747892,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,first stage on Z2_mex,341,0.2792982037536077,0.556279482599931,-0.811009582142257,1.3696059896494726,0.25208685563594624,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,first stage on Z,341,0.7873043567195108,0.14098173310721832,0.510980159829363,1.0636285536096586,31.185996026089544,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,"first stage on Z+Z2, coefficient on Z",341,0.7880196987462535,0.22442421776971647,0.3481482319176093,1.2278911655748979,15.55804261485999,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,"first stage on Z+Z2, coefficient on Z2",341,-0.0016264820320787687,0.40721495333374064,-0.7997677905662104,0.796514826502053,15.55804261485999,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,OLS,341,0.056759066254215416,0.027641114161625038,0.002582482497430344,0.11093565001100049,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,reduced form on Z2,341,-0.44736973837533567,0.08513899054065115,-0.6142421598350118,-0.28049731691565943,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,reduced form on Z2_exmex,341,-0.5810250097633723,0.12522164408408062,-0.8264594321681704,-0.33559058735857433,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,IV with Z2,341,-0.583348795143853,0.25207274836032917,-1.077411381930098,-0.08928620835760781,,,,-2.120638686752429,-0.2714029747734306,bounded
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,IV with Z2 + baseline level,341,-1.2937655849788707,0.6014638834804282,-2.47263479660051,-0.11489637335723146,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,IV with Z2_exmex,341,-0.37932944202861285,0.15107546342455788,-0.6754373503407463,-0.08322153371647939,,,,-0.9697842629931481,-0.17101303052809858,bounded
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,IV with Z2_exmex + baseline level,341,-0.7422448613542558,0.2578915092962086,-1.2477122195748245,-0.23677750313368706,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,IV with Z2_mex,341,-4.913069579678876,9.87969060831342,-24.27726317197318,14.451124012615427,,,,-0.8890052811826408,1.6310269114247025,unbounded-gap
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,IV with Z2_mex + baseline level,341,3.8674638306972646,4.130496423126398,-4.228309158630475,11.963236820025005,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,IV with Z,341,-0.10763893030339045,0.13716502086700377,-0.3764823712027178,0.16120451059593693,,,,-0.3870988799044593,0.18731378264821102,bounded
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,IV with Z + baseline level,341,-0.29888941585697204,0.16849901826092953,-0.6291474916483939,0.031368659934449816,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,IV with Z+Z2,341,-0.10720722529674886,0.13726941696243422,-0.3762552825431199,0.16184083194962218,,10.319976694160733,0.0013159795098127702,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,IV with Z+Z2 + baseline level,341,-0.27943345908143274,0.16910587457238047,-0.6108809732432985,0.05201405508043294,,14.358241604060952,0.0001511167521408563,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,level placebo: Z2 on 2000 level,341,-1.2566058790318824,0.19770065162649045,-1.6440991562198035,-0.8691126018439611,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,level placebo: Z2_exmex on 2000 level,341,-1.8557136443629783,0.2957121571926627,-2.435309472460597,-1.2761178162653595,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH,none,level placebo: Z on 2000 level,341,-0.7849506788985461,0.11735914543786688,-1.014974603956765,-0.554926753840327,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,first stage on Z2,341,0.4820947849005168,0.24405417626020673,0.0037485994305116455,0.960440970370522,3.902045952468442,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,first stage on Z2_exmex,341,1.0554144091583495,0.39126110537123737,0.28854264263072427,1.8222861756859747,7.276334959200068,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,first stage on Z2_mex,341,-0.18250437817127485,0.5048137992599441,-1.1719394247207653,0.8069306683782155,0.13070257349359,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,first stage on Z,341,0.46675791870659517,0.12585244813706178,0.22008712035795408,0.7134287170552363,13.754982847734883,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,"first stage on Z+Z2, coefficient on Z",341,0.4460536224074947,0.2109049262629668,0.03267996693207975,0.8594272778829096,7.067846560383984,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,"first stage on Z+Z2, coefficient on Z2",341,0.0470756151021296,0.38461485702003834,-0.7067695046571456,0.8009207348614047,7.067846560383984,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,OLS,341,0.09701070692908112,0.02881564948203775,0.04053203394428714,0.1534893799138751,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,reduced form on Z2,341,-0.44736973837533567,0.08513899054065115,-0.6142421598350118,-0.28049731691565943,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,reduced form on Z2_exmex,341,-0.5810250097633723,0.12522164408408062,-0.8264594321681704,-0.33559058735857433,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,IV with Z2,341,-0.9279704995516358,0.5440094519429065,-1.9942290253597326,0.13828802625646097,,,,-130.9148925109961,-0.3646943025860052,bounded
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,IV with Z2 + baseline level,341,-2.2717152877085947,1.5842261466816385,-5.376798535204606,0.8333679597874166,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,IV with Z2_exmex,341,-0.5505183601072425,0.27569868870474784,-1.0908877899685483,-0.010148930245936771,,,,-2.413661568040406,-0.21853145972319044,bounded
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,IV with Z2_exmex + baseline level,341,-1.0964371939871667,0.4995246249653556,-2.0755054589192636,-0.11736892905506968,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,IV with Z2_mex,341,7.518786794248911,20.667235257893715,-32.98899431122277,48.02656789972059,,,,-1.5170163583588785,1.1226771696304048,unbounded-gap
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,IV with Z2_mex + baseline level,341,2.455456403254002,1.5985383493365992,-0.6776787614457325,5.588591567953737,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,IV with Z,341,-0.18156006654437995,0.23170906351521378,-0.635709831034199,0.2725896979454391,,,,-0.7226537716748606,0.34730116750405593,bounded
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,IV with Z + baseline level,341,-0.5406363800487196,0.3385313195397956,-1.204157766346719,0.12288500624927978,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,IV with Z+Z2,341,-0.21653280882039017,0.2241183084286123,-0.6558046933404702,0.22273907569968993,,8.282649282998376,0.004002568744674639,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,IV with Z+Z2 + baseline level,341,-0.5276299795601528,0.33712647167965315,-1.188397864052273,0.13313790493196742,,11.319498810125175,0.0007669741193419011,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,level placebo: Z2 on 2000 level,341,-1.2566058790318824,0.19770065162649045,-1.6440991562198035,-0.8691126018439611,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,level placebo: Z2_exmex on 2000 level,341,-1.8557136443629783,0.2957121571926627,-2.435309472460597,-1.2761178162653595,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hrs,none,level placebo: Z on 2000 level,341,-0.7849506788985461,0.11735914543786688,-1.014974603956765,-0.554926753840327,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,first stage on Z2,341,2.5142155664326316,0.4059091210613672,1.718633689152352,3.3097974437129114,38.36607763097925,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,first stage on Z2_exmex,341,4.222393437232047,0.5450198918867875,3.154154449133944,5.29063242533015,60.01954368112531,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,first stage on Z2_mex,341,4.008370070117894,0.9958296733770563,2.0565439102988634,5.960196229936924,16.201883131081868,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,first stage on Z,341,2.0497253340067116,0.24572673603669876,1.568100931374782,2.5313497366386413,69.58033474981102,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,"first stage on Z+Z2, coefficient on Z",341,1.6529475602862325,0.2925376510265191,1.079573764274255,2.22632135629821,41.99729373411734,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,"first stage on Z+Z2, coefficient on Z2",341,0.9021585417301643,0.5087938519655123,-0.09507740812223975,1.8993944915825685,41.99729373411734,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,OLS,341,0.016134068317913745,0.019979071092526075,-0.02302491102343736,0.05529304765926485,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,reduced form on Z2,341,-0.44736973837533567,0.08513899054065115,-0.6142421598350118,-0.28049731691565943,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,reduced form on Z2_exmex,341,-0.5810250097633723,0.12522164408408062,-0.8264594321681704,-0.33559058735857433,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,IV with Z2,341,-0.17793611031138,0.04733825101472013,-0.27071908230023145,-0.08515313832252855,,,,-0.30144145531821337,-0.10048041546769437,bounded
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,IV with Z2 + baseline level,341,-0.3489257633225272,0.08222634259600249,-0.5100893948106922,-0.18776213183436236,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,IV with Z2_exmex,341,-0.1376056064885005,0.03808053170870485,-0.212243448637562,-0.062967764339439,,,,-0.22908938081678556,-0.0725501280790484,bounded
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,IV with Z2_exmex + baseline level,341,-0.26416401447733706,0.0564457314098406,-0.37479764804062465,-0.1535303809140495,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,IV with Z2_mex,341,-0.3423365319377706,0.11162648233684687,-0.5611244373179904,-0.12354862655755072,,,,-0.7292478360347551,-0.18017368600842204,bounded
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,IV with Z2_mex + baseline level,341,-0.8234947522654517,0.3465903981387382,-1.5028119326173786,-0.14417757191352476,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,IV with Z,341,-0.041344368132891274,0.052618443956008704,-0.14447651828666833,0.06178778202088578,,,,-0.1429492379872426,0.06945107528449919,bounded
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,IV with Z + baseline level,341,-0.11516877051479421,0.0622102084346976,-0.2371007790468015,0.006763238017213083,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,IV with Z+Z2,341,-0.07301947743107495,0.04267024744226551,-0.15665316241791535,0.010614207555765448,,7.438679457672816,0.00638367136603657,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,IV with Z+Z2 + baseline level,341,-0.16407903911117105,0.05474037470579022,-0.27137017353451987,-0.05678790468782223,,9.563667706235954,0.001984661835716661,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,level placebo: Z2 on 2000 level,341,-1.2566058790318824,0.19770065162649045,-1.6440991562198035,-0.8691126018439611,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,level placebo: Z2_exmex on 2000 level,341,-1.8557136443629783,0.2957121571926627,-2.435309472460597,-1.2761178162653595,,,,,,
FG,2009-11 ACS,rel_week,d_rel_week,d_lnLH_hsl,none,level placebo: Z on 2000 level,341,-0.7849506788985461,0.11735914543786688,-1.014974603956765,-0.554926753840327,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,first stage on Z2,341,0.6627045086312457,0.072670244102344,0.5202708301906516,0.8051381870718399,83.16232307844099,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,first stage on Z2_exmex,341,1.015500503717923,0.1087281854836852,0.8023932601699,1.228607747265946,87.23203531482554,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,first stage on Z2_mex,341,1.433644063396497,0.20003244298401926,1.0415804751478193,1.825707651645175,51.36671626560387,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,first stage on Z,341,0.2960473619382543,0.12285361978592778,0.05525426715783588,0.5368404567186728,5.806928472805819,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,"first stage on Z+Z2, coefficient on Z",341,0.008026527490529442,0.1599886464824928,-0.30555121961515647,0.3216042745962154,44.06271080118755,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,"first stage on Z+Z2, coefficient on Z2",341,0.6548765409836608,0.15160459895694806,0.35773152702804256,0.952021554939279,44.06271080118755,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,OLS,341,-0.35205138509082634,0.1275173086598075,-0.6019853100640491,-0.10211746011760361,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,reduced form on Z2,341,-0.5839505244172036,0.11099046525679823,-0.8014918363205281,-0.3664092125138791,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,reduced form on Z2_exmex,341,-0.7455378152752171,0.14751903066251437,-1.0346751153737452,-0.45640051517668895,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,IV with Z2,341,-0.8811627457059336,0.1595531694237586,-1.1938869577765003,-0.5684385336353667,,,,-1.2171466514660265,-0.5760026419604571,bounded
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,IV with Z2 + baseline level,341,-1.2074033810286993,0.20746670989513125,-1.6140381324231565,-0.800768629634242,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,IV with Z2_exmex,341,-0.7341579965206061,0.13791888550075468,-1.0044790121020852,-0.46383698093912695,,,,-1.0220721774054589,-0.46867321344367147,bounded
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,IV with Z2_exmex + baseline level,341,-1.0607436265164052,0.18618594405194144,-1.4256680768582104,-0.6958191761746,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,IV with Z2_mex,341,-1.284110333580863,0.2881623550817246,-1.8489085495410431,-0.7193121176206828,,,,-1.946447842926314,-0.7635768794284269,bounded
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,IV with Z2_mex + baseline level,341,-1.5967795562218345,0.315649776158944,-2.215453117493365,-0.9781059949503043,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,IV with Z,341,-0.11977935772061665,0.2975014088741558,-0.702882119113962,0.46332340367272873,,,,-1.226808925677734,0.787613066349623,bounded
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,IV with Z + baseline level,341,-0.6535780845437024,0.45229397845324704,-1.5400742823120666,0.23291811322466183,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,IV with Z+Z2,341,-0.872029426754011,0.1576473831835377,-1.181018297793745,-0.563040555714277,,4.769487736810786,0.028968443940982747,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,IV with Z+Z2 + baseline level,341,-1.2164334049094465,0.21021485054246716,-1.628454511972682,-0.8044122978462109,,1.5611807334949457,0.2114924219085026,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,level placebo: Z2 on 2000 level,341,-0.647238618158399,0.1876505207160453,-1.0150336387618477,-0.27944359755495024,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,level placebo: Z2_exmex on 2000 level,341,-1.0517223960940347,0.2769122530801597,-1.5944704121311477,-0.5089743800569217,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_fbemp,none,level placebo: Z on 2000 level,341,-0.5999010112079811,0.09194121274784468,-0.7801057881937568,-0.41969623422220553,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,first stage on Z2,341,0.13653476247788016,0.05512079930882402,0.028497995832585082,0.24457152912317523,6.135577765545014,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,first stage on Z2_exmex,341,0.2881195799652837,0.07556822566276955,0.1400058576662554,0.436233302264312,14.53674243807028,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,first stage on Z2_mex,341,-0.009949166551648306,0.1382341255614209,-0.28088805265203326,0.2609897195487367,0.005180156290243656,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,first stage on Z,341,0.10326374566470592,0.05480327297808913,-0.0041506693723487725,0.2106781607017606,3.550444722956108,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,"first stage on Z+Z2, coefficient on Z",341,0.07567274041243072,0.07573797679102795,-0.07277369409798407,0.2241191749228455,3.0193184511045836,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,"first stage on Z+Z2, coefficient on Z2",341,0.06273401060210909,0.09266749461322425,-0.11889427883981044,0.24436230004402862,3.0193184511045836,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,OLS,341,-0.1938925196732228,0.19265374643345723,-0.571493862682799,0.18370882333635336,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,reduced form on Z2,341,-0.5839505244172036,0.11099046525679823,-0.8014918363205281,-0.3664092125138791,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,reduced form on Z2_exmex,341,-0.7455378152752171,0.14751903066251437,-1.0346751153737452,-0.45640051517668895,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,IV with Z2,341,-4.276936611742392,1.741684115876042,-7.6906374788594345,-0.8632357446253494,,,,-19.22322991683345,-2.191768871561345,bounded
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,IV with Z2 + baseline level,341,-6.422936391790509,3.1525896498589634,-12.602012105514078,-0.243860678066941,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,IV with Z2_exmex,341,-2.5875985775248136,0.8174307457886294,-4.189762839270527,-0.9854343157790999,,,,-5.524293288956061,-1.3996049576464158,bounded
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,IV with Z2_exmex + baseline level,341,-3.8399066741300283,1.2692116420717678,-6.327561492590693,-1.3522518556693632,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,IV with Z2_mex,341,185.0363190609928,2580.857553901413,-4873.444486585777,5243.517124707763,,,,-7.22920277261885,5.333223751221293,unbounded-gap
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,IV with Z2_mex + baseline level,341,34.4570639610849,84.36317349834644,-130.8947560956741,199.80888401784392,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,IV with Z,341,-0.34339605482629776,0.7907686325863448,-1.8933025746955334,1.206510465042938,,,,-inf,inf,unbounded
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,IV with Z + baseline level,341,-1.8444220941709615,1.12679517592559,-4.052940638985119,0.3640964506431952,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,IV with Z+Z2,341,-1.64459630146599,0.7179021390228459,-3.051684493950768,-0.23750810898121189,,14.173274995414365,0.0001667217838393631,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,IV with Z+Z2 + baseline level,341,-3.5008548203091983,1.5307936735975645,-6.501210420560424,-0.5004992200579719,,6.26799304221458,0.012293831575431624,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,level placebo: Z2 on 2000 level,341,-0.647238618158399,0.1876505207160453,-1.0150336387618477,-0.27944359755495024,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,level placebo: Z2_exmex on 2000 level,341,-1.0517223960940347,0.2769122530801597,-1.5944704121311477,-0.5089743800569217,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_mexemp,none,level placebo: Z on 2000 level,341,-0.5999010112079811,0.09194121274784468,-0.7801057881937568,-0.41969623422220553,,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_lnLH,none,first stage on Z2,341,0.766899224099726,0.2741785121393266,0.22950934030664594,1.304289107892806,7.823656350218268,,,,,
FG,2009-11 ACS,rel_hour,d_rel_hour,d_lnLH,none,first stage on Z2_exmex,341,1.5317160899933089,0.41880774440830887,0.7108529109530235,2.352579269033594,13.376027136747892,,,,,
