design,endpoint,outcome,y,x,controls,estimator,n,coef,se,lo,hi,F,hansen_J,hansen_p,ar_lo,ar_hi,ar_kind,coef_Z2_1990s,se_Z2_1990s
FG_1990fp,2010 ACS,"adj_week_noba, 2000-2010 (same metros)",main_adj_week_noba,d_fbemp,none,IV with Z2,220,0.07860335492508352,0.3694250530434708,-0.6454697490401192,0.8026764588902863,,,,-0.7994643883123297,0.7324323933242892,bounded,,
FG_1990fp,2010 ACS,"adj_week_noba, 2000-2010 (same metros)",main_adj_week_noba,d_fbemp,none,IV with Z2_exmex,220,0.1572332782818846,0.32532588243323013,-0.48040545128724643,0.7948720078510156,,,,-0.5884622806132404,0.7489309195960175,bounded,,
FG_1990fp,2010 ACS,"adj_week_noba, 2000-2010 (same metros)",main_adj_week_noba,d_fbemp,none,IV with Z,220,0.4675730278235406,0.43336437062956834,-0.38182113861041334,1.3169671942574945,,,,-inf,inf,unbounded,,
FG_1990fp,2010 ACS,"adj_week_noba, 2000-2010 (same metros)",main_adj_week_noba,d_fbemp,none,IV with Z2_1990s,220,-0.25873471086448774,0.451524848401654,-1.1437234137317296,0.6262539920027541,,,,-1.742157647749345,0.44959996316870815,bounded,,
FG_1990fp,2010 ACS,"adj_week_noba, 2000-2010 given 1990-2000 change",main_adj_week_noba,d_fbemp,pre_adj_week_noba,first stage on Z2,220,0.6261629032318236,0.10036771578637808,0.4294421802905225,0.8228836261731246,38.921232830569885,,,,,,,
FG_1990fp,2010 ACS,"adj_week_noba, 2000-2010 given 1990-2000 change",main_adj_week_noba,d_fbemp,pre_adj_week_noba,first stage on Z2_exmex,220,0.9635727551568984,0.15864145274771393,0.6526355077713791,1.2745100025424176,36.892294543602304,,,,,,,
FG_1990fp,2010 ACS,"adj_week_noba, 2000-2010 given 1990-2000 change",main_adj_week_noba,d_fbemp,pre_adj_week_noba,OLS,220,0.5304764156358914,0.2443584208356102,0.05153391079809544,1.0094189204736874,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_noba, 2000-2010 given 1990-2000 change",main_adj_week_noba,d_fbemp,pre_adj_week_noba,reduced form on Z2,220,0.06423568154214448,0.24707337336367655,-0.42002813025066155,0.5484994933349505,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_noba, 2000-2010 given 1990-2000 change",main_adj_week_noba,d_fbemp,pre_adj_week_noba,reduced form on Z2_exmex,220,0.18043315524925518,0.3425708168925598,-0.49100564586016204,0.8518719563586724,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_noba, 2000-2010 given 1990-2000 change",main_adj_week_noba,d_fbemp,pre_adj_week_noba,IV with Z2,220,0.10258621392389489,0.385506704758683,-0.6530069274031237,0.8581793552509135,,,,-0.8472332172028337,0.7694679210672192,bounded,,
FG_1990fp,2010 ACS,"adj_week_noba, 2000-2010 given 1990-2000 change",main_adj_week_noba,d_fbemp,pre_adj_week_noba,IV with Z2_exmex,220,0.1872543139930012,0.34000300901233854,-0.4791515836711824,0.8536602116571848,,,,-0.6384629094701992,0.7875753770195817,bounded,,
FG_1990fp,2010 ACS,"adj_week_noba, 1990-2000 on 1990s inflow",pre_adj_week_noba,pre_fbemp_x,none,first stage on Z2_1990s,220,0.7524250974052937,0.06208138474979722,0.6307455832956912,0.8741046115148963,146.89389796786264,,,,,,,
FG_1990fp,2010 ACS,"adj_week_noba, 1990-2000 on 1990s inflow",pre_adj_week_noba,pre_fbemp_x,none,first stage on Z2,220,1.0893110293502595,0.07731867855316689,0.9377664193860524,1.2408556393144665,198.48832003713596,,,,,,,
FG_1990fp,2010 ACS,"adj_week_noba, 1990-2000 on 1990s inflow",pre_adj_week_noba,pre_fbemp_x,none,OLS,220,0.2648113234867493,0.12208812185656015,0.025518604647891407,0.5041040423256071,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_noba, 1990-2000 on 1990s inflow",pre_adj_week_noba,pre_fbemp_x,none,reduced form on Z2,220,0.23223322601771948,0.20249117893500704,-0.1646494846948943,0.6291159367303333,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_noba, 1990-2000 on 1990s inflow",pre_adj_week_noba,pre_fbemp_x,none,IV with Z2_1990s,220,0.03890947415372087,0.22518812556707968,-0.4024592519577553,0.480278200265197,,,,-0.46989151651209177,0.4320498910045233,bounded,,
FG_1990fp,2010 ACS,"adj_week_noba, 1990-2000 on 1990s inflow",pre_adj_week_noba,pre_fbemp_x,none,IV with Z2,220,0.21319276107599755,0.18274687016203073,-0.1449911044415827,0.5713766265935778,,,,-0.15714095736864658,0.5664494326704412,bounded,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 (placebo)",pre_adj_week_ba,d_fbemp,none,first stage on Z2,220,0.6379779266968562,0.0959104945476052,0.44999335738354995,0.8259624960101624,44.2465124645936,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 (placebo)",pre_adj_week_ba,d_fbemp,none,first stage on Z2_exmex,220,0.9778779956080068,0.13983253620243435,0.7038062246512355,1.251949766564778,48.90495660860506,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 (placebo)",pre_adj_week_ba,d_fbemp,none,first stage on Z,220,0.2524485139714791,0.13271890728346505,-0.007680544304112413,0.5125775722470707,3.6180956378305678,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 (placebo)",pre_adj_week_ba,d_fbemp,none,first stage on Z2_1990s,220,0.3433664119499725,0.08840723043941016,0.1700882402887286,0.5166445836112165,15.084817125492943,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 (placebo)",pre_adj_week_ba,d_fbemp,none,OLS,220,0.6443993611199157,0.1704548102612651,0.3103079330078361,0.9784907892319953,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 (placebo)",pre_adj_week_ba,d_fbemp,none,reduced form on Z2,220,0.9796229534829195,0.2121344619331158,0.5638394080940126,1.3954064988718264,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 (placebo)",pre_adj_week_ba,d_fbemp,none,reduced form on Z2_exmex,220,1.3691399611899953,0.29815557309661744,0.7847550379206251,1.9535248844593656,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 (placebo)",pre_adj_week_ba,d_fbemp,none,IV with Z2,220,1.5355122998611157,0.32507584358578795,0.8983636464329713,2.17266095328926,,,,0.9317839238382175,2.271833571658436,bounded,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 (placebo)",pre_adj_week_ba,d_fbemp,none,IV with Z2_exmex,220,1.400113273168308,0.2815251010780469,0.848324075055336,1.9519024712812798,,,,0.8632255143064625,2.015537949292519,bounded,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 (placebo)",pre_adj_week_ba,d_fbemp,none,IV with Z,220,0.6413069052458935,0.5187652237346624,-0.37547293327404474,1.6580867437658318,,,,2.5733974468139955,9.308507938213666,unbounded-gap,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 (placebo)",pre_adj_week_ba,d_fbemp,none,IV with Z2_1990s,220,1.8172116797521265,0.41968483393467876,0.9946294052401562,2.6397939542640967,,,,0.9584359405201925,2.8742895099538996,bounded,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 (same metros)",main_adj_week_ba,d_fbemp,none,first stage on Z2,220,0.6379779266968562,0.0959104945476052,0.44999335738354995,0.8259624960101624,44.2465124645936,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 (same metros)",main_adj_week_ba,d_fbemp,none,first stage on Z2_exmex,220,0.9778779956080068,0.13983253620243435,0.7038062246512355,1.251949766564778,48.90495660860506,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 (same metros)",main_adj_week_ba,d_fbemp,none,first stage on Z,220,0.2524485139714791,0.13271890728346505,-0.007680544304112413,0.5125775722470707,3.6180956378305678,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 (same metros)",main_adj_week_ba,d_fbemp,none,first stage on Z2_1990s,220,0.3433664119499725,0.08840723043941016,0.1700882402887286,0.5166445836112165,15.084817125492943,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 (same metros)",main_adj_week_ba,d_fbemp,none,OLS,220,0.44201437041211145,0.26511606142524174,-0.0776131099813624,0.9616418508055853,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 (same metros)",main_adj_week_ba,d_fbemp,none,reduced form on Z2,220,0.3464657297890824,0.22667991977925372,-0.09782691297825485,0.7907583725564197,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 (same metros)",main_adj_week_ba,d_fbemp,none,reduced form on Z2_exmex,220,0.45936660979605615,0.3131883421031828,-0.15448254072618217,1.0732157603182944,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 (same metros)",main_adj_week_ba,d_fbemp,none,IV with Z2,220,0.5430685221084601,0.33399249703994544,-0.11155677208983295,1.1976938163067532,,,,-0.17375777555103913,1.1977032359649558,bounded,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 (same metros)",main_adj_week_ba,d_fbemp,none,IV with Z2_exmex,220,0.46975861187104295,0.29983897652325553,-0.11792578211453786,1.0574430058566238,,,,-0.179726327354478,1.0468322701768562,bounded,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 (same metros)",main_adj_week_ba,d_fbemp,none,IV with Z,220,0.3251182702196811,0.5738423027790485,-0.7996126432272539,1.449849183666616,,,,-inf,inf,unbounded,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 (same metros)",main_adj_week_ba,d_fbemp,none,IV with Z2_1990s,220,0.39196964806930734,0.35078130257638557,-0.29556170498040835,1.0795010011190231,,,,-0.5308764794946951,1.079170610849692,bounded,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 given 1990-2000 change",main_adj_week_ba,d_fbemp,pre_adj_week_ba,first stage on Z2,220,0.6120925189328477,0.13183312557905472,0.3536995927979004,0.8704854450677949,21.55683738604147,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 given 1990-2000 change",main_adj_week_ba,d_fbemp,pre_adj_week_ba,first stage on Z2_exmex,220,0.9507132556255773,0.20313463883031938,0.5525693635181513,1.3488571477330034,21.90438811383211,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 given 1990-2000 change",main_adj_week_ba,d_fbemp,pre_adj_week_ba,OLS,220,0.6082426409959192,0.3031272076419507,0.014113314017695777,1.2023719679741425,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 given 1990-2000 change",main_adj_week_ba,d_fbemp,pre_adj_week_ba,reduced form on Z2,220,0.656354357465825,0.2820798992026699,0.10347775502859202,1.2092309599030582,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 given 1990-2000 change",main_adj_week_ba,d_fbemp,pre_adj_week_ba,reduced form on Z2_exmex,220,0.8649844639508792,0.40025522245086714,0.08048422794717969,1.649484699954579,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 given 1990-2000 change",main_adj_week_ba,d_fbemp,pre_adj_week_ba,IV with Z2,220,1.072312333779463,0.35129964605114944,0.38376502751921004,1.7608596400397158,,,,0.23117485969804255,1.7581466835826178,bounded,,
FG_1990fp,2010 ACS,"adj_week_ba, 2000-2010 given 1990-2000 change",main_adj_week_ba,d_fbemp,pre_adj_week_ba,IV with Z2_exmex,220,0.9098268682303217,0.3320444165747843,0.25901981174374444,1.5606339247168988,,,,0.11451767627046638,1.5556230721194568,bounded,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 on 1990s inflow",pre_adj_week_ba,pre_fbemp_x,none,first stage on Z2_1990s,220,0.7524250974052937,0.06208138474979722,0.6307455832956912,0.8741046115148963,146.89389796786264,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 on 1990s inflow",pre_adj_week_ba,pre_fbemp_x,none,first stage on Z2,220,1.0893110293502595,0.07731867855316689,0.9377664193860524,1.2408556393144665,198.48832003713596,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 on 1990s inflow",pre_adj_week_ba,pre_fbemp_x,none,OLS,220,0.7828580309051267,0.1328867827435876,0.522399936727695,1.0433161250825584,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 on 1990s inflow",pre_adj_week_ba,pre_fbemp_x,none,reduced form on Z2,220,0.9796229534829195,0.2121344619331158,0.5638394080940126,1.3954064988718264,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 on 1990s inflow",pre_adj_week_ba,pre_fbemp_x,none,IV with Z2_1990s,220,0.8292778329455073,0.22285644384236136,0.39247920301447903,1.2660764628765355,,,,0.35374197981207806,1.241253718757979,bounded,,
FG_1990fp,2010 ACS,"adj_week_ba, 1990-2000 on 1990s inflow",pre_adj_week_ba,pre_fbemp_x,none,IV with Z2,220,0.8993050901790929,0.1901778064917257,0.5265565894553106,1.2720535909028752,,,,0.5279173627494548,1.2807886729301576,bounded,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 (placebo)",pre_adj_week_hsl,d_fbemp,none,first stage on Z2,220,0.6379779266968562,0.0959104945476052,0.44999335738354995,0.8259624960101624,44.2465124645936,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 (placebo)",pre_adj_week_hsl,d_fbemp,none,first stage on Z2_exmex,220,0.9778779956080068,0.13983253620243435,0.7038062246512355,1.251949766564778,48.90495660860506,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 (placebo)",pre_adj_week_hsl,d_fbemp,none,first stage on Z,220,0.2524485139714791,0.13271890728346505,-0.007680544304112413,0.5125775722470707,3.6180956378305678,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 (placebo)",pre_adj_week_hsl,d_fbemp,none,first stage on Z2_1990s,220,0.3433664119499725,0.08840723043941016,0.1700882402887286,0.5166445836112165,15.084817125492943,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 (placebo)",pre_adj_week_hsl,d_fbemp,none,OLS,220,0.15016846227257116,0.16104647465535626,-0.16548262805192712,0.4658195525970694,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 (placebo)",pre_adj_week_hsl,d_fbemp,none,reduced form on Z2,220,0.0065427463381549505,0.21740655884676954,-0.4195741090015134,0.43265960167782325,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 (placebo)",pre_adj_week_hsl,d_fbemp,none,reduced form on Z2_exmex,220,0.04026838630060614,0.34764010329321327,-0.6411062161540918,0.7216429887553041,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 (placebo)",pre_adj_week_hsl,d_fbemp,none,IV with Z2,220,0.010255443118588448,0.3397485757627247,-0.6556517653763521,0.6761626516135288,,,,-0.8437268037040195,0.578854305814661,bounded,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 (placebo)",pre_adj_week_hsl,d_fbemp,none,IV with Z2_exmex,220,0.04117935619930668,0.351027393529396,-0.6468343351183095,0.7291930475169228,,,,-0.8512012697457981,0.616826093419695,bounded,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 (placebo)",pre_adj_week_hsl,d_fbemp,none,IV with Z,220,-1.7324413141707478,1.6371996123276653,-4.941352554332972,1.4764699259914762,,,,-0.12681597330268302,102.145584517054,unbounded-gap,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 (placebo)",pre_adj_week_hsl,d_fbemp,none,IV with Z2_1990s,220,-0.41144527947368725,0.6454628131788084,-1.6765523933041515,0.8536618343567771,,,,-2.682441829500345,0.5340647914897666,bounded,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 (same metros)",main_adj_week_hsl,d_fbemp,none,first stage on Z2,220,0.6379779266968562,0.0959104945476052,0.44999335738354995,0.8259624960101624,44.2465124645936,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 (same metros)",main_adj_week_hsl,d_fbemp,none,first stage on Z2_exmex,220,0.9778779956080068,0.13983253620243435,0.7038062246512355,1.251949766564778,48.90495660860506,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 (same metros)",main_adj_week_hsl,d_fbemp,none,first stage on Z,220,0.2524485139714791,0.13271890728346505,-0.007680544304112413,0.5125775722470707,3.6180956378305678,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 (same metros)",main_adj_week_hsl,d_fbemp,none,first stage on Z2_1990s,220,0.3433664119499725,0.08840723043941016,0.1700882402887286,0.5166445836112165,15.084817125492943,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 (same metros)",main_adj_week_hsl,d_fbemp,none,OLS,220,0.3878189263622217,0.22853970034945773,-0.06011888632271545,0.8357567390471589,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 (same metros)",main_adj_week_hsl,d_fbemp,none,reduced form on Z2,220,0.029146617071238175,0.20245226606871486,-0.36765982442344297,0.4259530585659193,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 (same metros)",main_adj_week_hsl,d_fbemp,none,reduced form on Z2_exmex,220,0.1260562010843151,0.2946727730387211,-0.45150243407157825,0.7036148362402084,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 (same metros)",main_adj_week_hsl,d_fbemp,none,IV with Z2,220,0.04568593340234117,0.3145060691051848,-0.570745962043821,0.6621178288485033,,,,-0.6844253139421984,0.6155989309769515,bounded,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 (same metros)",main_adj_week_hsl,d_fbemp,none,IV with Z2_exmex,220,0.12890790226436977,0.2947921186711999,-0.4488846503311821,0.7067004548599216,,,,-0.5333627347931916,0.6759495583675198,bounded,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 (same metros)",main_adj_week_hsl,d_fbemp,none,IV with Z,220,0.49856229862732393,0.38803201476701,-0.2619804503160157,1.2591050475706635,,,,-inf,inf,unbounded,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 (same metros)",main_adj_week_hsl,d_fbemp,none,IV with Z2_1990s,220,-0.18242253767184113,0.3678429822480086,-0.903394782877938,0.5385497075342557,,,,-1.3128538186859195,0.4344862600240968,bounded,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 given 1990-2000 change",main_adj_week_hsl,d_fbemp,pre_adj_week_hsl,first stage on Z2,220,0.6376541225794661,0.08953192622120124,0.4621715471859117,0.8131366979730205,50.724116037188196,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 given 1990-2000 change",main_adj_week_hsl,d_fbemp,pre_adj_week_hsl,first stage on Z2_exmex,220,0.9760695435501907,0.1308056351344841,0.719690498686602,1.2324485884137795,55.681203740676025,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 given 1990-2000 change",main_adj_week_hsl,d_fbemp,pre_adj_week_hsl,OLS,220,0.39401157541320087,0.2297599140783094,-0.056317856180285564,0.8443410070066872,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 given 1990-2000 change",main_adj_week_hsl,d_fbemp,pre_adj_week_hsl,reduced form on Z2,220,0.02928587904036755,0.20347830855159554,-0.3695316057207597,0.42810336380149483,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 given 1990-2000 change",main_adj_week_hsl,d_fbemp,pre_adj_week_hsl,reduced form on Z2_exmex,220,0.12694171096074416,0.2961890765435874,-0.45358887906468714,0.7074723009861754,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 given 1990-2000 change",main_adj_week_hsl,d_fbemp,pre_adj_week_hsl,IV with Z2,220,0.04592753030733928,0.31625327739802106,-0.573928893392782,0.6657839540074606,,,,-0.6838538191627308,0.6155351107473935,bounded,,
FG_1990fp,2010 ACS,"adj_week_hsl, 2000-2010 given 1990-2000 change",main_adj_week_hsl,d_fbemp,pre_adj_week_hsl,IV with Z2_exmex,220,0.13005396162554875,0.2965962172382635,-0.4512746241614478,0.7113825474125453,,,,-0.5358678377566484,0.6751210065551012,bounded,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 on 1990s inflow",pre_adj_week_hsl,pre_fbemp_x,none,first stage on Z2_1990s,220,0.7524250974052937,0.06208138474979722,0.6307455832956912,0.8741046115148963,146.89389796786264,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 on 1990s inflow",pre_adj_week_hsl,pre_fbemp_x,none,first stage on Z2,220,1.0893110293502595,0.07731867855316689,0.9377664193860524,1.2408556393144665,198.48832003713596,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 on 1990s inflow",pre_adj_week_hsl,pre_fbemp_x,none,OLS,220,0.12712437306568908,0.09938024188305765,-0.06766090102510391,0.32190964715648207,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 on 1990s inflow",pre_adj_week_hsl,pre_fbemp_x,none,reduced form on Z2,220,0.0065427463381549505,0.21740655884676954,-0.4195741090015134,0.43265960167782325,,,,,,,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 on 1990s inflow",pre_adj_week_hsl,pre_fbemp_x,none,IV with Z2_1990s,220,-0.18776153242870505,0.27076647016367084,-0.7184638139494999,0.3429407490920897,,,,-0.7980233394853222,0.28612923339410334,bounded,,
FG_1990fp,2010 ACS,"adj_week_hsl, 1990-2000 on 1990s inflow",pre_adj_week_hsl,pre_fbemp_x,none,IV with Z2,220,0.006006316067558165,0.1994383630620221,-0.3848928755340051,0.39690550766912147,,,,-0.4077547065568626,0.3825813799363957,bounded,,
FG_1990fp,2010 ACS,"adj_hour_noba, 1990-2000 (placebo)",pre_adj_hour_noba,d_fbemp,none,first stage on Z2,220,0.6379779266968562,0.0959104945476052,0.44999335738354995,0.8259624960101624,44.2465124645936,,,,,,,
FG_1990fp,2010 ACS,"adj_hour_noba, 1990-2000 (placebo)",pre_adj_hour_noba,d_fbemp,none,first stage on Z2_exmex,220,0.9778779956080068,0.13983253620243435,0.7038062246512355,1.251949766564778,48.90495660860506,,,,,,,
FG_1990fp,2010 ACS,"adj_hour_noba, 1990-2000 (placebo)",pre_adj_hour_noba,d_fbemp,none,first stage on Z,220,0.2524485139714791,0.13271890728346505,-0.007680544304112413,0.5125775722470707,3.6180956378305678,,,,,,,
FG_1990fp,2010 ACS,"adj_hour_noba, 1990-2000 (placebo)",pre_adj_hour_noba,d_fbemp,none,first stage on Z2_1990s,220,0.3433664119499725,0.08840723043941016,0.1700882402887286,0.5166445836112165,15.084817125492943,,,,,,,
FG_1990fp,2010 ACS,"adj_hour_noba, 1990-2000 (placebo)",pre_adj_hour_noba,d_fbemp,none,OLS,220,0.14560239835295147,0.1807062199493231,-0.20858179274772182,0.49978658945362475,,,,,,,,
