cbsa,cbsa_title,pop,PushPull_10_pc,Ancestry_pc,mexemp_0,d_mexemp
41940,"San Jose-Sunnyvale-Santa Clara, CA",1735819.0,3.708680519710226,19.680174027361147,9.312024110262321,2.408584578561152
16580,"Champaign-Urbana, IL",210275.0,3.3586449819675153,2.4804033408631554,0.3579834032222138,1.6845153769234136
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4837428.0,2.9796157736796074,1.7403301919945888,0.7731768855020665,0.45133699926588766
11460,"Ann Arbor, MI",322895.0,2.841632013682112,1.2944179803031945,0.35251602777092156,0.30983927764499125
44300,"State College, PA",135758.0,2.6424133839352657,0.2815642655497282,0.041336662312538235,-0.041336662312538235
45940,"Trenton, NJ",350761.0,2.4916339638872507,1.4049804389598615,0.45336271056428945,1.2377639940836531
35620,"New York-Newark-Jersey City, NY-NJ-PA",18944519.0,2.4193550348947817,2.5145012127254325,1.3741879689427527,1.292328509325555
14020,"Bloomington, IN",142349.0,2.3919523329138714,0.9337843302376554,0.06445458357214726,0.5417253039496422
41860,"San Francisco-Oakland-Hayward, CA",4123740.0,2.351615250506173,11.56497548342039,5.396119399977836,2.4780406367903653
46520,"Urban Honolulu, HI",876156.0,2.3123161926258415,1.425904604887714,0.22751286026083,0.192007879964202
14460,"Boston-Cambridge-Newton, MA-NH",4391344.0,2.266464322353613,0.5288072968093595,0.18476716374478916,0.18599233331884577
17780,"College Station-Bryan, TX",184885.0,2.254683354685946,14.952473158990724,5.7715728229685,-0.024644834676977645
29820,"Las Vegas-Henderson-Paradise, NV",1375765.0,2.227999597291182,23.899882610765648,8.749741585020532,3.450524992835309
29200,"Lafayette-West Lafayette, IN",178541.0,2.1635745497720245,5.144758416834229,2.4534789940607906,2.3894095457326214
42660,"Seattle-Tacoma-Bellevue, WA",3043878.0,2.130973779908111,5.145866227227241,1.607688477956351,1.8835088857681992
