allocation,total,rebuilt_bn,published_bn,diff_bn
personal,receipts_all_cbo_collective,517.1002478938265,517.1002478938265,0.0
personal,receipts_direct_response_1,424.5223371918151,424.5223371918151,0.0
personal,spending_all_preferred,1017.9246116112773,1017.9246116112848,-7.503331289626658e-12
personal,spending_household_transfers,364.2692543008816,364.2692543008852,-3.637978807091713e-12
shared,receipts_all_cbo_collective,545.1187713216812,545.1187713216813,-1.1368683772161603e-13
shared,receipts_direct_response_1,444.81375478345427,444.81375478345427,0.0
shared,spending_all_preferred,1023.8816888863607,1023.8816888863686,-7.844391802791506e-12
shared,spending_household_transfers,374.73610303534053,374.7361030353446,-4.092726157978177e-12
