method,allocation,key,rel_change,rel_change_se
b_hotdeck_union_matched+status_0.75,shared,state_liability,-0.0490973519219049,0.013589553055590354
b_hotdeck_union_matched+status_0.75,shared,consumption,-0.02716462157278099,0.006109661947672217
b_hotdeck_union_matched+status_0.75,shared,social_security,-0.047112232233112006,0.01432442432546499
b_hotdeck_union_matched+status_0.75,shared,refundable_credits,-0.10399178007345233,0.013183796026420341
b_matched_over_pooled+status_0.75,personal,wage,-0.04777296835988343,0.005845352256762608
b_matched_over_pooled+status_0.75,personal,wage_oasdi,-0.03975588119390916,0.003410858713198025
b_matched_over_pooled+status_0.75,personal,self_payroll,-0.13196899642268278,0.022059055358180767
b_matched_over_pooled+status_0.75,personal,positive_fica_worker,-0.03278493560769802,0.0016725379070360903
b_matched_over_pooled+status_0.75,personal,federal_liability,-0.08975312583535133,0.01763218752471335
b_matched_over_pooled+status_0.75,personal,state_liability,-0.06487342411950647,0.011336355613972431
b_matched_over_pooled+status_0.75,personal,consumption,-0.03069686948531347,0.004428084393395221
b_matched_over_pooled+status_0.75,personal,social_security,-0.06939317853769278,0.009177132619259832
b_matched_over_pooled+status_0.75,personal,refundable_credits,-0.11625125714580076,0.011657333335103609
b_matched_over_pooled+status_0.75,shared,wage,-0.04212781311426328,0.005312637220513022
b_matched_over_pooled+status_0.75,shared,wage_oasdi,-0.036971526016044476,0.003013650274223998
b_matched_over_pooled+status_0.75,shared,self_payroll,-0.1084606211821979,0.01973813128577295
b_matched_over_pooled+status_0.75,shared,positive_fica_worker,-0.030714188344620696,0.0015663144079927874
b_matched_over_pooled+status_0.75,shared,federal_liability,-0.08187730970608154,0.015571292969431423
b_matched_over_pooled+status_0.75,shared,state_liability,-0.05640420121263279,0.010479099516781738
b_matched_over_pooled+status_0.75,shared,consumption,-0.03069686948531347,0.004428084393395219
b_matched_over_pooled+status_0.75,shared,social_security,-0.06510050934174405,0.008112371580240155
b_matched_over_pooled+status_0.75,shared,refundable_credits,-0.1016213779919597,0.010654967098224227
b_hotdeck_union_matched+status_recomputed_0.75,personal,wage,-0.044885352772341625,0.008633281743917533
b_hotdeck_union_matched+status_recomputed_0.75,personal,wage_oasdi,-0.039214177215495694,0.005379112945891434
b_hotdeck_union_matched+status_recomputed_0.75,personal,self_payroll,-0.1962229362510548,0.03347345361245097
b_hotdeck_union_matched+status_recomputed_0.75,personal,positive_fica_worker,-0.03467230368712315,0.0021800224339512614
b_hotdeck_union_matched+status_recomputed_0.75,personal,federal_liability,-0.07948751536998033,0.02497909103872107
b_hotdeck_union_matched+status_recomputed_0.75,personal,state_liability,-0.06133594087284211,0.01580313390726766
b_hotdeck_union_matched+status_recomputed_0.75,personal,consumption,-0.02716462157278099,0.006109661947672217
b_hotdeck_union_matched+status_recomputed_0.75,personal,social_security,-0.05960226738693375,0.015883794103303053
b_hotdeck_union_matched+status_recomputed_0.75,personal,refundable_credits,-0.11140418332834634,0.014702943033580964
b_hotdeck_union_matched+status_recomputed_0.75,shared,wage,-0.03582752992499272,0.007858497738756829
b_hotdeck_union_matched+status_recomputed_0.75,shared,wage_oasdi,-0.03643130590232657,0.004802919177290947
b_hotdeck_union_matched+status_recomputed_0.75,shared,self_payroll,-0.17574277647152714,0.030466421646793213
b_hotdeck_union_matched+status_recomputed_0.75,shared,positive_fica_worker,-0.031774556241881635,0.0020613671897420117
b_hotdeck_union_matched+status_recomputed_0.75,shared,federal_liability,-0.06428686470815093,0.02143267015846178
b_hotdeck_union_matched+status_recomputed_0.75,shared,state_liability,-0.048466503632966784,0.013577555781622995
b_hotdeck_union_matched+status_recomputed_0.75,shared,consumption,-0.02716462157278099,0.006109661947672217
b_hotdeck_union_matched+status_recomputed_0.75,shared,social_security,-0.047112232233112006,0.01432442432546499
b_hotdeck_union_matched+status_recomputed_0.75,shared,refundable_credits,-0.10153508848951542,0.01329595016355757
b_matched_over_pooled+status_recomputed_0.75,personal,wage,-0.0478070665986009,0.005822704813321418
b_matched_over_pooled+status_recomputed_0.75,personal,wage_oasdi,-0.03976008474044623,0.0034034251132204515
b_matched_over_pooled+status_recomputed_0.75,personal,self_payroll,-0.13151075922802669,0.02214564521163104
b_matched_over_pooled+status_recomputed_0.75,personal,positive_fica_worker,-0.03266544194280363,0.0016555816534449248
b_matched_over_pooled+status_recomputed_0.75,personal,federal_liability,-0.0896793554650851,0.017628411773696437
b_matched_over_pooled+status_recomputed_0.75,personal,state_liability,-0.06449384434998295,0.0113077135275173
b_matched_over_pooled+status_recomputed_0.75,personal,consumption,-0.03069686948531347,0.004428084393395221
b_matched_over_pooled+status_recomputed_0.75,personal,social_security,-0.06939317853769278,0.009177132619259832
b_matched_over_pooled+status_recomputed_0.75,personal,refundable_credits,-0.11771688515615708,0.012005509702600082
b_matched_over_pooled+status_recomputed_0.75,shared,wage,-0.04223003321098484,0.0052928387801726385
b_matched_over_pooled+status_recomputed_0.75,shared,wage_oasdi,-0.03704923372782387,0.003010181416935152
b_matched_over_pooled+status_recomputed_0.75,shared,self_payroll,-0.10756514678585682,0.019822654225012133
b_matched_over_pooled+status_recomputed_0.75,shared,positive_fica_worker,-0.030629057906761514,0.001547688706510549
b_matched_over_pooled+status_recomputed_0.75,shared,federal_liability,-0.08184525583418367,0.015559532171256423
b_matched_over_pooled+status_recomputed_0.75,shared,state_liability,-0.05607945881819021,0.010432606707902371
b_matched_over_pooled+status_recomputed_0.75,shared,consumption,-0.03069686948531347,0.004428084393395219
b_matched_over_pooled+status_recomputed_0.75,shared,social_security,-0.06510050934174405,0.008112371580240155
b_matched_over_pooled+status_recomputed_0.75,shared,refundable_credits,-0.10233130228598208,0.011013418750224924
