on_books,lane_method,allocation,key,audit_alone_bn,lane_alone_bn,combined_bn,interaction_bn
0.6,b_hotdeck_union_matched,personal,state_liability,1.2452200994096343,1.0723842357188862,2.0698082550691854,-0.24779608005933507
0.6,b_hotdeck_union_matched,personal,unemployment,0.0,-0.35012421337457833,-0.35012421337457833,0.0
0.6,b_hotdeck_union_matched,personal,veterans,0.0,0.28475777094181454,0.28475777094181454,0.0
0.6,b_hotdeck_union_matched,personal,wage,1.4220869936278502,0.618484316305537,1.8887623861548581,-0.15180892377852906
0.6,b_hotdeck_union_matched,personal,wage_oasdi,5.054822067786657,1.4788808201269128,6.21459714240998,-0.3191057455035895
0.6,b_hotdeck_union_matched,personal,wic,0.0,0.19918536667088804,0.19918536667088804,0.0
0.6,b_hotdeck_union_matched,personal,workers_comp,0.0,-0.25565211337794824,-0.25565211337794824,0.0
0.6,b_hotdeck_union_matched,personal,working_age,0.0,0.0,0.0,0.0
0.6,b_hotdeck_union_matched,shared,adults,0.0,0.0,0.0,0.0
0.6,b_hotdeck_union_matched,shared,age65plus,0.0,-5.296670283185275e-18,-5.296670283185275e-18,0.0
0.6,b_hotdeck_union_matched,shared,all_cash,0.0,-0.16674467808067714,-0.16674467808067714,0.0
0.6,b_hotdeck_union_matched,shared,cash_assistance,0.0,-1.6680484749120175,-1.6680484749120175,0.0
0.6,b_hotdeck_union_matched,shared,consumption,0.0,2.638079336030608,2.638079336030608,0.0
0.6,b_hotdeck_union_matched,shared,energy,0.0,-0.006603532837387376,-0.006603532837387376,0.0
0.6,b_hotdeck_union_matched,shared,federal_liability,4.7580515809653825,6.942522837593649,10.106037074729954,-1.594537343829077
0.6,b_hotdeck_union_matched,shared,medicare,0.0,-0.35045716808972716,-0.35045716808972716,0.0
0.6,b_hotdeck_union_matched,shared,population,0.0,3.950175632725724e-17,3.950175632725724e-17,0.0
0.6,b_hotdeck_union_matched,shared,positive_fica_worker,0.552598292016976,0.0270602696379064,0.5775011415596963,-0.002157420095186026
0.6,b_hotdeck_union_matched,shared,refundable_credits,-6.32886002824701,0.38692986492168535,-6.152280454726717,-0.2103502914013925
0.6,b_hotdeck_union_matched,shared,self_payroll,0.523921703988925,1.3762032193267495,1.8338707708443953,-0.06625415247127919
0.6,b_hotdeck_union_matched,shared,snap,0.0,0.419601547548559,0.419601547548559,0.0
0.6,b_hotdeck_union_matched,shared,social_security,0.0,-2.984548978028089,-2.984548978028089,0.0
0.6,b_hotdeck_union_matched,shared,ssi,0.0,-0.05013323410531216,-0.05013323410531216,0.0
0.6,b_hotdeck_union_matched,shared,state_liability,1.192836452933783,0.8422175022529772,1.7985798598563911,-0.236474095330369
0.6,b_hotdeck_union_matched,shared,unemployment,0.0,-0.18014777672263665,-0.18014777672263665,0.0
0.6,b_hotdeck_union_matched,shared,veterans,0.0,-0.06967193900038855,-0.06967193900038855,0.0
0.6,b_hotdeck_union_matched,shared,wage,1.3781128936148925,0.42408337314511,1.6536471800318824,-0.14854908672812017
0.6,b_hotdeck_union_matched,shared,wage_oasdi,4.911303391711739,1.4623755383730637,6.0587773124741755,-0.31490161761062696
0.6,b_hotdeck_union_matched,shared,wic,0.0,0.19918536667088804,0.19918536667088804,0.0
0.6,b_hotdeck_union_matched,shared,workers_comp,0.0,-0.4381971772015838,-0.4381971772015838,0.0
0.6,b_hotdeck_union_matched,shared,working_age,0.0,0.0,0.0,0.0
0.6,b_matched_over_pooled,personal,adults,0.0,0.0,0.0,0.0
0.6,b_matched_over_pooled,personal,age65plus,0.0,0.0,0.0,0.0
0.6,b_matched_over_pooled,personal,all_cash,0.0,-0.2288651251068634,-0.2288651251068634,0.0
0.6,b_matched_over_pooled,personal,cash_assistance,0.0,3.0905226064037588,3.0905226064037588,0.0
0.6,b_matched_over_pooled,personal,consumption,0.0,2.9811119162129973,2.9811119162129973,0.0
0.6,b_matched_over_pooled,personal,energy,0.0,-0.009821952047376275,-0.009821952047376275,0.0
0.6,b_matched_over_pooled,personal,federal_liability,5.014532599272947,9.132991336195095,12.939789496887597,-1.2077344385804452
0.6,b_matched_over_pooled,personal,medicare,0.0,-1.0561538877228462,-1.0561538877228462,0.0
0.6,b_matched_over_pooled,personal,population,0.0,0.0,0.0,0.0
0.6,b_matched_over_pooled,personal,positive_fica_worker,0.5605414385352732,0.013084553918700925,0.5717229361831633,-0.0019030562708108097
0.6,b_matched_over_pooled,personal,refundable_credits,-6.6902219522691375,0.27207639746210094,-6.440612514632602,-0.022466959825565513
0.6,b_matched_over_pooled,personal,self_payroll,0.5186632205907679,0.8488450700045115,1.3721604383074077,0.004652147712128407
0.6,b_matched_over_pooled,personal,snap,0.0,-0.3698316982951641,-0.3698316982951641,0.0
0.6,b_matched_over_pooled,personal,social_security,0.0,-4.1995597107797265,-4.1995597107797265,0.0
0.6,b_matched_over_pooled,personal,ssi,0.0,-0.03130575459805497,-0.03130575459805497,0.0
0.6,b_matched_over_pooled,personal,state_liability,1.2452200994096343,1.0880143260889477,2.1850648230906264,-0.14816960240795551
0.6,b_matched_over_pooled,personal,unemployment,0.0,-0.48457886323104044,-0.48457886323104044,0.0
0.6,b_matched_over_pooled,personal,veterans,0.0,0.007942460066000847,0.007942460066000847,0.0
0.6,b_matched_over_pooled,personal,wage,1.4220869936278502,0.6713486472976036,1.966832247552892,-0.12660339337256166
0.6,b_matched_over_pooled,personal,wage_oasdi,5.054822067786657,1.4481591546184487,6.193893919969431,-0.30908730243567417
0.6,b_matched_over_pooled,personal,wic,0.0,-0.0146707494947402,-0.0146707494947402,0.0
0.6,b_matched_over_pooled,personal,workers_comp,0.0,0.41280364333182296,0.41280364333182296,0.0
0.6,b_matched_over_pooled,personal,working_age,0.0,0.0,0.0,0.0
0.6,b_matched_over_pooled,shared,adults,0.0,0.0,0.0,0.0
0.6,b_matched_over_pooled,shared,age65plus,0.0,0.0,0.0,0.0
0.6,b_matched_over_pooled,shared,all_cash,0.0,-0.23179894974756382,-0.23179894974756382,0.0
0.6,b_matched_over_pooled,shared,cash_assistance,0.0,3.333812297236126,3.333812297236126,0.0
0.6,b_matched_over_pooled,shared,consumption,0.0,2.9811119162129973,2.9811119162129973,0.0
0.6,b_matched_over_pooled,shared,energy,0.0,-0.009821952047376275,-0.009821952047376275,0.0
0.6,b_matched_over_pooled,shared,federal_liability,4.7580515809653825,9.057388305357996,12.644418138835437,-1.1710217474879414
0.6,b_matched_over_pooled,shared,medicare,0.0,-1.0269778267521679,-1.0269778267521679,0.0
0.6,b_matched_over_pooled,shared,population,0.0,0.0,0.0,0.0
0.6,b_matched_over_pooled,shared,positive_fica_worker,0.552598292016976,0.004682116922791087,0.5557265579686366,-0.001553850971130484
0.6,b_matched_over_pooled,shared,refundable_credits,-6.32886002824701,0.30770084396549285,-5.986449229598197,0.03470995468332011
0.6,b_matched_over_pooled,shared,self_payroll,0.523921703988925,0.6702976938750169,1.2103571881116384,0.01613779024769646
