item,imputed_set,union_imputed,union_imputed_se,union_reported,union_reported_se,other_reported,other_reported_se,gap_reported,gap_reported_se,gap_imputed,gap_imputed_se,retained,retained_se,union_imputed_minus_reported,union_imputed_minus_reported_se,did_union_minus_other,did_union_minus_other_se,log_gap_reported,log_gap_reported_se,log_gap_imputed,log_gap_imputed_se,log_did_union_minus_other,log_did_union_minus_other_se,other_imputed_over_reported,other_imputed_over_reported_se,coverage,coverage_se,n_cells
dividends,whole_supplement,264.4203948273064,59.469456844805705,49.07414706407851,15.120794990134558,135.38685231285098,14.460807052438039,-86.31270524877246,20.649822257548724,129.0335425144554,59.13336562634712,-1.4949542149391792,0.822218511995436,215.34624776322786,61.587801591269255,1.0410218319066757,82.70121761679789,-1.0148038934411638,0.32574920810210867,0.6694039880637591,0.23738007511480516,0.7352885930448446,0.4225385266702262,2.582916762477886,0.4357623158050894,0.9501142735115382,0.005989806171165557,171
dividends,item_level,1041.2362752135346,169.40636114891834,124.92306265238109,38.75256847019355,369.7898885083715,80.0989181664616,-244.86682585599044,88.69659074033667,671.446386705163,179.11448112527768,-2.742088007871062,1.4667687384073795,916.3132125611535,170.01106754048476,-798.4536967266642,232.24713743488337,-1.0852369264191537,0.3691386042102209,1.0352290368833796,0.2504513531282324,0.3927331791350701,0.3937543545493619,5.627879814866709,1.1694598617747058,0.8851921126933731,0.0150731155926715,94
rent,all_imputed,465.81297368483274,78.20649226735874,135.47045575879508,35.32657298209339,305.5598767068146,36.77044657432509,-170.0894209480195,47.57118611706732,160.25309697801816,79.44954308846607,-0.942169689830343,0.6223532646457849,330.34251792603766,80.89709866585356,-278.09602437238283,138.0825902435956,-0.8133921773085885,0.27316739689086894,0.4216384543676372,0.18565583071384176,0.1395650984258452,0.32829699250080496,2.990574571283854,0.5014466083431824,0.9498830005800452,0.005773154013835817,183
rent,whole_supplement,208.6450922133337,63.92141637072664,132.0434725665157,35.65023672898848,278.46904728449533,35.803839986778826,-146.42557471797963,47.777156635170314,-69.82395507116163,71.70834818286363,0.4768562814634316,0.47096675803488075,76.601619646818,72.28597675592646,24.897574898585958,87.32152205883365,-0.7461757063892716,0.2867495282846522,-0.288672227243237,0.32986003758707655,0.28712874128396315,0.43457022748932556,1.1857491131619198,0.19048959958108874,0.9501142735115382,0.005989806171165557,171
rent,item_level,1778.0547322033267,413.1716606354043,169.107958872173,47.64999211349633,445.28130616305805,78.48976170518392,-276.1733472908851,79.99244128548779,1332.7734260402685,394.9276325933167,-4.825858248502518,2.1471622399220807,1608.9467733311537,403.3620757709188,-1018.5514697957128,692.4036835568335,-0.9681689102600562,0.28691658090853284,1.3845689674911,0.24400145032756318,0.41583944327605793,0.38467311167153184,6.940934575395037,1.6999262587359565,0.8257657998619135,0.021955818024918885,73
social_security,all_imputed,2895.9951785198464,153.26684051676662,1899.998467452952,103.922665878403,2579.1858007064284,126.7964478673019,-679.1873332534765,88.83140312456644,316.809377813418,117.6769587365129,-0.46645360168279665,0.19537274264494517,995.9967110668945,133.02360460254232,320.3636575193957,154.70268936948327,-0.30562068843742574,0.039127904583603976,0.11585504164055468,0.042035972424019755,0.18874488140376025,0.05834190611805641,1.2620417533993533,0.03925120034505808,0.9451206047311934,0.006004670392834688,186
social_security,whole_supplement,1461.7089405195466,121.29821710703084,981.358138085856,85.67830753411354,1392.4844028569275,103.69458114405317,-411.12626477107153,65.91173075631474,69.22453766261901,103.59166978903676,-0.1683778040820756,0.2611002726767039,480.35080243369055,113.496578608846,290.96996668634677,147.0998506404783,-0.3499073034745675,0.055922463610150824,0.048516766480257593,0.07187503557239024,0.27075128037314045,0.10881532156209917,1.13618117155044,0.05866841626818582,0.9501142735115382,0.005989806171165557,171
social_security,item_level,9050.458949199094,603.3762074203134,5940.11145004447,428.9561811305956,7888.311828092667,479.6401848719424,-1948.2003780481973,283.4962371912745,1162.1471211064263,447.58466788017955,-0.596523403958438,0.25810296119074505,3110.3474991546236,499.75367720645266,565.8576609605734,542.3580556062797,-0.28365425264568983,0.042246566593419056,0.13743332056670116,0.05136219099005709,0.13797573174283728,0.06438458653109141,1.308845392672248,0.05063124022776293,0.8457484098112773,0.018530942109362774,85
ssi,all_imputed,239.28840733333593,52.290297534164885,120.10766316025581,26.48222488977316,176.40320291357037,19.408873076789597,-56.29553975331456,27.719963972776366,62.88520441976556,48.60760801893346,-1.1170548269956504,1.371141296656598,119.18074417308011,51.97576970060703,-44.80437529955525,63.82321603878814,-0.3843837669671529,0.2146364644644604,0.30489724915363514,0.20662965758433802,0.030918097157106583,0.30337228804936683,1.9316275138028796,0.2715562847987436,0.9444380152133042,0.006417841671274578,180
ssi,whole_supplement,103.76765607457136,22.53568830654912,77.96843133701766,17.571531800101813,141.62702112182933,16.757615833960553,-63.65858978481167,20.88076881461196,-37.85936504725797,25.491038765716272,0.5947251608186088,0.37987272699186553,25.7992247375537,25.4747221310428,12.6062330329637,39.688151309976554,-0.5968929718687555,0.22532284008118225,-0.3110426665219894,0.22567772955724066,0.19643642376206083,0.34357055961765204,1.0935331559147452,0.2278606900973224,0.9501142735115382,0.005989806171165557,171
ssi,item_level,1407.3409433373097,564.7077009535642,293.01045944411607,154.2408541138755,426.9455889687037,105.95559384818232,-133.93512952458764,156.6996539193847,980.3953543686059,511.5667324079796,-7.31992687690369,1097.531835919786,1114.3304838931936,536.6232158650671,-160.91418163158073,503.04170257201446,-0.3764482726649962,0.510053895745984,1.1928007683118225,0.3470374316725304,0.36125585281857187,0.5467775461514588,4.206529980012943,0.9330419492419965,0.6347437080380279,0.041705562264254946,53
public_assistance,all_imputed,55.09602319577556,12.408456590858181,34.086388034983315,6.695925111269089,23.145840779336137,4.416727004565376,10.940547255647179,7.668950634650083,31.95018241643942,12.813776263404208,2.9203459086516634,3.3587318524508096,21.009635160792243,13.580310099750738,-11.971617209442655,16.949598507379584,0.3870830263058757,0.261427962732516,0.8672624388176562,0.28314509482424455,-0.4054638944437857,0.37446169306579064,2.4245436156739313,0.603005132030613,0.9463791769736369,0.006193364258016411,178
public_assistance,whole_supplement,52.472326193135636,13.849899763427361,34.39824861105442,6.952778130688161,23.230455593419308,4.433291814152632,11.167793017635113,7.850434358016089,29.24187059971633,14.156544513467873,2.618410867173161,3.27630214464501,18.074077582081216,15.012554109806404,22.119417827667576,16.608477760269338,0.39254149173725283,0.26380130217555453,0.8148217516135039,0.3130638046821464,0.6126222520741371,0.46650465703403615,0.8266763687260881,0.3019332848792646,0.9501142735115382,0.005989806171165557,171
public_assistance,item_level,60.40449686774483,23.15892231035416,26.029842813577066,7.117664202692702,22.48951723969196,6.363540032500847,3.540325573885106,8.855758345096731,37.914979628052876,24.23930843382642,10.709461273203042,76.37776708297716,34.37465405416776,23.981357881263836,-343.77051871109717,120.64515181298759,0.14619438013737984,0.3645612628534027,0.9880142534352273,0.48425312342448523,-2.364861822331503,0.7018618413819965,18.282714173787895,8.132915958947013,0.7912763070365681,0.025820635583380092,62
unemployment,all_imputed,199.60730838772471,40.31752819369012,54.837710923888054,10.775271148538595,57.69609979906522,7.134519269028251,-2.8583888751771696,11.42405820738741,141.9112085886595,39.54143502928588,-49.64727151754798,902.3476569170406,144.76959746383665,40.49024667532809,15.774515353978842,53.160785566866586,-0.050811463930255193,0.20482451621397144,1.2411624016168348,0.216786101742013,0.12399077521837132,0.3443520672600483,3.098440326743701,0.7076918028879738,0.950379802459261,0.005671503984363037,186
unemployment,whole_supplement,77.35248990148747,27.722862296543557,47.945612375458936,9.207917654139044,49.5279101606004,5.222129065229932,-1.5822977851414635,9.668824622387957,27.824579740887074,27.1105661826513,-17.58491985653601,96.359943143494,29.406877526028538,26.70395618621307,-21.228978357807037,41.800070410105036,-0.03246905932272539,0.20027759610165968,0.44583641426149434,0.36257865869987804,-0.223623782183468,0.4976835044085098,2.025993640855486,0.6796204463219955,0.9501142735115382,0.005989806171165557,171
unemployment,item_level,882.4701060348204,258.90725936614484,35.72987996759042,10.236719354384723,62.761860488971855,14.176210060951384,-27.031980521381435,17.30369426484537,819.7082455458486,259.8211774944763,-30.323647388599053,35.805695628121605,846.74022606723,259.49057243122326,223.27158976117198,327.38052505331245,-0.5633602593275057,0.34954205957523077,2.6433773421243405,0.3791242642627014,0.7618786643156956,0.5000288703972918,13.11612411499124,3.0006969039344433,0.7908986763548193,0.025847476332567714,68
veterans,all_imputed,336.0581891389916,61.07383899296447,180.00351704523607,44.09721434173342,198.5239783765435,20.075363997915808,-18.520461331307445,42.4552170284002,137.5342107624481,60.92031502411643,-7.426068298307283,135.6928084458192,156.05467209375556,73.90441818371154,-159.94575420671964,87.46477326683525,-0.09793350085896409,0.23556030825542829,0.5263744362317357,0.1918146888506118,-0.32778663318484513,0.3145614291184049,2.591131285916242,0.31244036664621677,0.9453232797813387,0.00628219956988376,177
veterans,whole_supplement,213.68723731790817,57.22977039736198,136.4733413078665,28.57972767560114,178.1449192186771,18.312889129408692,-41.67157791081061,31.08876711735529,35.54231809923107,58.63589013201663,-0.852915101398417,35.66955191995622,77.21389601004168,64.84349049350388,-8.677782065821845,75.69558504860137,-0.26646807818602614,0.21705266457674843,0.18191606615396463,0.28181194732866355,0.054921958582390684,0.38230240607506777,1.482103238061333,0.25907293102489043,0.9501142735115382,0.005989806171165557,171
veterans,item_level,1072.1845893517382,330.87412529206557,523.5119874982835,313.9413483513654,383.8269996599806,103.20539460336748,139.6849878383029,265.94533520155574,688.3575896917575,331.4622042753915,4.927928192889198,1266.1867958299947,548.6726018534547,439.04861722808204,-2040.2704380488203,678.7157085343553,0.3103679994499717,0.4807286416144558,1.0272615890134138,0.3801022692902416,-1.3348259877912678,0.5944577546647335,7.89797945480223,1.8114163745501015,0.7775426443654581,0.030103171823060545,60
pensions_retirement,all_imputed,1644.5307946064038,205.5390531653153,456.8146131563072,64.40840897927914,844.9872771496455,71.95721941451909,-388.1726639933383,71.53636692152148,799.5435174567583,185.60631767941433,-2.059762553167525,0.6330257288621082,1187.7161814500967,197.76910524218542,271.0146995136097,224.13870367594015,-0.6150439225139346,0.12660901732253296,0.6658888206548137,0.11716252284053894,0.5461196631655242,0.1800608402002894,2.085092210647859,0.12626419618346998,0.9510170310662265,0.005544216529644876,188
pensions_retirement,whole_supplement,881.2763038574682,200.38941276895093,321.89891799190855,55.84311447647669,579.2542100617476,60.02354884339127,-257.35529206983904,59.87553539141737,302.0220937957206,183.0388941998495,-1.17356084410248,0.7566608506173697,559.3773858655596,198.01526874945137,392.62877961252764,212.57933703853791,-0.5875038544300123,0.15367395566223857,0.4196297706182632,0.21503983533630927,0.7536948067297572,0.29146936746235214,1.288448547625137,0.09723519528265218,0.9501142735115382,0.005989806171165557,171
pensions_retirement,item_level,4886.226563193957,732.4121127638715,988.4496617575153,192.14855404536408,2065.768140002901,260.15810415110616,-1077.3184782453857,224.6817850791892,2820.458423191056,647.3412625950529,-2.618035873463063,0.9132217384782619,3897.776901436442,657.477928685101,-40.0152201415558,676.3965886690718,-0.7371196994113823,0.16293997180310305,0.8609182037560714,0.14237123667997673,0.5310244863167735,0.18742729914740522,2.906685465878694,0.2840428429996051,0.8550991193880423,0.01895583723320209,85
federal_liability_shared,all_imputed,3451.4178336210134,156.72486636455398,2741.4038711014946,113.93388379730737,4949.856552248912,157.44320543899678,-2208.452681147417,175.96545989724802,-1498.4387186278982,202.393899231768,0.678501618540169,0.07474893237666097,710.0139625195188,175.3392079952927,31.16347710977334,262.84491616423304,-0.5908884459136297,0.04714619337730751,-0.3605734839303135,0.05100500211271524,0.10179379885696738,0.06557986160502545,1.1371454865901756,0.04595678385743714,0.9593888790272752,0.00303877562103991,230
state_liability_shared,all_imputed,772.9048001412694,33.60167289412786,636.3404156604984,29.17432019872028,1286.3711424049081,38.30072148622052,-650.0307267444098,42.38758560766955,-513.4663422636387,51.38420338353333,0.7899108782676548,0.06605098407226039,136.56438448077108,44.73447919320808,6.225008255675107,62.02724611095993,-0.703846800444121,0.0484431742541672,-0.5094245806882542,0.05317890305004668,0.09790975799860407,0.0683384010136554,1.10132330548198,0.041487244677173164,0.9593888790272752,0.00303877562103991,230
refundable_credits_shared,all_imputed,309.7326390687425,13.091187515279886,328.75899773210267,15.251465798150095,199.83728456550142,7.7724341951364595,128.92171316660125,16.19396103905236,109.8953545032411,14.337514817968431,0.8524192845717693,0.13970811205152917,-19.026358663360156,19.493075195353665,0.46170205968724076,21.465858936848978,0.49782149440272205,0.056460517522201124,0.4382060124922494,0.053543553004964196,0.04299287260948185,0.07741230972404585,0.9024803566290468,0.04476445848380652,0.9593888790272752,0.00303877562103991,230
spm_resources_per_member,all_imputed,26130.52733468904,409.10748367664445,25808.843747102528,445.3978552912363,32870.67710579207,460.11706101386045,-7061.833358689542,582.3611195725636,-6740.1497711030315,527.3596614377694,0.9544475816339278,0.07597669364557118,321.68358758651084,549.2614397950781,-1073.137936410294,757.5147279758144,-0.24186377288379984,0.020256781499952758,-0.22947672644454833,0.0179892702876503,-0.029170943682557376,0.026247914387892472,1.0424336109508079,0.016686097706732697,0.9448371644068179,0.003332947017791444,219
snap_per_member,all_imputed,164.41928328277393,15.725645405257664,134.454535816322,8.34687695062198,126.20350932244138,6.250630414354551,8.251026493880616,10.73207528998238,38.215773960332555,17.27921064975806,4.631638740788838,81.68396105317147,29.96474746645194,18.505265962829675,-14.124004686089279,23.798212058501264,0.06333036088174077,0.08193731571324302,0.2645240133041475,0.11038669082021782,-0.09787393904322214,0.15074040894617888,1.3520066708714695,0.1056331131327222,0.9488466273337859,0.005670760835055635,184
