spec,derived_rule,allocation,key,share_published,share_ipw,delta_share,delta_share_se,relative_change,relative_change_se,imputed_weight_share,cells_collapsed
a_brief_cells,material_5pct,personal,wage,0.08323440807808574,0.08086583962108633,-0.002368568456999412,0.0010932525694250616,-0.02845660240386838,0.013086254592553822,0.26326077001920006,3
a_brief_cells,material_5pct,personal,wage_oasdi,0.09033905545635841,0.08824282513451602,-0.0020962303218423906,0.0008987726733050284,-0.02320403186919584,0.009905621900073906,0.26326077001920006,3
a_brief_cells,material_5pct,personal,self_payroll,0.1024359412576092,0.10158116270929403,-0.0008547785483151715,0.006336826602784396,-0.008344517928190354,0.0616330755130626,0.27317749143768416,3
a_brief_cells,material_5pct,personal,positive_fica_worker,0.11769125404979552,0.11698077491589752,-0.0007104791338980038,0.0006511784714678436,-0.00603680485550262,0.005527521884796974,0.27317749143768416,3
a_brief_cells,material_5pct,personal,capital,0.031129809579337604,0.01817089498120914,-0.012958914598128462,0.0025816216351923055,-0.4162863433231514,0.07387418183125716,0.4448730931584516,7
a_brief_cells,material_5pct,personal,interest_dividend,0.03194166125174109,0.017038723356385864,-0.014902937895355226,0.002767042565320071,-0.46656740167335187,0.07494172534483612,0.4448730931584516,7
a_brief_cells,material_5pct,personal,federal_liability,0.05334829866810948,0.04775878667050438,-0.005589511997605101,0.0020591737513526946,-0.10477395038178405,0.03702544797884746,0.532929147910991,24
a_brief_cells,material_5pct,personal,federal_high_agi,0.030632655887145598,0.014777855414044598,-0.015854800473100998,0.006538184369562313,-0.5175783820871425,0.16645618746117877,0.532929147910991,24
a_brief_cells,material_5pct,personal,state_liability,0.050044257862511904,0.045971136993234685,-0.004073120869277219,0.0018020031230735554,-0.08139037410580507,0.035529700604911084,0.532929147910991,24
a_brief_cells,material_5pct,personal,consumption,0.08104060733729859,0.08209426116570119,0.0010536538284025981,0.0012734960580790713,0.013001553949579803,0.015767226768582436,0.6836575703603007,56
a_brief_cells,material_5pct,personal,medicare,0.05128038430571159,0.05137165801755157,9.127371183997868e-05,0.0004607026000831919,0.0017798952382228617,0.008990695715115595,0.2334222558496107,5
a_brief_cells,material_5pct,personal,medicare_income,0.023649895524952,0.022023761035865917,-0.001626134489086082,0.0011796114111286352,-0.06875863309292074,0.04806260447530455,0.2334222558496107,5
a_brief_cells,material_5pct,personal,social_security,0.041797014662154255,0.037624312336612904,-0.004172702325541351,0.0008912131713071353,-0.09983254448360368,0.02093583642492708,0.21540378888844255,8
a_brief_cells,material_5pct,personal,ssi,0.0822426056638995,0.08083956556095041,-0.001403040102949088,0.0063207518543206,-0.01705977201990516,0.07743071309214221,0.16786844379142135,4
a_brief_cells,material_5pct,personal,cash_assistance,0.16663978632565296,0.18225666227079412,0.015616875945141162,0.017953142825094543,0.09371637043882264,0.10842266789914999,0.17616115512688926,4
a_brief_cells,material_5pct,personal,unemployment,0.11327777276946416,0.10261641537422819,-0.010661357395235965,0.010969332080530575,-0.09411694046044927,0.09464192426415584,0.1687293145877416,4
a_brief_cells,material_5pct,personal,veterans,0.050576740098793566,0.05168899659578588,0.0011122564969923143,0.004784825289872625,0.02199146277161601,0.09525593416196267,0.17392673155959285,6
a_brief_cells,material_5pct,personal,workers_comp,0.19316283508378343,0.19946204395764947,0.006299208873866036,0.027812887971136853,0.03261087398688156,0.14451651818481234,0.16645484897557467,4
a_brief_cells,material_5pct,personal,wages,0.08323440807808574,0.08086583962108633,-0.002368568456999412,0.0010932525694250616,-0.02845660240386838,0.013086254592553822,0.26326077001920006,3
a_brief_cells,material_5pct,personal,refundable_credits,0.23017283399756386,0.23223961558716422,0.0020667815896003583,0.006285151854174587,0.00897925942738409,0.027291321135920144,0.532929147910991,24
a_brief_cells,material_5pct,personal,all_cash,0.04610462760521193,0.041510718879953806,-0.004593908725258125,0.0009277267644743767,-0.09964094634046672,0.019969861527223298,0.23075065153596766,10
a_brief_cells,material_5pct,personal,snap,0.14814983969377093,0.1556881840587781,0.007538344365007166,0.004525304766933983,0.05088324348233586,0.030324083549810983,0.22645989816742138,4
a_brief_cells,material_5pct,personal,energy,0.10707730444856593,0.10231525948416012,-0.004762044964405812,0.009558217120754314,-0.044472962678036354,0.09212885861587536,0.24883076535914264,9
a_brief_cells,material_5pct,personal,wic,0.22875920171485437,0.24303743281014223,0.014278231095287863,0.007201457834997046,0.06241598584124075,0.03155535598863528,0.21641062953588872,7
a_brief_cells,material_5pct,personal,housing_support,0.1264099071207032,0.12133668563278288,-0.005073221487920332,0.0068265762243929,-0.04013310035166895,0.05322851881418039,0.07864308458697716,1
a_brief_cells,material_5pct,personal,resources,0.08104060733729859,0.08209426116570119,0.0010536538284025981,0.0012734960580790713,0.013001553949579803,0.015767226768582436,0.6836575703603007,56
a_brief_cells,material_5pct,personal,medicaid_covered,0.19647486897309094,0.2010117944822818,0.004536925509190853,0.0020844490502682634,0.02309163270042558,0.010526378290491719,0.23504367508682253,5
a_brief_cells,material_5pct,shared,wage,0.08782377602322235,0.085351999914909,-0.0024717761083133533,0.0012132190807646961,-0.028144725952796268,0.013704217172949553,0.40564682882004965,18
a_brief_cells,material_5pct,shared,wage_oasdi,0.09497098222247713,0.09362485536496454,-0.0013461268575125918,0.0009817418193294424,-0.014174085873505882,0.010317608428156586,0.40564682882004965,18
a_brief_cells,material_5pct,shared,self_payroll,0.106786482208763,0.10827292248591737,0.0014864402771543744,0.007796675918776613,0.013919741959927512,0.07273244571190499,0.4215195674332159,18
a_brief_cells,material_5pct,shared,positive_fica_worker,0.12104868583474679,0.12122734384310889,0.00017865800836210088,0.000840642648194716,0.0014759186118384893,0.006940306080920147,0.4215195674332159,18
a_brief_cells,material_5pct,shared,capital,0.037169700053379336,0.019226356780821165,-0.01794334327255817,0.0029393359140857636,-0.4827411371840442,0.07046414002207213,0.6298116718787256,13
a_brief_cells,material_5pct,shared,interest_dividend,0.03692674158156216,0.017574669713978242,-0.019352071867583916,0.0029293611289276378,-0.5240665988587137,0.0722728524483509,0.6298116718787256,13
a_brief_cells,material_5pct,shared,federal_liability,0.05739941937912565,0.05263494740728943,-0.004764471971836215,0.0020836839539129398,-0.08300557781545959,0.034992880557428,0.5718980165293104,24
a_brief_cells,material_5pct,shared,federal_high_agi,0.03275263245569169,0.017040702304038185,-0.015711930151653505,0.007009501925003674,-0.4797150327659576,0.17496439832835134,0.5718980165293104,24
a_brief_cells,material_5pct,shared,state_liability,0.05368359574723256,0.0499394711503729,-0.0037441245968596604,0.001856663173824577,-0.06974429608792876,0.033833338213416886,0.5718980165293104,24
a_brief_cells,material_5pct,shared,consumption,0.08104060733729859,0.08209426116570119,0.0010536538284025981,0.0012734960580790713,0.013001553949579803,0.015767226768582436,0.6836575703603007,56
a_brief_cells,material_5pct,shared,medicare,0.05414155070643574,0.054374651717715376,0.0002331010112796364,0.0005709968764945477,0.004305399609692451,0.010575739701464536,0.24040991739401418,5
a_brief_cells,material_5pct,shared,medicare_income,0.027004703308822122,0.025903880938971776,-0.001100822369850346,0.0012497047876459527,-0.04076409791514801,0.045559506783737595,0.24040991739401418,5
a_brief_cells,material_5pct,shared,social_security,0.04375254416175898,0.03915839927090524,-0.004594144890853739,0.0009040458466532069,-0.10500291991863542,0.020227207346163983,0.2728881764452831,8
a_brief_cells,material_5pct,shared,ssi,0.08234046985606125,0.08055160987690557,-0.001788859979155677,0.006287842482509528,-0.021725161178734687,0.07648217128499324,0.2078240446835372,4
a_brief_cells,material_5pct,shared,cash_assistance,0.17661579482061548,0.19056651386815276,0.01395071904753728,0.017200849286969706,0.07898907944052613,0.09680156277544076,0.21466381820511063,4
a_brief_cells,material_5pct,shared,unemployment,0.1159586061315304,0.11173265700758543,-0.004225949123944972,0.010102104715762998,-0.036443600565114864,0.08717189388531171,0.20704155909856997,4
a_brief_cells,material_5pct,shared,veterans,0.0649808550687399,0.06722866154554788,0.002247806476807973,0.0045674810744589225,0.03459182669157146,0.07047246985696637,0.21403796245873577,6
a_brief_cells,material_5pct,shared,workers_comp,0.21897760090582383,0.23768779443927945,0.018710193533455627,0.02779505223283346,0.0854434127328958,0.12591256691223346,0.2024144551977931,4
a_brief_cells,material_5pct,shared,wages,0.08782377602322235,0.085351999914909,-0.0024717761083133533,0.0012132190807646961,-0.028144725952796268,0.013704217172949553,0.40564682882004965,18
a_brief_cells,material_5pct,shared,refundable_credits,0.2445746723418169,0.24734657179551212,0.0027718994536952146,0.005737566956977469,0.011333550719516916,0.023360873277330593,0.5718980165293104,24
a_brief_cells,material_5pct,shared,all_cash,0.04912838709001712,0.04405645077120694,-0.005071936318810179,0.0009910865892658668,-0.10323840490665726,0.01980738218250396,0.2981870681505855,10
a_brief_cells,material_5pct,shared,snap,0.14814983969377093,0.1556881840587781,0.007538344365007166,0.004525304766933983,0.05088324348233586,0.030324083549810983,0.22645989816742138,4
a_brief_cells,material_5pct,shared,energy,0.10707730444856593,0.10231525948416012,-0.004762044964405812,0.009558217120754314,-0.044472962678036354,0.09212885861587536,0.24883076535914264,9
a_brief_cells,material_5pct,shared,wic,0.22875920171485437,0.24303743281014223,0.014278231095287863,0.007201457834997046,0.06241598584124075,0.03155535598863528,0.21641062953588872,7
a_brief_cells,material_5pct,shared,housing_support,0.1264099071207032,0.12133668563278288,-0.005073221487920332,0.0068265762243929,-0.04013310035166895,0.05322851881418039,0.07864308458697716,1
a_brief_cells,material_5pct,shared,resources,0.08104060733729859,0.08209426116570119,0.0010536538284025981,0.0012734960580790713,0.013001553949579803,0.015767226768582436,0.6836575703603007,56
a_brief_cells,material_5pct,shared,medicaid_covered,0.19647486897309094,0.20168684523950414,0.005211976266413204,0.0022488551485853317,0.026527444927967103,0.011355216595271743,0.24363554616518554,5
a_plus_labor_force,material_5pct,personal,wage,0.08323440807808574,0.08088265713679464,-0.0023517509412911003,0.0010319316591127388,-0.028254552361144047,0.012364331940014968,0.26326077001920006,95
a_plus_labor_force,material_5pct,personal,wage_oasdi,0.09033905545635841,0.08812206012708598,-0.002216995329272428,0.0007621467407497734,-0.024540829191461166,0.008390957532221082,0.26326077001920006,95
a_plus_labor_force,material_5pct,personal,self_payroll,0.1024359412576092,0.10057780238659396,-0.0018581388710152413,0.006159301398298773,-0.018139520642879936,0.05998334771376419,0.27317749143768416,98
a_plus_labor_force,material_5pct,personal,positive_fica_worker,0.11769125404979552,0.11599001296532922,-0.0017012410844663012,0.00041214472782880767,-0.014455119016290707,0.00350165985460783,0.27317749143768416,98
a_plus_labor_force,material_5pct,personal,capital,0.031129809579337604,0.019268784729323946,-0.011861024850013658,0.0026791500882094774,-0.3810182269115584,0.07821070771581366,0.4448730931584516,160
a_plus_labor_force,material_5pct,personal,interest_dividend,0.03194166125174109,0.01824750564920613,-0.013694155602534959,0.002883155777967566,-0.42872396318424144,0.08001261881552103,0.4448730931584516,160
a_plus_labor_force,material_5pct,personal,federal_liability,0.05334829866810948,0.048250952391369055,-0.005097346276740425,0.002056595676643071,-0.0955484317963361,0.037074055873266884,0.532929147910991,234
a_plus_labor_force,material_5pct,personal,federal_high_agi,0.030632655887145598,0.015088944563750303,-0.015543711323395295,0.006670021553826843,-0.5074229077837783,0.17040990926532085,0.532929147910991,234
a_plus_labor_force,material_5pct,personal,state_liability,0.050044257862511904,0.046555704043483435,-0.0034885538190284685,0.0018174209539476287,-0.06970937262398169,0.03589703800759466,0.532929147910991,234
