spec,derived_rule,allocation,key,share_published,share_ipw,delta_share,delta_share_se,relative_change,relative_change_se,imputed_weight_share,cells_collapsed
a_plus_labor_force,material_5pct,personal,consumption,0.08104060733729859,0.08146565818588414,0.0004250508485855453,0.0012123666176388876,0.005244911934290553,0.014983188054223388,0.6836575703603007,674
a_plus_labor_force,material_5pct,personal,medicare,0.05128038430571159,0.05069896136537837,-0.0005814229403332261,0.00043976093702894226,-0.011338115893731127,0.008494121193022296,0.2334222558496107,88
a_plus_labor_force,material_5pct,personal,medicare_income,0.023649895524952,0.021716642744940364,-0.001933252780011635,0.0011344893394820456,-0.08174466470568309,0.04604486376506484,0.2334222558496107,88
a_plus_labor_force,material_5pct,personal,social_security,0.041797014662154255,0.03765696000050325,-0.004140054661651002,0.0009020334506715869,-0.09905144410707589,0.021001226985189768,0.21540378888844255,94
a_plus_labor_force,material_5pct,personal,ssi,0.0822426056638995,0.07858438579125267,-0.003658219872646834,0.005675173231810232,-0.04448083621762744,0.06990516250616163,0.16786844379142135,73
a_plus_labor_force,material_5pct,personal,cash_assistance,0.16663978632565296,0.18943626736231023,0.022796481036657268,0.018679330140176382,0.1368009497570264,0.11288400872626918,0.17616115512688926,74
a_plus_labor_force,material_5pct,personal,unemployment,0.11327777276946416,0.1008819800375643,-0.012395792731899863,0.010731241647872607,-0.10942828790540404,0.09222631112604049,0.1687293145877416,78
a_plus_labor_force,material_5pct,personal,veterans,0.050576740098793566,0.052069505513346874,0.0014927654145533084,0.0050781093925031835,0.029514860223047723,0.10133000249012487,0.17392673155959285,72
a_plus_labor_force,material_5pct,personal,workers_comp,0.19316283508378343,0.19631403505695086,0.003151199973167429,0.02734006677063609,0.01631369705150898,0.14220305519552573,0.16645484897557467,73
a_plus_labor_force,material_5pct,personal,wages,0.08323440807808574,0.08088265713679464,-0.0023517509412911003,0.0010319316591127388,-0.028254552361144047,0.012364331940014968,0.26326077001920006,95
a_plus_labor_force,material_5pct,personal,refundable_credits,0.23017283399756386,0.23113879224508715,0.0009659582475232964,0.006424930721796292,0.004196664874593914,0.027937129435239075,0.532929147910991,234
a_plus_labor_force,material_5pct,personal,all_cash,0.04610462760521193,0.04154643140918627,-0.0045581961960256615,0.0009442703309722648,-0.09886634884152878,0.02027354174534353,0.23075065153596766,113
a_plus_labor_force,material_5pct,personal,snap,0.14814983969377093,0.15501083810339694,0.006860998409626007,0.0044650208274371215,0.04631121048667919,0.029962791012088416,0.22645989816742138,78
a_plus_labor_force,material_5pct,personal,energy,0.10707730444856593,0.10125381811933266,-0.005823486329233268,0.009323089313732822,-0.054385813681278816,0.09008233032663437,0.24883076535914264,84
a_plus_labor_force,material_5pct,personal,wic,0.22875920171485437,0.2422628793384624,0.013503677623608046,0.0072360987259363985,0.0590300959366008,0.03173690833670623,0.21641062953588872,69
a_plus_labor_force,material_5pct,personal,housing_support,0.1264099071207032,0.12073627822110172,-0.0056736288996014905,0.00688367248288968,-0.04488278671215218,0.05351915490605435,0.07864308458697716,27
a_plus_labor_force,material_5pct,personal,resources,0.08104060733729859,0.08146565818588414,0.0004250508485855453,0.0012123666176388876,0.005244911934290553,0.014983188054223388,0.6836575703603007,674
a_plus_labor_force,material_5pct,personal,medicaid_covered,0.19647486897309094,0.20078263585543923,0.004307766882348296,0.002094718959814875,0.021925281868686586,0.01058512659626671,0.23504367508682253,88
a_plus_labor_force,material_5pct,shared,wage,0.08782377602322235,0.0844893410397419,-0.003334434983480447,0.0011233532695948997,-0.03796733794045426,0.012641685659339567,0.40564682882004965,157
a_plus_labor_force,material_5pct,shared,wage_oasdi,0.09497098222247713,0.09265960161188261,-0.002311380610594521,0.000879925896856624,-0.024337756191464166,0.009234851258478742,0.40564682882004965,157
a_plus_labor_force,material_5pct,shared,self_payroll,0.106786482208763,0.10595748426781378,-0.0008289979409492193,0.007594019682603837,-0.007763135593590986,0.07098376255759638,0.4215195674332159,175
a_plus_labor_force,material_5pct,shared,positive_fica_worker,0.12104868583474679,0.11909708498410908,-0.0019516008506377108,0.0007049302222492866,-0.016122445586084222,0.005822472705273766,0.4215195674332159,175
a_plus_labor_force,material_5pct,shared,capital,0.037169700053379336,0.019504883132381825,-0.01766481692099751,0.002909789256856757,-0.4752477662082045,0.06952714092307212,0.6298116718787256,265
a_plus_labor_force,material_5pct,shared,interest_dividend,0.03692674158156216,0.018046337605515664,-0.018880403976046494,0.0028446128006100854,-0.5112935278717807,0.06971396787884443,0.6298116718787256,265
a_plus_labor_force,material_5pct,shared,federal_liability,0.05739941937912565,0.052824850371611005,-0.004574569007514642,0.002071982214397834,-0.07969713033679693,0.0348320249381492,0.5718980165293104,341
a_plus_labor_force,material_5pct,shared,federal_high_agi,0.03275263245569169,0.016729779516192457,-0.016022852939499233,0.007040706888405486,-0.4892080952935681,0.17331766740814103,0.5718980165293104,341
a_plus_labor_force,material_5pct,shared,state_liability,0.05368359574723256,0.049984176694976935,-0.003699419052255626,0.0018824102500941634,-0.06891153621069313,0.03428282788353666,0.5718980165293104,341
a_plus_labor_force,material_5pct,shared,consumption,0.08104060733729859,0.08146565818588414,0.0004250508485855453,0.0012123666176388876,0.005244911934290553,0.01498318805422339,0.6836575703603007,674
a_plus_labor_force,material_5pct,shared,medicare,0.05414155070643574,0.05390941040220767,-0.00023214030422807203,0.0005845002525848657,-0.004287655251818956,0.01078391348802171,0.24040991739401418,89
a_plus_labor_force,material_5pct,shared,medicare_income,0.027004703308822122,0.025541109535555773,-0.0014635937732663494,0.0012482844695974593,-0.05419773572510278,0.04544488445903905,0.24040991739401418,89
a_plus_labor_force,material_5pct,shared,social_security,0.04375254416175898,0.03893489317082794,-0.004817650990931038,0.0009144597724083802,-0.11011133371169324,0.02022277058186393,0.2728881764452831,114
a_plus_labor_force,material_5pct,shared,ssi,0.08234046985606125,0.07887365613422179,-0.0034668137218394623,0.005803367162655607,-0.04210339979720512,0.07047066445428754,0.2078240446835372,76
a_plus_labor_force,material_5pct,shared,cash_assistance,0.17661579482061548,0.19277549243526704,0.016159697614651553,0.017299815498104224,0.09149633321903394,0.09701822034555711,0.21466381820511063,74
a_plus_labor_force,material_5pct,shared,unemployment,0.1159586061315304,0.11211937778103868,-0.003839228350491719,0.010111582796077498,-0.03310861072387272,0.08727963601736055,0.20704155909856997,78
a_plus_labor_force,material_5pct,shared,veterans,0.0649808550687399,0.0668500270955943,0.001869172026854396,0.004530319869428843,0.02876496507897741,0.0701366558926003,0.21403796245873577,75
a_plus_labor_force,material_5pct,shared,workers_comp,0.21897760090582383,0.23067114243897296,0.011693541533149138,0.026199018920634455,0.0534006285792592,0.1203908089867965,0.2024144551977931,74
a_plus_labor_force,material_5pct,shared,wages,0.08782377602322235,0.0844893410397419,-0.003334434983480447,0.0011233532695948997,-0.03796733794045426,0.012641685659339567,0.40564682882004965,157
a_plus_labor_force,material_5pct,shared,refundable_credits,0.2445746723418169,0.24672119023916303,0.0021465178973461285,0.005653469949404392,0.008776533877335346,0.02302726574032462,0.5718980165293104,341
a_plus_labor_force,material_5pct,shared,all_cash,0.04912838709001712,0.04372600753816377,-0.0054023795518533535,0.0009874204354248795,-0.10996452095923004,0.019618332492316,0.2981870681505855,136
a_plus_labor_force,material_5pct,shared,snap,0.14814983969377093,0.15501083810339694,0.006860998409626007,0.0044650208274371215,0.04631121048667919,0.029962791012088416,0.22645989816742138,78
a_plus_labor_force,material_5pct,shared,energy,0.10707730444856593,0.10125381811933266,-0.005823486329233268,0.009323089313732822,-0.054385813681278816,0.09008233032663437,0.24883076535914264,84
a_plus_labor_force,material_5pct,shared,wic,0.22875920171485437,0.2422628793384624,0.013503677623608046,0.0072360987259363985,0.0590300959366008,0.03173690833670623,0.21641062953588872,69
a_plus_labor_force,material_5pct,shared,housing_support,0.1264099071207032,0.12073627822110172,-0.0056736288996014905,0.00688367248288968,-0.04488278671215218,0.05351915490605435,0.07864308458697716,27
a_plus_labor_force,material_5pct,shared,resources,0.08104060733729859,0.08146565818588414,0.0004250508485855453,0.0012123666176388876,0.005244911934290553,0.014983188054223388,0.6836575703603007,674
a_plus_labor_force,material_5pct,shared,medicaid_covered,0.19647486897309094,0.2015281613306154,0.005053292357524469,0.0022356676498303126,0.025719789935152226,0.011293905220376333,0.24363554616518554,89
a_brief_cells,material_1pct,personal,federal_liability,0.05334829866810948,0.04929792447707278,-0.004050374191036703,0.002243566727671744,-0.07592321202658958,0.04105877013359503,0.6079035737439641,28
a_brief_cells,material_1pct,personal,federal_high_agi,0.030632655887145598,0.013647066992443772,-0.016985588894701826,0.006989007887139395,-0.5544928574681472,0.1936155289553103,0.6079035737439641,28
a_brief_cells,material_1pct,personal,state_liability,0.050044257862511904,0.047053758982851496,-0.002990498879660408,0.001973199303535612,-0.05975708317778028,0.03919025874553349,0.6079035737439641,28
a_brief_cells,material_1pct,personal,consumption,0.08104060733729859,0.0825033670740476,0.001462759736749003,0.0013218479876222578,0.018049713406772305,0.01635225340270139,0.739848339424828,71
a_brief_cells,material_1pct,personal,refundable_credits,0.23017283399756386,0.22435693053643488,-0.0058159034611289795,0.006326701482737643,-0.025267549432834158,0.027513962834670107,0.6079035737439641,28
a_brief_cells,material_1pct,personal,resources,0.08104060733729859,0.0825033670740476,0.001462759736749003,0.0013218479876222578,0.018049713406772305,0.01635225340270139,0.739848339424828,71
a_brief_cells,material_1pct,shared,federal_liability,0.05739941937912565,0.05329008659980738,-0.00410933277931827,0.0024236032807409013,-0.07159188757948842,0.0413843939368375,0.6520592263309758,34
a_brief_cells,material_1pct,shared,federal_high_agi,0.03275263245569169,0.014997819570755928,-0.017754812884935762,0.007720134739898306,-0.5420881179231859,0.2074536560207576,0.6520592263309758,34
a_brief_cells,material_1pct,shared,state_liability,0.05368359574723256,0.04965622898818717,-0.0040273667590453935,0.002140554462995689,-0.07502043600074992,0.039347734307789387,0.6520592263309758,34
a_brief_cells,material_1pct,shared,consumption,0.08104060733729859,0.0825033670740476,0.001462759736749003,0.0013218479876222582,0.018049713406772305,0.0163522534027014,0.739848339424828,71
a_brief_cells,material_1pct,shared,refundable_credits,0.2445746723418169,0.23592559193554416,-0.008649080406272741,0.005580865902335994,-0.03536376160073029,0.022873139976282156,0.6520592263309758,34
a_brief_cells,material_1pct,shared,resources,0.08104060733729859,0.0825033670740476,0.001462759736749003,0.0013218479876222578,0.018049713406772305,0.01635225340270139,0.739848339424828,71
a_brief_cells,any_flag,personal,federal_liability,0.05334829866810948,0.048385721807833584,-0.0049625768602758955,0.0029190132911243298,-0.0930222140943816,0.053546759653729,0.7204701694716374,34
a_brief_cells,any_flag,personal,federal_high_agi,0.030632655887145598,0.011451992936433475,-0.01918066295071212,0.007639227759625093,-0.6261508313668915,0.20681063198883265,0.7204701694716374,34
a_brief_cells,any_flag,personal,state_liability,0.050044257862511904,0.04616113660907026,-0.003883121253441646,0.002611271745844052,-0.07759374240516992,0.051264779183186074,0.7204701694716374,34
a_brief_cells,any_flag,personal,consumption,0.08104060733729859,0.08310063778893727,0.0020600304516386753,0.001611802292184996,0.02541973116100471,0.01992901417207589,0.8149043460488536,71
a_brief_cells,any_flag,personal,refundable_credits,0.23017283399756386,0.21085567005369604,-0.019317163943867816,0.006794830831519689,-0.08392460399593582,0.029705467101360676,0.7204701694716374,34
a_brief_cells,any_flag,personal,resources,0.08104060733729859,0.08310063778893727,0.0020600304516386753,0.001611802292184996,0.02541973116100471,0.01992901417207589,0.8149043460488536,71
a_brief_cells,any_flag,shared,federal_liability,0.05739941937912565,0.05199927861726637,-0.005400140761859275,0.0031367406197544932,-0.09408005900183614,0.053794449441056,0.7622042192093589,34
a_brief_cells,any_flag,shared,federal_high_agi,0.03275263245569169,0.015980858659346744,-0.016771773796344945,0.008906786160549051,-0.5120740697418469,0.2503400230110597,0.7622042192093589,34
a_brief_cells,any_flag,shared,state_liability,0.05368359574723256,0.04782860268705623,-0.005854993060176332,0.0026141946697728776,-0.10906484520419191,0.0476621445372251,0.7622042192093589,34
a_brief_cells,any_flag,shared,consumption,0.08104060733729859,0.08310063778893727,0.0020600304516386753,0.0016118022921849968,0.02541973116100471,0.019929014172075904,0.8149043460488536,71
a_brief_cells,any_flag,shared,refundable_credits,0.2445746723418169,0.217386517213754,-0.027188155128062913,0.006394506721215989,-0.11116504774486546,0.02636304358467425,0.7622042192093589,34
a_brief_cells,any_flag,shared,resources,0.08104060733729859,0.08310063778893727,0.0020600304516386753,0.001611802292184996,0.02541973116100471,0.01992901417207589,0.8149043460488536,71
