method,side,line,key,allocation,preferred,direct,response_class,published_target_bn,change_bn,change_se_bn
a_ipw_brief_cells,receipts,employer_hi,wage,personal,True,True,household_direct,14.566936992,-0.4145255342279241,0.19133122542764944
a_ipw_brief_cells,receipts,employer_hi,wage,shared,True,True,household_direct,15.370126866,-0.4325880084920283,0.21232668454371023
a_ipw_brief_cells,receipts,medicare_supplementary_premiums,medicare,personal,True,True,household_direct,7.441655529,0.013245367241082185,0.06685577921627256
a_ipw_brief_cells,receipts,medicare_supplementary_premiums,medicare,shared,True,True,household_direct,7.856859414,0.03382691945386699,0.08286135372625926
a_ipw_brief_cells,receipts,other_domestic_social_contributions,positive_fica_worker,personal,True,True,household_direct,10.986478566,-0.06632322714937865,0.0607875103115232
a_ipw_brief_cells,receipts,other_domestic_social_contributions,positive_fica_worker,shared,True,True,household_direct,11.299894823,0.016677725080602116,0.07847399120897673
a_ipw_brief_cells,receipts,corporate_capital,capital,personal,True,False,corporate_capital,15.495290753,-6.450477926294166,1.2850376662144538
a_ipw_brief_cells,receipts,corporate_capital,capital,shared,True,False,corporate_capital,18.501729285,-8.931545834885828,1.4630948671050075
a_ipw_brief_cells,receipts,corporate_labor,wage,personal,True,False,household_direct,13.810357031,-0.3929958390959137,0.181393832884718
a_ipw_brief_cells,receipts,corporate_labor,wage,shared,True,False,household_direct,14.571830697,-0.41012018161148694,0.2012988264043293
a_ipw_brief_cells,receipts,general_sales_tax,consumption,personal,True,True,household_direct,48.821293078,0.6347526758445772,0.7671922302685749
a_ipw_brief_cells,receipts,general_sales_tax,consumption,shared,True,True,household_direct,48.821293078,0.6347526758445772,0.7671922302685749
a_ipw_brief_cells,receipts,remaining_production_property,capital,personal,True,False,business_property,11.122230267,-4.630032567406652,0.922376033667839
a_ipw_brief_cells,receipts,remaining_production_property,capital,shared,True,False,business_property,13.280195688,-6.410896768476245,1.0501821665473852
a_ipw_brief_cells,receipts,excise_selective_sales,consumption,personal,True,True,household_direct,30.087297961,0.39118162764040537,0.4728006935145522
a_ipw_brief_cells,receipts,excise_selective_sales,consumption,shared,True,True,household_direct,30.087297961,0.39118162764040537,0.4728006935145522
a_ipw_brief_cells,receipts,customs_duties,consumption,personal,True,True,household_direct,6.773941246,0.08807176255468797,0.10644771500665534
a_ipw_brief_cells,receipts,customs_duties,consumption,shared,True,True,household_direct,6.773941246,0.08807176255468797,0.10644771500665534
a_ipw_brief_cells,receipts,other_production_taxes,capital,personal,True,False,other_business,4.52185388,-1.8823860166949442,0.3750011954847639
a_ipw_brief_cells,receipts,other_production_taxes,capital,shared,True,False,other_business,5.39919629,-2.606414157085255,0.4269620562082698
a_ipw_brief_cells,receipts,business_current_transfers,capital,personal,True,False,other_business,4.357426226,-1.8139370297876296,0.36136507000767815
a_ipw_brief_cells,receipts,business_current_transfers,capital,shared,True,False,other_business,5.202865935,-2.5116374179196024,0.4114364839100688
a_ipw_brief_cells,receipts,personal_current_transfers,consumption,personal,True,True,household_direct,11.431993274,0.14863367730361252,0.17964572143292418
a_ipw_brief_cells,receipts,personal_current_transfers,consumption,shared,True,True,household_direct,11.431993274,0.14863367730361252,0.17964572143292418
a_ipw_brief_cells,spending,general_public_services,wages,personal,False,False,public_goods,33.095089854,-0.9417738134925592,0.43469152786164356
a_ipw_brief_cells,spending,general_public_services,wages,shared,False,False,public_goods,34.919882605,-0.9828105262260703,0.48239178264711424
a_ipw_brief_cells,spending,economic_affairs_services,resources,personal,True,False,service,36.260766261,0.4714463087994981,0.5698123991655735
a_ipw_brief_cells,spending,economic_affairs_services,resources,shared,True,False,service,36.260766261,0.4714463087994981,0.5698123991655735
a_ipw_brief_cells,spending,economic_affairs_services,wages,personal,False,False,service,37.242359298,-1.059791011137128,0.48916434842969236
a_ipw_brief_cells,spending,economic_affairs_services,wages,shared,False,False,service,39.295823652,-1.105970187770112,0.5428421004826188
a_ipw_brief_cells,spending,housing_community_services,resources,personal,False,False,service,1.166368525,0.015164603296974796,0.018328659755650574
a_ipw_brief_cells,spending,housing_community_services,resources,shared,False,False,service,1.166368525,0.015164603296974796,0.018328659755650574
a_ipw_brief_cells,spending,health_services,veterans,personal,False,False,service,15.349522994,0.3375584634863951,1.4521455053468124
a_ipw_brief_cells,spending,health_services,veterans,shared,False,False,service,19.721024469,0.6821862606133283,1.3861837603706482
a_ipw_brief_cells,spending,recreation_culture,resources,personal,False,False,service,4.359219117,0.056676622530641645,0.06850205772747138
a_ipw_brief_cells,spending,recreation_culture,resources,shared,False,False,service,4.359219117,0.056676622530641645,0.06850205772747138
a_ipw_brief_cells,spending,income_security_services,all_cash,personal,False,False,service,7.660222305,-0.7632717996159508,0.15414056295435716
a_ipw_brief_cells,spending,income_security_services,all_cash,shared,False,False,service,8.162615905,-0.842695445887037,0.16466771322750906
a_ipw_brief_cells,spending,income_security_services,cash_assistance,personal,True,False,service,27.686977953,2.5947230822173517,2.982890704277465
a_ipw_brief_cells,spending,income_security_services,cash_assistance,shared,True,False,service,29.344478442,2.3178933388042,2.8578981375930526
a_ipw_brief_cells,spending,social_security,social_security,personal,True,False,household_transfer,59.918597812,-5.98182608143748,1.2776090351841025
a_ipw_brief_cells,spending,social_security,social_security,shared,True,False,household_transfer,62.721969932,-6.58598998586517,1.2960054665829466
a_ipw_brief_cells,spending,medicare,medicare,personal,True,False,household_transfer,63.964982366,0.09961544615646596,0.5028073705733515
a_ipw_brief_cells,spending,medicare,medicare,shared,True,False,household_transfer,63.964982366,0.2544046995574647,0.6231817185836935
a_ipw_brief_cells,spending,unemployment,unemployment,personal,True,False,household_transfer,4.089921396,-0.38493088852779445,0.3960503890622544
a_ipw_brief_cells,spending,unemployment,unemployment,shared,True,False,household_transfer,4.186713533,-0.1525789156904433,0.36473893521072553
a_ipw_brief_cells,spending,railroad_retirement,social_security,personal,True,False,household_transfer,0.599738418,-0.05987341227051303,0.01278786969776424
a_ipw_brief_cells,spending,railroad_retirement,social_security,shared,True,False,household_transfer,0.627797986,-0.06592062160697523,0.012972003623835276
a_ipw_brief_cells,spending,pension_guaranty,social_security,personal,False,False,household_transfer,0.031904942,-0.003185151511803322,0.000680290315116003
a_ipw_brief_cells,spending,pension_guaranty,social_security,shared,False,False,household_transfer,0.033397657,-0.0035068515323934254,0.0006900858893242943
a_ipw_brief_cells,spending,veterans_life_insurance,veterans,personal,True,False,household_transfer,0.022483064,0.0004944354555387452,0.0021270159160848012
a_ipw_brief_cells,spending,veterans_life_insurance,veterans,shared,True,False,household_transfer,0.028886178,0.0009992256483363762,0.0020303990957314436
a_ipw_brief_cells,spending,workers_compensation,wages,personal,False,False,household_transfer,0.982532112,-0.027959525652556185,0.012905188857528676
a_ipw_brief_cells,spending,workers_compensation,wages,shared,False,False,household_transfer,1.036706839,-0.029177829884348517,0.014321321349429154
a_ipw_brief_cells,spending,workers_compensation,workers_comp,personal,True,False,household_transfer,2.280171057,0.07435837101486432,0.3283144096606708
a_ipw_brief_cells,spending,workers_compensation,workers_comp,shared,True,False,household_transfer,2.584898837,0.2208625782028952,0.32810386950036796
a_ipw_brief_cells,spending,military_medical,veterans,personal,False,False,household_transfer,0.358377029,0.00788123508973452,0.033904349468639024
a_ipw_brief_cells,spending,military_medical,veterans,shared,False,False,household_transfer,0.46044181,0.015927523307669143,0.03236429026314019
a_ipw_brief_cells,spending,veterans_pension_disability,veterans,personal,True,False,household_transfer,9.039543544,0.19879278532546096,0.8551883034548077
a_ipw_brief_cells,spending,veterans_pension_disability,veterans,shared,True,False,household_transfer,11.613980414,0.4017487976969361,0.8163425317526033
a_ipw_brief_cells,spending,veterans_readjustment,veterans,personal,True,False,household_transfer,0.570388813,0.012543684351986294,0.05396177795127387
a_ipw_brief_cells,spending,veterans_readjustment,veterans,shared,True,False,household_transfer,0.732833962,0.02535006539019969,0.05151063719259883
a_ipw_brief_cells,spending,veterans_other,veterans,personal,False,False,household_transfer,1.879063349,0.041323351680505466,0.17776926340088697
a_ipw_brief_cells,spending,veterans_other,veterans,shared,False,False,household_transfer,2.414215366,0.08351211955338722,0.16969433511451706
a_ipw_brief_cells,spending,snap,cash_assistance,personal,False,False,household_transfer,16.067778605,1.5058138918365733,1.7310819374577613
a_ipw_brief_cells,spending,snap,cash_assistance,shared,False,False,household_transfer,17.029687518,1.3451593402345388,1.6585441223130115
a_ipw_brief_cells,spending,snap,snap,personal,True,False,household_transfer,14.284936851,0.7268639199127055,0.43633994447930513
a_ipw_brief_cells,spending,snap,snap,shared,True,False,household_transfer,14.284936851,0.7268639199127055,0.43633994447930513
a_ipw_brief_cells,spending,black_lung,workers_comp,personal,True,False,household_transfer,0.03308476,0.001078922937647532,0.004763766910282316
a_ipw_brief_cells,spending,black_lung,workers_comp,shared,True,False,household_transfer,0.03750629,0.0032046654389919368,0.004760712020763537
a_ipw_brief_cells,spending,ssi,all_cash,personal,False,False,household_transfer,2.973107292,-0.2962432241844458,0.05982547418911618
a_ipw_brief_cells,spending,ssi,all_cash,shared,False,False,household_transfer,3.168097727,-0.32706935592371655,0.06391130172782761
a_ipw_brief_cells,spending,ssi,ssi,personal,True,False,household_transfer,5.303504298,-0.09047657422369887,0.4076005903858015
a_ipw_brief_cells,spending,ssi,ssi,shared,True,False,household_transfer,5.309815177,-0.1153565905491128,0.40547839358254617
a_ipw_brief_cells,spending,refundable_tax_credits,refundable_credits,personal,True,False,household_transfer,52.141735452,0.46819416961761545,1.4237941096885796
a_ipw_brief_cells,spending,refundable_tax_credits,refundable_credits,shared,True,False,household_transfer,55.40422665,0.6279266128150961,1.2997480771864558
a_ipw_brief_cells,spending,other_federal_benefits,all_cash,personal,True,False,household_transfer,3.944956516,-0.3930792005732909,0.07938122342853755
a_ipw_brief_cells,spending,other_federal_benefits,all_cash,shared,True,False,household_transfer,4.203685419,-0.4339817773468112,0.08480262615266222
a_ipw_brief_cells,spending,temporary_disability,workers_comp,personal,True,False,household_transfer,2.512529342,0.08193577777348715,0.3617709229323067
a_ipw_brief_cells,spending,temporary_disability,workers_comp,shared,True,False,household_transfer,2.848310066,0.24336933258656687,0.36153892791208875
a_ipw_brief_cells,spending,medicaid_and_chip_other_medical,medicaid_covered,personal,False,False,household_transfer,185.611437345,4.286071136162325,1.9691962962708414
a_ipw_brief_cells,spending,medicaid_and_chip_other_medical,medicaid_covered,shared,False,False,household_transfer,185.611437345,4.923797182162858,2.124512100151312
a_ipw_brief_cells,spending,family_and_general_assistance,all_cash,personal,False,False,household_transfer,2.878665695,-0.28683297407179165,0.057925101018463654
a_ipw_brief_cells,spending,family_and_general_assistance,all_cash,shared,False,False,household_transfer,3.067462203,-0.3166799049855557,0.061881141085538244
a_ipw_brief_cells,spending,family_and_general_assistance,cash_assistance,personal,True,False,household_transfer,10.404600607,0.9750814047363051,1.120952473901836
a_ipw_brief_cells,spending,family_and_general_assistance,cash_assistance,shared,True,False,household_transfer,11.02747937,0.8710504440029487,1.0739810154292497
a_ipw_brief_cells,spending,energy_assistance,cash_assistance,personal,False,False,household_transfer,0.860876968,0.08067826480478936,0.09274764146229732
a_ipw_brief_cells,spending,energy_assistance,cash_assistance,shared,False,False,household_transfer,0.912413975,0.07207073997950349,0.08886122157313606
a_ipw_brief_cells,spending,energy_assistance,energy,personal,True,False,household_transfer,0.553171528,-0.02460117670142465,0.049378657718657896
a_ipw_brief_cells,spending,energy_assistance,energy,shared,True,False,household_transfer,0.553171528,-0.02460117670142465,0.049378657718657896
a_ipw_brief_cells,spending,other_state_welfare,cash_assistance,personal,False,False,household_transfer,3.693125895,0.346106354475893,0.3978834714705875
a_ipw_brief_cells,spending,other_state_welfare,cash_assistance,shared,False,False,household_transfer,3.914217485,0.30918043588370747,0.3812108940043409
a_ipw_brief_cells,spending,other_state_welfare,wic,personal,True,False,household_transfer,5.069836863,0.31643886588546183,0.15960108327287365
a_ipw_brief_cells,spending,other_state_welfare,wic,shared,True,False,household_transfer,5.069836863,0.31643886588546183,0.15960108327287365
a_ipw_brief_cells,spending,employment_training,unemployment,personal,False,False,household_transfer,0.154431879,-0.014534655958724713,0.014954518639320069
a_ipw_brief_cells,spending,employment_training,unemployment,shared,False,False,household_transfer,0.158086666,-0.005761247310127794,0.013772225342359576
a_ipw_brief_cells,spending,other_state_benefits,veterans,personal,False,False,household_transfer,0.14396171,0.003165928585019805,0.013619533983839204
a_ipw_brief_cells,spending,other_state_benefits,veterans,shared,False,False,household_transfer,0.184961605,0.006398159774982365,0.013000885078458575
a_ipw_brief_cells,spending,agricultural_subsidies,resources,personal,False,False,subsidy,0.660570411,0.00858844183421569,0.010380398690807676
a_ipw_brief_cells,spending,agricultural_subsidies,resources,shared,False,False,subsidy,0.660570411,0.00858844183421569,0.010380398690807676
a_ipw_brief_cells,spending,agricultural_subsidies,wages,personal,True,False,subsidy,0.678452309,-0.01930644759687118,0.008911215286759507
a_ipw_brief_cells,spending,agricultural_subsidies,wages,shared,True,False,subsidy,0.715860724,-0.02014770388642467,0.009889074785695734
a_ipw_brief_cells,spending,housing_subsidies,housing_support,personal,True,False,subsidy,7.541813009,-0.3026763383164015,0.4072842275380309
a_ipw_brief_cells,spending,housing_subsidies,housing_support,shared,True,False,subsidy,7.541813009,-0.3026763383164015,0.4072842275380309
a_ipw_brief_cells,spending,housing_subsidies,resources,personal,False,False,subsidy,4.835009538,0.06286263735839569,0.07597876904005361
a_ipw_brief_cells,spending,housing_subsidies,resources,shared,False,False,subsidy,4.835009538,0.06286263735839569,0.07597876904005361
a_ipw_brief_cells,spending,housing_subsidies,wages,personal,False,False,subsidy,4.965895126,-0.1413125031744266,0.06522516025694335
a_ipw_brief_cells,spending,housing_subsidies,wages,shared,False,False,subsidy,5.239704004,-0.14747003326853358,0.07238255018350669
a_ipw_brief_cells,spending,transport_subsidies,resources,personal,True,False,subsidy,0.032494961,0.00042248499245200474,0.0005106354269132891
a_ipw_brief_cells,spending,transport_subsidies,resources,shared,True,False,subsidy,0.032494961,0.00042248499245200474,0.0005106354269132891
a_ipw_brief_cells,spending,transport_subsidies,wages,personal,False,False,subsidy,0.033374613,-0.0009497280792825006,0.0004383629528892992
a_ipw_brief_cells,spending,transport_subsidies,wages,shared,False,False,subsidy,0.035214818,-0.0009911113900160319,0.0004864660862634242
a_ipw_brief_cells,spending,other_subsidies,resources,personal,True,False,subsidy,2.033141529,0.026433999280824193,0.031949386957982086
a_ipw_brief_cells,spending,other_subsidies,resources,shared,True,False,subsidy,2.033141529,0.026433999280824193,0.031949386957982086
a_ipw_brief_cells,spending,other_subsidies,wages,personal,False,False,subsidy,2.088179461,-0.05942249266424337,0.02742744994127121
a_ipw_brief_cells,spending,other_subsidies,wages,shared,False,False,subsidy,2.203317228,-0.062011759562978386,0.030437162039296715
a_ipw_plus_labor_force,receipts,federal_income_tax,federal_liability,personal,True,True,personal_income,128.208871988,-12.250156660806214,4.942497107127048
a_ipw_plus_labor_force,receipts,federal_income_tax,federal_liability,shared,True,True,personal_income,137.944695428,-10.993796370757504,4.97947468089388
a_ipw_plus_labor_force,receipts,state_local_income_tax,state_liability,personal,True,True,personal_income,26.832079605,-1.8704474354870368,0.9744411406152381
a_ipw_plus_labor_force,receipts,state_local_income_tax,state_liability,shared,True,True,personal_income,28.783372481,-1.9835064149907422,1.0092862565622374
a_ipw_plus_labor_force,receipts,personal_property_tax,capital,personal,True,False,household_direct,0.404313967,-0.1540509907519774,0.034796801345664694
a_ipw_plus_labor_force,receipts,personal_property_tax,capital,shared,True,False,household_direct,0.482760064,-0.22943064216991566,0.03779234286805556
a_ipw_plus_labor_force,receipts,other_personal_tax,state_liability,personal,True,True,household_direct,0.486480231,-0.03391223167477574,0.017667149093324896
a_ipw_plus_labor_force,receipts,other_personal_tax,state_liability,shared,True,True,household_direct,0.521858234,-0.03596205260697694,0.018298910041165364
a_ipw_plus_labor_force,receipts,employee_oasdi,wage_oasdi,personal,True,True,household_direct,55.142869112,-1.3532517319925608,0.46521360840692094
a_ipw_plus_labor_force,receipts,employee_oasdi,wage_oasdi,shared,True,True,household_direct,57.970192578,-1.410864413326285,0.5371058875153865
a_ipw_plus_labor_force,receipts,employee_hi,wage,personal,True,True,household_direct,16.376286555,-0.4627046459480827,0.20303152199877225
a_ipw_plus_labor_force,receipts,employee_hi,wage,shared,True,True,household_direct,17.279240109,-0.6560467485647945,0.2210186324395269
a_ipw_plus_labor_force,receipts,self_employment_oasdi_hi,self_payroll,personal,True,True,household_direct,8.897073678,-0.16138865164202879,0.53496612294924
a_ipw_plus_labor_force,receipts,self_employment_oasdi_hi,self_payroll,shared,True,True,household_direct,9.274939912,-0.07200261616114445,0.6595785795325563
a_ipw_plus_labor_force,receipts,employer_oasdi,wage_oasdi,personal,True,True,household_direct,55.619046273,-1.3649375143731557,0.4692308838774129
a_ipw_plus_labor_force,receipts,employer_oasdi,wage_oasdi,shared,True,True,household_direct,58.470784625,-1.4230477005247288,0.5417439769177177
a_ipw_plus_labor_force,receipts,employer_hi,wage,personal,True,True,household_direct,14.566936992,-0.41158228398629676,0.18059939159297952
a_ipw_plus_labor_force,receipts,employer_hi,wage,shared,True,True,household_direct,15.370126866,-0.5835628008938966,0.196599179065073
a_ipw_plus_labor_force,receipts,medicare_supplementary_premiums,medicare,personal,True,True,household_direct,7.441655529,-0.08437435283233675,0.06381678789882901
a_ipw_plus_labor_force,receipts,medicare_supplementary_premiums,medicare,shared,True,True,household_direct,7.856859414,-0.033687504528665126,0.08482092315435796
a_ipw_plus_labor_force,receipts,other_domestic_social_contributions,positive_fica_worker,personal,True,True,household_direct,10.986478566,-0.15881085523492922,0.0384737103428192
a_ipw_plus_labor_force,receipts,other_domestic_social_contributions,positive_fica_worker,shared,True,True,household_direct,11.299894823,-0.18218193940703029,0.06580523624697089
a_ipw_plus_labor_force,receipts,corporate_capital,capital,personal,True,False,corporate_capital,15.495290753,-5.903988208185986,1.3335837947199802
a_ipw_plus_labor_force,receipts,corporate_capital,capital,shared,True,False,corporate_capital,18.501729285,-8.792905513659175,1.4483876122027326
a_ipw_plus_labor_force,receipts,corporate_labor,wage,personal,True,False,household_direct,13.810357031,-0.39020545586769595,0.1712193907945595
a_ipw_plus_labor_force,receipts,corporate_labor,wage,shared,True,False,household_direct,14.571830697,-0.5532536205028051,0.18638817868277271
a_ipw_plus_labor_force,receipts,general_sales_tax,consumption,personal,True,True,household_direct,48.821293078,0.25606338271339,0.7303660214641949
a_ipw_plus_labor_force,receipts,general_sales_tax,consumption,shared,True,True,household_direct,48.821293078,0.25606338271339,0.7303660214641949
a_ipw_plus_labor_force,receipts,remaining_production_property,capital,personal,True,False,business_property,11.122230267,-4.237772455597014,0.9572215379189057
a_ipw_plus_labor_force,receipts,remaining_production_property,capital,shared,True,False,business_property,13.280195688,-6.311383335553934,1.0396255736944577
a_ipw_plus_labor_force,receipts,excise_selective_sales,consumption,personal,True,True,household_direct,30.087297961,0.15780522814756673,0.4501056551978487
a_ipw_plus_labor_force,receipts,excise_selective_sales,consumption,shared,True,True,household_direct,30.087297961,0.15780522814756673,0.4501056551978487
a_ipw_plus_labor_force,receipts,customs_duties,consumption,personal,True,True,household_direct,6.773941246,0.03552872528071998,0.10133808846858171
a_ipw_plus_labor_force,receipts,customs_duties,consumption,shared,True,True,household_direct,6.773941246,0.03552872528071998,0.10133808846858171
a_ipw_plus_labor_force,receipts,other_production_taxes,capital,personal,True,False,other_business,4.52185388,-1.722908747663284,0.3891679835131323
a_ipw_plus_labor_force,receipts,other_production_taxes,capital,shared,True,False,other_business,5.39919629,-2.5659559763102564,0.4226701678724988
a_ipw_plus_labor_force,receipts,business_current_transfers,capital,personal,True,False,other_business,4.357426226,-1.6602588144055117,0.3750167127472098
a_ipw_plus_labor_force,receipts,business_current_transfers,capital,shared,True,False,other_business,5.202865935,-2.4726504133335476,0.40730066101778145
a_ipw_plus_labor_force,receipts,personal_current_transfers,consumption,personal,True,True,household_direct,11.431993274,0.05995979795571995,0.17102249691722965
a_ipw_plus_labor_force,receipts,personal_current_transfers,consumption,shared,True,True,household_direct,11.431993274,0.05995979795571995,0.17102249691722968
a_ipw_plus_labor_force,spending,general_public_services,wages,personal,False,False,public_goods,33.095089854,-0.9350869491736142,0.41030953147855015
a_ipw_plus_labor_force,spending,general_public_services,wages,shared,False,False,public_goods,34.919882605,-1.325814983711133,0.4466599601456855
a_ipw_plus_labor_force,spending,economic_affairs_services,resources,personal,True,False,service,36.260766261,0.19018452571045164,0.5424606748348237
a_ipw_plus_labor_force,spending,economic_affairs_services,resources,shared,True,False,service,36.260766261,0.19018452571045164,0.5424606748348237
a_ipw_plus_labor_force,spending,economic_affairs_services,wages,personal,False,False,service,37.242359298,-1.0522661908497275,0.4617269529211534
a_ipw_plus_labor_force,spending,economic_affairs_services,wages,shared,False,False,service,39.295823652,-1.491957816237453,0.5026325897104649
a_ipw_plus_labor_force,spending,housing_community_services,resources,personal,False,False,service,1.166368525,0.006117500194171364,0.01744886063277647
a_ipw_plus_labor_force,spending,housing_community_services,resources,shared,False,False,service,1.166368525,0.006117500194171364,0.01744886063277647
a_ipw_plus_labor_force,spending,health_services,veterans,personal,False,False,service,15.349522994,0.4530390256607585,1.541154228889153
a_ipw_plus_labor_force,spending,health_services,veterans,shared,False,False,service,19.721024469,0.567274580173642,1.3749057149690922
a_ipw_plus_labor_force,spending,recreation_culture,resources,personal,False,False,service,4.359219117,0.022863720372121095,0.06521387129664843
a_ipw_plus_labor_force,spending,recreation_culture,resources,shared,False,False,service,4.359219117,0.022863720372121095,0.06521387129664843
a_ipw_plus_labor_force,spending,income_security_services,all_cash,personal,False,False,service,7.660222305,-0.7573382105774423,0.15688925443433158
a_ipw_plus_labor_force,spending,income_security_services,all_cash,shared,False,False,service,8.162615905,-0.8975981477559353,0.16405858666291176
a_ipw_plus_labor_force,spending,income_security_services,cash_assistance,personal,True,False,service,27.686977953,3.787604879934268,3.1035457568677027
a_ipw_plus_labor_force,spending,income_security_services,cash_assistance,shared,True,False,service,29.344478442,2.684912177677547,2.874341241405393
a_ipw_plus_labor_force,spending,social_security,social_security,personal,True,False,household_transfer,59.918597812,-5.935023642125694,1.293120572854657
a_ipw_plus_labor_force,spending,social_security,social_security,shared,True,False,household_transfer,62.721969932,-6.906399762191428,1.3109344712979707
a_ipw_plus_labor_force,spending,medicare,medicare,personal,True,False,household_transfer,63.964982366,-0.6345606466453544,0.4799517962096766
a_ipw_plus_labor_force,spending,medicare,medicare,shared,True,False,household_transfer,63.964982366,-0.2533561910697741,0.6379192022111145
a_ipw_plus_labor_force,spending,unemployment,unemployment,personal,True,False,household_transfer,4.089921396,-0.44755309604654553,0.3874540763794105
a_ipw_plus_labor_force,spending,unemployment,unemployment,shared,True,False,household_transfer,4.186713533,-0.13861626858848655,0.3650811435939313
a_ipw_plus_labor_force,spending,railroad_retirement,social_security,personal,True,False,household_transfer,0.599738418,-0.059404956366574946,0.012943128088304999
a_ipw_plus_labor_force,spending,railroad_retirement,social_security,shared,True,False,household_transfer,0.627797986,-0.06912767349586514,0.013121431313962345
a_ipw_plus_labor_force,spending,pension_guaranty,social_security,personal,False,False,household_transfer,0.031904942,-0.0031602305498260735,0.0006885497658237187
a_ipw_plus_labor_force,spending,pension_guaranty,social_security,shared,False,False,household_transfer,0.033397657,-0.0036774605854765765,0.0006980351578737991
a_ipw_plus_labor_force,spending,veterans_life_insurance,veterans,personal,True,False,household_transfer,0.022483064,0.0006635844787178159,0.0022573905727206974
a_ipw_plus_labor_force,spending,veterans_life_insurance,veterans,shared,True,False,household_transfer,0.028886178,0.0008309098891102445,0.002013879689113367
a_ipw_plus_labor_force,spending,workers_compensation,wages,personal,False,False,household_transfer,0.982532112,-0.02776100499740295,0.012181332403285674
a_ipw_plus_labor_force,spending,workers_compensation,wages,shared,False,False,household_transfer,1.036706839,-0.03936099891134599,0.013260509513797055
a_ipw_plus_labor_force,spending,workers_compensation,workers_comp,personal,True,False,household_transfer,2.280171057,0.03719801985277007,0.32273303984828206
a_ipw_plus_labor_force,spending,workers_compensation,workers_comp,shared,True,False,household_transfer,2.584898837,0.13803522270979718,0.309263656458228
a_ipw_plus_labor_force,spending,military_medical,veterans,personal,False,False,household_transfer,0.358377029,0.010577447915775966,0.035982504073412094
a_ipw_plus_labor_force,spending,military_medical,veterans,shared,False,False,household_transfer,0.46044181,0.013244592597688242,0.03210097312914113
a_ipw_plus_labor_force,spending,veterans_pension_disability,veterans,personal,True,False,household_transfer,9.039543544,0.2668008641882711,0.9076067553238394
a_ipw_plus_labor_force,spending,veterans_pension_disability,veterans,shared,True,False,household_transfer,11.613980414,0.33407574105039395,0.8097007369202464
a_ipw_plus_labor_force,spending,veterans_readjustment,veterans,personal,True,False,household_transfer,0.570388813,0.01683494609593461,0.05726934524245314
a_ipw_plus_labor_force,spending,veterans_readjustment,veterans,shared,True,False,household_transfer,0.732833962,0.021079943311480612,0.05109154462959992
a_ipw_plus_labor_force,spending,veterans_other,veterans,personal,False,False,household_transfer,1.879063349,0.05546029208989925,0.1886655648817748
a_ipw_plus_labor_force,spending,veterans_other,veterans,shared,False,False,household_transfer,2.414215366,0.06944482070991323,0.16831369535338137
a_ipw_plus_labor_force,spending,snap,cash_assistance,personal,False,False,household_transfer,16.067778605,2.198087373593287,1.8011025325477745
a_ipw_plus_labor_force,spending,snap,cash_assistance,shared,False,False,household_transfer,17.029687518,1.5581539637952662,1.6680866643727883
a_ipw_plus_labor_force,spending,snap,snap,personal,True,False,household_transfer,14.284936851,0.6615527172896482,0.43052723303382373
