spec,allocation,key,share_published,share_matched,share_pooled,rel_matched,rel_matched_se,rel_pooled,rel_pooled_se,rel_match_effect,rel_match_effect_se,seed_sd_matched,seed_sd_match_effect,seeds
main,personal,wage,0.08323440807808574,0.08157074249731983,0.08337976185326919,-0.01998771444623193,0.008588255715075963,0.0017463183620778366,0.008250858703110979,-0.021696144432900355,0.005769678722989832,0.009291460680182523,0.012426240709175789,5
main,personal,wage_oasdi,0.09033905545635841,0.08913285839882991,0.0903136664628794,-0.013351889184973764,0.005339613113249555,-0.00028104116598026696,0.005254083853953775,-0.013074522498041086,0.003108882487287026,0.005053068729151998,0.006908337948062973,5
main,personal,self_payroll,0.1024359412576092,0.08523394053750045,0.09422354728786923,-0.1679293469549774,0.03428734942455045,-0.08017102072686744,0.03544801589211638,-0.09540722047859196,0.022516787323440167,0.01310180580980615,0.043601951305856215,5
main,personal,positive_fica_worker,0.11769125404979552,0.11722577732268698,0.11736555604588006,-0.00395506642245147,0.0015994037796595835,-0.002767393435859411,0.0015721879642711634,-0.0011909688660141082,0.0009466905935305283,0.0002557795794978602,0.0013401688383644376,5
main,personal,capital,0.031129809579337604,0.026356305904832365,0.03202342231830826,-0.15334188480464228,0.03526157293992124,0.028706013658489793,0.05548733816594915,-0.1769678567501487,0.03576905142136097,0.016474788067587016,0.03706898592779942,5
main,personal,interest_dividend,0.03194166125174109,0.02652727697653782,0.030900579781686012,-0.16950853722137393,0.03598458556273352,-0.03259321617150801,0.04353603299414997,-0.1415281796019937,0.01940940302513456,0.02647282896740087,0.03639302449269006,5
main,personal,federal_liability,0.05334829866810948,0.04996091910406505,0.05379286759631272,-0.06349554997279305,0.025006266232122275,0.008333329071448015,0.024628702469055127,-0.0712352522457892,0.01781557912973187,0.01693555001147582,0.011730753017375004,5
main,personal,federal_high_agi,0.030632655887145598,0.028232566279612716,0.031060308509392925,-0.07835068615581697,0.18031947731288037,0.013960677253152642,0.17731369831409957,-0.09104037807367804,0.11037714591720674,0.07112905394697241,0.04152226001935418,5
main,personal,state_liability,0.050044257862511904,0.04807978120114751,0.050074077916105394,-0.03925478656835035,0.015791933345101487,0.0005958736300060163,0.01550439268087544,-0.03982692838196933,0.011267147205953194,0.01811822395570657,0.01796944730495053,5
main,personal,consumption,0.08104060733729859,0.07883916990695254,0.08133592828188849,-0.02716462157278099,0.006109661947672217,0.0036441107031779385,0.005737563659366112,-0.03069686948531347,0.004428084393395211,0.005094709189846195,0.0026320065268348393,5
main,personal,medicare,0.05128038430571159,0.051060060054720344,0.05219610743129795,-0.0042964625553071345,0.008464517810123766,0.017857181415162682,0.008060967081717182,-0.021764982725443693,0.005356296745738567,0.005073504228428101,0.0036705243144446037,5
main,personal,medicare_income,0.023649895524952,0.022591729399812084,0.025284024849195508,-0.044742951359911465,0.04255726379250711,0.06909668258447099,0.04920330301155808,-0.10648207575500335,0.023376283562551326,0.034101726227389086,0.05529123263956734,5
main,personal,social_security,0.041797014662154255,0.03930581781828495,0.04223676090888935,-0.05960226738693375,0.015883794103303053,0.01052099654220684,0.017318838021572216,-0.06939317853769289,0.009177132619259823,0.005947144338670355,0.007869730705037754,5
main,personal,ssi,0.0822426056638995,0.07985070580504461,0.08032485080926316,-0.029083463972796042,0.04250916842081859,-0.023318264774752184,0.0415958879879424,-0.005902843260106927,0.035273269898920837,0.04210144613415203,0.051671986541113775,5
main,personal,cash_assistance,0.16663978632565296,0.1624423227279476,0.1502517919778134,-0.025188844094546248,0.0697781270311973,-0.09834382718070456,0.07057171288225422,0.08113401237793072,0.04730717890102623,0.06149452777452741,0.07993473796387944,5
main,personal,unemployment,0.11327777276946416,0.10358044921668644,0.1175022599396132,-0.08560658737979521,0.07074626365527256,0.037293169408851856,0.09303764685048438,-0.11848121670239764,0.04353256285718839,0.05284935742193417,0.07273647750478247,5
main,personal,veterans,0.050576740098793566,0.05207191230041469,0.052029011498483255,0.029562447059667152,0.07478259779466809,0.02871421520748285,0.07797975267750853,0.0008245553912298309,0.05320754769037178,0.07120525075808902,0.05737729001415366,5
