allocation,structure,group,category,per_person,gap_vs_white,total_bn,gap_vs_white_bn
personal,own_ages_today,mexico_born,sales_excise_property_tax,2047.861951,-1212.017546,25.026474,-14.811802
personal,own_ages_today,mexico_born,state_local_services_capital,-3675.294346,-184.888374,-44.914971,-2.259480
personal,own_ages_today,mexican_second_gen,cash_transfers_incl_social_security,-1624.587542,4615.584714,-23.285567,66.156180
personal,own_ages_today,mexican_second_gen,corporate_tax_incidence,793.712453,-1898.203560,11.376453,-27.207365
personal,own_ages_today,mexican_second_gen,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,own_ages_today,mexican_second_gen,income_payroll_tax,6223.764042,-7916.754355,89.206565,-113.472563
personal,own_ages_today,mexican_second_gen,institutions,-453.354117,374.132616,-6.498023,5.362524
personal,own_ages_today,mexican_second_gen,k12_schooling,-4909.762218,-2814.798485,-70.372691,-40.345119
personal,own_ages_today,mexican_second_gen,noncash_aid,-352.302436,-196.960723,-5.049627,-2.823081
personal,own_ages_today,mexican_second_gen,public_medical,-2648.538460,2782.327502,-37.962078,39.879706
personal,own_ages_today,mexican_second_gen,rest_of_federal_budget,-2201.676111,807.426834,-31.557103,11.573025
personal,own_ages_today,mexican_second_gen,sales_excise_property_tax,2098.268237,-1161.611260,30.074935,-16.649627
personal,own_ages_today,mexican_second_gen,state_local_services_capital,-3723.906906,-233.500934,-53.375568,-3.346820
personal,own_ages_today,mexican_third_plus_selfid,cash_transfers_incl_social_security,-2218.041223,4022.131034,-31.812422,57.687714
personal,own_ages_today,mexican_third_plus_selfid,corporate_tax_incidence,1046.233594,-1645.682420,15.005683,-23.603323
personal,own_ages_today,mexican_third_plus_selfid,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,own_ages_today,mexican_third_plus_selfid,income_payroll_tax,6486.314117,-7654.204281,93.030444,-109.780996
personal,own_ages_today,mexican_third_plus_selfid,institutions,-474.138641,353.348092,-6.800369,5.067921
personal,own_ages_today,mexican_third_plus_selfid,k12_schooling,-4608.709972,-2513.746239,-66.100767,-36.053593
personal,own_ages_today,mexican_third_plus_selfid,noncash_aid,-344.198912,-188.857199,-4.936699,-2.708698
personal,own_ages_today,mexican_third_plus_selfid,public_medical,-3234.327426,2196.538536,-46.388582,31.504018
personal,own_ages_today,mexican_third_plus_selfid,rest_of_federal_budget,-2409.095327,600.007617,-34.552629,8.605654
personal,own_ages_today,mexican_third_plus_selfid,sales_excise_property_tax,2325.823641,-934.055855,33.358299,-13.396766
personal,own_ages_today,mexican_third_plus_selfid,state_local_services_capital,-3532.905889,-42.499917,-50.670966,-0.609558
personal,own_ages_today,mexican_observed_total,cash_transfers_incl_social_security,-2085.770966,4154.401291,-85.300887,169.900780
personal,own_ages_today,mexican_observed_total,corporate_tax_incidence,844.813224,-1847.102790,34.549967,-75.540176
personal,own_ages_today,mexican_observed_total,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,own_ages_today,mexican_observed_total,income_payroll_tax,6537.669911,-7602.848486,267.368302,-310.930457
personal,own_ages_today,mexican_observed_total,institutions,-466.262996,361.223736,-19.068559,14.772813
personal,own_ages_today,mexican_observed_total,k12_schooling,-3493.787523,-1398.823789,-142.883940,-57.207101
personal,own_ages_today,mexican_observed_total,noncash_aid,-319.839963,-164.498250,-13.080359,-6.727415
personal,own_ages_today,mexican_observed_total,public_medical,-3130.532724,2300.333237,-128.028064,94.075749
personal,own_ages_today,mexican_observed_total,rest_of_federal_budget,-2256.807440,752.295504,-92.295693,30.766309
personal,own_ages_today,mexican_observed_total,sales_excise_property_tax,2163.010240,-1096.869257,88.459709,-44.858195
personal,own_ages_today,mexican_observed_total,state_local_services_capital,-3642.395682,-151.989710,-148.961505,-6.215858
personal,own_ages_today,third_plus_nh_white,cash_transfers_incl_social_security,-6240.172257,0.000000,-1079.886104,0.000000
personal,own_ages_today,third_plus_nh_white,corporate_tax_incidence,2691.916013,0.000000,465.846547,0.000000
personal,own_ages_today,third_plus_nh_white,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,own_ages_today,third_plus_nh_white,income_payroll_tax,14140.518397,0.000000,2447.071763,0.000000
personal,own_ages_today,third_plus_nh_white,institutions,-827.486733,0.000000,-143.199801,0.000000
personal,own_ages_today,third_plus_nh_white,k12_schooling,-2094.963733,0.000000,-362.541631,0.000000
personal,own_ages_today,third_plus_nh_white,noncash_aid,-155.341713,0.000000,-26.882488,0.000000
personal,own_ages_today,third_plus_nh_white,public_medical,-5430.865961,0.000000,-939.832499,0.000000
personal,own_ages_today,third_plus_nh_white,rest_of_federal_budget,-3009.102945,0.000000,-520.736980,0.000000
personal,own_ages_today,third_plus_nh_white,sales_excise_property_tax,3259.879497,0.000000,564.134839,0.000000
personal,own_ages_today,third_plus_nh_white,state_local_services_capital,-3490.405972,0.000000,-604.028343,0.000000
personal,own_ages_today,all_native,cash_transfers_incl_social_security,-5137.751395,1102.420862,-1457.437138,312.726129
personal,own_ages_today,all_native,corporate_tax_incidence,2159.219166,-532.696847,612.510408,-151.111276
personal,own_ages_today,all_native,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,own_ages_today,all_native,income_payroll_tax,11933.333358,-2207.185039,3385.154687,-626.116991
personal,own_ages_today,all_native,institutions,-850.364020,-22.877288,-241.224615,-6.489650
personal,own_ages_today,all_native,k12_schooling,-2884.386692,-789.422959,-818.220261,-223.937332
personal,own_ages_today,all_native,noncash_aid,-230.398099,-75.056385,-65.357531,-21.291408
personal,own_ages_today,all_native,public_medical,-4757.839418,673.026544,-1349.666679,190.918907
personal,own_ages_today,all_native,rest_of_federal_budget,-2823.344853,185.758092,-800.904389,52.694403
personal,own_ages_today,all_native,sales_excise_property_tax,2985.284263,-274.595234,846.842094,-77.895029
personal,own_ages_today,all_native,state_local_services_capital,-3553.447703,-63.041730,-1008.014256,-17.883185
personal,white_ages_today,mexico_born,cash_transfers_incl_social_security,-3394.693713,2845.478544,-41.485811,34.773973
personal,white_ages_today,mexico_born,corporate_tax_incidence,597.307325,-2094.608688,7.299563,-25.597756
personal,white_ages_today,mexico_born,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,white_ages_today,mexico_born,income_payroll_tax,5260.564424,-8879.953973,64.288210,-108.519981
personal,white_ages_today,mexico_born,institutions,-513.597020,313.889713,-6.276557,3.835978
personal,white_ages_today,mexico_born,k12_schooling,-2419.514348,-324.550614,-29.568357,-3.966262
personal,white_ages_today,mexico_born,noncash_aid,-277.798413,-122.456699,-3.394914,-1.496517
personal,white_ages_today,mexico_born,public_medical,-4453.505401,977.360561,-54.425318,11.944110
personal,white_ages_today,mexico_born,rest_of_federal_budget,-2134.797764,874.305180,-26.088898,10.684693
personal,white_ages_today,mexico_born,sales_excise_property_tax,1995.438954,-1264.440543,24.385824,-15.452452
personal,white_ages_today,mexico_born,state_local_services_capital,-3645.527732,-155.121760,-44.551199,-1.895709
personal,white_ages_today,mexican_second_gen,cash_transfers_incl_social_security,-5657.075942,583.096315,-81.084101,8.357646
personal,white_ages_today,mexican_second_gen,corporate_tax_incidence,1275.769542,-1416.146471,18.285883,-20.297936
personal,white_ages_today,mexican_second_gen,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,white_ages_today,mexican_second_gen,income_payroll_tax,8959.868092,-5180.650305,128.423740,-74.255388
personal,white_ages_today,mexican_second_gen,institutions,-822.971166,4.515567,-11.795825,0.064723
personal,white_ages_today,mexican_second_gen,k12_schooling,-2315.658240,-220.694506,-33.190834,-3.163262
personal,white_ages_today,mexican_second_gen,noncash_aid,-278.159843,-122.818130,-3.986926,-1.760379
personal,white_ages_today,mexican_second_gen,public_medical,-5376.854443,54.011519,-77.067625,0.774159
personal,white_ages_today,mexican_second_gen,rest_of_federal_budget,-2628.416257,380.686688,-37.673662,5.456465
personal,white_ages_today,mexican_second_gen,sales_excise_property_tax,2599.449225,-660.430272,37.258472,-9.466091
personal,white_ages_today,mexican_second_gen,state_local_services_capital,-3710.663670,-220.257697,-53.185750,-3.157002
personal,white_ages_today,mexican_third_plus_selfid,cash_transfers_incl_social_security,-5313.023855,927.148402,-76.202441,13.297695
personal,white_ages_today,mexican_third_plus_selfid,corporate_tax_incidence,1314.486136,-1377.429878,18.853115,-19.755891
personal,white_ages_today,mexican_third_plus_selfid,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,white_ages_today,mexican_third_plus_selfid,income_payroll_tax,9069.449679,-5071.068718,130.079259,-72.732181
personal,white_ages_today,mexican_third_plus_selfid,institutions,-822.971166,4.515567,-11.803525,0.064765
personal,white_ages_today,mexican_third_plus_selfid,k12_schooling,-1906.829979,188.133754,-27.348851,2.698322
personal,white_ages_today,mexican_third_plus_selfid,noncash_aid,-273.755053,-118.413340,-3.926352,-1.698352
personal,white_ages_today,mexican_third_plus_selfid,public_medical,-5421.312603,9.553359,-77.755580,0.137020
personal,white_ages_today,mexican_third_plus_selfid,rest_of_federal_budget,-2891.142929,117.960016,-41.466433,1.691850
personal,white_ages_today,mexican_third_plus_selfid,sales_excise_property_tax,2603.907494,-655.972002,37.346738,-9.408327
personal,white_ages_today,mexican_third_plus_selfid,state_local_services_capital,-3533.319469,-42.913497,-50.676898,-0.615490
personal,white_ages_today,mexican_observed_total,cash_transfers_incl_social_security,-4331.143167,1909.029090,-177.128918,78.072750
personal,white_ages_today,mexican_observed_total,corporate_tax_incidence,959.784942,-1732.131071,39.251916,-70.838227
personal,white_ages_today,mexican_observed_total,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,white_ages_today,mexican_observed_total,income_payroll_tax,6987.010040,-7153.508357,285.744774,-292.553985
personal,white_ages_today,mexican_observed_total,institutions,-658.824137,168.662595,-26.943650,6.897722
personal,white_ages_today,mexican_observed_total,k12_schooling,-2101.353343,-6.389609,-85.938153,-0.261313
personal,white_ages_today,mexican_observed_total,noncash_aid,-284.623188,-129.281475,-11.640113,-5.287169
personal,white_ages_today,mexican_observed_total,public_medical,-5091.716164,339.149798,-208.233748,13.870065
personal,white_ages_today,mexican_observed_total,rest_of_federal_budget,-2441.549286,567.553659,-99.851001,23.211000
personal,white_ages_today,mexican_observed_total,sales_excise_property_tax,2323.547018,-936.332479,95.025113,-38.292791
personal,white_ages_today,mexican_observed_total,state_local_services_capital,-3654.727053,-164.321081,-149.465816,-6.720169
personal,white_ages_today,third_plus_nh_white,cash_transfers_incl_social_security,-6240.172257,0.000000,-1079.886104,0.000000
personal,white_ages_today,third_plus_nh_white,corporate_tax_incidence,2691.916013,0.000000,465.846547,0.000000
personal,white_ages_today,third_plus_nh_white,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,white_ages_today,third_plus_nh_white,income_payroll_tax,14140.518397,0.000000,2447.071763,0.000000
personal,white_ages_today,third_plus_nh_white,institutions,-827.486733,0.000000,-143.199801,0.000000
personal,white_ages_today,third_plus_nh_white,k12_schooling,-2094.963733,0.000000,-362.541631,0.000000
personal,white_ages_today,third_plus_nh_white,noncash_aid,-155.341713,0.000000,-26.882488,0.000000
personal,white_ages_today,third_plus_nh_white,public_medical,-5430.865961,0.000000,-939.832499,0.000000
personal,white_ages_today,third_plus_nh_white,rest_of_federal_budget,-3009.102945,0.000000,-520.736980,0.000000
personal,white_ages_today,third_plus_nh_white,sales_excise_property_tax,3259.879497,0.000000,564.134839,0.000000
personal,white_ages_today,third_plus_nh_white,state_local_services_capital,-3490.405972,0.000000,-604.028343,0.000000
personal,white_ages_today,all_native,cash_transfers_incl_social_security,-6247.701071,-7.528814,-1772.298982,-2.135715
personal,white_ages_today,all_native,corporate_tax_incidence,2331.549509,-360.366505,661.395732,-102.225952
personal,white_ages_today,all_native,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,white_ages_today,all_native,income_payroll_tax,13040.131609,-1100.386788,3699.122559,-312.149119
personal,white_ages_today,all_native,institutions,-979.349220,-151.862488,-277.814128,-43.079163
personal,white_ages_today,all_native,k12_schooling,-2114.452946,-19.489212,-599.811476,-5.528547
personal,white_ages_today,all_native,noncash_aid,-212.090399,-56.748686,-60.164146,-16.098023
personal,white_ages_today,all_native,public_medical,-5417.567345,13.298617,-1536.813138,3.772448
personal,white_ages_today,all_native,rest_of_federal_budget,-2988.785519,20.317425,-847.835303,5.763488
personal,white_ages_today,all_native,sales_excise_property_tax,3103.931263,-155.948233,880.498948,-44.238175
personal,white_ages_today,all_native,state_local_services_capital,-3550.748400,-60.342428,-1007.248539,-17.117468
personal,union_ages_today,mexico_born,cash_transfers_incl_social_security,-1709.813083,1105.496979,-20.895253,13.510037
personal,union_ages_today,mexico_born,corporate_tax_incidence,545.623785,-1714.710700,6.667949,-20.955105
personal,union_ages_today,mexico_born,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,union_ages_today,mexico_born,income_payroll_tax,5030.949149,-7705.088384,61.482132,-94.162205
personal,union_ages_today,mexico_born,institutions,-365.914877,79.459974,-4.471766,0.971063
personal,union_ages_today,mexico_born,k12_schooling,-4026.521774,-563.769811,-49.207244,-6.889708
personal,union_ages_today,mexico_born,noncash_aid,-298.645057,-118.623323,-3.649676,-1.449670
personal,union_ages_today,mexico_born,public_medical,-2287.774202,1163.032990,-27.958390,14.213172
personal,union_ages_today,mexico_born,rest_of_federal_budget,-2096.157075,410.368654,-25.616678,5.015026
personal,union_ages_today,mexico_born,sales_excise_property_tax,1835.371239,-1141.736653,22.429672,-13.952915
personal,union_ages_today,mexico_born,state_local_services_capital,-3590.939187,-105.369981,-43.884085,-1.287704
personal,union_ages_today,mexican_second_gen,cash_transfers_incl_social_security,-2654.687662,160.622400,-38.050216,2.302236
personal,union_ages_today,mexican_second_gen,corporate_tax_incidence,997.668387,-1262.666098,14.299798,-18.098068
personal,union_ages_today,mexican_second_gen,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,union_ages_today,mexican_second_gen,income_payroll_tax,8113.908564,-4622.128969,116.298418,-66.249981
personal,union_ages_today,mexican_second_gen,institutions,-577.703090,-132.328240,-8.280344,-1.896689
personal,union_ages_today,mexican_second_gen,k12_schooling,-3838.199622,-375.447659,-55.013751,-5.381373
personal,union_ages_today,mexican_second_gen,noncash_aid,-321.750393,-141.728659,-4.611718,-2.031428
personal,union_ages_today,mexican_second_gen,public_medical,-3404.791711,46.015481,-48.801621,0.659550
personal,union_ages_today,mexican_second_gen,rest_of_federal_budget,-2333.993177,172.532552,-33.453632,2.472947
personal,union_ages_today,mexican_second_gen,sales_excise_property_tax,2298.244914,-678.862978,32.941245,-9.730291
personal,union_ages_today,mexican_second_gen,state_local_services_capital,-3736.177231,-250.608025,-53.551441,-3.592019
personal,union_ages_today,mexican_third_plus_selfid,cash_transfers_incl_social_security,-2566.500448,248.809615,-36.810224,3.568570
personal,union_ages_today,mexican_third_plus_selfid,corporate_tax_incidence,1125.849743,-1134.484742,16.147584,-16.271432
personal,union_ages_today,mexican_third_plus_selfid,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,union_ages_today,mexican_third_plus_selfid,income_payroll_tax,8359.557341,-4376.480193,119.897575,-62.769994
personal,union_ages_today,mexican_third_plus_selfid,institutions,-577.703090,-132.328240,-8.285750,-1.897928
personal,union_ages_today,mexican_third_plus_selfid,k12_schooling,-3162.096584,300.655379,-45.352606,4.312172
personal,union_ages_today,mexican_third_plus_selfid,noncash_aid,-306.968912,-126.947177,-4.402725,-1.820749
personal,union_ages_today,mexican_third_plus_selfid,public_medical,-3441.537217,9.269976,-49.360504,0.132955
personal,union_ages_today,mexican_third_plus_selfid,rest_of_federal_budget,-2505.381337,1.144392,-35.933619,0.016414
personal,union_ages_today,mexican_third_plus_selfid,sales_excise_property_tax,2421.096819,-556.011073,34.724762,-7.974630
personal,union_ages_today,mexican_third_plus_selfid,state_local_services_capital,-3530.638124,-45.068918,-50.638441,-0.646404
personal,union_ages_today,mexican_observed_total,cash_transfers_incl_social_security,-2085.770966,729.539096,-85.300887,29.835650
personal,union_ages_today,mexican_observed_total,corporate_tax_incidence,844.813224,-1415.521261,34.549967,-57.889970
personal,union_ages_today,mexican_observed_total,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,union_ages_today,mexican_observed_total,income_payroll_tax,6537.669911,-6198.367622,267.368302,-253.492001
personal,union_ages_today,mexican_observed_total,institutions,-466.262996,-20.888146,-19.068559,-0.854254
personal,union_ages_today,mexican_observed_total,k12_schooling,-3493.787523,-31.035560,-142.883940,-1.269248
personal,union_ages_today,mexican_observed_total,noncash_aid,-319.839963,-139.818228,-13.080359,-5.718087
personal,union_ages_today,mexican_observed_total,public_medical,-3130.532724,320.274468,-128.028064,13.098129
personal,union_ages_today,mexican_observed_total,rest_of_federal_budget,-2256.807440,249.718289,-92.295693,10.212623
personal,union_ages_today,mexican_observed_total,sales_excise_property_tax,2163.010240,-814.097652,88.459709,-33.293805
personal,union_ages_today,mexican_observed_total,state_local_services_capital,-3642.395682,-156.826476,-148.961505,-6.413666
personal,union_ages_today,third_plus_nh_white,cash_transfers_incl_social_security,-2815.310062,0.000000,-487.200367,0.000000
personal,union_ages_today,third_plus_nh_white,corporate_tax_incidence,2260.334485,0.000000,391.159683,0.000000
personal,union_ages_today,third_plus_nh_white,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,union_ages_today,third_plus_nh_white,income_payroll_tax,12736.037533,0.000000,2204.020882,0.000000
personal,union_ages_today,third_plus_nh_white,institutions,-445.374850,0.000000,-77.073852,0.000000
personal,union_ages_today,third_plus_nh_white,k12_schooling,-3462.751963,0.000000,-599.242709,0.000000
personal,union_ages_today,third_plus_nh_white,noncash_aid,-180.021735,0.000000,-31.153462,0.000000
personal,union_ages_today,third_plus_nh_white,public_medical,-3450.807193,0.000000,-597.175620,0.000000
personal,union_ages_today,third_plus_nh_white,rest_of_federal_budget,-2506.525729,0.000000,-433.764036,0.000000
personal,union_ages_today,third_plus_nh_white,sales_excise_property_tax,2977.107892,0.000000,515.200112,0.000000
personal,union_ages_today,third_plus_nh_white,state_local_services_capital,-3485.569206,0.000000,-603.191322,0.000000
personal,union_ages_today,all_native,cash_transfers_incl_social_security,-2899.205679,-83.895617,-822.423995,-23.798852
personal,union_ages_today,all_native,corporate_tax_incidence,1921.852791,-338.481694,545.176170,-96.017840
personal,union_ages_today,all_native,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,union_ages_today,all_native,income_payroll_tax,11726.459141,-1009.578393,3326.470227,-286.389303
personal,union_ages_today,all_native,institutions,-617.627612,-172.252761,-175.203771,-48.863316
personal,union_ages_today,all_native,k12_schooling,-3497.237617,-34.485654,-992.069018,-9.782621
personal,union_ages_today,all_native,noncash_aid,-250.669929,-70.648194,-71.108085,-20.040927
personal,union_ages_today,all_native,public_medical,-3436.857958,13.949235,-974.940989,3.957010
personal,union_ages_today,all_native,rest_of_federal_budget,-2500.956122,5.569607,-709.451675,1.579943
personal,union_ages_today,all_native,sales_excise_property_tax,2815.487402,-161.620490,798.675449,-45.847237
personal,union_ages_today,all_native,state_local_services_capital,-3557.116682,-71.547476,-1009.055043,-20.296028
personal,stationary_life_course,mexico_born,cash_transfers_incl_social_security,-3129.278993,2580.152886,-38.242236,31.531486
personal,stationary_life_course,mexico_born,corporate_tax_incidence,569.103098,-1984.498825,6.954885,-24.252127
personal,stationary_life_course,mexico_born,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,stationary_life_course,mexico_born,income_payroll_tax,4927.840906,-8228.732580,60.222069,-100.561546
personal,stationary_life_course,mexico_born,institutions,-512.425385,310.423114,-6.262239,3.793613
personal,stationary_life_course,mexico_born,k12_schooling,-3060.888717,-420.866194,-37.406453,-5.143314
personal,stationary_life_course,mexico_born,noncash_aid,-289.748007,-127.307251,-3.540947,-1.555794
personal,stationary_life_course,mexico_born,public_medical,-4049.264391,1032.151247,-49.485177,12.613695
personal,stationary_life_course,mexico_born,rest_of_federal_budget,-2119.786619,822.465738,-25.905450,10.051174
personal,stationary_life_course,mexico_born,sales_excise_property_tax,1945.617507,-1240.037048,23.776967,-15.154222
personal,stationary_life_course,mexico_born,state_local_services_capital,-3629.542280,-141.834835,-44.355845,-1.733333
personal,stationary_life_course,mexican_second_gen,cash_transfers_incl_social_security,-5155.026867,554.405011,-73.888122,7.946408
personal,stationary_life_course,mexican_second_gen,corporate_tax_incidence,1232.204388,-1321.397534,17.661454,-18.939878
personal,stationary_life_course,mexican_second_gen,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,stationary_life_course,mexican_second_gen,income_payroll_tax,8257.368425,-4899.205061,118.354659,-70.221373
personal,stationary_life_course,mexican_second_gen,institutions,-786.216801,36.631697,-11.269017,0.525050
personal,stationary_life_course,mexican_second_gen,k12_schooling,-2923.918366,-283.895844,-41.909158,-4.069141
personal,stationary_life_course,mexican_second_gen,noncash_aid,-294.369897,-131.929141,-4.219268,-1.890969
personal,stationary_life_course,mexican_second_gen,public_medical,-5028.719638,52.696000,-72.077733,0.755303
personal,stationary_life_course,mexican_second_gen,rest_of_federal_budget,-2591.425107,350.827249,-37.143460,5.028483
personal,stationary_life_course,mexican_second_gen,sales_excise_property_tax,2514.331595,-671.322960,36.038462,-9.622218
personal,stationary_life_course,mexican_second_gen,state_local_services_capital,-3708.376494,-220.669049,-53.152967,-3.162898
personal,stationary_life_course,mexican_third_plus_selfid,cash_transfers_incl_social_security,-4835.331670,874.100209,-69.351105,12.536847
personal,stationary_life_course,mexican_third_plus_selfid,corporate_tax_incidence,1271.474874,-1282.127049,18.236223,-18.389003
personal,stationary_life_course,mexican_third_plus_selfid,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,stationary_life_course,mexican_third_plus_selfid,income_payroll_tax,8489.462095,-4667.111391,121.760743,-66.938393
personal,stationary_life_course,mexican_third_plus_selfid,institutions,-786.216801,36.631697,-11.276373,0.525393
personal,stationary_life_course,mexican_third_plus_selfid,k12_schooling,-2408.046110,231.976413,-34.537581,3.327139
personal,stationary_life_course,mexican_third_plus_selfid,noncash_aid,-281.415853,-118.975097,-4.036228,-1.706409
personal,stationary_life_course,mexican_third_plus_selfid,public_medical,-5071.801979,9.613659,-72.742698,0.137885
personal,stationary_life_course,mexican_third_plus_selfid,rest_of_federal_budget,-2773.762421,168.489935,-39.782894,2.416579
personal,stationary_life_course,mexican_third_plus_selfid,sales_excise_property_tax,2551.335407,-634.319147,36.592718,-9.097770
personal,stationary_life_course,mexican_third_plus_selfid,state_local_services_capital,-3536.137019,-48.429574,-50.717309,-0.694605
personal,stationary_life_course,mexican_observed_total,cash_transfers_incl_social_security,-3968.122396,1741.309483,-162.282612,71.213592
personal,stationary_life_course,mexican_observed_total,corporate_tax_incidence,933.532354,-1620.069568,38.178275,-66.255295
personal,stationary_life_course,mexican_observed_total,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,stationary_life_course,mexican_observed_total,income_payroll_tax,6527.735942,-6628.837543,266.962037,-271.096746
personal,stationary_life_course,mexican_observed_total,institutions,-641.942718,180.905780,-26.253258,7.398427
personal,stationary_life_course,mexican_observed_total,k12_schooling,-2657.436029,-17.413506,-108.680030,-0.712153
personal,stationary_life_course,mexican_observed_total,noncash_aid,-298.210599,-135.769843,-12.195792,-5.552521
personal,stationary_life_course,mexican_observed_total,public_medical,-4756.068978,325.346660,-194.506928,13.305564
personal,stationary_life_course,mexican_observed_total,rest_of_federal_budget,-2396.295615,545.956741,-98.000281,22.327760
personal,stationary_life_course,mexican_observed_total,sales_excise_property_tax,2279.373568,-906.280986,93.218570,-37.063788
personal,stationary_life_course,mexican_observed_total,state_local_services_capital,-3649.848184,-162.140739,-149.266287,-6.631001
personal,stationary_life_course,third_plus_nh_white,cash_transfers_incl_social_security,-5709.431879,0.000000,-988.039416,0.000000
personal,stationary_life_course,third_plus_nh_white,corporate_tax_incidence,2553.601923,0.000000,441.910755,0.000000
personal,stationary_life_course,third_plus_nh_white,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,stationary_life_course,third_plus_nh_white,income_payroll_tax,13156.573486,0.000000,2276.796265,0.000000
personal,stationary_life_course,third_plus_nh_white,institutions,-822.848498,0.000000,-142.397136,0.000000
personal,stationary_life_course,third_plus_nh_white,k12_schooling,-2640.022523,0.000000,-456.866176,0.000000
personal,stationary_life_course,third_plus_nh_white,noncash_aid,-162.440756,0.000000,-28.111005,0.000000
personal,stationary_life_course,third_plus_nh_white,public_medical,-5081.415638,0.000000,-879.358760,0.000000
personal,stationary_life_course,third_plus_nh_white,rest_of_federal_budget,-2942.252356,0.000000,-509.168226,0.000000
personal,stationary_life_course,third_plus_nh_white,sales_excise_property_tax,3185.654555,0.000000,551.289924,0.000000
personal,stationary_life_course,third_plus_nh_white,state_local_services_capital,-3487.707445,0.000000,-603.561352,0.000000
personal,stationary_life_course,all_native,cash_transfers_incl_social_security,-5723.494166,-14.062287,-1623.596067,-3.989080
personal,stationary_life_course,all_native,corporate_tax_incidence,2201.735554,-351.866368,624.571124,-99.814700
personal,stationary_life_course,all_native,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,stationary_life_course,all_native,income_payroll_tax,12129.546716,-1027.026769,3440.814958,-291.338922
personal,stationary_life_course,all_native,institutions,-961.243475,-138.394977,-272.678032,-39.258805
personal,stationary_life_course,all_native,k12_schooling,-2665.838636,-25.816113,-756.224257,-7.323313
personal,stationary_life_course,all_native,noncash_aid,-223.973111,-61.532356,-63.534941,-17.455017
personal,stationary_life_course,all_native,public_medical,-5068.002160,13.413478,-1437.651220,3.805031
personal,stationary_life_course,all_native,rest_of_federal_budget,-2919.963346,22.289010,-828.312368,6.322772
personal,stationary_life_course,all_native,sales_excise_property_tax,3028.310863,-157.343691,859.047544,-44.634028
personal,stationary_life_course,all_native,state_local_services_capital,-3552.100156,-64.392710,-1007.631994,-18.266420
