window,outcome,sample,weighted,method,instruments,controls,n,clusters,note,beta,se,ci_lo,ci_hi,fs_coef,fs_se,F_eff,F_robust,rf_coef,rf_se,ar_type,ar_lo,ar_hi,ar_pieces,J,J_p,beta_gmm
0717,"main-period reduced form, same sample",placebo outcome 1997->2007 sample,True,reduced form (OLS of outcome change on imm),,lnpop0,3095,48,,-0.812737,1.74062,-4.22435,2.59888,,,,,,,,,,,,,
0717,placebo: outcome change 1997->2007,all,False,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3095,48,,-0.628956,0.97243,-2.53492,1.27701,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo outcome 1997->2007 sample,False,reduced form (OLS of outcome change on imm),,lnpop0,3095,48,,-1.49273,1.18678,-3.81882,0.833373,,,,,,,,,,,,,
0717,placebo: outcome change 1997->2007,all,True,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3095,48,,1.65738,1.52645,-1.33447,4.64922,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo outcome 1997->2007 sample,True,reduced form (OLS of outcome change on imm_nomex),,lnpop0,3095,48,,-0.830876,1.7402,-4.24168,2.57993,,,,,,,,,,,,,
0717,placebo: outcome change 1997->2007,all,False,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3095,48,,-0.634106,0.976661,-2.54836,1.28015,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo outcome 1997->2007 sample,False,reduced form (OLS of outcome change on imm_nomex),,lnpop0,3095,48,,-1.49178,1.18666,-3.81763,0.834063,,,,,,,,,,,,,
0717,placebo: outcome change 2002->2007,all,True,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3095,48,,0.044996,0.240287,-0.425966,0.515958,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo outcome 2002->2007 sample,True,reduced form (OLS of outcome change on bartik),,lnpop0,3095,48,,0.369785,0.337464,-0.291644,1.03121,,,,,,,,,,,,,
0717,placebo: outcome change 2002->2007,all,False,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3095,48,,0.140063,0.120663,-0.0964369,0.376563,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo outcome 2002->2007 sample,False,reduced form (OLS of outcome change on bartik),,lnpop0,3095,48,,0.0183447,0.192683,-0.359314,0.396003,,,,,,,,,,,,,
0717,placebo: outcome change 2002->2007,all,True,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3095,48,,0.955253,1.70021,-2.37715,4.28766,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo outcome 2002->2007 sample,True,reduced form (OLS of outcome change on imm),,lnpop0,3095,48,,-0.812737,1.74062,-4.22435,2.59888,,,,,,,,,,,,,
0717,placebo: outcome change 2002->2007,all,False,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3095,48,,-0.114703,0.859605,-1.79953,1.57012,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo outcome 2002->2007 sample,False,reduced form (OLS of outcome change on imm),,lnpop0,3095,48,,-1.49273,1.18678,-3.81882,0.833373,,,,,,,,,,,,,
0717,placebo: outcome change 2002->2007,all,True,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3095,48,,1.01166,1.68449,-2.28994,4.31326,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo outcome 2002->2007 sample,True,reduced form (OLS of outcome change on imm_nomex),,lnpop0,3095,48,,-0.830876,1.7402,-4.24168,2.57993,,,,,,,,,,,,,
0717,placebo: outcome change 2002->2007,all,False,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3095,48,,-0.120484,0.86313,-1.81222,1.57125,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo outcome 2002->2007 sample,False,reduced form (OLS of outcome change on imm_nomex),,lnpop0,3095,48,,-1.49178,1.18666,-3.81763,0.834063,,,,,,,,,,,,,
0717,placebo: population change 2002->2007,all,True,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3095,48,,0.142209,0.0711976,0.00266134,0.281756,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo population 2002->2007 sample,True,reduced form (OLS of population change on bartik),,lnpop0,3095,48,,0.406741,0.10438,0.202156,0.611327,,,,,,,,,,,,,
0717,placebo: population change 2002->2007,all,False,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3095,48,,0.0388445,0.0300723,-0.0200973,0.0977863,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo population 2002->2007 sample,False,reduced form (OLS of population change on bartik),,lnpop0,3095,48,,0.0853638,0.0569208,-0.026201,0.196929,,,,,,,,,,,,,
0717,placebo: population change 2002->2007,all,True,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3095,48,,-0.73168,0.174631,-1.07396,-0.389404,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo population 2002->2007 sample,True,reduced form (OLS of population change on imm),,lnpop0,3095,48,,0.149966,0.153764,-0.151412,0.451344,,,,,,,,,,,,,
0717,placebo: population change 2002->2007,all,False,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3095,48,,-1.34573,0.335363,-2.00305,-0.688422,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo population 2002->2007 sample,False,reduced form (OLS of population change on imm),,lnpop0,3095,48,,0.540762,0.330354,-0.106733,1.18826,,,,,,,,,,,,,
0717,placebo: population change 2002->2007,all,True,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3095,48,,-0.723109,0.171624,-1.05949,-0.386727,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo population 2002->2007 sample,True,reduced form (OLS of population change on imm_nomex),,lnpop0,3095,48,,0.16775,0.156896,-0.139767,0.475266,,,,,,,,,,,,,
0717,placebo: population change 2002->2007,all,False,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3095,48,,-1.34616,0.335618,-2.00398,-0.688353,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo population 2002->2007 sample,False,reduced form (OLS of population change on imm_nomex),,lnpop0,3095,48,,0.550137,0.328716,-0.0941474,1.19442,,,,,,,,,,,,,
0712,placebo: outcome change 1997->2007,all,True,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3098,48,,-1.61582,0.589657,-2.77154,-0.460089,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo outcome 1997->2007 sample,True,reduced form (OLS of outcome change on bartik),,lnpop0,3098,48,,0.339749,0.552426,-0.743005,1.4225,,,,,,,,,,,,,
0712,placebo: outcome change 1997->2007,all,False,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3098,48,,-0.918994,0.287859,-1.4832,-0.35479,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo outcome 1997->2007 sample,False,reduced form (OLS of outcome change on bartik),,lnpop0,3098,48,,0.220749,0.186679,-0.145141,0.586639,,,,,,,,,,,,,
0712,placebo: outcome change 1997->2007,all,True,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3098,48,,2.25434,3.44163,-4.49125,8.99993,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo outcome 1997->2007 sample,True,reduced form (OLS of outcome change on imm),,lnpop0,3098,48,,-0.817764,1.2334,-3.23523,1.5997,,,,,,,,,,,,,
0712,placebo: outcome change 1997->2007,all,False,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3098,48,,-1.73876,2.08055,-5.81664,2.33913,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo outcome 1997->2007 sample,False,reduced form (OLS of outcome change on imm),,lnpop0,3098,48,,-1.96033,1.05111,-4.0205,0.0998445,,,,,,,,,,,,,
0712,placebo: outcome change 1997->2007,all,True,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3098,48,,2.72174,3.19295,-3.53645,8.97993,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo outcome 1997->2007 sample,True,reduced form (OLS of outcome change on imm_nomex),,lnpop0,3098,48,,-0.946966,1.26077,-3.41808,1.52415,,,,,,,,,,,,,
0712,placebo: outcome change 1997->2007,all,False,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3098,48,,-1.39443,2.02316,-5.35983,2.57096,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo outcome 1997->2007 sample,False,reduced form (OLS of outcome change on imm_nomex),,lnpop0,3098,48,,-2.25065,1.01606,-4.24213,-0.259168,,,,,,,,,,,,,
0712,placebo: outcome change 2002->2007,all,True,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3098,48,,-0.585289,0.517279,-1.59916,0.428578,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo outcome 2002->2007 sample,True,reduced form (OLS of outcome change on bartik),,lnpop0,3098,48,,0.339749,0.552426,-0.743005,1.4225,,,,,,,,,,,,,
0712,placebo: outcome change 2002->2007,all,False,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3098,48,,-0.540369,0.244566,-1.01972,-0.061021,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo outcome 2002->2007 sample,False,reduced form (OLS of outcome change on bartik),,lnpop0,3098,48,,0.220749,0.186679,-0.145141,0.586639,,,,,,,,,,,,,
0712,placebo: outcome change 2002->2007,all,True,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3098,48,,1.16182,3.44484,-5.59006,7.9137,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo outcome 2002->2007 sample,True,reduced form (OLS of outcome change on imm),,lnpop0,3098,48,,-0.817764,1.2334,-3.23523,1.5997,,,,,,,,,,,,,
0712,placebo: outcome change 2002->2007,all,False,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3098,48,,-0.838187,1.76835,-4.30415,2.62777,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo outcome 2002->2007 sample,False,reduced form (OLS of outcome change on imm),,lnpop0,3098,48,,-1.96033,1.05111,-4.0205,0.0998445,,,,,,,,,,,,,
0712,placebo: outcome change 2002->2007,all,True,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3098,48,,1.43093,3.3722,-5.17858,8.04044,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo outcome 2002->2007 sample,True,reduced form (OLS of outcome change on imm_nomex),,lnpop0,3098,48,,-0.946966,1.26077,-3.41808,1.52415,,,,,,,,,,,,,
0712,placebo: outcome change 2002->2007,all,False,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3098,48,,-0.501701,1.68852,-3.8112,2.8078,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo outcome 2002->2007 sample,False,reduced form (OLS of outcome change on imm_nomex),,lnpop0,3098,48,,-2.25065,1.01606,-4.24213,-0.259168,,,,,,,,,,,,,
0712,placebo: population change 2002->2007,all,True,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3098,48,,-0.71835,0.130182,-0.973506,-0.463193,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo population 2002->2007 sample,True,reduced form (OLS of population change on bartik),,lnpop0,3098,48,,-0.018466,0.0665183,-0.148842,0.11191,,,,,,,,,,,,,
0712,placebo: population change 2002->2007,all,False,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3098,48,,-0.306362,0.0443074,-0.393204,-0.219519,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo population 2002->2007 sample,False,reduced form (OLS of population change on bartik),,lnpop0,3098,48,,0.00273437,0.0304271,-0.0569028,0.0623715,,,,,,,,,,,,,
0712,placebo: population change 2002->2007,all,True,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3098,48,,-1.63342,0.394876,-2.40737,-0.859458,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo population 2002->2007 sample,True,reduced form (OLS of population change on imm),,lnpop0,3098,48,,0.298052,0.183408,-0.0614275,0.657532,,,,,,,,,,,,,
0712,placebo: population change 2002->2007,all,False,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3098,48,,-2.60988,0.622927,-3.83082,-1.38894,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo population 2002->2007 sample,False,reduced form (OLS of population change on imm),,lnpop0,3098,48,,1.152,0.41169,0.345091,1.95892,,,,,,,,,,,,,
0712,placebo: population change 2002->2007,all,True,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3098,48,,-1.53617,0.366455,-2.25443,-0.817922,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo population 2002->2007 sample,True,reduced form (OLS of population change on imm_nomex),,lnpop0,3098,48,,0.362674,0.154055,0.060726,0.664622,,,,,,,,,,,,,
0712,placebo: population change 2002->2007,all,False,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3098,48,,-2.73255,0.701181,-4.10687,-1.35824,,,,,,,,,,,,,
0712,"main-period reduced form, same sample",placebo population 2002->2007 sample,False,reduced form (OLS of population change on imm_nomex),,lnpop0,3098,48,,1.03639,0.445085,0.164019,1.90875,,,,,,,,,,,,,
