fips,state,no_county_govt,pop_2002,pop_2007,pop_2012,pop_2017,pop_2022,e23_1997,e29_1997,e31_1997,e25_1997,d23_1997,d29_1997,d31_1997,d25_1997,e23_2002,e29_2002,e31_2002,e25_2002,d23_2002,d29_2002,d31_2002,d25_2002,e23_2007,e29_2007,e31_2007,e25_2007,d23_2007,d29_2007,d31_2007,d25_2007,e23_2012,e29_2012,e31_2012,e25_2012,d23_2012,d29_2012,d31_2012,d25_2012,e23_2017,e29_2017,e31_2017,e25_2017,d23_2017,d29_2017,d31_2017,d25_2017,e23_2022,e29_2022,e31_2022,e25_2022,d23_2022,d29_2022,d31_2022,d25_2022,present_1997,present_2002,present_2007,present_2012,present_2017,present_2022,bartik_1222,bartik_pay_1222,cbp_emp0_1222,imm_1222,imm_nomex_1222,imm_mex_1222,dfbshare_1222,bartik_0717,bartik_pay_0717,cbp_emp0_0717,imm_0717,imm_nomex_0717,imm_mex_0717,dfbshare_0717,bartik_1217,bartik_pay_1217,cbp_emp0_1217,imm_1217,imm_nomex_1217,imm_mex_1217,dfbshare_1217,bartik_1722,bartik_pay_1722,cbp_emp0_1722,imm_1722,imm_nomex_1722,imm_mex_1722,dfbshare_1722,bartik_0712,bartik_pay_0712,cbp_emp0_0712,imm_0712,imm_nomex_0712,imm_mex_0712,dfbshare_0712,bartik_1722_s12,bartik_1217_s07,medhhinc_2009,medhhinc_2012,medhhinc_2017,medhhinc_2022
31015,31,0,2352,2109,2048,1913,1730,289.920,291.743,61.995,51.055,293.567,293.567,67.466,51.055,322.099,309.085,108.993,40.669,338.367,315.592,476.642,42.296,855.345,155.261,80.453,19.760,855.345,155.261,80.453,19.760,288.074,316.116,81.578,75.205,300.820,325.039,86.677,75.205,379.668,417.874,107.453,93.126,398.771,436.977,113.423,93.126,438.000,318.000,147.000,77.000,440.000,321.000,147.000,77.000,1,1,1,1,1,1,0.08731723,0.44965338,414.0,0.00005474,0.00005474,0.00000000,0.02642081,0.01615113,0.23450462,422.5,0.00015543,0.00015543,0.00000000,0.01306848,0.05926562,0.11553315,414.0,0.00011593,0.00011593,0.00000000,0.00769739,0.07030399,0.24408000,175.0,-0.00006550,-0.00006550,0.00000000,0.01872343,-0.04173742,0.10567054,422.5,0.00004285,0.00004285,0.00000000,0.00537109,0.02713267,0.06075134,33060.0,38281.0,48750.0,57120.0
31017,31,0,3497,3225,3032,2955,2883,390.207,344.622,120.344,196.927,395.677,344.622,142.225,202.397,224.494,488.029,112.247,148.036,255.402,522.192,118.754,157.796,381.094,388.152,94.568,165.141,383.917,390.975,95.979,167.964,359.455,392.596,103.248,113.445,363.279,395.146,103.248,115.994,600.544,581.442,126.556,114.617,625.617,610.096,136.107,117.005,565.000,534.000,121.000,117.000,595.000,571.000,129.000,118.000,1,1,1,1,1,1,0.09470815,0.43320487,859.5,0.00212250,0.00222430,-0.00010180,0.02406382,0.03709563,0.25240272,899.0,0.00168864,0.00169535,-0.00000671,0.01523315,0.07254461,0.11778546,859.5,0.00085654,0.00091203,-0.00005549,0.01716111,0.03512022,0.26830715,745.0,0.00129895,0.00134646,-0.00004752,0.00690271,-0.03404167,0.11637425,899.0,0.00088336,0.00083791,0.00004546,-0.00192796,0.02518356,0.07525984,26676.0,33333.0,42773.0,44267.0
31019,31,0,42949,45060,47634,49375,50532,1447.776,1954.680,893.464,2401.412,1538.946,1965.620,915.345,2425.116,1717.864,2314.886,904.481,3048.557,1747.145,2498.711,909.362,3048.557,2249.868,4477.152,714.199,3117.916,2275.274,4513.850,729.725,3117.916,2268.900,4231.881,1314.178,3085.959,2339.007,4324.932,1332.023,6377.139,2722.150,3579.388,458.467,2393.820,3979.353,3885.033,505.030,2393.820,2292.000,3871.000,458.000,3623.000,2500.000,4141.000,499.000,3624.000,1,1,1,1,1,1,0.13113259,0.41973558,22262.7,0.00343449,0.00419231,-0.00075782,0.00555983,0.03468338,0.25517938,22231.2,0.00463495,0.00469147,-0.00005652,0.01457316,0.08617213,0.11624455,22262.7,0.00168221,0.00209540,-0.00041320,0.00501216,0.03988802,0.26452324,23289.0,0.00169050,0.00202297,-0.00033247,0.00054767,-0.04209787,0.12099694,22231.2,0.00285665,0.00247637,0.00038028,0.00956100,0.03778574,0.08088558,46300.0,50307.0,55053.0,70093.0
31021,31,0,7486,6999,6734,6694,6770,997.397,674.656,87.523,404.794,1008.338,753.062,109.404,410.264,715.777,699.509,180.571,374.156,868.692,896.347,211.479,374.156,1054.361,959.793,278.058,652.095,1160.220,1098.116,313.344,652.095,724.009,837.454,198.847,411.716,726.558,842.552,198.847,411.716,916.935,903.802,218.488,515.776,974.243,980.213,229.234,515.776,774.000,736.000,189.000,481.000,856.000,843.000,206.000,481.000,1,1,1,1,1,1,0.12012507,0.42651398,1153.0,0.00064654,0.00099026,-0.00034372,0.00082309,0.02124503,0.26912693,1132.1,0.00084345,0.00086664,-0.00002319,0.00350204,0.08724362,0.12842940,1153.0,0.00019833,0.00038571,-0.00018738,0.00290935,0.03443096,0.26026283,880.0,0.00045089,0.00060816,-0.00015727,-0.00208626,-0.04788771,0.12584922,1132.1,0.00065263,0.00049553,0.00015709,0.00059269,0.03304597,0.07591560,43333.0,47786.0,50174.0,54950.0
31023,31,0,8817,8375,8333,8294,8443,729.358,656.422,165.929,530.608,731.182,656.422,165.929,554.312,767.833,801.995,250.522,544.966,780.847,816.636,252.149,556.354,831.350,975.319,467.193,505.303,841.230,990.845,468.605,522.240,731.657,810.686,316.116,614.388,745.678,827.256,317.391,614.388,1075.727,1201.089,354.596,636.362,1253.622,1432.711,390.414,636.362,867.000,1036.000,316.000,574.000,1057.000,1284.000,353.000,574.000,1,1,1,1,1,1,0.11485862,0.38900141,2021.0,0.00162190,0.00185341,-0.00023152,0.00617225,0.04887060,0.24060020,2167.9,0.00134784,0.00136399,-0.00001615,0.00868401,0.08354230,0.10640851,2021.0,0.00057412,0.00070032,-0.00012619,0.00418004,0.06032284,0.23605363,1630.0,0.00105270,0.00115852,-0.00010582,0.00199221,-0.03547902,0.12253390,2167.9,0.00077659,0.00066719,0.00010941,0.00450397,0.03702105,0.08887493,45226.0,50569.0,52448.0,75690.0
31025,31,0,24602,25256,25199,26167,27152,1511.595,1314.668,158.635,758.533,1515.242,1413.132,282.626,776.767,1656.047,1895.181,349.754,1078.545,1795.948,2026.949,370.902,1114.334,2214.581,2324.675,625.277,1027.543,2615.436,2359.962,629.511,1027.543,1408.503,2101.919,893.539,1268.290,1455.665,2161.829,903.736,1268.290,2291.143,2457.099,495.479,1442.262,2831.991,3163.902,600.544,1442.262,2165.000,2023.000,576.000,1183.000,2287.000,2183.000,600.000,1183.000,1,1,1,1,1,1,0.11000250,0.42315355,3390.5,0.00057777,0.00074006,-0.00016229,0.00062515,0.02819064,0.25658983,3711.1,0.00069215,0.00070352,-0.00001137,0.00142634,0.08161209,0.11936830,3390.5,0.00026170,0.00035019,-0.00008849,0.00084425,0.03089641,0.27567542,4031.0,0.00030437,0.00037544,-0.00007107,-0.00021910,-0.04989941,0.12334914,3711.1,0.00043104,0.00035412,0.00007692,0.00058209,0.02927398,0.08307325,62527.0,64979.0,68284.0,87673.0
31027,31,0,9391,8941,8689,8493,8366,1172.443,880.700,136.755,275.333,1172.443,893.464,173.223,275.333,728.791,686.495,177.317,191.958,774.340,748.312,187.078,193.585,743.840,790.418,375.448,1225.148,805.944,862.402,396.620,1227.970,922.856,864.222,272.778,226.890,1017.181,982.765,290.623,228.165,484.734,630.393,96.708,0.000,536.073,697.252,106.259,0.000,1112.000,595.000,253.000,257.000,1158.000,648.000,261.000,257.000,1,1,1,1,1,1,0.13488551,0.41076471,1833.6,0.00007683,0.00014787,-0.00007104,0.00494566,0.01539785,0.25316604,1765.2,0.00009266,0.00009750,-0.00000484,0.00216094,0.08475886,0.12275929,1833.6,0.00000363,0.00004236,-0.00003873,0.00092248,0.04726779,0.25933382,1540.0,0.00007489,0.00010795,-0.00003306,0.00402318,-0.06804185,0.11559715,1765.2,0.00008913,0.00005634,0.00003279,0.00123846,0.04480665,0.09086231,42430.0,43718.0,57208.0,72035.0
31029,31,0,4045,3913,4027,3946,3754,895.287,805.941,92.993,147.695,1688.464,869.760,92.993,147.695,247.268,431.093,143.155,177.317,261.909,528.699,652.333,196.839,365.568,263.943,104.448,110.094,365.568,263.943,112.917,110.094,525.161,499.668,104.522,135.114,531.535,507.316,109.621,135.114,573.084,530.103,117.005,159.986,576.666,536.073,120.586,159.986,514.000,450.000,109.000,182.000,521.000,460.000,110.000,182.000,1,1,1,1,1,1,0.08487647,0.42304200,1012.3,0.00054830,0.00114215,-0.00059385,-0.00504354,0.00454717,0.27214082,1000.2,0.00089655,0.00093954,-0.00004299,0.03499686,0.06482611,0.12358105,1012.3,0.00022054,0.00054427,-0.00032374,-0.01116224,0.02134042,0.25731413,844.0,0.00033450,0.00061015,-0.00027566,0.00611870,-0.04029796,0.13003686,1000.2,0.00066959,0.00037941,0.00029018,0.04615910,0.02697722,0.05094207,37192.0,43125.0,54568.0,57313.0
31031,31,0,6054,5834,5658,5571,5485,864.290,725.711,134.931,335.505,878.877,731.182,145.872,337.328,614.917,597.023,198.465,475.015,634.438,613.290,203.346,488.029,688.793,659.152,225.834,549.058,697.261,666.209,227.245,556.115,602.916,675.571,239.637,434.660,610.564,684.494,240.911,434.660,1134.229,1218.998,368.923,549.206,1245.264,1363.463,390.414,549.206,637.000,583.000,226.000,468.000,668.000,623.000,233.000,491.000,1,1,1,1,1,1,0.09456991,0.43143487,1757.1,0.00221052,0.00221052,0.00000000,0.02442405,0.05340065,0.24377013,1846.1,0.00165682,0.00165682,0.00000000,0.00121014,0.08343263,0.11698737,1757.1,0.00098586,0.00098586,0.00000000,-0.00170678,0.03298038,0.26994492,1191.0,0.00124378,0.00124378,0.00000000,0.02613083,-0.02106374,0.11351107,1846.1,0.00070070,0.00070070,0.00000000,0.00291692,0.01404458,0.07745174,39089.0,45172.0,53226.0,62373.0
31033,31,0,9973,10139,10156,9913,9526,2135.196,379.266,193.280,733.005,2859.084,379.266,198.750,764.003,1628.392,1525.905,401.811,784.101,1963.505,1930.970,462.001,797.115,1277.372,1353.590,451.667,1055.772,1443.924,1563.898,585.756,1062.830,1335.847,1473.511,402.794,553.204,2059.856,2415.487,548.105,553.204,3746.538,4447.372,900.220,676.956,3902.942,4650.340,931.262,676.956,1743.000,1873.000,490.000,631.000,2781.000,3222.000,697.000,631.000,1,1,1,1,1,1,0.19888128,0.37260132,5146.8,0.00103268,0.00132896,-0.00029628,-0.00436710,0.06791954,0.23760515,3944.2,0.00138958,0.00141038,-0.00002080,-0.01959478,0.11847225,0.08963633,5146.8,0.00069811,0.00085963,-0.00016152,-0.00654008,0.12875934,0.24738792,2967.0,0.00034278,0.00048083,-0.00013806,0.00217298,-0.02444751,0.12244470,3944.2,0.00069030,0.00054931,0.00014099,-0.01305470,0.08628314,0.08965567,47115.0,50694.0,58770.0,54038.0
31035,31,0,6899,6564,6358,6101,6049,847.879,789.530,89.346,390.207,847.879,789.530,89.346,393.853,710.896,662.093,165.930,361.142,1252.609,1363.229,284.684,366.022,763.600,702.907,180.667,423.438,918.861,903.335,217.365,426.261,847.651,894.813,184.826,229.439,893.539,924.131,189.925,230.714,998.122,1043.491,217.294,284.154,1070.951,1111.545,228.040,285.348,1003.000,1047.000,218.000,288.000,1065.000,1117.000,229.000,288.000,1,1,1,1,1,1,0.12113424,0.41195661,1119.4,-0.00044822,0.00117786,-0.00162609,-0.00864737,-0.00051138,0.25745022,1194.2,0.00102689,0.00113757,-0.00011068,0.01782028,0.08660237,0.12768932,1119.4,-0.00028749,0.00059910,-0.00088659,0.00637481,0.05624142,0.22954258,964.0,-0.00016750,0.00060314,-0.00077065,-0.01502219,-0.07149830,0.11554520,1194.2,0.00130536,0.00055727,0.00074809,0.01144546,0.03616468,0.07571307,39642.0,45711.0,54167.0,73933.0
31037,31,0,10478,9993,10535,10650,10453,563.429,404.794,175.046,563.429,568.899,450.379,351.915,568.899,557.980,611.664,286.311,486.403,597.023,655.586,390.424,504.297,733.959,647.860,283.704,575.876,776.303,697.261,338.750,601.282,906.285,963.645,466.527,599.092,939.427,1005.709,472.900,599.092,767.694,715.161,348.626,802.318,1199.895,1277.500,434.589,802.318,786.000,724.000,594.000,674.000,971.000,965.000,631.000,674.000,1,1,1,1,1,1,0.12917247,0.37862480,3617.7,0.02646556,0.03595638,-0.00949081,0.06521983,0.04716381,0.23989254,3529.7,0.03007408,0.03077759,-0.00070351,0.10745869,0.07843315,0.12103799,3617.7,0.00790222,0.01307793,-0.00517571,0.09283702,0.04728003,0.22006403,3715.0,0.01836289,0.02263140,-0.00426851,-0.02761719,-0.02500339,0.10598953,3529.7,0.02174326,0.01699034,0.00475292,0.01462166,0.05037282,0.07437924,45919.0,48561.0,54876.0,71205.0
31039,31,0,9962,9286,9130,9086,8953,1170.620,1004.691,196.927,373.796,1172.443,1011.985,218.807,379.266,608.410,546.593,162.676,297.698,679.988,631.185,175.691,300.952,824.293,770.657,186.313,342.985,1421.341,1534.257,1096.705,345.808,874.419,727.833,230.714,490.745,1258.092,1226.226,307.194,490.745,1402.862,1460.171,378.474,476.376,2613.503,3021.825,665.016,482.346,1225.000,1277.000,314.000,722.000,2301.000,2676.000,533.000,725.000,1,1,1,1,1,1,0.12243105,0.42387145,2610.6,-0.00210655,0.00069114,-0.00279770,0.02199805,0.02616106,0.26581033,2719.7,0.00046555,0.00065785,-0.00019230,-0.02114907,0.07618254,0.12871738,2610.6,-0.00124041,0.00028483,-0.00152524,0.00814175,0.04404237,0.25178653,2054.3,-0.00087034,0.00040828,-0.00127862,0.01385630,-0.04518865,0.12119503,2719.7,0.00168512,0.00037780,0.00130732,-0.02929082,0.03950573,0.07728802,41900.0,47325.0,50734.0,68917.0
31041,31,0,11508,11005,10815,10772,10504,1241.732,1013.808,340.975,550.665,1241.732,1030.219,348.269,556.136,1125.721,1034.622,239.134,400.184,1377.870,1361.602,287.937,414.825,1048.715,797.475,203.250,407.912,1131.991,910.392,273.823,407.912,945.800,1487.532,226.890,138.938,1110.232,1701.675,260.031,138.938,1332.421,1843.421,368.923,501.449,1510.316,2076.236,404.741,501.449,658.000,857.000,131.000,0.000,839.000,1092.000,168.000,0.000,1,1,1,1,1,1,0.10252400,0.42310161,2688.0,0.00124926,0.00126353,-0.00001427,0.00683783,0.02461879,0.25255256,2646.3,0.00099000,0.00099099,-0.00000099,0.01597669,0.07108009,0.11976211,2688.0,0.00040399,0.00041177,-0.00000778,0.00840408,0.03645869,0.27876735,2155.0,0.00084864,0.00085516,-0.00000652,-0.00156625,-0.03748934,0.11961407,2646.3,0.00059299,0.00058633,0.00000666,0.00757261,0.03173540,0.06368156,42282.0,44306.0,48836.0,62288.0
31043,31,0,20374,20564,21043,21145,21116,860.643,957.283,291.743,1292.788,867.936,959.106,291.743,1380.310,1003.714,1127.348,676.734,1286.771,1052.517,1198.926,707.643,1286.771,2755.170,2114.368,835.584,1284.429,2756.582,2122.836,852.522,1291.486,3017.128,1890.325,257.482,1029.928,3017.128,1900.523,263.855,1040.125,4286.192,3120.921,773.664,1198.701,5371.470,3212.853,883.505,1207.059,2789.000,1587.000,703.000,1186.000,2798.000,1593.000,714.000,1199.000,1,1,1,1,1,1,0.13496101,0.39316128,11157.7,-0.00196554,0.00657114,-0.00853668,0.05579594,0.02226266,0.23653597,9712.6,0.00818460,0.00881146,-0.00062686,0.07054145,0.07635383,0.11929052,11157.7,-0.00167940,0.00297884,-0.00465824,0.04215192,0.06783135,0.22922943,11255.0,-0.00028476,0.00357497,-0.00385973,0.01364402,-0.04655204,0.10297054,9712.6,0.00990312,0.00576324,0.00413989,0.02838953,0.04921562,0.07167721,44564.0,44928.0,52401.0,66112.0
31045,31,0,9227,9181,9096,8743,8252,331.858,625.425,100.287,415.734,340.975,627.248,120.344,444.909,746.685,767.833,165.930,395.304,782.474,797.115,187.078,418.079,523.652,985.199,110.094,414.969,527.886,1003.548,111.505,423.438,712.537,704.889,170.805,498.393,748.227,749.502,178.453,498.393,1134.229,1201.089,260.276,617.259,1180.792,1263.173,268.633,617.259,788.000,747.000,192.000,626.000,822.000,791.000,199.000,626.000,1,1,1,1,1,1,0.10012963,0.45744247,2207.7,0.00576950,0.00660076,-0.00083126,-0.02100069,0.04371795,0.25402218,2346.0,0.00651643,0.00657419,-0.00005776,-0.01022656,0.07457907,0.12432843,2207.7,0.00325458,0.00370772,-0.00045315,-0.01878647,0.03132987,0.28796376,1745.0,0.00261646,0.00300985,-0.00039338,-0.00221422,-0.02899456,0.11908030,2346.0,0.00329199,0.00290079,0.00039119,0.00855991,0.01688548,0.07631242,31052.0,36974.0,46146.0,53760.0
31047,31,0,24149,24178,24094,24047,23905,2195.368,1179.737,300.860,1057.569,2995.839,1192.501,368.326,1070.333,1530.786,1794.322,470.135,907.735,1620.258,1987.907,484.776,928.883,1830.664,2412.186,889.220,1727.627,2985.239,3891.396,1116.465,1764.325,1580.582,1247.895,565.950,4064.901,1900.523,1663.435,629.684,4064.901,1055.430,1371.820,212.519,5241.333,1208.253,1568.818,243.561,5241.333,2546.000,2542.000,1030.000,2321.000,3023.000,3162.000,1126.000,2321.000,1,1,1,1,1,1,0.11054026,0.39708346,9368.8,0.02127482,0.02912615,-0.00785133,0.04226637,0.03613198,0.24390909,9476.4,0.02560953,0.02615397,-0.00054443,0.02266373,0.07389852,0.11673002,9368.8,0.00647406,0.01075475,-0.00428068,0.01101167,0.03592536,0.24238225,9113.0,0.01482969,0.01840731,-0.00357763,0.03125470,-0.03779315,0.12061933,9476.4,0.01915796,0.01543658,0.00372138,0.01165206,0.03722438,0.07597618,40842.0,45208.0,51238.0,67462.0
31049,31,0,2029,1982,1965,1881,1901,353.739,275.333,82.053,175.046,355.562,277.156,82.053,175.046,452.241,322.099,91.099,91.099,479.896,341.621,92.726,92.726,448.844,417.792,103.037,186.313,472.839,427.672,104.448,186.313,456.329,395.146,100.698,126.192,569.774,543.006,123.642,126.192,176.701,229.234,35.818,0.000,297.287,385.638,59.696,0.000,433.000,563.000,86.000,0.000,438.000,569.000,87.000,0.000,1,1,1,1,1,1,0.11346407,0.43798443,341.0,0.00072141,0.00087847,-0.00015706,-0.01222579,0.09420029,0.26650049,442.0,0.00116716,0.00117807,-0.00001092,-0.00322359,0.09944311,0.12507238,341.0,0.00042507,0.00051069,-0.00008562,-0.01153195,0.02377079,0.27689485,170.0,0.00030957,0.00038420,-0.00007463,-0.00069383,-0.01304653,0.12001122,442.0,0.00074573,0.00067176,0.00007397,0.00830836,0.02112002,0.10703135,38933.0,40093.0,53438.0,58875.0
31051,31,0,6064,5993,5885,5734,5516,846.056,594.427,122.168,308.154,853.349,601.721,167.752,308.154,523.818,668.600,213.106,219.613,610.037,767.833,229.374,231.001,496.834,2628.139,36.698,340.162,505.303,2772.108,38.109,340.162,593.993,687.043,193.749,325.039,614.388,716.361,249.834,326.314,790.379,918.129,248.336,402.353,836.942,980.213,306.839,403.547,750.000,863.000,244.000,408.000,784.000,909.000,271.000,408.000,1,1,1,1,1,1,0.13485607,0.38532325,1001.3,0.00278369,0.00471100,-0.00192731,0.01826582,0.04129236,0.23669714,1776.0,0.00337399,0.00350690,-0.00013291,0.02950806,0.08774896,0.12826837,1001.3,0.00053491,0.00158576,-0.00105086,0.01264265,0.08426278,0.27249364,457.0,0.00230801,0.00320754,-0.00089953,0.00562318,-0.03467015,0.10115833,1776.0,0.00284872,0.00194971,0.00089901,0.01686541,0.04307073,0.08092165,42016.0,45814.0,57036.0,60568.0
31053,31,0,36060,36647,36777,37390,37045,1562.650,1216.205,1216.205,1478.774,1577.237,1230.792,1236.262,1478.774,1211.940,1290.025,756.446,1481.983,1260.743,1351.842,762.953,1496.624,1333.830,1458.038,763.600,1006.371,1397.346,1535.669,780.538,1024.720,2270.175,2871.816,1314.178,959.821,2421.860,3069.389,1354.967,986.589,3340.603,3505.365,1146.168,1049.460,3937.566,4284.998,1264.367,1070.951,3357.000,3320.000,1114.000,1285.000,4762.000,5145.000,1394.000,1295.000,1,1,1,1,1,1,0.12990283,0.42302789,15014.8,0.00335532,0.00455309,-0.00119776,0.02105929,0.04559328,0.25294848,15205.7,0.00363054,0.00371571,-0.00008517,0.03118900,0.08452206,0.11997693,15014.8,0.00103096,0.00168427,-0.00065331,0.01187520,0.03967041,0.27294205,15347.0,0.00228625,0.00282178,-0.00053553,0.00918409,-0.03261720,0.11772521,15205.7,0.00259592,0.00202546,0.00057046,0.01931379,0.03946073,0.08162533,44904.0,46475.0,51748.0,66793.0
31055,31,0,471866,498743,533323,568901,586106,24313.157,11407.163,6549.637,22896.379,24863.823,12003.413,10991.429,23000.313,21557.888,19984.806,16249.754,27495.580,22672.222,21434.254,16472.621,27495.580,21516.301,14653.781,21685.676,33338.692,21897.395,15147.792,23311.678,33338.692,25303.337,21363.354,13724.298,33039.268,25321.183,21414.340,20445.596,33090.254,31432.475,26651.997,15346.717,38679.602,31666.484,27245.378,23393.775,38720.195,10692.000,21464.000,14007.000,34464.000,10723.000,21505.000,80516.000,34593.000,1,1,1,1,1,1,0.16303785,0.42379295,304357.7,0.01168960,0.01335074,-0.00166115,0.01714098,0.06261716,0.26635063,306296.5,0.01316388,0.01329172,-0.00012784,0.01825576,0.09594060,0.12440184,304357.7,0.00571723,0.00662209,-0.00090487,0.00756230,0.05587487,0.26307994,311228.0,0.00559887,0.00630785,-0.00070898,0.00957868,-0.03202269,0.12677025,306296.5,0.00705025,0.00621049,0.00083976,0.01069346,0.05990647,0.09770400,50107.0,53295.0,58640.0,76083.0
31057,31,0,2159,2010,1975,1773,1595,333.681,300.860,76.583,116.697,333.681,300.860,76.583,118.521,273.296,263.536,86.219,82.965,279.804,273.296,87.845,82.965,379.683,330.282,173.610,151.026,379.683,330.282,173.610,151.026,275.327,252.383,77.754,90.501,277.877,256.207,77.754,90.501,343.851,312.808,96.708,112.229,359.372,333.105,99.096,112.229,300.000,262.000,114.000,114.000,310.000,276.000,116.000,114.000,1,1,1,1,1,1,0.09438439,0.44899895,350.3,0.00261008,0.00284447,-0.00023439,-0.02225309,0.06540742,0.26843845,368.5,0.00449227,0.00450845,-0.00001618,0.05862818,0.06719612,0.11693234,350.3,0.00189260,0.00202040,-0.00012780,0.03815460,0.06637691,0.27554063,58.0,0.00079922,0.00091796,-0.00011873,-0.06040768,0.01190570,0.12532171,368.5,0.00263262,0.00252323,0.00010939,0.02047358,0.02067998,0.05059999,38346.0,39596.0,44653.0,58977.0
31059,31,0,6376,5985,5719,5588,5541,1487.891,683.773,111.227,330.035,1500.655,696.537,114.874,330.035,888.214,924.002,235.881,375.783,1146.869,1252.609,995.580,375.783,1002.137,1100.939,276.646,326.047,1091.059,1218.090,293.584,326.047,1310.354,1468.412,333.962,451.231,1365.164,1539.793,345.434,451.231,1607.024,1786.112,644.720,485.928,1864.912,2119.218,697.252,485.928,1151.000,1212.000,532.000,453.000,1452.000,1603.000,593.000,453.000,1,1,1,1,1,1,0.07382693,0.39785411,1611.9,0.00107950,0.00148424,-0.00040473,0.00122816,0.00591878,0.27306918,1667.0,0.00092505,0.00095219,-0.00002714,0.00937508,0.04239011,0.12226319,1611.9,0.00035940,0.00058005,-0.00022064,0.00524849,0.05562466,0.24055592,1142.0,0.00073698,0.00092539,-0.00018840,-0.00402033,-0.04660159,0.13221178,1667.0,0.00058163,0.00039792,0.00018370,0.00412660,0.03072719,0.05743474,42464.0,45970.0,56750.0,72335.0
31061,31,0,3484,3207,3170,2934,2850,530.608,435.792,100.287,164.106,576.193,437.615,105.757,175.046,601.903,447.360,143.155,187.078,657.213,450.614,149.662,190.331,491.188,637.980,122.797,242.771,523.652,643.626,124.209,242.771,532.809,523.887,117.269,131.290,532.809,523.887,117.269,131.290,666.210,665.016,150.435,174.313,821.421,866.790,181.477,174.313,666.000,663.000,150.000,176.000,692.000,697.000,155.000,176.000,1,1,1,1,1,1,0.08383747,0.42624672,461.0,-0.00028560,-0.00013956,-0.00014604,0.00039958,0.03796008,0.26116219,479.0,-0.00004568,-0.00003556,-0.00001013,0.00577246,0.06646532,0.12572149,461.0,-0.00014958,-0.00006997,-0.00007961,-0.00373130,0.02229531,0.27049721,233.0,-0.00014696,-0.00007519,-0.00007177,0.00413088,-0.01775461,0.12378962,479.0,0.00010217,0.00003361,0.00006856,0.00950376,0.02497541,0.05893281,35259.0,42054.0,49453.0,55625.0
31063,31,0,3037,2860,2701,2566,2611,401.147,333.681,36.468,154.989,404.794,335.505,54.702,156.812,422.959,468.508,53.683,139.902,426.212,471.762,183.824,143.155,417.792,519.417,57.870,186.313,440.376,539.178,60.693,187.724,386.223,497.119,56.085,169.530,386.223,498.393,56.085,169.530,503.837,553.981,62.084,186.252,518.164,571.890,64.472,186.252,469.000,507.000,54.000,189.000,517.000,570.000,64.000,189.000,1,1,1,1,1,1,0.07933185,0.45615401,422.6,0.00116298,0.00127725,-0.00011427,0.01676231,0.09746963,0.27454749,501.0,0.00090203,0.00090960,-0.00000757,0.00131112,0.08923389,0.15050584,422.6,0.00036785,0.00043014,-0.00006229,0.00083771,0.04472595,0.24198017,325.0,0.00083696,0.00089167,-0.00005471,0.01592459,0.00542309,0.11700673,501.0,0.00055462,0.00050337,0.00005126,0.00047341,-0.00444198,0.08864207,41676.0,51328.0,52090.0,62928.0
31065,31,0,5261,4929,4877,4745,4570,1655.643,678.303,94.817,165.929,1726.756,680.127,94.817,165.929,663.720,733.671,167.557,157.796,701.136,785.727,177.317,159.423,1961.930,412.146,55.047,0.000,1997.216,458.725,62.104,0.000,774.995,899.912,196.298,107.072,1014.632,1209.655,243.461,107.072,894.250,1043.491,218.488,150.435,1387.341,1684.629,317.584,2652.902,869.000,999.000,245.000,241.000,924.000,1071.000,256.000,241.000,1,1,1,1,1,1,0.10830992,0.43492243,1337.9,0.00029388,0.00029388,0.00000000,0.01757591,0.02760679,0.25415744,1226.8,0.00023565,0.00023565,0.00000000,0.01024345,0.06071147,0.11841714,1337.9,0.00014832,0.00014832,0.00000000,0.01466141,0.04132656,0.26844728,915.0,0.00014961,0.00014961,0.00000000,0.00291450,-0.03584770,0.11949777,1226.8,0.00008889,0.00008889,0.00000000,-0.00441795,0.03985599,0.06796528,38406.0,40759.0,43400.0,58895.0
31067,31,0,23031,22843,21706,21803,21564,1537.123,1500.655,47.408,632.718,1542.593,1646.526,151.342,640.012,1281.891,1400.645,326.980,847.544,1695.089,1934.223,562.861,847.544,1538.492,1817.961,436.141,852.522,1587.893,1882.888,444.610,1846.190,1702.950,1992.298,567.225,1240.247,1794.726,2112.117,586.345,1240.247,1898.341,2260.101,657.853,1143.781,3536.407,4388.870,983.795,1143.781,2081.000,2283.000,571.000,1052.000,3891.000,4638.000,934.000,1052.000,1,1,1,1,1,1,0.09039663,0.41940615,7223.9,0.00154945,0.00156367,-0.00001422,0.00280582,0.00465956,0.24781690,8127.1,0.00175327,0.00175422,-0.00000095,0.00655746,0.06510960,0.11557918,7223.9,0.00093457,0.00094232,-0.00000775,0.00651159,0.01801660,0.27287568,6139.0,0.00061214,0.00061858,-0.00000644,-0.00370577,-0.04761184,0.11943215,8127.1,0.00086522,0.00085880,0.00000642,0.00004587,0.02083026,0.05497194,41569.0,46164.0,52223.0,60035.0
