arm,allocation,weighting,group,metric,n_adults_unweighted,weighted_adults,estimate,se_sdr,difference_from_third_plus_nh_white,se_sdr_difference
raw,equal_adults_18plus,person,mexican_second_gen,sales_tax_share35,2452,5614636.31290289,1005.351345942167,20.555150467869684,-277.9081063922781,22.63499193844431
raw,equal_adults_18plus,person,mexican_second_gen,sales_tax_itep,2452,5614636.31290289,1653.685597246524,25.731744928385478,-541.5882426477349,27.79785864775492
raw,equal_adults_18plus,person,mexican_second_gen,property_tax_owner,2452,5614636.31290289,963.5190575683135,36.04648791435805,-653.1080441317005,40.48184743622287
raw,equal_adults_18plus,person,mexican_second_gen,property_tax_owner_plus_renter,2452,5614636.31290289,1563.2610705039963,31.953402295303587,-399.92914709099205,35.47547497164785
raw,equal_adults_18plus,person,mexican_second_gen,children_5_17,2452,5614636.31290289,0.32007099712604786,0.014176744720509813,0.06740431457272322,0.014587852076832587
raw,equal_adults_18plus,person,mexican_second_gen,k12_cost_at_full_attendance,2452,5614636.31290289,5607.761135402703,265.07024745358376,1246.6348095681024,276.0447939741556
raw,equal_adults_18plus,person,mexican_second_gen,k12_charged_acs_native,2452,5614636.31290289,4501.356868062515,212.77221873119885,1000.6753188163761,221.58150093160774
raw,equal_adults_18plus,person,mexican_second_gen,k12_charged_differential,2452,5614636.31290289,5073.830100376323,239.83214829773803,1573.148551130184,247.86218290142074
raw,equal_adults_18plus,person,mexican_second_gen,extended_balance_base,2452,5614636.31290289,7465.99991490344,515.1838741408609,-10633.259461749796,587.2412434370375
raw,equal_adults_18plus,person,mexican_second_gen,extended_balance_pupil_differential,2452,5614636.31290289,6893.526682589632,527.7707785959738,-11205.732694063605,597.7670590827788
raw,equal_adults_18plus,person,mexican_third_plus_selfid,modeled_tax_total,2477,5526182.2353818305,10863.96776374482,496.88753754182375,-6472.698702021158,498.9207075635967
raw,equal_adults_18plus,person,mexican_third_plus_selfid,selected_cash_total,2477,5526182.2353818305,2341.419624924575,152.15571074134,-343.19615494816526,164.6691136238689
raw,equal_adults_18plus,person,mexican_third_plus_selfid,selected_noncash_total,2477,5526182.2353818305,429.89569194006964,33.656856394327264,186.83500914299069,34.06963153628466
raw,equal_adults_18plus,person,mexican_third_plus_selfid,cash_noncash_tax_balance,2477,5526182.2353818305,8092.652446880181,528.3279074794625,-6316.337556215968,521.7950778344629
raw,equal_adults_18plus,person,mexican_third_plus_selfid,employer_payroll,2477,5526182.2353818305,3522.161999784547,70.45681151625875,-768.9023689842211,71.93123125616398
raw,equal_adults_18plus,person,mexican_third_plus_selfid,sales_tax_share35,2477,5526182.2353818305,1112.2072302962413,25.10560674166895,-171.0522220382038,25.118549139929954
raw,equal_adults_18plus,person,mexican_third_plus_selfid,sales_tax_itep,2477,5526182.2353818305,1832.3305255556402,27.655408803946308,-362.9433143386186,27.9344854164168
raw,equal_adults_18plus,person,mexican_third_plus_selfid,property_tax_owner,2477,5526182.2353818305,1019.4448285569579,35.61664399590953,-597.1822731430561,38.50463387090843
raw,equal_adults_18plus,person,mexican_third_plus_selfid,property_tax_owner_plus_renter,2477,5526182.2353818305,1608.867233326378,32.752744321502654,-354.3229842686103,36.161263626687294
raw,equal_adults_18plus,person,mexican_third_plus_selfid,children_5_17,2477,5526182.2353818305,0.2844310444435521,0.013269565184736428,0.031764361890227466,0.012903311853619086
raw,equal_adults_18plus,person,mexican_third_plus_selfid,k12_cost_at_full_attendance,2477,5526182.2353818305,4560.101157362933,211.41733499170152,198.9748315283323,210.3841176546108
raw,equal_adults_18plus,person,mexican_third_plus_selfid,k12_charged_acs_native,2477,5526182.2353818305,3660.3988950541147,169.70495887999846,159.71734580797602,168.87559403292025
raw,equal_adults_18plus,person,mexican_third_plus_selfid,k12_charged_differential,2477,5526182.2353818305,4125.92083619971,191.28768364439398,625.2392869535711,189.41407018542668
raw,equal_adults_18plus,person,mexican_third_plus_selfid,extended_balance_base,2477,5526182.2353818305,10086.06761046379,651.8581207974606,-8013.191766189448,634.28289331563
raw,equal_adults_18plus,person,mexican_third_plus_selfid,extended_balance_pupil_differential,2477,5526182.2353818305,9620.545669318195,659.7242731330983,-8478.713707335042,640.954526695408
raw,equal_adults_18plus,person,mexico_born,modeled_tax_total,4318,9446562.93512691,5519.278664767465,234.52851191585344,-11817.387800998513,366.75238850794756
raw,equal_adults_18plus,person,mexico_born,selected_cash_total,4318,9446562.93512691,1045.6095820501741,73.87421063261633,-1639.0061978225663,95.38021795693716
raw,equal_adults_18plus,person,mexico_born,selected_noncash_total,4318,9446562.93512691,451.1246170087312,22.000305223354854,208.06393421165225,22.669071113824252
raw,equal_adults_18plus,person,mexico_born,cash_noncash_tax_balance,4318,9446562.93512691,4022.5444657085463,250.74952443300626,-10386.445537387603,384.2779906647187
raw,equal_adults_18plus,person,mexico_born,employer_payroll,4318,9446562.93512691,2362.4256758596684,40.598876506417625,-1928.6386929090995,50.1164274969455
raw,equal_adults_18plus,person,mexico_born,sales_tax_share35,4318,9446562.93512691,749.4149856391206,12.529762472398772,-533.8444666953245,17.55689540699624
raw,equal_adults_18plus,person,mexico_born,sales_tax_itep,4318,9446562.93512691,1381.0754417290602,15.812888827921375,-814.1983981651986,21.097309105481617
raw,equal_adults_18plus,person,mexico_born,property_tax_owner,4318,9446562.93512691,647.6870263860624,26.983446859163948,-968.9400753139516,31.115371010044342
raw,equal_adults_18plus,person,mexico_born,property_tax_owner_plus_renter,4318,9446562.93512691,1269.3593669762347,26.48076996948273,-693.8308506187536,29.9068953534185
raw,equal_adults_18plus,person,mexico_born,children_5_17,4318,9446562.93512691,0.3340946808256623,0.01073405587233744,0.08142799827233765,0.01129767091231384
raw,equal_adults_18plus,person,mexico_born,k12_cost_at_full_attendance,4318,9446562.93512691,5765.156752440348,194.19464808681062,1404.0304266057474,210.46242099337238
raw,equal_adults_18plus,person,mexico_born,k12_charged_acs_native,4318,9446562.93512691,4627.698526462069,155.8802865885219,1127.0169772159302,168.93844822075317
raw,equal_adults_18plus,person,mexico_born,k12_charged_differential,4318,9446562.93512691,5216.23962890478,175.70481819819696,1715.5580796586414,187.7668226265725
raw,equal_adults_18plus,person,mexico_born,extended_balance_base,4318,9446562.93512691,3154.3736271313364,353.8638152009886,-14944.885749521902,474.51782568319237
raw,equal_adults_18plus,person,mexico_born,extended_balance_pupil_differential,4318,9446562.93512691,2565.832524688625,365.37714796181865,-15533.426851964612,481.2669850042322
raw,equal_adults_18plus,person,mexico_born_imputed_unauthorized,modeled_tax_total,1696,3917061.0819750302,4864.060430928199,412.9020768593334,-12472.60603483778,494.20400758766607
raw,equal_adults_18plus,person,mexico_born_imputed_unauthorized,selected_cash_total,1696,3917061.0819750302,283.5726862651913,54.40111001537477,-2401.043093607549,73.32293400985237
raw,equal_adults_18plus,person,mexico_born_imputed_unauthorized,selected_noncash_total,1696,3917061.0819750302,440.093959315303,37.754434853952475,197.03327651822403,38.23297025021301
raw,equal_adults_18plus,person,mexico_born_imputed_unauthorized,cash_noncash_tax_balance,1696,3917061.0819750302,4140.3937853477,414.7865343087368,-10268.596217748449,502.5614840407288
raw,equal_adults_18plus,person,mexico_born_imputed_unauthorized,employer_payroll,1696,3917061.0819750302,2255.0803138220776,57.07173904931163,-2035.9840549466903,64.35723578227773
raw,equal_adults_18plus,person,mexico_born_imputed_unauthorized,sales_tax_share35,1696,3917061.0819750302,668.6659303435177,18.149121674597886,-614.5935219909273,21.296805349932587
raw,equal_adults_18plus,person,mexico_born_imputed_unauthorized,sales_tax_itep,1696,3917061.0819750302,1328.7285761418657,26.314946059650556,-866.5452637523931,29.61017415333594
raw,equal_adults_18plus,person,mexico_born_imputed_unauthorized,property_tax_owner,1696,3917061.0819750302,429.6322632760584,32.854251151901224,-1186.9948384239556,36.330813694593296
raw,equal_adults_18plus,person,mexico_born_imputed_unauthorized,property_tax_owner_plus_renter,1696,3917061.0819750302,1127.905687755298,32.70793675934835,-835.2845298396903,35.35602958948412
raw,equal_adults_18plus,person,mexico_born_imputed_unauthorized,children_5_17,1696,3917061.0819750302,0.3195577891258081,0.01662918394988769,0.06689110657248348,0.01696632217217515
raw,equal_adults_18plus,person,mexico_born_imputed_unauthorized,k12_cost_at_full_attendance,1696,3917061.0819750302,5201.208557497788,292.8701295282162,840.0822316631875,306.1997091946162
raw,equal_adults_18plus,person,mexico_born_imputed_unauthorized,k12_charged_acs_native,1696,3917061.0819750302,4175.016605951941,235.0872187974397,674.3350567058019,245.7868890456853
raw,equal_adults_18plus,person,mexico_born_imputed_unauthorized,k12_charged_differential,1696,3917061.0819750302,4705.98656044077,264.985123799262,1205.3050111946309,274.99072107734986
raw,equal_adults_18plus,person,mexico_born_imputed_unauthorized,extended_balance_base,1696,3917061.0819750302,3318.7556868374277,554.9084651142091,-14780.50368981581,631.6459222448701
raw,equal_adults_18plus,person,mexico_born_imputed_unauthorized,extended_balance_pupil_differential,1696,3917061.0819750302,2787.7857323485987,571.1908735954003,-15311.473644304639,644.325011217924
raw,equal_adults_18plus,person,mexico_born_imputed_legal,modeled_tax_total,2622,5529501.85315188,5983.430755160368,289.9099426029674,-11353.235710605612,408.2455777784777
raw,equal_adults_18plus,person,mexico_born_imputed_legal,selected_cash_total,2622,5529501.85315188,1585.43127788828,117.15647594214539,-1099.1845019844604,134.4616737425748
raw,equal_adults_18plus,person,mexico_born_imputed_legal,selected_noncash_total,2622,5529501.85315188,458.93865905211567,25.14191913965244,215.8779762550367,25.637696591984014
raw,equal_adults_18plus,person,mexico_born_imputed_legal,cash_noncash_tax_balance,2622,5529501.85315188,3939.0608182199658,321.9737407344582,-10469.929184876182,437.4319852319214
raw,equal_adults_18plus,person,mexico_born_imputed_legal,employer_payroll,2622,5529501.85315188,2438.468392027353,54.86697138249515,-1852.5959767414151,62.00286377473961
raw,equal_adults_18plus,person,mexico_born_imputed_legal,sales_tax_share35,2622,5529501.85315188,806.6170610348197,16.90670217776463,-476.6423912996254,21.3031668330962
raw,equal_adults_18plus,person,mexico_born_imputed_legal,sales_tax_itep,2622,5529501.85315188,1418.1576012798448,20.880241102978164,-777.116238614414,25.231622967499515
raw,equal_adults_18plus,person,mexico_born_imputed_legal,property_tax_owner,2622,5529501.85315188,802.1555208365335,32.44243307754743,-814.4715808634805,35.93180208594975
raw,equal_adults_18plus,person,mexico_born_imputed_legal,property_tax_owner_plus_renter,2622,5529501.85315188,1369.5641804464835,31.64332269336106,-593.6260371485048,34.68560565948878
raw,equal_adults_18plus,person,mexico_born_imputed_legal,children_5_17,2622,5529501.85315188,0.3443925149240298,0.012909424539055756,0.09172583237070514,0.013422839771360294
raw,equal_adults_18plus,person,mexico_born_imputed_legal,k12_cost_at_full_attendance,2622,5529501.85315188,6164.653775015783,255.78473125886148,1803.5274491811824,266.7550060829886
raw,equal_adults_18plus,person,mexico_born_imputed_legal,k12_charged_acs_native,2622,5529501.85315188,4948.37528549655,205.31872328312326,1447.693736250411,214.12457658746015
raw,equal_adults_18plus,person,mexico_born_imputed_legal,k12_charged_differential,2622,5529501.85315188,5577.699393187055,231.4307327543975,2077.017843940916,239.42996961959835
raw,equal_adults_18plus,person,mexico_born_imputed_legal,extended_balance_base,2622,5529501.85315188,3037.9265066221187,471.58316317914534,-15061.332870031118,573.1918756227872
raw,equal_adults_18plus,person,mexico_born_imputed_legal,extended_balance_pupil_differential,2622,5529501.85315188,2408.6023989316136,487.51569990380256,-15690.656977721625,585.0710130842709
raw,equal_adults_18plus,person,all_imputed_unauthorized,modeled_tax_total,4555,11311768.74701092,12112.863933412611,514.8116045647809,-5223.8025323533675,589.0705131004485
raw,equal_adults_18plus,person,all_imputed_unauthorized,selected_cash_total,4555,11311768.74701092,292.8948150188843,35.33894067676799,-2391.720964853856,60.34826221075959
raw,equal_adults_18plus,person,all_imputed_unauthorized,selected_noncash_total,4555,11311768.74701092,294.45822121134194,18.211716092399374,51.39753841426298,18.88507208816532
raw,equal_adults_18plus,person,all_imputed_unauthorized,cash_noncash_tax_balance,4555,11311768.74701092,11525.510897182403,519.1415058735423,-2883.479105913746,599.3465249939602
raw,equal_adults_18plus,person,all_imputed_unauthorized,employer_payroll,4555,11311768.74701092,3542.1871213495892,74.64021188717409,-748.8772474191787,79.28788453910916
raw,equal_adults_18plus,person,all_imputed_unauthorized,sales_tax_share35,4555,11311768.74701092,1035.0839886430192,26.332997116897705,-248.17546369142588,29.01834964483727
raw,equal_adults_18plus,person,all_imputed_unauthorized,sales_tax_itep,4555,11311768.74701092,1778.1558076682334,30.017761664989536,-417.11803222602543,33.30908189583957
raw,equal_adults_18plus,person,all_imputed_unauthorized,property_tax_owner,4555,11311768.74701092,753.7534494492998,47.04936425793203,-862.8736522507143,50.85366273606134
raw,equal_adults_18plus,person,all_imputed_unauthorized,property_tax_owner_plus_renter,4555,11311768.74701092,1602.0348537191117,43.854179990373936,-361.1553638758767,46.4025305628556
raw,equal_adults_18plus,person,all_imputed_unauthorized,children_5_17,4555,11311768.74701092,0.2827225067967264,0.00902260293656983,0.030055824243401752,0.009708201810547856
raw,equal_adults_18plus,person,all_imputed_unauthorized,k12_cost_at_full_attendance,4555,11311768.74701092,4835.7184866148045,167.73694135236994,474.5921607802038,186.74389749744404
raw,equal_adults_18plus,person,all_imputed_unauthorized,k12_charged_acs_native,4555,11311768.74701092,3881.637269519197,134.6426523443689,380.95572027305843,149.89955978367774
raw,equal_adults_18plus,person,all_imputed_unauthorized,k12_charged_differential,4555,11311768.74701092,4375.295848361859,151.76622566995195,874.6142991157199,165.92034810694267
raw,equal_adults_18plus,person,all_imputed_unauthorized,extended_balance_base,4555,11311768.74701092,12974.898187105078,615.600181169303,-5124.361189548159,690.776765305291
raw,equal_adults_18plus,person,all_imputed_unauthorized,extended_balance_pupil_differential,4555,11311768.74701092,12481.239608262416,616.4583653094242,-5618.019768390821,689.5986111532399
corrected_eligibility_and_off_books,equal_all_members,person,third_plus_nh_white,modeled_tax_total,36287,87647853.34583464,14377.166971440463,237.27307341800415,0.0,0.0
corrected_eligibility_and_off_books,equal_all_members,person,third_plus_nh_white,selected_cash_total,36287,87647853.34583464,2453.311931129517,48.0661040278745,0.0,0.0
corrected_eligibility_and_off_books,equal_all_members,person,third_plus_nh_white,selected_noncash_total,36287,87647853.34583464,145.31293306294407,4.224060379099729,0.0,0.0
corrected_eligibility_and_off_books,equal_all_members,person,third_plus_nh_white,cash_noncash_tax_balance,36287,87647853.34583464,11778.542107248002,249.8036280577225,0.0,0.0
corrected_eligibility_and_off_books,equal_all_members,person,third_plus_nh_white,employer_payroll,36287,87647853.34583464,3487.747258166434,27.585498982934137,0.0,0.0
corrected_eligibility_and_off_books,equal_all_members,person,third_plus_nh_white,sales_tax_share35,36287,87647853.34583464,1049.7298752419933,10.483413397918133,0.0,0.0
corrected_eligibility_and_off_books,equal_all_members,person,third_plus_nh_white,sales_tax_itep,36287,87647853.34583464,1812.480943110831,12.441644036504737,0.0,0.0
corrected_eligibility_and_off_books,equal_all_members,person,third_plus_nh_white,property_tax_owner,36287,87647853.34583464,1312.755842800073,16.3065121544571,0.0,0.0
corrected_eligibility_and_off_books,equal_all_members,person,third_plus_nh_white,property_tax_owner_plus_renter,36287,87647853.34583464,1617.0211882840392,15.54598451841698,0.0,0.0
corrected_eligibility_and_off_books,equal_all_members,person,third_plus_nh_white,children_5_17,36287,87647853.34583464,0.11928148236839922,0.0014632538722677212,0.0,0.0
corrected_eligibility_and_off_books,equal_all_members,person,third_plus_nh_white,k12_cost_at_full_attendance,36287,87647853.34583464,2057.485283315253,28.850964838429732,0.0,0.0
corrected_eligibility_and_off_books,equal_all_members,person,third_plus_nh_white,k12_charged_acs_native,36287,87647853.34583464,1651.5460069294804,23.158705513652368,0.0,0.0
corrected_eligibility_and_off_books,equal_all_members,person,third_plus_nh_white,k12_charged_differential,36287,87647853.34583464,1651.5460069294804,23.158705513652368,0.0,0.0
corrected_eligibility_and_off_books,equal_all_members,person,third_plus_nh_white,extended_balance_base,36287,87647853.34583464,15977.229076527017,291.6407910258646,0.0,0.0
corrected_eligibility_and_off_books,equal_all_members,person,third_plus_nh_white,extended_balance_pupil_differential,36287,87647853.34583464,15977.229076527017,291.6407910258646,0.0,0.0
corrected_eligibility_and_off_books,equal_all_members,person,all_native,modeled_tax_total,55652,134686458.17077535,13094.158720219115,183.8637805064817,-1283.0082512213485,103.35248294630333
corrected_eligibility_and_off_books,equal_all_members,person,all_native,selected_cash_total,55652,134686458.17077535,2450.823448724413,37.55667671247364,-2.488482405103696,25.64080577876062
corrected_eligibility_and_off_books,equal_all_members,person,all_native,selected_noncash_total,55652,134686458.17077535,187.51669826513984,3.8048969244965236,42.20376520219577,2.898681412853475
corrected_eligibility_and_off_books,equal_all_members,person,all_native,cash_noncash_tax_balance,55652,134686458.17077535,10455.818573229564,194.85291876720078,-1322.723534018438,104.97021346462688
corrected_eligibility_and_off_books,equal_all_members,person,all_native,employer_payroll,55652,134686458.17077535,3304.18314065477,22.412199138583997,-183.56411751166434,12.74621974124422
corrected_eligibility_and_off_books,equal_all_members,person,all_native,sales_tax_share35,55652,134686458.17077535,996.5354850161478,8.228729958101283,-53.194390225845495,4.725236191485544
corrected_eligibility_and_off_books,equal_all_members,person,all_native,sales_tax_itep,55652,134686458.17077535,1732.4293767619838,10.060772842843692,-80.05156634884725,5.747195571790528
corrected_eligibility_and_off_books,equal_all_members,person,all_native,property_tax_owner,55652,134686458.17077535,1179.93847057842,12.274358538517577,-132.81737222165293,8.089025216544924
corrected_eligibility_and_off_books,equal_all_members,person,all_native,property_tax_owner_plus_renter,55652,134686458.17077535,1575.6918265267782,11.50759237694583,-41.32936175726104,7.63040479444841
corrected_eligibility_and_off_books,equal_all_members,person,all_native,children_5_17,55652,134686458.17077535,0.12074618475835265,0.001224860409028728,0.001464702389953429,0.0008062420879134301
corrected_eligibility_and_off_books,equal_all_members,person,all_native,k12_cost_at_full_attendance,55652,134686458.17077535,2105.0561506345584,23.668712563745647,47.57086731930531,15.896298365978554
corrected_eligibility_and_off_books,equal_all_members,person,all_native,k12_charged_acs_native,55652,134686458.17077535,1689.7312015476298,18.99890513959328,38.18519461814935,12.759978554494964
corrected_eligibility_and_off_books,equal_all_members,person,all_native,k12_charged_differential,55652,134686458.17077535,1689.7312015476298,18.99890513959328,38.18519461814935,12.759978554494964
corrected_eligibility_and_off_books,equal_all_members,person,all_native,extended_balance_base,55652,134686458.17077535,14246.744467931267,231.0603790032053,-1730.4846085957506,122.8254226657927
corrected_eligibility_and_off_books,equal_all_members,person,all_native,extended_balance_pupil_differential,55652,134686458.17077535,14246.744467931267,231.0603790032053,-1730.4846085957506,122.8254226657927
corrected_eligibility_and_off_books,equal_all_members,person,all_second_gen,modeled_tax_total,6871,16869387.509126462,13562.126939295715,338.8372635277779,-815.0400321447487,388.62202283187185
corrected_eligibility_and_off_books,equal_all_members,person,all_second_gen,selected_cash_total,6871,16869387.509126462,1823.0995309821437,73.07718045609951,-630.212400147373,86.23234080500295
corrected_eligibility_and_off_books,equal_all_members,person,all_second_gen,selected_noncash_total,6871,16869387.509126462,166.31041192832,7.003073334019772,20.99747886537594,8.049252547411351
corrected_eligibility_and_off_books,equal_all_members,person,all_second_gen,cash_noncash_tax_balance,6871,16869387.509126462,11572.71699638526,348.0322615343848,-205.8251108627428,402.9357644981638
corrected_eligibility_and_off_books,equal_all_members,person,all_second_gen,employer_payroll,6871,16869387.509126462,3476.954600584047,49.03408128314525,-10.792657582387164,52.03013149880417
corrected_eligibility_and_off_books,equal_all_members,person,all_second_gen,sales_tax_share35,6871,16869387.509126462,1042.7094323874458,16.308187993350316,-7.020442854547582,18.39080808867129
corrected_eligibility_and_off_books,equal_all_members,person,all_second_gen,sales_tax_itep,6871,16869387.509126462,1703.1725199143411,20.255301893700498,-109.30842319648991,21.90976916622207
corrected_eligibility_and_off_books,equal_all_members,person,all_second_gen,property_tax_owner,6871,16869387.509126462,1313.2307582569283,31.77106809925811,0.4749154568553422,34.65850442897128
corrected_eligibility_and_off_books,equal_all_members,person,all_second_gen,property_tax_owner_plus_renter,6871,16869387.509126462,1803.4546465941714,29.769442548487188,186.4334583101322,32.340720460614406
corrected_eligibility_and_off_books,equal_all_members,person,all_second_gen,children_5_17,6871,16869387.509126462,0.12116689115214893,0.002765038674733957,0.001885408783749709,0.0030611634333445373
corrected_eligibility_and_off_books,equal_all_members,person,all_second_gen,k12_cost_at_full_attendance,6871,16869387.509126462,2311.569132417561,57.95505959719848,254.0838491023078,64.12912576304916
corrected_eligibility_and_off_books,equal_all_members,person,all_second_gen,k12_charged_acs_native,6871,16869387.509126462,1855.49942998096,46.52059873054627,203.9534230514796,51.47652935392306
corrected_eligibility_and_off_books,equal_all_members,person,all_second_gen,k12_charged_differential,6871,16869387.509126462,1855.49942998096,46.52059873054627,203.9534230514796,51.47652935392306
corrected_eligibility_and_off_books,equal_all_members,person,all_second_gen,extended_balance_base,6871,16869387.509126462,15550.11235763272,426.21306826841294,-427.11671889429635,477.6174811285262
corrected_eligibility_and_off_books,equal_all_members,person,all_second_gen,extended_balance_pupil_differential,6871,16869387.509126462,15550.11235763272,426.21306826841294,-427.11671889429635,477.6174811285262
corrected_eligibility_and_off_books,equal_all_members,person,mexican_second_gen,modeled_tax_total,2452,5614636.31290289,7337.653569767603,267.4150801584285,-7039.513401672861,329.16292436094574
corrected_eligibility_and_off_books,equal_all_members,person,mexican_second_gen,selected_cash_total,2452,5614636.31290289,1458.6709268421494,102.35643980913785,-994.6410042873674,118.64224453248828
corrected_eligibility_and_off_books,equal_all_members,person,mexican_second_gen,selected_noncash_total,2452,5614636.31290289,238.9671076759689,13.955316545956872,93.65417461302482,15.0517411608173
corrected_eligibility_and_off_books,equal_all_members,person,mexican_second_gen,cash_noncash_tax_balance,2452,5614636.31290289,5640.015535249504,277.3110089042173,-6138.526571998498,351.96445653795433
corrected_eligibility_and_off_books,equal_all_members,person,mexican_second_gen,employer_payroll,2452,5614636.31290289,2512.7205039025303,51.71425292619812,-975.026754263904,55.062256260440265
corrected_eligibility_and_off_books,equal_all_members,person,mexican_second_gen,sales_tax_share35,2452,5614636.31290289,784.0844215559681,16.48030094295693,-265.64545368602523,17.780003095471386
corrected_eligibility_and_off_books,equal_all_members,person,mexican_second_gen,sales_tax_itep,2452,5614636.31290289,1286.7224107138338,22.166077750853574,-525.7585323969972,23.29663728808924
corrected_eligibility_and_off_books,equal_all_members,person,mexican_second_gen,property_tax_owner,2452,5614636.31290289,764.7769939250528,28.942479418444375,-547.9788488750202,32.75441720613197
corrected_eligibility_and_off_books,equal_all_members,person,mexican_second_gen,property_tax_owner_plus_renter,2452,5614636.31290289,1231.9310498968878,26.98224476765489,-385.09013838715146,29.902957424235407
corrected_eligibility_and_off_books,equal_all_members,person,mexican_second_gen,children_5_17,2452,5614636.31290289,0.1490611957996422,0.005718239057646006,0.02977971343124297,0.005931005746682133
corrected_eligibility_and_off_books,equal_all_members,person,mexican_second_gen,k12_cost_at_full_attendance,2452,5614636.31290289,2631.073964437289,107.0749901254713,573.5886811220357,112.33340461396595
corrected_eligibility_and_off_books,equal_all_members,person,mexican_second_gen,k12_charged_acs_native,2452,5614636.31290289,2111.9663577378396,85.94922832147415,460.4203508083592,90.17016419969345
corrected_eligibility_and_off_books,equal_all_members,person,mexican_second_gen,k12_charged_differential,2452,5614636.31290289,2380.561859669816,96.8800729521622,729.0158527403355,100.7743570740232
corrected_eligibility_and_off_books,equal_all_members,person,mexican_second_gen,extended_balance_base,2452,5614636.31290289,7589.631096895177,373.1013366709345,-8387.59797963184,441.50238692723565
corrected_eligibility_and_off_books,equal_all_members,person,mexican_second_gen,extended_balance_pupil_differential,2452,5614636.31290289,7321.0355949632,378.23180742492303,-8656.193481563816,445.35445097177467
corrected_eligibility_and_off_books,equal_all_members,person,mexican_third_plus_selfid,modeled_tax_total,2477,5526182.2353818305,9147.131111495775,440.2910736345616,-5230.035859944688,437.5744914490552
corrected_eligibility_and_off_books,equal_all_members,person,mexican_third_plus_selfid,selected_cash_total,2477,5526182.2353818305,2048.8722260050404,134.0807818561626,-404.4397051244764,145.86193829363012
corrected_eligibility_and_off_books,equal_all_members,person,mexican_third_plus_selfid,selected_noncash_total,2477,5526182.2353818305,231.28958999396977,16.48881046163491,85.9766569310257,16.931360531593523
corrected_eligibility_and_off_books,equal_all_members,person,mexican_third_plus_selfid,cash_noncash_tax_balance,2477,5526182.2353818305,6866.969295496767,468.4050039016291,-4911.572811751235,456.30503412763625
corrected_eligibility_and_off_books,equal_all_members,person,mexican_third_plus_selfid,employer_payroll,2477,5526182.2353818305,2850.720293255796,61.681624929042385,-637.0269649106381,63.29746824790386
corrected_eligibility_and_off_books,equal_all_members,person,mexican_third_plus_selfid,sales_tax_share35,2477,5526182.2353818305,892.8517783606513,21.987856317213133,-156.878096881342,21.948209635520193
corrected_eligibility_and_off_books,equal_all_members,person,mexican_third_plus_selfid,sales_tax_itep,2477,5526182.2353818305,1478.1960921060502,25.60044937495229,-334.2848510047809,26.07324795390136
corrected_eligibility_and_off_books,equal_all_members,person,mexican_third_plus_selfid,property_tax_owner,2477,5526182.2353818305,808.0315038345815,28.072452117513915,-504.7243389654915,31.03621606304682
corrected_eligibility_and_off_books,equal_all_members,person,mexican_third_plus_selfid,property_tax_owner_plus_renter,2477,5526182.2353818305,1285.3055234690516,28.123435368548247,-331.7156648149876,31.90862991141377
corrected_eligibility_and_off_books,equal_all_members,person,mexican_third_plus_selfid,children_5_17,2477,5526182.2353818305,0.1325820680570383,0.005306715961858852,0.013300585688639066,0.005132815683058365
corrected_eligibility_and_off_books,equal_all_members,person,mexican_third_plus_selfid,k12_cost_at_full_attendance,2477,5526182.2353818305,2137.017975001028,85.39383414760694,79.53269168577481,85.13582538576657
corrected_eligibility_and_off_books,equal_all_members,person,mexican_third_plus_selfid,k12_charged_acs_native,2477,5526182.2353818305,1715.3869978902255,68.54573733603192,63.8409909607451,68.33863338062298
corrected_eligibility_and_off_books,equal_all_members,person,mexican_third_plus_selfid,k12_charged_differential,2477,5526182.2353818305,1933.5463591972032,77.26324207166101,282.00035226772275,76.61230379922469
corrected_eligibility_and_off_books,equal_all_members,person,mexican_third_plus_selfid,extended_balance_base,2477,5526182.2353818305,9703.18587305756,560.7392098107839,-6274.043203469457,545.8490958081438
corrected_eligibility_and_off_books,equal_all_members,person,mexican_third_plus_selfid,extended_balance_pupil_differential,2477,5526182.2353818305,9485.026511750582,563.4619189978171,-6492.202564776435,548.0026568055498
corrected_eligibility_and_off_books,equal_all_members,person,mexico_born,modeled_tax_total,4318,9446562.93512691,3985.340391370548,169.51708770296966,-10391.826580069916,294.93370323034287
corrected_eligibility_and_off_books,equal_all_members,person,mexico_born,selected_cash_total,4318,9446562.93512691,848.067215044724,62.625393197394594,-1605.2447160847928,84.51402730640932
corrected_eligibility_and_off_books,equal_all_members,person,mexico_born,selected_noncash_total,4318,9446562.93512691,208.52849083272065,8.567144465876298,63.21555776977658,9.378372885815127
corrected_eligibility_and_off_books,equal_all_members,person,mexico_born,cash_noncash_tax_balance,4318,9446562.93512691,2928.7446854931104,180.28677299929532,-8849.79742175489,309.5717191149384
corrected_eligibility_and_off_books,equal_all_members,person,mexico_born,employer_payroll,4318,9446562.93512691,1519.1003622833148,33.7183809774598,-1968.6468958831194,42.60544865392728
corrected_eligibility_and_off_books,equal_all_members,person,mexico_born,sales_tax_share35,4318,9446562.93512691,592.4151570181131,11.616521144634048,-457.3147182238803,15.443679998466179
corrected_eligibility_and_off_books,equal_all_members,person,mexico_born,sales_tax_itep,4318,9446562.93512691,1083.8418402414427,15.513149902697124,-728.6391028693884,19.302431680856213
