table,group,metric,standardisation,estimate,se,n_unweighted,weighted,flag_small_cell
disabled_adults25_64,all_foreign_born,any_disability_income_given_disabled,crude,0.24616305495461963,0.019689007333413822,602,1502655.82776177,False
disabled_adults25_64,all_foreign_born,ssdi_given_disabled,crude,0.1345557580148454,0.01692086718258211,602,1502655.82776177,False
disabled_adults25_64,all_foreign_born,ssi_given_disabled,crude,0.10848629337104904,0.016648970383170522,602,1502655.82776177,False
disabled_adults25_64,all_foreign_born,all_disability_dollars_per_disabled_adult,crude,4393.191849276041,458.3332419824534,602,1502655.82776177,False
adults25_64,all_second_gen,prdisflg_any,crude,0.06899942558843242,0.0036790280550195002,6871,16869387.50912646,False
adults25_64,all_second_gen,prdisflg_any,age_std_to_third_plus_nh_white,0.08198691398077572,0.0045869619442463596,6871,16869387.50912646,False
adults25_64,all_second_gen,pedisear,crude,0.010257991762165108,0.001305619035347632,6871,16869387.50912646,False
adults25_64,all_second_gen,pedisear,age_std_to_third_plus_nh_white,0.013435445069570767,0.0018519966888673072,6871,16869387.50912646,False
adults25_64,all_second_gen,pediseye,crude,0.010385617722327283,0.0014795996107487559,6871,16869387.50912646,False
adults25_64,all_second_gen,pediseye,age_std_to_third_plus_nh_white,0.011508451978023231,0.0017884244988706712,6871,16869387.50912646,False
adults25_64,all_second_gen,pedisrem,crude,0.033598918331720753,0.002764075485036689,6871,16869387.50912646,False
adults25_64,all_second_gen,pedisrem,age_std_to_third_plus_nh_white,0.03468460710516324,0.003438898446603181,6871,16869387.50912646,False
adults25_64,all_second_gen,pedisphy,crude,0.02614932997897105,0.002053135158288604,6871,16869387.50912646,False
adults25_64,all_second_gen,pedisphy,age_std_to_third_plus_nh_white,0.03709414910504506,0.0029892315290140897,6871,16869387.50912646,False
adults25_64,all_second_gen,pedisdrs,crude,0.00979891282531514,0.001497568376989107,6871,16869387.50912646,False
adults25_64,all_second_gen,pedisdrs,age_std_to_third_plus_nh_white,0.011485235404350891,0.00184098038905686,6871,16869387.50912646,False
adults25_64,all_second_gen,pedisout,crude,0.025459164424970877,0.0025828711252447512,6871,16869387.50912646,False
adults25_64,all_second_gen,pedisout,age_std_to_third_plus_nh_white,0.029464612535857825,0.003045083483638747,6871,16869387.50912646,False
adults25_64,all_second_gen,dis_hp_prevents_work,crude,0.0740568591169089,0.0038664424073751188,6871,16869387.50912646,False
adults25_64,all_second_gen,dis_hp_prevents_work,age_std_to_third_plus_nh_white,0.08851737136452231,0.004598978846081917,6871,16869387.50912646,False
adults25_64,all_second_gen,ssdi_receipt,crude,0.01757255160527465,0.0020494329102096007,6871,16869387.50912646,False
adults25_64,all_second_gen,ssdi_receipt,age_std_to_third_plus_nh_white,0.025009830676220635,0.0029777603864471042,6871,16869387.50912646,False
adults25_64,all_second_gen,ssi_receipt,crude,0.019213991518481306,0.0023825905125574457,6871,16869387.50912646,False
adults25_64,all_second_gen,ssi_receipt,age_std_to_third_plus_nh_white,0.02484849545357814,0.0033346969111549495,6871,16869387.50912646,False
adults25_64,all_second_gen,other_disability_income_receipt,crude,0.015392738145993698,0.0018010028399005544,6871,16869387.50912646,False
adults25_64,all_second_gen,other_disability_income_receipt,age_std_to_third_plus_nh_white,0.01747164111340225,0.002188211172288501,6871,16869387.50912646,False
adults25_64,all_second_gen,any_disability_income_receipt,crude,0.04497795760551776,0.003128057857701984,6871,16869387.50912646,False
adults25_64,all_second_gen,any_disability_income_receipt,age_std_to_third_plus_nh_white,0.05761460520563125,0.00407651598011019,6871,16869387.50912646,False
adults25_64,all_second_gen,ssdi_dollars_per_adult,crude,301.488790389962,38.88847003064669,6871,16869387.50912646,False
adults25_64,all_second_gen,ssdi_dollars_per_adult,age_std_to_third_plus_nh_white,457.56786643088464,63.83460404405284,6871,16869387.50912646,False
adults25_64,all_second_gen,ssi_dollars_per_adult,crude,220.27141892312903,30.85381026318536,6871,16869387.50912646,False
adults25_64,all_second_gen,ssi_dollars_per_adult,age_std_to_third_plus_nh_white,296.5459986229892,46.756794834317645,6871,16869387.50912646,False
adults25_64,all_second_gen,other_disability_dollars_per_adult,crude,245.0234908547389,46.52006686818191,6871,16869387.50912646,False
adults25_64,all_second_gen,other_disability_dollars_per_adult,age_std_to_third_plus_nh_white,301.5909386086404,53.60123274041504,6871,16869387.50912646,False
adults25_64,all_second_gen,all_disability_dollars_per_adult,crude,766.7837001678303,66.41808184939408,6871,16869387.50912646,False
adults25_64,all_second_gen,all_disability_dollars_per_adult,age_std_to_third_plus_nh_white,1055.7048036625142,91.82612197612848,6871,16869387.50912646,False
disabled_adults25_64,all_second_gen,any_disability_income_given_disabled,crude,0.32266755521143564,0.02635169417484725,453,1163978.0481584,False
disabled_adults25_64,all_second_gen,ssdi_given_disabled,crude,0.13948272068893505,0.02007974832648233,453,1163978.0481584,False
disabled_adults25_64,all_second_gen,ssi_given_disabled,crude,0.15973202509959905,0.021881951857234194,453,1163978.0481584,False
disabled_adults25_64,all_second_gen,all_disability_dollars_per_disabled_adult,crude,5554.792681400456,549.235765792724,453,1163978.0481584,False
adults25_64,all_third_plus,prdisflg_any,crude,0.10371725540822889,0.002065140010521114,48781,117817070.6616489,False
adults25_64,all_third_plus,prdisflg_any,age_std_to_third_plus_nh_white,0.10532175642409398,0.002087444879688397,48781,117817070.6616489,False
adults25_64,all_third_plus,pedisear,crude,0.020290647929386948,0.0008447341038002945,48781,117817070.6616489,False
adults25_64,all_third_plus,pedisear,age_std_to_third_plus_nh_white,0.02078159731984864,0.0008648496469164154,48781,117817070.6616489,False
adults25_64,all_third_plus,pediseye,crude,0.015617062934626115,0.0007257520437436934,48781,117817070.6616489,False
adults25_64,all_third_plus,pediseye,age_std_to_third_plus_nh_white,0.015888513856539152,0.0007314002019829449,48781,117817070.6616489,False
adults25_64,all_third_plus,pedisrem,crude,0.046262594496756036,0.001415705771548467,48781,117817070.6616489,False
adults25_64,all_third_plus,pedisrem,age_std_to_third_plus_nh_white,0.04636688303463138,0.0014194720958600258,48781,117817070.6616489,False
adults25_64,all_third_plus,pedisphy,crude,0.04895027196139628,0.0013322786641025944,48781,117817070.6616489,False
adults25_64,all_third_plus,pedisphy,age_std_to_third_plus_nh_white,0.05043987543295043,0.0013659693132554375,48781,117817070.6616489,False
adults25_64,all_third_plus,pedisdrs,crude,0.01681258933949177,0.000748740848412877,48781,117817070.6616489,False
adults25_64,all_third_plus,pedisdrs,age_std_to_third_plus_nh_white,0.0171751591270465,0.0007690770057261821,48781,117817070.6616489,False
adults25_64,all_third_plus,pedisout,crude,0.035837631692685036,0.001165800545086583,48781,117817070.6616489,False
adults25_64,all_third_plus,pedisout,age_std_to_third_plus_nh_white,0.03635236104181973,0.0011795562129490187,48781,117817070.6616489,False
adults25_64,all_third_plus,dis_hp_prevents_work,crude,0.10479485617293516,0.0018287286815188268,48781,117817070.6616489,False
adults25_64,all_third_plus,dis_hp_prevents_work,age_std_to_third_plus_nh_white,0.10679575996710977,0.0018723727697055191,48781,117817070.6616489,False
adults25_64,all_third_plus,ssdi_receipt,crude,0.03519292915225743,0.0011595646286348578,48781,117817070.6616489,False
adults25_64,all_third_plus,ssdi_receipt,age_std_to_third_plus_nh_white,0.03628600974780235,0.0011902962831598118,48781,117817070.6616489,False
adults25_64,all_third_plus,ssi_receipt,crude,0.026162910412295817,0.0009651502134180992,48781,117817070.6616489,False
adults25_64,all_third_plus,ssi_receipt,age_std_to_third_plus_nh_white,0.026623312815864608,0.000982157489464899,48781,117817070.6616489,False
adults25_64,all_third_plus,other_disability_income_receipt,crude,0.01484010040787002,0.0007003732205124976,48781,117817070.6616489,False
adults25_64,all_third_plus,other_disability_income_receipt,age_std_to_third_plus_nh_white,0.015132880379344288,0.0007144407009271427,48781,117817070.6616489,False
adults25_64,all_third_plus,any_disability_income_receipt,crude,0.06612292491823281,0.0015059024703088222,48781,117817070.6616489,False
adults25_64,all_third_plus,any_disability_income_receipt,age_std_to_third_plus_nh_white,0.06771243637690806,0.0015453472529886375,48781,117817070.6616489,False
adults25_64,all_third_plus,ssdi_dollars_per_adult,crude,608.1201915848201,21.939194305514103,48781,117817070.6616489,False
adults25_64,all_third_plus,ssdi_dollars_per_adult,age_std_to_third_plus_nh_white,629.1613997845974,22.542699920998135,48781,117817070.6616489,False
adults25_64,all_third_plus,ssi_dollars_per_adult,crude,294.812100985002,12.380841594353491,48781,117817070.6616489,False
adults25_64,all_third_plus,ssi_dollars_per_adult,age_std_to_third_plus_nh_white,300.86194211067544,12.674158697451652,48781,117817070.6616489,False
adults25_64,all_third_plus,other_disability_dollars_per_adult,crude,229.94041919890813,15.86168144035365,48781,117817070.6616489,False
adults25_64,all_third_plus,other_disability_dollars_per_adult,age_std_to_third_plus_nh_white,234.0646193016967,15.9357776652886,48781,117817070.6616489,False
adults25_64,all_third_plus,all_disability_dollars_per_adult,crude,1132.8727117687313,31.649077166802417,48781,117817070.6616489,False
adults25_64,all_third_plus,all_disability_dollars_per_adult,age_std_to_third_plus_nh_white,1164.0879611969701,32.56346944459168,48781,117817070.6616489,False
disabled_adults25_64,all_third_plus,any_disability_income_given_disabled,crude,0.35358390351470315,0.008288810384262588,4877,12219663.2092635,False
disabled_adults25_64,all_third_plus,ssdi_given_disabled,crude,0.2027764708155837,0.007359353125629949,4877,12219663.2092635,False
disabled_adults25_64,all_third_plus,ssi_given_disabled,crude,0.1512524557303998,0.0063993169447063595,4877,12219663.2092635,False
disabled_adults25_64,all_third_plus,all_disability_dollars_per_disabled_adult,crude,6283.720225199483,198.3071074255326,4877,12219663.2092635,False
