cut,group,n_group,outcome_id,outcome,variable,estimate,jrr_se,n_base,small_cell_flag,replicates_used
origin,Foreign born: Sub-Saharan Africa,80,edu_ba_plus,Four-year college degree or more,educrec,27.01,7.21,79,,100
origin,Foreign born: Sub-Saharan Africa,80,edu_postgrad,Postgraduate or professional schooling,educrec,3.89,1.47,79,,100
origin,Foreign born: Sub-Saharan Africa,80,citizen_yes_of_foreign_born,U.S. citizen (item asked of the foreign born only),citizen,71.07,10.72,79,,100
origin,Foreign born: Sub-Saharan Africa,80,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,71.07,10.72,79,,100
origin,Foreign born: Sub-Saharan Africa,80,party_republican,Identifies as Republican,party,1.87,1.08,78,,100
origin,Foreign born: Sub-Saharan Africa,80,party_democrat,Identifies as Democrat,party,51.76,11.09,78,,100
origin,Foreign born: Sub-Saharan Africa,80,party_independent,Identifies as independent,party,38.12,8.46,78,,100
origin,Foreign born: Sub-Saharan Africa,80,party_rep_or_lean,Republican or leans Republican,party+partyln,14.78,9.3,78,,100
origin,Foreign born: Sub-Saharan Africa,80,party_dem_or_lean,Democrat or leans Democratic,party+partyln,77.73,9.32,78,,100
origin,Foreign born: Sub-Saharan Africa,80,fert_none,No children ever born,fertREC,25.85,6.26,78,,100
origin,Foreign born: Sub-Saharan Africa,80,fert_3plus,Three or more children ever born,fertREC,58.02,10.52,78,,100
origin,Foreign born: Sub-Saharan Africa,80,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,2.16,0.25,78,,100
origin,Foreign born: Sub-Saharan Africa,80,satisfied_country,Satisfied with the way things are going in the country,qa2,17.84,5.72,74,,100
origin,Foreign born: Sub-Saharan Africa,80,homeowner,Owns their home,qa6,38.63,10.04,80,,100
origin,Foreign born: Sub-Saharan Africa,80,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,9.0,4.26,80,,100
origin,Foreign born: Sub-Saharan Africa,80,civilians_rarely_never,Killing civilians rarely or never justified,qf3,90.63,4.29,80,,100
origin,Foreign born: Sub-Saharan Africa,80,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,0.37,0.38,80,,100
origin,Foreign born: Sub-Saharan Africa,80,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,34.47,8.7,80,,100
origin,Foreign born: Sub-Saharan Africa,80,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,83.79,7.55,79,,100
origin,Foreign born: Sub-Saharan Africa,80,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,65.52,8.71,79,,100
origin,Foreign born: Sub-Saharan Africa,80,exp_suspicion,Past year: people acted suspicious of them,qd1a,39.8,11.08,79,,100
origin,Foreign born: Sub-Saharan Africa,80,exp_offensive_names,Past year: called offensive names,qd1c,8.51,4.32,80,,100
origin,Foreign born: Sub-Saharan Africa,80,exp_threatened,Past year: physically threatened or attacked,qd1f,0.54,0.55,80,,100
origin,Foreign born: Sub-Saharan Africa,80,proud_american,Completely or mostly agree: proud to be an American,qc17b,99.53,0.35,78,,100
origin,Foreign born: Sub-Saharan Africa,80,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,93.17,5.25,80,,100
origin,Foreign born: Sub-Saharan Africa,80,lot_in_common,A lot in common with most Americans,qc13,66.37,9.84,79,,100
origin,Foreign born: Sub-Saharan Africa,80,employed_full_time,Employed full time,employ,54.18,10.09,78,,100
origin,Foreign born: Sub-Saharan Africa,80,employed_part_time,Employed part time,employ,8.54,4.2,78,,100
origin,Foreign born: Sub-Saharan Africa,80,not_employed,Not employed,employ,37.28,10.04,78,,100
origin,Foreign born: Sub-Saharan Africa,80,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,77.23,8.19,18,n<50,100
origin,Foreign born: Other/Undetermined,1,age_18_29,Aged 18-29,agerec,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,age_30_49,Aged 30-49,agerec,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,age_50_plus,Aged 50 or older,agerec,100.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,female,Female,sex,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,race_black,"Black, non-Hispanic",racethn,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,income_lt_30k,"Family income under $30,000",income,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,income_30_75k,"Family income $30,000-$75,000",income,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,income_75_100k,"Family income $75,000-$100,000",income,100.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,income_ge_100k,"Family income $100,000 or more",income,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,income_refused,Income not reported (of all respondents),income,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,edu_lt_hs,Did not finish high school,educrec,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,edu_hs,High school graduate,educrec,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,edu_some_college,Some college or associate degree,educrec,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,edu_ba_plus,Four-year college degree or more,educrec,100.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,edu_postgrad,Postgraduate or professional schooling,educrec,100.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,citizen_yes_of_foreign_born,U.S. citizen (item asked of the foreign born only),citizen,100.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,100.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,party_republican,Identifies as Republican,party,100.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,party_democrat,Identifies as Democrat,party,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,party_independent,Identifies as independent,party,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,party_rep_or_lean,Republican or leans Republican,party+partyln,100.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,party_dem_or_lean,Democrat or leans Democratic,party+partyln,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,fert_none,No children ever born,fertREC,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,fert_3plus,Three or more children ever born,fertREC,100.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,3.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,satisfied_country,Satisfied with the way things are going in the country,qa2,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,homeowner,Owns their home,qa6,100.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,civilians_rarely_never,Killing civilians rarely or never justified,qf3,100.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,100.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,100.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,exp_suspicion,Past year: people acted suspicious of them,qd1a,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,exp_offensive_names,Past year: called offensive names,qd1c,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,exp_threatened,Past year: physically threatened or attacked,qd1f,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,proud_american,Completely or mostly agree: proud to be an American,qc17b,100.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,lot_in_common,A lot in common with most Americans,qc13,100.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,employed_full_time,Employed full time,employ,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,employed_part_time,Employed part time,employ,0.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,not_employed,Not employed,employ,100.0,0.0,1,n<50,99
origin,Foreign born: Other/Undetermined,1,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,100.0,0.0,1,n<50,99
origin,U.S. born: both parents U.S. born,166,age_18_29,Aged 18-29,agerec,25.11,4.27,165,,100
origin,U.S. born: both parents U.S. born,166,age_30_49,Aged 30-49,agerec,53.31,7.02,165,,100
origin,U.S. born: both parents U.S. born,166,age_50_plus,Aged 50 or older,agerec,21.59,5.55,165,,100
origin,U.S. born: both parents U.S. born,166,female,Female,sex,50.44,6.98,166,,100
origin,U.S. born: both parents U.S. born,166,race_black,"Black, non-Hispanic",racethn,51.75,9.78,164,,100
origin,U.S. born: both parents U.S. born,166,income_lt_30k,"Family income under $30,000",income,56.37,7.5,153,,100
origin,U.S. born: both parents U.S. born,166,income_30_75k,"Family income $30,000-$75,000",income,23.42,5.49,153,,100
origin,U.S. born: both parents U.S. born,166,income_75_100k,"Family income $75,000-$100,000",income,3.51,2.16,153,,100
origin,U.S. born: both parents U.S. born,166,income_ge_100k,"Family income $100,000 or more",income,16.71,4.46,153,,100
origin,U.S. born: both parents U.S. born,166,income_refused,Income not reported (of all respondents),income,7.63,2.66,166,,100
origin,U.S. born: both parents U.S. born,166,edu_lt_hs,Did not finish high school,educrec,3.53,1.54,166,,100
origin,U.S. born: both parents U.S. born,166,edu_hs,High school graduate,educrec,46.64,6.08,166,,100
origin,U.S. born: both parents U.S. born,166,edu_some_college,Some college or associate degree,educrec,36.06,6.95,166,,100
origin,U.S. born: both parents U.S. born,166,edu_ba_plus,Four-year college degree or more,educrec,13.77,2.38,166,,100
origin,U.S. born: both parents U.S. born,166,edu_postgrad,Postgraduate or professional schooling,educrec,3.65,0.89,166,,100
origin,U.S. born: both parents U.S. born,166,citizen_yes_of_foreign_born,U.S. citizen (item asked of the foreign born only),citizen,,,0,n<50,0
origin,U.S. born: both parents U.S. born,166,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,100.0,0.0,166,,100
origin,U.S. born: both parents U.S. born,166,party_republican,Identifies as Republican,party,5.3,2.84,164,,100
origin,U.S. born: both parents U.S. born,166,party_democrat,Identifies as Democrat,party,41.81,7.55,164,,100
origin,U.S. born: both parents U.S. born,166,party_independent,Identifies as independent,party,39.38,4.56,164,,100
origin,U.S. born: both parents U.S. born,166,party_rep_or_lean,Republican or leans Republican,party+partyln,16.85,5.29,164,,100
origin,U.S. born: both parents U.S. born,166,party_dem_or_lean,Democrat or leans Democratic,party+partyln,58.9,8.43,164,,100
origin,U.S. born: both parents U.S. born,166,fert_none,No children ever born,fertREC,21.14,2.84,162,,100
origin,U.S. born: both parents U.S. born,166,fert_3plus,Three or more children ever born,fertREC,29.66,4.72,162,,100
origin,U.S. born: both parents U.S. born,166,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,1.8,0.14,162,,100
origin,U.S. born: both parents U.S. born,166,satisfied_country,Satisfied with the way things are going in the country,qa2,23.18,10.11,158,,100
origin,U.S. born: both parents U.S. born,166,homeowner,Owns their home,qa6,18.07,3.48,166,,100
origin,U.S. born: both parents U.S. born,166,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,13.81,5.46,166,,100
origin,U.S. born: both parents U.S. born,166,civilians_rarely_never,Killing civilians rarely or never justified,qf3,86.04,5.47,166,,100
origin,U.S. born: both parents U.S. born,166,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,0.15,0.15,166,,100
origin,U.S. born: both parents U.S. born,166,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,48.36,8.55,166,,100
origin,U.S. born: both parents U.S. born,166,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,92.45,3.09,166,,100
origin,U.S. born: both parents U.S. born,166,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,59.74,10.41,164,,100
origin,U.S. born: both parents U.S. born,166,exp_suspicion,Past year: people acted suspicious of them,qd1a,58.09,4.14,163,,100
origin,U.S. born: both parents U.S. born,166,exp_offensive_names,Past year: called offensive names,qd1c,23.83,6.01,166,,100
origin,U.S. born: both parents U.S. born,166,exp_threatened,Past year: physically threatened or attacked,qd1f,9.9,4.9,166,,100
origin,U.S. born: both parents U.S. born,166,proud_american,Completely or mostly agree: proud to be an American,qc17b,86.82,2.92,166,,100
origin,U.S. born: both parents U.S. born,166,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,91.23,2.52,165,,100
origin,U.S. born: both parents U.S. born,166,lot_in_common,A lot in common with most Americans,qc13,64.52,5.33,165,,100
origin,U.S. born: both parents U.S. born,166,employed_full_time,Employed full time,employ,43.29,5.91,164,,100
origin,U.S. born: both parents U.S. born,166,employed_part_time,Employed part time,employ,18.74,3.25,164,,100
origin,U.S. born: both parents U.S. born,166,not_employed,Not employed,employ,37.97,5.37,164,,100
origin,U.S. born: both parents U.S. born,166,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,65.06,8.22,64,,100
origin,U.S. born: at least one foreign-born parent,181,age_18_29,Aged 18-29,agerec,68.56,6.74,180,,100
origin,U.S. born: at least one foreign-born parent,181,age_30_49,Aged 30-49,agerec,26.75,6.76,180,,100
origin,U.S. born: at least one foreign-born parent,181,age_50_plus,Aged 50 or older,agerec,4.69,2.63,180,,100
origin,U.S. born: at least one foreign-born parent,181,female,Female,sex,57.97,8.04,181,,100
origin,U.S. born: at least one foreign-born parent,181,race_black,"Black, non-Hispanic",racethn,7.39,2.95,175,,100
origin,U.S. born: at least one foreign-born parent,181,income_lt_30k,"Family income under $30,000",income,29.23,5.89,154,,100
origin,U.S. born: at least one foreign-born parent,181,income_30_75k,"Family income $30,000-$75,000",income,32.75,8.42,154,,100
origin,U.S. born: at least one foreign-born parent,181,income_75_100k,"Family income $75,000-$100,000",income,17.78,5.68,154,,100
origin,U.S. born: at least one foreign-born parent,181,income_ge_100k,"Family income $100,000 or more",income,20.25,4.77,154,,100
origin,U.S. born: at least one foreign-born parent,181,income_refused,Income not reported (of all respondents),income,16.57,5.81,181,,100
origin,U.S. born: at least one foreign-born parent,181,edu_lt_hs,Did not finish high school,educrec,11.79,5.23,180,,100
origin,U.S. born: at least one foreign-born parent,181,edu_hs,High school graduate,educrec,22.91,5.42,180,,100
origin,U.S. born: at least one foreign-born parent,181,edu_some_college,Some college or associate degree,educrec,37.07,7.8,180,,100
origin,U.S. born: at least one foreign-born parent,181,edu_ba_plus,Four-year college degree or more,educrec,28.23,6.43,180,,100
origin,U.S. born: at least one foreign-born parent,181,edu_postgrad,Postgraduate or professional schooling,educrec,9.65,3.07,180,,100
origin,U.S. born: at least one foreign-born parent,181,citizen_yes_of_foreign_born,U.S. citizen (item asked of the foreign born only),citizen,,,0,n<50,0
origin,U.S. born: at least one foreign-born parent,181,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,100.0,0.0,181,,100
origin,U.S. born: at least one foreign-born parent,181,party_republican,Identifies as Republican,party,7.11,3.4,177,,100
origin,U.S. born: at least one foreign-born parent,181,party_democrat,Identifies as Democrat,party,45.28,5.19,177,,100
origin,U.S. born: at least one foreign-born parent,181,party_independent,Identifies as independent,party,41.92,4.49,177,,100
origin,U.S. born: at least one foreign-born parent,181,party_rep_or_lean,Republican or leans Republican,party+partyln,12.28,4.76,177,,100
origin,U.S. born: at least one foreign-born parent,181,party_dem_or_lean,Democrat or leans Democratic,party+partyln,79.99,4.77,177,,100
origin,U.S. born: at least one foreign-born parent,181,fert_none,No children ever born,fertREC,79.48,4.8,175,,100
origin,U.S. born: at least one foreign-born parent,181,fert_3plus,Three or more children ever born,fertREC,5.45,1.47,175,,100
origin,U.S. born: at least one foreign-born parent,181,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,0.41,0.09,175,,100
origin,U.S. born: at least one foreign-born parent,181,satisfied_country,Satisfied with the way things are going in the country,qa2,9.59,2.59,172,,100
origin,U.S. born: at least one foreign-born parent,181,homeowner,Owns their home,qa6,29.18,8.45,180,,100
origin,U.S. born: at least one foreign-born parent,181,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,4.9,4.62,181,,100
origin,U.S. born: at least one foreign-born parent,181,civilians_rarely_never,Killing civilians rarely or never justified,qf3,91.29,5.08,181,,100
origin,U.S. born: at least one foreign-born parent,181,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,3.81,2.14,181,,100
origin,U.S. born: at least one foreign-born parent,181,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,66.15,7.08,181,,100
origin,U.S. born: at least one foreign-born parent,181,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,89.75,3.38,181,,100
origin,U.S. born: at least one foreign-born parent,181,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,66.98,6.05,180,,100
origin,U.S. born: at least one foreign-born parent,181,exp_suspicion,Past year: people acted suspicious of them,qd1a,36.94,8.33,180,,100
origin,U.S. born: at least one foreign-born parent,181,exp_offensive_names,Past year: called offensive names,qd1c,25.92,4.4,181,,100
origin,U.S. born: at least one foreign-born parent,181,exp_threatened,Past year: physically threatened or attacked,qd1f,7.03,3.97,181,,100
origin,U.S. born: at least one foreign-born parent,181,proud_american,Completely or mostly agree: proud to be an American,qc17b,94.38,3.15,180,,100
origin,U.S. born: at least one foreign-born parent,181,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,80.77,3.75,178,,100
origin,U.S. born: at least one foreign-born parent,181,lot_in_common,A lot in common with most Americans,qc13,72.93,6.97,179,,100
origin,U.S. born: at least one foreign-born parent,181,employed_full_time,Employed full time,employ,36.54,5.98,179,,100
origin,U.S. born: at least one foreign-born parent,181,employed_part_time,Employed part time,employ,22.99,6.98,179,,100
origin,U.S. born: at least one foreign-born parent,181,not_employed,Not employed,employ,40.47,9.08,179,,100
origin,U.S. born: at least one foreign-born parent,181,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,48.43,16.34,66,,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,age_18_29,Aged 18-29,agerec,57.04,15.41,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,age_30_49,Aged 30-49,agerec,13.43,19.39,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,age_50_plus,Aged 50 or older,agerec,29.53,25.19,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,female,Female,sex,46.73,16.6,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,race_black,"Black, non-Hispanic",racethn,26.47,40.46,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,income_lt_30k,"Family income under $30,000",income,64.01,23.7,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,income_30_75k,"Family income $30,000-$75,000",income,4.91,7.25,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,income_75_100k,"Family income $75,000-$100,000",income,31.07,28.71,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,income_ge_100k,"Family income $100,000 or more",income,0.0,0.0,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,income_refused,Income not reported (of all respondents),income,0.0,0.0,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,edu_lt_hs,Did not finish high school,educrec,26.8,28.12,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,edu_hs,High school graduate,educrec,25.79,39.85,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,edu_some_college,Some college or associate degree,educrec,35.74,23.99,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,edu_ba_plus,Four-year college degree or more,educrec,11.66,17.27,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,edu_postgrad,Postgraduate or professional schooling,educrec,1.81,2.72,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,citizen_yes_of_foreign_born,U.S. citizen (item asked of the foreign born only),citizen,,,0,n<50,0
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,100.0,0.0,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,party_republican,Identifies as Republican,party,26.8,28.12,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,party_democrat,Identifies as Democrat,party,12.55,18.36,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,party_independent,Identifies as independent,party,60.65,17.06,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,party_rep_or_lean,Republican or leans Republican,party+partyln,31.52,23.19,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,party_dem_or_lean,Democrat or leans Democratic,party+partyln,66.01,20.84,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,fert_none,No children ever born,fertREC,60.65,20.75,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,fert_3plus,Three or more children ever born,fertREC,7.62,10.94,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,0.6,0.25,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,satisfied_country,Satisfied with the way things are going in the country,qa2,2.44,4.03,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,homeowner,Owns their home,qa6,15.9,22.38,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,0.0,0.0,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,civilians_rarely_never,Killing civilians rarely or never justified,qf3,100.0,0.0,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,0.0,0.0,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,74.21,39.85,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,70.05,24.75,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,17.47,24.39,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,exp_suspicion,Past year: people acted suspicious of them,qd1a,44.27,15.16,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,exp_offensive_names,Past year: called offensive names,qd1c,46.73,16.6,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,exp_threatened,Past year: physically threatened or attacked,qd1f,7.62,10.94,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,proud_american,Completely or mostly agree: proud to be an American,qc17b,70.74,30.7,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,76.94,37.47,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,lot_in_common,A lot in common with most Americans,qc13,85.85,20.36,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,employed_full_time,Employed full time,employ,71.8,26.59,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,employed_part_time,Employed part time,employ,1.14,1.88,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,not_employed,Not employed,employ,27.06,27.83,10,n<50,100
origin,"U.S. born, parent from: Americas (excluding U.S.)",10,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,0.95,99.05,2,n<50,100
origin,"U.S. born, parent from: South Asia",65,age_18_29,Aged 18-29,agerec,71.51,10.36,65,,100
origin,"U.S. born, parent from: South Asia",65,age_30_49,Aged 30-49,agerec,28.16,10.31,65,,100
origin,"U.S. born, parent from: South Asia",65,age_50_plus,Aged 50 or older,agerec,0.33,0.34,65,,100
origin,"U.S. born, parent from: South Asia",65,female,Female,sex,68.62,9.85,65,,100
origin,"U.S. born, parent from: South Asia",65,race_black,"Black, non-Hispanic",racethn,0.0,0.0,65,,100
origin,"U.S. born, parent from: South Asia",65,income_lt_30k,"Family income under $30,000",income,10.96,5.46,57,,100
origin,"U.S. born, parent from: South Asia",65,income_30_75k,"Family income $30,000-$75,000",income,45.25,17.65,57,,100
origin,"U.S. born, parent from: South Asia",65,income_75_100k,"Family income $75,000-$100,000",income,14.79,6.9,57,,100
origin,"U.S. born, parent from: South Asia",65,income_ge_100k,"Family income $100,000 or more",income,29.0,10.74,57,,100
origin,"U.S. born, parent from: South Asia",65,income_refused,Income not reported (of all respondents),income,13.43,8.41,65,,100
origin,"U.S. born, parent from: South Asia",65,edu_lt_hs,Did not finish high school,educrec,8.44,8.02,65,,100
origin,"U.S. born, parent from: South Asia",65,edu_hs,High school graduate,educrec,21.03,8.49,65,,100
origin,"U.S. born, parent from: South Asia",65,edu_some_college,Some college or associate degree,educrec,28.15,18.38,65,,100
origin,"U.S. born, parent from: South Asia",65,edu_ba_plus,Four-year college degree or more,educrec,42.38,12.56,65,,100
origin,"U.S. born, parent from: South Asia",65,edu_postgrad,Postgraduate or professional schooling,educrec,13.98,6.18,65,,100
origin,"U.S. born, parent from: South Asia",65,citizen_yes_of_foreign_born,U.S. citizen (item asked of the foreign born only),citizen,,,0,n<50,0
origin,"U.S. born, parent from: South Asia",65,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,100.0,0.0,65,,100
origin,"U.S. born, parent from: South Asia",65,party_republican,Identifies as Republican,party,3.43,3.36,63,,100
origin,"U.S. born, parent from: South Asia",65,party_democrat,Identifies as Democrat,party,54.41,15.54,63,,100
origin,"U.S. born, parent from: South Asia",65,party_independent,Identifies as independent,party,41.55,16.27,63,,100
origin,"U.S. born, parent from: South Asia",65,party_rep_or_lean,Republican or leans Republican,party+partyln,5.2,3.88,63,,100
origin,"U.S. born, parent from: South Asia",65,party_dem_or_lean,Democrat or leans Democratic,party+partyln,88.71,5.26,63,,100
origin,"U.S. born, parent from: South Asia",65,fert_none,No children ever born,fertREC,88.16,5.94,64,,100
origin,"U.S. born, parent from: South Asia",65,fert_3plus,Three or more children ever born,fertREC,3.0,1.53,64,,100
origin,"U.S. born, parent from: South Asia",65,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,0.19,0.08,64,,100
origin,"U.S. born, parent from: South Asia",65,satisfied_country,Satisfied with the way things are going in the country,qa2,12.78,5.67,63,,100
origin,"U.S. born, parent from: South Asia",65,homeowner,Owns their home,qa6,34.38,17.27,65,,100
