cut,group,n_group,outcome_id,outcome,variable,estimate,jrr_se,n_base,small_cell_flag,replicates_used
origin,"U.S. born, parent from: South Asia",65,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,0.0,0.0,65,,100
origin,"U.S. born, parent from: South Asia",65,civilians_rarely_never,Killing civilians rarely or never justified,qf3,96.63,3.29,65,,100
origin,"U.S. born, parent from: South Asia",65,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,3.37,3.29,65,,100
origin,"U.S. born, parent from: South Asia",65,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,86.84,6.61,65,,100
origin,"U.S. born, parent from: South Asia",65,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,89.22,5.63,65,,100
origin,"U.S. born, parent from: South Asia",65,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,68.99,11.59,64,,100
origin,"U.S. born, parent from: South Asia",65,exp_suspicion,Past year: people acted suspicious of them,qd1a,51.64,14.34,65,,100
origin,"U.S. born, parent from: South Asia",65,exp_offensive_names,Past year: called offensive names,qd1c,18.28,6.97,65,,100
origin,"U.S. born, parent from: South Asia",65,exp_threatened,Past year: physically threatened or attacked,qd1f,5.98,3.89,65,,100
origin,"U.S. born, parent from: South Asia",65,proud_american,Completely or mostly agree: proud to be an American,qc17b,98.05,1.55,65,,100
origin,"U.S. born, parent from: South Asia",65,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,83.6,8.77,65,,100
origin,"U.S. born, parent from: South Asia",65,lot_in_common,A lot in common with most Americans,qc13,69.42,18.5,63,,100
origin,"U.S. born, parent from: South Asia",65,employed_full_time,Employed full time,employ,32.41,10.28,64,,100
origin,"U.S. born, parent from: South Asia",65,employed_part_time,Employed part time,employ,34.4,17.69,64,,100
origin,"U.S. born, parent from: South Asia",65,not_employed,Not employed,employ,33.2,11.41,64,,100
origin,"U.S. born, parent from: South Asia",65,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,29.86,14.21,24,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,age_18_29,Aged 18-29,agerec,69.43,39.35,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,age_30_49,Aged 30-49,agerec,25.42,33.79,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,age_50_plus,Aged 50 or older,agerec,5.14,7.83,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,female,Female,sex,41.96,52.09,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,race_black,"Black, non-Hispanic",racethn,0.0,0.0,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,income_lt_30k,"Family income under $30,000",income,60.83,50.61,8,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,income_30_75k,"Family income $30,000-$75,000",income,7.45,10.3,8,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,income_75_100k,"Family income $75,000-$100,000",income,2.46,3.9,8,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,income_ge_100k,"Family income $100,000 or more",income,29.26,39.23,8,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,income_refused,Income not reported (of all respondents),income,1.59,2.48,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,edu_lt_hs,Did not finish high school,educrec,0.0,0.0,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,edu_hs,High school graduate,educrec,5.14,7.83,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,edu_some_college,Some college or associate degree,educrec,60.96,48.74,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,edu_ba_plus,Four-year college degree or more,educrec,33.89,42.94,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,edu_postgrad,Postgraduate or professional schooling,educrec,24.97,33.3,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,citizen_yes_of_foreign_born,U.S. citizen (item asked of the foreign born only),citizen,,,0,n<50,0
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,100.0,0.0,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,party_republican,Identifies as Republican,party,5.14,7.83,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,party_democrat,Identifies as Democrat,party,92.44,10.53,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,party_independent,Identifies as independent,party,2.42,3.75,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,party_rep_or_lean,Republican or leans Republican,party+partyln,5.14,7.83,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,party_dem_or_lean,Democrat or leans Democratic,party+partyln,94.86,7.83,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,fert_none,No children ever born,fertREC,94.86,7.83,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,fert_3plus,Three or more children ever born,fertREC,0.0,0.0,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,0.05,0.08,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,satisfied_country,Satisfied with the way things are going in the country,qa2,0.0,0.0,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,homeowner,Owns their home,qa6,9.6,12.92,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,0.0,0.0,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,civilians_rarely_never,Killing civilians rarely or never justified,qf3,100.0,0.0,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,0.0,0.0,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,95.54,6.33,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,94.86,7.83,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,93.13,9.71,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,exp_suspicion,Past year: people acted suspicious of them,qd1a,0.0,0.0,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,exp_offensive_names,Past year: called offensive names,qd1c,2.73,4.24,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,exp_threatened,Past year: physically threatened or attacked,qd1f,0.0,0.0,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,proud_american,Completely or mostly agree: proud to be an American,qc17b,100.0,0.0,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,31.02,39.77,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,lot_in_common,A lot in common with most Americans,qc13,31.48,40.28,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,employed_full_time,Employed full time,employ,32.98,41.99,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,employed_part_time,Employed part time,employ,12.3,16.21,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,not_employed,Not employed,employ,54.72,55.87,9,n<50,100
origin,"U.S. born, parent from: Other Asia/Pacific (excluding S. Asia)",9,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,100.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Europe",7,age_18_29,Aged 18-29,agerec,25.69,28.71,6,n<50,100
origin,"U.S. born, parent from: Europe",7,age_30_49,Aged 30-49,agerec,74.03,28.69,6,n<50,100
origin,"U.S. born, parent from: Europe",7,age_50_plus,Aged 50 or older,agerec,0.28,0.33,6,n<50,100
origin,"U.S. born, parent from: Europe",7,female,Female,sex,45.14,28.72,7,n<50,100
origin,"U.S. born, parent from: Europe",7,race_black,"Black, non-Hispanic",racethn,0.0,0.0,5,n<50,100
origin,"U.S. born, parent from: Europe",7,income_lt_30k,"Family income under $30,000",income,0.26,0.31,6,n<50,100
origin,"U.S. born, parent from: Europe",7,income_30_75k,"Family income $30,000-$75,000",income,98.94,1.07,6,n<50,100
origin,"U.S. born, parent from: Europe",7,income_75_100k,"Family income $75,000-$100,000",income,0.0,0.0,6,n<50,100
origin,"U.S. born, parent from: Europe",7,income_ge_100k,"Family income $100,000 or more",income,0.8,0.94,6,n<50,100
origin,"U.S. born, parent from: Europe",7,income_refused,Income not reported (of all respondents),income,5.05,5.49,7,n<50,100
origin,"U.S. born, parent from: Europe",7,edu_lt_hs,Did not finish high school,educrec,29.02,31.8,6,n<50,100
origin,"U.S. born, parent from: Europe",7,edu_hs,High school graduate,educrec,30.75,28.59,6,n<50,100
origin,"U.S. born, parent from: Europe",7,edu_some_college,Some college or associate degree,educrec,0.28,0.33,6,n<50,100
origin,"U.S. born, parent from: Europe",7,edu_ba_plus,Four-year college degree or more,educrec,39.95,27.34,6,n<50,100
origin,"U.S. born, parent from: Europe",7,edu_postgrad,Postgraduate or professional schooling,educrec,0.0,0.0,6,n<50,100
origin,"U.S. born, parent from: Europe",7,citizen_yes_of_foreign_born,U.S. citizen (item asked of the foreign born only),citizen,,,0,n<50,0
origin,"U.S. born, parent from: Europe",7,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,100.0,0.0,7,n<50,100
origin,"U.S. born, parent from: Europe",7,party_republican,Identifies as Republican,party,29.23,31.66,7,n<50,100
origin,"U.S. born, parent from: Europe",7,party_democrat,Identifies as Democrat,party,65.48,30.94,7,n<50,100
origin,"U.S. born, parent from: Europe",7,party_independent,Identifies as independent,party,5.05,5.49,7,n<50,100
origin,"U.S. born, parent from: Europe",7,party_rep_or_lean,Republican or leans Republican,party+partyln,29.23,31.66,7,n<50,100
origin,"U.S. born, parent from: Europe",7,party_dem_or_lean,Democrat or leans Democratic,party+partyln,65.48,30.94,7,n<50,100
origin,"U.S. born, parent from: Europe",7,fert_none,No children ever born,fertREC,98.42,1.67,4,n<50,100
origin,"U.S. born, parent from: Europe",7,fert_3plus,Three or more children ever born,fertREC,1.58,1.67,4,n<50,100
origin,"U.S. born, parent from: Europe",7,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,0.05,0.05,4,n<50,100
origin,"U.S. born, parent from: Europe",7,satisfied_country,Satisfied with the way things are going in the country,qa2,0.53,0.32,7,n<50,100
origin,"U.S. born, parent from: Europe",7,homeowner,Owns their home,qa6,45.29,28.85,6,n<50,100
origin,"U.S. born, parent from: Europe",7,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,0.0,0.0,7,n<50,100
origin,"U.S. born, parent from: Europe",7,civilians_rarely_never,Killing civilians rarely or never justified,qf3,100.0,0.0,7,n<50,100
origin,"U.S. born, parent from: Europe",7,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,0.0,0.0,7,n<50,100
origin,"U.S. born, parent from: Europe",7,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,44.9,28.65,7,n<50,100
origin,"U.S. born, parent from: Europe",7,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,73.33,28.54,7,n<50,100
origin,"U.S. born, parent from: Europe",7,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,73.84,28.58,7,n<50,100
origin,"U.S. born, parent from: Europe",7,exp_suspicion,Past year: people acted suspicious of them,qd1a,68.28,28.48,7,n<50,100
origin,"U.S. born, parent from: Europe",7,exp_offensive_names,Past year: called offensive names,qd1c,34.24,30.98,7,n<50,100
origin,"U.S. born, parent from: Europe",7,exp_threatened,Past year: physically threatened or attacked,qd1f,5.05,5.49,7,n<50,100
origin,"U.S. born, parent from: Europe",7,proud_american,Completely or mostly agree: proud to be an American,qc17b,100.0,0.0,6,n<50,100
origin,"U.S. born, parent from: Europe",7,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,55.75,28.55,6,n<50,100
origin,"U.S. born, parent from: Europe",7,lot_in_common,A lot in common with most Americans,qc13,99.47,0.32,7,n<50,100
origin,"U.S. born, parent from: Europe",7,employed_full_time,Employed full time,employ,39.85,27.23,7,n<50,100
origin,"U.S. born, parent from: Europe",7,employed_part_time,Employed part time,employ,30.68,28.5,7,n<50,100
origin,"U.S. born, parent from: Europe",7,not_employed,Not employed,employ,29.48,31.61,7,n<50,100
origin,"U.S. born, parent from: Europe",7,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,0.84,45.9,3,n<50,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,age_18_29,Aged 18-29,agerec,75.95,7.21,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,age_30_49,Aged 30-49,agerec,21.41,7.04,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,age_50_plus,Aged 50 or older,agerec,2.64,1.69,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,female,Female,sex,57.38,9.77,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,race_black,"Black, non-Hispanic",racethn,3.74,3.02,72,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,income_lt_30k,"Family income under $30,000",income,30.47,10.18,62,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,income_30_75k,"Family income $30,000-$75,000",income,21.27,8.65,62,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,income_75_100k,"Family income $75,000-$100,000",income,26.19,12.64,62,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,income_ge_100k,"Family income $100,000 or more",income,22.07,8.69,62,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,income_refused,Income not reported (of all respondents),income,27.5,8.95,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,edu_lt_hs,Did not finish high school,educrec,10.24,5.64,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,edu_hs,High school graduate,educrec,25.42,7.87,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,edu_some_college,Some college or associate degree,educrec,44.19,10.89,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,edu_ba_plus,Four-year college degree or more,educrec,20.15,6.96,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,edu_postgrad,Postgraduate or professional schooling,educrec,9.04,4.34,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,citizen_yes_of_foreign_born,U.S. citizen (item asked of the foreign born only),citizen,,,0,n<50,0
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,100.0,0.0,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,party_republican,Identifies as Republican,party,1.49,0.95,74,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,party_democrat,Identifies as Democrat,party,34.99,8.0,74,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,party_independent,Identifies as independent,party,51.94,10.48,74,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,party_rep_or_lean,Republican or leans Republican,party+partyln,10.89,9.27,74,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,party_dem_or_lean,Democrat or leans Democratic,party+partyln,79.41,9.66,74,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,fert_none,No children ever born,fertREC,74.1,7.66,75,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,fert_3plus,Three or more children ever born,fertREC,5.91,2.83,75,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,0.55,0.16,75,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,satisfied_country,Satisfied with the way things are going in the country,qa2,13.63,5.38,70,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,homeowner,Owns their home,qa6,31.39,9.71,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,10.65,8.63,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,civilians_rarely_never,Killing civilians rarely or never justified,qf3,83.06,8.89,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,6.29,4.47,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,48.34,10.54,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,96.26,1.82,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,68.53,8.85,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,exp_suspicion,Past year: people acted suspicious of them,qd1a,27.34,7.91,75,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,exp_offensive_names,Past year: called offensive names,qd1c,22.44,7.29,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,exp_threatened,Past year: physically threatened or attacked,qd1f,9.9,9.04,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,proud_american,Completely or mostly agree: proud to be an American,qc17b,96.75,3.13,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,90.26,4.78,74,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,lot_in_common,A lot in common with most Americans,qc13,79.93,6.85,76,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,employed_full_time,Employed full time,employ,28.71,6.93,75,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,employed_part_time,Employed part time,employ,21.51,6.61,75,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,not_employed,Not employed,employ,49.78,9.88,75,,100
origin,"U.S. born, parent from: MENA (Middle East/North Africa)",76,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,57.91,15.3,30,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,age_18_29,Aged 18-29,agerec,74.9,14.89,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,age_30_49,Aged 30-49,agerec,20.54,13.49,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,age_50_plus,Aged 50 or older,agerec,4.56,4.66,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,female,Female,sex,74.23,14.39,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,race_black,"Black, non-Hispanic",racethn,58.49,23.73,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,income_lt_30k,"Family income under $30,000",income,39.35,27.16,10,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,income_30_75k,"Family income $30,000-$75,000",income,35.13,23.25,10,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,income_75_100k,"Family income $75,000-$100,000",income,0.0,0.0,10,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,income_ge_100k,"Family income $100,000 or more",income,25.52,21.54,10,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,income_refused,Income not reported (of all respondents),income,9.8,6.95,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,edu_lt_hs,Did not finish high school,educrec,4.56,4.66,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,edu_hs,High school graduate,educrec,14.51,10.54,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,edu_some_college,Some college or associate degree,educrec,49.92,23.17,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,edu_ba_plus,Four-year college degree or more,educrec,31.01,20.11,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,edu_postgrad,Postgraduate or professional schooling,educrec,1.22,1.32,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,citizen_yes_of_foreign_born,U.S. citizen (item asked of the foreign born only),citizen,,,0,n<50,0
origin,"U.S. born, parent from: Sub-Saharan Africa",13,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,100.0,0.0,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,party_republican,Identifies as Republican,party,4.56,4.66,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,party_democrat,Identifies as Democrat,party,51.88,23.24,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,party_independent,Identifies as independent,party,33.86,24.32,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,party_rep_or_lean,Republican or leans Republican,party+partyln,8.03,6.38,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,party_dem_or_lean,Democrat or leans Democratic,party+partyln,67.57,24.55,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,fert_none,No children ever born,fertREC,74.16,15.56,12,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,fert_3plus,Three or more children ever born,fertREC,22.46,14.54,12,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,0.92,0.58,12,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,satisfied_country,Satisfied with the way things are going in the country,qa2,3.47,3.83,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,homeowner,Owns their home,qa6,12.26,9.68,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,4.77,4.26,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,civilians_rarely_never,Killing civilians rarely or never justified,qf3,91.76,6.14,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,3.47,3.83,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,91.95,5.89,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,96.53,3.83,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,93.05,5.72,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,exp_suspicion,Past year: people acted suspicious of them,qd1a,33.24,24.68,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,exp_offensive_names,Past year: called offensive names,qd1c,77.06,13.31,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,exp_threatened,Past year: physically threatened or attacked,qd1f,0.0,0.0,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,proud_american,Completely or mostly agree: proud to be an American,qc17b,82.76,18.66,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,100.0,0.0,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,lot_in_common,A lot in common with most Americans,qc13,26.49,14.56,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,employed_full_time,Employed full time,employ,59.38,21.44,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,employed_part_time,Employed part time,employ,17.42,18.84,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,not_employed,Not employed,employ,23.2,13.42,13,n<50,100
origin,"U.S. born, parent from: Sub-Saharan Africa",13,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,39.92,25.5,6,n<50,100
origin,"U.S. born, parent from: Other/Undetermined",1,age_18_29,Aged 18-29,agerec,100.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,age_30_49,Aged 30-49,agerec,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,age_50_plus,Aged 50 or older,agerec,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,female,Female,sex,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,race_black,"Black, non-Hispanic",racethn,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,income_lt_30k,"Family income under $30,000",income,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,income_30_75k,"Family income $30,000-$75,000",income,100.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,income_75_100k,"Family income $75,000-$100,000",income,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,income_ge_100k,"Family income $100,000 or more",income,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,income_refused,Income not reported (of all respondents),income,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,edu_lt_hs,Did not finish high school,educrec,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,edu_hs,High school graduate,educrec,100.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,edu_some_college,Some college or associate degree,educrec,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,edu_ba_plus,Four-year college degree or more,educrec,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,edu_postgrad,Postgraduate or professional schooling,educrec,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,citizen_yes_of_foreign_born,U.S. citizen (item asked of the foreign born only),citizen,,,0,n<50,0
origin,"U.S. born, parent from: Other/Undetermined",1,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,100.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,party_republican,Identifies as Republican,party,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,party_democrat,Identifies as Democrat,party,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,party_independent,Identifies as independent,party,100.0,0.0,1,n<50,99
