county_fips,name_2000,rent_med_2000,value_med_2000,owners_2000,renters_2000,units_2000,name_2010,rent_med_2010,value_med_2010,owners_2010,renters_2010,pop_2010
19127,"Marshall County, Iowa",458.0,70900.0,11313.0,4025.0,16324.0,"Marshall County, Iowa",552.0,99600.0,11630.0,3887.0,40131.0
19129,"Mills County, Iowa",465.0,95200.0,4231.0,1093.0,5671.0,"Mills County, Iowa",677.0,144200.0,4602.0,979.0,15157.0
19131,"Mitchell County, Iowa",334.0,70600.0,3498.0,796.0,4594.0,"Mitchell County, Iowa",461.0,99200.0,3603.0,725.0,10801.0
19133,"Monona County, Iowa",384.0,55100.0,3210.0,1001.0,4660.0,"Monona County, Iowa",468.0,71300.0,3003.0,1197.0,9346.0
19135,"Monroe County, Iowa",399.0,58000.0,2534.0,694.0,3588.0,"Monroe County, Iowa",503.0,80100.0,2648.0,736.0,7918.0
19137,"Montgomery County, Iowa",361.0,58800.0,3578.0,1308.0,5399.0,"Montgomery County, Iowa",534.0,80800.0,3361.0,1158.0,10901.0
19139,"Muscatine County, Iowa",460.0,82200.0,11946.0,3901.0,16786.0,"Muscatine County, Iowa",606.0,120300.0,12810.0,3671.0,42501.0
19141,"O'Brien County, Iowa",373.0,59300.0,4611.0,1390.0,6509.0,"O'Brien County, Iowa",515.0,83000.0,4633.0,1389.0,14419.0
19143,"Osceola County, Iowa",374.0,55100.0,2160.0,618.0,3012.0,"Osceola County, Iowa",535.0,70200.0,2059.0,665.0,6576.0
19145,"Page County, Iowa",407.0,61700.0,4807.0,1901.0,7302.0,"Page County, Iowa",486.0,81900.0,4733.0,1663.0,16095.0
19147,"Palo Alto County, Iowa",337.0,55900.0,3048.0,1071.0,4631.0,"Palo Alto County, Iowa",388.0,74500.0,2969.0,1010.0,9508.0
19149,"Plymouth County, Iowa",416.0,90100.0,7255.0,2117.0,9880.0,"Plymouth County, Iowa",526.0,119400.0,7924.0,1880.0,24933.0
19151,"Pocahontas County, Iowa",315.0,44200.0,2863.0,754.0,3988.0,"Pocahontas County, Iowa",417.0,56100.0,2662.0,655.0,7509.0
19153,"Polk County, Iowa",574.0,100100.0,102623.0,46489.0,156447.0,"Polk County, Iowa",714.0,149700.0,119130.0,49222.0,419301.0
19155,"Pottawattamie County, Iowa",537.0,84800.0,24052.0,9792.0,35761.0,"Pottawattamie County, Iowa",689.0,126100.0,25891.0,10434.0,91928.0
19157,"Poweshiek County, Iowa",432.0,81800.0,5316.0,2082.0,8556.0,"Poweshiek County, Iowa",561.0,108900.0,5981.0,1669.0,19012.0
19159,"Ringgold County, Iowa",368.0,50400.0,1696.0,549.0,2789.0,"Ringgold County, Iowa",500.0,83300.0,1642.0,430.0,5169.0
19161,"Sac County, Iowa",329.0,54500.0,3643.0,1103.0,5460.0,"Sac County, Iowa",499.0,76800.0,3665.0,870.0,10480.0
19163,"Scott County, Iowa",496.0,90400.0,43950.0,18384.0,65649.0,"Scott County, Iowa",636.0,134600.0,46663.0,19655.0,162184.0
19165,"Shelby County, Iowa",399.0,77000.0,3986.0,1187.0,5459.0,"Shelby County, Iowa",582.0,103100.0,3946.0,1124.0,12328.0
19167,"Sioux County, Iowa",385.0,85400.0,8595.0,2098.0,11260.0,"Sioux County, Iowa",542.0,119900.0,9373.0,2149.0,33377.0
19169,"Story County, Iowa",575.0,110600.0,17123.0,12260.0,30630.0,"Story County, Iowa",703.0,156000.0,18743.0,15484.0,87594.0
19171,"Tama County, Iowa",418.0,67900.0,5443.0,1575.0,7583.0,"Tama County, Iowa",559.0,96500.0,5501.0,1557.0,17952.0
19173,"Taylor County, Iowa",352.0,43500.0,2164.0,660.0,3199.0,"Taylor County, Iowa",437.0,67000.0,2162.0,525.0,6402.0
19175,"Union County, Iowa",344.0,59000.0,3776.0,1466.0,5657.0,"Union County, Iowa",555.0,88100.0,3829.0,1497.0,12409.0
19177,"Van Buren County, Iowa",334.0,49100.0,2524.0,657.0,3581.0,"Van Buren County, Iowa",482.0,67600.0,2427.0,671.0,7645.0
19179,"Wapello County, Iowa",419.0,51600.0,11182.0,3602.0,15873.0,"Wapello County, Iowa",565.0,74800.0,11296.0,3468.0,35553.0
19181,"Warren County, Iowa",494.0,102600.0,11750.0,2958.0,15289.0,"Warren County, Iowa",673.0,150900.0,13457.0,3551.0,45346.0
19183,"Washington County, Iowa",424.0,84200.0,6069.0,1987.0,8543.0,"Washington County, Iowa",624.0,118600.0,6750.0,2017.0,21626.0
19185,"Wayne County, Iowa",303.0,42900.0,2243.0,578.0,3357.0,"Wayne County, Iowa",432.0,60500.0,2172.0,570.0,6404.0
19187,"Webster County, Iowa",408.0,65900.0,11309.0,4569.0,16969.0,"Webster County, Iowa",523.0,85600.0,10959.0,4977.0,38286.0
19189,"Winnebago County, Iowa",341.0,64200.0,3614.0,1135.0,5065.0,"Winnebago County, Iowa",457.0,90900.0,3518.0,1193.0,10962.0
19191,"Winneshiek County, Iowa",389.0,90300.0,5690.0,2044.0,8208.0,"Winneshiek County, Iowa",517.0,147600.0,5943.0,1926.0,21031.0
19193,"Woodbury County, Iowa",494.0,75400.0,26859.0,12292.0,41394.0,"Woodbury County, Iowa",601.0,94700.0,26576.0,12163.0,101217.0
19195,"Worth County, Iowa",357.0,60300.0,2591.0,687.0,3534.0,"Worth County, Iowa",516.0,95200.0,2626.0,653.0,7628.0
19197,"Wright County, Iowa",350.0,54800.0,4402.0,1538.0,6559.0,"Wright County, Iowa",457.0,72700.0,4128.0,1417.0,13384.0
20001,"Allen County, Kansas",365.0,43400.0,4325.0,1450.0,6449.0,"Allen County, Kansas",476.0,64400.0,4350.0,1225.0,13473.0
20003,"Anderson County, Kansas",365.0,61300.0,2576.0,645.0,3596.0,"Anderson County, Kansas",488.0,87300.0,2675.0,513.0,8084.0
20005,"Atchison County, Kansas",378.0,57300.0,4610.0,1665.0,6818.0,"Atchison County, Kansas",531.0,89200.0,4127.0,2093.0,16889.0
20007,"Barber County, Kansas",354.0,33500.0,1684.0,551.0,2740.0,"Barber County, Kansas",517.0,52500.0,1640.0,664.0,4900.0
20009,"Barton County, Kansas",390.0,53900.0,8208.0,3185.0,12888.0,"Barton County, Kansas",521.0,71000.0,8504.0,2968.0,27499.0
20011,"Bourbon County, Kansas",356.0,49400.0,4563.0,1598.0,7135.0,"Bourbon County, Kansas",556.0,76400.0,4355.0,1478.0,15097.0
20013,"Brown County, Kansas",342.0,54600.0,3080.0,1238.0,4815.0,"Brown County, Kansas",468.0,74800.0,2854.0,1226.0,10019.0
20015,"Butler County, Kansas",485.0,83200.0,16724.0,4803.0,23176.0,"Butler County, Kansas",664.0,121200.0,18670.0,5317.0,64853.0
20017,"Chase County, Kansas",349.0,52000.0,916.0,330.0,1529.0,"Chase County, Kansas",448.0,86100.0,960.0,215.0,2834.0
20019,"Chautauqua County, Kansas",365.0,34100.0,1469.0,327.0,2169.0,"Chautauqua County, Kansas",500.0,49800.0,1221.0,333.0,3736.0
20021,"Cherokee County, Kansas",381.0,48400.0,6764.0,2111.0,10031.0,"Cherokee County, Kansas",520.0,69100.0,6606.0,1756.0,21740.0
20023,"Cheyenne County, Kansas",314.0,52800.0,1052.0,308.0,1636.0,"Cheyenne County, Kansas",507.0,67100.0,956.0,313.0,2783.0
20025,"Clark County, Kansas",386.0,44800.0,749.0,230.0,1111.0,"Clark County, Kansas",474.0,59100.0,702.0,252.0,2231.0
20027,"Clay County, Kansas",333.0,55400.0,2784.0,833.0,4084.0,"Clay County, Kansas",610.0,86500.0,2612.0,949.0,8531.0
20029,"Cloud County, Kansas",312.0,45100.0,3099.0,1064.0,4838.0,"Cloud County, Kansas",463.0,63400.0,3098.0,872.0,9538.0
20031,"Coffey County, Kansas",394.0,63500.0,2731.0,758.0,3876.0,"Coffey County, Kansas",515.0,98500.0,2651.0,794.0,8587.0
20033,"Comanche County, Kansas",294.0,31800.0,641.0,231.0,1088.0,"Comanche County, Kansas",363.0,42500.0,690.0,142.0,1865.0
20035,"Cowley County, Kansas",417.0,55200.0,9949.0,4090.0,15673.0,"Cowley County, Kansas",573.0,76900.0,9809.0,3774.0,36140.0
20037,"Crawford County, Kansas",451.0,55000.0,9970.0,5534.0,17221.0,"Crawford County, Kansas",612.0,83900.0,10056.0,5428.0,38985.0
20039,"Decatur County, Kansas",354.0,45200.0,1135.0,359.0,1821.0,"Decatur County, Kansas",424.0,57300.0,1103.0,414.0,3015.0
20041,"Dickinson County, Kansas",377.0,65400.0,5912.0,1991.0,8686.0,"Dickinson County, Kansas",559.0,97400.0,5585.0,1974.0,19643.0
20043,"Doniphan County, Kansas",379.0,53200.0,2366.0,807.0,3489.0,"Doniphan County, Kansas",519.0,84600.0,2348.0,775.0,7957.0
20045,"Douglas County, Kansas",560.0,115600.0,19972.0,18514.0,40250.0,"Douglas County, Kansas",779.0,176500.0,22987.0,19956.0,109052.0
20047,"Edwards County, Kansas",350.0,38400.0,1128.0,327.0,1754.0,"Edwards County, Kansas",496.0,54600.0,1045.0,344.0,3052.0
20049,"Elk County, Kansas",301.0,31000.0,1141.0,271.0,1860.0,"Elk County, Kansas",376.0,52700.0,1085.0,255.0,2930.0
20051,"Ellis County, Kansas",431.0,84100.0,7085.0,4108.0,12078.0,"Ellis County, Kansas",611.0,123800.0,7389.0,4332.0,28039.0
20053,"Ellsworth County, Kansas",336.0,45200.0,1976.0,505.0,3228.0,"Ellsworth County, Kansas",463.0,67400.0,2010.0,554.0,6476.0
20055,"Finney County, Kansas",491.0,76200.0,8386.0,4562.0,13763.0,"Finney County, Kansas",599.0,102100.0,8595.0,3379.0,36139.0
20057,"Ford County, Kansas",451.0,64600.0,7034.0,3818.0,11650.0,"Ford County, Kansas",596.0,82700.0,7516.0,3494.0,32727.0
20059,"Franklin County, Kansas",465.0,76600.0,6947.0,2505.0,10229.0,"Franklin County, Kansas",684.0,117100.0,7350.0,2847.0,25841.0
20061,"Geary County, Kansas",461.0,65700.0,5266.0,5192.0,11959.0,"Geary County, Kansas",790.0,118600.0,5677.0,5702.0,30537.0
20063,"Gove County, Kansas",330.0,51200.0,992.0,253.0,1423.0,"Gove County, Kansas",465.0,66500.0,960.0,222.0,2721.0
20065,"Graham County, Kansas",320.0,42900.0,1002.0,261.0,1553.0,"Graham County, Kansas",427.0,71200.0,931.0,226.0,2663.0
20067,"Grant County, Kansas",436.0,68500.0,2049.0,693.0,3027.0,"Grant County, Kansas",422.0,85500.0,1991.0,732.0,7744.0
20069,"Gray County, Kansas",418.0,69900.0,1486.0,559.0,2181.0,"Gray County, Kansas",558.0,100000.0,1546.0,505.0,5870.0
20071,"Greeley County, Kansas",383.0,57000.0,452.0,150.0,712.0,"Greeley County, Kansas",473.0,67800.0,374.0,133.0,1294.0
20073,"Greenwood County, Kansas",322.0,37900.0,2434.0,800.0,4273.0,"Greenwood County, Kansas",444.0,52400.0,2219.0,801.0,6824.0
20075,"Hamilton County, Kansas",373.0,57000.0,735.0,319.0,1211.0,"Hamilton County, Kansas",542.0,73300.0,835.0,290.0,2643.0
20077,"Harper County, Kansas",356.0,46400.0,2069.0,704.0,3270.0,"Harper County, Kansas",491.0,61400.0,1871.0,776.0,6033.0
20079,"Harvey County, Kansas",448.0,76000.0,9044.0,3537.0,13378.0,"Harvey County, Kansas",588.0,103300.0,9805.0,3447.0,34150.0
20081,"Haskell County, Kansas",446.0,64500.0,1069.0,412.0,1639.0,"Haskell County, Kansas",555.0,88100.0,1050.0,331.0,4196.0
20083,"Hodgeman County, Kansas",360.0,50300.0,624.0,172.0,945.0,"Hodgeman County, Kansas",483.0,63700.0,636.0,151.0,1955.0
20085,"Jackson County, Kansas",453.0,79100.0,3810.0,917.0,5094.0,"Jackson County, Kansas",584.0,114800.0,4071.0,1134.0,13360.0
20087,"Jefferson County, Kansas",447.0,86900.0,5814.0,1016.0,7491.0,"Jefferson County, Kansas",671.0,136200.0,6397.0,1115.0,19059.0
20089,"Jewell County, Kansas",266.0,29000.0,1355.0,340.0,2103.0,"Jewell County, Kansas",423.0,45500.0,1111.0,344.0,3151.0
20091,"Johnson County, Kansas",702.0,149300.0,126231.0,48339.0,181612.0,"Johnson County, Kansas",857.0,209900.0,151234.0,59044.0,531228.0
20093,"Kearny County, Kansas",465.0,65200.0,1134.0,408.0,1657.0,"Kearny County, Kansas",482.0,85900.0,1062.0,371.0,3966.0
20095,"Kingman County, Kansas",397.0,61200.0,2634.0,737.0,3852.0,"Kingman County, Kansas",483.0,77100.0,2734.0,730.0,7949.0
20097,"Kiowa County, Kansas",336.0,43600.0,980.0,385.0,1643.0,"Kiowa County, Kansas",434.0,75000.0,728.0,266.0,2671.0
20099,"Labette County, Kansas",375.0,44300.0,6738.0,2456.0,10306.0,"Labette County, Kansas",499.0,64600.0,6404.0,2548.0,21791.0
20101,"Lane County, Kansas",365.0,48400.0,701.0,209.0,1065.0,"Lane County, Kansas",535.0,55100.0,556.0,201.0,1725.0
20103,"Leavenworth County, Kansas",551.0,101600.0,15450.0,7621.0,24401.0,"Leavenworth County, Kansas",786.0,166700.0,17881.0,7897.0,74611.0
20105,"Lincoln County, Kansas",296.0,41300.0,1204.0,325.0,1853.0,"Lincoln County, Kansas",482.0,64300.0,1171.0,273.0,3308.0
20107,"Linn County, Kansas",412.0,67300.0,3142.0,665.0,4720.0,"Linn County, Kansas",524.0,98800.0,3655.0,651.0,9782.0
20109,"Logan County, Kansas",360.0,53300.0,949.0,294.0,1423.0,"Logan County, Kansas",457.0,66600.0,1018.0,316.0,2774.0
20111,"Lyon County, Kansas",420.0,67300.0,8340.0,5351.0,14757.0,"Lyon County, Kansas",570.0,91200.0,8186.0,5566.0,34974.0
20113,"McPherson County, Kansas",416.0,83300.0,8283.0,2922.0,11830.0,"McPherson County, Kansas",576.0,115300.0,8925.0,2790.0,29178.0
20115,"Marion County, Kansas",374.0,59000.0,4086.0,1028.0,5882.0,"Marion County, Kansas",496.0,80500.0,4237.0,826.0,12689.0
20117,"Marshall County, Kansas",324.0,51300.0,3554.0,904.0,4999.0,"Marshall County, Kansas",466.0,74700.0,3269.0,1022.0,10147.0
20119,"Meade County, Kansas",395.0,55500.0,1277.0,451.0,1968.0,"Meade County, Kansas",527.0,80800.0,1382.0,385.0,4523.0
20121,"Miami County, Kansas",499.0,116400.0,8141.0,2224.0,10984.0,"Miami County, Kansas",679.0,165500.0,9531.0,2400.0,32116.0
20123,"Mitchell County, Kansas",346.0,56300.0,2128.0,722.0,3340.0,"Mitchell County, Kansas",451.0,68500.0,2044.0,648.0,6383.0
20125,"Montgomery County, Kansas",401.0,47500.0,10682.0,4221.0,17207.0,"Montgomery County, Kansas",533.0,68100.0,10459.0,4105.0,35453.0
20127,"Morris County, Kansas",368.0,52200.0,1986.0,553.0,3160.0,"Morris County, Kansas",480.0,76400.0,2020.0,584.0,5946.0
20129,"Morton County, Kansas",413.0,63100.0,935.0,371.0,1519.0,"Morton County, Kansas",531.0,64600.0,911.0,367.0,3244.0
20131,"Nemaha County, Kansas",321.0,61700.0,3187.0,772.0,4340.0,"Nemaha County, Kansas",426.0,85800.0,3127.0,828.0,10253.0
20133,"Neosho County, Kansas",375.0,47200.0,5022.0,1717.0,7461.0,"Neosho County, Kansas",463.0,71100.0,5206.0,1536.0,16538.0
20135,"Ness County, Kansas",340.0,41600.0,1154.0,362.0,1835.0,"Ness County, Kansas",502.0,47100.0,1131.0,238.0,3120.0
20137,"Norton County, Kansas",329.0,49400.0,1765.0,501.0,2673.0,"Norton County, Kansas",465.0,51200.0,1510.0,711.0,5692.0
20139,"Osage County, Kansas",398.0,71500.0,5176.0,1314.0,7018.0,"Osage County, Kansas",567.0,96400.0,5325.0,1414.0,16426.0
20141,"Osborne County, Kansas",314.0,36200.0,1524.0,416.0,2419.0,"Osborne County, Kansas",465.0,39700.0,1352.0,374.0,3906.0
20143,"Ottawa County, Kansas",372.0,61600.0,1997.0,433.0,2755.0,"Ottawa County, Kansas",565.0,83800.0,1891.0,420.0,6107.0
20145,"Pawnee County, Kansas",332.0,50000.0,2038.0,701.0,3114.0,"Pawnee County, Kansas",569.0,63200.0,1787.0,733.0,6913.0
20147,"Phillips County, Kansas",296.0,51600.0,1944.0,552.0,3088.0,"Phillips County, Kansas",436.0,57400.0,1866.0,471.0,5601.0
20149,"Pottawatomie County, Kansas",464.0,80400.0,5312.0,1459.0,7311.0,"Pottawatomie County, Kansas",625.0,138600.0,6285.0,1479.0,20781.0
20151,"Pratt County, Kansas",389.0,57400.0,2908.0,1055.0,4633.0,"Pratt County, Kansas",595.0,74500.0,2800.0,1179.0,9670.0
20153,"Rawlins County, Kansas",328.0,41600.0,975.0,294.0,1565.0,"Rawlins County, Kansas",391.0,57600.0,883.0,303.0,2594.0
20155,"Reno County, Kansas",442.0,66000.0,18017.0,7481.0,27625.0,"Reno County, Kansas",578.0,87500.0,18524.0,7352.0,64054.0
20157,"Republic County, Kansas",288.0,40200.0,2018.0,539.0,3113.0,"Republic County, Kansas",385.0,47800.0,1928.0,449.0,5069.0
20159,"Rice County, Kansas",340.0,44600.0,3103.0,947.0,4609.0,"Rice County, Kansas",557.0,62600.0,3030.0,981.0,10128.0
20161,"Riley County, Kansas",475.0,89100.0,10464.0,11673.0,23397.0,"Riley County, Kansas",759.0,154800.0,10866.0,13972.0,69035.0
20163,"Rooks County, Kansas",325.0,40500.0,1822.0,540.0,2758.0,"Rooks County, Kansas",454.0,62900.0,1864.0,537.0,5241.0
20165,"Rush County, Kansas",328.0,33100.0,1275.0,273.0,1928.0,"Rush County, Kansas",472.0,50500.0,1269.0,323.0,3290.0
20167,"Russell County, Kansas",325.0,43900.0,2412.0,795.0,3871.0,"Russell County, Kansas",465.0,63300.0,2443.0,802.0,6915.0
20169,"Saline County, Kansas",457.0,83700.0,14799.0,6637.0,22695.0,"Saline County, Kansas",604.0,114000.0,14873.0,7059.0,54982.0
20171,"Scott County, Kansas",402.0,69300.0,1522.0,523.0,2291.0,"Scott County, Kansas",544.0,100100.0,1741.0,388.0,4832.0
20173,"Sedgwick County, Kansas",511.0,80400.0,116738.0,59706.0,191133.0,"Sedgwick County, Kansas",639.0,117300.0,127710.0,63122.0,486123.0
20175,"Seward County, Kansas",467.0,63100.0,4753.0,2666.0,8027.0,"Seward County, Kansas",623.0,82100.0,4812.0,2660.0,22588.0
20177,"Shawnee County, Kansas",494.0,79600.0,46522.0,22398.0,73768.0,"Shawnee County, Kansas",642.0,115300.0,48838.0,24228.0,175537.0
20179,"Sheridan County, Kansas",286.0,57300.0,925.0,199.0,1263.0,"Sheridan County, Kansas",533.0,81600.0,858.0,246.0,2578.0
20181,"Sherman County, Kansas",414.0,62400.0,1900.0,858.0,3184.0,"Sherman County, Kansas",598.0,79300.0,1846.0,721.0,6002.0
20183,"Smith County, Kansas",283.0,39800.0,1557.0,396.0,2326.0,"Smith County, Kansas",421.0,58400.0,1484.0,346.0,3934.0
20185,"Stafford County, Kansas",353.0,37900.0,1561.0,449.0,2458.0,"Stafford County, Kansas",450.0,50200.0,1504.0,356.0,4433.0
20187,"Stanton County, Kansas",406.0,64600.0,582.0,276.0,1007.0,"Stanton County, Kansas",465.0,77500.0,547.0,184.0,2197.0
20189,"Stevens County, Kansas",450.0,69600.0,1498.0,490.0,2265.0,"Stevens County, Kansas",638.0,78200.0,1421.0,640.0,5533.0
20191,"Sumner County, Kansas",416.0,63800.0,7584.0,2304.0,10877.0,"Sumner County, Kansas",539.0,82400.0,7179.0,2101.0,24257.0
20193,"Thomas County, Kansas",373.0,76300.0,2227.0,999.0,3562.0,"Thomas County, Kansas",448.0,83900.0,1979.0,1060.0,7757.0
20195,"Trego County, Kansas",326.0,49500.0,1150.0,262.0,1723.0,"Trego County, Kansas",481.0,69700.0,1050.0,226.0,2979.0
20197,"Wabaunsee County, Kansas",378.0,69500.0,2183.0,450.0,3033.0,"Wabaunsee County, Kansas",577.0,99400.0,2289.0,461.0,7004.0
20199,"Wallace County, Kansas",361.0,43500.0,516.0,158.0,791.0,"Wallace County, Kansas",393.0,65300.0,487.0,97.0,1440.0
20201,"Washington County, Kansas",286.0,37500.0,2124.0,549.0,3142.0,"Washington County, Kansas",383.0,53600.0,1966.0,530.0,5851.0
20203,"Wichita County, Kansas",451.0,52900.0,718.0,249.0,1119.0,"Wichita County, Kansas",601.0,76800.0,685.0,171.0,2244.0
20205,"Wilson County, Kansas",382.0,40800.0,3282.0,921.0,4937.0,"Wilson County, Kansas",491.0,58500.0,2950.0,922.0,9598.0
20207,"Woodson County, Kansas",321.0,42700.0,1336.0,306.0,2076.0,"Woodson County, Kansas",450.0,47800.0,1162.0,412.0,3352.0
20209,"Wyandotte County, Kansas",492.0,53400.0,37531.0,22169.0,65892.0,"Wyandotte County, Kansas",698.0,97600.0,36151.0,21056.0,155462.0
21001,"Adair County, Kentucky",315.0,56200.0,5407.0,1340.0,7792.0,"Adair County, Kentucky",464.0,80000.0,5438.0,1834.0,18542.0
21003,"Allen County, Kentucky",357.0,65100.0,5457.0,1453.0,8057.0,"Allen County, Kentucky",513.0,89500.0,5843.0,1968.0,19688.0
21005,"Anderson County, Kentucky",523.0,91200.0,5844.0,1476.0,7752.0,"Anderson County, Kentucky",643.0,131900.0,6345.0,1974.0,21080.0
21007,"Ballard County, Kentucky",349.0,56800.0,2779.0,616.0,3837.0,"Ballard County, Kentucky",561.0,78100.0,2800.0,563.0,8225.0
21009,"Barren County, Kentucky",383.0,73600.0,11090.0,4256.0,17095.0,"Barren County, Kentucky",530.0,96400.0,11753.0,4974.0,41685.0
21011,"Bath County, Kentucky",317.0,53600.0,3547.0,898.0,4994.0,"Bath County, Kentucky",428.0,70100.0,3498.0,840.0,11565.0
21013,"Bell County, Kentucky",309.0,41700.0,8098.0,3906.0,13341.0,"Bell County, Kentucky",399.0,64500.0,7481.0,3421.0,28793.0
21015,"Boone County, Kentucky",596.0,124600.0,23196.0,8062.0,33351.0,"Boone County, Kentucky",797.0,175900.0,31777.0,9835.0,114723.0
21017,"Bourbon County, Kentucky",416.0,87600.0,5032.0,2649.0,8349.0,"Bourbon County, Kentucky",581.0,137700.0,4994.0,3138.0,19947.0
21019,"Boyd County, Kentucky",407.0,65600.0,14591.0,5419.0,21976.0,"Boyd County, Kentucky",533.0,93200.0,13516.0,6026.0,49330.0
21021,"Boyle County, Kentucky",419.0,84600.0,7324.0,3250.0,11418.0,"Boyle County, Kentucky",584.0,126700.0,7444.0,3343.0,28245.0
21023,"Bracken County, Kentucky",337.0,68300.0,2481.0,747.0,3715.0,"Bracken County, Kentucky",484.0,87500.0,2497.0,680.0,8479.0
21025,"Breathitt County, Kentucky",297.0,32000.0,4721.0,1449.0,6812.0,"Breathitt County, Kentucky",405.0,50900.0,3770.0,1487.0,14202.0
21027,"Breckinridge County, Kentucky",360.0,61100.0,5995.0,1329.0,9890.0,"Breckinridge County, Kentucky",479.0,80800.0,5935.0,1539.0,19893.0
21029,"Bullitt County, Kentucky",499.0,99400.0,18605.0,3566.0,23160.0,"Bullitt County, Kentucky",701.0,143000.0,22177.0,5089.0,72515.0
21031,"Butler County, Kentucky",338.0,54400.0,4021.0,1038.0,5815.0,"Butler County, Kentucky",486.0,77700.0,4110.0,1065.0,12763.0
21033,"Caldwell County, Kentucky",348.0,54400.0,4203.0,1228.0,6126.0,"Caldwell County, Kentucky",512.0,72300.0,4037.0,1224.0,12934.0
21035,"Calloway County, Kentucky",427.0,77400.0,9468.0,4394.0,16069.0,"Calloway County, Kentucky",523.0,105300.0,10147.0,4697.0,36763.0
21037,"Campbell County, Kentucky",512.0,97400.0,23973.0,10769.0,36898.0,"Campbell County, Kentucky",672.0,146300.0,25516.0,9784.0,89016.0
21039,"Carlisle County, Kentucky",273.0,48600.0,1855.0,353.0,2490.0,"Carlisle County, Kentucky",481.0,67400.0,1733.0,329.0,5126.0
21041,"Carroll County, Kentucky",389.0,75600.0,2631.0,1309.0,4439.0,"Carroll County, Kentucky",551.0,109700.0,2758.0,1464.0,10703.0
21043,"Carter County, Kentucky",365.0,47100.0,8373.0,1969.0,11534.0,"Carter County, Kentucky",531.0,74500.0,8237.0,2340.0,27821.0
21045,"Casey County, Kentucky",295.0,45900.0,5075.0,1185.0,7242.0,"Casey County, Kentucky",438.0,71000.0,5116.0,896.0,15939.0
21047,"Christian County, Kentucky",458.0,71300.0,13742.0,11115.0,27182.0,"Christian County, Kentucky",683.0,95500.0,14649.0,11274.0,72678.0
21049,"Clark County, Kentucky",476.0,91800.0,8933.0,4082.0,13749.0,"Clark County, Kentucky",631.0,134500.0,9480.0,5055.0,35305.0
21051,"Clay County, Kentucky",292.0,34500.0,6398.0,2158.0,9439.0,"Clay County, Kentucky",411.0,51200.0,5133.0,1387.0,22197.0
21053,"Clinton County, Kentucky",294.0,42200.0,3154.0,932.0,4888.0,"Clinton County, Kentucky",378.0,62700.0,3138.0,1046.0,10161.0
21055,"Crittenden County, Kentucky",331.0,48100.0,3076.0,753.0,4410.0,"Crittenden County, Kentucky",383.0,69300.0,2959.0,790.0,9313.0
21057,"Cumberland County, Kentucky",242.0,50800.0,2309.0,667.0,3567.0,"Cumberland County, Kentucky",354.0,67700.0,2091.0,569.0,6931.0
21059,"Daviess County, Kentucky",415.0,80600.0,25333.0,10700.0,38432.0,"Daviess County, Kentucky",550.0,106400.0,26200.0,11444.0,95398.0
21061,"Edmonson County, Kentucky",310.0,54800.0,3980.0,668.0,6104.0,"Edmonson County, Kentucky",545.0,84600.0,3573.0,1179.0,12086.0
21063,"Elliott County, Kentucky",232.0,43700.0,2171.0,467.0,3107.0,"Elliott County, Kentucky",405.0,66100.0,2034.0,512.0,7493.0
21065,"Estill County, Kentucky",332.0,44900.0,4515.0,1593.0,6824.0,"Estill County, Kentucky",486.0,70300.0,4163.0,1441.0,14733.0
21067,"Fayette County, Kentucky",528.0,109700.0,59915.0,48373.0,116167.0,"Fayette County, Kentucky",693.0,159200.0,68771.0,52146.0,288045.0
21069,"Fleming County, Kentucky",318.0,58400.0,4229.0,1138.0,6120.0,"Fleming County, Kentucky",524.0,82700.0,4338.0,1230.0,14318.0
21071,"Floyd County, Kentucky",332.0,43300.0,12863.0,4018.0,18551.0,"Floyd County, Kentucky",494.0,66700.0,11185.0,4357.0,39949.0
21073,"Franklin County, Kentucky",482.0,89200.0,12900.0,7007.0,21409.0,"Franklin County, Kentucky",597.0,138900.0,13506.0,7372.0,49067.0
21075,"Fulton County, Kentucky",343.0,42600.0,2079.0,1158.0,3697.0,"Fulton County, Kentucky",418.0,55300.0,1879.0,1052.0,6858.0
21077,"Gallatin County, Kentucky",422.0,82100.0,2235.0,667.0,3362.0,"Gallatin County, Kentucky",576.0,105500.0,2180.0,791.0,8428.0
21079,"Garrard County, Kentucky",390.0,80500.0,4385.0,1356.0,6414.0,"Garrard County, Kentucky",573.0,109200.0,4848.0,1446.0,16842.0
21081,"Grant County, Kentucky",505.0,84200.0,6060.0,2115.0,9306.0,"Grant County, Kentucky",665.0,117900.0,6269.0,2637.0,24604.0
21083,"Graves County, Kentucky",354.0,62400.0,11560.0,3281.0,16340.0,"Graves County, Kentucky",539.0,83900.0,11195.0,3484.0,36958.0
21085,"Grayson County, Kentucky",353.0,63000.0,7418.0,2178.0,12802.0,"Grayson County, Kentucky",513.0,83700.0,7589.0,2313.0,25540.0
21087,"Green County, Kentucky",326.0,55000.0,3688.0,1018.0,5420.0,"Green County, Kentucky",511.0,75400.0,3305.0,1130.0,11377.0
21089,"Greenup County, Kentucky",412.0,60600.0,11884.0,2652.0,15977.0,"Greenup County, Kentucky",550.0,88400.0,11504.0,2870.0,36962.0
21091,"Hancock County, Kentucky",438.0,62500.0,2651.0,564.0,3600.0,"Hancock County, Kentucky",514.0,85500.0,2677.0,557.0,8555.0
