shock,arm,beta_native_wage,wage_rise_pct,native_dropout_workers,native_dropout_earnings_bn,annual_gain_bn,implied_immigrant_wage_rise_pct
lf_adjusted,full,-0.06314196802396481,4.05991794505931,8053854.0,264.3185867115275,10.731117734028457,73.56657665846478
lf_adjusted,half,-0.031570984011982405,2.009763231300221,8053854.0,264.3185867115275,5.312177769220671,31.744668453210956
lf_fixed,full,-0.06314196802396481,4.179615272332771,8053854.0,264.3185867115275,11.04750001780914,76.35329846848332
lf_fixed,half,-0.031570984011982405,2.068415914195887,8053854.0,264.3185867115275,5.467207711718889,32.79807922876117
