group,workers,aggregate_earnings_bn,mean_earnings
native_dropout_employed,8053854.0,264.3185867115275,32818.894744246354
native_nocollege_employed,69679692.0,3301.0432343552916,47374.538256502216
fb_dropout_employed,6251471.0,248.4232563216145,39738.36818912133
mexborn_dropout_employed,3015115.0,120.8705525563375,40088.20643867232
mexborn_nocollege_employed,5934931.0,255.03764288855552,42972.30125987236
all_employed,167385115.0,11784.980278042362,70406.38158322716
