group,count,count_se,mean_usual_hours_week,mean_weeks,mean_annual_hours,mean_annual_earnings,aggregate_hourly_wage,total_annual_hours_bn,total_earnings_bn,female_wage_p25,female_wage_p50,female_wage_p75
all_employed_women,79964898.0,73842.99550465163,36.41174505093473,48.263057585592115,1796.6165995734777,57988.09941410084,32.27627943984676,143.66626313,4637.0124548624335,14.974937500000001,23.428846153846155,38.071875
topq_all_women,20169477.0,63252.20875352892,37.38987753623954,48.30420878042599,1851.2944447196128,123420.61542548725,66.66719914680017,37.339640723,2489.3292641502103,14.974937500000001,23.428846153846155,38.071875
topq_native_women,16635278.0,56537.13322012357,37.46174094595834,48.32858519106203,1856.0990703010793,121518.59428450775,65.46988586379504,30.87672403,2021.4955980919976,14.974937500000001,23.428846153846155,38.071875
topq_native_college_women,12141678.0,51825.045246965296,38.87698504275933,49.32146915772268,1946.715980196477,131237.36205442814,67.41474534008947,23.636398589,1593.4417916342852,14.974937500000001,23.428846153846155,38.071875
native_college_employed_women,28471720.0,94094.32124655558,38.58849742832537,49.188910645370214,1926.1957956526687,82212.91306037191,42.6814933590461,54.842107359,2340.743041039252,14.974937500000001,23.428846153846155,38.071875
