STATE,PUMA,group,persons,workers,commuters,car_commuters,drove_alone,carpooled,transit_commuters,vehicles,vehicle_minutes,car_person_minutes,commuter_minutes,transit_minutes,vehicles_peak,vehicle_minutes_peak,vehicles_narrow_peak,vehicles_before_6am,personal_income,means_car_truck_van,means_bus,means_subway,means_commuter_rail,means_light_rail,means_ferry,means_taxi_ridehail,means_motorcycle,means_bicycle,means_walked,means_worked_from_home,means_other,carpool_2,carpool_3,carpool_4,carpool_7plus,carpool_5_6
01,00600,group,5434.0,2818.0,2791.0,2729.0,2584.0,145.0,0.0,2656.5,63276.0,63968.0,66758.0,0.0,1713.0,28855.0,772.0,422.0,102036746.915,2729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,27.0,0.0,145.0,0.0,0.0,0.0,0.0
01,00600,other,121562.0,48716.0,46075.0,45806.0,40682.0,5124.0,0.0,43123.333333333336,1178398.6666666667,1241352.0,1246954.0,0.0,24312.416666666668,603597.1666666666,11991.5,11493.083333333334,3839880123.6375,45806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2641.0,100.0,4436.0,616.0,72.0,0.0,0.0
01,00700,group,3291.0,1209.0,1185.0,1057.0,1022.0,35.0,0.0,1033.6666666666667,37692.666666666664,37926.0,38182.0,0.0,488.0,19045.0,264.0,427.6666666666667,47057324.82,1057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,128.0,0.0,35.0,0.0,0.0,0.0
01,00700,other,125379.0,52259.0,50936.0,49189.0,45481.0,3708.0,504.0,47136.96666666667,1464844.4166666667,1520420.0,1595712.0,43812.0,29581.633333333335,832737.0833333334,18449.416666666668,12041.083333333334,3842165725.505,49189.0,64.0,0.0,0.0,338.0,102.0,0.0,142.0,0.0,588.0,1323.0,513.0,2103.0,812.0,664.0,0.0,129.0
01,00800,group,4776.0,2320.0,2320.0,2320.0,1585.0,735.0,0.0,1784.875,47096.25,61720.0,61720.0,0.0,1445.5,39485.0,824.5,182.5,96852007.3,2320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,447.0,0.0
01,00800,other,111855.0,48455.0,44774.0,43443.0,40237.0,3206.0,0.0,41743.333333333336,1090748.8333333333,1135686.0,1153437.0,0.0,25507.333333333332,659020.8333333334,10728.166666666666,8709.5,3192427949.3275,43443.0,0.0,0.0,0.0,0.0,0.0,42.0,45.0,101.0,915.0,3681.0,228.0,2352.0,529.0,192.0,133.0,0.0
01,00900,group,6225.0,2850.0,2681.0,2681.0,2496.0,185.0,0.0,2588.5,88269.0,90369.0,90369.0,0.0,1199.5,38998.0,511.0,876.0,132223357.91,2681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,185.0,0.0,0.0,0.0,0.0
01,00900,other,151026.0,66218.0,60507.0,60123.0,54046.0,6077.0,0.0,56877.916666666664,1909702.0,2001089.0,2007067.0,0.0,36510.583333333336,1146526.6666666667,19721.25,13186.0,5228293484.6625,60123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,5711.0,310.0,5047.0,611.0,419.0,0.0,0.0
01,01000,group,4978.0,2252.0,2020.0,2020.0,1227.0,793.0,0.0,1553.8333333333333,41892.5,57360.0,57360.0,0.0,982.3333333333334,26228.0,458.8333333333333,331.5,149779324.875,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,375.0,418.0,0.0,0.0,0.0
01,01000,other,140873.0,58549.0,56394.0,55613.0,48730.0,6883.0,0.0,51845.38333333333,1473943.6666666667,1606738.0,1627806.0,0.0,29244.5,815217.1666666666,16561.0,14898.05,4753508959.1575,55613.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,179.0,2155.0,589.0,5048.0,1558.0,73.0,0.0,204.0
01,01100,group,2005.0,804.0,602.0,602.0,602.0,0.0,0.0,602.0,37354.0,37354.0,37354.0,0.0,525.0,34505.0,503.0,77.0,49476888.925,602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0
01,01100,other,122708.0,44255.0,42474.0,41315.0,36872.0,4443.0,124.0,38913.12380952381,1060407.0,1160216.0,1186467.0,19220.0,22466.52380952381,515884.5,12423.5,9589.6,3319903358.63,41315.0,124.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,759.0,1781.0,231.0,3483.0,398.0,392.0,128.0,42.0
01,01201,group,1346.0,605.0,605.0,605.0,448.0,157.0,0.0,513.5,14237.5,15610.0,15610.0,0.0,284.5,7597.5,245.0,145.0,37414906.725,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,78.0,0.0,0.0,0.0
01,01201,other,103545.0,51081.0,46797.0,45888.0,42109.0,3779.0,0.0,43893.57142857143,1160593.5238095238,1213174.0,1219914.0,0.0,29023.071428571428,778015.5238095238,17289.738095238095,8696.5,4256939767.6925,45888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.0,4284.0,110.0,3254.0,348.0,152.0,25.0,0.0
01,01202,group,6705.0,3046.0,2434.0,2434.0,2083.0,351.0,0.0,2231.3333333333335,51119.33333333333,52820.0,52820.0,0.0,1692.3333333333333,31584.333333333332,959.3333333333333,86.0,123621510.15,2434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,188.0,163.0,0.0,0.0,0.0
01,01202,other,129811.0,58129.0,54475.0,48792.0,43504.0,5288.0,901.0,45933.833333333336,913653.6666666666,951586.0,1043123.0,21584.0,32361.0,595782.5,19246.5,5663.5,3949889653.1685,48792.0,638.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,3663.0,3654.0,1119.0,4003.0,1285.0,0.0,0.0,0.0
01,01301,group,2741.0,772.0,772.0,772.0,432.0,340.0,0.0,602.0,14320.0,19420.0,19420.0,0.0,98.0,5880.0,0.0,504.0,37855931.325,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0
01,01301,other,115033.0,49866.0,47500.0,46450.0,42181.0,4269.0,409.0,44149.566666666666,1340820.4166666667,1422520.0,1436363.0,10061.0,26914.566666666666,752951.1666666666,15279.566666666668,10434.0,3882576939.555,46450.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,2366.0,128.0,3486.0,437.0,214.0,0.0,132.0
01,01401,group,3650.0,1099.0,1029.0,1029.0,952.0,77.0,0.0,990.5,31783.0,32243.0,32243.0,0.0,625.0,16948.0,496.0,327.0,60844541.65,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,77.0,0.0,0.0,0.0,0.0
01,01401,other,111391.0,48438.0,42668.0,41516.0,38073.0,3443.0,344.0,40086.5,1115759.1666666667,1157516.0,1179808.0,10170.0,27205.833333333332,727727.1666666666,15477.5,6664.5,3861367219.8224998,41516.0,344.0,0.0,0.0,0.0,0.0,235.0,85.0,0.0,136.0,5770.0,352.0,3275.0,168.0,0.0,0.0,0.0
01,01402,group,6944.0,2496.0,2496.0,2496.0,1230.0,1266.0,0.0,1863.0,57662.5,78460.0,78460.0,0.0,1564.0,45702.5,890.0,0.0,77198493.225,2496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1266.0,0.0,0.0,0.0,0.0
01,01402,other,124976.0,62307.0,56489.0,54898.0,49238.0,5660.0,223.0,51698.166666666664,1488357.0833333333,1602442.0,1688729.0,7805.0,38783.36666666667,1150230.0833333333,24462.366666666665,6849.5,4663045290.6525,54898.0,223.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,468.0,5818.0,832.0,3794.0,746.0,450.0,0.0,670.0
01,01403,group,7581.0,3917.0,3917.0,3850.0,2092.0,1758.0,67.0,2846.5,76543.0,105013.0,109033.0,4020.0,1862.0,51140.0,580.5,411.5,100684880.625,3850.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.0,0.0,498.0,0.0,0.0
01,01403,other,179595.0,79248.0,71572.0,65617.0,60183.0,5434.0,529.0,63919.46666666667,1365219.9166666667,1425622.0,1583158.0,28000.0,43875.55,915646.0,28535.55,9034.583333333334,5365571467.7475,65617.0,529.0,0.0,0.0,0.0,0.0,1245.0,0.0,77.0,2837.0,7676.0,1267.0,4359.0,566.0,430.0,0.0,79.0
01,01404,group,4279.0,2011.0,1737.0,1737.0,1613.0,124.0,0.0,1675.0,52550.0,55650.0,55650.0,0.0,1048.0,31580.0,875.0,311.0,155362489.2,1737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,124.0,0.0,0.0,0.0,0.0
01,01404,other,173598.0,92925.0,82823.0,81719.0,75980.0,5739.0,0.0,78581.44523809524,1568999.511904762,1664643.0,1687296.0,0.0,64177.47857142857,1301988.8452380951,46995.71666666667,5768.966666666666,11178677947.95,81719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,10102.0,345.0,4506.0,761.0,187.0,157.0,128.0
01,01501,group,6915.0,3880.0,3618.0,2882.0,2026.0,856.0,0.0,2431.5,85947.5,120720.0,126608.0,0.0,1735.5,70802.5,1078.0,452.0,143243287.51,2882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,736.0,721.0,135.0,0.0,0.0,0.0
01,01501,other,138432.0,73050.0,58538.0,57696.0,53053.0,4643.0,0.0,55150.5,1532314.3333333333,1617963.0,1631773.0,0.0,45580.166666666664,1262290.5,29325.5,3649.333333333333,7826450724.7875,57696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,201.0,14512.0,558.0,3582.0,495.0,566.0,0.0,0.0
01,01502,group,10107.0,3337.0,3077.0,3077.0,1305.0,1772.0,0.0,2187.6666666666665,76243.5,112669.0,112669.0,0.0,1424.1666666666667,36451.0,914.6666666666666,643.5,161671658.8,3077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,1752.0,20.0,0.0,0.0,0.0
01,01502,other,127842.0,62424.0,55367.0,53989.0,50188.0,3801.0,0.0,52015.0,1677801.1666666667,1746127.0,1764786.0,0.0,38318.916666666664,1247555.9166666667,19466.416666666668,7673.083333333333,5233090788.6335,53989.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,712.0,7057.0,635.0,3218.0,495.0,88.0,0.0,0.0
01,01600,group,2622.0,1342.0,1326.0,724.0,724.0,0.0,0.0,724.0,16020.0,16020.0,28420.0,0.0,724.0,16020.0,724.0,0.0,53972517.45,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,602.0,0.0,0.0,0.0,0.0,0.0
01,01600,other,132021.0,52260.0,48761.0,46612.0,42339.0,4273.0,523.0,44731.23333333333,1305957.3333333333,1385589.0,1427835.0,15690.0,24442.916666666668,727218.0833333334,14907.5,10512.416666666666,4117470905.565,46612.0,523.0,0.0,0.0,0.0,0.0,0.0,504.0,0.0,717.0,3499.0,405.0,3101.0,811.0,187.0,174.0,0.0
01,01700,group,2336.0,1303.0,1303.0,1303.0,1303.0,0.0,0.0,1303.0,43345.0,43345.0,43345.0,0.0,1042.0,19855.0,589.0,261.0,82418502.625,1303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,01700,other,108998.0,45156.0,42822.0,42690.0,39348.0,3342.0,97.0,40771.916666666664,987426.5,1023461.0,1038671.0,15035.0,30547.916666666668,722681.5,18842.0,6886.5,3692575034.08,42690.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2334.0,0.0,2115.0,716.0,511.0,0.0,0.0
01,01801,group,6185.0,1050.0,1050.0,1050.0,843.0,207.0,0.0,924.3333333333334,11795.333333333334,15643.0,15643.0,0.0,840.0,9222.0,503.0,44.33333333333333,52575228.875,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,133.0,0.0,0.0,0.0
01,01801,other,94074.0,34062.0,30748.0,29125.0,26593.0,2532.0,76.0,27838.5,564766.3333333334,603528.0,645295.0,4180.0,17126.333333333332,322717.0,10040.333333333334,3206.5,2884872142.8395,29125.0,76.0,0.0,0.0,0.0,0.0,73.0,0.0,48.0,1231.0,3314.0,195.0,1971.0,561.0,0.0,0.0,0.0
01,01802,group,2856.0,1238.0,1166.0,1166.0,946.0,220.0,0.0,1056.0,32235.0,34085.0,34085.0,0.0,739.0,21140.0,177.0,0.0,30861772.549999997,1166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,220.0,0.0,0.0,0.0,0.0
01,01802,other,107900.0,56461.0,52733.0,51926.0,47872.0,4054.0,529.0,49847.25,1103944.0,1152507.0,1158642.0,2645.0,35768.75,760226.5,26100.25,5324.0,5099618384.8925,51926.0,529.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,3728.0,207.0,3497.0,198.0,359.0,0.0,0.0
01,01901,group,1472.0,405.0,405.0,405.0,367.0,38.0,0.0,386.0,10745.0,11315.0,11315.0,0.0,386.0,10745.0,386.0,0.0,19746206.4,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0
01,01901,other,104462.0,46207.0,43350.0,42799.0,37145.0,5654.0,0.0,40097.26666666667,1226563.1666666667,1322887.0,1336572.0,0.0,28794.7,872134.0,14740.5,6608.566666666667,4105069900.9325,42799.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,20.0,2857.0,287.0,5149.0,221.0,134.0,34.0,116.0
01,02000,group,2272.0,1073.0,996.0,983.0,512.0,471.0,0.0,747.5,16995.0,23735.0,23865.0,0.0,361.5,9275.0,194.5,33.0,35350598.9,983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,77.0,0.0,471.0,0.0,0.0,0.0,0.0
01,02000,other,110900.0,47036.0,44966.0,42921.0,37810.0,5111.0,14.0,40080.8,1061899.6666666667,1161989.0,1181792.0,980.0,25792.833333333332,690862.1666666666,14836.166666666666,6647.333333333333,3370685046.855,42921.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1234.0,2070.0,797.0,3926.0,783.0,44.0,358.0,0.0
01,02101,group,5092.0,1980.0,1980.0,1980.0,1259.0,721.0,0.0,1543.8333333333333,25383.333333333332,33835.0,33835.0,0.0,1497.8333333333333,22833.333333333332,829.3333333333333,46.0,136426198.4875,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,454.0,0.0,0.0,0.0
01,02101,other,135536.0,68600.0,61839.0,58406.0,53792.0,4614.0,968.0,56084.416666666664,1129922.5,1203377.0,1270053.0,17519.0,36975.45,737043.1666666666,26191.366666666665,8701.666666666666,4853365202.885,58406.0,856.0,0.0,0.0,0.0,112.0,58.0,310.0,206.0,1624.0,6761.0,267.0,2940.0,918.0,233.0,57.0,466.0
01,02201,group,2961.0,1286.0,1286.0,1286.0,720.0,566.0,0.0,908.6666666666666,29581.666666666664,44675.0,44675.0,0.0,628.6666666666666,18346.666666666664,228.66666666666666,238.0,87661558.2,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,0.0,0.0,0.0
01,02201,other,102868.0,46558.0,43352.0,42242.0,38664.0,3578.0,149.0,40352.833333333336,1056180.1666666667,1094615.0,1105470.0,149.0,27174.833333333332,710831.1666666666,16100.666666666666,5936.0,3738820524.39,42242.0,149.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,652.0,3206.0,249.0,2617.0,961.0,0.0,0.0,0.0
01,02300,group,4418.0,2266.0,2244.0,2244.0,1193.0,1051.0,0.0,1642.1904761904761,55965.57142857143,86411.0,86411.0,0.0,1456.1666666666667,39493.166666666664,933.6666666666666,172.02380952380952,149652621.67499998,2244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,656.0,340.0,0.0,55.0,0.0
01,02300,other,150362.0,66321.0,61698.0,60215.0,54941.0,5274.0,0.0,57466.60476190476,1252745.75,1304394.0,1336080.0,0.0,38398.10476190476,807341.25,24262.916666666668,10857.5,5106710525.445,60215.0,0.0,0.0,0.0,0.0,0.0,60.0,31.0,0.0,262.0,4623.0,1130.0,4224.0,871.0,63.0,95.0,21.0
01,02400,group,3789.0,1372.0,1266.0,1250.0,1176.0,74.0,0.0,1207.5,18518.0,19163.0,19243.0,0.0,345.5,8244.0,124.5,474.0,77748464.3025,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,106.0,0.0,41.0,33.0,0.0,0.0,0.0
01,02400,other,102684.0,39789.0,38056.0,36980.0,31751.0,5229.0,0.0,34541.23333333333,915350.5,992954.0,1012842.0,0.0,22304.2,487838.3333333333,15567.033333333333,7818.033333333333,3534282576.0205,36980.0,0.0,0.0,0.0,0.0,0.0,246.0,77.0,0.0,114.0,1733.0,639.0,4452.0,679.0,0.0,47.0,51.0
01,02500,group,918.0,425.0,425.0,425.0,425.0,0.0,0.0,425.0,5938.0,5938.0,5938.0,0.0,425.0,5938.0,139.0,0.0,13506682.95,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,02500,other,125672.0,50277.0,48802.0,47542.0,42128.0,5414.0,81.0,44697.73333333333,1253042.5666666667,1358806.0,1379229.0,4806.0,26786.233333333334,666972.5666666667,16436.36666666667,9195.0,3427662430.1875,47542.0,72.0,0.0,9.0,0.0,0.0,0.0,54.0,0.0,273.0,1475.0,852.0,4484.0,529.0,344.0,0.0,57.0
01,02600,group,713.0,131.0,131.0,131.0,47.0,84.0,0.0,89.0,1075.0,1915.0,1915.0,0.0,89.0,1075.0,42.0,0.0,6992635.9,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0
01,02600,other,125789.0,45629.0,43200.0,41649.0,37576.0,4073.0,118.0,39464.5,1184381.6666666667,1253875.0,1295435.0,1180.0,22397.166666666668,623415.5,12906.333333333334,12859.833333333334,3643534073.2,41649.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,2429.0,1080.0,3287.0,582.0,204.0,0.0,0.0
01,02701,group,2783.0,394.0,394.0,394.0,394.0,0.0,0.0,394.0,3940.0,3940.0,3940.0,0.0,315.0,3150.0,315.0,0.0,18597654.075,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,02701,other,133139.0,58780.0,52490.0,52103.0,49875.0,2228.0,0.0,50674.45,1405464.8333333333,1448317.0,1474232.0,0.0,36220.583333333336,949678.0,21765.25,8969.866666666667,6213516978.5925,52103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,6290.0,327.0,887.0,634.0,233.0,0.0,474.0
01,02702,group,5030.0,1766.0,1154.0,1154.0,773.0,381.0,0.0,963.5,37280.5,45853.0,45853.0,0.0,705.5,26792.5,515.0,258.0,86674593.065,1154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,381.0,0.0,0.0,0.0,0.0
01,02702,other,120588.0,57567.0,50847.0,48591.0,45245.0,3346.0,0.0,46807.84761904762,1340159.4523809524,1397381.0,1507785.0,0.0,34473.34761904762,977722.9523809524,19413.0,7307.0,5155339964.89,48591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1393.0,6720.0,623.0,3022.0,40.0,0.0,284.0,0.0
01,02801,group,1322.0,510.0,510.0,510.0,339.0,171.0,0.0,424.5,12404.5,14542.0,14542.0,0.0,424.5,12404.5,201.5,0.0,13130329.774999999,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0
01,02801,other,145395.0,63574.0,59584.0,58583.0,53764.0,4819.0,297.0,56133.36666666667,1627965.8166666667,1695586.0,1724954.0,9793.0,34776.45,960497.9833333333,17764.783333333333,15387.416666666666,4787773778.64,58583.0,297.0,0.0,0.0,0.0,0.0,121.0,128.0,0.0,109.0,3990.0,346.0,3625.0,442.0,242.0,0.0,510.0
01,02802,group,854.0,296.0,296.0,296.0,296.0,0.0,0.0,296.0,7745.0,7745.0,7745.0,0.0,158.0,4295.0,69.0,138.0,25478003.325,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,02802,other,123788.0,58755.0,53946.0,51953.0,48000.0,3953.0,0.0,49819.51190476191,1218039.9404761905,1279719.0,1301949.0,0.0,34308.17857142857,786458.9404761905,19596.166666666668,9519.0,4733904644.0975,51953.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,79.0,1128.0,4809.0,478.0,1602.0,1576.0,695.0,80.0,0.0
01,02803,group,3038.0,1187.0,646.0,646.0,646.0,0.0,0.0,646.0,12430.0,12430.0,12430.0,0.0,313.0,4740.0,313.0,230.0,74862504.5,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,0.0,0.0,0.0,0.0,0.0,0.0
01,02803,other,137889.0,59090.0,51809.0,50244.0,45911.0,4333.0,523.0,47818.91904761905,936336.380952381,981556.0,1006524.0,16210.0,32083.535714285714,565083.5714285715,21647.833333333332,7013.916666666667,4535616044.7675,50244.0,523.0,0.0,0.0,0.0,0.0,121.0,0.0,73.0,694.0,7281.0,154.0,2954.0,514.0,158.0,584.0,123.0
02,00101,group,7482.0,4057.0,3853.0,3691.0,3557.0,134.0,0.0,3605.1666666666665,77257.83333333334,77792.0,81202.0,0.0,2882.1666666666665,67862.83333333334,870.5,0.0,270502184.5975,3691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,204.0,0.0,21.0,113.0,0.0,0.0,0.0
