survey,cut,persons_5plus,sample_persons,sample_trips,driver_vmt_per_person,commute_driver_vmt_per_person,peak_driver_vmt_per_person,pov_hours_per_person,commute_pov_hours_per_person,peak_pov_hours_per_person,driver_trips_per_person,pov_person_miles_per_person,commute_share_of_driver_vmt,peak_share_of_driver_vmt,all_over_commute_driver_vmt,pov_hours_total,occupancy_pmt_per_driver_vmt,pov_hours_per_driver_vmt
2022,hispanic,56715891.26331204,1722,2608,4436.317454890437,1716.1852328917219,1769.447731277168,274.7797667904501,61.77692702973002,99.10571920091128,438.9311487435981,6862.898241802868,0.38684905900948563,0.3988550750187168,2.584987546720334,15584379374.645407,1.546980871316469,0.06193870695334093
2022,non_hispanic,248845033.73674905,15275,28466,6415.324977470161,1842.0297852070994,2658.710811771118,297.200001308873,64.12082850077044,114.68244064136387,546.7612595988406,9055.595170181892,0.28712961411558785,0.4144311973451363,3.4827476889842397,73956744352.26837,1.4115567336002524,0.0463265699481481
2017,hispanic,51898032.55122629,24058,79021,6353.212187942518,2007.4778254403564,3049.2124375778635,338.91151484560027,81.87481161786467,138.88852558064966,632.0264736767688,9313.244180314186,0.3159784005404794,0.4799481502230997,3.164773282887391,17588840829.442375,1.465911086361854,0.053344907240593285
2017,non_hispanic,249399955.59449533,239775,843213,7114.280616229404,2130.3881984757923,2984.6724378306953,360.24771648844495,77.98074806932443,142.39415955013348,752.1420064018439,10205.058559711775,0.29945237099811034,0.41953257101244107,3.3394292276493958,89845764495.23651,1.4344470102052984,0.05063726551165726
2017,hispanic_southwest,26653325.853305116,18297,60552,6327.795690794963,2201.766748025097,2593.2377629098232,360.63672181977824,82.30269502499169,147.47960450256375,660.8769846854864,9577.339667083714,0.3479516178482192,0.4098169235587368,2.8739627830562706,9612168061.330301,1.5135349077429694,0.05699247248838898
2017,non_hispanic_southwest,43571673.0255234,92777,324298,7237.269843223835,2166.457320945308,2892.3394012509366,371.18383819228376,80.86914393150467,145.75535493865058,745.4156877274636,10487.618657396697,0.2993473185159366,0.39964509599693837,3.340601161746375,16173100830.072973,1.4491125637958802,0.051287826242905475
