approach,f_beta,f_vot,f_tau,f_nhts,f_pi_source,f_fill_in,note,is_central,umr_eq_a4_hours_per_other_car_commuter,others_passenger_hours_m,others_truck_person_hours_m,time_bn,fuel_bn,total_bn,usd_per_other_commuter,hours_per_other_commuter,usd_per_other_car_commuter,usd_per_other_resident,f_variant,f_theta,f_sigma,f_hours,areas_at_free_flow_cap,uncapped_others_passenger_hours_m,f_elasticity,f_share,f_residual,f_elasticity_value
"B1 population elasticity, lanes fixed",,low,central,2017 southwest,,,,False,,560.3330194388463,41.21253077471051,9.421099969537048,0.7989396726783209,10.220039642215367,115.9596072036019,6.3577049710202695,131.58859879916182,49.18158179001437,,,,2022,22.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,low,central,2017 southwest,,,,False,,688.5208735738629,49.19571225828069,11.533324326605747,0.9774430870764401,12.510767413682185,141.95088530906474,7.812162461808141,161.08297144645854,60.205180444728725,,,,2017,26.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,low,central,2022 national,,,,False,,560.9689939425648,40.73953357031052,9.416308557353315,0.8106921064469912,10.227000663800306,116.0385890233388,6.364920926752777,131.67822575841444,49.215080099649846,,,,2022,20.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,low,central,2022 national,,,,False,,689.28792841549,48.6395531199528,11.527972175059054,0.9918890669539511,12.519861242013004,142.05406658801624,7.820865694011986,161.20005945880146,60.24894239453459,,,,2017,24.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,low,central,2017 national,,,,False,,560.7472715938775,40.902935590556744,9.41793429417399,0.7781373104679652,10.196071604641956,115.68765872592932,6.362405199088097,131.27999720947494,49.066241141491474,,,,2022,21.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,low,central,2017 national,,,,False,,689.0221929729042,48.83191436078267,11.529817048808056,0.9521736755003212,12.481990724308377,141.62437643892073,7.817850580703125,160.71245583542935,60.06669926934876,,,,2017,24.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,low,high,2017 southwest,,,,False,,560.3330194388463,40.15061899299472,9.389465087443714,0.793393422016978,10.182858509460694,115.5377390210356,6.3577049710202695,131.109871383982,49.00265617077647,,,,2022,22.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,low,high,2017 southwest,,,,False,,688.5208735738629,47.92810006667451,11.495561526614264,0.9707860522096584,12.46634757882392,141.44688466106953,7.812162461808141,160.51104178351036,59.99142024245351,,,,2017,26.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,low,high,2022 national,,,,False,,560.9689939425648,39.68980937558901,9.385036749560696,0.8052130450590763,10.190249794619772,115.62160273916017,6.364920926752777,131.2050382220235,49.03822502454911,,,,2022,20.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,low,high,2022 national,,,,False,,689.28792841549,47.386271325689314,11.490636284758272,0.9853105522406364,12.47594683699891,141.5558006972481,7.820865694011986,160.63463748147035,60.03761445672119,,,,2017,24.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,low,high,2017 national,,,,False,,560.7472715938775,39.84900106157054,9.386537058421787,0.772635054090473,10.159172112512264,115.26898612159842,6.362405199088097,130.80489607134527,48.888670852753044,,,,2022,21.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,low,high,2017 national,,,,False,,689.0221929729042,47.573676048097646,11.49233350134916,0.9455680073922585,12.437901508741419,141.1241270956656,7.817850580703125,160.14478307664223,59.85453009609947,,,,2017,24.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,central,low,2017 southwest,,,,False,,560.3330194388463,42.27444255642629,13.15167031866339,0.8044859233396637,13.956156242003056,158.35069652860625,6.3577049710202695,179.69314296214137,67.160780556572,,,,2022,22.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,central,low,2017 southwest,,,,False,,688.5208735738629,50.463324449886855,16.10519170985314,0.9841001219432218,17.089291831796363,193.90018410665076,7.812162461808141,220.03397690623723,82.23827239252562,,,,2017,26.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,central,low,2022 national,,,,False,,560.9689939425648,41.789257765032005,13.14674328051882,0.8161711678349058,13.962914448353727,158.4273771464179,6.364920926752777,179.78015856435167,67.19330286470635,,,,2022,20.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,central,low,2022 national,,,,False,,689.28792841549,49.89283491421629,16.099796429572045,0.9984675816672663,17.09826401123931,194.00198512116606,7.820865694011986,220.1494986226301,82.28144893513758,,,,2017,24.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,central,low,2017 national,,,,False,,560.7472715938775,41.95687011954294,13.148403682927045,0.7836395668454577,13.932043249772503,158.07710335231283,6.362405199088097,179.3826750019813,67.04474234722002,,,,2022,21.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,central,low,2017 national,,,,False,,689.0221929729042,50.0901526734677,16.101653618876835,0.9587793436083839,17.06043296248522,193.57274279851364,7.817850580703125,219.66240318357814,82.09939574516599,,,,2017,24.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,central,central,2017 southwest,,,,False,,560.3330194388463,41.21253077471051,13.112126716046722,0.7989396726783209,13.911066388725045,157.83909365248934,6.3577049710202695,179.11258644566712,66.94379604530532,,,,2022,22.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,central,central,2017 southwest,,,,False,,688.5208735738629,49.19571225828069,16.05798820986379,0.9774430870764401,17.035431296940228,193.2890664706785,7.812162461808141,219.34049306856045,81.97908100061173,,,,2017,26.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,central,central,2022 national,,,,False,,560.9689939425648,40.73953357031052,13.107653520778046,0.8106921064469912,13.918345627225039,157.92168605591937,6.364920926752777,179.20631062170483,66.97882570039371,,,,2022,20.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,central,central,2022 national,,,,False,,689.28792841549,48.6395531199528,16.053126566696072,0.9918890669539511,17.045015633650024,193.39781320347828,7.820865694011986,219.46389664449688,82.02520340877234,,,,2017,24.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,central,central,2017 national,,,,False,,560.7472715938775,40.902935590556744,13.109157138236792,0.7781373104679652,13.887294448704758,157.56937015593522,6.362405199088097,178.80650971920454,66.82939907099362,,,,2022,21.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,central,central,2017 national,,,,False,,689.0221929729042,48.83191436078267,16.054799184553215,0.9521736755003212,17.006972860053533,192.96616858783875,7.817850580703125,218.97407513232602,81.842131341867,,,,2017,24.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,central,high,2017 southwest,,,,False,,560.3330194388463,40.15061899299472,13.07258311343006,0.793393422016978,13.865976535447034,157.32749077637246,6.3577049710202695,178.5320299291929,66.72681153403865,,,,2022,22.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,central,high,2017 southwest,,,,False,,688.5208735738629,47.92810006667451,16.010784709874432,0.9707860522096584,16.98157076208409,192.67794883470623,7.812162461808141,218.64700923088367,81.71988960869783,,,,2017,26.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,central,high,2022 national,,,,False,,560.9689939425648,39.68980937558901,13.068563761037272,0.8052130450590763,13.87377680609635,157.41599496542082,6.364920926752777,178.63246267905797,66.76434853608107,,,,2022,20.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,central,high,2022 national,,,,False,,689.28792841549,47.386271325689314,16.0064567038201,0.9853105522406364,16.991767256060733,192.79364128579041,7.820865694011986,218.7782946663636,81.76895788240708,,,,2017,24.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,central,high,2017 national,,,,False,,560.7472715938775,39.84900106157054,13.06991059354654,0.772635054090473,13.84254564763701,157.0616369595576,6.362405199088097,178.2303444364277,66.61405579476721,,,,2022,21.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,central,high,2017 national,,,,False,,689.0221929729042,47.573676048097646,16.007944750229594,0.9455680073922585,16.953512757621848,192.35959437716392,7.817850580703125,218.28574708107396,81.58486693856803,,,,2017,24.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,high,low,2017 southwest,,,,False,,560.3330194388463,42.27444255642629,15.782004382396073,0.8044859233396637,16.586490305735737,188.19524855801296,6.3577049710202695,213.56013232200465,79.81865610493807,,,,2022,22.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,high,low,2017 southwest,,,,False,,688.5208735738629,50.463324449886855,19.32623005182377,0.9841001219432218,20.310330173766996,230.44704243583143,7.812162461808141,261.50660685059756,97.73877593363142,,,,2017,26.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,high,low,2022 national,,,,False,,560.9689939425648,41.789257765032005,15.776091936622588,0.8161711678349058,16.592263104457494,188.26074844800118,6.364920926752777,213.6344602621633,79.84643636630992,,,,2022,20.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,high,low,2022 national,,,,False,,689.28792841549,49.89283491421629,19.31975571548646,0.9984675816672663,20.318223297153725,230.5366001596346,7.820865694011986,261.6082351302295,97.77675976804039,,,,2017,24.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,high,low,2017 national,,,,False,,560.7472715938775,41.95687011954294,15.778084419512455,0.7836395668454577,16.56172398635791,187.91424253773602,6.362405199088097,213.24125241757858,79.69947390949072,,,,2022,21.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,high,low,2017 national,,,,False,,689.0221929729042,50.0901526734677,19.321984342652208,0.9587793436083839,20.28076368626059,230.11157228134488,7.817850580703125,261.1259221567428,97.59649403703942,,,,2017,24.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,high,central,2017 southwest,,,,False,,560.3330194388463,41.21253077471051,15.734552059256073,0.7989396726783209,16.53349173193439,187.59391098834547,6.3577049710202695,212.87774670423602,79.56361270164263,,,,2022,22.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,high,central,2017 southwest,,,,False,,688.5208735738629,49.19571225828069,19.26958585183655,0.9774430870764401,20.247028938912987,229.72880781188212,7.812162461808141,260.69156883819215,97.43415335207884,,,,2017,26.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,high,central,2022 national,,,,False,,560.9689939425648,40.73953357031052,15.729184224933661,0.8106921064469912,16.53987633138065,187.6663525511827,6.364920926752777,212.95995191326054,79.59433711278537,,,,2022,20.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,high,central,2022 national,,,,False,,689.28792841549,48.6395531199528,19.263751880035286,0.9918890669539511,20.25564094698924,229.82652221502704,7.820865694011986,260.80245315129406,97.47559665312328,,,,2017,24.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,high,central,2017 national,,,,False,,560.7472715938775,40.902935590556744,15.730988565884154,0.7781373104679652,16.509125876352122,187.3174487493118,6.362405199088097,212.56402299015477,79.44635764577639,,,,2022,21.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,high,central,2017 national,,,,False,,689.0221929729042,48.83191436078267,19.26575902146386,0.9521736755003212,20.21793269696418,229.3986732032503,7.817850580703125,260.3169388130258,97.29413440369078,,,,2017,24.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,high,high,2017 southwest,,,,False,,560.3330194388463,40.15061899299472,15.687099736116073,0.793393422016978,16.48049315813305,186.99257341867806,6.3577049710202695,212.19536108646747,79.3085692983472,,,,2022,22.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,high,high,2017 southwest,,,,False,,688.5208735738629,47.92810006667451,19.212941651849324,0.9707860522096584,20.18372770405898,229.01057318793286,7.812162461808141,259.87653082578686,97.12953077052629,,,,2017,26.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,high,high,2022 national,,,,False,,560.9689939425648,39.68980937558901,15.682276513244732,0.8052130450590763,16.487489558303807,187.07195665436424,6.364920926752777,212.28544356435776,79.34223785926083,,,,2022,20.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,high,high,2022 national,,,,False,,689.28792841549,47.386271325689314,19.207748044584118,0.9853105522406364,20.193058596824756,229.11644427041952,7.820865694011986,259.9966711723586,97.17443353820619,,,,2017,24.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,high,high,2017 national,,,,False,,560.7472715938775,39.84900106157054,15.68389271225585,0.772635054090473,16.456527766346323,186.7206549608875,6.362405199088097,211.88679356273082,79.193241382062,,,,2022,21.0,572.0364619385895,low,population,,
"B1 population elasticity, lanes fixed",,high,high,2017 national,,,,False,,689.0221929729042,47.573676048097646,19.209533700275518,0.9455680073922585,20.155101707667775,228.68577412515577,7.817850580703125,259.5079554693088,96.99177477034215,,,,2017,24.0,705.745787405056,low,population,,
"B1 population elasticity, lanes fixed",,low,low,2017 southwest,,,,False,,498.1367879400301,38.292794391463666,8.42466754334862,0.7225925109956103,9.147260054344232,103.78753116666265,5.6520080435488955,117.77597500020902,44.01907764222172,,,,2022,22.0,509.4422198872666,low,traffic,,
"B1 population elasticity, lanes fixed",,low,low,2017 southwest,,,,False,,611.4009038078145,45.60683961524418,10.29873860331531,0.8824852656270492,11.181223868942359,126.86548910656089,6.937136364581954,143.96437130207983,53.807059020726776,,,,2017,26.0,628.1929235435971,low,traffic,,
"B1 population elasticity, lanes fixed",,low,low,2022 national,,,,False,,440.65977054335235,33.992455844756634,7.45611205886958,0.6516269657825821,8.107739024652165,91.99281661535528,4.999856721843397,104.39157332387761,39.01662262893,,,,2022,19.0,449.24596435174453,low,traffic,,
"B1 population elasticity, lanes fixed",,low,low,2022 national,,,,False,,540.8202182627618,40.41276363399297,9.111952453843601,0.795537482268254,9.907489936111855,112.41332534754561,6.136306929619887,127.56435042820974,47.67750847207147,,,,2017,22.0,553.8838568947978,low,traffic,,
"B1 population elasticity, lanes fixed",,low,low,2017 national,,,,False,,540.041597693628,40.7476336235903,9.110543173630472,0.7594044757248907,9.869947649355364,111.98735940433875,6.127472469234386,127.08097295777439,47.496844882561334,,,,2022,22.0,552.6310054503391,low,traffic,,
"B1 population elasticity, lanes fixed",,low,low,2017 national,,,,False,,662.6900431582466,48.564920779583375,11.136826554591812,0.9275888057224746,12.064415360314289,136.88644225453245,7.5190781829208975,155.3359446902024,58.0572142148154,,,,2017,26.0,681.5117239208454,low,traffic,,
"B1 population elasticity, lanes fixed",,low,central,2017 southwest,,,,False,,498.1367879400301,37.33089951928791,8.396012214919836,0.7175580996109678,9.113570314530804,103.40527736605902,5.6520080435488955,117.34220117827145,43.85695354563072,,,,2022,22.0,509.4422198872666,low,traffic,,
"B1 population elasticity, lanes fixed",,low,central,2017 southwest,,,,False,,611.4009038078145,44.46121977059202,10.264610016239278,0.8764586172551061,11.141068633494383,126.40987587092512,6.937136364581954,143.44735068845878,53.61382121875932,,,,2017,26.0,628.1929235435971,low,traffic,,
"B1 population elasticity, lanes fixed",,low,central,2022 national,,,,False,,440.65977054335235,33.138583217037905,7.430674767028858,0.6471667318991724,8.077841498928029,91.65359040286489,4.999856721843397,104.00662633195498,38.872747687325386,,,,2022,19.0,449.24596435174453,low,traffic,,
"B1 population elasticity, lanes fixed",,low,central,2022 national,,,,False,,540.8202182627618,39.39761624849283,9.081710706458743,0.7902042312282884,9.871914937687032,112.0096808424332,6.136306929619887,127.10630287077483,47.50631200356827,,,,2017,22.0,553.8838568947978,low,traffic,,
"B1 population elasticity, lanes fixed",,low,central,2017 national,,,,False,,540.041597693628,39.7240744799263,9.080050835770688,0.754046468116812,9.8340973038875,111.58059072984214,6.127472469234386,126.6193801565982,47.324323369969065,,,,2022,22.0,552.6310054503391,low,traffic,,
"B1 population elasticity, lanes fixed",,low,central,2017 national,,,,False,,662.6900431582466,47.34499549056041,11.100484371234018,0.9211713590839842,12.021655730318004,136.40127878431858,7.5190781829208975,154.78539107266656,57.85144336523021,,,,2017,26.0,681.5117239208454,low,traffic,,
"B1 population elasticity, lanes fixed",,low,high,2017 southwest,,,,False,,498.1367879400301,36.369004647112156,8.36735688649105,0.7125236882263252,9.079880574717377,103.0230235654554,5.6520080435488955,116.90842735633389,43.69482944903972,,,,2022,22.0,509.4422198872666,low,traffic,,
"B1 population elasticity, lanes fixed",,low,high,2017 southwest,,,,False,,611.4009038078145,43.31559992593986,10.230481429163243,0.870431968883163,11.100913398046405,125.95426263528935,6.937136364581954,142.9303300748377,53.420583416791864,,,,2017,26.0,628.1929235435971,low,traffic,,
"B1 population elasticity, lanes fixed",,low,high,2022 national,,,,False,,440.65977054335235,32.28471058931916,7.405237475188136,0.6427064980157625,8.047943973203898,91.31436419037455,4.999856721843397,103.62167934003239,38.728872745720786,,,,2022,19.0,449.24596435174453,low,traffic,,
"B1 population elasticity, lanes fixed",,low,high,2022 national,,,,False,,540.8202182627618,38.38246886299269,9.051468959073887,0.7848709801883228,9.836339939262208,111.60603633732079,6.136306929619887,126.64825531333989,47.33511553506506,,,,2017,22.0,553.8838568947978,low,traffic,,
"B1 population elasticity, lanes fixed",,low,high,2017 national,,,,False,,540.041597693628,38.7005153362623,9.049558497910905,0.7486884605087332,9.798246958419636,111.1738220553455,6.127472469234386,126.15778735542197,47.15180185737678,,,,2022,22.0,552.6310054503391,low,traffic,,
"B1 population elasticity, lanes fixed",,low,high,2017 national,,,,False,,662.6900431582466,46.12507020153745,11.064142187876227,0.9147539124454934,11.978896100321718,135.9161153141047,7.5190781829208975,154.23483745513064,57.64567251564501,,,,2017,26.0,681.5117239208454,low,traffic,,
"B1 population elasticity, lanes fixed",,central,low,2017 southwest,,,,False,,498.1367879400301,38.292794391463666,11.718319487538498,0.7225925109956103,12.44091199853411,141.1582850075791,5.6520080435488955,160.18354477888488,59.869017383345955,,,,2022,22.0,509.4422198872666,low,traffic,,
"B1 population elasticity, lanes fixed",,central,low,2017 southwest,,,,False,,611.4009038078145,45.60683961524418,14.330913356285588,0.8824852656270492,15.21339862191264,172.6157422268473,6.937136364581954,195.88082607443152,73.21096931337335,,,,2017,26.0,628.1929235435971,low,traffic,,
"B1 population elasticity, lanes fixed",,central,low,2022 national,,,,False,,440.65977054335235,33.992455844756634,10.370608350586357,0.6516269657825821,11.02223531636894,125.06155773724122,4.999856721843397,141.9173067513881,53.041963309183075,,,,2022,19.0,449.24596435174453,low,traffic,,
"B1 population elasticity, lanes fixed",,central,low,2022 national,,,,False,,540.8202182627618,40.41276363399297,12.679176664678227,0.795537482268254,13.47471414694648,152.88811143222026,6.136306929619887,173.49431273160667,64.84395160051052,,,,2017,22.0,553.8838568947978,low,traffic,,
"B1 population elasticity, lanes fixed",,central,low,2017 national,,,,False,,540.041597693628,40.7476336235903,12.675558947147728,0.7594044757248907,13.434963422872618,152.43708790285706,6.127472469234386,172.98250042311764,64.65266041616172,,,,2022,22.0,552.6310054503391,low,traffic,,
"B1 population elasticity, lanes fixed",,central,low,2017 national,,,,False,,662.6900431582466,48.564920779583375,15.500789082829426,0.9275888057224746,16.4283778885519,186.40125808121329,7.5190781829208975,211.5243484935322,79.05777659272728,,,,2017,26.0,681.5117239208454,low,traffic,,
"B1 population elasticity, lanes fixed",,central,central,2017 southwest,,,,False,,498.1367879400301,37.33089951928791,11.682500327002513,0.7175580996109678,12.400058426613484,140.69474823877718,5.6520080435488955,159.65753270132205,59.67241899829379,,,,2022,22.0,509.4422198872666,low,traffic,,
"B1 population elasticity, lanes fixed",,central,central,2017 southwest,,,,False,,611.4009038078145,44.46121977059202,14.288252622440545,0.8764586172551061,15.164711239695652,172.06332071819355,6.937136364581954,195.25394940570817,72.97667252446898,,,,2017,26.0,628.1929235435971,low,traffic,,
"B1 population elasticity, lanes fixed",,central,central,2022 national,,,,False,,440.65977054335235,33.138583217037905,10.338811735785455,0.6471667318991724,10.985978467684626,124.65017675643689,4.999856721843397,141.45047999902064,52.867485593690645,,,,2022,19.0,449.24596435174453,low,traffic,,
"B1 population elasticity, lanes fixed",,central,central,2022 national,,,,False,,540.8202182627618,39.39761624849283,12.641374480447155,0.7902042312282884,13.431578711675446,152.39868396366876,6.136306929619887,172.93892041566485,64.63637227478391,,,,2017,22.0,553.8838568947978,low,traffic,,
"B1 population elasticity, lanes fixed",,central,central,2017 national,,,,False,,540.041597693628,39.7240744799263,12.637443524822999,0.754046468116812,13.391489992939809,151.94382544642013,6.127472469234386,172.42275624108706,64.44345456914121,,,,2022,22.0,552.6310054503391,low,traffic,,
"B1 population elasticity, lanes fixed",,central,central,2017 national,,,,False,,662.6900431582466,47.34499549056041,15.455361353632185,0.9211713590839842,16.37653271271617,185.81300730765662,7.5190781829208975,210.8568135052588,78.80828365091419,,,,2017,26.0,681.5117239208454,low,traffic,,
"B1 population elasticity, lanes fixed",,central,high,2017 southwest,,,,False,,498.1367879400301,36.369004647112156,11.646681166466538,0.7125236882263252,12.359204854692862,140.2312114699753,5.6520080435488955,159.1315206237593,59.475820613241666,,,,2022,22.0,509.4422198872666,low,traffic,,
"B1 population elasticity, lanes fixed",,central,high,2017 southwest,,,,False,,611.4009038078145,43.31559992593986,14.245591888595504,0.870431968883163,15.116023857478668,171.51089920953987,6.937136364581954,194.62707273698487,72.74237573556462,,,,2017,26.0,628.1929235435971,low,traffic,,
"B1 population elasticity, lanes fixed",,central,high,2022 national,,,,False,,440.65977054335235,32.28471058931916,10.30701512098455,0.6427064980157625,10.949721619000313,124.2387957756326,4.999856721843397,140.9836532466532,52.69300787819822,,,,2022,19.0,449.24596435174453,low,traffic,,
"B1 population elasticity, lanes fixed",,central,high,2022 national,,,,False,,540.8202182627618,38.38246886299269,12.603572296216088,0.7848709801883228,13.388443276404406,151.90925649511718,6.136306929619887,172.38352809972292,64.42879294905728,,,,2017,22.0,553.8838568947978,low,traffic,,
"B1 population elasticity, lanes fixed",,central,high,2017 national,,,,False,,540.041597693628,38.7005153362623,12.599328102498266,0.7486884605087332,13.348016563007002,151.45056298998324,6.127472469234386,171.86301205905653,64.23424872212071,,,,2022,22.0,552.6310054503391,low,traffic,,
"B1 population elasticity, lanes fixed",,central,high,2017 national,,,,False,,662.6900431582466,46.12507020153745,15.409933624434942,0.9147539124454934,16.324687536880436,185.2247565340999,7.5190781829208975,210.18927851698535,78.55879070910109,,,,2017,26.0,681.5117239208454,low,traffic,,
"B1 population elasticity, lanes fixed",,high,low,2017 southwest,,,,False,,498.1367879400301,38.292794391463666,14.061983385046199,0.7225925109956103,14.784575896041812,167.75019213185956,5.6520080435488955,190.35949899488728,71.1473589259227,,,,2022,22.0,509.4422198872666,low,traffic,,
"B1 population elasticity, lanes fixed",,high,low,2017 southwest,,,,False,,611.4009038078145,45.60683961524418,17.19709602754271,0.8824852656270492,18.079581293169763,205.13630265206118,6.937136364581954,232.78449522022052,87.00381184690758,,,,2017,26.0,628.1929235435971,low,traffic,,
"B1 population elasticity, lanes fixed",,high,low,2022 national,,,,False,,440.65977054335235,33.992455844756634,12.444730020703632,0.6516269657825821,13.096356986486212,148.59515864088135,4.999856721843397,168.6227574017289,63.023195098143304,,,,2022,19.0,449.24596435174453,low,traffic,,
"B1 population elasticity, lanes fixed",,high,low,2022 national,,,,False,,540.8202182627618,40.41276363399297,15.215011997613873,0.795537482268254,16.010549479882126,181.6604527767291,6.136306929619887,206.14457925973878,77.04707381909992,,,,2017,22.0,553.8838568947978,low,traffic,,
"B1 population elasticity, lanes fixed",,high,low,2017 national,,,,False,,540.041597693628,40.7476336235903,15.210670736577274,0.7594044757248907,15.970075212302167,181.20121970770666,6.127472469234386,205.62345093296892,76.85230074863624,,,,2022,22.0,552.6310054503391,low,traffic,,
"B1 population elasticity, lanes fixed",,high,low,2017 national,,,,False,,662.6900431582466,48.564920779583375,18.600946899395314,0.9275888057224746,19.52853570511779,221.57657004313737,7.5190781829208975,251.4405755747948,93.97657050694903,,,,2017,26.0,681.5117239208454,low,traffic,,
"B1 population elasticity, lanes fixed",,high,central,2017 southwest,,,,False,,498.1367879400301,37.33089951928791,14.019000392403022,0.7175580996109678,14.736558492013991,167.20537239485944,5.6520080435488955,189.7412486616993,70.91628625240942,,,,2022,22.0,509.4422198872666,low,traffic,,
"B1 population elasticity, lanes fixed",,high,central,2017 southwest,,,,False,,611.4009038078145,44.46121977059202,17.14590314692866,0.8764586172551061,18.022361764183767,204.4870728703895,6.937136364581954,232.04776249639488,86.7284560710663,,,,2017,26.0,628.1929235435971,low,traffic,,
"B1 population elasticity, lanes fixed",,high,central,2022 national,,,,False,,440.65977054335235,33.138583217037905,12.406574082942544,0.6471667318991724,13.05374081484172,148.11162289176312,4.999856721843397,168.07405088891664,62.81811460876308,,,,2022,19.0,449.24596435174453,low,traffic,,
"B1 population elasticity, lanes fixed",,high,central,2022 national,,,,False,,540.8202182627618,39.39761624849283,15.169649376536588,0.7902042312282884,15.959853607764876,181.08524234473845,6.136306929619887,205.49184218528998,76.8031116361499,,,,2017,22.0,553.8838568947978,low,traffic,,
"B1 population elasticity, lanes fixed",,high,central,2017 national,,,,False,,540.041597693628,39.7240744799263,15.1649322297876,0.754046468116812,15.91897869790441,180.62146346932946,6.127472469234386,204.965555370084,76.6064105671875,,,,2022,22.0,552.6310054503391,low,traffic,,
"B1 population elasticity, lanes fixed",,high,central,2017 national,,,,False,,662.6900431582466,47.34499549056041,18.546433624358624,0.9211713590839842,19.46760498344261,220.88523196623785,7.5190781829208975,250.65605921578378,93.68335547290803,,,,2017,26.0,681.5117239208454,low,traffic,,
"B1 population elasticity, lanes fixed",,high,high,2017 southwest,,,,False,,498.1367879400301,36.369004647112156,13.976017399759844,0.7125236882263252,14.68854108798617,166.66055265785928,5.6520080435488955,189.1229983285113,70.68521357889614,,,,2022,22.0,509.4422198872666,low,traffic,,
"B1 population elasticity, lanes fixed",,high,high,2017 southwest,,,,False,,611.4009038078145,43.31559992593986,17.09471026631461,0.870431968883163,17.965142235197774,203.8378430887179,6.937136364581954,231.3110297725693,86.45310029522504,,,,2017,26.0,628.1929235435971,low,traffic,,
"B1 population elasticity, lanes fixed",,high,high,2022 national,,,,False,,440.65977054335235,32.28471058931916,12.368418145181463,0.6427064980157625,13.011124643197224,147.62808714264486,4.999856721843397,167.5253443761043,62.61303411938283,,,,2022,19.0,449.24596435174453,low,traffic,,
"B1 population elasticity, lanes fixed",,high,high,2022 national,,,,False,,540.8202182627618,38.38246886299269,15.124286755459304,0.7848709801883228,15.909157735647629,180.51003191274782,6.136306929619887,204.83910511084122,76.55914945319988,,,,2017,22.0,553.8838568947978,low,traffic,,
"B1 population elasticity, lanes fixed",,high,high,2017 national,,,,False,,540.041597693628,38.7005153362623,15.11919372299792,0.7486884605087332,15.867882183506653,180.04170723095217,6.127472469234386,204.307659807199,76.36052038573871,,,,2022,22.0,552.6310054503391,low,traffic,,
"B1 population elasticity, lanes fixed",,high,high,2017 national,,,,False,,662.6900431582466,46.12507020153745,18.49192034932193,0.9147539124454934,19.406674261767424,220.1938938893383,7.5190781829208975,249.87154285677278,93.39014043886704,,,,2017,26.0,681.5117239208454,low,traffic,,
"B1 population elasticity, lanes fixed",,low,low,2017 southwest,,,,False,,775.1834954413533,56.53052541890562,13.019039019860749,1.1013017386885955,14.120340758549345,160.21358284941647,8.795462325878932,181.8071083901816,67.95088064540346,,,,2022,32.0,802.5705974120508,central,population,,
"B1 population elasticity, lanes fixed",,low,low,2017 southwest,,,,False,,950.2748718433969,67.49735347721841,15.905985121216968,1.3434783274752395,17.249463448692207,195.71753887538253,10.782101120160345,222.09627405698993,83.00906132804624,,,,2017,38.0,990.2191507974267,central,population,,
