area_group,name,state,size,pop_k,auto_commuters_k,freeway_dvmt_k,arterial_dvmt_k,vot,commercial_vot,gas_price,diesel_price,fuel_kgal,delay_kph,delay_per_auto_commuter,tti,cost_musd,cost_per_auto_commuter,truck_delay_kph,truck_fuel_kgal,truck_cost_musd,ua,ua_name,match,ua_pop20,acs_group_car_commuters,acs_other_car_commuters,acs_group_car_person_minutes,acs_other_car_person_minutes,acs_group_carpool_2,acs_other_carpool_2,acs_group_carpool_3,acs_other_carpool_3,acs_group_carpool_4,acs_other_carpool_4,acs_group_carpool_5_6,acs_other_carpool_5_6,acs_group_carpool_7plus,acs_other_carpool_7plus,acs_group_carpooled,acs_other_carpooled,acs_group_commuter_minutes,acs_other_commuter_minutes,acs_group_commuters,acs_other_commuters,acs_group_drove_alone,acs_other_drove_alone,acs_group_means_bicycle,acs_other_means_bicycle,acs_group_means_bus,acs_other_means_bus,acs_group_means_car_truck_van,acs_other_means_car_truck_van,acs_group_means_commuter_rail,acs_other_means_commuter_rail,acs_group_means_ferry,acs_other_means_ferry,acs_group_means_light_rail,acs_other_means_light_rail,acs_group_means_motorcycle,acs_other_means_motorcycle,acs_group_means_other,acs_other_means_other,acs_group_means_subway,acs_other_means_subway,acs_group_means_taxi_ridehail,acs_other_means_taxi_ridehail,acs_group_means_walked,acs_other_means_walked,acs_group_means_worked_from_home,acs_other_means_worked_from_home,acs_group_personal_income,acs_other_personal_income,acs_group_persons,acs_other_persons,acs_group_transit_commuters,acs_other_transit_commuters,acs_group_transit_minutes,acs_other_transit_minutes,acs_group_vehicle_minutes,acs_other_vehicle_minutes,acs_group_vehicle_minutes_peak,acs_other_vehicle_minutes_peak,acs_group_vehicles,acs_other_vehicles,acs_group_vehicles_before_6am,acs_other_vehicles_before_6am,acs_group_vehicles_narrow_peak,acs_other_vehicles_narrow_peak,acs_group_vehicles_peak,acs_other_vehicles_peak,acs_group_workers,acs_other_workers,in_scope,s,c_commute,phi_commute_route,phi_population_route,q,persons,other_persons,group_persons,other_commuters,other_car_commuters,urbansize,h_other_2022,h_other_2017,passenger_delay_ph,truck_delay_ph,passenger_fuel_gal,truck_fuel_gal,w_truck
393,Johnson City TN,TN,Oth,128,70,,,24.01,80.15999999999998,3.27,3.83,900,2755,29,1.08,75,454,135,196,10,43210,"Johnson City, TN",exact,128519.0,1421.2686389161083,53546.7634729927,24905.539419258075,1206086.0099026898,268.49128851114887,3800.954473592641,0.0,1333.703303969603,0.0,399.04793276672336,0.0,314.5459196080392,0.0,12.223641655834417,268.49128851114887,5860.475271592841,25661.784419258074,1233046.2217410458,1572.5176389161084,55262.07870956905,1152.7773504049594,47686.28820139986,0.0,0.0,0.0,110.18153238676133,1421.2686389161083,53546.7634729927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70992900709929,151.249,863.1965098890112,0.0,0.0,0.0,60.484680151984804,0.0,679.742585141486,73.04220000000001,7312.870632916709,119416836.31163982,4544934933.739557,2742.2608724727525,131237.7421311269,0.0,110.18153238676133,0.0,7202.226065393461,23408.314755424457,1115876.6084156327,17507.46874528547,718650.1689043163,1287.022994660534,50257.885892913095,20.97990200979902,6315.333444264622,611.2792565343466,21710.03023919041,935.7270775122488,33182.38175126821,1645.5598389161084,62574.94934248575,True,0.02122922951671949,0.02131097143046867,0.018388847995313682,0.018611100954397424,0.95536645119019,128000.0,125282.65862185991,2717.3413781400945,52739.63877388422,51106.26049217837,1,288.4986958715603,326.3128586241594,2620000.0,135000.0,704000.0,196000.0,0.06349355657981376
393,Johnstown PA,PA,Oth,70,39,,,24.01,80.15999999999998,3.75,4.509999999999999,317,1085,21,1.13,30,403,52,57,4,43291,"Johnstown, PA",exact,61521.0,171.0734,22153.8764,4249.8772,542089.3078000001,17.767400000000002,1444.8284,0.0,325.1206,0.0,69.2638,0.0,91.4512,0.0,11.1418,17.767400000000002,1941.8058,4249.8772,562400.6104,171.0734,23106.277800000003,153.306,20212.0706,0.0,53.9094,0.0,179.122,171.0734,22153.8764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9082,0.0,318.8118,0.0,0.0,0.0,0.0,0.0,399.65000000000003,13.6026,2931.6376,5848076.614165,2019693620.2024057,324.03180000000003,59652.966400000005,0.0,179.122,0.0,7428.477,3660.9988000000003,515244.93496571423,1445.2392,296051.6832523809,162.18970000000002,21079.532449047623,26.7532,3594.5269533333335,66.3716,7788.8356057142855,88.8579,13281.520529047619,184.676,26037.915399999998,True,0.005603615861995707,0.00731773028130965,0.006301980707093114,0.004902887950235989,1.1671140954166659,70000.0,69607.7468896603,392.25311033969945,26960.23367790312,25848.67257946855,1,288.4986958715603,326.3128586241594,1033000.0,52000.0,260000.0,57000.0,0.06212070530893105
393,Jonesboro AR,AR,Oth,75,41,,,24.01,80.15999999999998,3.23,3.73,775,2391,44,1.11,65,723,112,160,8,43345,"Jonesboro, AR",exact,73781.0,1533.9419999999998,30910.3058,28894.189199999997,654934.4053999999,45.633399999999995,4292.8384,80.2708,311.18679999999995,0.0,652.0627999999999,0.0,0.0,0.0,52.230999999999995,125.90419999999999,5308.3189999999995,28894.189199999997,666128.8831999999,1533.9419999999998,31393.030199999997,1408.0377999999998,25601.9868,0.0,0.0,0.0,0.0,1533.9419999999998,30910.3058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.5854,0.0,133.05159999999998,0.0,0.0,0.0,134.1512,0.0,37.9362,38.486,1840.1806,57008605.884289995,2418072648.119397,3484.0825999999997,72505.9746,0.0,0.0,0.0,0.0,27771.31433333333,600714.2289999999,6858.0219333333325,418879.01245,1457.6114333333335,28333.416108333335,509.66459999999995,3975.3288999999995,444.9714666666666,12203.177533333333,559.6047666666666,19748.334925,1572.4279999999999,33233.2108,True,0.04755510224352471,0.04583176583091328,0.03968372552691197,0.041829044583037225,0.9869712270725861,75000.0,71433.36733173564,3566.632668264353,30927.687720093796,30451.252626687918,1,288.4986958715603,326.3128586241594,2279000.0,112000.0,615000.0,160000.0,0.060736209626689235
393,Joplin MO,MO,Oth,88,48,,,24.01,80.15999999999998,3.34,3.71,592,1766,27,1.08,49,512,104,133,8,43399,"Joplin, MO",exact,86679.0,1537.7141714171416,36195.53615361536,33248.64886488649,745554.3606360636,76.45564556455645,2437.979397939794,65.46514651465147,275.7181718171817,0.0,229.36693669366937,0.0,89.83538353835384,0.0,0.0,141.92079207920793,3032.899889988999,33248.64886488649,762793.6751675167,1537.7141714171416,38004.1900190019,1395.7933793379339,33162.63626362636,0.0,221.7213721372137,0.0,231.27832783278328,1537.7141714171416,36195.53615361536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.69296929692969,0.0,124.24042404240424,0.0,24.37023702370237,0.0,54.474647464746475,0.0,1048.8758875887588,0.0,3387.940794079408,94126710.3469997,2906354068.608565,3903.5385538553855,85984.88608860885,0.0,255.64856485648565,0.0,4107.579557955795,32011.899156582323,714374.5776477648,21466.11711171117,459065.06172283896,1455.8429176250957,34707.00844751142,138.25729239590623,5751.13701370137,291.48714871487147,14734.197519751975,902.1766176617662,22564.92809280928,1537.7141714171416,41392.130813081305,True,0.0450422578513685,0.04448495201901653,0.038510286522702636,0.0396061870928268,0.9789914591341928,88000.0,84036.28130907957,3963.718690920428,37149.76565190047,35379.108965157,1,288.4986958715603,326.3128586241594,1662000.0,104000.0,459000.0,133000.0,0.07607232722804144
393,Juana Díaz PR,PR,Oth,71,38,,,24.01,80.15999999999998,4.780000000000001,5.57,257,1056,22,1.23,28,265,33,30,2,,,puerto_rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,71000.0,,,,,5,282.92661513740046,334.9344494131314,1023000.0,33000.0,227000.0,30000.0,0.04071661237785017
393,Kahului HI,HI,Oth,63,34,,,24.01,80.15999999999998,4.780000000000001,5.57,474,1777,40,1.14,47,518,50,54,4,43615,"Kahului--Wailuku, HI",first_city,57905.0,655.3584641535847,23848.239176082392,12177.751824817518,502154.3797620238,78.3025697430257,2594.6845315468454,0.0,405.37386261373865,0.0,863.7600239976002,0.0,397.1058894110589,0.0,282.32696730326967,78.3025697430257,4543.251274872513,12884.663533646635,525975.8696130387,714.6933306669333,24752.12318768123,577.055894410559,19304.98790120988,41.82621737826217,49.12148785121488,0.0,256.06399360063995,655.3584641535847,23848.239176082392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.38196180381962,5.106689331066893,216.42635736426357,0.0,0.0,0.0,7.7816218378162185,12.401959804019599,290.1085891410859,212.77872212778723,3171.740425957404,67913301.11884812,2591400227.690351,1903.8224177582242,55913.38466153385,0.0,256.06399360063995,0.0,10277.820217978202,11701.127487251275,443494.9968165089,5662.345765423458,283681.37624332804,616.2071792820718,21152.614734717004,28.45155484451555,3270.5933673299332,250.59254074592542,9038.220596987921,280.989501049895,13785.105161864763,927.4720527947205,27923.863613638638,True,0.0341534653957744,0.02666211541087001,0.023023513509812132,0.029990273203553457,1.0896410114310797,63000.0,60848.331680066214,2151.668319933787,26941.953235577923,25959.44971877998,1,288.4986958715603,326.3128586241594,1727000.0,50000.0,420000.0,54000.0,0.03669670903913338
393,Kailua (Honolulu County)-Kaneohe HI,HI,Oth,121,63,,,24.01,80.15999999999998,4.780000000000001,5.57,715,2396,29,1.1899999999999997,69,479,176,197,13,43669,"Kailua (Honolulu County)--Kaneohe, HI",exact,118092.0,1923.255,47423.0862,39874.1886,1346830.6446,263.8998,6201.1584,0.0,1418.8266,18.5022,400.2318,198.6552,407.0484,0.0,174.3102,481.0572,8601.5754,54333.171,1473590.1906,2707.164,52407.9684,1442.1978,38821.5108,0.0,387.5724,77.904,744.957,1923.255,47423.0862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.9302,355.437,864.7344,0.0,0.0,0.0,64.2708,350.568,2846.4174,0.0,5012.1486,154420882.8136245,6178496403.485052,5783.3982,122605.3152,77.904,744.957,3987.711,32120.793,36337.91505,1189431.4554,23331.355349999998,843257.1598499999,1617.01113,42735.13185,296.61948,8724.2742,821.31915,17230.9041,1224.47235,29940.7794,2707.164,57420.117,True,0.046722029281323636,0.030747987003853342,0.026567002292048173,0.041091953307654874,0.9424504444017585,121000.0,115346.63445695984,5653.3655430401595,49296.98430539767,44626.4682372343,1,288.4986958715603,326.3128586241594,2220000.0,176000.0,518000.0,197000.0,0.09446114212108202
393,Kalamazoo MI,MI,Oth,218,118,,,24.01,80.15999999999998,3.65,4.08,1213,3864,25,1.0700000000000003,106,440,178,257,14,43723,"Kalamazoo, MI",exact,204562.0,3611.2392,81694.5036,81578.1228,1680416.0898,626.178,5476.030199999999,0.0,1045.8396,0.0,252.921,0.0,95.78880000000001,0.0,0.0,626.178,6870.5796,81947.3088,1830737.9334,3685.0764,87961.16279999999,2985.0612,74823.924,0.0,0.0,0.0,1198.8054,3611.2392,81694.5036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.3886,0.0,0.0,0.0,159.8358,73.8372,4080.6294,89.64959999999999,10695.8562,199799684.72719198,8038693145.196394,8495.139599999999,198412.4184,0.0,1198.8054,0.0,69352.23,76118.47080000001,1618424.5881500002,62357.122800000005,1135518.55715,3298.1502,78152.77611,160.4256,8685.3426,1907.2008,34044.52781,2363.4318000000003,54987.874710000004,3774.726,98657.019,True,0.04258529043249922,0.046591092529386056,0.04034550031249136,0.03743412295115695,1.0536106177426348,218000.0,208716.40668571516,9283.59331428483,92532.35376417154,85932.62963806985,2,293.6911726184126,351.3603531069761,3686000.0,178000.0,956000.0,257000.0,0.0597443746307932
393,Kankakee IL,IL,Oth,84,46,,,24.01,80.15999999999998,3.97,4.13,426,1247,20,1.0700000000000003,36,371,91,128,7,43885,"Kankakee, IL",exact,66530.0,3912.1527,25285.3682,110611.53450000001,615220.6191,260.2282,1747.1871,206.6029,317.1791,315.932,84.8028,0.0,72.3318,0.0,24.5263,782.7631,2246.0271000000002,113202.5926,644214.8627,4149.5174,26707.4779,3129.3896,23039.3411,0.0,9.9768,0.0,349.188,3912.1527,25285.3682,0.0,4.9884,0.0,0.0,0.0,0.0,0.0,0.0,55.2881,474.31370000000004,0.0,0.0,0.0,0.0,182.0766,583.6428,0.0,2549.0724,220063274.588362,2446577583.9897127,8110.7227,58710.5581,0.0,354.1764,0.0,15651.105000000001,94868.94085833331,582053.7521083334,45726.37645,316126.13190000004,3407.354333333334,24056.545143333333,1263.6933583333332,5603.6706416666675,1048.6032500000001,8628.05442166667,1857.13975,14200.19421833333,4149.5174,29256.550300000003,True,0.12589549977418749,0.14536184515062348,0.12764861736748642,0.11184425068178583,1.2570845544163827,84000.0,73424.77801896825,10575.22198103175,33379.47517873587,31602.865150532412,1,288.4986958715603,326.3128586241594,1156000.0,91000.0,298000.0,128000.0,0.09385700730228146
393,Kennewick-Pasco WA,WA,Oth,251,135,,,24.01,80.15999999999998,4.67,4.73,1233,3926,22,1.09,114,385,312,360,24,44479,"Kennewick--Richland--Pasco, WA",first_city,255401.0,34650.8649,70163.97,738267.8901,1416706.6746999999,3656.1015999999995,4205.7994,1385.6101,303.74559999999997,910.3506,672.7964,0.0,175.65859999999998,1007.0495,480.155,6959.111800000001,5838.155000000001,744754.6174999999,1477386.025,35026.8043,73710.0397,27691.753099999998,64325.814999999995,0.0,577.9691,224.5197,604.2094,34650.8649,70163.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.7569,76.2634,1104.0326,0.0,0.0,0.0,0.0,75.1563,951.1016999999999,1320.4778000000001,8655.608699999999,2023597270.9495664,8976208309.404814,84200.69589999999,179513.2367,224.5197,604.2094,2430.7995,16294.107999999998,652332.1555833332,1327474.9772833332,312740.23725833336,781686.5339833334,30325.46215333333,67094.36312833332,6734.464739999999,14785.666385,10461.558158333333,28167.598093333334,18900.111288333334,44419.73464333333,36347.282100000004,82365.6484,True,0.33116776282752874,0.34175222501801295,0.3087532636111595,0.30212476541435845,0.9517889234192096,251000.0,167876.8915302903,83123.10846970971,68915.98698875177,65554.19035576226,2,293.6911726184126,351.3603531069761,3614000.0,312000.0,873000.0,360000.0,0.10200612036722202
393,Kenosha WI-IL,WI,Oth,126,69,,,24.01,80.15999999999998,3.4300000000000006,3.83,1549,3897,42,1.11,119,847,433,677,33,44506,"Kenosha, WI",exact,125865.0,9113.7368,48326.3186,195987.7549,1226675.6376,1115.4059,3174.3306,0.0,57.2957,0.0,995.6057999999999,0.0,0.0,0.0,0.0,1115.4059,4227.2321,195987.7549,1368841.8954,9113.7368,50453.7005,7998.3309,44099.0865,0.0,0.0,0.0,362.37669999999997,9113.7368,48326.3186,0.0,308.0574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.9778,0.0,0.0,0.0,0.0,0.0,1264.97,289.4549,6065.9032,444740116.80077004,5475354570.326928,17475.9326,107660.1085,0.0,670.4341,0.0,22404.851,183045.25155,1178666.4296166666,54246.00615,789313.8723166668,8556.03385,45954.25181666667,2286.6193,7794.07545,1842.7636499999999,22074.408591666663,3633.8123499999997,32751.12744166667,9403.1917,56519.6037,True,0.14485163393260012,0.13942438988076014,0.1223311148076404,0.12899690981861409,1.006904157206872,126000.0,107748.69412449238,18251.305875507616,50460.604604624416,48318.53492554776,1,288.4986958715603,326.3128586241594,3464000.0,433000.0,872000.0,677000.0,0.14124293785310735
393,Killeen TX,TX,Oth,250,131,,,24.01,80.15999999999998,3.27,3.67,1076,3295,18,1.1,88,302,120,138,9,44992,"Killeen, TX",exact,257222.0,15049.6857,89105.25690000001,363039.1724,2363701.27,2448.2025000000003,9542.8742,416.0793,2354.6853,507.0962,414.1253,26.4298,789.0337000000001,42.423,43.810900000000004,3440.2308000000003,13144.5294,383361.4194,2448714.8622,16450.059699999998,93773.3027,11609.4549,75960.72750000001,0.0,41.5595,48.330000000000005,1002.9086000000001,15049.6857,89105.25690000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.6665,257.4373,915.6519,0.0,0.0,467.82750000000004,887.1863000000001,626.7792,1684.073,730.9337,8588.5766,940554787.5980287,7552083741.012376,41265.9941,227876.6266,48.330000000000005,1002.9086000000001,2072.82,22734.592500000002,317858.89501428575,2176835.647821667,200264.3763392857,1271067.5322583334,13577.316195238094,82805.93028166668,3254.771358333334,18107.181325,5621.889386904762,31979.77995,8677.651011904762,52101.611775000005,17180.9934,102361.87930000002,True,0.15902861746318198,0.13215464755589235,0.11583267172910881,0.14187960554521253,0.9288755506273482,250000.0,210242.8456342045,39757.1543657955,86535.2027082949,82247.56699206254,2,293.6911726184126,351.3603531069761,3175000.0,120000.0,938000.0,138000.0,0.04737465455981051
393,Kingsport TN-VA,TN,Oth,110,59,,,24.01,80.15999999999998,3.27,3.83,753,2422,31,1.0600000000000003,66,501,109,146,8,45235,"Kingsport, TN--VA",exact,98411.0,728.3278064045511,38329.75510011889,13506.232466452444,893388.1516629286,25.9246,3063.9184878134292,0.0,447.2062386984774,0.0,118.79213027302731,0.0,198.65432886711332,0.386,80.40215747711858,26.3106,3908.973343129165,13584.849966452444,908110.7468595948,744.0513064045512,39547.29075015651,702.0172064045511,34420.78175698972,0.0,0.0,0.0,74.58725488451155,728.3278064045511,38329.75510011889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.89061633836616,15.723500000000001,550.5823347658325,0.0,0.0,0.0,46.544576254852764,0.0,522.9308677940587,12.498106680668066,5340.280932444893,33661088.71763771,3711509555.448086,1359.8642528982186,100414.23026816596,0.0,74.58725488451155,0.0,2431.130609739026,13360.276966452444,838635.5239874673,10196.76942243168,544517.725117901,715.0181064045511,36251.367569789974,32.82638136826381,6234.251060686645,221.9650645333957,16182.405057958693,558.0556813370379,23880.674960096112,756.5494130852192,44887.57168260141,True,0.013858740373663848,0.016264602567796695,0.01402451291453682,0.012138316364543048,1.0808251404018465,110000.0,108475.53855889698,1524.4614411030232,42713.78458603613,41398.4737554549,1,288.4986958715603,326.3128586241594,2313000.0,109000.0,607000.0,146000.0,0.058386184436064456
393,Kingston NY,NY,Oth,113,61,,,24.01,80.15999999999998,3.56,4.4,516,1801,22,1.05,48,472,67,77,5,45262,"Kingston, NY",exact,50254.0,199.017,17731.224,2405.5542,455627.8188,46.9476,1620.0324,0.0,240.8616,0.0,35.0406,0.0,0.0,0.0,0.0,46.9476,1895.9346,7147.9422,511404.2892,436.1364,19339.0092,152.0694,15835.2894,101.0394,97.2972,53.7516,32.319,199.017,17731.224,0.0,290.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.5338,0.0,83.6892,0.0,173.502,82.3284,804.573,49.329,3806.838,25218024.92748,2345076276.404841,1144.773,49522.5738,53.7516,406.8792,806.274,39332.5632,2288.1852,432852.2793,2143.26,325701.5832,175.5432,16907.85495,0.0,1688.0724,124.5132,9526.252050000001,124.5132,12624.113250000002,485.4654,23145.8472,True,0.023434552423634198,0.005454150904841698,0.004695854862682067,0.020550159254506747,2.2302332199482766,113000.0,110351.89557612933,2648.1044238706645,43094.31001303067,39528.25029730376,1,288.4986958715603,326.3128586241594,1734000.0,67000.0,439000.0,77000.0,0.04838104040900033
393,Kissimmee FL,FL,Oth,415,221,,,24.01,80.15999999999998,3.64,3.95,5477,16663,61,1.29,454,840,734,911,55,45451,"Kissimmee--St. Cloud, FL",first_city,418404.0,3771.4905,202119.6819,178619.656,6342844.427999999,796.3004000000001,25076.9613,0.0,4786.127200000001,0.0,1112.0466000000001,0.0,1240.0900000000001,0.0,165.644,796.3004000000001,32380.869100000004,178866.936,6934435.9426,3783.8545000000004,213888.1813,2975.1901,169738.8128,0.0,576.4110000000001,12.363999999999999,3620.2056000000002,3771.4905,202119.6819,0.0,1174.4651000000001,0.0,0.0,0.0,147.482,0.0,29.187,0.0,2371.6979,0.0,103.39699999999999,0.0,1075.403,0.0,2670.2508,267.637,34406.5783,268846100.39123,16812593788.2445,10780.5614,483781.40119999996,12.363999999999999,5045.5497000000005,247.27999999999997,448680.8790000001,161034.123,5902870.214016667,55323.825000000004,3856496.1021500006,3373.3403,185518.13947083332,817.9572000000001,27957.126633333333,1183.2925,73780.1919,1745.8107,121717.7463,4051.4915,248294.7596,True,0.022609247851624322,0.027544254320717654,0.023788208380483983,0.019824373478001193,0.8391264015094719,415000.0,405617.1621415759,9382.837858424095,179361.082684129,169486.21015276705,2,293.6911726184126,351.3603531069761,15929000.0,734000.0,4566000.0,911000.0,0.057164930950370875
393,Kokomo IN,IN,Oth,66,36,,,24.01,80.15999999999998,3.5699999999999994,4.07,226,747,15,1.05,20,196,31,44,2,45694,"Kokomo, IN",exact,62576.0,1144.9107724372438,23486.221186598657,27734.143749975,562776.8949278928,111.61600920092009,2305.0251630763078,131.1324490049005,77.96859501950195,0.0,225.82089520952096,0.0,18.388018001800177,0.0,248.99439999999998,242.74845820582058,2876.1970713071305,27734.953830983097,572972.1777329732,1145.072788638864,24193.149778657866,902.1623142314231,20610.02411529153,0.0,55.59840640064006,0.0,384.33281440144015,1144.9107724372438,23486.221186598657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.076207620762076,0.0,0.0,0.0,23.6704,0.162016201620162,241.25076363636362,0.7260726072607261,1436.8888374437445,104370235.49571064,2069791610.7479665,2316.35938609861,60117.4462549455,0.0,384.33281440144015,0.0,5183.1617620162015,23488.91512661933,530273.2523972512,12862.113176224291,328126.6099314046,1001.6811351668499,21901.55618606432,167.5384480048005,3600.6373552355235,198.20563453678702,8039.839088315497,609.6049609494283,13376.873327038415,1145.7988612461247,25630.03861610161,True,0.038481463642843314,0.04399518267710137,0.038083675144803264,0.033809170441900994,1.057119605674197,66000.0,63460.22339957234,2539.7766004276587,25530.014638575536,24782.712936563556,1,288.4986958715603,326.3128586241594,716000.0,31000.0,182000.0,44000.0,0.05389804576117951
393,La Crosse WI-MN,WI,Oth,104,57,,,24.01,80.15999999999998,3.4300000000000006,3.83,829,2630,34,1.11,74,382,173,233,13,45910,"La Crosse, WI--MN",exact,98872.0,465.7503659534047,44748.93368163184,8255.935938626139,860304.2916314969,10.6036,3472.182585071493,0.0,526.0707204079592,0.0,109.45568320167985,7.357600000000001,4.936493250674932,0.0,0.068993100689931,17.9612,4112.714475032497,8287.058437126288,885898.7558950204,471.9728658534147,46518.177308749124,447.7891659534047,40636.21920659934,0.0,236.7536869513049,0.0,155.67709685031497,465.7503659534047,44748.93368163184,0.0,0.0,0.0,34.52708805119488,0.0,0.0,0.0,13.537498750124987,0.0,395.8447377062294,0.0,0.0,0.0,105.19339210078992,6.22249990001,827.7101267073293,1.4636997000299972,7042.754986981302,37407686.55860242,3891650621.8850803,2132.3019095090494,96671.45697739226,0.0,190.20418490150985,0.0,7634.223101149886,8119.243271959471,818490.6733026488,5398.343951161552,468128.5232539696,454.31723262007137,42694.75814037679,78.27949205079493,10062.169052954872,240.35766391694165,16145.744675808917,249.1180480685265,25072.16226394594,473.43656555344467,53560.93229573043,True,0.022384153594118515,0.010187799553429598,0.008777187772232974,0.019626448262854854,1.0525915326667554,104000.0,101672.04802621168,2327.9519737883256,48946.15530085573,47084.10813644928,1,288.4986958715603,326.3128586241594,2457000.0,173000.0,596000.0,233000.0,0.08479062107904643
393,Lady Lake-The Villages FL,FL,Oth,142,78,,,24.01,80.15999999999998,3.64,3.95,536,1488,14,1.09,41,237,78,108,6,87285,"The Villages--Lady Lake, FL",any_city,161736.0,2436.4474,47102.0366,113295.126,1400320.5940999999,634.0133999999999,3947.252,0.0,766.2668,19.602,140.8988,583.644,183.3512,0.0,78.5169,1237.2594000000001,5116.2857,114075.65849999999,1458207.5614,2563.7341,49880.5557,1199.188,41985.7509,0.0,39.1441,3.2022,252.1399,2436.4474,47102.0366,0.0,3.267,0.0,0.0,0.0,0.0,0.0,39.942,113.5575,2005.3112,0.0,0.0,0.0,16.2443,10.527,422.4706,556.2977999999999,7072.799499999999,196852043.654602,8289415589.785483,6090.8217,184806.54820000002,3.2022,255.4069,160.11,9234.0735,62856.48675,1298007.4213033335,20626.513,844282.7641083334,1620.9828000000002,44351.924119166666,847.8331,7586.7088625,375.20050000000003,21296.1448,656.06605,30634.059766666665,3120.0319,56953.3552,True,0.03309340009897717,0.04790720738496591,0.041492866570601854,0.02905553901596797,0.7438551933658673,142000.0,137300.73718594524,4699.262814054758,37032.95486761364,34969.66187299113,1,288.4986958715603,326.3128586241594,1410000.0,78000.0,428000.0,108000.0,0.06784968684759916
393,Lafayette IN,IN,Oth,166,90,,,24.01,80.15999999999998,3.5699999999999994,4.07,964,2693,23,1.1,79,435,236,318,18,46018,"Lafayette, IN",exact,157100.0,5653.980500000001,60861.0555,129993.47200000001,1144095.5645,623.3465,4164.3595000000005,32.053000000000004,652.869,0.0,251.363,0.0,341.6175,0.0,56.514500000000005,655.3995,5466.7235,137625.46,1290210.0085,6198.0380000000005,68604.3855,4998.581,55394.332,70.01050000000001,1007.9825000000001,0.0,1202.8310000000001,5653.980500000001,60861.0555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.1825,118.93350000000001,665.5215000000001,0.0,0.0,0.0,147.6125,355.1135,4386.2,448.742,6085.8525,262516300.04319128,5562380361.624275,11949.021,149927.9075,0.0,1202.8310000000001,0.0,52345.923,125005.57533333336,1093606.887916667,80888.83833333333,776260.2569166666,5320.938583333333,58310.339616666664,147.6125,5888.4735,2420.5638333333336,28479.470074999997,3329.013333333334,41076.50995,6646.780000000001,74690.238,True,0.07656192026783483,0.10639695924305807,0.09291562964095268,0.0675910443681165,1.0254704085270556,166000.0,153290.72123553941,12709.278764460581,70115.28294155985,62195.48551409323,1,288.4986958715603,326.3128586241594,2457000.0,236000.0,646000.0,318000.0,0.11220356388946998
393,Lafayette LA,LA,Oth,257,137,,,24.01,80.15999999999998,3.18,3.7400000000000007,3114,9178,51,1.12,280,1013,1056,1375,79,46045,"Lafayette, LA",exact,227316.0,3015.110509029097,98175.01058464154,71419.04479029098,2308140.050467003,108.8528,3857.0931107289266,0.0,851.8056834716529,0.0,641.7474916408358,0.0,929.6846,0.054599999999999996,74.06231757824217,108.9074,6354.393203419658,71982.94125424458,2453406.6163938306,3071.391255424458,101623.52922563744,2906.203109029097,91820.61738122188,49.7447,485.2592791520848,0.0,18.903014498550146,3015.110509029097,98175.01058464154,0.0,0.0,0.0,378.2736,0.0,0.0,0.0,1.2103789621037897,0.0,1262.3966045095492,0.0,0.0,0.0,227.313,6.536046395360464,1075.1627638736127,107.86704178582141,10462.019074222579,150864049.81573424,9414069206.992653,6502.917664333567,232551.728429857,0.0,397.1766144985501,0.0,21196.38172062794,69785.55079029097,2197502.619216271,54871.5922,1480694.4108384545,2960.637309029097,94606.53271327846,3.8463090290970903,12771.886924807302,578.4266,46363.78377372696,2604.3258,71210.84916924308,3179.258297210279,112085.54829986,True,0.02821477004646887,0.031924509775682286,0.027588099860619855,0.024756929333828365,1.0750679988823089,257000.0,249748.8040980575,7251.195901942499,109129.3483104707,105424.20751030056,2,293.6911726184126,351.3603531069761,8122000.0,1056000.0,1739000.0,1375000.0,0.1460839540056884
