area,group_car_commuters,other_car_commuters,group_car_person_minutes,other_car_person_minutes,group_carpool_2,other_carpool_2,group_carpool_3,other_carpool_3,group_carpool_4,other_carpool_4,group_carpool_5_6,other_carpool_5_6,group_carpool_7plus,other_carpool_7plus,group_carpooled,other_carpooled,group_commuter_minutes,other_commuter_minutes,group_commuters,other_commuters,group_drove_alone,other_drove_alone,group_means_bicycle,other_means_bicycle,group_means_bus,other_means_bus,group_means_car_truck_van,other_means_car_truck_van,group_means_commuter_rail,other_means_commuter_rail,group_means_ferry,other_means_ferry,group_means_light_rail,other_means_light_rail,group_means_motorcycle,other_means_motorcycle,group_means_other,other_means_other,group_means_subway,other_means_subway,group_means_taxi_ridehail,other_means_taxi_ridehail,group_means_walked,other_means_walked,group_means_worked_from_home,other_means_worked_from_home,group_personal_income,other_personal_income,group_persons,other_persons,group_transit_commuters,other_transit_commuters,group_transit_minutes,other_transit_minutes,group_vehicle_minutes,other_vehicle_minutes,group_vehicle_minutes_peak,other_vehicle_minutes_peak,group_vehicles,other_vehicles,group_vehicles_before_6am,other_vehicles_before_6am,group_vehicles_narrow_peak,other_vehicles_narrow_peak,group_vehicles_peak,other_vehicles_peak,group_workers,other_workers,title,group_share_persons,group_share_commuters,group_share_car_commuters,group_share_vehicles,group_share_vehicle_minutes,group_share_vehicles_peak,group_share_carpooled,group_share_transit_commuters,group_share_means_worked_from_home,group_mean_one_way_minutes,group_peak_share_of_vehicles,group_vehicles_per_car_commuter,other_mean_one_way_minutes,other_peak_share_of_vehicles,other_vehicles_per_car_commuter,group_share_persons_scaled
17820,36994.0,282424.0,855079.0,7128384.0,2816.0,21609.0,1493.0,6130.0,1363.0,1694.0,193.0,3317.0,0.0,478.0,5865.0,33228.0,895608.0,7579289.0,38838.0,303163.0,31129.0,249196.0,314.0,878.0,675.0,2010.0,36994.0,282424.0,0.0,0.0,0.0,222.0,0.0,0.0,71.0,268.0,0.0,3201.0,0.0,0.0,0.0,1057.0,784.0,13103.0,3666.0,55235.0,3175418521.895,34195566747.9665,91086.0,686545.0,675.0,2232.0,29515.0,96343.0,763261.5,6732488.7,543246.75,4500370.95,33485.01666666666,264514.6476190476,5860.666666666666,40815.58333333333,16237.166666666666,116438.06666666667,23703.916666666668,184989.31666666668,42504.0,358398.0,"Colorado Springs, CO",0.11713267603786372,0.11356107145885538,0.11581689197227457,0.11236595432725759,0.10182589862719811,0.11358258381480825,0.15002685902847057,0.23219814241486067,0.06224002988064719,23.060095782481074,0.7078962182588134,0.9051472310825178,25.00070589089038,0.6993537723970854,0.9365870025884755,0.1214908341489157
15980,20740.0,289446.0,703458.0,9158829.0,5329.0,24905.0,710.0,5196.0,931.0,3363.0,694.0,1528.0,0.0,354.0,7664.0,35346.0,715108.0,9528070.0,21359.0,302836.0,13076.0,254100.0,0.0,1240.0,12.0,1490.0,20740.0,289446.0,0.0,0.0,0.0,271.0,0.0,0.0,0.0,355.0,142.0,5520.0,0.0,264.0,122.0,2363.0,343.0,1887.0,2602.0,59963.0,1184225550.045,38828101451.1965,43930.0,817294.0,12.0,2025.0,600.0,77601.0,540689.25,8576352.235714287,370767.4166666666,6047046.985714286,16463.55,272187.20714285714,1895.4,35189.75,6327.633333333333,110290.19047619047,11659.816666666666,190154.5738095238,23961.0,362799.0,"Cape Coral-Fort Myers, FL",0.0510087967822541,0.06588318758771727,0.0668631079416866,0.05703622662542322,0.059305340536973436,0.05777495172249503,0.17819111834457102,0.005891016200294551,0.04158874770238952,33.48040638606676,0.7082200780917035,0.7938066538090646,31.46280495053428,0.6986168666983728,0.9403730130762116,0.05290668223105681
nonmetro_31,29784.02837877098,266545.0816064374,556008.9332909341,5012315.798529816,3313.0943936206377,21311.973065875725,2023.797801720344,5791.272641830556,664.2135808272883,2349.4627490469516,234.0,968.4425376490277,127.0821,476.74119999263326,6362.18787616827,30897.89219439489,570717.4987500882,5272376.706804018,30499.279660742784,281511.36888405157,23421.84050260271,235647.1894120425,0.0,2329.474971162818,188.6706,242.56693130626127,29784.02837877098,266545.0816064374,0.0,0.0,34.0,0.0,0.0,0.0,0.0,143.2505976984578,356.7008819718028,2994.095561107422,0.0,0.0,0.0,175.6477,135.8798,9081.251516339216,1910.0017529105821,19393.61243090964,1645687480.1064315,23460569111.137253,65083.73358875103,599334.3429500038,222.6706,242.56693130626127,8930.236,3386.3573795559114,439805.7635982357,4691553.106513821,266339.49582223815,3286307.3860972277,25978.548571859963,249387.79625946647,5939.345384879867,34214.094038997006,9666.118899912926,121077.26358741631,15629.482296611026,178285.6252591259,32409.281413653363,300904.9813149612,,0.09795599470712889,0.09775076524788577,0.10050996468169357,0.09434177073372174,0.08570941435414191,0.08059961131248451,0.1707507837911125,0.4786170182246499,0.08965623093011138,18.712491084984162,0.6016303125395129,0.8722308561314885,18.72882337826859,0.714893142059105,0.93563083121412,0.10160064560472333
nonmetro_45,10916.340353145315,270908.473129683,291376.6375793379,7403674.08779969,1449.729879787979,21997.55080360036,645.7796,3686.997693229323,71.6847,2202.0398695569556,286.9166916691669,735.8437290529052,59.7676,401.3657,2513.8784714571457,29023.797795439543,300300.42651038105,7587032.740732383,12000.376139353935,280610.96025742573,8402.461881688168,241884.67533424342,12.582,237.14310555055505,460.38798620862093,526.4663,10916.340353145315,270908.473129683,0.0,0.0,0.0,120.4003,0.0,0.0,0.0,519.4322192519252,219.0069,2608.1661658265825,0.0,130.5966,0.0,348.3044322632263,392.0589,5211.978004850485,750.2928,23207.60474829483,503615609.6579202,23987232310.039017,26543.461875067507,722318.7025659366,460.38798620862093,777.4632,2550.8109310431046,34052.0768,237138.2440085242,6963515.430381106,160033.71721986198,4410110.919204941,9414.304071860353,255716.434594335,1778.35982709771,40114.952978347166,3484.565732340734,110022.76834149391,6385.509152786779,176385.53069938617,12750.668939353936,303818.5650057206,,0.03544505669462036,0.041011316537242694,0.038734489764189806,0.0355081576705187,0.032932877309729165,0.034937204263604575,0.07971032647373014,0.37192514846532576,0.0313171386799507,25.024251158726457,0.6782773430776752,0.8624047773618398,27.037549544651505,0.6897700219354369,0.9439218775262315,0.036763861716034046
39340,26406.4644,257009.30800000002,686736.0639,6427622.9531,2491.5313,23708.0613,1663.8303,5175.2624,616.6101,857.5866,114.0,2236.0792,0.0,856.4905,4885.9717,32833.479999999996,727565.755,7061050.8963,27486.7005,279920.93929999997,21520.4927,224175.82799999998,71.0,1914.9938,167.0,3705.1355,26406.4644,257009.30800000002,149.0,1983.0,0.0,0.0,0.0,388.0,150.0,2368.3352999999997,28.2361,1943.775,0.0,376.0,0.0,601.6699,515.0,9630.7218,3212.5389,62865.5557,2009549617.445303,27537840435.59223,63866.409,696403.3438,316.0,6452.1355,20491.0,344065.355,593512.3348999999,6025989.51845,420045.84260833333,4234791.784395238,23647.820975000002,241478.01761857144,3337.4271666666664,27412.929134285714,8224.4543,113333.93044095239,16221.731483333333,169142.84475095238,30699.2394,342786.495,"Provo-Orem, UT",0.08400493215044554,0.08941450029635863,0.09317217660960353,0.08919470505193301,0.0896611781443395,0.08751257555721104,0.12953453668574935,0.04668937257535698,0.048617305318001715,26.46973779191868,0.6859715108839254,0.8955315114052149,25.225161482944483,0.7004482081599798,0.9395691521747197,0.08713050554980585
46060,142601.8096,252223.616,3481971.6464,6452736.0752,15010.4336,26387.6192,2892.0,2996.2272000000003,442.0,3428.0,1042.0,2493.0,358.0,1116.7312,19744.4336,36421.577600000004,3622503.6864,7019765.4848,149440.5504,276225.9808,122857.376,215802.0384,711.0,3521.0,2192.0,5341.0496,142601.8096,252223.616,0.0,85.0,0.0,109.77120000000001,98.0,399.0,227.7408,1666.6592,1156.0,3572.2768,0.0,225.0,326.0,1267.1712,2128.0,7815.4367999999995,14531.4784,51537.9008,9781543997.214376,34835500974.438225,341938.0176,738093.632,2290.0,6159.8207999999995,80650.0,252403.65600000002,3180602.6372,5909305.78087619,1869112.6189333333,3812580.315142857,132220.1336,234409.54430476192,29933.7244,34545.78253333333,45314.79173333333,98670.61890476191,77161.6592,154878.0653047619,163972.0288,327763.8816,"Tucson, AZ",0.3165999975339982,0.3510742316966075,0.3611768654039792,0.36063674483642416,0.3499048055176281,0.33253641963540814,0.3515370448809795,0.2710116645313946,0.21994271137331953,24.240433247226584,0.5835847922634378,0.927198146859982,25.41312538548872,0.6607156963856425,0.9293719122033438,0.3283797407609506
45060,1068.0751,254985.2104,18540.3541,5409839.9947,42.7744,20381.3494,0.0,4517.5904,215.0,256.79190000000006,0.0,218.5849,0.0,431.09000000000003,257.7744,25805.406600000002,18718.0441,5859768.429,1083.4749,276081.90390000003,810.3007,229179.8038,0.0,523.8465,0.0,4740.3146,1068.0751,254985.2104,0.0,17.769000000000002,0.0,0.0,0.0,0.0,0.0,240.3006,5.3307,2810.8808,0.0,450.1116,0.0,1422.677,10.0691,10890.7934,217.0,29687.2701,70777066.0822175,27187163078.22628,2937.058,650985.9598000001,0.0,5208.1952,0.0,189925.0115,14730.0066,5115433.26167381,9096.0136,3795262.5407000002,885.4379,242691.92887738097,57.0306,26485.58511666667,719.6724,116916.80572833333,733.4843000000001,181370.33544833332,1300.4749,305769.174,"Syracuse, NY",0.004491443059889793,0.003909127845227111,0.004171300117920182,0.0036351402912129004,0.0028712549347296567,0.004027835885121312,0.009890366030148047,0.0,0.0072564887647934935,17.275936987557348,0.8283859319778384,0.8290034099662092,21.22474651986779,0.74732742982965,0.9517882566469862,0.004658556282808557
36260,32486.0808,263316.4556,727197.443,6186933.5916,2739.7406,19457.6367,1170.0986,4207.9828,688.7293999999999,977.1777,0.0,1572.3354,0.0,288.0,4598.5686000000005,26503.1326,771482.308,6597275.57,33657.4532,275987.1317,27887.5122,236813.323,39.0,1088.0453,388.7804,3016.093,32486.0808,263316.4556,54.0,1534.0374,0.0,0.0,0.0,0.0,0.0,967.2713,240.8114,1739.6696,0.0,3.2300000000000004,0.0,427.0,448.7806,3895.3295,6515.4762,52890.16,2076630456.7285326,27153867916.762787,81467.1973,651865.4576,442.7804,4553.3604,32121.412,211413.21,657820.3589,5881789.139116429,384801.3976,4037402.69802,29819.597716666667,249927.79697880952,7340.48155,37314.99398666667,12689.795558333333,110320.75615166666,17579.746675000002,169000.009735,40172.9294,328877.2917,"Ogden-Clearfield, UT",0.11109173545682235,0.10869705088131836,0.10982353699655431,0.10659472896656394,0.10059015895360843,0.09422108278654495,0.147855854264332,0.08862448392167012,0.10967774468510784,22.921588969185578,0.5895366812803914,0.9179192128545918,23.90428687512607,0.6761953323236347,0.9491537337053899,0.11522512815584586
49180,21657.667999999998,262962.5455,478360.5796,6474973.5314,3574.1119,16584.3089,1571.0994,5255.2783,331.7591,1586.603,0.0,1179.5731,155.534,132.0,5632.5044,24737.7633,489608.5796,6699228.4958,22208.667999999998,275532.7981,16025.1636,238224.78220000002,0.0,119.0,454.0,1364.0,21657.667999999998,262962.5455,0.0,0.0,0.0,474.99170000000004,0.0,108.0,0.0,211.0444,37.0,3295.8304,0.0,0.0,0.0,667.0,60.0,6330.3861,579.2085999999999,35863.7052,932448017.2252047,26124179648.440777,54857.9459,649264.4480000001,454.0,1946.9917,10500.0,83722.751,385036.3852166667,6065940.953003334,247544.72536666665,4496048.196086667,18434.412525,249790.17252,3317.99095,27488.909936666667,6716.501225,120372.20630166667,12444.443291666666,184958.71197499998,22787.8766,311396.5033,"Winston-Salem, NC",0.07790967362385999,0.07459044348408277,0.07609321816491434,0.06872752742597127,0.0596865195813738,0.06304075167823837,0.18546113770343883,0.1890885337088004,0.015893586423377595,22.045832717207535,0.6750659005156806,0.8511725512183491,24.313724326091396,0.7404563202348998,0.9499077978768653,0.08080846060217063
44140,1178.0639999999999,240697.5584,19400.88,5642006.1472,107.064,22625.5664,0.0,4726.0560000000005,0.0,1219.5296,0.0,342.0032,0.0,19.6784,107.064,28932.833599999998,20050.88,6187079.4688,1243.0639999999999,266062.9232,1071.0,211764.7248,0.0,2203.9424,0.0,3537.5936,1178.0639999999999,240697.5584,0.0,71.2848,0.0,0.0,0.0,0.0,0.0,98.6224,65.0,3766.6048,0.0,89.0,0.0,888.0,0.0,14710.3168,31.0,32836.894400000005,136090302.94378,25129520505.936035,3722.5888,624135.7824,0.0,3697.8784,0.0,144104.13760000002,18584.44,5327473.496133333,12714.44,3639563.908,1124.5320000000002,226013.44144000002,83.0,30018.541066666665,828.032,106314.59458666667,873.532,159101.97952,1274.064,298899.8176,"Springfield, MA",0.005929026307135426,0.004650341030595515,0.004870536304199293,0.00495087625802496,0.003476288551680315,0.005460410732243803,0.0036867898597548777,0.0,0.0009431696360810991,16.13020729423425,0.7767960360398815,0.9545593448233715,23.254196392291608,0.703949192164471,0.9389934943353377,0.006149627722258308
19660,10349.0,249305.0,301249.0,6791998.0,1368.0,23296.0,0.0,5651.0,184.0,905.0,0.0,118.0,0.0,120.0,1552.0,30090.0,303149.0,7248821.0,10387.0,263660.0,8797.0,219215.0,0.0,1811.0,38.0,1382.0,10349.0,249305.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,1881.0,0.0,4791.0,0.0,136.0,0.0,519.0,0.0,3789.0,300.0,49172.0,477412175.25,30119600626.8975,22810.0,716156.0,38.0,1564.0,1900.0,41180.0,276864.0,6488770.023809524,174459.0,4598546.833333333,9527.0,235413.6595238095,3375.75,33540.30952380953,1700.5,99903.75,5620.5,165837.01666666666,10687.0,312832.0,"Deltona-Daytona Beach-Ormond Beach, FL",0.030867455336240097,0.03790225764193733,0.03985688647199735,0.03889513492174592,0.04092210708200652,0.032780715067318424,0.04904873269704823,0.02372034956304619,0.006064036222509703,29.185424087802062,0.5899548651201847,0.920572035945502,27.493063035727832,0.7044494232072972,0.9442797357606526,0.03201594144098583
48620,36189.3818,252020.2364,662330.0766,4821378.1088,4942.7552,19686.0474,190.7571,3284.5731,98.0,2202.0186,0.0,1152.7537,0.0,394.0038,5231.5123,26719.3966,697781.0766,5018105.5373,37914.3818,260817.4199,30957.8695,225300.83980000002,0.0,744.412,0.0,1492.0874,36189.3818,252020.2364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,1389.0,934.6621,0.0,0.0,0.0,1458.916,336.0,3638.106,952.8377,24681.2215,1748955470.3647606,24010068987.02812,83510.0593,583898.5878,0.0,1492.0874,0.0,37762.437,609832.9725333333,4585194.355434524,359057.84993333335,3274546.057407143,33517.332800000004,239044.25491095238,6632.745183333333,32133.46551904762,10929.549266666667,114540.05571190476,19413.564466666667,171112.07149190476,38867.2195,285498.6414,"Wichita, KS",0.12512582757635057,0.1269177957761435,0.12556618348138113,0.12297159361848395,0.11738782763475514,0.10189476271260431,0.16373594617835738,0.0,0.037170769270908136,18.404126441539393,0.5792097056919358,0.9261648343492842,19.239917100721232,0.7158175441432241,0.9485121446023387,0.1297813870564199
nonmetro_22,6393.2275462450725,251906.05067795218,224320.61875111202,6822677.610961048,1036.4264583141685,17746.993718133348,65.58920450045004,4259.327568077271,23.923499999999997,1914.2489366791701,139.71093587358735,634.704897692734,355.90419999999995,330.3353643687997,1621.554298688206,24885.610484951325,234511.9182488118,7008070.67234452,6754.425645785026,260176.8510683545,4771.673247556866,227020.44019300086,134.3623,167.15319388938894,0.0,654.6280925092509,6393.2275462450725,251906.05067795218,0.0,0.0,0.0,73.30588373837384,0.0,0.0,0.0,89.47444378552943,172.103799539954,3994.33732859846,0.0,0.0,0.0,41.3202,54.732,3250.5812478812954,340.5419,15237.339274797261,378644749.82000923,20209343641.53967,17842.192286086713,694505.7438332028,0.0,727.9339762476247,0.0,25380.72052970297,186393.26007570737,6359919.368725476,106228.92882224586,3692611.8186022104,5391.744727055485,238085.8265591368,1545.4489291570844,49879.19337501408,2073.0058645888594,93864.50409842949,3204.0660770911095,155776.45207867093,7094.967545785026,275414.19034315174,,0.025047018993677363,0.025303987336854634,0.024751240461058945,0.022144728561949694,0.028473015366796087,0.020153828370039074,0.06117418863631332,0.0,0.021860604544278274,34.71974236553401,0.5942540382175882,0.8433525458079797,26.935796338404206,0.6542869616809319,0.9451373872059795,0.0259789439925537
nonmetro_08,38399.602237919236,224049.5113908776,887940.6736609702,5447759.656103708,7294.326696749675,22419.52287509017,1459.1160658865888,3126.4516520854745,921.608105550555,2519.5541621745956,159.0,1102.0100266423103,0.0,137.71813222677733,9834.050868186818,29305.25684821933,1037708.17348763,5882467.758347565,42775.549914699746,254055.1666804009,28565.55136973242,194744.25454265828,1211.0,6514.704327947044,1038.0,5070.2246466522465,38399.602237919236,224049.5113908776,0.0,63.0,0.0,157.13938606139385,0.0,0.0,0.0,843.7526752675268,292.3827617238276,2499.4936673600405,0.0,0.0,0.0,37.6032,1834.5649150566833,14819.737386235056,3017.4131858822757,50346.15224243706,2952561863.566889,31613694661.965427,106925.36828743794,616988.6024656942,1038.0,5290.36403271364,71838.0,176061.24349828245,760185.1542265434,5026618.122682608,503391.0475594388,3759887.8236751147,32961.288766457095,208731.09996235627,5311.842419513368,23403.67896834697,13240.479231714691,110524.91442945748,22515.59834689034,162696.65189700815,45792.96310058203,304401.31892283796,,0.14770452375189957,0.14410755869665876,0.1463125621076813,0.13637702428205434,0.13136530098748642,0.12156646397438865,0.25125765993210575,0.16402343396084618,0.05654444491598709,24.259376572760864,0.6830921723486503,0.8583757863488529,23.1542929640461,0.7794557300102849,0.9316293468643332,0.15320016928825125
nonmetro_12,19341.101931633162,239305.33652375237,563641.1503876988,7134351.433014192,4676.722297889789,25388.47741019102,1063.2416,4627.725764336434,65.644,2060.42476289629,132.8832,407.2803267126713,785.0349,772.967697379738,6723.525997889788,33256.875961516154,615527.5046599259,7416550.437804621,20474.073145244525,252363.28580922092,12617.575933743374,206048.46056223623,0.0,2459.346804060406,776.135,831.3245000000001,19341.101931633162,239305.33652375237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.5664,152.5101,4374.932015301531,0.0,0.0,0.0,677.4440999999999,204.32611361136114,4101.3354661066105,1526.4833859685968,24893.56360148015,1067449678.0463958,23798859747.49782,52000.98297773777,708721.3085441444,776.135,831.3245000000001,38806.75,62312.84850000001,469096.72466672957,6525386.2637068685,247201.47225020785,4303531.6236329395,15464.667205545411,222259.3694298199,4729.441795929592,35474.736665160846,5258.301565211521,94342.76667848142,8976.032730577914,155869.67591683925,22000.55653121312,277256.8494107011,,0.06835738029144103,0.07504131114486232,0.07477814907151466,0.06505302292702525,0.06706667604260011,0.05445111555664723,0.16817054527657108,0.48283331555165154,0.057777466735535195,30.063754304936307,0.5804219781308475,0.7995752910154678,29.38838909955908,0.7012963112273037,0.9287689637784547,0.07090075487695044
10740,126799.836,237679.2716,3345314.3334,6020445.9566,14606.944599999999,17836.4108,4784.214,3442.2732,1453.395,1671.67,716.0,1191.5884,194.0,140.0,21754.5536,24281.9424,3443706.1664,6397909.6288,130591.7378,252279.068,105045.2824,213397.3292,434.0,1610.0,556.0,1030.9858,126799.836,237679.2716,60.0,199.0,0.0,0.0,0.0,0.0,161.0,584.958,1471.9018,5150.2944,0.0,0.0,116.0,655.0,993.0,5369.5582,12160.92,45716.8686,9393336477.039766,29265749030.867607,292041.612,635171.3955999999,616.0,1229.9858,20800.0,57644.503,2991591.919002381,5703627.817044444,1864995.4126690475,3900069.8962444444,114753.23787857142,225361.37440222222,17212.802366666667,26305.790533333333,46801.987695238095,104024.79844444444,76263.77941190476,157578.36973555555,142752.6578,297995.9366,"Albuquerque, NM",0.31496712147721173,0.3410856503596076,0.3478932903313551,0.33739578875791676,0.34405018042275165,0.3261335892179686,0.4725501610722067,0.33369704143986373,0.21011376374528587,26.37001562590432,0.6645893468610001,0.904995160077111,25.36044579330696,0.699225278304842,0.9481742891803031,0.3266861102480043
29540,1593.0,231293.0,30944.0,5914440.0,0.0,20742.0,0.0,3321.0,0.0,3828.0,0.0,1814.0,0.0,429.0,0.0,30134.0,33964.0,6230922.0,1744.0,251978.0,1593.0,201159.0,0.0,1634.0,0.0,2234.0,1593.0,231293.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,632.0,151.0,4893.0,0.0,102.0,0.0,1591.0,0.0,9423.0,224.0,32654.0,99892782.575,24557078023.7735,4464.0,559096.0,0.0,2512.0,0.0,109720.0,30944.0,5430678.758333333,21700.0,3693640.925,1593.0,216211.775,0.0,31346.36666666667,238.0,91611.325,1006.0,151104.09166666667,1968.0,284632.0,"Lancaster, PA",0.007921073177656328,0.0068736648773066586,0.006840256606236527,0.007313889238654204,0.005665715368712661,0.006613630883903111,0.0,0.0,0.006813066488229211,19.474770642201836,0.6315128688010044,1.0,24.728039749501942,0.6988707792009324,0.9347960163083189,0.008215792725481565
45780,14870.5949,240271.2522,304863.92209999997,5064974.2721,1152.4125,17681.5036,50.740500000000004,1691.6694,109.0,2246.192,0.0,345.50260000000003,0.0,37.0,1312.153,22001.8676,310393.92209999997,5251086.8114,15450.5949,251017.5932,13558.4419,218269.3846,0.0,982.2149,76.0,966.9100999999999,14870.5949,240271.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,73.0,1649.1502,0.0,0.0,0.0,839.5464,431.0,5977.5194,1291.4106,23483.161500000002,1071811656.2802137,22202312668.228123,37488.3725,562000.3507,76.0,966.9100999999999,2280.0,30360.417999999998,292076.3670833333,4832735.329876667,182458.11813333334,3058035.03131,14178.81165,229477.84803666666,2253.64025,32556.61105,4996.999533333334,94260.39480833334,8608.491566666667,145343.706345,16742.0055,274500.7547,"Toledo, OH",0.06253390772705698,0.057982887226304514,0.05828363739238604,0.05819176733454945,0.056992604675912446,0.05591665259372244,0.05628171230148094,0.07287301177733344,0.052126454284956145,20.089447953877812,0.607137733342178,0.953479786474447,20.919198309801978,0.6333670443073728,0.9550782539962418,0.06486060823792342
38860,1524.0,227452.0,28570.0,6186205.0,472.0,19142.0,0.0,2231.0,0.0,788.0,0.0,439.0,0.0,593.0,472.0,23193.0,35706.0,6700907.0,2185.0,248837.0,1052.0,204259.0,0.0,1096.0,0.0,1642.0,1524.0,227452.0,0.0,193.0,0.0,206.0,0.0,0.0,0.0,182.0,0.0,3676.0,0.0,449.0,0.0,2444.0,661.0,11497.0,64.0,53556.0,129992711.525,31242788351.9975,4296.0,567296.0,0.0,2490.0,0.0,167759.0,26847.5,5899963.522222222,23740.0,4376244.055555555,1288.0,217551.98888888888,191.5,26464.666666666668,856.5,106344.5,1096.5,160147.55555555556,2249.0,302393.0,"Portland-South Portland, ME",0.007515850466766505,0.008704416345977644,0.0066557193767032355,0.00588557880367081,0.004529839048239755,0.006800250689689508,0.019945066553982673,0.0,0.0011935844834017157,16.34141876430206,0.8513198757763976,0.8451443569553806,26.928901248608526,0.7361346424525143,0.9564742841957374,0.0077954928840762916
25420,3641.0,230201.0,81291.0,5410149.0,765.0,17763.0,0.0,3845.0,0.0,2560.0,0.0,467.0,46.0,28.0,811.0,24663.0,82116.0,5701132.0,3716.0,248438.0,2830.0,205538.0,0.0,1362.0,0.0,1652.0,3641.0,230201.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,301.0,0.0,2075.0,0.0,0.0,75.0,2908.0,0.0,9844.0,364.0,48084.0,301984386.575,27349170670.2175,13492.0,599240.0,0.0,1747.0,0.0,55799.0,74480.0,5114916.305555555,56244.5,3471994.5833333335,3292.1,219644.67777777778,296.1,28987.86111111111,2054.0,103358.33333333334,2380.0,155175.98333333334,4080.0,296522.0,"Harrisburg-Carlisle, PA",0.02201941468700835,0.014737025785829295,0.01557034236792364,0.01476696681819609,0.014352343820853451,0.015105741779191925,0.03183638219360917,0.0,0.007513210039630119,22.09795479009688,0.7229428024665108,0.9041746772864597,22.947906519936563,0.7064864257276943,0.9541430218712246,0.02283869154437121
37340,8166.0,237518.0,203379.0,6411597.0,1151.0,17930.0,217.0,4724.0,0.0,1143.0,62.0,500.0,0.0,0.0,1430.0,24297.0,210582.0,6625323.0,8772.0,248071.0,6736.0,213221.0,0.0,993.0,0.0,783.0,8166.0,237518.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,619.0,0.0,4419.0,0.0,0.0,263.0,340.0,343.0,3322.0,376.0,37671.0,495851562.00250006,27814674038.096,16800.0,642169.0,0.0,860.0,0.0,23290.0,185704.0,6067002.333333333,127658.0,4234541.416666667,7657.166666666666,225103.88333333333,1152.0,28090.666666666668,2300.333333333333,101890.65,4796.333333333333,161665.55,9148.0,285742.0,"Palm Bay-Melbourne-Titusville, FL",0.02549437075188666,0.03415315971235346,0.0332378176845053,0.03289711344173205,0.029699779599436385,0.028813403028300873,0.05558362809499747,0.0,0.00988251373301443,24.006155950752394,0.6263848682062556,0.9376887909217079,26.70736603633637,0.718181968280867,0.9477339963006313,0.026442940377689326
12260,6641.589309481897,235967.1948164233,192581.66403566714,6000784.286765713,509.20675425085017,16968.285865793157,75.0,4173.417777555511,0.0,1098.838329205841,0.0,144.10849799959993,27.375075015003002,89.9896,611.5818292658532,22474.64007055411,226055.47434522904,6120233.060746449,7916.883717863573,245417.34271052212,6030.007480216043,213492.5547458692,0.0,753.0,293.1379770954191,1352.9628146029206,6641.589309481897,235967.1948164233,0.0,45.0,0.0,23.7006,0.0,0.0,0.0,0.0,153.0,2330.6758335067016,0.0,11.104220844168836,0.0,883.5904,829.1564312862572,4050.114025145029,996.0167958791758,24694.640915383075,617696534.1478655,22934148063.13114,19843.310871514303,613278.2076682737,293.1379770954191,1432.7676354470893,2885.3268128625723,18076.849926025207,187403.61028466694,5724190.379932396,97559.71111043208,3703724.1909557916,6312.348364842968,224561.020629919,1436.3041777155431,38332.320338220976,2987.5411140228043,88142.72691777523,3959.3867371174238,147803.76814977828,8912.900513742748,270111.9836259052,"Augusta-Richmond County, GA-SC",0.03134202564664096,0.03125074661043313,0.02737571656117427,0.02734117144964512,0.03170102862185666,0.02608924900163172,0.02649120466396551,0.16984589131938943,0.0387696106138436,28.553592853102018,0.6272446494191423,0.9504273857811585,24.93806262080454,0.6581897772604169,0.9516620342273509,0.03250816909959642
nonmetro_54,1106.0889358446252,232030.4978863583,30314.25096274122,6332600.49477405,396.98187666981875,19547.350750658778,0.0,3082.5479382710914,104.6112,194.75526400640064,0.0,281.40155743989556,0.0,753.4184120433081,501.59307666981874,23859.473922419475,30928.140962741218,6567601.053139084,1134.9525358446253,245272.61039937983,604.4958591748066,208171.02396393885,0.0,615.188504252529,0.0,961.8713793638658,1106.0889358446252,232030.4978863583,0.0,0.0,0.0,165.6925692569257,0.0,44.678399999999996,0.0,379.4656,0.0,2717.197792511082,0.0,0.0,0.0,13.642000000000001,28.8636,8344.376267637119,109.80406209353262,22388.532254361602,62763038.50910034,21365802077.59954,3741.557712710781,652887.3215426954,0.0,1172.2423486207913,0.0,33276.1005555492,16112.104681825595,5997783.400290854,10174.875676556905,3591539.9820456323,829.1395975097159,219565.4258393256,52.84608460846085,35693.08730549918,419.54694928887346,86224.33415958783,563.3124930032449,145599.47862082536,1244.756597938158,267661.1426537414,,0.005698131518299308,0.004605997163094306,0.004744381613033403,0.0037620691593112164,0.0026791460989807787,0.003854007498834287,0.02058994693001625,0.0,0.004880541411998658,27.25060298642768,0.6793940305047895,0.7496138607304422,26.77674055184961,0.6631257087232518,0.9462783032378023,0.00591014202582233
