survey,cut,rho_all_over_commute_H_vs_N,r_all_driver_vmt_per_person_H_vs_N,r_commute_driver_vmt_per_person_H_vs_N,r_pov_hours_per_person_H_vs_N,peak_share_H,peak_share_N,commute_share_H,commute_share_N,occupancy_ratio_H_vs_N,sample_persons_H,sample_persons_N
2022,national,0.7422264767834095,0.6915187415244346,0.9316815866247088,0.9245617953577258,0.3988550750187168,0.4144311973451363,0.38684905900948563,0.28712961411558785,1.095939564094466,1722.0,15275.0
2017,national,0.9476988632321027,0.8930224334206464,0.9423061143863952,0.9407735270307285,0.4799481502230997,0.41953257101244107,0.3159784005404794,0.29945237099811034,1.0219346381795258,24058.0,239775.0
2017,southwest,0.8603130526224931,0.8743346355559202,1.0162982334054853,0.9715851950239228,0.4098169235587368,0.39964509599693837,0.3479516178482192,0.2993473185159366,1.0444564111557615,18297.0,92777.0
