cbsa,pred_2000s_all,pred_2000s_mex,pred_1990s_all,ancestry_2010_all,counties
11860,203.43713989336408,69.79746118059012,281.72348032295025,11068.57,1
11900,1294.8506369344088,547.1888962803155,1065.3290744586357,31177.969,1
11940,718.3849696230749,174.98483566987568,692.8378990275806,22599.162,1
11980,934.4850453343553,113.22686170392859,846.7016269310446,32475.602,1
12020,5616.150432668684,1863.1278573370914,5840.202989011384,87120.61,4
12060,226138.6907993173,74068.02321931062,230060.78716858983,2.3730915e+06,29
12100,13185.621560958041,4835.52536365577,14529.15965415315,187279.3,1
12140,266.56792084009203,56.73656010376558,607.190309332553,24906.713,1
12180,333.9284142033555,136.58261228020217,640.7967218567895,61032.734,1
12220,4204.567223065667,1302.347720865067,2568.415805387541,63807.125,1
12260,8331.009192784619,2832.74489249887,7355.500476075416,186706.02,7
12300,554.2668092723184,244.6085185987997,785.52278276278,95144.76,1
12380,523.6245307622142,106.08848745937,1319.4079015711623,30915.176,1
12420,77847.83362969874,17982.478904151125,70100.1944028427,1.1073495e+06,5
12460,230.9294256542584,41.18308886901614,240.16448913919203,7287.8276,1
12540,23671.747251837536,3993.0814472545435,22006.303068251316,551407.0,1
12580,92024.79145543848,36983.42736185349,77092.09858518008,1.5045015e+06,7
12620,1730.3827725255692,699.5667345004014,1475.7499752219533,96855.695,1
12660,597.7863248392182,190.64395712201525,437.5708237441909,47710.33,1
12680,310.30376888889174,93.08863852721444,164.37281548047028,16221.85,1
12700,4461.797993908767,1239.9736640182052,3487.045364847975,144730.45,1
12740,606.117299419668,241.04241553350022,728.4928949039755,42230.52,1
12780,279.5006674650267,64.77960364243378,285.5998338996223,21993.035,1
12820,86.06593522320232,19.48321953410587,175.08863760391188,7418.757,1
12860,385.12291575179836,94.37170846741967,385.0018117169923,44328.87,1
12900,336.9529976620887,93.23303361098289,110.66345632476427,17470.238,1
12940,10785.807405585267,3262.749037229358,11068.153839593599,336683.06,9
12980,2142.567131325581,840.6579622468631,2140.385753040692,78537.586,1
13020,1075.66290628801,410.99494488628034,1259.6030324984822,80987.71,1
13060,476.8770595981403,31.52920338989313,912.6762977401676,24221.035,1
13100,69.91087432193073,18.33042195782078,316.2117349948878,17421.742,1
13140,7152.964555033252,1768.5337732241612,6287.648151126424,184811.6,4
13180,929.7972170110323,296.527729472337,680.5979399228814,74208.68,1
13220,434.3102836474452,200.2964867209222,783.2527572336735,49038.71,2
13260,167.7443311314033,50.18396696452811,158.15492773024437,20494.344,1
13300,161.93616692616732,15.095288819856323,364.17294893675927,18410.178,1
13340,299.829883452748,125.64023924227577,358.3363348222794,25317.652,1
13380,5265.576443955822,1549.4323980246095,6038.193492345829,150235.44,1
13420,383.18426705271077,150.2420503653708,330.53614224944397,29837.234,1
13460,1405.79505140974,197.96434961923723,1497.5712662130627,112280.88,1
13500,126.59094738211094,25.28122652842337,73.57275308001292,6013.257,1
13540,411.7582255994722,164.3778937671179,498.61156469395047,27441.227,1
13620,1017.7472205362568,394.72591574982175,540.2284478601107,32729.072,2
13660,274.76531008910547,70.75814161709455,382.63743846857176,27755.941,1
13700,743.1680126291031,71.53011377454608,444.5514730971922,19505.57,2
13720,133.46363404177393,53.09818830659474,182.66022090582783,20517.545,3
13740,789.3940983316795,299.7637122474449,701.956660837478,107642.57,3
13780,4664.72440348051,2079.293425061565,6239.545016585191,187128.28,2
13820,19627.82579797317,5233.359567233035,14698.107567861864,409932.6,7
13900,965.4428020329425,353.58966671128604,1162.9652946811775,85824.65,4
13940,518.1924149336506,113.42741631073807,475.3501651264707,28997.037,1
13980,5135.360058473956,2354.8075566400707,4222.510566942634,92195.66,5
14010,6100.655866504357,2599.9470900974075,3651.416681021166,115573.95,2
14020,8046.504762279689,3404.9202263795664,6112.259489664935,96441.59,2
14100,964.3476291949723,240.10306374877308,604.8298302415265,68743.695,2
14140,391.82376794756783,154.84635154880303,511.45652203551396,38157.49,2
14180,279.6726263383654,55.73321642871485,325.67025148880947,12095.733,1
14220,598.1555352923982,173.01170620365207,313.71041028160937,30206.992,1
14260,15259.329376556041,4663.353006687525,11663.842951816589,375901.34,5
14340,1571.0058037511233,624.5559213079704,1193.4827046761986,23968.9,1
14380,370.1476086106931,70.68500433906446,407.9956224495062,24750.955,1
14420,630.8200483028976,85.10653417437794,483.66301667295716,15083.0625,1
14460,284344.8166171365,99528.24503181606,309458.41567570914,3.607433e+06,7
14500,14098.886796203235,4601.139690402838,14845.143207641635,260886.11,1
14540,5225.1392322691145,1716.7812967457394,3041.6751987005014,58954.027,4
14580,1273.8037217238218,472.6244444375535,1175.0475354182659,64493.086,1
14620,34.27737941375054,12.484854097595097,122.0505022048642,31818.162,1
14660,442.96925216596367,168.44563681445948,373.12953345956953,64534.867,2
14700,696.826255043277,152.24383888382187,913.6473510197255,41093.094,2
14720,1093.2786744519208,135.79040571959925,1531.008173528309,20953.686,1
14740,4229.304586194886,1421.481908136063,4422.887173937957,177463.4,1
14780,556.4843397254574,63.057437715645605,391.07821479625335,18284.238,1
14820,585.5932407987757,93.17783147025033,676.2510086095684,20996.363,1
14860,60137.516109976976,17747.392338807796,65675.859780596,701822.8,1
15020,127.99859628223129,28.534944650217476,109.47508672250102,6548.6577,1
15060,101.49135611465408,26.78636272731572,131.49943606732052,14830.15,1
15100,463.0850286856968,177.48678236281526,394.7393182807591,23341.822,1
15180,12840.693251220444,677.7076767286667,16119.046604138419,278277.53,1
15220,561.5914067699844,91.72283254304578,434.5828891965139,27705.75,1
15260,1260.0124305396682,296.34809253876955,1247.0425891802665,41117.477,3
15340,200.1735267974618,72.11032484152668,185.18087822346897,26178.81,1
15380,25871.691457077217,11248.807805736064,21336.056735354934,852810.4,2
15420,1019.8022310532084,130.62825955831042,1441.7848637392399,31577.12,2
15460,463.4363075541934,142.3544588581007,540.4068825043834,31154.107,2
15500,2703.323240023628,498.07589453723756,3563.605956161776,66089.75,1
15540,5118.863730507471,2103.649819588343,5502.576998423987,159105.0,3
15580,354.1681778090962,141.7943726552462,301.30240420739483,28140.258,1
15620,202.31552441631177,59.17066991580457,299.27058926721685,34109.566,2
15660,1198.7292326422046,96.59531104794901,1798.3910610952403,23716.797,1
15680,1474.991878798092,635.4104153865541,668.6333574959256,59361.523,1
15700,365.6170189397033,96.10894907631545,365.1428115874799,19725.986,1
15740,173.41554559429593,36.31147894409295,93.42923817971263,25390.014,1
15780,190.00437279030064,40.61118213123295,300.1778108267097,8622.703,2
15820,144.85251446034846,32.092469460361734,175.55577450830873,9026.594,1
15860,377.8044623754156,89.85439623835408,492.9597819959887,33435.18,1
15900,286.11641623659466,93.48838186139159,367.408459052141,21212.332,1
15940,2477.5496751182927,854.1156533094052,2408.937268136504,266024.75,2
15980,22560.799070908695,3460.4963532925367,13892.179636969233,418631.06,1
16020,497.47017757464863,139.40194441125647,594.9680590306265,54686.742,3
16060,1559.6079858015578,624.7803477127374,2303.755289020558,75214.98,2
16100,688.4166740607823,27.71543348429991,888.4468271026076,32121.379,1
16180,902.0279507474387,134.54189986395957,1125.8990381779217,47066.562,1
16220,471.36087607857405,160.0397965022023,764.4275317094049,46938.363,1
16260,640.640510852544,85.20611620218052,472.9032049137276,31968.28,1
16300,3716.6979782819812,1371.0931869738056,3614.7628077528802,187852.42,3
16340,539.3055559922549,81.98115958200138,658.555915126674,16192.187,1
16380,149.84678064541706,59.08174583369559,89.08158876642698,28499.707,1
16460,122.19398100157478,37.58497368821577,152.7426340977882,23702.807,1
16500,734.1052989646312,121.90458526440007,673.4926571469827,47897.586,1
16540,1806.664310358172,585.681927130094,1381.942105854608,96240.81,1
16580,17064.49748984428,7062.390735832193,11487.594531001487,140059.89,3
16620,977.8495571671364,467.8047562998174,1329.4830563052483,98037.69,3
16660,465.5475254000052,138.4772134514936,397.23092951318756,32637.402,2
16700,11546.512089590358,3251.096897772345,9340.325480830306,270205.2,3
16740,61090.51576334831,17716.04377067139,52253.049574218305,1.0518048e+06,10
16820,8840.866476639012,3711.4862680443243,6225.081403257913,117677.18,6
16860,6712.379625036972,1796.6838597561382,7486.707229999634,215948.45,6
16940,1344.506048425715,452.93589804815747,1884.1243137108008,63807.09,1
16980,468126.43811541557,154392.804595428,652672.6543130144,6.5339255e+06,14
17020,3486.2282867639487,1114.39453702414,5298.827819165303,149130.28,1
17060,124.79991407731335,37.21020681031435,196.6709851944559,35322.535,1
17140,42594.42319210441,15116.884098312521,34222.76465248339,1.1905671e+06,15
17200,3530.5477004569757,1362.8525710298193,2161.206170234199,165987.33,4
17220,372.86244882678074,151.08876542981946,406.9241106828233,54302.195,3
17260,225.4283289392359,59.72370121245558,98.63659569124552,6618.5913,1
17300,5521.588650771662,1664.7476147209632,6978.670692835688,108012.71,3
17340,787.793089140328,89.38437581590277,1069.5658960795486,44304.195,1
17380,168.8161799251637,51.6334118722468,129.4846287333394,5529.0366,1
17420,1524.4886920481947,371.33628090535706,1470.2750837140397,47957.8,2
17460,45672.05033185564,17212.31021935468,58703.76052291527,1.3551061e+06,5
17500,1488.6757708445166,89.44803761547725,1581.756027834686,23103.846,1
17540,301.45572551638446,101.26429968019846,514.4789801436636,38451.62,1
17580,691.4236531314093,126.73997756183283,1143.3788894916843,28571.83,1
17660,560.8375846526478,161.6472838612234,1077.3468122463605,87720.91,1
17700,341.9818801630466,88.11802849255025,275.8657371252391,17804.81,1
17740,636.65591332253,198.51569792347092,583.3636676041534,29557.943,1
17780,13321.436076782968,4168.571320311111,10477.91719958472,134316.73,3
17820,17975.268521751263,5384.2637198099055,20187.14712710412,431114.8,2
17860,6023.830428050555,2488.4685180211836,5641.190873066653,102208.6,1
17900,14270.178086568249,4416.364071426859,11356.19701632538,299565.3,6
17980,4503.702809583965,1549.2506132983028,5487.957448963874,87870.984,5
18020,2234.9088292479805,709.541076572341,1365.5775158666984,42673.56,1
18060,387.07397228439476,124.10398293182173,322.66558929072374,16809.105,1
18100,561.5104437176567,109.68984639820341,522.6881962662469,24106.68,1
18140,65561.16689591501,24023.53556808134,55294.59428844782,1.1260288e+06,10
18180,2035.3828592649386,842.620309009345,1509.4273497577774,115819.42,1
18220,153.251421514938,57.76223943540589,127.54033539345907,12511.69,1
18260,1246.9770885994521,275.84682151902945,960.2381663284924,36886.66,3
18300,301.4394520952957,79.55816826045125,390.5664483759664,44047.03,1
18380,288.7534225246049,86.90585801702882,280.44816585757957,6033.844,1
18420,200.31960979996182,54.69872091758873,118.58536483916404,13941.14,1
18460,293.37474179739985,51.708929846720075,627.4781827750268,22463.814,1
18500,916.3434573094692,412.07561735089985,854.8930078978918,68506.87,1
18580,6744.052897342539,1583.1333920384868,6403.272744551278,270398.12,3
18620,586.4276244199855,24.280289873755237,967.8521752408319,24270.057,1
18660,215.04049831598164,80.06676589062974,489.2659972423781,29536.996,1
18700,1658.6441521761476,483.08545744312016,1978.437988356008,57867.062,1
18740,176.24443376294357,61.1995550058025,133.61675727586427,23981.812,1
18780,376.10317230217174,22.721415490004844,304.701310615916,11436.932,1
18820,269.3872241782007,43.41151701550777,290.87700824550666,19271.037,1
18860,238.56994519352995,59.43404287651524,277.5668175106543,18502.066,1
18880,4516.5953879700655,1568.7963770335205,4759.480116817987,115064.26,2
18900,713.2817239484843,172.48299376813452,524.1623283437965,20022.549,1
18980,1356.865998775734,108.55588464501827,1110.2671850998593,38601.297,1
19000,423.3171914770335,131.52205269438085,208.97692552155848,18507.053,1
19060,388.010052544127,147.01865739954178,730.893686131549,62982.87,2
19100,304477.5470735684,71844.64359917378,333709.2335465835,3.65095e+06,13
19140,3262.3949968026577,262.88844347077696,4894.401430168891,64546.324,2
19180,360.5621107361785,111.88200507173147,671.2797730729117,45857.0,1
19220,730.1359269289528,235.02669040186748,516.1251150494325,23865.65,2
19260,926.6369211343875,278.38944877850156,632.2049529560021,30633.86,2
19300,3512.9700284115675,935.8711466169559,1714.5648070050106,87890.12,1
19340,6068.8494896219645,2107.9705491891723,6259.6962462671445,247829.12,4
19380,12719.84711795384,5075.946327377439,11933.542562919965,423367.4,3
19420,103.55611594152577,19.945136498134694,166.07852379361157,11465.378,1
19460,2325.317329861129,409.2302969063502,1281.2200908078019,59863.516,2
19500,749.8990113955565,271.67575859963796,554.3391286228506,50808.82,1
19540,118.92902382418913,40.767738019382925,209.55007249704366,21097.379,1
19580,255.40222651393103,63.56792328487914,182.2290428452201,26732.783,1
19620,1090.3368953061336,113.9924095981102,1688.0235090374072,36856.387,1
19660,11068.550124345593,3492.8335713385604,9742.051821939538,346112.03,2
19700,331.67146496162655,61.18442285978252,588.3834563432113,17236.287,1
19740,95730.20548928963,26021.148174516038,119504.70447838125,1.7728281e+06,9
19760,313.1854763883932,99.20080872300167,669.3250883009173,14726.99,1
19780,19352.13378840255,6804.194315129312,20182.77590470943,382457.1,5
19820,151982.5443646991,60745.865085155325,190027.2306669121,2.6868435e+06,6
19860,295.0851356829295,113.88395991465427,149.54365469868983,18434.11,1
19940,718.3816405977169,229.89851579442782,1061.5784669918205,29366.416,1
19980,1373.232257274846,185.1468457255249,2173.1668473657824,22803.477,1
20020,1682.999729031395,477.5516423297721,1764.644639545727,44141.254,3
20060,373.1016852067854,73.81491436046477,408.5459268177242,13919.793,1
20100,3122.7205681385676,950.1537583687741,2537.3315796249635,88539.32,1
20140,443.40719535075675,127.39913916305376,455.53048727793123,14032.726,2
20180,197.51663306159864,74.96131401872876,210.87109438815276,52912.688,1
20220,535.8565035680541,180.00365702355964,914.5187239611585,68350.17,1
20260,2051.8816923855966,754.1562385872683,2170.3516360580065,200062.36,3
20300,532.0337610203931,71.77887137839507,407.92150460816185,12721.058,1
20340,565.0088356089057,166.55655441658874,1012.8603898220041,18907.7,1
20380,2492.450536341779,385.82694722674586,2427.990424990293,45991.527,1
20420,549.8309626045464,84.10979056518414,658.7026544758972,33229.957,1
20460,395.34001688430146,101.33544767092435,321.87616457561023,12582.036,1
20500,23569.969285283292,7682.88127942142,23784.170268238635,262251.4,4
20540,170.47291831236413,31.757828870033684,273.4300430728907,11058.087,1
20580,1149.6714342487242,120.1957124729145,1779.883279678894,38862.062,1
20660,403.02022927602724,105.94105229380429,402.4975198537589,21743.986,1
20700,3794.7387302681796,1548.5134201703609,2089.3820052846995,126033.37,1
20740,1543.8585670074049,568.982529868909,1329.3996999477806,125202.59,2
20780,1934.1301458851049,240.2281462312312,2708.521763229544,37069.375,1
20820,170.8689537942593,67.53553073271264,63.28833443107212,17519.504,1
20900,517.4700803680965,34.21305104725573,990.3656935365079,26282.795,1
20940,5262.969439817033,360.2045732834978,6093.120037477657,135105.22,1
20980,251.04851682933992,53.6586441044013,396.6182087993499,11392.985,1
21020,658.1799393191325,127.12325698150154,520.2680763527889,25380.266,3
21060,3077.0835366459933,1169.293158604957,3843.7786307385763,65788.1,3
21120,254.24278937182677,38.08400407311787,242.78523368063895,9981.393,1
21140,4386.994972858419,699.6945357530113,5931.630040746282,121957.15,1
21180,63.611273931371,24.601527233453304,100.99185726951742,13109.5625,1
21220,895.1592443295592,161.0325755049053,787.7542537290461,34330.363,2
21260,575.1388278719694,82.81403608419238,964.4918251845496,25048.785,1
21300,626.6835333919072,230.92837465646306,641.0690171383671,60189.688,1
21340,27408.47356762667,2425.0993860022204,35867.055821559836,617119.06,2
21380,618.1097675302,181.07927759256148,596.5798595517874,22707.154,1
21420,657.9173373107086,146.92997763796572,630.5420462400014,30721.373,1
21460,381.6774408920606,64.72607125682097,492.22456934798913,13841.198,1
21500,5025.037504721875,2146.3922501613124,5732.353694468031,206448.4,1
21540,244.23628845117278,69.38763497557501,243.04538973583544,24789.023,1
21580,393.23110166440256,56.359574866133535,676.8753599916002,31202.197,1
21660,6244.073782645424,1998.4783375597844,6650.852335979085,238236.3,1
21700,1255.2516190585488,330.74563456241987,1506.0872410530521,93710.44,1
21740,401.69085466375856,63.58952311622319,141.12746248796168,16552.271,1
21780,3243.905062445653,1125.3537408381421,1807.6232584831212,163330.3,4
21820,1894.7106589147122,646.1470264901895,2628.3345778269927,58881.957,1
21840,269.5936493573191,90.64927886534284,141.961366271472,10046.888,1
21900,229.02487659183458,92.80389041590885,249.94671887883942,33354.266,1
21980,457.32413629901816,82.26925298434954,402.45243630304446,17538.895,1
22020,6972.01184244042,2767.8351075001374,3416.0968321490022,170107.61,2
22060,1042.3717223399076,272.574120831472,869.0488647468727,49801.35,1
22100,305.53132009011495,82.80664495247171,375.9254325840223,34668.83,1
22140,979.2325891869692,158.89256399201673,988.8648822392704,60172.77,1
22180,7493.907858749257,2543.1445538303037,10737.635635441575,141034.2,2
22220,12159.900695876438,2441.853928181177,10448.949839840338,255038.38,4
22260,829.5210041873553,228.40313044005768,639.733636175905,46499.887,1
22280,593.2643038830337,88.48828738393685,740.5044633539065,30955.705,1
22300,603.7441106637342,225.29246248426452,679.4868755942689,49355.71,1
22340,149.6354066954015,16.99310957222565,206.55392998171655,5586.8506,1
22380,2624.9244437514344,816.1003339915295,3186.197121168508,68924.195,1
22420,2843.5976965227906,1138.565862021589,4487.743036094887,209406.25,1
22500,1222.4963646075407,362.6597309511147,1508.5898507279596,50278.785,2
22520,1151.2348005595104,307.4322822397891,625.8337707279497,48378.336,2
22540,879.1716326222378,264.59196735496323,936.3368494425054,79380.23,1
22580,532.2172662325719,180.22659256377236,529.6309763291848,26019.748,1
22620,37.715106689636485,3.2935829388437217,96.06510565285284,5813.715,1
22660,5895.389810075455,1706.108130202776,6451.964531178799,226078.0,1
22700,217.88898531768749,34.37978503594422,410.99032331638324,27858.906,1
22780,517.52334128796,170.37437880086213,658.2534842672505,25410.246,1
22800,589.9887380987202,185.6396386403036,653.8324108215705,39152.492,3
22820,673.0580428283206,137.04191710383904,710.9117451267514,19492.963,1
22860,498.7554371339371,157.97968652461816,1065.916338016354,23453.088,1
22900,2965.659137561078,400.38897324458367,4503.424923957117,116880.93,4
23060,8012.245872361074,2914.3269022460113,8305.599721403474,252327.42,3
23140,2252.6854162143095,870.4907068796043,1923.1471510001957,23799.648,1
23180,922.03250584131,238.8960781216164,664.3890657277178,34084.094,2
23240,221.37218441263744,34.08444534753056,235.60790000017758,17344.02,1
23300,267.06254110811426,62.13171100990058,682.1362840998282,35840.65,1
23340,245.16649687444587,40.0181949075613,320.4094385450622,30782.154,1
23380,251.8650998385869,67.96873615518348,132.21110450165563,42371.918,1
23420,32167.541671384017,7255.144209046604,43381.28719949585,638464.3,1
23460,1188.5918287274164,374.6216596515375,1032.2399953072859,35010.637,1
23500,127.66401791514822,43.126435009592946,322.91536758358774,13425.002,1
23540,10218.7497140064,4232.42719211715,9005.534018574172,145581.84,2
23580,5654.149642599893,525.9140441937838,8538.506342587682,98177.57,1
23620,561.2145167331386,116.41026674363177,809.5386499693351,20107.66,1
23660,366.6531915535047,92.09040098952268,243.18771835529745,35831.918,1
23700,499.40503183949863,90.74508883776888,656.2456744344378,17532.234,1
23780,1906.1435407479364,256.9969180632543,3016.5092970194964,31652.838,2
23820,709.4719560186752,105.82122692882461,885.5532752430398,37019.258,1
23860,364.44192854943583,94.43114181611746,404.48626837906806,15085.163,1
23900,905.5075611550188,228.10197687722086,1350.1133168897713,69140.3,1
23940,399.00164911966715,105.72933804874378,161.73221771494312,26733.865,1
23980,209.9385150873499,34.54450438928074,261.124851021662,16701.688,2
24020,668.9557266228911,283.6613679607283,591.0304746810862,91286.88,2
24060,1939.7087642618378,161.22970949715918,1978.9985437868097,51221.598,2
24100,280.5666765868752,92.17918943895593,597.7931912799204,38659.17,1
24140,2504.0771994553475,648.1625742759358,2644.9968281866372,43371.613,1
24220,1800.0706573234095,655.4347180626341,1368.7327850066608,81540.01,2
24260,1827.1997318437589,294.7395699461533,1365.5968327853086,61444.348,4
24300,1916.8011594635022,332.4227386600481,1744.664403358186,97240.695,1
24340,18759.443991162923,5569.060506299036,26394.99554506361,720146.25,4
24380,170.89055613141585,31.051906910329038,224.5595796493406,5999.3247,1
24420,363.60572919449766,95.96556053959641,471.11351766094486,53130.91,1
24460,142.73504422650802,22.984832044995503,282.12151527395946,17223.426,1
24500,507.8131559489962,176.75356206550455,946.8626572039209,52577.56,1
24540,5865.641232588552,1182.728900001051,5241.292795333829,186526.61,1
24580,4375.503824697433,1195.0444771502328,5405.592822909561,230748.92,3
24620,405.74795858172257,87.14355411586523,425.5656869878439,27001.863,1
24640,1071.7935603978553,411.77423606549706,1147.958862982771,58309.156,1
24660,20541.349770109253,7029.902035177748,21632.455269250077,297795.22,3
24700,147.06458472495092,55.43034885156991,122.39147274245161,12006.586,1
24740,261.64783822537873,80.02651515451971,200.68795502669664,8569.441,1
24780,2547.170446770098,859.3737179776487,2553.4377309413685,57880.34,1
24820,518.2437274055436,200.82027354624086,334.01575473656004,30732.719,1
24860,15095.892043335301,4137.337611004625,12174.672700012115,368108.0,4
24900,390.7114167072161,122.32224447059855,71.08397500528197,6515.113,2
24940,1041.080065861553,114.81600967859258,967.9414856004267,32456.094,2
24980,90.00248990707874,24.303720332792604,167.67924877281806,5950.204,1
25060,6065.735553884801,1412.5901114831713,7013.911870976623,170993.36,3
25100,337.8728779256985,25.85631220790215,317.3703657725726,10824.1045,1
25180,2392.615436732566,902.2937164806556,1442.131153683143,136091.02,2
25200,589.126425238376,75.4622406878841,832.900280036878,18241.69,3
25220,700.3756512226933,63.72565156743479,398.6028070205331,54151.242,1
25260,4865.803130900813,634.4518302974091,3751.8544561694443,101444.78,1
25300,150.46850581062986,47.89591824593049,460.6380533743641,18588.248,2
25420,13624.39355924549,5642.004225778921,10200.638645919782,369955.97,3
25460,305.348670473862,68.65820345317331,369.15733632293535,22838.234,2
25500,2150.2571313493036,531.8954983921665,2054.2689944478234,59718.797,2
25540,55092.782298262915,18519.678733222947,57170.54162497298,895100.56,3
25580,378.4827715423564,119.68664364851617,721.198518385076,23743.898,1
25620,1558.238597161606,328.28494601723537,1666.1568881446772,49838.145,3
25700,187.99532997095574,71.6272923419944,195.49500127428368,19131.98,1
25720,268.9617833401605,61.782470744982014,191.6623314803895,11377.245,1
25740,673.058719949949,269.4650295660139,572.5929846186813,53477.547,2
25760,34.00647927324416,2.9697159947146954,86.61876135487825,5242.036,1
25780,402.58766420310036,30.562577910813975,467.5568741440301,11995.911,1
25820,490.78468565226814,66.21378870804783,376.29494000069775,11734.783,1
25840,908.637411267069,107.37299490502471,1540.474045672593,54778.812,2
25860,3658.4072996800587,750.4401881254319,7253.667759625705,169032.48,4
25880,458.6643083052183,107.63026591610209,327.90864017488286,32276.223,1
25900,5744.200229834218,2093.1131065521267,6473.594187789728,112389.74,1
25940,4879.439046200044,535.5967614250262,3597.426593661114,101963.945,2
25980,1362.485496438502,464.5556314351159,2312.3022145748664,34230.16,2
26020,739.7634157307801,29.782637897278757,954.7131865299141,34517.207,1
26090,709.5047013543037,195.50166793648532,851.8818189863204,71426.945,1
26140,1075.0075508219395,253.04138111916663,1339.0845591345699,97008.52,1
26220,299.41713054700836,20.316493326276515,361.66998756678566,13400.624,1
26300,546.8277205157391,93.91636860479102,816.0081977269415,44036.473,1
26340,613.6699833062194,260.80618026216246,339.4939581049976,23274.125,2
26380,1040.7212315323598,88.15317880121096,935.8092463340959,97607.914,2
26420,329701.7264200786,76250.44083981033,335862.51548829715,3.483073e+06,9
26460,683.4457999856513,278.70207508915644,854.1315742497092,45419.023,1
26500,101.79648455955731,32.535791664773036,237.96124641510124,28714.115,1
26540,134.66833223511102,46.163023386949966,237.2823542010349,23889.45,1
26580,1409.4405230887835,619.415886879149,1529.4343077252047,153987.27,7
26620,8009.854465057647,2151.3518057749757,8052.793284515457,167445.34,2
26660,843.9306767614161,112.32585142720198,1008.5736123045003,40595.94,2
26700,189.96269578717315,67.41449058615163,55.92720062996623,12484.138,1
26740,357.87926975357885,82.65641041458895,410.4186109617313,42122.766,1
26780,425.9605755977459,123.96554007912765,273.6106269144953,29019.676,1
26820,1606.2110648668352,268.0889220699321,1683.974435682747,88358.96,3
26860,555.5972449102495,264.19635358983976,775.0637845276049,66622.89,1
26900,49121.55647570018,14568.902937950314,31172.405524455666,1.0016921e+06,11
26940,275.64579912399665,86.29799876910455,50.149543089648276,4596.394,1
26960,402.9967968199744,114.28688387818386,304.8923751462997,39930.234,1
26980,6813.0227799760005,2623.5906208760725,6249.726306285129,112781.28,2
27020,464.9826228517113,193.53552577950697,290.36975375745504,20696.36,2
27060,6849.377339068791,3169.2277776260703,6477.969321865089,68356.87,1
27100,1184.6271160117576,486.9682403648757,1207.0611566850093,102983.75,1
27140,6275.185979911976,1825.4788827291993,4155.814627018041,148253.17,6
27160,25.090510502244324,9.459343722747102,96.16588442568231,12663.075,1
27180,1685.8055189506824,475.9054230279554,1645.5760333622472,41639.92,3
27220,463.4937206377207,74.16588710419994,227.0700714956292,20370.883,2
27260,33900.611607327475,12509.637125199315,29641.182315082173,670096.8,5
27300,219.14857947337347,52.844301735849236,244.9779957078199,24363.637,2
27340,2871.1620661231054,1040.3300188045089,3290.638142816007,94655.82,1
