arm_set,net_cost_low_bn,net_cost_high_bn,span_bn,se_cps_only_bn,se_combined_independent_bn,se_all_positive_correlation_bn,span_over_se_combined,span_over_ci95_width_independent,span_over_ci95_width_envelope
"main CBO-informed band, 16 cases",165.1200005489785,197.3841007900947,32.26410024111618,10.007115863904428,12.29405053332604,20.30132602300356,2.6243669776414555,0.66948137184731,0.40542365593681334
"education-fixed band, 16 cases",120.79407253233614,160.30748927669066,39.513416744354515,10.007115863904428,12.29405053332604,20.30132602300356,3.2140275198352004,0.819904979549796,0.49651698808684647
"full proportional-service benchmark, 4 cases",269.8119124377106,288.7156313920319,18.903718954321334,10.007115863904428,12.29405053332604,20.30132602300356,1.5376314667877904,0.39225292520096694,0.2375400148148638
all 60 executed service-response cases,33.652666479549424,288.7156313920319,255.0629649124825,10.007115863904428,12.29405053332604,20.30132602300356,20.74686159952505,5.292566734572717,3.205065659854408
three headline constructions together (121-289),120.79407253233614,288.7156313920319,167.92155885969578,10.007115863904428,12.29405053332604,20.30132602300356,13.658765953865506,3.4843790698636496,2.1100657323382848
proportional-service core grid (receipt/spending/production arms),262.0537882647353,356.8377936020259,94.78400533729058,10.007115863904428,12.29405053332604,20.30132602300356,7.709745871009337,1.966771905869729,1.1910351654315763
"full capital, all ownership endpoints",21.309825960315766,356.8377936020259,335.5279676417101,10.007115863904428,12.29405053332604,20.30132602300356,27.291897550947855,6.962218762996902,4.216171357445699
"capacity path, services 0/.5/1 with capital 0/.5/1",-112.6712612984431,356.8377936020259,469.509054900469,10.007115863904428,12.29405053332604,20.30132602300356,38.18994021764833,9.742331688175593,5.899748516483066
