allocation,component,point_bn,se_cps_bn
personal,direct_receipts,424.52233719181515,8.224140123186373
personal,transfers,364.26925430087954,5.459236318702371
personal,public_order_safety,62.42544319360777,0.577438997022815
personal,economic_affairs_services,36.260766261308014,0.5169875402333366
personal,housing_community_services,1.7479985046902862,0.01616908830291006
personal,health_services,23.534996006511168,0.2710769159646268
personal,recreation_culture,6.533019657310858,0.06043081355062302
personal,education_services,199.57014040253873,2.2319031588910458e-11
personal,income_security_services,27.686977953453297,3.605495828202989
shared,direct_receipts,444.81375478345484,8.4029945966507
shared,transfers,374.7361030353387,5.585192447368704
shared,public_order_safety,62.42544319360777,0.577438997022815
shared,economic_affairs_services,36.260766261308014,0.5169875402333366
shared,housing_community_services,1.7479985046902862,0.01616908830291006
shared,health_services,23.534996006511168,0.2710769159646268
shared,recreation_culture,6.533019657310858,0.06043081355062302
shared,education_services,193.36546003953734,2.1633001677242427e-11
shared,income_security_services,29.344478442104435,3.59009161793259
