profile,share_cps,share_pf,share_school,share_meps
cbo_category_lag_non_school_fixed,0.6784756413933315,0.006121145709532427,0.007293618867822395,0.30810959402931365
cbo_category_lag_non_school_full,0.673674650676189,0.006077871788755952,0.014318196687441965,0.305929280847613
education_fixed_diagnostic,0.6834605094123133,0.006166076421855924,0.0,0.31037341416583075
education_full_diagnostic,0.6648334523154502,0.005998179789798389,0.027254209594643964,0.30191415830010737
proportional_reference,0.6545377604440031,0.0061823414943674455,0.02808696016076388,0.31119293790086555
school_response_only,0.6635124258772339,0.006267008286295266,0.014761607802359338,0.3154589580341115
