case_id,allocation,normalization,profile,direct_receipts_bn,transfers_bn,responsive_services_bn,production_term_bn,welfare_bn
personal_0,personal,gdp,proportional_reference,424.5223371918151,364.2692543008852,357.75934197942706,13.32259791925651,-284.1836611692407
personal_0,personal,cash,proportional_reference,424.5223371918151,364.2692543008852,357.75934197942706,8.790627696465311,-288.71563139203187
personal_1,personal,gdp,school_response_only,424.5223371918151,364.2692543008852,304.9388551181695,13.32259791925651,-231.36317430798312
personal_1,personal,cash,school_response_only,424.5223371918151,364.2692543008852,304.9388551181695,8.790627696465311,-235.8951445307743
personal_2,personal,gdp,cbo_category_lag_non_school_fixed,424.5223371918151,364.2692543008852,205.33300139500034,13.32259791925651,-131.75732058481395
personal_2,personal,cash,cbo_category_lag_non_school_fixed,424.5223371918151,364.2692543008852,205.33300139500034,8.790627696465311,-136.28929080760514
personal_3,personal,gdp,cbo_category_lag_non_school_full,424.5223371918151,364.2692543008852,262.14506919955,13.32259791925651,-188.5693883893636
personal_3,personal,cash,cbo_category_lag_non_school_full,424.5223371918151,364.2692543008852,262.14506919955,8.790627696465311,-193.1013586121548
personal_4,personal,gdp,school_response_only,424.5223371918151,364.2692543008852,309.2215972961093,13.32259791925651,-235.6459164859229
personal_4,personal,cash,school_response_only,424.5223371918151,364.2692543008852,309.2215972961093,8.790627696465311,-240.17788670871408
personal_5,personal,gdp,cbo_category_lag_non_school_fixed,424.5223371918151,364.2692543008852,209.61574357294015,13.32259791925651,-136.04006276275376
personal_5,personal,cash,cbo_category_lag_non_school_fixed,424.5223371918151,364.2692543008852,209.61574357294015,8.790627696465311,-140.57203298554495
personal_6,personal,gdp,cbo_category_lag_non_school_full,424.5223371918151,364.2692543008852,266.4278113774899,13.32259791925651,-192.8521305673035
personal_6,personal,cash,cbo_category_lag_non_school_full,424.5223371918151,364.2692543008852,266.4278113774899,8.790627696465311,-197.3841007900947
personal_7,personal,gdp,school_response_only,424.5223371918151,364.2692543008852,293.87503871252716,13.32259791925651,-220.29935790234077
personal_7,personal,cash,school_response_only,424.5223371918151,364.2692543008852,293.87503871252716,8.790627696465311,-224.83132812513196
personal_8,personal,gdp,cbo_category_lag_non_school_fixed,424.5223371918151,364.2692543008852,224.17139149109394,13.32259791925651,-150.59571068090756
personal_8,personal,cash,cbo_category_lag_non_school_fixed,424.5223371918151,364.2692543008852,224.17139149109394,8.790627696465311,-155.12768090369875
personal_9,personal,gdp,cbo_category_lag_non_school_full,424.5223371918151,364.2692543008852,251.08125279390774,13.32259791925651,-177.50557198372135
personal_9,personal,cash,cbo_category_lag_non_school_full,424.5223371918151,364.2692543008852,251.08125279390774,8.790627696465311,-182.03754220651254
personal_10,personal,gdp,school_response_only,424.5223371918151,364.2692543008852,299.0548470855191,13.32259791925651,-225.47916627533272
personal_10,personal,cash,school_response_only,424.5223371918151,364.2692543008852,299.0548470855191,8.790627696465311,-230.0111364981239
personal_11,personal,gdp,cbo_category_lag_non_school_fixed,424.5223371918151,364.2692543008852,229.35119986408583,13.32259791925651,-155.77551905389944
personal_11,personal,cash,cbo_category_lag_non_school_fixed,424.5223371918151,364.2692543008852,229.35119986408583,8.790627696465311,-160.30748927669063
personal_12,personal,gdp,cbo_category_lag_non_school_full,424.5223371918151,364.2692543008852,256.2610611668996,13.32259791925651,-182.6853803567132
personal_12,personal,cash,cbo_category_lag_non_school_full,424.5223371918151,364.2692543008852,256.2610611668996,8.790627696465311,-187.2173505795044
personal_13,personal,gdp,education_fixed_diagnostic,424.5223371918151,364.2692543008852,115.39541565826435,13.32259791925651,-41.81973484807797
personal_13,personal,cash,education_fixed_diagnostic,424.5223371918151,364.2692543008852,115.39541565826435,8.790627696465311,-46.35170507086917
personal_14,personal,gdp,education_full_diagnostic,424.5223371918151,364.2692543008852,314.96555606080767,13.32259791925651,-241.3898752506213
personal_14,personal,cash,education_full_diagnostic,424.5223371918151,364.2692543008852,314.96555606080767,8.790627696465311,-245.92184547341247
shared_0,shared,gdp,proportional_reference,444.81375478345427,374.7361030353446,353.21216210507674,13.32259791925651,-269.8119124377106
shared_0,shared,cash,proportional_reference,444.81375478345427,374.7361030353446,353.21216210507674,8.790627696465311,-274.3438826605018
shared_1,shared,gdp,school_response_only,444.81375478345427,374.7361030353446,302.0338760105829,13.32259791925651,-218.63362634321675
shared_1,shared,cash,school_response_only,444.81375478345427,374.7361030353446,302.0338760105829,8.790627696465311,-223.16559656600793
shared_2,shared,gdp,cbo_category_lag_non_school_fixed,444.81375478345427,374.7361030353446,204.19432219970224,13.32259791925651,-120.79407253233609
shared_2,shared,cash,cbo_category_lag_non_school_fixed,444.81375478345427,374.7361030353446,204.19432219970224,8.790627696465311,-125.32604275512729
shared_3,shared,gdp,cbo_category_lag_non_school_full,444.81375478345427,374.7361030353446,259.2400900919635,13.32259791925651,-175.83984042459736
shared_3,shared,cash,cbo_category_lag_non_school_full,444.81375478345427,374.7361030353446,259.2400900919635,8.790627696465311,-180.37181064738854
shared_4,shared,gdp,school_response_only,444.81375478345427,374.7361030353446,306.18346677500136,13.32259791925651,-222.7832171076352
shared_4,shared,cash,school_response_only,444.81375478345427,374.7361030353446,306.18346677500136,8.790627696465311,-227.3151873304264
shared_5,shared,gdp,cbo_category_lag_non_school_fixed,444.81375478345427,374.7361030353446,208.34391296412065,13.32259791925651,-124.9436632967545
shared_5,shared,cash,cbo_category_lag_non_school_fixed,444.81375478345427,374.7361030353446,208.34391296412065,8.790627696465311,-129.47563351954568
