family_arm,earnings_arm,self_employment,coverage_scale,adjustment,group,population,per_person_year,total_bn,oasdi_tax_per_person,ss_benefit_per_person,std_vs_white,gap_change,complete_gap_after
observed_family,group_mean,True,1.0,cash_to_accrual,third_plus_nh_white,173053893.39728963,-1539.4437545995077,-266.40673539958647,4330.868363684945,4924.000893395011,-1539.4437545995106,0.0,-7224.0
observed_family,group_mean,True,1.0,cash_to_accrual,all_native,283672179.878623,-1800.7756717539453,-510.82996027883337,3837.2860306935636,3853.3631230274277,-1272.2823582687847,267.1613963307259,-6956.838603669274
observed_family,individual,True,0.959549334589366,accrual_only,mexico_born,12220781.882555902,-6081.025652683032,-74.31488812366648,3481.885232921716,1729.1022193618344,-4370.641802310121,1154.6699727155856,-6069.330027284414
observed_family,individual,True,0.959549334589366,accrual_only,mexican_second_gen,14333217.663520351,-3777.0147482704856,-54.1367745052874,2634.2115525334502,787.1845325458506,-4589.924368754155,935.3874062715522,-6288.612593728448
observed_family,individual,True,0.959549334589366,accrual_only,mexican_third_plus_selfid,14342574.60627561,-3630.7706139295506,-52.07459840855768,2602.3893085142768,1313.7635095058488,-4726.732330237366,798.5794447883409,-6425.420555211659
observed_family,individual,True,0.959549334589366,accrual_only,third_plus_nh_white,173053893.39728963,-5525.311775025698,-956.1767149020864,4155.681856568025,4924.000893395011,-5525.311775025707,0.0,-7224.0
observed_family,individual,True,0.959549334589366,accrual_only,all_native,283672179.878623,-4916.888464609029,-1394.784468975699,3682.065257381078,3853.3631230274277,-5248.945221296444,276.3665537292627,-6947.633446270737
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexico_born,12220781.882555902,-4351.923433321197,-53.183907048202165,3481.885232921716,1729.1022193618344,-1729.3419776093883,-1128.0310959786934,-8352.031095978693
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_second_gen,14333217.663520351,-2989.8302157246353,-42.853887258951204,2634.2115525334502,787.1845325458506,-443.70733272445705,157.60354890623785,-7066.396451093762
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_third_plus_selfid,14342574.60627561,-2317.007104423702,-33.23184725846757,2602.3893085142768,1313.7635095058488,-913.9401296232957,-312.62924799260077,-7536.6292479926005
observed_family,individual,True,0.959549334589366,cash_to_accrual,third_plus_nh_white,173053893.39728963,-601.3108816306868,-104.05918920834712,4155.681856568025,4924.000893395011,-601.3108816306949,0.0,-7224.0
observed_family,individual,True,0.959549334589366,cash_to_accrual,all_native,283672179.878623,-1063.525341581601,-301.6925520026099,3682.065257381078,3853.3631230274277,-453.6320879170553,147.6787937136396,-7076.32120628636
single_man,individual,True,1.0,accrual_only,mexico_born,12220781.882555902,-4914.8333561649615,-60.06310643480219,3628.667237221076,1729.1022193618344,-3549.5057242826715,1200.5496528578951,-6023.450347142105
single_man,individual,True,1.0,accrual_only,mexican_second_gen,14333217.663520351,-3395.4317381037413,-48.66746216386615,2745.2591102684128,787.1845325458506,-3986.078060087531,763.9773170530357,-6460.022682946965
single_man,individual,True,1.0,accrual_only,mexican_third_plus_selfid,14342574.60627561,-3230.5718592667004,-46.33471791246716,2712.0953709253054,1313.7635095058488,-4126.373514277278,623.6818628632882,-6600.318137136712
single_man,individual,True,1.0,accrual_only,third_plus_nh_white,173053893.39728963,-4750.0553771405675,-822.0155768669063,4330.868363684945,4924.000893395011,-4750.055377140567,0.0,-7224.0
single_man,individual,True,1.0,accrual_only,all_native,283672179.878623,-4280.5002368611695,-1214.2588331613701,3837.2860306935636,3853.3631230274277,-4537.122056603273,212.93332053729318,-7011.066679462707
single_man,individual,True,1.0,cash_to_accrual,mexico_born,12220781.882555902,-3185.7311368031274,-38.932125359337874,3628.667237221076,1729.1022193618344,-908.2058995819375,-1082.1514158363775,-8306.151415836377
single_man,individual,True,1.0,cash_to_accrual,mexican_second_gen,14333217.663520351,-2608.2472055578905,-37.38457491752995,2745.2591102684128,787.1845325458506,160.13897594216587,-13.806540312274137,-7237.806540312275
single_man,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,14342574.60627561,-1916.8083497608513,-27.491966762377043,2712.0953709253054,1313.7635095058488,-313.5813136632057,-487.5268299176457,-7711.526829917646
single_man,individual,True,1.0,cash_to_accrual,third_plus_nh_white,173053893.39728963,173.94551625444356,30.101948826832988,4330.868363684945,4924.000893395011,173.94551625444,0.0,-7224.0
single_man,individual,True,1.0,cash_to_accrual,all_native,283672179.878623,-427.1371138337423,-121.16691618828122,3837.2860306935636,3853.3631230274277,258.19107677611555,84.24556052167554,-7139.7544394783245
single_woman,individual,True,1.0,accrual_only,mexico_born,12220781.882555902,-5879.9994531054535,-71.85819078594973,3628.667237221076,1729.1022193618344,-4244.870980819827,1283.3809519126953,-5940.619048087305
single_woman,individual,True,1.0,accrual_only,mexican_second_gen,14333217.663520351,-3949.417555169409,-56.60786146237153,2745.2591102684128,787.1845325458506,-4665.506573638495,862.7453590940277,-6361.254640905972
single_woman,individual,True,1.0,accrual_only,mexican_third_plus_selfid,14342574.60627561,-3763.692368719445,-53.98103859342881,2712.0953709253054,1313.7635095058488,-4832.641675370764,695.6102573617591,-6528.389742638241
single_woman,individual,True,1.0,accrual_only,third_plus_nh_white,173053893.39728963,-5528.251932732523,-956.6855206404543,4330.868363684945,4924.000893395011,-5528.251932732523,0.0,-7224.0
single_woman,individual,True,1.0,accrual_only,all_native,283672179.878623,-4981.1503072003425,-1413.0137659465938,3837.2860306935636,3853.3631230274277,-5287.446040340703,240.80589239181973,-6983.19410760818
single_woman,individual,True,1.0,cash_to_accrual,mexico_born,12220781.882555902,-4150.897233743619,-50.727209710485425,3628.667237221076,1729.1022193618344,-1603.5711561190935,-999.3201167815907,-8223.320116781591
single_woman,individual,True,1.0,cash_to_accrual,mexican_second_gen,14333217.663520351,-3162.233022623558,-45.32497421603533,2745.2591102684128,787.1845325458506,-519.2895376087981,84.96150172870466,-7139.038498271295
single_woman,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,14342574.60627561,-2449.9288592135963,-35.1382874433387,2712.0953709253054,1313.7635095058488,-1019.8494747566924,-415.5984354191896,-7639.59843541919
single_woman,individual,True,1.0,cash_to_accrual,third_plus_nh_white,173053893.39728963,-604.2510393375106,-104.56799494671503,4330.868363684945,4924.000893395011,-604.2510393375028,0.0,-7224.0
single_woman,individual,True,1.0,cash_to_accrual,all_native,283672179.878623,-1127.7871841729152,-319.92184897350495,3837.2860306935636,3853.3631230274277,-492.13290696130935,112.11813237619344,-7111.881867623806
one_earner_couple,individual,True,1.0,accrual_only,mexico_born,12220781.882555902,-9496.182951144341,-116.050780562781,3628.667237221076,1729.1022193618344,-6873.754993944026,2018.2827264798043,-5205.717273520196
one_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,14333217.663520351,-6378.182445555917,-91.4198772897975,2745.2591102684128,787.1845325458506,-7527.959533970481,1364.0781864533492,-5859.921813546651
one_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,14342574.60627561,-6064.437322184059,-86.97964473850715,2712.0953709253054,1313.7635095058488,-7789.637228430439,1102.4004919933914,-6121.599508006609
one_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,173053893.39728963,-8892.037720423825,-1538.8017477549029,4330.868363684945,4924.000893395011,-8892.03772042383,0.0,-7224.0
one_earner_couple,individual,True,1.0,accrual_only,all_native,283672179.878623,-8015.269367737167,-2273.7089338603546,3837.2860306935636,3853.3631230274277,-8508.351933501579,383.6857869222513,-6840.314213077749
one_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,12220781.882555902,-7767.0807317825065,-94.9197994873167,3628.667237221076,1729.1022193618344,-4232.455169243294,-264.4183422144797,-7488.41834221448
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,14333217.663520351,-5590.997913010066,-80.13699004346131,2745.2591102684128,787.1845325458506,-3381.7424979407847,586.2943290880298,-6637.70567091197
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,14342574.60627561,-4750.673812678209,-68.13689358841701,2712.0953709253054,1313.7635095058488,-3976.845027816369,-8.808200787554597,-7232.808200787555
one_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,173053893.39728963,-3968.0368270288136,-686.6842220611637,4330.868363684945,4924.000893395011,-3968.0368270288145,0.0,-7224.0
one_earner_couple,individual,True,1.0,cash_to_accrual,all_native,283672179.878623,-4161.9062447097385,-1180.6170168872654,3837.2860306935636,3853.3631230274277,-3713.0388001221822,254.99802690663228,-6969.001973093367
two_earner_couple,individual,True,1.0,accrual_only,mexico_born,12220781.882555902,-5644.740442284872,-68.98314172880556,3628.667237221076,1729.1022193618344,-4084.5711683815734,1247.88888685645,-5976.11111314355
two_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,14333217.663520351,-3835.131909328759,-54.9697804247215,2745.2591102684128,787.1845325458506,-4505.350330141955,827.1097250960684,-6396.890274903932
two_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,14342574.60627561,-3641.639583792983,-52.23048741971732,2712.0953709253054,1313.7635095058488,-4662.187223056965,670.2728321810582,-6553.727167818942
two_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,173053893.39728963,-5332.460055238033,-922.8029739444678,4330.868363684945,4924.000893395011,-5332.460055238023,0.0,-7224.0
two_earner_couple,individual,True,1.0,accrual_only,all_native,283672179.878623,-4808.681474511495,-1364.0891562166269,3837.2860306935636,3853.3631230274277,-5099.812695924919,232.64735931310406,-6991.352640686896
two_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,12220781.882555902,-3915.6382229230385,-47.85216065334126,3628.667237221076,1729.1022193618344,-1443.2713436808403,-1034.8121818378268,-8258.812181837828
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,14333217.663520351,-3047.947376782908,-43.6868931783853,2745.2591102684128,787.1845325458506,-359.1332941122587,49.32586773075491,-7174.674132269245
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,14342574.60627561,-2327.8760742871345,-33.38773626962721,2712.0953709253054,1313.7635095058488,-849.3950224428922,-440.93586059987865,-7664.935860599879
two_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,173053893.39728963,-408.4591618430213,-70.68544825072848,4330.868363684945,4924.000893395011,-408.4591618430136,0.0,-7224.0
two_earner_couple,individual,True,1.0,cash_to_accrual,all_native,283672179.878623,-955.3183514840665,-270.9972392435377,3837.2860306935636,3853.3631230274277,-304.4995625455231,103.95959929749051,-7120.04040070251
observed_family,group_mean,True,1.0,accrual_only,mexican_observed_total,40896574.15235186,-4917.680564268094,-201.11628785416963,2997.6099450490483,1253.323060287263,-5101.1625104177765,1362.2821375767398,-5861.71786242326
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_observed_total,40896574.15235186,-3664.357503980831,-149.85966838227904,2997.6099450490483,1253.323060287263,-1893.1766667359443,-353.7329121364337,-7577.732912136434
observed_family,individual,False,1.0,accrual_only,mexican_observed_total,40896574.15235186,-4192.413555527778,-171.4553518509669,2860.725840395179,1253.323060287263,-4256.605436762121,982.6124692506191,-6241.387530749381
observed_family,individual,False,1.0,cash_to_accrual,mexican_observed_total,40896574.15235186,-2939.090495240516,-120.19873237907632,2860.725840395179,1253.323060287263,-1048.619593080287,-733.4025804625676,-7957.402580462567
observed_family,individual,True,0.959549334589366,accrual_only,mexican_observed_total,40896574.15235186,-4414.2147546392935,-180.52626103751155,2876.35462813028,1253.323060287263,-4526.606775422226,998.7049996034812,-6225.295000396519
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_observed_total,40896574.15235186,-3160.8916943520308,-129.26964156562093,2876.35462813028,1253.323060287263,-1318.6209317403955,-717.3100501097006,-7941.310050109701
observed_family,individual,True,1.0,accrual_only,mexican_observed_total,40896574.15235186,-4600.299948650721,-188.13650797305468,2997.6099450490483,1253.323060287263,-4717.429956177672,1040.8063072972254,-6183.193692702775
observed_family,individual,True,1.0,cash_to_accrual,mexican_observed_total,40896574.15235186,-3346.9768883634574,-136.87988850116403,2997.6099450490483,1253.323060287263,-1509.4441124958369,-675.2087424159511,-7899.208742415951
one_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,40896574.15235186,-7199.876974882321,-294.45030259108563,2997.6099450490483,1253.323060287263,-7272.412148736668,1619.625571687162,-5604.374428312838
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,40896574.15235186,-5946.553914595058,-243.19368311919504,2997.6099450490483,1253.323060287263,-4064.4263050548348,-96.38947802602024,-7320.38947802602
single_man,individual,True,1.0,accrual_only,mexican_observed_total,40896574.15235186,-3791.644892637494,-155.0652865111355,2997.6099450490483,1253.323060287263,-3803.4105856235738,946.6447915169929,-6277.355208483007
single_man,individual,True,1.0,cash_to_accrual,mexican_observed_total,40896574.15235186,-2538.321832350231,-103.80866703924488,2997.6099450490483,1253.323060287263,-595.4247419417427,-769.3702581961827,-7993.3702581961825
single_woman,individual,True,1.0,accrual_only,mexican_observed_total,40896574.15235186,-4461.1827426444215,-182.44709084175008,2997.6099450490483,1253.323060287263,-4500.370256814091,1027.881675918432,-6196.118324081568
single_woman,individual,True,1.0,cash_to_accrual,mexican_observed_total,40896574.15235186,-3207.8596823571593,-131.19047136985944,2997.6099450490483,1253.323060287263,-1292.3844131322553,-688.1333737947525,-7912.1333737947525
two_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,40896574.15235186,-4308.023672518606,-176.18340957324438,2997.6099450490483,1253.323060287263,-4336.926822658653,995.5332325793706,-6228.466767420629
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,40896574.15235186,-3054.7006122313433,-124.92679010135377,2997.6099450490483,1253.323060287263,-1128.9409789768174,-720.4818171338038,-7944.481817133804
