family_arm,earnings_arm,self_employment,coverage_scale,adjustment,group,band,adjustment_per_person
observed_family,individual,True,0.959549334589366,accrual_only,mexican_observed_total,4,-8525.734521478096
observed_family,individual,True,0.959549334589366,accrual_only,mexican_observed_total,5,-6657.152558015164
observed_family,individual,True,0.959549334589366,accrual_only,mexican_observed_total,6,-2723.488789711894
observed_family,individual,True,0.959549334589366,accrual_only,mexican_observed_total,7,-677.6077593390977
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexico_born,0,142.83513503110316
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexico_born,1,-2904.841480377243
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexico_born,2,-6413.3960772533965
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexico_born,3,-7093.708836159924
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexico_born,4,-7845.977301458329
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexico_born,5,-5318.829932154911
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexico_born,6,6474.633976182876
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexico_born,7,9635.044342840874
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_second_gen,0,0.9882083975077843
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_second_gen,1,-3225.6864838019533
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_second_gen,2,-7044.265646197972
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_second_gen,3,-8486.470063737454
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_second_gen,4,-7777.0166962767635
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_second_gen,5,-5061.732146163907
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_second_gen,6,13452.32903594985
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_second_gen,7,15800.9900431332
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_third_plus_selfid,0,9.665278496214997
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_third_plus_selfid,1,-3019.467100145704
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_third_plus_selfid,2,-7101.302607387441
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_third_plus_selfid,3,-8118.952767011905
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_third_plus_selfid,4,-8642.127869367658
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_third_plus_selfid,5,-4274.1507441733875
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_third_plus_selfid,6,11171.20111637018
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_third_plus_selfid,7,13496.698342714737
observed_family,individual,True,0.959549334589366,cash_to_accrual,third_plus_nh_white,0,-7.209021804257045
observed_family,individual,True,0.959549334589366,cash_to_accrual,third_plus_nh_white,1,-3517.7860200106156
observed_family,individual,True,0.959549334589366,cash_to_accrual,third_plus_nh_white,2,-7886.287236005271
observed_family,individual,True,0.959549334589366,cash_to_accrual,third_plus_nh_white,3,-9647.189174742
observed_family,individual,True,0.959549334589366,cash_to_accrual,third_plus_nh_white,4,-9851.300318400796
observed_family,individual,True,0.959549334589366,cash_to_accrual,third_plus_nh_white,5,-5806.716908100467
observed_family,individual,True,0.959549334589366,cash_to_accrual,third_plus_nh_white,6,14147.860406689404
observed_family,individual,True,0.959549334589366,cash_to_accrual,third_plus_nh_white,7,19520.14262223198
observed_family,individual,True,0.959549334589366,cash_to_accrual,all_native,0,1.809658696371341
observed_family,individual,True,0.959549334589366,cash_to_accrual,all_native,1,-3175.108130443131
observed_family,individual,True,0.959549334589366,cash_to_accrual,all_native,2,-7416.609894917789
observed_family,individual,True,0.959549334589366,cash_to_accrual,all_native,3,-9214.919261977222
observed_family,individual,True,0.959549334589366,cash_to_accrual,all_native,4,-9305.832776648931
observed_family,individual,True,0.959549334589366,cash_to_accrual,all_native,5,-5349.524761668901
observed_family,individual,True,0.959549334589366,cash_to_accrual,all_native,6,13690.718428005175
observed_family,individual,True,0.959549334589366,cash_to_accrual,all_native,7,18914.57055884093
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_observed_total,0,11.78456330261973
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_observed_total,1,-3120.4457303053578
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_observed_total,2,-6891.8332052161695
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_observed_total,3,-7751.556670435452
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_observed_total,4,-8022.379189517564
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_observed_total,5,-5040.195523259765
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_observed_total,6,8964.889905233655
observed_family,individual,True,0.959549334589366,cash_to_accrual,mexican_observed_total,7,12072.78508681208
single_man,individual,True,1.0,accrual_only,mexico_born,0,-242.25588401481394
single_man,individual,True,1.0,accrual_only,mexico_born,1,-3086.6470724166893
single_man,individual,True,1.0,accrual_only,mexico_born,2,-5903.380653154557
single_man,individual,True,1.0,accrual_only,mexico_born,3,-6006.526208485663
single_man,individual,True,1.0,accrual_only,mexico_born,4,-6457.612004899554
single_man,individual,True,1.0,accrual_only,mexico_born,5,-5071.446739930293
single_man,individual,True,1.0,accrual_only,mexico_born,6,-1971.6004148082736
single_man,individual,True,1.0,accrual_only,mexico_born,7,-433.9381994394794
single_man,individual,True,1.0,accrual_only,mexican_second_gen,0,-38.83068578021519
single_man,individual,True,1.0,accrual_only,mexican_second_gen,1,-3247.8516135407503
single_man,individual,True,1.0,accrual_only,mexican_second_gen,2,-6551.573611245714
single_man,individual,True,1.0,accrual_only,mexican_second_gen,3,-7709.79317524544
single_man,individual,True,1.0,accrual_only,mexican_second_gen,4,-7318.711175687914
single_man,individual,True,1.0,accrual_only,mexican_second_gen,5,-5710.428020367001
single_man,individual,True,1.0,accrual_only,mexican_second_gen,6,-1738.317793721237
single_man,individual,True,1.0,accrual_only,mexican_second_gen,7,-481.49449570826005
single_man,individual,True,1.0,accrual_only,mexican_third_plus_selfid,0,-58.724301054602954
single_man,individual,True,1.0,accrual_only,mexican_third_plus_selfid,1,-3130.7873530018387
single_man,individual,True,1.0,accrual_only,mexican_third_plus_selfid,2,-6542.191450550889
single_man,individual,True,1.0,accrual_only,mexican_third_plus_selfid,3,-7739.536926475918
single_man,individual,True,1.0,accrual_only,mexican_third_plus_selfid,4,-8333.629699406738
single_man,individual,True,1.0,accrual_only,mexican_third_plus_selfid,5,-5530.799019950353
single_man,individual,True,1.0,accrual_only,mexican_third_plus_selfid,6,-2042.4063960334288
single_man,individual,True,1.0,accrual_only,mexican_third_plus_selfid,7,-561.3813774164557
single_man,individual,True,1.0,accrual_only,third_plus_nh_white,0,-89.1743544250451
single_man,individual,True,1.0,accrual_only,third_plus_nh_white,1,-3539.551226923167
single_man,individual,True,1.0,accrual_only,third_plus_nh_white,2,-7541.564116169153
single_man,individual,True,1.0,accrual_only,third_plus_nh_white,3,-8948.918852551855
single_man,individual,True,1.0,accrual_only,third_plus_nh_white,4,-9266.095998480896
single_man,individual,True,1.0,accrual_only,third_plus_nh_white,5,-6849.320511215797
single_man,individual,True,1.0,accrual_only,third_plus_nh_white,6,-2185.591857303929
single_man,individual,True,1.0,accrual_only,third_plus_nh_white,7,-534.3075456685995
single_man,individual,True,1.0,accrual_only,all_native,0,-73.3145500829351
single_man,individual,True,1.0,accrual_only,all_native,1,-3219.3972334667938
single_man,individual,True,1.0,accrual_only,all_native,2,-7118.165457189912
single_man,individual,True,1.0,accrual_only,all_native,3,-8603.890158204738
single_man,individual,True,1.0,accrual_only,all_native,4,-8876.735723065014
single_man,individual,True,1.0,accrual_only,all_native,5,-6575.684612723097
single_man,individual,True,1.0,accrual_only,all_native,6,-2154.9706557177337
single_man,individual,True,1.0,accrual_only,all_native,7,-527.2314489168289
single_man,individual,True,1.0,accrual_only,mexican_observed_total,0,-58.09864518234914
single_man,individual,True,1.0,accrual_only,mexican_observed_total,1,-3190.525877811177
single_man,individual,True,1.0,accrual_only,mexican_observed_total,2,-6374.150481100886
single_man,individual,True,1.0,accrual_only,mexican_observed_total,3,-6944.152378338044
single_man,individual,True,1.0,accrual_only,mexican_observed_total,4,-7057.409777304152
single_man,individual,True,1.0,accrual_only,mexican_observed_total,5,-5269.649742746038
single_man,individual,True,1.0,accrual_only,mexican_observed_total,6,-1958.4131167808246
single_man,individual,True,1.0,accrual_only,mexican_observed_total,7,-484.81879252417986
single_man,individual,True,1.0,cash_to_accrual,mexico_born,0,142.8287779319934
single_man,individual,True,1.0,cash_to_accrual,mexico_born,1,-2788.400321393124
single_man,individual,True,1.0,cash_to_accrual,mexico_born,2,-5672.3026168855
single_man,individual,True,1.0,cash_to_accrual,mexico_born,3,-5793.605695824638
single_man,individual,True,1.0,cash_to_accrual,mexico_born,4,-6126.766631854442
single_man,individual,True,1.0,cash_to_accrual,mexico_born,5,-3783.8379716364093
single_man,individual,True,1.0,cash_to_accrual,mexico_born,6,7378.348580137783
single_man,individual,True,1.0,cash_to_accrual,mexico_born,7,9830.703357370243
single_man,individual,True,1.0,cash_to_accrual,mexican_second_gen,0,2.953759993443321
single_man,individual,True,1.0,cash_to_accrual,mexican_second_gen,1,-3071.529017305394
single_man,individual,True,1.0,cash_to_accrual,mexican_second_gen,2,-6421.145700907338
single_man,individual,True,1.0,cash_to_accrual,mexican_second_gen,3,-7444.001558432557
single_man,individual,True,1.0,cash_to_accrual,mexican_second_gen,4,-6746.780666541714
single_man,individual,True,1.0,cash_to_accrual,mexican_second_gen,5,-3797.3150719305254
single_man,individual,True,1.0,cash_to_accrual,mexican_second_gen,6,13930.932275670144
single_man,individual,True,1.0,cash_to_accrual,mexican_second_gen,7,16016.24453300458
single_man,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,0,12.21900728846757
single_man,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,1,-2858.3473863819727
single_man,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,2,-6418.036152925237
single_man,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,3,-7251.558006351323
single_man,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,4,-7458.226099760687
single_man,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,5,-3208.465428785138
single_man,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,6,11831.303819112605
single_man,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,7,13672.307291826744
single_man,individual,True,1.0,cash_to_accrual,third_plus_nh_white,0,-1.668586171430262
single_man,individual,True,1.0,cash_to_accrual,third_plus_nh_white,1,-3345.283017362903
single_man,individual,True,1.0,cash_to_accrual,third_plus_nh_white,2,-7235.891540116443
single_man,individual,True,1.0,cash_to_accrual,third_plus_nh_white,3,-8457.19306692109
single_man,individual,True,1.0,cash_to_accrual,third_plus_nh_white,4,-8389.088699948134
single_man,individual,True,1.0,cash_to_accrual,third_plus_nh_white,5,-4282.833467100314
single_man,individual,True,1.0,cash_to_accrual,third_plus_nh_white,6,15013.354490850887
single_man,individual,True,1.0,cash_to_accrual,third_plus_nh_white,7,19822.727247844337
single_man,individual,True,1.0,cash_to_accrual,all_native,0,6.121282153875307
single_man,individual,True,1.0,cash_to_accrual,all_native,1,-3016.1967398437955
single_man,individual,True,1.0,cash_to_accrual,all_native,2,-6844.3165446743815
single_man,individual,True,1.0,cash_to_accrual,all_native,3,-8124.050933468156
single_man,individual,True,1.0,cash_to_accrual,all_native,4,-7979.319511845819
single_man,individual,True,1.0,cash_to_accrual,all_native,5,-3931.968324093741
single_man,individual,True,1.0,cash_to_accrual,all_native,6,14504.237756696515
single_man,individual,True,1.0,cash_to_accrual,all_native,7,19194.580616402116
single_man,individual,True,1.0,cash_to_accrual,mexican_observed_total,0,13.960126115973795
single_man,individual,True,1.0,cash_to_accrual,mexican_observed_total,1,-2968.3398097622203
single_man,individual,True,1.0,cash_to_accrual,mexican_observed_total,2,-6218.538035324305
single_man,individual,True,1.0,cash_to_accrual,mexican_observed_total,3,-6640.66202324438
single_man,individual,True,1.0,cash_to_accrual,mexican_observed_total,4,-6554.054445343613
single_man,individual,True,1.0,cash_to_accrual,mexican_observed_total,5,-3652.6927079906245
single_man,individual,True,1.0,cash_to_accrual,mexican_observed_total,6,9729.965578164723
single_man,individual,True,1.0,cash_to_accrual,mexican_observed_total,7,12265.574053627004
single_woman,individual,True,1.0,accrual_only,mexico_born,0,-284.5779847324826
single_woman,individual,True,1.0,accrual_only,mexico_born,1,-3626.69019597255
single_woman,individual,True,1.0,accrual_only,mexico_born,2,-6843.062455790461
single_woman,individual,True,1.0,accrual_only,mexico_born,3,-7094.2878889848835
single_woman,individual,True,1.0,accrual_only,mexico_born,4,-7791.516029759478
single_woman,individual,True,1.0,accrual_only,mexico_born,5,-6216.455712811677
single_woman,individual,True,1.0,accrual_only,mexico_born,6,-2462.8989789018788
single_woman,individual,True,1.0,accrual_only,mexico_born,7,-528.1330705198286
single_woman,individual,True,1.0,accrual_only,mexican_second_gen,0,-47.4259306051688
single_woman,individual,True,1.0,accrual_only,mexican_second_gen,1,-3819.3630205785294
single_woman,individual,True,1.0,accrual_only,mexican_second_gen,2,-7525.815605312521
single_woman,individual,True,1.0,accrual_only,mexican_second_gen,3,-8935.376672687982
single_woman,individual,True,1.0,accrual_only,mexican_second_gen,4,-8605.688881074617
single_woman,individual,True,1.0,accrual_only,mexican_second_gen,5,-6755.1638596093835
single_woman,individual,True,1.0,accrual_only,mexican_second_gen,6,-2107.625246439236
single_woman,individual,True,1.0,accrual_only,mexican_second_gen,7,-590.3878922727772
single_woman,individual,True,1.0,accrual_only,mexican_third_plus_selfid,0,-68.82653971847785
single_woman,individual,True,1.0,accrual_only,mexican_third_plus_selfid,1,-3683.4644316915
single_woman,individual,True,1.0,accrual_only,mexican_third_plus_selfid,2,-7507.3213184634415
single_woman,individual,True,1.0,accrual_only,mexican_third_plus_selfid,3,-8920.46013922617
single_woman,individual,True,1.0,accrual_only,mexican_third_plus_selfid,4,-9791.065638335629
single_woman,individual,True,1.0,accrual_only,mexican_third_plus_selfid,5,-6609.791125242821
single_woman,individual,True,1.0,accrual_only,mexican_third_plus_selfid,6,-2485.5836895084976
single_woman,individual,True,1.0,accrual_only,mexican_third_plus_selfid,7,-672.1307843358389
single_woman,individual,True,1.0,accrual_only,third_plus_nh_white,0,-108.83110224907205
single_woman,individual,True,1.0,accrual_only,third_plus_nh_white,1,-4129.027892985771
single_woman,individual,True,1.0,accrual_only,third_plus_nh_white,2,-8594.150594558792
single_woman,individual,True,1.0,accrual_only,third_plus_nh_white,3,-10267.255551687242
single_woman,individual,True,1.0,accrual_only,third_plus_nh_white,4,-10809.455323270633
single_woman,individual,True,1.0,accrual_only,third_plus_nh_white,5,-8100.638577108293
single_woman,individual,True,1.0,accrual_only,third_plus_nh_white,6,-2663.5048436369125
single_woman,individual,True,1.0,accrual_only,third_plus_nh_white,7,-649.2119281726362
single_woman,individual,True,1.0,accrual_only,all_native,0,-88.56631180109292
single_woman,individual,True,1.0,accrual_only,all_native,1,-3766.3188464692216
single_woman,individual,True,1.0,accrual_only,all_native,2,-8124.3744173649475
single_woman,individual,True,1.0,accrual_only,all_native,3,-9884.688084365198
single_woman,individual,True,1.0,accrual_only,all_native,4,-10364.047598361896
single_woman,individual,True,1.0,accrual_only,all_native,5,-7787.749422045619
single_woman,individual,True,1.0,accrual_only,all_native,6,-2626.3729510157455
single_woman,individual,True,1.0,accrual_only,all_native,7,-639.2157104360712
single_woman,individual,True,1.0,accrual_only,mexican_observed_total,0,-68.97838865797605
single_woman,individual,True,1.0,accrual_only,mexican_observed_total,1,-3752.1755491405515
single_woman,individual,True,1.0,accrual_only,mexican_observed_total,2,-7336.2972501716295
single_woman,individual,True,1.0,accrual_only,mexican_observed_total,3,-8094.708401216094
single_woman,individual,True,1.0,accrual_only,mexican_observed_total,4,-8412.167949354445
single_woman,individual,True,1.0,accrual_only,mexican_observed_total,5,-6384.9588716215985
single_woman,individual,True,1.0,accrual_only,mexican_observed_total,6,-2416.627941918963
single_woman,individual,True,1.0,accrual_only,mexican_observed_total,7,-587.2388052228465
single_woman,individual,True,1.0,cash_to_accrual,mexico_born,0,100.50667721432472
single_woman,individual,True,1.0,cash_to_accrual,mexico_born,1,-3328.4434449489836
single_woman,individual,True,1.0,cash_to_accrual,mexico_born,2,-6611.984419521403
single_woman,individual,True,1.0,cash_to_accrual,mexico_born,3,-6881.367376323859
single_woman,individual,True,1.0,cash_to_accrual,mexico_born,4,-7460.670656714365
single_woman,individual,True,1.0,cash_to_accrual,mexico_born,5,-4928.846944517797
single_woman,individual,True,1.0,cash_to_accrual,mexico_born,6,6887.050016044172
single_woman,individual,True,1.0,cash_to_accrual,mexico_born,7,9736.508486289893
single_woman,individual,True,1.0,cash_to_accrual,mexican_second_gen,0,-5.641484831510298
single_woman,individual,True,1.0,cash_to_accrual,mexican_second_gen,1,-3643.0404243431753
single_woman,individual,True,1.0,cash_to_accrual,mexican_second_gen,2,-7395.387694974147
single_woman,individual,True,1.0,cash_to_accrual,mexican_second_gen,3,-8669.585055875104
single_woman,individual,True,1.0,cash_to_accrual,mexican_second_gen,4,-8033.758371928412
single_woman,individual,True,1.0,cash_to_accrual,mexican_second_gen,5,-4842.050911172904
single_woman,individual,True,1.0,cash_to_accrual,mexican_second_gen,6,13561.62482295215
single_woman,individual,True,1.0,cash_to_accrual,mexican_second_gen,7,15907.351136440062
single_woman,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,0,2.116768624592694
single_woman,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,1,-3411.0244650716354
single_woman,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,2,-7383.16602083779
single_woman,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,3,-8432.481219101575
single_woman,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,4,-8915.662038689581
single_woman,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,5,-4287.457534077612
single_woman,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,6,11388.126525637537
single_woman,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,7,13561.557884907359
single_woman,individual,True,1.0,cash_to_accrual,third_plus_nh_white,0,-21.325333995457324
single_woman,individual,True,1.0,cash_to_accrual,third_plus_nh_white,1,-3934.7596834255028
single_woman,individual,True,1.0,cash_to_accrual,third_plus_nh_white,2,-8288.47801850609
single_woman,individual,True,1.0,cash_to_accrual,third_plus_nh_white,3,-9775.529766056505
single_woman,individual,True,1.0,cash_to_accrual,third_plus_nh_white,4,-9932.448024737861
single_woman,individual,True,1.0,cash_to_accrual,third_plus_nh_white,5,-5534.151532992781
single_woman,individual,True,1.0,cash_to_accrual,third_plus_nh_white,6,14535.441504518003
single_woman,individual,True,1.0,cash_to_accrual,third_plus_nh_white,7,19707.822865340284
single_woman,individual,True,1.0,cash_to_accrual,all_native,0,-9.130479564282465
single_woman,individual,True,1.0,cash_to_accrual,all_native,1,-3563.1183528462198
single_woman,individual,True,1.0,cash_to_accrual,all_native,2,-7850.525504849433
single_woman,individual,True,1.0,cash_to_accrual,all_native,3,-9404.848859628653
single_woman,individual,True,1.0,cash_to_accrual,all_native,4,-9466.631387142717
single_woman,individual,True,1.0,cash_to_accrual,all_native,5,-5144.033133416257
single_woman,individual,True,1.0,cash_to_accrual,all_native,6,14032.835461398612
single_woman,individual,True,1.0,cash_to_accrual,all_native,7,19082.596354882844
single_woman,individual,True,1.0,cash_to_accrual,mexican_observed_total,0,3.080382640346919
single_woman,individual,True,1.0,cash_to_accrual,mexican_observed_total,1,-3529.9894810915903
single_woman,individual,True,1.0,cash_to_accrual,mexican_observed_total,2,-7180.684804395048
single_woman,individual,True,1.0,cash_to_accrual,mexican_observed_total,3,-7791.218046122423
single_woman,individual,True,1.0,cash_to_accrual,mexican_observed_total,4,-7908.812617393904
single_woman,individual,True,1.0,cash_to_accrual,mexican_observed_total,5,-4768.001836866177
single_woman,individual,True,1.0,cash_to_accrual,mexican_observed_total,6,9271.750753026596
single_woman,individual,True,1.0,cash_to_accrual,mexican_observed_total,7,12163.154040928339
one_earner_couple,individual,True,1.0,accrual_only,mexico_born,0,-459.71078684246567
one_earner_couple,individual,True,1.0,accrual_only,mexico_born,1,-5878.9802019577
one_earner_couple,individual,True,1.0,accrual_only,mexico_born,2,-11109.82550679088
one_earner_couple,individual,True,1.0,accrual_only,mexico_born,3,-11486.273914388663
one_earner_couple,individual,True,1.0,accrual_only,mexico_born,4,-12483.193576421208
one_earner_couple,individual,True,1.0,accrual_only,mexico_born,5,-10019.931393370667
one_earner_couple,individual,True,1.0,accrual_only,mexico_born,6,-4070.7911164112516
one_earner_couple,individual,True,1.0,accrual_only,mexico_born,7,-930.768158188357
one_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,0,-76.77129842129321
one_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,1,-6185.635234245419
one_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,2,-12206.605983838235
one_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,3,-14394.276035370503
one_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,4,-13742.478563215629
one_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,5,-10837.875531791798
one_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,6,-3456.74857622334
one_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,7,-1065.1733719758467
one_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,0,-110.69816057875168
one_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,1,-5965.940149018062
one_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,2,-12159.245842742583
one_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,3,-14339.023838515894
one_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,4,-15633.58681442087
one_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,5,-10618.710000871492
one_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,6,-4077.5555687340375
one_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,7,-1169.3580520002758
one_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,0,-176.00969347920122
one_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,1,-6680.852096347893
one_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,2,-13869.46419322575
one_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,3,-16468.16395652823
one_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,4,-17218.68722477303
one_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,5,-12989.699445272665
one_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,6,-4376.862758593648
one_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,7,-1143.6423672329934
one_earner_couple,individual,True,1.0,accrual_only,all_native,0,-143.04616923314092
one_earner_couple,individual,True,1.0,accrual_only,all_native,1,-6095.3069696272805
one_earner_couple,individual,True,1.0,accrual_only,all_native,2,-13123.356293807581
one_earner_couple,individual,True,1.0,accrual_only,all_native,3,-15865.414302093921
one_earner_couple,individual,True,1.0,accrual_only,all_native,4,-16515.959917244138
one_earner_couple,individual,True,1.0,accrual_only,all_native,5,-12490.022186687578
one_earner_couple,individual,True,1.0,accrual_only,all_native,6,-4313.611277057593
one_earner_couple,individual,True,1.0,accrual_only,all_native,7,-1122.2264129242476
one_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,0,-111.25310184688877
one_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,1,-6077.575918363451
one_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,2,-11896.760573133886
one_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,3,-13057.63581698776
one_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,4,-13456.837732656784
one_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,5,-10276.13799695933
one_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,6,-3980.839900973535
one_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,7,-1034.6275170902898
one_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,0,-74.62612489565836
one_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,1,-5580.733450934135
one_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,2,-10878.747470521823
one_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,3,-11273.353401727643
one_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,4,-12152.348203376103
one_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,5,-8732.322625076788
one_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,6,5279.157878534797
one_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,7,9333.873398621365
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,0,-34.98685264763467
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,1,-6009.31263801007
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,2,-12076.178073499856
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,3,-14128.484418557622
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,4,-13170.548054069428
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,5,-8924.762583355327
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,6,12212.50149316804
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,7,15432.565656736997
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,0,-39.75485223568116
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,1,-5693.500182398195
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,2,-12035.090545116931
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,3,-13851.044918391293
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,4,-14758.183214774823
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,5,-8296.376409706289
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,6,9796.154646411993
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,7,13064.330617242922
one_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,0,-88.50392522558634
one_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,1,-6486.5838867876255
one_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,2,-13563.791617173072
one_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,3,-15976.438170897458
one_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,4,-16341.679926240318
one_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,5,-10423.212401157116
one_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,6,12822.083589561245
one_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,7,19213.392426279923
one_earner_couple,individual,True,1.0,cash_to_accrual,all_native,0,-63.61033699633056
one_earner_couple,individual,True,1.0,cash_to_accrual,all_native,1,-5892.106476004277
one_earner_couple,individual,True,1.0,cash_to_accrual,all_native,2,-12849.507381292067
one_earner_couple,individual,True,1.0,cash_to_accrual,all_native,3,-15385.575077357329
one_earner_couple,individual,True,1.0,cash_to_accrual,all_native,4,-15618.543706024937
one_earner_couple,individual,True,1.0,cash_to_accrual,all_native,5,-9846.305898058275
