year,table,age,lx,Lx
2024,nh_white_female,72,80136.734375,79438.640625
2024,nh_white_female,73,78740.5546875,77987.3515625
2024,nh_white_female,74,77234.1484375,76409.4375
2024,nh_white_female,75,75584.734375,74687.96875
2024,nh_white_female,76,73791.2109375,72811.0078125
2024,nh_white_female,77,71830.8046875,70794.296875
2024,nh_white_female,78,69757.78125,68594.390625
2024,nh_white_female,79,67431.0078125,66196.796875
2024,nh_white_female,80,64962.578125,63618.5078125
2024,nh_white_female,81,62274.4375,60835.75
2024,nh_white_female,82,59397.06640625,57847.48828125
2024,nh_white_female,83,56297.91015625,54655.5234375
2024,nh_white_female,84,53013.13671875,51284.328125
2024,nh_white_female,85,49555.515625,47766.53125
2024,nh_white_female,86,45977.546875,44095.203125
2024,nh_white_female,87,42212.85546875,40257.20703125
2024,nh_white_female,88,38301.55859375,36298.4609375
2024,nh_white_female,89,34295.359375,32276.06640625
2024,nh_white_female,90,30256.771484375,28256.97265625
2024,nh_white_female,91,26257.171875,24315.32421875
2024,nh_white_female,92,22373.4765625,20528.515625
2024,nh_white_female,93,18683.5546875,16972.103515625
2024,nh_white_female,94,15260.6533203125,13714.05078125
2024,nh_white_female,95,12167.447265625,10808.984375
2024,nh_white_female,96,9450.5205078125,8293.3671875
2024,nh_white_female,97,7136.212890625,6182.4296875
2024,nh_white_female,98,5228.64599609375,4469.5283203125
2024,nh_white_female,99,3710.41064453125,3128.144287109375
2024,nh_white_female,100,2545.8779296875,5569.0166015625
2024,total,0,100000.0,99515.4453125
2024,total,1,99446.859375,99426.9375
2024,total,2,99407.015625,99394.09375
2024,total,3,99381.171875,99370.96875
2024,total,4,99360.7578125,99352.515625
2024,total,5,99344.265625,99336.90625
2024,total,6,99329.5546875,99322.828125
2024,total,7,99316.1015625,99309.8671875
2024,total,8,99303.6328125,99297.9296875
2024,total,9,99292.2265625,99287.0625
2024,total,10,99281.8984375,99277.03125
2024,total,11,99272.171875,99266.9375
2024,total,12,99261.703125,99254.921875
2024,total,13,99248.1484375,99238.4296875
2024,total,14,99228.7109375,99215.109375
2024,total,15,99201.5078125,99183.71875
2024,total,16,99165.921875,99144.1328125
2024,total,17,99122.34375,99096.8125
2024,total,18,99071.2734375,99042.3828125
2024,total,19,99013.4921875,98981.515625
2024,total,20,98949.53125,98914.2265625
2024,total,21,98878.921875,98840.2109375
2024,total,22,98801.5,98759.953125
2024,total,23,98718.4140625,98674.828125
2024,total,24,98631.25,98586.1328125
2024,total,25,98541.015625,98494.578125
2024,total,26,98448.140625,98400.015625
2024,total,27,98351.8984375,98301.328125
2024,total,28,98250.765625,98196.7734375
2024,total,29,98142.78125,98084.75
2024,total,30,98026.71875,97964.5234375
2024,total,31,97902.328125,97836.203125
2024,total,32,97770.078125,97700.1875
2024,total,33,97630.2890625,97556.78125
2024,total,34,97483.265625,97406.1015625
2024,total,35,97328.9375,97247.9375
2024,total,36,97166.9453125,97081.796875
2024,total,37,96996.640625,96906.9453125
2024,total,38,96817.25,96722.625
2024,total,39,96628.0078125,96528.1875
2024,total,40,96428.375,96322.796875
2024,total,41,96217.21875,96105.65625
2024,total,42,95994.1015625,95876.984375
2024,total,43,95759.875,95637.765625
2024,total,44,95515.6640625,95388.59375
2024,total,45,95261.515625,95128.796875
2024,total,46,94996.078125,94856.328125
2024,total,47,94716.578125,94568.21875
2024,total,48,94419.8515625,94261.25
2024,total,49,94102.65625,93932.5859375
2024,total,50,93762.515625,93579.75
2024,total,51,93396.9921875,93200.609375
2024,total,52,93004.21875,92793.6171875
2024,total,53,92583.015625,92357.4375
2024,total,54,92131.859375,91889.90625
2024,total,55,91647.9609375,91388.953125
2024,total,56,91129.9453125,90851.828125
2024,total,57,90573.703125,90272.2734375
2024,total,58,89970.84375,89641.75
2024,total,59,89312.6484375,88953.625
2024,total,60,88594.609375,88205.7265625
2024,total,61,87816.84375,87399.25
2024,total,62,86981.65625,86535.7734375
2024,total,63,86089.890625,85615.5
2024,total,64,85141.109375,84637.1953125
2024,total,65,84133.28125,83598.0703125
2024,total,66,83062.859375,82490.4375
2024,total,67,81918.0234375,81313.03125
2024,total,68,80708.046875,80068.6328125
2024,total,69,79429.21875,78755.40625
2024,total,70,78081.5859375,77374.546875
2024,total,71,76667.5,75920.421875
2024,total,72,75173.34375,74378.921875
2024,total,73,73584.4921875,72740.609375
2024,total,74,71896.734375,70993.515625
2024,total,75,70090.296875,69123.5390625
2024,total,76,68156.78125,67121.6015625
2024,total,77,66086.421875,65001.6015625
2024,total,78,63916.78125,62720.3203125
2024,total,79,61523.859375,60260.23828125
2024,total,80,58996.6171875,57635.15625
2024,total,81,56273.69140625,54835.16796875
2024,total,82,53396.64453125,51859.1796875
2024,total,83,50321.7109375,48721.53125
2024,total,84,47121.35546875,45448.8203125
2024,total,85,43776.28125,42058.78125
2024,total,86,40341.28125,38561.1328125
2024,total,87,36780.98828125,34959.2890625
2024,total,88,33137.5859375,31299.6484375
2024,total,89,29461.708984375,27636.396484375
2024,total,90,25811.083984375,24029.65234375
2024,total,91,22248.22265625,20542.7109375
2024,total,92,18837.19921875,17238.43359375
2024,total,93,15639.6669921875,14175.068359375
2024,total,94,12710.4697265625,11401.912109375
2024,total,95,10093.35546875,8955.375
2024,total,96,7817.39453125,6856.05615234375
2024,total,97,5894.7177734375,5107.365234375
2024,total,98,4320.0126953125,3695.98681640625
2024,total,99,3071.9609375,2594.1875
2024,total,100,2116.4140625,4708.6064453125
2023,hispanic,0,100000.0,99556.8203125
2023,hispanic,1,99496.9609375,99478.5078125
2023,hispanic,2,99460.0546875,99448.6171875
2023,hispanic,3,99437.1796875,99428.53125
2023,hispanic,4,99419.8828125,99413.1328125
2023,hispanic,5,99406.3828125,99400.359375
2023,hispanic,6,99394.328125,99388.796875
2023,hispanic,7,99383.265625,99378.140625
2023,hispanic,8,99373.0234375,99368.4375
2023,hispanic,9,99363.8515625,99359.8828125
2023,hispanic,10,99355.9140625,99352.34375
2023,hispanic,11,99348.765625,99344.8359375
2023,hispanic,12,99340.90625,99335.2578125
2023,hispanic,13,99329.609375,99320.59375
2023,hispanic,14,99311.578125,99298.078125
2023,hispanic,15,99284.5859375,99266.1875
2023,hispanic,16,99247.796875,99224.765625
2023,hispanic,17,99201.734375,99174.4609375
2023,hispanic,18,99147.1875,99116.21875
2023,hispanic,19,99085.2578125,99050.8984375
2023,hispanic,20,99016.5390625,98978.609375
2023,hispanic,21,98940.6875,98898.90625
2023,hispanic,22,98857.1328125,98811.578125
2023,hispanic,23,98766.0234375,98716.90625
2023,hispanic,24,98667.796875,98615.3515625
2023,hispanic,25,98562.90625,98507.2265625
2023,hispanic,26,98451.546875,98392.6484375
2023,hispanic,27,98333.75,98271.8125
2023,hispanic,28,98209.8671875,98145.1171875
2023,hispanic,29,98080.3671875,98013.0546875
2023,hispanic,30,97945.7421875,97875.9765625
2023,hispanic,31,97806.2109375,97734.125
2023,hispanic,32,97662.046875,97587.90625
2023,hispanic,33,97513.765625,97437.796875
2023,hispanic,34,97361.8359375,97284.140625
2023,hispanic,35,97206.4453125,97127.046875
2023,hispanic,36,97047.6484375,96966.359375
2023,hispanic,37,96885.0703125,96801.484375
2023,hispanic,38,96717.90625,96631.5234375
2023,hispanic,39,96545.140625,96455.578125
2023,hispanic,40,96366.0078125,96273.015625
2023,hispanic,41,96180.015625,96083.46875
2023,hispanic,42,95986.921875,95886.6875
2023,hispanic,43,95786.453125,95682.328125
2023,hispanic,44,95578.1953125,95469.796875
2023,hispanic,45,95361.40625,95248.1875
2023,hispanic,46,95134.9765625,95016.28125
2023,hispanic,47,94897.578125,94772.71875
2023,hispanic,48,94647.8515625,94516.171875
2023,hispanic,49,94384.484375,94245.3125
2023,hispanic,50,94106.140625,93958.9140625
2023,hispanic,51,93811.6875,93655.515625
2023,hispanic,52,93499.3515625,93332.828125
2023,hispanic,53,93166.3046875,92987.6171875
2023,hispanic,54,92808.9296875,92616.28125
2023,hispanic,55,92423.640625,92216.078125
2023,hispanic,56,92008.515625,91785.015625
2023,hispanic,57,91561.5078125,91319.984375
2023,hispanic,58,91078.453125,90816.5703125
2023,hispanic,59,90554.6875,90270.625
2023,hispanic,60,89986.5546875,89678.28125
2023,hispanic,61,89370.0,89036.875
2023,hispanic,62,88703.75,88347.1015625
2023,hispanic,63,87990.453125,87612.625
2023,hispanic,64,87234.796875,86837.0
2023,hispanic,65,86439.1953125,86020.9921875
2023,hispanic,66,85602.7890625,85161.453125
2023,hispanic,67,84720.1171875,84251.5546875
2023,hispanic,68,83782.9921875,83281.546875
2023,hispanic,69,82780.109375,82240.625
2023,hispanic,70,81701.1328125,81119.171875
2023,hispanic,71,80537.203125,79910.078125
2023,hispanic,72,79282.9609375,78609.625
2023,hispanic,73,77936.296875,77217.65625
2023,hispanic,74,76499.0078125,75735.25
2023,hispanic,75,74971.484375,74161.4765625
2023,hispanic,76,73351.46875,72491.421875
2023,hispanic,77,71631.3671875,70702.0390625
2023,hispanic,78,69772.7109375,68773.8046875
2023,hispanic,79,67774.8984375,66686.125
2023,hispanic,80,65597.359375,64429.8984375
2023,hispanic,81,63262.44140625,61993.05859375
2023,hispanic,82,60723.67578125,59359.79296875
2023,hispanic,83,57995.91015625,56548.0390625
2023,hispanic,84,55100.16796875,53565.67578125
2023,hispanic,85,52031.18359375,50434.5078125
2023,hispanic,86,48837.828125,47144.61328125
2023,hispanic,87,45451.3984375,43674.5
2023,hispanic,88,41897.6015625,40054.5859375
2023,hispanic,89,38211.56640625,36324.75390625
2023,hispanic,90,34437.94140625,32534.099609375
2023,hispanic,91,30630.2578125,28739.80859375
2023,hispanic,92,26849.359375,25005.09765625
2023,hispanic,93,23160.8359375,21396.16796875
2023,hispanic,94,19631.501953125,17978.31640625
2023,hispanic,95,16325.130859375,14811.4921875
2023,hispanic,96,13297.853515625,11945.8203125
2023,hispanic,97,10593.7861328125,9417.6552734375
2023,hispanic,98,8241.5244140625,7246.8173828125
2023,hispanic,99,6252.1103515625,5435.4833984375
2023,hispanic,100,4618.8564453125,12186.69921875
2023,hispanic_male,0,100000.0,99521.578125
2023,hispanic_male,1,99459.40625,99438.046875
2023,hispanic_male,2,99416.6796875,99402.8359375
2023,hispanic_male,3,99388.9921875,99379.296875
2023,hispanic_male,4,99369.6015625,99361.6015625
2023,hispanic_male,5,99353.6015625,99346.71875
2023,hispanic_male,6,99339.8359375,99333.53125
2023,hispanic_male,7,99327.21875,99321.484375
2023,hispanic_male,8,99315.7578125,99310.9296875
2023,hispanic_male,9,99306.1015625,99302.40625
2023,hispanic_male,10,99298.7109375,99295.890625
2023,hispanic_male,11,99293.0625,99289.96875
2023,hispanic_male,12,99286.8828125,99281.390625
2023,hispanic_male,13,99275.8984375,99265.390625
2023,hispanic_male,14,99254.8828125,99237.6015625
2023,hispanic_male,15,99220.3203125,99195.6015625
2023,hispanic_male,16,99170.8828125,99139.140625
2023,hispanic_male,17,99107.3984375,99069.25
2023,hispanic_male,18,99031.1015625,98987.390625
2023,hispanic_male,19,98943.6875,98894.8671875
2023,hispanic_male,20,98846.046875,98791.921875
2023,hispanic_male,21,98737.796875,98677.875
2023,hispanic_male,22,98617.9453125,98551.984375
2023,hispanic_male,23,98486.03125,98413.890625
2023,hispanic_male,24,98341.7578125,98263.4765625
2023,hispanic_male,25,98185.1953125,98100.7421875
2023,hispanic_male,26,98016.2890625,97925.90625
2023,hispanic_male,27,97835.515625,97740.046875
2023,hispanic_male,28,97644.5859375,97545.265625
2023,hispanic_male,29,97445.9453125,97343.8046875
2023,hispanic_male,30,97241.6640625,97137.109375
2023,hispanic_male,31,97032.5625,96925.71875
2023,hispanic_male,32,96818.8671875,96710.03125
2023,hispanic_male,33,96601.203125,96490.5625
2023,hispanic_male,34,96379.9296875,96267.53125
2023,hispanic_male,35,96155.140625,96041.1875
2023,hispanic_male,36,95927.234375,95811.6171875
2023,hispanic_male,37,95696.0,95578.015625
2023,hispanic_male,38,95460.03125,95338.71875
2023,hispanic_male,39,95217.4140625,95092.09375
2023,hispanic_male,40,94966.78125,94837.0
2023,hispanic_male,41,94707.2265625,94573.015625
2023,hispanic_male,42,94438.796875,94300.46875
2023,hispanic_male,43,94162.1328125,94020.1328125
2023,hispanic_male,44,93878.1328125,93732.5390625
2023,hispanic_male,45,93586.9453125,93437.2578125
2023,hispanic_male,46,93287.5703125,93132.796875
2023,hispanic_male,47,92978.0234375,92817.09375
2023,hispanic_male,48,92656.15625,92487.828125
2023,hispanic_male,49,92319.5,92142.609375
2023,hispanic_male,50,91965.7109375,91779.640625
2023,hispanic_male,51,91593.578125,91397.25
2023,hispanic_male,52,91200.921875,90992.0625
2023,hispanic_male,53,90783.203125,90558.8671875
2023,hispanic_male,54,90334.53125,90092.046875
2023,hispanic_male,55,89849.5546875,89587.421875
2023,hispanic_male,56,89325.296875,89042.578125
2023,hispanic_male,57,88759.859375,88454.890625
2023,hispanic_male,58,88149.9140625,87821.09375
2023,hispanic_male,59,87492.2734375,87138.28125
2023,hispanic_male,60,86784.2890625,86403.21875
2023,hispanic_male,61,86022.1484375,85613.0546875
2023,hispanic_male,62,85203.9609375,84767.65625
2023,hispanic_male,63,84331.359375,83869.4140625
2023,hispanic_male,64,83407.46875,82920.453125
2023,hispanic_male,65,82433.4453125,81920.4921875
2023,hispanic_male,66,81407.5390625,80866.03125
2023,hispanic_male,67,80324.515625,79751.0625
2023,hispanic_male,68,79177.609375,78567.953125
2023,hispanic_male,69,77958.296875,77308.6953125
2023,hispanic_male,70,76659.09375,75965.3359375
2023,hispanic_male,71,75271.578125,74531.2734375
2023,hispanic_male,72,73790.96875,73005.3515625
2023,hispanic_male,73,72219.734375,71393.0625
2023,hispanic_male,74,70566.3828125,69701.890625
2023,hispanic_male,75,68837.40625,67937.015625
2023,hispanic_male,76,67036.6328125,66096.4375
2023,hispanic_male,77,65156.234375,64152.6171875
2023,hispanic_male,78,63149.0,62079.328125
2023,hispanic_male,79,61009.66015625,59849.92578125
2023,hispanic_male,80,58690.19140625,57458.06640625
2023,hispanic_male,81,56225.94140625,54894.359375
2023,hispanic_male,82,53562.78125,52143.34375
2023,hispanic_male,83,50723.90234375,49238.79296875
2023,hispanic_male,84,47753.68359375,46205.7734375
2023,hispanic_male,85,44657.859375,43052.203125
2023,hispanic_male,86,41446.55078125,39794.76171875
2023,hispanic_male,87,38142.97265625,36429.75390625
2023,hispanic_male,88,34716.53515625,32963.5625
2023,hispanic_male,89,31210.59375,29443.83203125
2023,hispanic_male,90,27677.0703125,25925.94140625
2023,hispanic_male,91,24174.8125,22470.880859375
2023,hispanic_male,92,20766.94921875,19142.125
2023,hispanic_male,93,17517.30078125,16001.693359375
2023,hispanic_male,94,14486.0859375,13105.7333984375
2023,hispanic_male,95,11725.380859375,10500.142578125
2023,hispanic_male,96,9274.904296875,8216.8564453125
2023,hispanic_male,97,7158.80859375,6271.4208984375
2023,hispanic_male,98,5384.033203125,4662.3017578125
2023,hispanic_male,99,3940.57080078125,3372.106689453125
2023,hispanic_male,100,2803.642578125,6789.07080078125
2023,hispanic_female,0,100000.0,99593.6015625
2023,hispanic_female,1,99536.078125,99521.0703125
2023,hispanic_female,2,99506.0625,99497.40625
2023,hispanic_female,3,99488.7421875,99481.359375
2023,hispanic_female,4,99473.984375,99468.6875
2023,hispanic_female,5,99463.390625,99458.3828125
2023,hispanic_female,6,99453.375,99448.75
2023,hispanic_female,7,99444.1328125,99439.734375
2023,hispanic_female,8,99435.328125,99431.078125
2023,hispanic_female,9,99426.8359375,99422.6875
2023,hispanic_female,10,99418.5390625,99414.328125
2023,hispanic_female,11,99410.125,99405.5
2023,hispanic_female,12,99400.8671875,99395.234375
2023,hispanic_female,13,99389.609375,99382.296875
2023,hispanic_female,14,99374.9921875,99365.5625
2023,hispanic_female,15,99356.1328125,99344.40625
2023,hispanic_female,16,99332.6875,99318.796875
2023,hispanic_female,17,99304.90625,99289.078125
2023,hispanic_female,18,99273.2421875,99255.765625
2023,hispanic_female,19,99238.296875,99219.390625
2023,hispanic_female,20,99200.4765625,99180.0
2023,hispanic_female,21,99159.53125,99137.40625
2023,hispanic_female,22,99115.2890625,99091.8125
2023,hispanic_female,23,99068.3359375,99043.9375
2023,hispanic_female,24,99019.546875,98994.546875
2023,hispanic_female,25,98969.5546875,98944.125
2023,hispanic_female,26,98918.6875,98892.65625
2023,hispanic_female,27,98866.6328125,98839.625
2023,hispanic_female,28,98812.6171875,98784.0625
2023,hispanic_female,29,98755.5078125,98725.0078125
2023,hispanic_female,30,98694.5078125,98661.90625
2023,hispanic_female,31,98629.296875,98594.6875
2023,hispanic_female,32,98560.078125,98523.6171875
2023,hispanic_female,33,98487.15625,98449.0625
2023,hispanic_female,34,98410.9765625,98371.34375
2023,hispanic_female,35,98331.703125,98290.359375
2023,hispanic_female,36,98249.0234375,98205.7109375
2023,hispanic_female,37,98162.3984375,98116.953125
2023,hispanic_female,38,98071.5078125,98023.8125
2023,hispanic_female,39,97976.109375,97926.03125
2023,hispanic_female,40,97875.953125,97823.421875
2023,hispanic_female,41,97770.890625,97715.640625
2023,hispanic_female,42,97660.3828125,97601.84375
2023,hispanic_female,43,97543.296875,97480.671875
2023,hispanic_female,44,97418.0546875,97350.59375
2023,hispanic_female,45,97283.125,97210.234375
2023,hispanic_female,46,97137.3515625,97058.703125
2023,hispanic_female,47,96980.0546875,96895.328125
2023,hispanic_female,48,96810.59375,96719.6171875
2023,hispanic_female,49,96628.640625,96531.21875
2023,hispanic_female,50,96433.7890625,96329.3515625
2023,hispanic_female,51,96224.9140625,96112.8125
2023,hispanic_female,52,96000.703125,95880.484375
2023,hispanic_female,53,95760.265625,95631.40625
2023,hispanic_female,54,95502.546875,95364.265625
2023,hispanic_female,55,95225.9765625,95077.890625
2023,hispanic_female,56,94929.8046875,94770.78125
2023,hispanic_female,57,94611.765625,94439.21875
2023,hispanic_female,58,94266.671875,94077.3203125
2023,hispanic_female,59,93887.96875,93679.265625
2023,hispanic_female,60,93470.5703125,93240.296875
2023,hispanic_female,61,93010.03125,92757.7890625
2023,hispanic_female,62,92505.546875,92232.859375
2023,hispanic_female,63,91960.1796875,91669.78125
2023,hispanic_female,64,91379.375,91072.734375
2023,hispanic_female,65,90766.0859375,90442.828125
2023,hispanic_female,66,90119.578125,89776.7109375
2023,hispanic_female,67,89433.84375,89066.71875
2023,hispanic_female,68,88699.6015625,88301.671875
2023,hispanic_female,69,87903.7421875,87468.8359375
2023,hispanic_female,70,87033.9296875,86557.4375
2023,hispanic_female,71,86080.9453125,85559.65625
2023,hispanic_female,72,85038.359375,84468.953125
2023,hispanic_female,73,83899.5390625,83279.640625
2023,hispanic_female,74,82659.7421875,81986.625
2023,hispanic_female,75,81313.5,80583.25
2023,hispanic_female,76,79852.9921875,79062.0625
2023,hispanic_female,77,78271.140625,77403.28125
2023,hispanic_female,78,76535.421875,75591.609375
2023,hispanic_female,79,74647.796875,73608.984375
2023,hispanic_female,80,72570.1796875,71440.453125
2023,hispanic_female,81,70310.71875,69067.6015625
2023,hispanic_female,82,67824.484375,66472.640625
2023,hispanic_female,83,65120.79296875,63658.9921875
2023,hispanic_female,84,62197.1953125,60618.3046875
2023,hispanic_female,85,59039.4140625,57380.203125
2023,hispanic_female,86,55720.9921875,53931.55078125
2023,hispanic_female,87,52142.109375,50232.54296875
2023,hispanic_female,88,48322.9765625,46309.48828125
2023,hispanic_female,89,44296.0,42201.41796875
2023,hispanic_female,90,40106.8359375,37960.703125
2023,hispanic_female,91,35814.56640625,33652.61328125
2023,hispanic_female,92,31490.658203125,29353.53515625
2023,hispanic_female,93,27216.41015625,25147.58984375
2023,hispanic_female,94,23078.771484375,21121.72265625
2023,hispanic_female,95,19164.671875,17359.5078125
2023,hispanic_female,96,15554.3427734375,13934.3759765625
2023,hispanic_female,97,12314.4091796875,10903.123046875
2023,hispanic_female,98,9491.8369140625,8300.8203125
2023,hispanic_female,99,7109.8037109375,6138.08740234375
2023,hispanic_female,100,5166.37109375,12827.5322265625
2023,nh_white,0,100000.0,99612.078125
2023,nh_white,1,99553.6015625,99538.328125
2023,nh_white,2,99523.0625,99511.59375
2023,nh_white,3,99500.1328125,99491.5234375
2023,nh_white,4,99482.9140625,99476.5390625
2023,nh_white,5,99470.1640625,99463.703125
2023,nh_white,6,99457.2421875,99451.3125
2023,nh_white,7,99445.390625,99439.90625
2023,nh_white,8,99434.4140625,99429.40625
2023,nh_white,9,99424.390625,99419.84375
2023,nh_white,10,99415.3046875,99410.984375
2023,nh_white,11,99406.671875,99401.953125
2023,nh_white,12,99397.2421875,99391.078125
2023,nh_white,13,99384.9140625,99376.0546875
2023,nh_white,14,99367.1953125,99354.78125
2023,nh_white,15,99342.3671875,99326.0625
2023,nh_white,16,99309.75,99289.6796875
2023,nh_white,17,99269.609375,99246.0
2023,nh_white,18,99222.3828125,99195.5546875
2023,nh_white,19,99168.7265625,99138.8671875
2023,nh_white,20,99109.0078125,99075.859375
2023,nh_white,21,99042.71875,99006.078125
2023,nh_white,22,98969.4453125,98929.5625
2023,nh_white,23,98889.6875,98846.9296875
2023,nh_white,24,98804.171875,98758.703125
2023,nh_white,25,98713.234375,98665.171875
2023,nh_white,26,98617.1015625,98566.0625
2023,nh_white,27,98515.0234375,98460.1796875
2023,nh_white,28,98405.3359375,98345.703125
2023,nh_white,29,98286.0703125,98221.09375
2023,nh_white,30,98156.125,98085.703125
2023,nh_white,31,98015.28125,97939.7421875
2023,nh_white,32,97864.203125,97783.984375
2023,nh_white,33,97703.765625,97619.34375
2023,nh_white,34,97534.9140625,97446.484375
2023,nh_white,35,97358.0625,97265.5625
2023,nh_white,36,97173.0703125,97076.1875
2023,nh_white,37,96979.3125,96877.703125
2023,nh_white,38,96776.0859375,96669.359375
2023,nh_white,39,96562.625,96450.515625
2023,nh_white,40,96338.40625,96220.234375
2023,nh_white,41,96102.0625,95977.6484375
2023,nh_white,42,95853.234375,95723.25
2023,nh_white,43,95593.2734375,95458.546875
2023,nh_white,44,95323.8203125,95184.421875
2023,nh_white,45,95045.0234375,94899.9921875
2023,nh_white,46,94754.9609375,94602.40625
2023,nh_white,47,94449.84375,94287.84375
2023,nh_white,48,94125.8359375,93952.75
2023,nh_white,49,93779.6640625,93594.5078125
2023,nh_white,50,93409.3515625,93211.390625
2023,nh_white,51,93013.4296875,92801.7890625
2023,nh_white,52,92590.1484375,92363.6875
2023,nh_white,53,92137.234375,91894.1953125
2023,nh_white,54,91651.15625,91389.375
2023,nh_white,55,91127.59375,90846.265625
2023,nh_white,56,90564.9375,90262.5859375
2023,nh_white,57,89960.234375,89633.4609375
2023,nh_white,58,89306.6875,88952.4453125
2023,nh_white,59,88598.203125,88215.421875
2023,nh_white,60,87832.6328125,87421.703125
2023,nh_white,61,87010.765625,86572.8984375
2023,nh_white,62,86135.03125,85671.109375
2023,nh_white,63,85207.1953125,84717.375
2023,nh_white,64,84227.546875,83710.890625
2023,nh_white,65,83194.2421875,82649.03125
2023,nh_white,66,82103.828125,81523.65625
2023,nh_white,67,80943.4921875,80331.9296875
2023,nh_white,68,79720.3671875,79075.171875
2023,nh_white,69,78429.96875,77748.1953125
2023,nh_white,70,77066.421875,76352.796875
2023,nh_white,71,75639.1640625,74881.875
2023,nh_white,72,74124.578125,73320.015625
2023,nh_white,73,72515.453125,71652.203125
2023,nh_white,74,70788.9453125,69862.34375
2023,nh_white,75,68935.75,67940.7734375
2023,nh_white,76,66945.796875,65897.625
2023,nh_white,77,64849.4609375,63697.76953125
2023,nh_white,78,62546.078125,61334.9921875
2023,nh_white,79,60123.90234375,58819.6171875
2023,nh_white,80,57515.328125,56142.6953125
2023,nh_white,81,54770.06640625,53298.84375
2023,nh_white,82,51827.6171875,50271.0
2023,nh_white,83,48714.38671875,47090.13671875
2023,nh_white,84,45465.88671875,43777.3359375
2023,nh_white,85,42088.7890625,40368.99609375
2023,nh_white,86,38649.203125,36868.8984375
2023,nh_white,87,35088.58984375,33270.63671875
2023,nh_white,88,31452.68359375,29624.35546875
2023,nh_white,89,27796.025390625,25988.13671875
2023,nh_white,90,24180.248046875,22425.7734375
2023,nh_white,91,20671.298828125,19003.484375
2023,nh_white,92,17335.671875,15785.779296875
2023,nh_white,93,14235.8876953125,12830.783203125
2023,nh_white,94,11425.6796875,10185.5947265625
2023,nh_white,95,8945.509765625,7882.3212890625
2023,nh_white,96,6819.13232421875,5935.4833984375
2023,nh_white,97,5051.833984375,4341.2958984375
2023,nh_white,98,3630.7578125,3079.044189453125
2023,nh_white,99,2527.33056640625,2114.36572265625
2023,nh_white,100,1701.401123046875,3604.791748046875
2023,nh_white_male,0,100000.0,99577.953125
2023,nh_white_male,1,99512.6484375,99491.234375
2023,nh_white_male,2,99469.828125,99452.9375
2023,nh_white_male,3,99436.0546875,99424.25
2023,nh_white_male,4,99412.453125,99404.6171875
2023,nh_white_male,5,99396.78125,99388.890625
2023,nh_white_male,6,99381.0078125,99374.015625
2023,nh_white_male,7,99367.0234375,99360.6953125
2023,nh_white_male,8,99354.3671875,99348.671875
2023,nh_white_male,9,99342.984375,99337.859375
2023,nh_white_male,10,99332.734375,99327.8125
2023,nh_white_male,11,99322.8984375,99317.3125
2023,nh_white_male,12,99311.7265625,99304.015625
2023,nh_white_male,13,99296.3046875,99284.765625
2023,nh_white_male,14,99273.2265625,99256.703125
2023,nh_white_male,15,99240.1875,99218.25
2023,nh_white_male,16,99196.3125,99169.1015625
2023,nh_white_male,17,99141.890625,99109.6484375
2023,nh_white_male,18,99077.40625,99040.515625
2023,nh_white_male,19,99003.625,98962.296875
2023,nh_white_male,20,98920.96875,98874.8828125
2023,nh_white_male,21,98828.796875,98777.71875
2023,nh_white_male,22,98726.6484375,98670.921875
2023,nh_white_male,23,98615.203125,98555.328125
2023,nh_white_male,24,98495.453125,98431.6875
2023,nh_white_male,25,98367.9296875,98300.4296875
2023,nh_white_male,26,98232.9296875,98161.296875
2023,nh_white_male,27,98089.6640625,98013.0625
2023,nh_white_male,28,97936.453125,97853.890625
2023,nh_white_male,29,97771.3203125,97682.265625
2023,nh_white_male,30,97593.21875,97497.6484375
2023,nh_white_male,31,97402.078125,97300.3984375
2023,nh_white_male,32,97198.71875,97091.390625
2023,nh_white_male,33,96984.0625,96871.5625
2023,nh_white_male,34,96759.0703125,96641.625
2023,nh_white_male,35,96524.171875,96401.6796875
2023,nh_white_male,36,96279.1875,96151.40625
2023,nh_white_male,37,96023.6328125,95890.40625
2023,nh_white_male,38,95757.1796875,95618.3828125
2023,nh_white_male,39,95479.5859375,95335.15625
2023,nh_white_male,40,95190.71875,95039.953125
2023,nh_white_male,41,94889.1953125,94731.859375
2023,nh_white_male,42,94574.53125,94411.34375
2023,nh_white_male,43,94248.1484375,94079.9375
2023,nh_white_male,44,93911.71875,93738.453125
2023,nh_white_male,45,93565.1953125,93385.7109375
2023,nh_white_male,46,93206.2265625,93018.3125
2023,nh_white_male,47,92830.3984375,92631.890625
2023,nh_white_male,48,92433.3828125,92222.46875
2023,nh_white_male,49,92011.5625,91787.140625
2023,nh_white_male,50,91562.71875,91324.125
2023,nh_white_male,51,91085.5234375,90831.59375
2023,nh_white_male,52,90577.671875,90306.5
2023,nh_white_male,53,90035.3203125,89744.0390625
2023,nh_white_male,54,89452.7578125,89138.3125
2023,nh_white_male,55,88823.859375,88485.109375
2023,nh_white_male,56,88146.359375,87781.96875
2023,nh_white_male,57,87417.5703125,87024.296875
2023,nh_white_male,58,86631.015625,86206.328125
2023,nh_white_male,59,85781.6328125,85325.03125
2023,nh_white_male,60,84868.4296875,84380.9140625
2023,nh_white_male,61,83893.3984375,83376.375
2023,nh_white_male,62,82859.3515625,82313.4921875
2023,nh_white_male,63,81767.6328125,81192.515625
