account,rate,timing,survival,group,start_age,lifetime,person_years,gap_vs_white,gap_per_year
partial,0.0,none,fenelon_mexican,mexico_born,0,-163376.85595560592,79.7575924103368,-548572.5406043231,-6950.078723418736
partial,0.0,none,fenelon_mexican,mexico_born,25,-119195.06724285737,55.602150387918876,-346447.87849582,-6326.101588650736
partial,0.0,none,fenelon_mexican,mexican_second_gen,0,-108374.55029515135,79.20284594690442,-493570.2349438686,-6253.233135980876
partial,0.0,none,fenelon_mexican,mexican_second_gen,25,-55044.18826475295,55.04060096049417,-282296.9995177156,-5154.713329098661
partial,0.0,none,fenelon_mexican,mexican_third_plus_selfid,0,14236.56752095366,79.20284594690442,-370959.1171277636,-4699.825230711795
partial,0.0,none,fenelon_mexican,mexican_third_plus_selfid,25,-15724.89104296525,55.04060096049417,-242977.70229592788,-4436.747123909782
partial,0.0,none,fenelon_mexican,third_plus_nh_white,0,385195.68464871723,78.93040675292968,0.0,0.0
partial,0.0,none,fenelon_mexican,third_plus_nh_white,25,227252.81125296262,54.764830068072335,0.0,0.0
partial,0.0,none,fenelon_mexican,all_native,0,261274.30658877167,78.93040675292968,-123921.37805994556,-1570.00810153998
partial,0.0,none,fenelon_mexican,all_native,25,163136.4754737239,54.764830068072335,-64116.335779238725,-1170.7575043973027
partial,0.0,none,fenelon_mexican,mexican_observed_total,0,-99722.1792918189,79.7575924103368,-484917.86394053616,-6143.612884935973
partial,0.0,none,fenelon_mexican,mexican_observed_total,25,-86939.47600757096,55.602150387918876,-314192.2872605336,-5737.117907058136
partial,0.0,accrual_only,terminal83,mexico_born,0,-517486.8326469966,83.0,-459422.0752448893,-5535.20572584204
partial,0.0,accrual_only,terminal83,mexico_born,25,-443766.15169803123,58.0,-252646.34900037886,-4355.971534489291
partial,0.0,accrual_only,terminal83,mexican_second_gen,0,-489281.701580755,83.0,-431216.9441786477,-5195.384869622261
partial,0.0,accrual_only,terminal83,mexican_second_gen,25,-409458.98483964906,58.0,-218339.1821419967,-3764.4686576206327
partial,0.0,accrual_only,terminal83,mexican_third_plus_selfid,0,-376654.8980710821,83.0,-318590.1406689748,-3838.435429746684
partial,0.0,accrual_only,terminal83,mexican_third_plus_selfid,25,-381568.8667595937,58.0,-190449.06406194135,-3283.6045527920924
partial,0.0,accrual_only,terminal83,third_plus_nh_white,0,-58064.757402107294,83.0,0.0,0.0
partial,0.0,accrual_only,terminal83,third_plus_nh_white,25,-191119.80269765237,58.0,0.0,0.0
partial,0.0,accrual_only,terminal83,all_native,0,-164211.50682716776,83.0,-106146.74942506047,-1278.876499097114
partial,0.0,accrual_only,terminal83,all_native,25,-239022.17388158856,58.0,-47902.37118393619,-825.9029514471757
partial,0.0,accrual_only,terminal83,mexican_observed_total,0,-462467.6833631631,83.0,-404402.9259610558,-4872.324409169347
partial,0.0,accrual_only,terminal83,mexican_observed_total,25,-423128.6449181963,58.0,-232008.84222054394,-4000.1524520783437
partial,0.0,accrual_only,common_white,mexico_born,0,-482847.2069977406,78.93040675292968,-439025.2284709584,-5562.1812496825
partial,0.0,accrual_only,common_white,mexico_born,25,-414585.69884172274,54.764830068072335,-236493.69320938402,-4318.349804343844
partial,0.0,accrual_only,common_white,mexican_second_gen,0,-456509.98190477275,78.93040675292968,-412688.00337799056,-5228.504708835454
partial,0.0,accrual_only,common_white,mexican_second_gen,25,-381800.21104799747,54.764830068072335,-203708.20541565874,-3719.690267685497
partial,0.0,accrual_only,common_white,mexican_third_plus_selfid,0,-344116.6363012915,78.93040675292968,-300294.65777450934,-3804.549730935768
partial,0.0,accrual_only,common_white,mexican_third_plus_selfid,25,-353242.44184486225,54.764830068072335,-175150.43621252352,-3198.2284249729732
partial,0.0,accrual_only,common_white,third_plus_nh_white,0,-43821.97852678217,78.93040675292968,0.0,0.0
partial,0.0,accrual_only,common_white,third_plus_nh_white,25,-178092.00563233873,54.764830068072335,0.0,0.0
partial,0.0,accrual_only,common_white,all_native,0,-145826.6570989161,78.93040675292968,-102004.67857213393,-1292.336917652433
partial,0.0,accrual_only,common_white,all_native,25,-222786.14721446412,54.764830068072335,-44694.14158212539,-816.1102942631403
partial,0.0,accrual_only,common_white,mexican_observed_total,0,-428671.75204682845,78.93040675292968,-384849.77352004626,-4875.811355245064
partial,0.0,accrual_only,common_white,mexican_observed_total,25,-394340.8305491719,54.764830068072335,-216248.82491683317,-3948.6806523098358
partial,0.0,accrual_only,group_specific,mexico_born,0,-524917.4886149588,81.81386755859376,-481095.51008817664,-6095.185998396235
partial,0.0,accrual_only,group_specific,mexico_born,25,-457721.43012378574,57.76235330662396,-279629.42449144705,-5106.0036914908615
partial,0.0,accrual_only,group_specific,mexican_second_gen,0,-505104.753538947,81.81386755859376,-461282.77501216484,-5844.170757362064
partial,0.0,accrual_only,group_specific,mexican_second_gen,25,-431515.1171662354,57.76235330662396,-253423.11153389668,-4627.479190913098
partial,0.0,accrual_only,group_specific,mexican_third_plus_selfid,0,-396414.3059630574,81.81386755859376,-352592.3274362752,-4467.1292337308005
partial,0.0,accrual_only,group_specific,mexican_third_plus_selfid,25,-406631.91622340446,57.76235330662396,-228539.91059106574,-4173.114575668218
partial,0.0,accrual_only,group_specific,third_plus_nh_white,0,-43821.97852678217,78.93040675292968,0.0,0.0
partial,0.0,accrual_only,group_specific,third_plus_nh_white,25,-178092.00563233873,54.764830068072335,0.0,0.0
partial,0.0,accrual_only,group_specific,all_native,0,-145826.6570989161,78.93040675292968,-102004.67857213393,-1292.336917652433
partial,0.0,accrual_only,group_specific,all_native,25,-222786.14721446412,54.764830068072335,-44694.14158212539,-816.1102942631403
partial,0.0,accrual_only,group_specific,mexican_observed_total,0,-475358.129589451,81.81386755859376,-431536.1510626688,-5467.299217315276
partial,0.0,accrual_only,group_specific,mexican_observed_total,25,-442114.4533674192,57.76235330662396,-264022.4477350805,-4821.0219479710295
partial,0.0,accrual_only,paradox_fades,mexico_born,0,-524917.4886149588,81.81386755859376,-481095.51008817664,-6095.185998396235
partial,0.0,accrual_only,paradox_fades,mexico_born,25,-457721.43012378574,57.76235330662396,-279629.42449144705,-5106.0036914908615
partial,0.0,accrual_only,paradox_fades,mexican_second_gen,0,-456509.98190477275,78.93040675292968,-412688.00337799056,-5228.504708835454
partial,0.0,accrual_only,paradox_fades,mexican_second_gen,25,-381800.21104799747,54.764830068072335,-203708.20541565874,-3719.690267685497
partial,0.0,accrual_only,paradox_fades,mexican_third_plus_selfid,0,-344116.6363012915,78.93040675292968,-300294.65777450934,-3804.549730935768
partial,0.0,accrual_only,paradox_fades,mexican_third_plus_selfid,25,-353242.44184486225,54.764830068072335,-175150.43621252352,-3198.2284249729732
partial,0.0,accrual_only,paradox_fades,third_plus_nh_white,0,-43821.97852678217,78.93040675292968,0.0,0.0
partial,0.0,accrual_only,paradox_fades,third_plus_nh_white,25,-178092.00563233873,54.764830068072335,0.0,0.0
partial,0.0,accrual_only,paradox_fades,all_native,0,-145826.6570989161,78.93040675292968,-102004.67857213393,-1292.336917652433
partial,0.0,accrual_only,paradox_fades,all_native,25,-222786.14721446412,54.764830068072335,-44694.14158212539,-816.1102942631403
partial,0.0,accrual_only,paradox_fades,mexican_observed_total,0,-475358.129589451,81.81386755859376,-431536.1510626688,-5467.299217315276
partial,0.0,accrual_only,paradox_fades,mexican_observed_total,25,-442114.4533674192,57.76235330662396,-264022.4477350805,-4821.0219479710295
partial,0.0,accrual_only,mortality_65plus,mexico_born,0,-513036.62491060514,80.86920579656656,-469214.64638382295,-5944.662718546132
partial,0.0,accrual_only,mortality_65plus,mexico_born,25,-445145.33964044804,56.72740525006046,-267053.3340081093,-4876.365610486944
partial,0.0,accrual_only,mortality_65plus,mexican_second_gen,0,-492184.7849934314,80.86920579656656,-448362.8064666492,-5680.482654424015
partial,0.0,accrual_only,mortality_65plus,mexican_second_gen,25,-417912.5061277279,56.72740525006046,-239820.5004953892,-4379.096953232464
partial,0.0,accrual_only,mortality_65plus,mexican_third_plus_selfid,0,-382417.4846919957,80.86920579656656,-338595.50616521353,-4289.7980650865675
partial,0.0,accrual_only,mortality_65plus,mexican_third_plus_selfid,25,-392012.98629473033,56.72740525006046,-213920.9806623916,-3906.1744626339423
partial,0.0,accrual_only,mortality_65plus,third_plus_nh_white,0,-43821.97852678217,78.93040675292968,0.0,0.0
partial,0.0,accrual_only,mortality_65plus,third_plus_nh_white,25,-178092.00563233873,54.764830068072335,0.0,0.0
partial,0.0,accrual_only,mortality_65plus,all_native,0,-145826.6570989161,78.93040675292968,-102004.67857213393,-1292.336917652433
partial,0.0,accrual_only,mortality_65plus,all_native,25,-222786.14721446412,54.764830068072335,-44694.14158212539,-816.1102942631403
partial,0.0,accrual_only,mortality_65plus,mexican_observed_total,0,-462535.83757360914,80.86920579656656,-418713.85904682695,-5304.848616294321
partial,0.0,accrual_only,mortality_65plus,mexican_observed_total,25,-428620.2026345388,56.72740525006046,-250528.1970022001,-4574.61835800084
partial,0.0,accrual_only,fenelon_mexican,mexico_born,0,-500134.97414724535,79.7575924103368,-456312.99562046316,-5781.206690709548
partial,0.0,accrual_only,fenelon_mexican,mexico_born,25,-432085.4085971732,55.602150387918876,-253993.4029648345,-4637.892652074741
partial,0.0,accrual_only,fenelon_mexican,mexican_second_gen,0,-464452.47200424207,79.20284594690442,-420630.4934774599,-5329.131202809204
partial,0.0,accrual_only,fenelon_mexican,mexican_second_gen,25,-389840.0446641363,55.04060096049417,-211748.03903179758,-3866.4967784725363
partial,0.0,accrual_only,fenelon_mexican,mexican_third_plus_selfid,0,-352698.6802903643,79.20284594690442,-308876.7017635821,-3913.2789817039356
partial,0.0,accrual_only,fenelon_mexican,mexican_third_plus_selfid,25,-361929.6818840602,55.04060096049417,-183837.67625172148,-3356.8565085149066
partial,0.0,accrual_only,fenelon_mexican,third_plus_nh_white,0,-43821.97852678217,78.93040675292968,0.0,0.0
partial,0.0,accrual_only,fenelon_mexican,third_plus_nh_white,25,-178092.00563233873,54.764830068072335,0.0,0.0
partial,0.0,accrual_only,fenelon_mexican,all_native,0,-145826.6570989161,78.93040675292968,-102004.67857213393,-1292.336917652433
partial,0.0,accrual_only,fenelon_mexican,all_native,25,-222786.14721446412,54.764830068072335,-44694.14158212539,-816.1102942631403
partial,0.0,accrual_only,fenelon_mexican,mexican_observed_total,0,-448842.634624003,79.7575924103368,-405020.65609722084,-5131.364106167964
partial,0.0,accrual_only,fenelon_mexican,mexican_observed_total,25,-414759.01664095226,55.602150387918876,-236667.01100861354,-4321.514569011498
partial,0.0,cash_to_accrual,terminal83,mexico_born,0,-312226.4321681601,83.0,-634351.3249345089,-7642.787047403722
partial,0.0,cash_to_accrual,terminal83,mexico_born,25,-247525.0023914023,58.0,-433659.868566719,-7476.894285633086
partial,0.0,cash_to_accrual,terminal83,mexican_second_gen,0,-169808.28061222564,83.0,-491933.17337857437,-5926.905703356318
partial,0.0,cash_to_accrual,terminal83,mexican_second_gen,25,-91971.94206869304,58.0,-278106.80824400974,-4794.944969724305
partial,0.0,cash_to_accrual,terminal83,mexican_third_plus_selfid,0,-82765.5131635468,83.0,-404890.4059298955,-4878.19766180597
partial,0.0,cash_to_accrual,terminal83,mexican_third_plus_selfid,25,-90863.54116857279,58.0,-276998.40734388947,-4775.834609377404
partial,0.0,cash_to_accrual,terminal83,third_plus_nh_white,0,322124.8927663487,83.0,0.0,0.0
partial,0.0,cash_to_accrual,terminal83,third_plus_nh_white,25,186134.86617531668,58.0,0.0,0.0
partial,0.0,cash_to_accrual,terminal83,all_native,0,205955.52862615752,83.0,-116169.3641401912,-1399.6308932553156
partial,0.0,cash_to_accrual,terminal83,all_native,25,128292.61313611316,58.0,-57842.253039203526,-997.2802248138539
partial,0.0,cash_to_accrual,terminal83,mexican_observed_total,0,-214934.2416089234,83.0,-537059.1343752721,-6470.591980424965
partial,0.0,cash_to_accrual,terminal83,mexican_observed_total,25,-178447.56352366912,58.0,-364582.42969898577,-6285.90396032734
partial,0.0,cash_to_accrual,common_white,mexico_born,0,-294132.8561976345,78.93040675292968,-600634.3937719488,-7609.670575397799
partial,0.0,cash_to_accrual,common_white,mexico_born,25,-232626.26919791737,54.764830068072335,-406205.4258008996,-7417.268076902436
partial,0.0,cash_to_accrual,common_white,mexican_second_gen,0,-164758.23757851013,78.93040675292968,-471259.7751528244,-5970.573249774017
partial,0.0,cash_to_accrual,common_white,mexican_second_gen,25,-88464.87168596603,54.764830068072335,-262044.02828894826,-4784.8962183070635
partial,0.0,cash_to_accrual,common_white,mexican_third_plus_selfid,0,-76046.18592877196,78.93040675292968,-382547.72350308625,-4846.645788872577
partial,0.0,cash_to_accrual,common_white,mexican_third_plus_selfid,25,-85081.52544987813,54.764830068072335,-258660.68205286036,-4723.116674174772
partial,0.0,cash_to_accrual,common_white,third_plus_nh_white,0,306501.5375743143,78.93040675292968,0.0,0.0
partial,0.0,cash_to_accrual,common_white,third_plus_nh_white,25,173579.15660298223,54.764830068072335,0.0,0.0
partial,0.0,cash_to_accrual,common_white,all_native,0,195203.89726438053,78.93040675292968,-111297.64030993375,-1410.0730616823114
partial,0.0,cash_to_accrual,common_white,all_native,25,119561.61082274624,54.764830068072335,-54017.54578023599,-986.3546680066846
partial,0.0,cash_to_accrual,common_white,mexican_observed_total,0,-201871.88996261498,78.93040675292968,-508373.42753692926,-6440.780536305291
partial,0.0,cash_to_accrual,common_white,mexican_observed_total,25,-167624.19064897427,54.764830068072335,-341203.34725195647,-6230.337003289207
partial,0.0,cash_to_accrual,group_specific,mexico_born,0,-309272.388612475,81.81386755859376,-615773.9261867893,-7801.479195645136
partial,0.0,cash_to_accrual,group_specific,mexico_born,25,-248261.44626640738,57.76235330662396,-421840.6028693896,-7702.764755136543
partial,0.0,cash_to_accrual,group_specific,mexican_second_gen,0,-169790.31746633834,81.81386755859376,-476291.8550406526,-6034.326625625478
partial,0.0,cash_to_accrual,group_specific,mexican_second_gen,25,-93703.20453479908,57.76235330662396,-267282.3611377813,-4880.547621631456
partial,0.0,cash_to_accrual,group_specific,mexican_third_plus_selfid,0,-90430.15664803803,81.81386755859376,-396931.6942223523,-5028.881904344415
partial,0.0,cash_to_accrual,group_specific,mexican_third_plus_selfid,25,-99746.57497016736,57.76235330662396,-273325.73157314956,-4990.898926070024
partial,0.0,cash_to_accrual,group_specific,third_plus_nh_white,0,306501.5375743143,78.93040675292968,0.0,0.0
partial,0.0,cash_to_accrual,group_specific,third_plus_nh_white,25,173579.15660298223,54.764830068072335,0.0,0.0
partial,0.0,cash_to_accrual,group_specific,all_native,0,195203.89726438053,78.93040675292968,-111297.64030993375,-1410.0730616823114
partial,0.0,cash_to_accrual,group_specific,all_native,25,119561.61082274624,54.764830068072335,-54017.54578023599,-986.3546680066846
partial,0.0,cash_to_accrual,group_specific,mexican_observed_total,0,-215055.3170746545,81.81386755859376,-521556.8546489688,-6607.806498217621
partial,0.0,cash_to_accrual,group_specific,mexican_observed_total,25,-181189.95981475397,57.76235330662396,-354769.11641773616,-6478.04651227367
partial,0.0,cash_to_accrual,paradox_fades,mexico_born,0,-309272.388612475,81.81386755859376,-615773.9261867893,-7801.479195645136
partial,0.0,cash_to_accrual,paradox_fades,mexico_born,25,-248261.44626640738,57.76235330662396,-421840.6028693896,-7702.764755136543
partial,0.0,cash_to_accrual,paradox_fades,mexican_second_gen,0,-164758.23757851013,78.93040675292968,-471259.7751528244,-5970.573249774017
partial,0.0,cash_to_accrual,paradox_fades,mexican_second_gen,25,-88464.87168596603,54.764830068072335,-262044.02828894826,-4784.8962183070635
partial,0.0,cash_to_accrual,paradox_fades,mexican_third_plus_selfid,0,-76046.18592877196,78.93040675292968,-382547.72350308625,-4846.645788872577
partial,0.0,cash_to_accrual,paradox_fades,mexican_third_plus_selfid,25,-85081.52544987813,54.764830068072335,-258660.68205286036,-4723.116674174772
partial,0.0,cash_to_accrual,paradox_fades,third_plus_nh_white,0,306501.5375743143,78.93040675292968,0.0,0.0
partial,0.0,cash_to_accrual,paradox_fades,third_plus_nh_white,25,173579.15660298223,54.764830068072335,0.0,0.0
partial,0.0,cash_to_accrual,paradox_fades,all_native,0,195203.89726438053,78.93040675292968,-111297.64030993375,-1410.0730616823114
partial,0.0,cash_to_accrual,paradox_fades,all_native,25,119561.61082274624,54.764830068072335,-54017.54578023599,-986.3546680066846
partial,0.0,cash_to_accrual,paradox_fades,mexican_observed_total,0,-215055.3170746545,81.81386755859376,-521556.8546489688,-6607.806498217621
partial,0.0,cash_to_accrual,paradox_fades,mexican_observed_total,25,-181189.95981475397,57.76235330662396,-354769.11641773616,-6478.04651227367
partial,0.0,cash_to_accrual,mortality_65plus,mexico_born,0,-304569.79052863247,80.86920579656656,-611071.3281029467,-7741.900152823746
partial,0.0,cash_to_accrual,mortality_65plus,mexico_born,25,-243191.19513043322,56.72740525006046,-416770.35173341545,-7610.182506096934
partial,0.0,cash_to_accrual,mortality_65plus,mexican_second_gen,0,-168581.82971876193,80.86920579656656,-475083.36729307624,-6019.015824664332
partial,0.0,cash_to_accrual,mortality_65plus,mexican_second_gen,25,-92335.35381000629,56.72740525006046,-265914.5104129885,-4855.570812188378
partial,0.0,cash_to_accrual,mortality_65plus,mexican_third_plus_selfid,0,-86809.25156612271,80.86920579656656,-393310.789140437,-4983.007250571888
partial,0.0,cash_to_accrual,mortality_65plus,mexican_third_plus_selfid,25,-95976.58214556822,56.72740525006046,-269555.7387485504,-4922.05925615937
partial,0.0,cash_to_accrual,mortality_65plus,third_plus_nh_white,0,306501.5375743143,78.93040675292968,0.0,0.0
partial,0.0,cash_to_accrual,mortality_65plus,third_plus_nh_white,25,173579.15660298223,54.764830068072335,0.0,0.0
partial,0.0,cash_to_accrual,mortality_65plus,all_native,0,195203.89726438053,78.93040675292968,-111297.64030993375,-1410.0730616823114
partial,0.0,cash_to_accrual,mortality_65plus,all_native,25,119561.61082274624,54.764830068072335,-54017.54578023599,-986.3546680066846
partial,0.0,cash_to_accrual,mortality_65plus,mexican_observed_total,0,-211188.05237439374,80.86920579656656,-517689.589948708,-6558.810618690911
partial,0.0,cash_to_accrual,mortality_65plus,mexican_observed_total,25,-177054.60026297436,56.72740525006046,-350633.7568659566,-6402.535284600008
partial,0.0,cash_to_accrual,fenelon_mexican,mexico_born,0,-299143.2184375881,79.7575924103368,-605644.7560119024,-7673.148801927623
partial,0.0,cash_to_accrual,fenelon_mexican,mexico_born,25,-237698.03928548485,55.602150387918876,-411277.1958884671,-7509.878061837353
partial,0.0,cash_to_accrual,fenelon_mexican,mexican_second_gen,0,-165565.55135141316,79.20284594690442,-472067.0889257274,-5980.801421730993
partial,0.0,cash_to_accrual,fenelon_mexican,mexican_second_gen,25,-89282.06914292512,55.04060096049417,-262861.22574590734,-4799.818157368014
partial,0.0,cash_to_accrual,fenelon_mexican,mexican_third_plus_selfid,0,-78582.75838787491,79.20284594690442,-385084.2959621892,-4878.782611213339
partial,0.0,cash_to_accrual,fenelon_mexican,mexican_third_plus_selfid,25,-87649.19406424729,55.04060096049417,-261228.3506672295,-4770.002031276721
partial,0.0,cash_to_accrual,fenelon_mexican,third_plus_nh_white,0,306501.5375743143,78.93040675292968,0.0,0.0
partial,0.0,cash_to_accrual,fenelon_mexican,third_plus_nh_white,25,173579.15660298223,54.764830068072335,0.0,0.0
partial,0.0,cash_to_accrual,fenelon_mexican,all_native,0,195203.89726438053,78.93040675292968,-111297.64030993375,-1410.0730616823114
partial,0.0,cash_to_accrual,fenelon_mexican,all_native,25,119561.61082274624,54.764830068072335,-54017.54578023599,-986.3546680066846
partial,0.0,cash_to_accrual,fenelon_mexican,mexican_observed_total,0,-206816.46113460863,79.7575924103368,-513317.9987089229,-6503.425230224978
partial,0.0,cash_to_accrual,fenelon_mexican,mexican_observed_total,25,-172629.3733132178,55.602150387918876,-346208.52991620003,-6321.731108922734
partial,0.03,none,terminal83,mexico_born,0,-27370.502953795843,31.38058577229341,-257872.89571052312,-8217.593437602576
partial,0.03,none,terminal83,mexico_born,25,28423.310650769035,28.150935658187652,-225142.0570751179,-7997.675807611592
partial,0.03,none,terminal83,mexican_second_gen,0,-12409.58628166356,31.38058577229341,-242911.97903839085,-7740.836350252678
partial,0.03,none,terminal83,mexican_second_gen,25,72298.86658088514,28.150935658187652,-181266.5011450018,-6439.0932985661075
partial,0.03,none,terminal83,mexican_third_plus_selfid,0,69113.2019172114,31.38058577229341,-161389.19083951588,-5142.962977511078
partial,0.03,none,terminal83,mexican_third_plus_selfid,25,112799.12167653788,28.150935658187652,-140766.24604934905,-5000.410919144971
partial,0.03,none,terminal83,third_plus_nh_white,0,230502.3927567273,31.38058577229341,0.0,0.0
partial,0.03,none,terminal83,third_plus_nh_white,25,253565.36772588693,28.150935658187652,0.0,0.0
partial,0.03,none,terminal83,all_native,0,167816.59102135617,31.38058577229341,-62685.80173537112,-1997.5982026032716
partial,0.03,none,terminal83,all_native,25,213851.6466861836,28.150935658187652,-39713.72103970332,-1410.7424890565812
partial,0.03,none,terminal83,mexican_observed_total,0,12890.059526206089,31.38058577229341,-217612.3332305212,-6934.616670624924
partial,0.03,none,terminal83,mexican_observed_total,25,61721.16134670803,28.150935658187652,-191844.2063791789,-6814.842984566353
partial,0.03,none,common_white,mexico_born,0,-24958.853381920522,30.448598719809517,-252158.11713481523,-8281.435853754543
partial,0.03,none,common_white,mexico_born,25,33488.181199754734,26.765846735420713,-217817.63159556364,-8137.894300474852
partial,0.03,none,common_white,mexican_second_gen,0,-10497.160194227055,30.448598719809517,-237696.42394712177,-7806.4815440087605
partial,0.03,none,common_white,mexican_second_gen,25,76760.74950652297,26.765846735420713,-174545.0632887954,-6521.185935724961
partial,0.03,none,common_white,mexican_third_plus_selfid,0,70351.60001679385,30.448598719809517,-156847.66373610086,-5151.227653509635
partial,0.03,none,common_white,mexican_third_plus_selfid,25,117144.13538420886,26.765846735420713,-134161.6774111095,-5012.420445252195
partial,0.03,none,common_white,third_plus_nh_white,0,227199.2637528947,30.448598719809517,0.0,0.0
partial,0.03,none,common_white,third_plus_nh_white,25,251305.81279531837,26.765846735420713,0.0,0.0
partial,0.03,none,common_white,all_native,0,165759.96190054977,30.448598719809517,-61439.30185234494,-2017.8039199016807
partial,0.03,none,common_white,all_native,25,213148.90020049512,26.765846735420713,-38156.912594823254,-1425.5821223218811
partial,0.03,none,common_white,mexican_observed_total,0,14859.417256306962,30.448598719809517,-212339.84649658774,-6973.71489737693
partial,0.03,none,common_white,mexican_observed_total,25,66561.01445102267,26.765846735420713,-184744.7983442957,-6902.258694465764
partial,0.03,none,group_specific,mexico_born,0,-28068.367181835467,30.710301514419616,-255267.63093473017,-8383.559233176005
partial,0.03,none,group_specific,mexico_born,25,26891.579520105777,27.37146360409304,-224414.23327521258,-8384.350231604401
partial,0.03,none,group_specific,mexican_second_gen,0,-14099.402604719202,30.710301514419616,-241298.66635761393,-7924.787231690492
partial,0.03,none,group_specific,mexican_second_gen,25,69160.32651760029,27.37146360409304,-182145.4862777181,-6805.145679799287
partial,0.03,none,group_specific,mexican_third_plus_selfid,0,66426.42336259068,30.710301514419616,-160772.84039030405,-5280.139223146155
partial,0.03,none,group_specific,mexican_third_plus_selfid,25,108972.10349857916,27.37146360409304,-142333.7092967392,-5317.736094945997
partial,0.03,none,group_specific,third_plus_nh_white,0,227199.2637528947,30.448598719809517,0.0,0.0
partial,0.03,none,group_specific,third_plus_nh_white,25,251305.81279531837,26.765846735420713,0.0,0.0
partial,0.03,none,group_specific,all_native,0,165759.96190054977,30.448598719809517,-61439.30185234494,-2017.8039199016807
partial,0.03,none,group_specific,all_native,25,213148.90020049512,26.765846735420713,-38156.912594823254,-1425.5821223218811
partial,0.03,none,group_specific,mexican_observed_total,0,11377.23516986343,30.710301514419616,-215822.02858303126,-7088.077535818417
partial,0.03,none,group_specific,mexican_observed_total,25,59236.5869030418,27.37146360409304,-192069.22589227656,-7175.906960496072
partial,0.03,none,paradox_fades,mexico_born,0,-28068.367181835467,30.710301514419616,-255267.63093473017,-8383.559233176005
partial,0.03,none,paradox_fades,mexico_born,25,26891.579520105777,27.37146360409304,-224414.23327521258,-8384.350231604401
partial,0.03,none,paradox_fades,mexican_second_gen,0,-10497.160194227055,30.448598719809517,-237696.42394712177,-7806.4815440087605
partial,0.03,none,paradox_fades,mexican_second_gen,25,76760.74950652297,26.765846735420713,-174545.0632887954,-6521.185935724961
partial,0.03,none,paradox_fades,mexican_third_plus_selfid,0,70351.60001679385,30.448598719809517,-156847.66373610086,-5151.227653509635
partial,0.03,none,paradox_fades,mexican_third_plus_selfid,25,117144.13538420886,26.765846735420713,-134161.6774111095,-5012.420445252195
partial,0.03,none,paradox_fades,third_plus_nh_white,0,227199.2637528947,30.448598719809517,0.0,0.0
partial,0.03,none,paradox_fades,third_plus_nh_white,25,251305.81279531837,26.765846735420713,0.0,0.0
partial,0.03,none,paradox_fades,all_native,0,165759.96190054977,30.448598719809517,-61439.30185234494,-2017.8039199016807
partial,0.03,none,paradox_fades,all_native,25,213148.90020049512,26.765846735420713,-38156.912594823254,-1425.5821223218811
partial,0.03,none,paradox_fades,mexican_observed_total,0,11377.23516986343,30.710301514419616,-215822.02858303126,-7088.077535818417
partial,0.03,none,paradox_fades,mexican_observed_total,25,59236.5869030418,27.37146360409304,-192069.22589227656,-7175.906960496072
partial,0.03,none,mortality_65plus,mexico_born,0,-27209.94583994924,30.603007844700986,-254409.20959284395,-8355.366758711565
partial,0.03,none,mortality_65plus,mexico_born,25,28717.092876713323,27.093109869421813,-222588.71991860506,-8316.14714523644
partial,0.03,none,mortality_65plus,mexican_second_gen,0,-13189.610913443945,30.603007844700986,-240388.87466633864,-7894.907640197719
partial,0.03,none,mortality_65plus,mexican_second_gen,25,71054.22237521657,27.093109869421813,-180251.5904201018,-6734.387751745025
partial,0.03,none,mortality_65plus,mexican_third_plus_selfid,0,67472.12788269881,30.603007844700986,-159727.1358701959,-5245.795950743678
partial,0.03,none,mortality_65plus,mexican_third_plus_selfid,25,111041.2248500345,27.093109869421813,-140264.58794528386,-5240.431559359713
partial,0.03,none,mortality_65plus,third_plus_nh_white,0,227199.2637528947,30.448598719809517,0.0,0.0
partial,0.03,none,mortality_65plus,third_plus_nh_white,25,251305.81279531837,26.765846735420713,0.0,0.0
partial,0.03,none,mortality_65plus,all_native,0,165759.96190054977,30.448598719809517,-61439.30185234494,-2017.8039199016807
partial,0.03,none,mortality_65plus,all_native,25,213148.90020049512,26.765846735420713,-38156.912594823254,-1425.5821223218811
partial,0.03,none,mortality_65plus,mexican_observed_total,0,12322.497581890239,30.603007844700986,-214876.76617100448,-7057.033006619384
partial,0.03,none,mortality_65plus,mexican_observed_total,25,61184.12831205751,27.093109869421813,-190121.68448326085,-7103.144778590636
partial,0.03,none,fenelon_mexican,mexico_born,0,-26429.80691100635,30.446645391872856,-253629.07066390105,-8329.74525356048
partial,0.03,none,fenelon_mexican,mexico_born,25,30370.560266363424,26.761700686365696,-220935.25252895494,-8254.371875954113
partial,0.03,none,fenelon_mexican,mexican_second_gen,0,-11244.340197583935,30.441692293100328,-238443.60395047863,-7831.020604417828
partial,0.03,none,fenelon_mexican,mexican_second_gen,25,75177.12842973918,26.751202819693386,-176128.6843655792,-6580.351673780544
partial,0.03,none,fenelon_mexican,mexican_third_plus_selfid,0,69543.99306938147,30.441692293100328,-157655.27068351326,-5177.751269747087
partial,0.03,none,fenelon_mexican,mexican_third_plus_selfid,25,115432.42893467697,26.751202819693386,-135873.3838606414,-5076.371586662069
partial,0.03,none,fenelon_mexican,third_plus_nh_white,0,227199.2637528947,30.448598719809517,0.0,0.0
partial,0.03,none,fenelon_mexican,third_plus_nh_white,25,251305.81279531837,26.765846735420713,0.0,0.0
