account,rate,timing,survival,group,start_age,lifetime,person_years,gap_vs_white,gap_per_year
partial,0.0,none,group_specific,all_native,25,163136.4754737239,54.764830068072335,-64116.335779238725,-1170.7575043973027
partial,0.0,none,group_specific,mexican_observed_total,0,-119063.06651835685,81.81386755859376,-504258.7511670741,-6388.650102178238
partial,0.0,none,group_specific,mexican_observed_total,25,-106637.71291209049,57.76235330662396,-333890.5241650531,-6096.805627809477
partial,0.0,none,paradox_fades,mexico_born,0,-181054.26807962023,81.81386755859376,-566249.9527283375,-7174.040728066055
partial,0.0,none,paradox_fades,mexico_born,25,-137260.16701475583,57.76235330662396,-364512.97826771846,-6655.968398233522
partial,0.0,none,paradox_fades,mexican_second_gen,0,-99311.6836649469,78.93040675292968,-484507.3683136641,-6138.412156297174
partial,0.0,none,paradox_fades,mexican_second_gen,25,-45870.1897382079,54.764830068072335,-273123.0009911705,-4987.197087102806
partial,0.0,none,paradox_fades,mexican_third_plus_selfid,0,23965.408106935065,78.93040675292968,-361230.2765417822,-4576.566768146983
partial,0.0,none,paradox_fades,mexican_third_plus_selfid,25,-5876.740552591096,54.764830068072335,-233129.55180555372,-4256.92093841568
partial,0.0,none,paradox_fades,third_plus_nh_white,0,385195.68464871723,78.93040675292968,0.0,0.0
partial,0.0,none,paradox_fades,third_plus_nh_white,25,227252.81125296262,54.764830068072335,0.0,0.0
partial,0.0,none,paradox_fades,all_native,0,261274.30658877167,78.93040675292968,-123921.37805994556,-1570.00810153998
partial,0.0,none,paradox_fades,all_native,25,163136.4754737239,54.764830068072335,-64116.335779238725,-1170.7575043973027
partial,0.0,none,paradox_fades,mexican_observed_total,0,-119063.06651835685,81.81386755859376,-504258.7511670741,-6388.650102178238
partial,0.0,none,paradox_fades,mexican_observed_total,25,-106637.71291209049,57.76235330662396,-333890.5241650531,-6096.805627809477
partial,0.0,none,mortality_65plus,mexico_born,0,-172215.013923144,80.86920579656656,-557410.6985718613,-7062.052781720546
partial,0.0,none,mortality_65plus,mexico_born,25,-128141.62767152952,56.72740525006046,-355394.43892449216,-6489.464835054526
partial,0.0,none,mortality_65plus,mexican_second_gen,0,-133321.31829910536,80.86920579656656,-518517.00294782256,-6569.293435556464
partial,0.0,none,mortality_65plus,mexican_second_gen,25,-80296.8958481288,56.72740525006046,-307549.7071010914,-5615.825096486359
partial,0.0,none,mortality_65plus,mexican_third_plus_selfid,0,-12513.56561142713,80.86920579656656,-397709.25026014436,-5038.733063989721
partial,0.0,none,mortality_65plus,mexican_third_plus_selfid,25,-42803.06807427042,56.72740525006046,-270055.87932723307,-4931.191770184539
partial,0.0,none,mortality_65plus,third_plus_nh_white,0,385195.68464871723,78.93040675292968,0.0,0.0
partial,0.0,none,mortality_65plus,third_plus_nh_white,25,227252.81125296262,54.764830068072335,0.0,0.0
partial,0.0,none,mortality_65plus,all_native,0,261274.30658877167,78.93040675292968,-123921.37805994556,-1570.00810153998
partial,0.0,none,mortality_65plus,all_native,25,163136.4754737239,54.764830068072335,-64116.335779238725,-1170.7575043973027
partial,0.0,none,mortality_65plus,mexican_observed_total,0,-109284.51643857596,80.86920579656656,-494480.2010872932,-6264.761850716542
partial,0.0,none,mortality_65plus,mexican_observed_total,25,-96619.09017343115,56.72740525006046,-323871.9014263938,-5913.866637106754
