account,rate,timing,survival,group,start_age,lifetime,person_years,gap_vs_white,gap_per_year,gap_change_vs_repo
partial,0.0,cash_to_accrual,fenelon_mexican,mexican_observed_total,0,-206816.46113460863,79.7575924103368,-513317.9987089229,-6503.425230224978,-26349.020843657432
partial,0.0,cash_to_accrual,fenelon_mexican,mexican_observed_total,25,-172629.3733132178,55.602150387918876,-346208.52991620003,-6321.731108922734,-34974.67035847786
partial,0.03,none,terminal83,mexico_born,0,-27370.502953795843,31.38058577229341,-257872.89571052312,-8217.593437602576,0.0
partial,0.03,none,terminal83,mexico_born,25,28423.310650769035,28.150935658187652,-225142.0570751179,-7997.675807611592,0.0
partial,0.03,none,terminal83,mexican_second_gen,0,-12409.58628166356,31.38058577229341,-242911.97903839085,-7740.836350252678,0.0
partial,0.03,none,terminal83,mexican_second_gen,25,72298.86658088514,28.150935658187652,-181266.5011450018,-6439.0932985661075,0.0
partial,0.03,none,terminal83,mexican_third_plus_selfid,0,69113.2019172114,31.38058577229341,-161389.19083951588,-5142.962977511078,0.0
partial,0.03,none,terminal83,mexican_third_plus_selfid,25,112799.12167653788,28.150935658187652,-140766.24604934905,-5000.410919144971,0.0
partial,0.03,none,terminal83,mexican_observed_total,0,12890.059526206089,31.38058577229341,-217612.3332305212,-6934.616670624924,0.0
partial,0.03,none,terminal83,mexican_observed_total,25,61721.16134670803,28.150935658187652,-191844.2063791789,-6814.842984566353,0.0
partial,0.03,none,common_white,mexico_born,0,-24958.853381920522,30.448598719809517,-252158.11713481523,-8281.435853754543,5714.778575707896
partial,0.03,none,common_white,mexico_born,25,33488.181199754734,26.765846735420713,-217817.63159556364,-8137.894300474852,7324.425479554251
partial,0.03,none,common_white,mexican_second_gen,0,-10497.160194227055,30.448598719809517,-237696.42394712177,-7806.4815440087605,5215.5550912690815
partial,0.03,none,common_white,mexican_second_gen,25,76760.74950652297,26.765846735420713,-174545.0632887954,-6521.185935724961,6721.437856206379
partial,0.03,none,common_white,mexican_third_plus_selfid,0,70351.60001679385,30.448598719809517,-156847.66373610086,-5151.227653509635,4541.527103415021
partial,0.03,none,common_white,mexican_third_plus_selfid,25,117144.13538420886,26.765846735420713,-134161.6774111095,-5012.420445252195,6604.568638239551
partial,0.03,none,common_white,mexican_observed_total,0,14859.417256306962,30.448598719809517,-212339.84649658774,-6973.71489737693,5272.486733933474
partial,0.03,none,common_white,mexican_observed_total,25,66561.01445102267,26.765846735420713,-184744.7983442957,-6902.258694465764,7099.408034883207
partial,0.03,none,group_specific,mexico_born,0,-28068.367181835467,30.710301514419616,-255267.63093473017,-8383.559233176005,2605.2647757929517
partial,0.03,none,group_specific,mexico_born,25,26891.579520105777,27.37146360409304,-224414.23327521258,-8384.350231604401,727.823799905309
partial,0.03,none,group_specific,mexican_second_gen,0,-14099.402604719202,30.710301514419616,-241298.66635761393,-7924.787231690492,1613.3126807769295
partial,0.03,none,group_specific,mexican_second_gen,25,69160.32651760029,27.37146360409304,-182145.4862777181,-6805.145679799287,-878.9851327163051
partial,0.03,none,group_specific,mexican_third_plus_selfid,0,66426.42336259068,30.710301514419616,-160772.84039030405,-5280.139223146155,616.3504492118373
partial,0.03,none,group_specific,mexican_third_plus_selfid,25,108972.10349857916,27.37146360409304,-142333.7092967392,-5317.736094945997,-1567.4632473901438
partial,0.03,none,group_specific,mexican_observed_total,0,11377.23516986343,30.710301514419616,-215822.02858303126,-7088.077535818417,1790.3046474899456
partial,0.03,none,group_specific,mexican_observed_total,25,59236.5869030418,27.37146360409304,-192069.22589227656,-7175.906960496072,-225.0195130976499
partial,0.03,none,paradox_fades,mexico_born,0,-28068.367181835467,30.710301514419616,-255267.63093473017,-8383.559233176005,2605.2647757929517
partial,0.03,none,paradox_fades,mexico_born,25,26891.579520105777,27.37146360409304,-224414.23327521258,-8384.350231604401,727.823799905309
partial,0.03,none,paradox_fades,mexican_second_gen,0,-10497.160194227055,30.448598719809517,-237696.42394712177,-7806.4815440087605,5215.5550912690815
partial,0.03,none,paradox_fades,mexican_second_gen,25,76760.74950652297,26.765846735420713,-174545.0632887954,-6521.185935724961,6721.437856206379
partial,0.03,none,paradox_fades,mexican_third_plus_selfid,0,70351.60001679385,30.448598719809517,-156847.66373610086,-5151.227653509635,4541.527103415021
partial,0.03,none,paradox_fades,mexican_third_plus_selfid,25,117144.13538420886,26.765846735420713,-134161.6774111095,-5012.420445252195,6604.568638239551
partial,0.03,none,paradox_fades,mexican_observed_total,0,11377.23516986343,30.710301514419616,-215822.02858303126,-7088.077535818417,1790.3046474899456
partial,0.03,none,paradox_fades,mexican_observed_total,25,59236.5869030418,27.37146360409304,-192069.22589227656,-7175.906960496072,-225.0195130976499
partial,0.03,none,mortality_65plus,mexico_born,0,-27209.94583994924,30.603007844700986,-254409.20959284395,-8355.366758711565,3463.6861176791717
partial,0.03,none,mortality_65plus,mexico_born,25,28717.092876713323,27.093109869421813,-222588.71991860506,-8316.14714523644,2553.3371565128327
partial,0.03,none,mortality_65plus,mexican_second_gen,0,-13189.610913443945,30.603007844700986,-240388.87466633864,-7894.907640197719,2523.104372052214
partial,0.03,none,mortality_65plus,mexican_second_gen,25,71054.22237521657,27.093109869421813,-180251.5904201018,-6734.387751745025,1014.9107248999935
partial,0.03,none,mortality_65plus,mexican_third_plus_selfid,0,67472.12788269881,30.603007844700986,-159727.1358701959,-5245.795950743678,1662.0549693199864
partial,0.03,none,mortality_65plus,mexican_third_plus_selfid,25,111041.2248500345,27.093109869421813,-140264.58794528386,-5240.431559359713,501.6581040651945
partial,0.03,none,mortality_65plus,mexican_observed_total,0,12322.497581890239,30.603007844700986,-214876.76617100448,-7057.033006619384,2735.567059516732
partial,0.03,none,mortality_65plus,mexican_observed_total,25,61184.12831205751,27.093109869421813,-190121.68448326085,-7103.144778590636,1722.5218959180638
partial,0.03,none,fenelon_mexican,mexico_born,0,-26429.80691100635,30.446645391872856,-253629.07066390105,-8329.74525356048,4243.825046622078
partial,0.03,none,fenelon_mexican,mexico_born,25,30370.560266363424,26.761700686365696,-220935.25252895494,-8254.371875954113,4206.804546162952
partial,0.03,none,fenelon_mexican,mexican_second_gen,0,-11244.340197583935,30.441692293100328,-238443.60395047863,-7831.020604417828,4468.3750879122235
partial,0.03,none,fenelon_mexican,mexican_second_gen,25,75177.12842973918,26.751202819693386,-176128.6843655792,-6580.351673780544,5137.816779422603
partial,0.03,none,fenelon_mexican,mexican_third_plus_selfid,0,69543.99306938147,30.441692293100328,-157655.27068351326,-5177.751269747087,3733.9201560026268
partial,0.03,none,fenelon_mexican,mexican_third_plus_selfid,25,115432.42893467697,26.751202819693386,-135873.3838606414,-5076.371586662069,4892.862188707659
partial,0.03,none,fenelon_mexican,mexican_observed_total,0,13107.772405584808,30.446645391872856,-214091.4913473099,-7031.242827211761,3520.8418832113093
partial,0.03,none,fenelon_mexican,mexican_observed_total,25,62848.47382383546,26.761700686365696,-188457.3389714829,-7040.963091299741,3386.8674076960015
partial,0.03,accrual_only,terminal83,mexico_born,0,-132436.6930167172,31.38058577229341,-232300.7303861542,-7402.689423065438,25572.16532436892
partial,0.03,accrual_only,terminal83,mexico_born,25,-157728.22128746822,28.150935658187652,-171225.43167857948,-6082.406416526296,53916.62539653841
partial,0.03,accrual_only,terminal83,mexican_second_gen,0,-122559.01078714554,31.38058577229341,-222423.04815658252,-7087.91893722279,20488.930881808337
partial,0.03,accrual_only,terminal83,mexican_second_gen,25,-129086.83533883595,28.150935658187652,-142584.04572994722,-5064.984249945414,38682.455415054574
partial,0.03,accrual_only,terminal83,mexican_third_plus_selfid,0,-43487.04084878874,31.38058577229341,-143351.07821822574,-4568.145389586496,18038.112621290144
partial,0.03,accrual_only,terminal83,mexican_third_plus_selfid,25,-93990.52906855573,28.150935658187652,-107487.739459667,-3818.2652528781714,33278.506589682045
partial,0.03,accrual_only,terminal83,mexican_observed_total,0,-95007.49089477934,31.38058577229341,-194871.52826421632,-6209.93915404449,22740.804966304888
partial,0.03,accrual_only,terminal83,mexican_observed_total,25,-134835.91199571252,28.150935658187652,-148333.1223868238,-5269.20753853101,43511.083992355125
partial,0.03,accrual_only,common_white,mexico_born,0,-125212.37399322471,30.448598719809517,-227797.82082521508,-7481.389305347979,30075.074885308044
partial,0.03,accrual_only,common_white,mexico_born,25,-145045.22446200304,26.765846735420713,-165793.33599212172,-6194.212259786958,59348.72108299617
partial,0.03,accrual_only,common_white,mexican_second_gen,0,-115742.44641571346,30.448598719809517,-218327.89324770385,-7170.375729168192,24584.085790687008
partial,0.03,accrual_only,common_white,mexican_second_gen,25,-116980.45355291665,26.765846735420713,-137728.56508303533,-5145.683095493914,43537.936061966466
partial,0.03,accrual_only,common_white,mexican_third_plus_selfid,0,-37122.210590402785,30.448598719809517,-139707.65742239315,-4588.311557717135,21681.53341712273
partial,0.03,accrual_only,common_white,mexican_third_plus_selfid,25,-81590.90347947943,26.765846735420713,-102339.01500959811,-3823.4925284155975,38427.23103975094
partial,0.03,accrual_only,common_white,mexican_observed_total,0,-88108.62053760212,30.448598719809517,-190694.0673695925,-6262.8191571104735,26918.265860928717
partial,0.03,accrual_only,common_white,mexican_observed_total,25,-122237.21515245292,26.765846735420713,-142985.32668257158,-5342.08120131508,48858.87969660733
partial,0.03,accrual_only,group_specific,mexico_born,0,-128921.73534289215,30.710301514419616,-231507.18217488253,-7603.213018281414,26365.713535640592
partial,0.03,accrual_only,group_specific,mexico_born,25,-153137.920630113,27.37146360409304,-173886.03216023167,-6496.563844181277,51256.02491488622
partial,0.03,accrual_only,group_specific,mexican_second_gen,0,-119929.68013877845,30.710301514419616,-222515.12697076885,-7307.893838346097,20396.852067622007
partial,0.03,accrual_only,group_specific,mexican_second_gen,25,-126060.67014396895,27.37146360409304,-146808.78167408763,-5484.929474687887,34457.71947091416
partial,0.03,accrual_only,group_specific,mexican_third_plus_selfid,0,-41672.81065282934,30.710301514419616,-144258.25748481974,-4737.763429190813,17130.933354696142
partial,0.03,accrual_only,group_specific,mexican_third_plus_selfid,25,-91333.758475612,27.37146360409304,-112081.87000573069,-4187.495770772931,28684.376043618366
partial,0.03,accrual_only,group_specific,mexican_observed_total,0,-92195.26997616544,30.710301514419616,-194780.71680815582,-6397.03385369369,22831.61642236539
partial,0.03,accrual_only,group_specific,mexican_observed_total,25,-131077.15157103576,27.37146360409304,-151825.26310115444,-5672.350462211821,40018.94327802447
partial,0.03,accrual_only,paradox_fades,mexico_born,0,-128921.73534289215,30.710301514419616,-231507.18217488253,-7603.213018281414,26365.713535640592
partial,0.03,accrual_only,paradox_fades,mexico_born,25,-153137.920630113,27.37146360409304,-173886.03216023167,-6496.563844181277,51256.02491488622
