group,n_unweighted,employed_pct,self_employed_unincorporated_pct_of_employed,self_employed_incorporated_pct_of_employed,self_employment_income_share_of_earnings_pct
third_plus_nh_white,36287,80.67607196398274,5.996856284014045,4.430344359089778,4.2279187155274345
all_native,55652,80.06614502834712,5.514261062554708,3.9155825684042673,3.8733937620284378
all_second_gen,6871,83.08626261587325,4.787250068905186,3.5358926467204546,3.2207713281624057
mexican_second_gen,2452,81.39770378264143,4.7089966326660475,2.1426341478332107,3.5381477713884433
mexican_third_plus_selfid,2477,80.71658913475116,4.527730145279281,1.8796791344284505,3.3814183588827844
mexico_born,4318,76.74113110257919,8.476198811199458,3.388783190861418,6.995624308013084
mexico_born_noncitizen,2902,76.06600374024603,8.315053399053575,3.243744288499601,6.592911790087307
