outcome,outcome_label,taxonomy,period,origin,g1_adjusted_gap,se_g1_adjusted_gap,g2_adjusted_gap,se_g2_adjusted_gap,closing_ratio_adjusted,se_closing_ratio_adjusted,p025_closing_ratio_adjusted,p975_closing_ratio_adjusted,g1_raw_gap,g2_raw_gap,closing_ratio_raw,se_closing_ratio_raw,n_obs_g1,n_obs_g2
employed,employed (EMPSTAT 10 or 12),region_gen_union,1994-2004,Central America,-0.06076183656270028,0.004552286206296357,-0.027486477575018382,0.010900414791731783,0.547635833116153,0.1816288298062099,0.22601620658598215,0.8657576608886668,-0.036120630714791324,-0.009482134669989262,0.7374870127584359,0.3229889688846074,11373.0,1674.0
employed,employed (EMPSTAT 10 or 12),region_gen_union,2005-2014,Central America,-0.0341672051112013,0.004376451303372503,-0.00025260635715692085,0.011950029102322894,0.9926067597178411,0.36511468282042886,0.3014215175998554,1.7001506219966631,-0.006334387068988256,0.02573859731736594,5.063312998881353,50.75627978426223,15993.0,1726.0
employed,employed (EMPSTAT 10 or 12),region_gen_union,2015-2025,Central America,-0.046712285511205494,0.003920545128362222,-0.02453104604058161,0.008479471229588883,0.4748480882037548,0.18535968897057334,0.12672623621125714,0.8290753675421785,-0.0175053129951086,0.016968155464509804,1.9693146000446327,0.5836104341489813,17502.0,3362.0
employed,employed (EMPSTAT 10 or 12),region_gen_union,all,Central America,-0.04680140210122334,0.0025087068640292347,-0.021196517869820287,0.005916084287701609,0.5470965202286914,0.1267226062167264,0.2719284859655485,0.8156339188450571,-0.020243200885593282,0.012035818394421915,1.5945610312540834,0.30161043771901425,44868.0,6762.0
employed,employed (EMPSTAT 10 or 12),region_gen_union,1994-2004,Europe,-0.03134419955577445,0.0038125263054050586,0.006089907857075135,0.0030215006895176443,1.1942913822456573,0.1022602927113607,1.0038298514678188,1.3922974815899896,-0.044148492070949175,-0.03248154777355139,0.2642659748978138,0.10556175192262858,18681.0,24547.0
employed,employed (EMPSTAT 10 or 12),region_gen_union,2005-2014,Europe,-0.012399337539827906,0.00395115549878368,0.019831532078686865,0.00385435707183315,2.599402549933495,1.317657952590308,1.7655086681047873,4.512332138553324,-0.013967666862100603,0.012672576374599731,1.9072793974622257,0.48607746341324015,18966.0,19427.0
employed,employed (EMPSTAT 10 or 12),region_gen_union,2015-2025,Europe,0.006330484551716534,0.004078499788107823,0.028237180045417233,0.003939014249050226,-3.4605084831556248,37.52805886853848,-25.320249541896782,16.325565102541635,0.010728249272975554,0.027498823194338273,-1.5632162801816856,6.065326429908137,15925.0,14029.0
employed,employed (EMPSTAT 10 or 12),region_gen_union,all,Europe,-0.01213901497583233,0.0022282655371850526,0.017129301279532536,0.002161512277153687,2.4110948304813373,0.3361617817434003,1.8933096048733162,3.2856562277980292,-0.015367740812349706,0.00024199242473188498,1.0157467794184436,0.15634864078493668,53572.0,58003.0
employed,employed (EMPSTAT 10 or 12),region_gen_union,1994-2004,Mexico,-0.13243171309689897,0.0025135445398155646,-0.050990427547410906,0.004612483220136323,0.6149681495843695,0.035109776277602936,0.5469823396202281,0.6851745526714904,-0.10374485193790983,-0.04968237692245647,0.5211099539455621,0.046975106463480236,42104.0,10582.0
employed,employed (EMPSTAT 10 or 12),region_gen_union,2005-2014,Mexico,-0.10325907548312366,0.0021941029863868007,-0.032501694702110624,0.00410843077877385,0.6852412773400959,0.03885633582171343,0.6198544765139211,0.7642649089662499,-0.07276588528839623,-0.013849536304110122,0.8096699263780047,0.055407128085048996,60678.0,15611.0
