outcome,taxonomy,group,mean_1994-2004,se_mean_1994-2004,gap_1994-2004,se_gap_1994-2004,mean_2005-2014,se_mean_2005-2014,gap_2005-2014,se_gap_2005-2014,mean_2015-2025,se_mean_2015-2025,gap_2015-2025,se_gap_2015-2025,change_mean_first_to_last,change_gap_first_to_last,se_change_mean,se_change_gap
employed,region_gen_union,Asia|1st_foreign_born,0.7327409455301473,0.0028403293276116418,-0.06079824153759073,0.0028813502918998662,0.7292204209430025,0.0023098261531641524,-0.032480213617379794,0.002379725107085691,0.7410126414296839,0.0020576006424150267,-0.03469188570003996,0.002132656356389727,0.00827169589953658,0.02610635583755077,0.0035217775064710893,0.003463340205656809
employed,region_gen_union,Asia|2nd_gen_all,0.7965111153834233,0.007318611240890538,-0.001248126181528677,0.0073503146075373504,0.7670704116470355,0.004784114788657096,-0.007428322189045087,0.004848015498708787,0.8159523165960506,0.004042646463914307,0.013926407473194099,0.00402110509052948,0.019441201212627268,0.015174533654722776,0.0077582014872327925,0.007959400929612469
employed,region_gen_union,Africa|1st_foreign_born,0.7733316220579521,0.010080631425361213,-0.05058425839434418,0.00980511406978187,0.7391232521313356,0.006367659243524914,-0.03829280248044277,0.006313806592886238,0.7716918027191304,0.005209236535639436,-0.018406851848723736,0.005477028318221604,-0.0016398193388217353,0.03217740654562044,0.010640430637685815,0.010464887239149302
employed,region_gen_union,Africa|2nd_gen_all,0.8571865705097839,0.025332644396169366,0.07372960869922555,0.024005456398971656,0.7705120802957462,0.01610084298644315,-0.002570555899673885,0.016007165070670768,0.7889517817326565,0.012874003683877743,-0.014827206835827847,0.012547078748438531,-0.06823478877712741,-0.0885568155350534,0.028890313913156832,0.027121689392097647
employed,region_gen_union,Canada|1st_foreign_born,0.7598725236036128,0.009068456510325269,-0.011298636292599298,0.008476463921719505,0.7584511473778566,0.009478469348562484,0.0033522478904844852,0.009319402769384717,0.7696060732596423,0.008963047350170368,0.006630167449641463,0.008703172941525528,0.009733549656029461,0.017928803742240762,0.012730181702642784,0.012202492816029718
employed,region_gen_union,Canada|2nd_gen_all,0.7786243549513041,0.006175046186398842,0.017184834628601316,0.005761184900224108,0.7416658790373027,0.00848965817253502,0.0059214877826055815,0.008295581753152011,0.7618569529615994,0.010232304875275615,0.009277973808262563,0.009952519461317831,-0.016767401989704722,-0.007906860820338753,0.011259961725387641,0.010988875997422482
employed,region_gen_union,Other|1st_foreign_born,0.7414522252295163,0.01699090654562221,-0.05666920845377566,0.017072197888148243,0.7264963515513997,0.014307974207418583,-0.040526975443890806,0.01358118993615075,0.7191000129169267,0.013419610414503106,-0.06344994908972887,0.01339003416493157,-0.022352212312589548,-0.006780740635953207,0.02205030763981874,0.021931574003108068
employed,region_gen_union,Other|2nd_gen_all,0.8186527414549918,0.02552109667596444,0.03231974495590789,0.025536258515747493,0.7497480495787545,0.02292810865140212,-0.02247741809472306,0.0225832022944345,0.7619828070483902,0.02010501245917575,-0.03746937914507108,0.020689875591447873,-0.05666993440660162,-0.06978912410097897,0.03261390421518668,0.03365793134657509
employed,region_gen_union,US outlying|1st_foreign_born,0.6093032250408115,0.006637816051823356,-0.16447631987769343,0.0064316997812492276,0.5958624423623873,0.007544597781113714,-0.15288727976477243,0.00742444671534913,0.6451828707935271,0.007467859607165196,-0.12638766084885455,0.007161905651647279,0.03587964575271563,0.03808865902883887,0.009961878876294203,0.009710897126570054
employed,region_gen_union,US outlying|2nd_gen_all,0.7008621712004108,0.00743618959159714,-0.10637083481478998,0.007238161285402946,0.6900598634878675,0.006835697604042575,-0.08849017901073537,0.0068738261048887795,0.7015986763926035,0.007448088373212399,-0.07341680555320076,0.007393321030765292,0.0007365051921927046,0.03295402926158922,0.010016095343144885,0.009752512134615374
employed,region_gen_union,3rd+_NH_white,0.7847643329031907,0.0006290357255364992,0.0,0.0,0.7533484633266615,0.0007537882738798737,0.0,0.0,0.7656791617565033,0.0007966108290117498,0.0,0.0,-0.019085171146687396,0.0,0.0009802354292819814,0.0
employed,region_gen_union,3rd+_Mexican_selfid,0.7444124447747554,0.003680553363624425,-0.05592227000192181,0.003790869208694469,0.7097102229436907,0.003374144072308146,-0.05752844819538487,0.003476504154779097,0.7361113619698652,0.0032938456125313617,-0.04897506309110528,0.003368812944885094,-0.00830108280489028,0.006947206910816531,0.004976699755241944,0.005077693088634049
employed,region_gen_union,3rd+_other,0.695054705348572,0.0018451436091218426,-0.09083508047555106,0.0018378614103252938,0.6555956412317621,0.0016795985241310157,-0.1011284191436263,0.001762392302527158,0.6856611717246773,0.0016397392518148549,-0.08579868655152847,0.0017697529717233,-0.009393533623894723,0.005036393924022581,0.0023525913757363004,0.0024432330497395315
employed,region_gen_detail,Mexico|1st_foreign_born,0.6810194809652809,0.0024360080161702877,-0.1324430552652945,0.002512941894463824,0.6805825780382653,0.002094286920102845,-0.10328124406684171,0.002193614266804747,0.7094382656925429,0.002132517622358726,-0.0784158155691261,0.0021354743249781065,0.028418784727262003,0.05402723969616842,0.003016201955204416,0.003145273394129468
employed,region_gen_detail,Mexico|2nd_father_foreign,0.7083824492016078,0.00914838712898996,-0.06990036057766287,0.008926654122441827,0.7265029671342513,0.008567401830144726,-0.031825600990731284,0.00868105867458997,0.7411037970811478,0.00896134528330656,-0.04972499608259957,0.008973118768434365,0.032721347879540064,0.020175364495063304,0.013197593043110122,0.01303199120574924
employed,region_gen_detail,Mexico|2nd_mother_foreign,0.7648849656562096,0.010824821344215295,-0.03660957881558239,0.010309512395477706,0.7335696881939759,0.010996183028021226,-0.03579838266260999,0.011001211535573761,0.7314150417044151,0.0096349357739348,-0.058363779012430485,0.009596515803347954,-0.03346992395179449,-0.021754200196848095,0.014114899237618316,0.013588838977314976
employed,region_gen_detail,Mexico|2nd_both_foreign,0.7378859887837638,0.0068157660430843686,-0.046415920763536234,0.006759373489027301,0.7452859151397955,0.004909580902049893,-0.031999187349567686,0.004997977894494883,0.7701817767271028,0.0038792522015150006,-0.03345995173510227,0.004047737098544384,0.03229578794333898,0.012955969028433961,0.007829738212167488,0.00789692379630586
employed,region_gen_detail,Central America|1st_foreign_born,0.7486437021883994,0.004604088320388511,-0.0607709473419931,0.004552620592035332,0.7470140762576732,0.004340425480348977,-0.03418955150234288,0.0043752447442393485,0.7481738487613947,0.003899924617377899,-0.04670907432464334,0.003920734035492413,-0.0004698534270046739,0.014061873017349756,0.005985835363076207,0.0060452063182313736
employed,region_gen_detail,Central America|2nd_father_foreign,0.7722306151389756,0.02095046972859516,-0.02656114979527633,0.02007666577343418,0.7651878437835103,0.027128271819566757,-0.014342695336325486,0.027526992970179874,0.7611017716880689,0.023493708098826557,-0.044479694063890546,0.023110095368974713,-0.0111288434509067,-0.017918544268614216,0.032599921432781925,0.03203098405769359
employed,region_gen_detail,Central America|2nd_mother_foreign,0.7770077843628732,0.018867897463684998,-0.01902374095316672,0.017696719268836317,0.7832537147609974,0.025606843946610287,0.0059093090733230574,0.024720054980884476,0.7788370287263365,0.023345060375007037,-0.023293752989950987,0.02349261456581718,0.0018292443634633226,-0.004270012036784267,0.029863884973378826,0.029294782221125318
employed,region_gen_detail,Central America|2nd_both_foreign,0.7762629902800928,0.022414160034560825,-0.043516478505407984,0.02272260367369967,0.7816754277308289,0.015366735510477536,0.001743007366098933,0.01576606384264977,0.7870866753024941,0.009843456098198634,-0.02136756671682125,0.00980451598295667,0.010823685022401275,0.022148911788586734,0.025034610706329615,0.02501906415334964
employed,region_gen_detail,Caribbean|1st_foreign_born,0.7090922120819729,0.004662357038527781,-0.07027580858019378,0.004623840417693419,0.7190525120874561,0.004137937896669458,-0.03654688538565218,0.004252500428055055,0.7473368798588294,0.004325459950691866,-0.021741981787196833,0.004430741049441456,0.03824466777685642,0.04853382679299695,0.006498965713680712,0.006382970423442363
employed,region_gen_detail,Caribbean|2nd_father_foreign,0.7674175552975218,0.026155465484627497,-0.030495114329657347,0.02622244457199088,0.753945820384064,0.02211974239742328,-0.020506153455627018,0.02234565140307201,0.7948320310215709,0.015225396914585507,-0.00023820227686702594,0.01525135008995288,0.027414475724049092,0.03025691205279032,0.03039537831704986,0.030406955074026288
employed,region_gen_detail,Caribbean|2nd_mother_foreign,0.7962799456860253,0.02569729180773137,-0.02160189729006971,0.02556916754708167,0.7392404635464888,0.025382359055602474,-0.03171430830526495,0.0255990746093582,0.7989760484434388,0.019313287091106596,0.0033071124719910483,0.018922375467269235,0.002696102757413499,0.024909009762060758,0.03358042757268904,0.03311039698722762
employed,region_gen_detail,Caribbean|2nd_both_foreign,0.7826997574478316,0.012399448123283339,-0.03640786853423914,0.01270648921178984,0.7453701971814504,0.010249062481807767,-0.03913116559818645,0.010353009352525382,0.7753297937935518,0.00856073216852574,-0.028258417921689438,0.008871408938972907,-0.007369963654279776,0.008149450612549704,0.014358299391396843,0.015030613374236976
employed,region_gen_detail,South America|1st_foreign_born,0.7536796116270976,0.0051157715884941135,-0.040607191564009784,0.00517618948120461,0.7614632578141025,0.004543228176766408,-0.008320228563961423,0.004597380535138047,0.7706858091930934,0.004366238626476628,-0.00747941909082765,0.004548696336078355,0.01700619756599575,0.03312777247318213,0.006391590124833702,0.006525465176367737
employed,region_gen_detail,South America|2nd_father_foreign,0.7998451904750337,0.028724427672643115,0.0024523914202690786,0.026549545202728467,0.7986726078320712,0.02501455097151931,0.03457069517438164,0.024757294904889662,0.8196918076380302,0.020795175359126124,0.019081501736290946,0.020372430515116346,0.019846617162996516,0.016629110316021867,0.03669948006540486,0.03439649311159455
employed,region_gen_detail,South America|2nd_mother_foreign,0.8190061128773541,0.030934055317717663,0.015832964973669792,0.030720442259557626,0.8070515097939631,0.019552436767296733,0.0272075938476335,0.019357907529896023,0.8128980414866789,0.01897097477942575,0.015507660560828694,0.018898868187049576,-0.006108071390675263,-0.00032530441284109833,0.035744327658216564,0.03567292195758278
employed,region_gen_detail,South America|2nd_both_foreign,0.8245139905157176,0.017853361453644054,0.015006184806554277,0.0180148125187519,0.7721368257229385,0.015609971669363697,-0.01687241428276589,0.015901120356389936,0.8220619978087043,0.010885527791532118,0.013944714388866953,0.010825952896131202,-0.0024519927070133507,-0.001061470417687324,0.020884953738799037,0.02074201319580884
employed,region_gen_detail,Europe|1st_foreign_born,0.7406158408322415,0.004029068859483533,-0.03134443571476961,0.0038120894612680254,0.7393807964645609,0.003937440359653585,-0.012398913779938358,0.003951215114747841,0.7764074110294789,0.0040661654198147525,0.00632869539350297,0.004078717754043288,0.03579157019723733,0.03767313110827258,0.005864600815929926,0.005634586235563909
employed,region_gen_detail,Europe|2nd_father_foreign,0.7378270152969285,0.005448999608012443,0.003388218775751725,0.005004317729000875,0.7650459469878306,0.006045907660850557,0.03520447448623673,0.006029129435013385,0.8013363791343416,0.0069137739475259846,0.036121663733890516,0.006860901663634552,0.06350936383741312,0.03273344495813879,0.00829146742104849,0.008265496960425278
employed,region_gen_detail,Europe|2nd_mother_foreign,0.7892754433458034,0.005555289807994928,0.012369184812418166,0.005372573000419326,0.7726807101385641,0.006433356405860473,0.018441216133683932,0.006139520821851758,0.7811767324881058,0.007368306262759794,0.016939106318181914,0.0072350859361812,-0.008098710857697533,0.004569921505763748,0.009444578159252587,0.009278359477167562
employed,region_gen_detail,Europe|2nd_both_foreign,0.7361198489379651,0.005792762470609881,0.003579132366069148,0.0054582321726379555,0.7598718914397529,0.006927635846934381,0.004876732728371577,0.006753454662310344,0.7981040046377934,0.00673492161939333,0.03267008318904338,0.006497645826604696,0.06198415569982829,0.02909095082297423,0.00902163967912259,0.008923419706012056
employed,region_gen_detail,Asia|1st_foreign_born,0.7327409455301473,0.0028403293276116418,-0.060798713214566334,0.0028810633088607,0.7292204209430025,0.0023098261531641524,-0.03248936458462599,0.0023797008597298604,0.7410126414296839,0.0020576006424150267,-0.03469063989429257,0.002132586604578254,0.00827169589953658,0.02610807332027376,0.0035217775064710893,0.0034625826027233713
employed,region_gen_detail,Asia|2nd_father_foreign,0.8019084335172971,0.012345587755584126,0.030424597919857018,0.012688159707740464,0.753183217002193,0.012654531542116758,-0.0018614268596519282,0.012376703722779393,0.820580528078668,0.011000974574842073,0.02922050225028126,0.01065407412859795,0.018672094561370867,-0.0012040956695757582,0.016171213925771137,0.01654708693407571
employed,region_gen_detail,Asia|2nd_mother_foreign,0.818885734948847,0.014112346120598088,0.00554659391895016,0.014551682657320195,0.7764598552742891,0.011553128936466034,-0.0011983595802399463,0.01146116069990965,0.8251201118374544,0.008970604798282976,0.024671674317412535,0.009000430379408729,0.006234376888607396,0.019125080398462377,0.016763171695743484,0.01732332023716202
employed,region_gen_detail,Asia|2nd_both_foreign,0.7838972990696862,0.010365282100253817,-0.018983537798638563,0.010245820367393198,0.767158107325608,0.006416631161016078,-0.010964539309462137,0.006454196425467977,0.8127741330640081,0.004702739979038562,0.008497900800383644,0.004656596274989279,0.02887683399432195,0.027481438599022207,0.010640984906813505,0.010626620434245414
employed,region_gen_detail,Africa|1st_foreign_born,0.7733316220579521,0.010080631425361213,-0.050590382509527174,0.009805604622125576,0.7391232521313356,0.006367659243524914,-0.03831266899962064,0.006313301692165353,0.7716918027191304,0.005209236535639436,-0.018402376763657732,0.005476710821641282,-0.0016398193388217353,0.03218800574586944,0.010640430637685815,0.010464828886795351
employed,region_gen_detail,Canada|1st_foreign_born,0.7598725236036128,0.009068456510325269,-0.011298129152651402,0.008476267800360798,0.7584511473778566,0.009478469348562484,0.0033516177191970017,0.009319095537194773,0.7696060732596423,0.008963047350170368,0.006626641955875585,0.008703472986562388,0.009733549656029461,0.01792477110852699,0.012730181702642784,0.01220234426863929
employed,region_gen_detail,Canada|2nd_father_foreign,0.7864057675253235,0.011087271772851438,0.029588579150574345,0.010517395520311041,0.7195345376769922,0.013737126154814802,-0.007810969536647634,0.013838207584084007,0.7581719526694473,0.01735059567617787,0.005137166243400999,0.016985783739331215,-0.028233814855876282,-0.024451412907173346,0.018768933791595194,0.017805262757189876
employed,region_gen_detail,Canada|2nd_mother_foreign,0.7834992449539627,0.008575078669587588,0.014728466103521083,0.008250152640330598,0.7495900539713511,0.012547056948048392,0.011698987322346881,0.011926590929643655,0.7617189745874829,0.01286370635862424,0.005492024634330014,0.012817406749874896,-0.02178027036647978,-0.00923644146919107,0.014347573677555708,0.014286976189738112
employed,region_gen_detail,Canada|2nd_both_foreign,0.7517151856513546,0.01540951077654081,-0.0008248342782734694,0.014193146667071999,0.7681969680423438,0.020713292456646187,0.019917744817730332,0.020729896459321457,0.7714920979708921,0.025653344898742388,0.030125953691031132,0.024300862132487316,0.019776912319537487,0.030950787969304602,0.029756464556765595,0.028538581398803997
employed,region_gen_detail,Other|1st_foreign_born,0.7414522252295163,0.01699090654562221,-0.05667504938770438,0.017072610920455027,0.7264963515513997,0.014307974207418583,-0.040540158659090296,0.013581394136048636,0.7191000129169267,0.013419610414503106,-0.06344706479927444,0.013390307698520265,-0.022352212312589548,-0.006772015411570055,0.02205030763981874,0.021931416448697602
employed,region_gen_detail,Other|2nd_mother_foreign,0.8700768271823267,0.032069387551741095,0.07437210314049318,0.030785346579396813,0.776101834629444,0.03431807313163326,0.02554562414307243,0.034837747184311214,0.7112010698737451,0.045329886685546876,-0.0738690199053258,0.04600650779994135,-0.1588757573085816,-0.148241123045819,0.056568791077525715,0.05798360067969288
employed,region_gen_detail,US outlying|1st_foreign_born,0.6093032250408115,0.006637816051823356,-0.16447279896021302,0.006431820402392002,0.5958624423623873,0.007544597781113714,-0.15288796297494095,0.007424600463405681,0.6451828707935271,0.007467859607165196,-0.12638767307786286,0.007161986356000254,0.03587964575271563,0.03808512588235016,0.009961878876294203,0.00971103170607863
employed,region_gen_detail,US outlying|2nd_father_foreign,0.7485842179906391,0.017941862151783085,-0.0488366300296183,0.0179968454462681,0.6707622684314971,0.02002532137825582,-0.10263294152963982,0.020221258811269717,0.7201576446740843,0.014994106577891545,-0.06916765056626814,0.01472990013518177,-0.02842657331655485,-0.02033102053664984,0.02207559349342909,0.02228144093735794
employed,region_gen_detail,US outlying|2nd_mother_foreign,0.7473074188190774,0.02402136483060508,-0.04225323417564601,0.0238431989406535,0.6914724277192849,0.02533400104340266,-0.09397543306694216,0.02466390147782931,0.7450337790178707,0.023588541469648935,-0.03656099067453693,0.023820320675831713,-0.0022736398012066505,0.005692243501109084,0.03294677452078445,0.03280864672202521
employed,region_gen_detail,US outlying|2nd_both_foreign,0.6839878454560022,0.008547714014821434,-0.12780455736738863,0.008313733083689375,0.6957007771812874,0.007737528112162053,-0.0833253959212265,0.0078411228686935,0.6870934164418253,0.009187164921114948,-0.08200262202739853,0.008984150482983476,0.0031055709858230918,0.04580193533999011,0.012133087983604619,0.011793542401961657
employed,region_gen_detail,3rd+_NH_white,0.7847643329031907,0.0006290357255364992,0.0,0.0,0.7533484633266615,0.0007537882738798737,0.0,0.0,0.7656791617565033,0.0007966108290117498,0.0,0.0,-0.019085171146687396,0.0,0.0009802354292819814,0.0
employed,region_gen_detail,3rd+_Mexican_selfid,0.7444124447747554,0.003680553363624425,-0.05592710533410762,0.0037917969719595914,0.7097102229436907,0.003374144072308146,-0.05754411160207124,0.0034766604865218388,0.7361113619698652,0.0032938456125313617,-0.048964033402975095,0.0033686165160450826,-0.00830108280489028,0.0069630719311325265,0.004976699755241944,0.005077956745520278
employed,region_gen_detail,3rd+_other,0.695054705348572,0.0018451436091218426,-0.09083560457252034,0.0018376675124468693,0.6555956412317621,0.0016795985241310157,-0.1011351938167555,0.001762047098924254,0.6856611717246773,0.0016397392518148549,-0.08579261235256959,0.00176971564804154,-0.009393533623894723,0.005042992219950748,0.0023525913757363004,0.002442942379755941
employed,region_gen_detail,Africa|2nd_father_foreign,,,,,0.7180957856278204,0.030367686909742366,-0.0389109228410426,0.028838292506012487,0.8075064352800043,0.02212128860735395,0.013301326799554975,0.021948271094399032,,,0.042726574705494,0.03444609483757866
employed,region_gen_detail,Africa|2nd_mother_foreign,,,,,0.8107050903632829,0.03189351206299244,0.04210432332356156,0.03242756806344838,0.7993216573860862,0.030055980796091005,0.020482582656260507,0.028325317992920936,,,0.06674582706547669,0.0648391650000611
employed,region_gen_detail,Africa|2nd_both_foreign,,,,,0.792273833699661,0.021994314619423187,0.005088054173249982,0.022163047458163,0.7768290696649589,0.0195087465334467,-0.03838795868563352,0.01918107517505484,,,0.04281343451281086,0.040685617596272615
employed,region_gen_detail,Other|2nd_father_foreign,,,,,0.7558155562673647,0.03441519096238721,-0.035448692416516686,0.03331528304713505,0.8615291158806041,0.03218568564952397,0.05296499115494107,0.03125184086933536,,,0.08375714871997117,0.08988916747587523
employed,region_gen_detail,Other|2nd_both_foreign,,,,,0.702489371721294,0.0484303053647801,-0.08376596585343425,0.04789036264651649,0.7416008352427199,0.0268082600783444,-0.06267734423686117,0.027956790515019054,,,0.06253864480127788,0.06638110665627767
employed,country_gen_union,Mexico|1st_foreign_born,0.6810194809652809,0.0024360080161702877,-0.13252297264603158,0.0025150156684111066,0.6805825780382653,0.002094286920102845,-0.103325683462501,0.002195692937540314,0.7094382656925429,0.002132517622358726,-0.07842343796694,0.0021369724606989863,0.028418784727262003,0.05409953467909158,0.003016201955204416,0.0031474884039066333
employed,country_gen_union,Mexico|2nd_gen_all,0.7350819559807342,0.004758754019232021,-0.051061117892527694,0.004612497633230507,0.7394989270225514,0.0039193779659849335,-0.03260600494108619,0.004105074968682818,0.7610110646958597,0.0034208802257421848,-0.039099381009097094,0.003576352679200196,0.025929108715125437,0.0119617368834306,0.006142728729570169,0.0061727786269015275
employed,country_gen_union,Canada|1st_foreign_born,0.7598725236036128,0.009068456510325269,-0.011288208547492542,0.008475123994863271,0.7584511473778566,0.009478469348562484,0.0033581556782760185,0.009320597321145263,0.7696060732596423,0.008963047350170368,0.0066377775237996635,0.008704677761537808,0.009733549656029461,0.017925986071292206,0.012730181702642784,0.012200785997242442
employed,country_gen_union,Canada|2nd_gen_all,0.7786243549513041,0.006175046186398842,0.01718152144319557,0.005763268800107238,0.7416658790373027,0.00848965817253502,0.005952487589325418,0.008295179785941893,0.7618569529615994,0.010232304875275615,0.009293175238529744,0.00995187258584922,-0.016767401989704722,-0.007888346204665825,0.011259961725387641,0.010990581883653582
employed,country_gen_union,Italy|1st_foreign_born,0.7094594797023893,0.011706227780576681,-0.04664471377413184,0.01095890922956571,0.6890392378296107,0.018285093575559682,-0.043568244961063506,0.017305967319861552,0.7494728003425886,0.018933801490929728,-2.9327933781280536e-06,0.017991813282546218,0.040013320640199246,0.04664178098075371,0.02286449486051117,0.02182137308721768
employed,country_gen_union,Italy|2nd_gen_all,0.7358591657467668,0.006692519298191611,-0.000357199838594974,0.006408396536231469,0.7351809084983881,0.009127087479884966,-0.009080972757653724,0.008979151041476716,0.788194445017292,0.010806352574323348,0.028802393131512224,0.010402549143015043,0.05233527927052517,0.029159592970107198,0.012869504111901716,0.012523147313184272
employed,country_gen_union,Germany|1st_foreign_born,0.7454413274796958,0.008840815691769165,-0.021872269237625825,0.008471343381094449,0.7369777775318931,0.008776295593044176,-0.01625407247896046,0.008702126216531152,0.7662384608728507,0.009066105011048837,0.002646499286225792,0.008861320444568986,0.02079713339315492,0.024518768523851618,0.012332599079129323,0.011826995700735315
employed,country_gen_union,Germany|2nd_gen_all,0.7733541510546104,0.007861752879885322,5.2792891028324744e-05,0.007639925253149729,0.7795268555269258,0.008330358227075655,0.017022606507074975,0.008489875560070078,0.7940365319271978,0.009148520369291204,0.025439930293212596,0.00878152954437525,0.020682380872587447,0.025387137402184273,0.01214335273877612,0.011397792304445884
employed,country_gen_union,Philippines|1st_foreign_born,0.8218277333801165,0.0061851210137363385,0.04520419489106183,0.006096210576269894,0.7871747062567694,0.004671040927701054,0.04211331475538248,0.004805969089600063,0.7937004827676625,0.005466430980806008,0.039523153047668284,0.005391229243958822,-0.028127250612454024,-0.005681041843393547,0.008044110919023465,0.007952918336185166
employed,country_gen_union,Philippines|2nd_gen_all,0.823598488131901,0.014343940210108017,0.02392160802288872,0.014485138655268969,0.7795288243544524,0.009884122143670564,0.007521056949494189,0.009997601121667494,0.8312510981873731,0.008059162791607921,0.030784439882910034,0.00802241268262962,0.007652610055472131,0.006862831860021314,0.015869648453671514,0.01617020642287157
employed,country_gen_union,England|1st_foreign_born,0.7752149151338296,0.009456198414009135,-0.006986523339013685,0.009719368282053751,0.7760071572161967,0.011097211193894799,0.020590049407095593,0.010613574292487882,0.7749627075743101,0.014543186740225623,0.015397711242932882,0.014192314134170436,-0.0002522075595194906,0.022384234581946567,0.017701599126870526,0.01770444596641786
employed,country_gen_union,England|2nd_gen_all,0.7900121547533788,0.010130107457676433,0.024018027558724554,0.009682366704976101,0.757873216947594,0.012995776249889755,0.00671036542838099,0.012708643468449602,0.7713048560172211,0.013414702335724109,0.0010154787324581397,0.013141990570717261,-0.01870729873615773,-0.023002548826266414,0.016991673056797427,0.016390406973896012
employed,country_gen_union,China|1st_foreign_born,0.7555092666473358,0.008387519625629555,-0.0268844975240991,0.008107778299580188,0.7532688598898164,0.006250240766315946,-0.006293111384273949,0.0062265248588045125,0.7337676692624391,0.005702376686413353,-0.04059204248397832,0.00581273491645773,-0.02174159738489667,-0.013707544959879216,0.01011119689902849,0.009968094008355044
employed,country_gen_union,China|2nd_gen_all,0.8116142648313189,0.015942409158667226,0.004252509197403136,0.016175626436384347,0.8060235704071472,0.012727715150026428,0.038632351411844276,0.012713386092897263,0.8234039123567868,0.01138763131142828,0.03197092581453788,0.011042100318071388,0.01178964752546785,0.027718416617134742,0.01980186189732585,0.019925729681346063
employed,country_gen_union,Cuba|1st_foreign_born,0.7052481765676316,0.007659338595691771,-0.05373432280504718,0.007235441615798396,0.7233881191615189,0.00712198436497862,-0.030319938464369756,0.007098562976464282,0.7516214362590945,0.007313720793690161,-0.02095375451249226,0.0070911477014321146,0.04637325969146289,0.03278056829255492,0.010817838517820406,0.010184964215203233
