outcome,outcome_label,taxonomy,period,group,n_obs,mean,se_mean
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,Caribbean|1st_foreign_born,13903.0,0.7689396333328841,0.004057531556531148
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,Caribbean|2nd_gen_all,2294.0,0.8415157439626226,0.009613264867671108
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,South America|1st_foreign_born,9768.0,0.7910615483689586,0.004846680747234174
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,South America|2nd_gen_all,1163.0,0.8546610354503037,0.012714317088860163
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,Europe|1st_foreign_born,18681.0,0.7742156593073353,0.0038152609741061235
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,Europe|2nd_gen_all,24547.0,0.7808946909413912,0.002980618383938535
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,Asia|1st_foreign_born,32945.0,0.7672417715981522,0.0028840392423095237
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,Asia|2nd_gen_all,4744.0,0.832782670991837,0.006482066162554019
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,Africa|1st_foreign_born,2640.0,0.8217038712135495,0.009198560840631144
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,Africa|2nd_gen_all,249.0,0.8987099727734568,0.022726414243914587
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,Canada|1st_foreign_born,3435.0,0.7883431560214883,0.008824099916053173
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,Canada|2nd_gen_all,6643.0,0.8089267806006502,0.0062257942111922536
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,Other|1st_foreign_born,879.0,0.7721923671901527,0.015844579452646043
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,Other|2nd_gen_all,266.0,0.8491131507761915,0.02206061656454418
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,US outlying|1st_foreign_born,8400.0,0.6599773971422042,0.006517735256392958
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,US outlying|2nd_gen_all,4718.0,0.7579816524414884,0.007120434098267349
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,3rd+_NH_white,585870.0,0.8141455989123204,0.0006176906738945317
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,3rd+_Mexican_selfid,20827.0,0.7872944687947571,0.003432764616197656
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,1994-2004,3rd+_other,113915.0,0.7510461346097808,0.00166855511098058
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,Mexico|1st_foreign_born,60678.0,0.7441219963127835,0.001856068539398188
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,Mexico|2nd_gen_all,15611.0,0.799820064040891,0.0037795330288926793
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,Central America|1st_foreign_born,15993.0,0.8106936928886449,0.0036534681540215594
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,Central America|2nd_gen_all,1726.0,0.8448014649327878,0.010489124625182313
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,Caribbean|1st_foreign_born,14929.0,0.7863423888167368,0.0038530656719647253
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,Caribbean|2nd_gen_all,3643.0,0.8080891288413719,0.008136396414007587
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,South America|1st_foreign_born,12624.0,0.8113216890740481,0.004145866493795779
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,South America|2nd_gen_all,1951.0,0.8485498810479511,0.010588067035718221
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,Europe|1st_foreign_born,18966.0,0.7804504609034898,0.0036470617561112782
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,Europe|2nd_gen_all,19427.0,0.8070832045125645,0.0035633479903752307
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,Asia|1st_foreign_born,51297.0,0.7683389654575152,0.0022222982959647637
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,Asia|2nd_gen_all,10195.0,0.8144746342235681,0.0042812538780774
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,Africa|1st_foreign_born,7417.0,0.8037040672695797,0.006112958021304838
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,Africa|2nd_gen_all,955.0,0.8345014832517732,0.015264152124213743
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,Canada|1st_foreign_born,3463.0,0.7901667003704259,0.009162755460883654
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,Canada|2nd_gen_all,5208.0,0.7760183374909524,0.00812915936905819
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,Other|1st_foreign_born,1678.0,0.7825969216046029,0.012489265505150489
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,Other|2nd_gen_all,594.0,0.8094483987032781,0.021127968496738807
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,US outlying|1st_foreign_born,7649.0,0.6603653021943071,0.007551257747448625
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,US outlying|2nd_gen_all,5354.0,0.7584466618110958,0.006443569151212228
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,3rd+_NH_white,600798.0,0.7941984388571813,0.000703769281320567
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,3rd+_Mexican_selfid,26359.0,0.7668857450337833,0.003296723489239987
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2005-2014,3rd+_other,138531.0,0.7307688032895445,0.001601636662081367
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,Mexico|1st_foreign_born,59003.0,0.7441787269165941,0.002019988037011948
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,Mexico|2nd_gen_all,23990.0,0.7994682252974877,0.00317780329781292
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,Central America|1st_foreign_born,17502.0,0.7848200282129604,0.003548169162270911
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,Central America|2nd_gen_all,3362.0,0.8270413332049017,0.007435399108404869
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,Caribbean|1st_foreign_born,15222.0,0.7871070604906439,0.004053708603637129
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,Caribbean|2nd_gen_all,5172.0,0.8295061970387777,0.00606567100583265
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,South America|1st_foreign_born,13993.0,0.8041513306415666,0.004262372333246344
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,South America|2nd_gen_all,3004.0,0.8479891179436125,0.007864195470694021
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,Europe|1st_foreign_born,15925.0,0.8043558801514692,0.003955863326771205
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,Europe|2nd_gen_all,14029.0,0.819315393976646,0.0038219572707570014
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,Asia|1st_foreign_born,55940.0,0.765424856646935,0.0019507854643091777
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,Asia|2nd_gen_all,15003.0,0.8447961778862205,0.003836705713839019
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,Africa|1st_foreign_born,9286.0,0.8133503832373605,0.0045871294754272025
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,Africa|2nd_gen_all,1457.0,0.8325157679126945,0.011585653004806327
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,Canada|1st_foreign_born,2585.0,0.7914709729924754,0.009153727466504006
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,Canada|2nd_gen_all,3016.0,0.7893524851114495,0.009588908925763048
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,Other|1st_foreign_born,1640.0,0.7629369895038361,0.01242487639862884
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,Other|2nd_gen_all,693.0,0.8071546308673582,0.01717744272729142
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,US outlying|1st_foreign_born,6065.0,0.6842804432271342,0.007040586945971853
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,US outlying|2nd_gen_all,4590.0,0.7436947916842495,0.007595182922946289
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,3rd+_NH_white,496750.0,0.7905302579213027,0.000758306208201619
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,3rd+_Mexican_selfid,29593.0,0.7748607836696069,0.003123700765937408
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,2015-2025,3rd+_other,130267.0,0.7332930742291076,0.0014884154178882896
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,Mexico|1st_foreign_born,161785.0,0.7434060651751354,0.0011311268467285379
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,Mexico|2nd_gen_all,50183.0,0.7971782776478277,0.0021815683372865243
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,Central America|1st_foreign_born,44868.0,0.795882534069874,0.0023603017965603953
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,Central America|2nd_gen_all,6762.0,0.8286065487153799,0.005314075485836926
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,Caribbean|1st_foreign_born,44054.0,0.7820745360956529,0.00230854057700308
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,Caribbean|2nd_gen_all,11109.0,0.8254981567473593,0.004443492230493648
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,South America|1st_foreign_born,36385.0,0.8034576760236122,0.002494023885593323
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,South America|2nd_gen_all,6118.0,0.8491749633815194,0.005661604400227776
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,Europe|1st_foreign_born,53572.0,0.786800515623488,0.0022091123672756396
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,Europe|2nd_gen_all,58003.0,0.8000869353914044,0.002116051957452115
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,Asia|1st_foreign_born,140182.0,0.766778306755963,0.001301030854932624
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,Asia|2nd_gen_all,29942.0,0.8342759245863915,0.002756833305072709
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,Africa|1st_foreign_born,19343.0,0.8115070013701526,0.003664284627666134
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,Africa|2nd_gen_all,2661.0,0.8385760473533853,0.008885174322354538
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,Canada|1st_foreign_born,9483.0,0.7899541844766766,0.005077169692669619
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,Canada|2nd_gen_all,14867.0,0.7939512162132347,0.004598530596119964
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,Other|1st_foreign_born,4197.0,0.7715773520191602,0.007860457932707749
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,Other|2nd_gen_all,1553.0,0.8149949667998048,0.012485375760610151
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,US outlying|1st_foreign_born,22114.0,0.668841659031861,0.004017494532413459
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,US outlying|2nd_gen_all,14662.0,0.7524214114226127,0.0043960088543062515
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,3rd+_NH_white,1683418.0,0.7997008471142967,0.0004281850657920539
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,3rd+_Mexican_selfid,76779.0,0.7753351555979155,0.001887910322976578
in_labor_force,in the labor force (LABFORCE 2),region_gen_union,all,3rd+_other,382713.0,0.7379483036110448,0.0009548627363798087
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Mexico|1st_foreign_born,42104.0,0.7410344977998459,0.002194533683032595
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Mexico|2nd_father_foreign,3006.0,0.7547090502992707,0.00899181993107754
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Mexico|2nd_mother_foreign,2093.0,0.8194310453563449,0.009765669008178648
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Mexico|2nd_both_foreign,5483.0,0.7907482133506375,0.0062937943899472526
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Central America|1st_foreign_born,11373.0,0.7981685944451705,0.0042305677613837835
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Central America|2nd_father_foreign,534.0,0.8056870332471597,0.019975816835061253
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Central America|2nd_mother_foreign,678.0,0.8127051955027316,0.018307731102295503
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Central America|2nd_both_foreign,462.0,0.8380018327565693,0.018017004069557137
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Caribbean|1st_foreign_born,13903.0,0.7689396333328841,0.004057531556531148
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Caribbean|2nd_father_foreign,445.0,0.8443954397641301,0.02193512936227212
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Caribbean|2nd_mother_foreign,314.0,0.8363052144155902,0.024614202908064233
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Caribbean|2nd_both_foreign,1535.0,0.8418111633975993,0.011459380517464932
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,South America|1st_foreign_born,9768.0,0.7910615483689586,0.004846680747234174
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,South America|2nd_father_foreign,227.0,0.8200482094796339,0.028290669961174502
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,South America|2nd_mother_foreign,203.0,0.8416771313594733,0.029315983330390486
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,South America|2nd_both_foreign,733.0,0.86984005127133,0.015422320963383652
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Europe|1st_foreign_born,18681.0,0.7742156593073353,0.0038152609741061235
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Europe|2nd_father_foreign,8703.0,0.7650367695669541,0.00525335358753538
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Europe|2nd_mother_foreign,7430.0,0.8198865079111904,0.00500629099044181
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Europe|2nd_both_foreign,8414.0,0.7644930174579267,0.00519541787780898
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Asia|1st_foreign_born,32945.0,0.7672417715981522,0.0028840392423095237
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Asia|2nd_father_foreign,1243.0,0.8335045333968951,0.011387237998236528
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Asia|2nd_mother_foreign,1178.0,0.8612471495303261,0.01246562428457359
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Asia|2nd_both_foreign,2323.0,0.8195750232754889,0.009052099730186839
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Africa|1st_foreign_born,2640.0,0.8217038712135495,0.009198560840631144
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Canada|1st_foreign_born,3435.0,0.7883431560214883,0.008824099916053173
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Canada|2nd_father_foreign,2437.0,0.8229257086922946,0.010661648180414091
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Canada|2nd_mother_foreign,2934.0,0.8102696982032778,0.008548740923840604
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Canada|2nd_both_foreign,1272.0,0.7785835641588013,0.014712318996884355
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Other|1st_foreign_born,879.0,0.7721923671901527,0.015844579452646043
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,Other|2nd_mother_foreign,141.0,0.8766076875168074,0.03162728800706461
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,US outlying|1st_foreign_born,8400.0,0.6599773971422042,0.006517735256392958
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,US outlying|2nd_father_foreign,732.0,0.8098074510237441,0.016821494285123962
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,US outlying|2nd_mother_foreign,449.0,0.796685471071991,0.022779417936935026
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,US outlying|2nd_both_foreign,3537.0,0.7412149990468112,0.008445298243354302
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,3rd+_NH_white,585870.0,0.8141455989123204,0.0006176906738945317
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,3rd+_Mexican_selfid,20827.0,0.7872944687947571,0.003432764616197656
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,1994-2004,3rd+_other,113915.0,0.7510461346097808,0.00166855511098058
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Mexico|1st_foreign_born,60678.0,0.7441219963127835,0.001856068539398188
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Mexico|2nd_father_foreign,3477.0,0.7742785551574107,0.008101816774388886
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Mexico|2nd_mother_foreign,2372.0,0.7928225199828834,0.009951225244323843
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Mexico|2nd_both_foreign,9762.0,0.8100984028438012,0.004322442046076023
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Central America|1st_foreign_born,15993.0,0.8106936928886449,0.0036534681540215594
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Central America|2nd_father_foreign,298.0,0.8109706416677555,0.025161025542169674
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Central America|2nd_mother_foreign,351.0,0.8522100609396331,0.023254189844198175
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Central America|2nd_both_foreign,1077.0,0.8519032278553409,0.01357281526733662
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Caribbean|1st_foreign_born,14929.0,0.7863423888167368,0.0038530656719647253
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Caribbean|2nd_father_foreign,623.0,0.8238383847559835,0.019172613388045736
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Caribbean|2nd_mother_foreign,471.0,0.7979359568462021,0.02267138579641556
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Caribbean|2nd_both_foreign,2549.0,0.806323784136447,0.009713300569216226
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,South America|1st_foreign_born,12624.0,0.8113216890740481,0.004145866493795779
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,South America|2nd_father_foreign,324.0,0.8523059304037228,0.021107935712678723
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,South America|2nd_mother_foreign,421.0,0.8617933412743056,0.017617696682705315
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,South America|2nd_both_foreign,1206.0,0.8437392934020037,0.014755660614540445
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Europe|1st_foreign_born,18966.0,0.7804504609034898,0.0036470617561112782
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Europe|2nd_father_foreign,6575.0,0.807863964697944,0.005203949778544635
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Europe|2nd_mother_foreign,6955.0,0.8121857610084181,0.006310887634681847
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Europe|2nd_both_foreign,5897.0,0.8007349895858948,0.0061690106404066756
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Asia|1st_foreign_born,51297.0,0.7683389654575152,0.0022222982959647637
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Asia|2nd_father_foreign,1750.0,0.8040652639502879,0.011421471400505194
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Asia|2nd_mother_foreign,2414.0,0.8282954031197312,0.010156427115664625
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Asia|2nd_both_foreign,6031.0,0.8121958433570666,0.005807072861195648
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Africa|1st_foreign_born,7417.0,0.8037040672695797,0.006112958021304838
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Africa|2nd_father_foreign,322.0,0.7808471874644265,0.029437899134996566
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Africa|2nd_mother_foreign,194.0,0.8435785613490517,0.02881996514314862
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Africa|2nd_both_foreign,439.0,0.8708230620527405,0.019080340287218715
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Canada|1st_foreign_born,3463.0,0.7901667003704259,0.009162755460883654
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Canada|2nd_father_foreign,1918.0,0.7555042320685278,0.01275397572590767
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Canada|2nd_mother_foreign,2417.0,0.7817865323183082,0.011799646078520833
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Canada|2nd_both_foreign,873.0,0.8052904427808821,0.01892026844843597
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Other|1st_foreign_born,1678.0,0.7825969216046029,0.012489265505150489
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Other|2nd_father_foreign,167.0,0.8211646340194253,0.03256558533799338
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Other|2nd_mother_foreign,236.0,0.811147879018476,0.0319243195653404
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,Other|2nd_both_foreign,191.0,0.79467556942316,0.04447073907882886
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,US outlying|1st_foreign_born,7649.0,0.6603653021943071,0.007551257747448625
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,US outlying|2nd_father_foreign,1099.0,0.7540676182249673,0.01827263580854389
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,US outlying|2nd_mother_foreign,578.0,0.7690110355072559,0.02319622811979503
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,US outlying|2nd_both_foreign,3677.0,0.7580592930536159,0.007150573470353441
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,3rd+_NH_white,600798.0,0.7941984388571813,0.000703769281320567
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,3rd+_Mexican_selfid,26359.0,0.7668857450337833,0.003296723489239987
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2005-2014,3rd+_other,138531.0,0.7307688032895445,0.001601636662081367
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Mexico|1st_foreign_born,59003.0,0.7441787269165941,0.002019988037011948
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Mexico|2nd_father_foreign,4077.0,0.7847776483769544,0.008028461521886158
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Mexico|2nd_mother_foreign,2847.0,0.7676360688313465,0.008991107610786668
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Mexico|2nd_both_foreign,17066.0,0.8078320287370335,0.003578469291151397
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Central America|1st_foreign_born,17502.0,0.7848200282129604,0.003548169162270911
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Central America|2nd_father_foreign,442.0,0.8028595598696027,0.021502358264177547
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Central America|2nd_mother_foreign,511.0,0.8248670171901997,0.021018005951585653
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Central America|2nd_both_foreign,2409.0,0.831586628814838,0.008610316250912194
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Caribbean|1st_foreign_born,15222.0,0.7871070604906439,0.004053708603637129
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Caribbean|2nd_father_foreign,863.0,0.8551424506904078,0.01376851392794828
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Caribbean|2nd_mother_foreign,654.0,0.8567960472662849,0.01536853666343574
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Caribbean|2nd_both_foreign,3655.0,0.819266513676932,0.00786606787758103
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,South America|1st_foreign_born,13993.0,0.8041513306415666,0.004262372333246344
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,South America|2nd_father_foreign,502.0,0.847557270394248,0.01820279615395933
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,South America|2nd_mother_foreign,650.0,0.8420232253486174,0.01681061389299982
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,South America|2nd_both_foreign,1852.0,0.8499950337983541,0.010199006428766493
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Europe|1st_foreign_born,15925.0,0.8043558801514692,0.003955863326771205
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Europe|2nd_father_foreign,4568.0,0.8294809650770754,0.006328681800351462
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Europe|2nd_mother_foreign,5169.0,0.807109825905283,0.007128155257971158
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Europe|2nd_both_foreign,4292.0,0.8225225899430048,0.006168570115837196
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Asia|1st_foreign_born,55940.0,0.765424856646935,0.0019507854643091777
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Asia|2nd_father_foreign,1886.0,0.8445623941434851,0.010270403435702655
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Asia|2nd_mother_foreign,2862.0,0.855584345049934,0.008041536824434082
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Asia|2nd_both_foreign,10255.0,0.8420547297788973,0.004472144745535284
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Africa|1st_foreign_born,9286.0,0.8133503832373605,0.0045871294754272025
in_labor_force,in the labor force (LABFORCE 2),region_gen_detail,2015-2025,Africa|2nd_father_foreign,451.0,0.8529726755725974,0.019349770893265655
