arm,allocation,group,metric,estimate,se_sdr,difference_from_third_plus_nh_white,se_sdr_difference,mc_sd_of_difference,note
a_proportional_noncash_extended,equal_adults_18plus,mexico_born,taxes_minus_transfers,3368.5983326652467,263.5001767718076,-10235.181291561468,392.9947206253747,,
a_proportional_noncash_extended,equal_adults_18plus,mexico_born,extended_balance,2500.427494088015,369.2261145995892,-14793.621503695651,486.92458795035384,,
a_proportional_w21399_vintage,equal_all_members,third_plus_nh_white,taxes_minus_transfers,11189.65666641542,253.2561709751139,0.0,0.0,,
a_proportional_w21399_vintage,equal_all_members,third_plus_nh_white,extended_balance,15389.419787104016,294.87680558593837,0.0,0.0,,
a_proportional_w21399_vintage,equal_all_members,all_native,taxes_minus_transfers,9839.346990136462,198.3863904741174,-1350.3096762789573,107.04917230234841,,
a_proportional_w21399_vintage,equal_all_members,all_native,extended_balance,13633.388846517171,234.3580939724353,-1756.0309405868447,124.83546807285755,,
a_proportional_w21399_vintage,equal_all_members,all_second_gen,taxes_minus_transfers,11176.582581904131,365.52497721183545,-13.074084511288675,417.66770624310345,,
a_proportional_w21399_vintage,equal_all_members,all_second_gen,extended_balance,15171.345462244051,442.5455797142866,-218.0743248599647,492.0348450684543,,
a_proportional_w21399_vintage,equal_all_members,mexican_second_gen,taxes_minus_transfers,5242.574249955098,289.1407974637835,-5947.082416460322,364.95165536326874,,
a_proportional_w21399_vintage,equal_all_members,mexican_second_gen,extended_balance,7221.935098764133,381.7842509461904,-8167.484688339883,451.70320588616596,,
a_proportional_w21399_vintage,equal_all_members,mexican_third_plus_selfid,taxes_minus_transfers,6303.699898362925,480.981389148029,-4885.956768052495,467.03373707719675,,
a_proportional_w21399_vintage,equal_all_members,mexican_third_plus_selfid,extended_balance,9140.747176187504,571.7369313389719,-6248.672610916512,554.5386340184759,,
a_proportional_w21399_vintage,equal_all_members,mexico_born,taxes_minus_transfers,3514.41085475561,235.58537852534374,-7675.24581165981,344.0695550505516,,
a_proportional_w21399_vintage,equal_all_members,mexico_born,extended_balance,4208.077177767619,294.9658304702577,-11181.342609336396,407.88793425643945,,
a_proportional_w21399_vintage,equal_adults_18plus,third_plus_nh_white,taxes_minus_transfers,13703.044714888181,290.1234507584676,0.0,0.0,,
a_proportional_w21399_vintage,equal_adults_18plus,third_plus_nh_white,extended_balance,17393.314088444935,336.93504613392355,0.0,0.0,,
a_proportional_w21399_vintage,equal_adults_18plus,all_native,taxes_minus_transfers,11896.958888479321,227.14248687402744,-1806.0858264088602,123.08766574148993,,
a_proportional_w21399_vintage,equal_adults_18plus,all_native,extended_balance,15003.65890163916,270.6120557587508,-2389.655186805774,146.2770930950841,,
a_proportional_w21399_vintage,equal_adults_18plus,all_second_gen,taxes_minus_transfers,13669.620970606187,449.6743032294655,-33.423744281994004,516.6353517408099,,
a_proportional_w21399_vintage,equal_adults_18plus,all_second_gen,extended_balance,17016.68455433731,551.1202930730361,-376.62953410762566,615.814001613793,,
a_proportional_w21399_vintage,equal_adults_18plus,mexican_second_gen,taxes_minus_transfers,6113.572686320276,397.66391623321334,-7589.472028567905,476.83533703130837,,
a_proportional_w21399_vintage,equal_adults_18plus,mexican_second_gen,extended_balance,6795.64933201451,527.6410209389802,-10597.664756430426,599.1406833149764,,
a_proportional_w21399_vintage,equal_adults_18plus,mexican_third_plus_selfid,taxes_minus_transfers,7342.765915547692,544.919006481223,-6360.278799340489,537.0065443677389,,
a_proportional_w21399_vintage,equal_adults_18plus,mexican_third_plus_selfid,extended_balance,9336.18107913132,666.951426802431,-8057.133009313615,647.8263086886648,,
a_proportional_w21399_vintage,equal_adults_18plus,mexico_born,taxes_minus_transfers,3646.0345798017015,260.54707285366044,-10057.010135086479,392.16126776607786,,
a_proportional_w21399_vintage,equal_adults_18plus,mexico_born,extended_balance,2777.863741224469,363.63570825112566,-14615.450347220467,483.60502240747496,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_all_members,third_plus_nh_white,taxes_minus_transfers,9186.007838841524,270.7060854532384,0.0,0.0,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_all_members,third_plus_nh_white,extended_balance,13385.770959529937,311.80109433534653,0.0,0.0,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_all_members,all_native,taxes_minus_transfers,7833.104779545999,212.8082473278088,-1352.903059295525,113.04519328096985,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_all_members,all_native,extended_balance,11627.146635926723,248.15613301085114,-1758.6243236032133,130.17123601453432,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_all_members,all_second_gen,taxes_minus_transfers,9672.891330987504,385.4238976404892,486.8834921459802,444.43644469268366,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_all_members,all_second_gen,extended_balance,13667.65421132755,459.23593252290806,281.8832517976134,515.4360683471107,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_all_members,mexican_second_gen,taxes_minus_transfers,4019.141144544061,320.5425206325733,-5166.866694297463,408.6037800870169,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_all_members,mexican_second_gen,extended_balance,5998.5019933531,403.87785984335324,-7387.268966176836,486.97833074732284,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_all_members,mexican_third_plus_selfid,taxes_minus_transfers,4587.8335794459845,531.3296239065528,-4598.17425939554,518.3460517669392,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_all_members,mexican_third_plus_selfid,extended_balance,7424.88085727056,616.6160402153182,-5960.890102259376,599.6611306081187,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_all_members,mexico_born,taxes_minus_transfers,2662.243279435838,255.01565551182506,-6523.764559405687,371.31871287797776,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_all_members,mexico_born,extended_balance,3355.909602447863,312.0083019537668,-10029.861357082074,433.8273830432221,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_adults_18plus,third_plus_nh_white,taxes_minus_transfers,11481.313540426328,308.82328004902337,0.0,0.0,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_adults_18plus,third_plus_nh_white,extended_balance,15171.582913983357,355.2767052302732,0.0,0.0,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_adults_18plus,all_native,taxes_minus_transfers,9628.025888097502,242.50950640404835,-1853.2876523288269,130.62901120479134,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_adults_18plus,all_native,extended_balance,12734.725901257389,285.43408426716013,-2436.857012725968,153.63521337533825,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_adults_18plus,all_second_gen,taxes_minus_transfers,11936.676679300104,473.46100709634874,455.3631388737758,548.3790146818465,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_adults_18plus,all_second_gen,extended_balance,15283.740263031243,572.5657775486543,112.15734904788587,644.7797978347073,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_adults_18plus,mexican_second_gen,taxes_minus_transfers,4570.794286008389,428.4366374840039,-6910.51925441794,520.2107823505205,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_adults_18plus,mexican_second_gen,extended_balance,5252.870931702608,550.1900880512119,-9918.711982280749,633.7270796056803,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_adults_18plus,mexican_third_plus_selfid,taxes_minus_transfers,5321.3371300155395,601.9954567488305,-6159.976410410789,595.4547318742817,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_adults_18plus,mexican_third_plus_selfid,extended_balance,7314.752293599146,719.3383234537882,-7856.830620384211,701.686413646828,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_adults_18plus,mexico_born,taxes_minus_transfers,2525.8102666496334,286.99683915680157,-8955.503273776696,424.33786888991295,,
a_bound_uniform_half_NOT_A_LITERATURE_VALUE,equal_adults_18plus,mexico_born,extended_balance,1657.6394280724185,388.6004915067099,-13513.943485910939,516.2915998412401,,
c_differential_receipt_rates,equal_all_members,third_plus_nh_white,taxes_minus_transfers,11242.874376183492,252.8278547022995,0.0,0.0,,
c_differential_receipt_rates,equal_all_members,third_plus_nh_white,extended_balance,15442.637496872097,294.4587924170542,0.0,0.0,,
c_differential_receipt_rates,equal_all_members,all_native,taxes_minus_transfers,9849.202468934307,197.7978625107577,-1393.671907249185,107.03727138370408,,
c_differential_receipt_rates,equal_all_members,all_native,extended_balance,13643.244325315065,233.78882489315072,-1799.3931715570325,124.84511543073472,,
c_differential_receipt_rates,equal_all_members,all_second_gen,taxes_minus_transfers,11139.013289611474,366.0074640172615,-103.8610865720184,418.11355947472055,,
c_differential_receipt_rates,equal_all_members,all_second_gen,extended_balance,15133.776169951421,443.06729304434117,-308.8613269206762,492.56639601160333,,
c_differential_receipt_rates,equal_all_members,mexican_second_gen,taxes_minus_transfers,5140.212755847118,291.96707035074553,-6102.661620336374,366.98027540838274,,
c_differential_receipt_rates,equal_all_members,mexican_second_gen,extended_balance,7119.57360465616,383.51541543493556,-8323.063892215938,452.8084450806333,,
c_differential_receipt_rates,equal_all_members,mexican_third_plus_selfid,taxes_minus_transfers,6226.600788935474,482.37084664172494,-5016.273587248018,468.759064202207,,
c_differential_receipt_rates,equal_all_members,mexican_third_plus_selfid,extended_balance,9063.648066760037,572.7878186742666,-6378.98943011206,556.0018561129,,
c_differential_receipt_rates,equal_all_members,mexico_born,taxes_minus_transfers,3428.6599186749027,237.557279837052,-7814.2144575085895,345.21498849618064,,
c_differential_receipt_rates,equal_all_members,mexico_born,extended_balance,4122.326241686914,296.7293840014227,-11320.311255185185,408.9989548583074,,
c_differential_receipt_rates,equal_adults_18plus,third_plus_nh_white,taxes_minus_transfers,13753.725826321108,289.7375665196019,0.0,0.0,,
c_differential_receipt_rates,equal_adults_18plus,third_plus_nh_white,extended_balance,17443.995199878078,336.5707904784738,0.0,0.0,,
c_differential_receipt_rates,equal_adults_18plus,all_native,taxes_minus_transfers,11895.13405856999,226.8005765705223,-1858.591767751117,123.05817451414259,,
c_differential_receipt_rates,equal_adults_18plus,all_native,extended_balance,15001.834071729909,270.3255649240676,-2442.161128148169,146.3440407947055,,
c_differential_receipt_rates,equal_adults_18plus,all_second_gen,taxes_minus_transfers,13614.719114482303,450.769322676458,-139.00671183880513,517.2860074750448,,
c_differential_receipt_rates,equal_adults_18plus,all_second_gen,extended_balance,16961.78269821341,552.2033365701612,-482.2125016646678,616.5582591436412,,
c_differential_receipt_rates,equal_adults_18plus,mexican_second_gen,taxes_minus_transfers,5978.146198331245,402.0400706899708,-7775.579627989863,480.3322129052581,,
c_differential_receipt_rates,equal_adults_18plus,mexican_second_gen,extended_balance,6660.222844025484,530.3990938034123,-10783.772355852594,601.2620595441065,,
c_differential_receipt_rates,equal_adults_18plus,mexican_third_plus_selfid,taxes_minus_transfers,7241.430395216333,546.7093378689739,-6512.295431104775,539.1228747688723,,
c_differential_receipt_rates,equal_adults_18plus,mexican_third_plus_selfid,extended_balance,9234.845558799962,668.2947350638218,-8209.149641078116,649.6554023634332,,
c_differential_receipt_rates,equal_adults_18plus,mexico_born,taxes_minus_transfers,3527.2601299086873,263.8304102571902,-10226.46569641242,393.5565397245611,,
c_differential_receipt_rates,equal_adults_18plus,mexico_born,extended_balance,2659.089291331459,366.95113048192724,-14784.905908546618,485.334195693881,,
c_differential_dollar_ratios,equal_all_members,third_plus_nh_white,taxes_minus_transfers,11241.687377037948,252.92808620557798,0.0,0.0,,
c_differential_dollar_ratios,equal_all_members,third_plus_nh_white,extended_balance,15441.450497726577,294.57686151908933,0.0,0.0,,
c_differential_dollar_ratios,equal_all_members,all_native,taxes_minus_transfers,9848.1258868281,197.7908806877612,-1393.5614902098478,107.09626980957809,,
c_differential_dollar_ratios,equal_all_members,all_native,extended_balance,13642.16774320889,233.78979935385271,-1799.282754517686,124.92054795419985,,
c_differential_dollar_ratios,equal_all_members,all_second_gen,taxes_minus_transfers,11147.849164845855,365.9011706870108,-93.83821219209312,418.17898125036334,,
c_differential_dollar_ratios,equal_all_members,all_second_gen,extended_balance,15142.612045185813,443.0375691418523,-298.8384525407637,492.7288100043607,,
c_differential_dollar_ratios,equal_all_members,mexican_second_gen,taxes_minus_transfers,5165.521220645229,291.1590191356702,-6076.166156392719,367.00636589222563,,
c_differential_dollar_ratios,equal_all_members,mexican_second_gen,extended_balance,7144.882069454278,383.0633994920728,-8296.568428272298,453.1050461967508,,
c_differential_dollar_ratios,equal_all_members,mexican_third_plus_selfid,taxes_minus_transfers,6249.306844768581,481.9479686673129,-4992.380532269367,468.6313615116591,,
c_differential_dollar_ratios,equal_all_members,mexican_third_plus_selfid,extended_balance,9086.354122593142,572.3608535084595,-6355.096375133435,555.8431773302577,,
c_differential_dollar_ratios,equal_all_members,mexico_born,taxes_minus_transfers,3439.409827847529,237.42614946503244,-7802.277549190419,345.17414381099115,,
c_differential_dollar_ratios,equal_all_members,mexico_born,extended_balance,4133.076150859541,296.5192055297881,-11308.374346867036,408.9117915572368,,
c_differential_dollar_ratios,equal_adults_18plus,third_plus_nh_white,taxes_minus_transfers,13750.828596912095,289.822680564681,0.0,0.0,,
c_differential_dollar_ratios,equal_adults_18plus,third_plus_nh_white,extended_balance,17441.097970469076,336.68111371876296,0.0,0.0,,
c_differential_dollar_ratios,equal_adults_18plus,all_native,taxes_minus_transfers,11893.118892814846,226.72935236536892,-1857.7097040972494,123.13230151659015,,
c_differential_dollar_ratios,equal_adults_18plus,all_native,extended_balance,14999.818905974735,270.2619773523085,-2441.2790644943416,146.44631752393263,,
c_differential_dollar_ratios,equal_adults_18plus,all_second_gen,taxes_minus_transfers,13632.059056305654,450.2574799489964,-118.7695406064413,517.2267980410039,,
c_differential_dollar_ratios,equal_adults_18plus,all_second_gen,extended_balance,16979.12264003682,551.766317753809,-461.97533043225485,616.6040869052403,,
c_differential_dollar_ratios,equal_adults_18plus,mexican_second_gen,taxes_minus_transfers,6026.002595810582,399.4071318249175,-7724.826001101514,479.27978240742925,,
c_differential_dollar_ratios,equal_adults_18plus,mexican_second_gen,extended_balance,6708.079241504826,528.1475491306742,-10733.018728964249,600.4344453536063,,
c_differential_dollar_ratios,equal_adults_18plus,mexican_third_plus_selfid,taxes_minus_transfers,7282.164637945208,545.8671869681427,-6468.663958966888,538.4341837986254,,
c_differential_dollar_ratios,equal_adults_18plus,mexican_third_plus_selfid,extended_balance,9275.57980152883,667.4726850218608,-8165.518168940247,648.9298502971966,,
c_differential_dollar_ratios,equal_adults_18plus,mexico_born,taxes_minus_transfers,3551.3139827040345,263.1155072719787,-10199.514614208061,393.1669299287594,,
c_differential_dollar_ratios,equal_adults_18plus,mexico_born,extended_balance,2683.143144126808,365.85253128501836,-14757.95482634227,484.6011742026214,,
b_false_negative_mc,equal_all_members,third_plus_nh_white,taxes_minus_transfers,10948.283449349094,250.8747396262049,0.0,0.0,0.0,"mean of 50 Monte Carlo draws, seed 20260916"
b_false_negative_mc,equal_all_members,third_plus_nh_white,extended_balance,15148.04657003759,292.3861352243614,0.0,0.0,0.0,"mean of 50 Monte Carlo draws, seed 20260916"
b_false_negative_mc,equal_all_members,all_native,taxes_minus_transfers,9636.604047750125,195.64340658988112,-1311.679401598969,105.75522612443575,14.194469084873141,"mean of 50 Monte Carlo draws, seed 20260916"
b_false_negative_mc,equal_all_members,all_native,extended_balance,13430.645904130688,231.5936804960312,-1717.4006659069018,123.5264469377406,14.194469084879925,"mean of 50 Monte Carlo draws, seed 20260916"
b_false_negative_mc,equal_all_members,all_second_gen,taxes_minus_transfers,10992.053250623749,363.8535688278317,43.76980127465504,416.0829272726862,38.64059530469773,"mean of 50 Monte Carlo draws, seed 20260916"
b_false_negative_mc,equal_all_members,all_second_gen,extended_balance,14986.81613096372,440.83023318774923,-161.23043907387,490.52271587920285,38.64059530469426,"mean of 50 Monte Carlo draws, seed 20260916"
b_false_negative_mc,equal_all_members,mexican_second_gen,taxes_minus_transfers,5151.54837242839,278.76012438181203,-5796.735076920703,354.1701993324418,49.533995141733634,"mean of 50 Monte Carlo draws, seed 20260916"
b_false_negative_mc,equal_all_members,mexican_second_gen,extended_balance,7130.909221237427,374.88895866108663,-8017.137348800163,443.8106703383502,49.533995141724255,"mean of 50 Monte Carlo draws, seed 20260916"
b_false_negative_mc,equal_all_members,mexican_third_plus_selfid,taxes_minus_transfers,6140.415488941924,468.50197133094605,-4807.867960407169,458.8604830847885,64.14761569491229,"mean of 50 Monte Carlo draws, seed 20260916"
b_false_negative_mc,equal_all_members,mexican_third_plus_selfid,extended_balance,8977.462766766499,560.9339873616444,-6170.583803271091,548.0886261644638,64.1476156949003,"mean of 50 Monte Carlo draws, seed 20260916"
b_false_negative_mc,equal_all_members,mexico_born,taxes_minus_transfers,3187.125288895572,232.57000522918105,-7761.158160453522,340.91747605420494,42.65454610011621,"mean of 50 Monte Carlo draws, seed 20260916"
b_false_negative_mc,equal_all_members,mexico_born,extended_balance,3880.791611907579,292.1294128168587,-11267.254958130012,404.1678474879683,42.654546100107254,"mean of 50 Monte Carlo draws, seed 20260916"
b_false_negative_mc,equal_adults_18plus,third_plus_nh_white,taxes_minus_transfers,13465.086057444185,287.882651274075,0.0,0.0,0.0,"mean of 50 Monte Carlo draws, seed 20260916"
b_false_negative_mc,equal_adults_18plus,third_plus_nh_white,extended_balance,17155.355431001066,334.5625477630813,0.0,0.0,0.0,"mean of 50 Monte Carlo draws, seed 20260916"
b_false_negative_mc,equal_adults_18plus,all_native,taxes_minus_transfers,11717.580461577028,224.53684910396188,-1747.5055958671564,121.18102823285183,14.903537137529815,"mean of 50 Monte Carlo draws, seed 20260916"
b_false_negative_mc,equal_adults_18plus,all_native,extended_balance,14824.280474736765,267.8455676389791,-2331.0749562643014,144.04870812467635,14.90353713752663,"mean of 50 Monte Carlo draws, seed 20260916"
b_false_negative_mc,equal_adults_18plus,all_second_gen,taxes_minus_transfers,13500.14203784288,445.86442724682917,35.05598039869437,513.3421300884521,39.876794353357944,"mean of 50 Monte Carlo draws, seed 20260916"
