year_range,origin,offence,persons,population,rate_per_100k,ratio_to_danish_origin
2010-2022,Estonia,robbery,1.0,16750.0,5.970149253731344,0.7818993833919208
2010-2022,Ethiopia,robbery,6.0,17647.0,34.00011333371111,4.4529318315230935
2010-2022,Finland,robbery,1.0,44148.0,2.26510827217541,0.2966570325227569
2010-2022,France,robbery,1.0,74102.0,1.3494912418018408,0.1767403669511575
2010-2022,Germany,robbery,11.0,371268.0,2.9628193111175753,0.388034954237805
2010-2022,Ghana,robbery,2.0,26452.0,7.5608649629517615,0.9902324717839612
2010-2022,Greece,robbery,0.0,30830.0,0.0,0.0
2010-2022,Hungary,robbery,3.0,55693.0,5.386673370082415,0.7054826282556876
2010-2022,Iceland,robbery,9.0,93977.0,9.576811347457356,1.2542572336458075
2010-2022,India,robbery,6.0,113682.0,5.277880403230062,0.6912342150110662
2010-2022,Indonesia,robbery,0.0,12610.0,0.0,0.0
2010-2022,Iran,robbery,44.0,213056.0,20.65184740162211,2.7047341804964216
2010-2022,Iraq,robbery,252.0,306074.0,82.33303057430555,10.78300442800531
2010-2022,Ireland,robbery,2.0,20627.0,9.696029475929606,1.269871010987024
2010-2022,Israel,robbery,1.0,17535.0,5.70287995437696,0.7468956185808195
2010-2022,Italy,robbery,3.0,89921.0,3.336261829828405,0.4369440288191192
2010-2022,Japan,robbery,0.0,19530.0,0.0,0.0
2010-2022,Jordan,robbery,12.0,23279.0,51.54860603977835,6.751225398933635
2010-2022,Kenya,robbery,7.0,15336.0,45.64423578508085,5.977940969138152
2010-2022,Kuwait,robbery,40.0,19019.0,210.315999789684,27.54469671762905
2010-2022,Latvia,robbery,3.0,53580.0,5.599104143337066,0.7333042929347521
2010-2022,Lebanon,robbery,348.0,253367.0,137.35016793820822,17.988496946293346
2010-2022,Lithuania,robbery,8.0,125141.0,6.392788934082355,0.8372517190570427
2010-2022,Morocco,robbery,88.0,110282.0,79.79543352496327,10.450660045335514
2010-2022,Myanmar,robbery,1.0,19997.0,5.000750112516878,0.6549389744368992
2010-2022,Netherlands,robbery,4.0,82420.0,4.85319097306479,0.6356134274115347
2010-2022,Nigeria,robbery,2.0,16077.0,12.440131865397772,1.6292610153405076
2010-2022,Norway,robbery,11.0,197405.0,5.572300600288747,0.7297938825762337
2010-2022,Pakistan,robbery,107.0,251508.0,42.54337834184201,5.57182741655999
2010-2022,Philippines,robbery,1.0,134098.0,0.7457232770063684,0.09766599555410722
2010-2022,Poland,robbery,45.0,453474.0,9.923391418251102,1.2996481832071085
2010-2022,Portugal,robbery,1.0,25510.0,3.920031360250882,0.5133992423290737
2010-2022,Republic of North Macedonia,robbery,17.0,49065.0,34.647916029756445,4.53777335006317
2010-2022,Romania,robbery,21.0,253188.0,8.294231954121049,1.0862801874816663
2010-2022,Russia,robbery,16.0,70261.0,22.772234952534124,2.982437408363598
2010-2022,Serbia and Montenegro,robbery,6.0,9360.0,64.1025641025641,8.39539402039402
2010-2022,Somalia,robbery,444.0,166086.0,267.3313825367581,35.01189573043914
2010-2022,South Africa,robbery,1.0,13220.0,7.5642965204236,0.9906818965064048
2010-2022,Soviet Union,robbery,0.0,13944.0,0.0,0.0
2010-2022,Spain,robbery,0.0,67916.0,0.0,0.0
2010-2022,Sri Lanka,robbery,14.0,119742.0,11.691804045364199,1.5312539076130798
2010-2022,Sweden,robbery,11.0,184533.0,5.960993426649976,0.7807002616874023
2010-2022,Switzerland,robbery,0.0,19216.0,0.0,0.0
2010-2022,Syria,robbery,88.0,207323.0,42.44584537171467,5.5590537042184955
2010-2022,Tanzania,robbery,2.0,9920.0,20.161290322580644,2.6404868289948933
2010-2022,Thailand,robbery,7.0,137191.0,5.102375520260075,0.6682486657485017
2010-2022,Tunisia,robbery,23.0,14608.0,157.44797371303395,20.62066932172354
2010-2022,Turkey,robbery,286.0,665706.0,42.96190810958591,5.626641484587785
2010-2022,USA,robbery,1.0,104529.0,0.9566723110333019,0.12529359959259798
2010-2022,Uganda,robbery,18.0,18756.0,95.96928982725528,12.568920030532315
2010-2022,Ukraine,robbery,1.0,108702.0,0.9199462751375319,0.12048365873502485
2010-2022,United Kingdom,robbery,8.0,178847.0,4.473097116529771,0.5858332394421901
2010-2022,Vietnam,robbery,16.0,154638.0,10.34674530193096,1.3550940567585894
2010-2022,Yugoslavia,robbery,77.0,172345.0,44.67782645275465,5.851372129912268
2010-2022,"Yugoslavia, Federal Republic",robbery,10.0,18275.0,54.719562243502054,7.166519656259739
2008-2024,Afghanistan,attempted_homicide,8.0,208190.0,3.8426437388923578,9.38468904253185
2008-2024,Algeria,attempted_homicide,1.0,19673.0,5.083108829360037,12.414212447038492
2008-2024,Argentina,attempted_homicide,0.0,35620.0,0.0,0.0
2008-2024,Australia,attempted_homicide,0.0,34640.0,0.0,0.0
2008-2024,Austria,attempted_homicide,1.0,24094.0,4.150410890678177,10.136332757972452
2008-2024,Belgium,attempted_homicide,1.0,20315.0,4.922471080482402,12.021895223755266
2008-2024,Bosnia and Herzegovina,attempted_homicide,3.0,317869.0,0.9437850183566187,2.3049570873906067
2008-2024,Brazil,attempted_homicide,2.0,55919.0,3.576601870562778,8.73494881777529
2008-2024,Bulgaria,attempted_homicide,1.0,116073.0,0.8615267977910452,2.1040621115210967
2008-2024,Canada,attempted_homicide,0.0,37106.0,0.0,0.0
2008-2024,Chile,attempted_homicide,0.0,27745.0,0.0,0.0
2008-2024,China,attempted_homicide,0.0,181683.0,0.0,0.0
2008-2024,Croatia,attempted_homicide,0.0,27624.0,0.0,0.0
2008-2024,Czechoslovakia,attempted_homicide,0.0,12384.0,0.0,0.0
2008-2024,Denmark,attempted_homicide,272.0,66429146.0,0.40945882399270944,1.0
2008-2024,Egypt,attempted_homicide,2.0,34085.0,5.867683731846854,14.330338945024982
2008-2024,Estonia,attempted_homicide,0.0,21267.0,0.0,0.0
2008-2024,Ethiopia,attempted_homicide,0.0,22840.0,0.0,0.0
2008-2024,Finland,attempted_homicide,0.0,57773.0,0.0,0.0
2008-2024,France,attempted_homicide,1.0,98216.0,1.0181640465911868,2.4866091214322337
2008-2024,Germany,attempted_homicide,0.0,489326.0,0.0,0.0
2008-2024,Ghana,attempted_homicide,0.0,34870.0,0.0,0.0
2008-2024,Greece,attempted_homicide,0.0,41353.0,0.0,0.0
2008-2024,Hungary,attempted_homicide,0.0,72295.0,0.0,0.0
2008-2024,Iceland,attempted_homicide,0.0,123458.0,0.0,0.0
2008-2024,India,attempted_homicide,1.0,154355.0,0.6478572122704156,1.58222799048031
2008-2024,Indonesia,attempted_homicide,0.0,16726.0,0.0,0.0
2008-2024,Iran,attempted_homicide,7.0,280527.0,2.4953034823742457,6.094149975917176
2008-2024,Iraq,attempted_homicide,22.0,400257.0,5.496468518976557,13.423739328363878
2008-2024,Ireland,attempted_homicide,0.0,27527.0,0.0,0.0
2008-2024,Israel,attempted_homicide,0.0,23116.0,0.0,0.0
2008-2024,Italy,attempted_homicide,1.0,119609.0,0.8360574873128277,2.041859738569742
2008-2024,Japan,attempted_homicide,0.0,25737.0,0.0,0.0
2008-2024,Jordan,attempted_homicide,3.0,30372.0,9.877518767285657,24.123350599623492
2008-2024,Kenya,attempted_homicide,0.0,20017.0,0.0,0.0
2008-2024,Kuwait,attempted_homicide,1.0,25054.0,3.9913786221760996,9.74793651594908
2008-2024,Latvia,attempted_homicide,0.0,67973.0,0.0,0.0
2008-2024,Lebanon,attempted_homicide,28.0,330530.0,8.471243154932987,20.688876777225882
2008-2024,Lithuania,attempted_homicide,1.0,159385.0,0.6274116133889639,1.5322947672026117
2008-2024,Morocco,attempted_homicide,12.0,144210.0,8.321198252548367,20.322429912260308
2008-2024,Myanmar,attempted_homicide,0.0,25559.0,0.0,0.0
2008-2024,Netherlands,attempted_homicide,0.0,108510.0,0.0,0.0
2008-2024,Nigeria,attempted_homicide,0.0,21137.0,0.0,0.0
2008-2024,Norway,attempted_homicide,0.0,257077.0,0.0,0.0
2008-2024,Pakistan,attempted_homicide,13.0,326346.0,3.9835021725408,9.728700272464339
2008-2024,Philippines,attempted_homicide,0.0,171175.0,0.0,0.0
2008-2024,Poland,attempted_homicide,4.0,591651.0,0.6760742397122628,1.6511409697310626
2008-2024,Portugal,attempted_homicide,0.0,34501.0,0.0,0.0
2008-2024,Republic of North Macedonia,attempted_homicide,1.0,64581.0,1.5484430405227545,3.7816819416018377
2008-2024,Romania,attempted_homicide,1.0,335206.0,0.2983240156799103,0.7285812350333475
2008-2024,Russia,attempted_homicide,0.0,93506.0,0.0,0.0
2008-2024,Serbia and Montenegro,attempted_homicide,0.0,12312.0,0.0,0.0
2008-2024,Somalia,attempted_homicide,24.0,217790.0,11.019789705679784,26.913059531172774
2008-2024,South Africa,attempted_homicide,0.0,17813.0,0.0,0.0
2008-2024,Soviet Union,attempted_homicide,0.0,18302.0,0.0,0.0
2008-2024,Spain,attempted_homicide,1.0,90905.0,1.1000495022276002,2.686593712893551
2008-2024,Sri Lanka,attempted_homicide,0.0,155984.0,0.0,0.0
2008-2024,Sweden,attempted_homicide,2.0,242189.0,0.8258013369723646,2.016811675762221
2008-2024,Switzerland,attempted_homicide,0.0,25324.0,0.0,0.0
2008-2024,Syria,attempted_homicide,7.0,271800.0,2.57542310522443,6.289821965762023
2008-2024,Tanzania,attempted_homicide,1.0,13165.0,7.59589821496392,18.55106733540359
2008-2024,Thailand,attempted_homicide,3.0,177604.0,1.6891511452444765,4.1253260310114905
2008-2024,Tunisia,attempted_homicide,2.0,19152.0,10.442773600668337,25.503843094255245
2008-2024,Turkey,attempted_homicide,33.0,868883.0,3.79797970497754,9.27560839437463
2008-2024,USA,attempted_homicide,0.0,137041.0,0.0,0.0
2008-2024,Uganda,attempted_homicide,0.0,24898.0,0.0,0.0
2008-2024,Ukraine,attempted_homicide,0.0,183616.0,0.0,0.0
2008-2024,United Kingdom,attempted_homicide,1.0,234341.0,0.4267285707579979,1.0421770047519991
2008-2024,Vietnam,attempted_homicide,1.0,203211.0,0.4920993450157718,1.2018286484028338
2008-2024,Yugoslavia,attempted_homicide,8.0,224154.0,3.5689749011840077,8.716321866951766
2008-2024,"Yugoslavia, Federal Republic",attempted_homicide,0.0,23594.0,0.0,0.0
2010-2022,Afghanistan,attempted_homicide,6.0,160073.0,3.7482898427592413,9.169096347387658
2010-2022,Algeria,attempted_homicide,1.0,14993.0,6.669779230307476,16.315666862484544
2010-2022,Argentina,attempted_homicide,0.0,23342.0,0.0,0.0
2010-2022,Australia,attempted_homicide,0.0,26852.0,0.0,0.0
2010-2022,Austria,attempted_homicide,1.0,18586.0,5.380393844829442,13.161562104230645
2010-2022,Belgium,attempted_homicide,1.0,15237.0,6.562971713591915,16.05439346782377
2010-2022,Bosnia and Herzegovina,attempted_homicide,2.0,243601.0,0.8210146920579143,2.008372652569002
2010-2022,Brazil,attempted_homicide,2.0,41580.0,4.81000481000481,11.766271922521923
2010-2022,Bulgaria,attempted_homicide,1.0,90196.0,1.108696616257927,2.7121024576392605
2010-2022,Canada,attempted_homicide,0.0,28270.0,0.0,0.0
2010-2022,Chile,attempted_homicide,0.0,21018.0,0.0,0.0
2010-2022,China,attempted_homicide,0.0,138718.0,0.0,0.0
2010-2022,Croatia,attempted_homicide,0.0,20110.0,0.0,0.0
2010-2022,Czechoslovakia,attempted_homicide,0.0,9558.0,0.0,0.0
2010-2022,Denmark,attempted_homicide,208.0,50881125.0,0.4087959926200531,1.0
2010-2022,Egypt,attempted_homicide,0.0,26043.0,0.0,0.0
2010-2022,Estonia,attempted_homicide,0.0,16750.0,0.0,0.0
2010-2022,Ethiopia,attempted_homicide,0.0,17647.0,0.0,0.0
2010-2022,Finland,attempted_homicide,0.0,44148.0,0.0,0.0
2010-2022,France,attempted_homicide,0.0,74102.0,0.0,0.0
2010-2022,Germany,attempted_homicide,0.0,371268.0,0.0,0.0
2010-2022,Ghana,attempted_homicide,0.0,26452.0,0.0,0.0
2010-2022,Greece,attempted_homicide,0.0,30830.0,0.0,0.0
2010-2022,Hungary,attempted_homicide,0.0,55693.0,0.0,0.0
2010-2022,Iceland,attempted_homicide,0.0,93977.0,0.0,0.0
2010-2022,India,attempted_homicide,1.0,113682.0,0.879646733871677,2.1517988183637757
2010-2022,Indonesia,attempted_homicide,0.0,12610.0,0.0,0.0
2010-2022,Iran,attempted_homicide,6.0,213056.0,2.8161610093121054,6.888915400718048
2010-2022,Iraq,attempted_homicide,19.0,306074.0,6.207649130602403,15.185200546650105
2010-2022,Ireland,attempted_homicide,0.0,20627.0,0.0,0.0
2010-2022,Israel,attempted_homicide,0.0,17535.0,0.0,0.0
2010-2022,Italy,attempted_homicide,1.0,89921.0,1.1120872766094683,2.7203967178882658
2010-2022,Japan,attempted_homicide,0.0,19530.0,0.0,0.0
2010-2022,Jordan,attempted_homicide,3.0,23279.0,12.887151509944587,31.524652253434102
2010-2022,Kenya,attempted_homicide,0.0,15336.0,0.0,0.0
2010-2022,Kuwait,attempted_homicide,1.0,19019.0,5.2578999947420995,12.861916676440966
2010-2022,Latvia,attempted_homicide,0.0,53580.0,0.0,0.0
2010-2022,Lebanon,attempted_homicide,22.0,253367.0,8.683056593794772,21.24056191975702
2010-2022,Lithuania,attempted_homicide,1.0,125141.0,0.7990986167602944,1.9547613753224824
2010-2022,Morocco,attempted_homicide,9.0,110282.0,8.160896610507608,19.963250026505477
2010-2022,Myanmar,attempted_homicide,0.0,19997.0,0.0,0.0
2010-2022,Netherlands,attempted_homicide,0.0,82420.0,0.0,0.0
2010-2022,Nigeria,attempted_homicide,0.0,16077.0,0.0,0.0
2010-2022,Norway,attempted_homicide,0.0,197405.0,0.0,0.0
2010-2022,Pakistan,attempted_homicide,8.0,251508.0,3.180813333969496,7.780930809969648
2010-2022,Philippines,attempted_homicide,0.0,134098.0,0.0,0.0
2010-2022,Poland,attempted_homicide,4.0,453474.0,0.8820792371778757,2.1577492272476992
2010-2022,Portugal,attempted_homicide,0.0,25510.0,0.0,0.0
2010-2022,Republic of North Macedonia,attempted_homicide,1.0,49065.0,2.0381127076327323,4.985647473132188
2010-2022,Romania,attempted_homicide,1.0,253188.0,0.39496342638671655,0.9661626667505203
2010-2022,Russia,attempted_homicide,0.0,70261.0,0.0,0.0
2010-2022,Serbia and Montenegro,attempted_homicide,0.0,9360.0,0.0,0.0
2010-2022,Somalia,attempted_homicide,20.0,166086.0,12.041954168322436,29.457123811667543
2010-2022,South Africa,attempted_homicide,0.0,13220.0,0.0,0.0
2010-2022,Soviet Union,attempted_homicide,0.0,13944.0,0.0,0.0
2010-2022,Spain,attempted_homicide,1.0,67916.0,1.4724070911125509,3.6018139064319272
2010-2022,Sri Lanka,attempted_homicide,0.0,119742.0,0.0,0.0
2010-2022,Sweden,attempted_homicide,2.0,184533.0,1.083816986663632,2.6512417103632497
2010-2022,Switzerland,attempted_homicide,0.0,19216.0,0.0,0.0
2010-2022,Syria,attempted_homicide,7.0,207323.0,3.3763740636591217,8.259313018259506
2010-2022,Tanzania,attempted_homicide,1.0,9920.0,10.080645161290322,24.659354160204714
2010-2022,Thailand,attempted_homicide,2.0,137191.0,1.4578215772171643,3.566134706638639
2010-2022,Tunisia,attempted_homicide,2.0,14608.0,13.691128148959473,33.491346285491616
2010-2022,Turkey,attempted_homicide,29.0,665706.0,4.356277395727243,10.65636032243617
2010-2022,USA,attempted_homicide,0.0,104529.0,0.0,0.0
2010-2022,Uganda,attempted_homicide,0.0,18756.0,0.0,0.0
2010-2022,Ukraine,attempted_homicide,0.0,108702.0,0.0,0.0
2010-2022,United Kingdom,attempted_homicide,1.0,178847.0,0.5591371395662214,1.3677657062697766
2010-2022,Vietnam,attempted_homicide,1.0,154638.0,0.646671581370685,1.581893152195649
2010-2022,Yugoslavia,attempted_homicide,5.0,172345.0,2.9011575618671848,7.096834641829782
2010-2022,"Yugoslavia, Federal Republic",attempted_homicide,0.0,18275.0,0.0,0.0
2008-2024,Afghanistan,assault_public_servant,191.0,208190.0,91.74311926605505,3.257652910102728
2008-2024,Algeria,assault_public_servant,23.0,19673.0,116.91150307528083,4.151342370572632
2008-2024,Argentina,assault_public_servant,1.0,35620.0,2.807411566535654,0.09968673980943216
2008-2024,Australia,assault_public_servant,1.0,34640.0,2.886836027713626,0.10250697667471055
2008-2024,Austria,assault_public_servant,0.0,24094.0,0.0,0.0
2008-2024,Belgium,assault_public_servant,1.0,20315.0,4.922471080482402,0.17478915441850718
2008-2024,Bosnia and Herzegovina,assault_public_servant,124.0,317869.0,39.009780758740234,1.3851755513418569
2008-2024,Brazil,assault_public_servant,16.0,55919.0,28.612814964502224,1.015995757295223
2008-2024,Bulgaria,assault_public_servant,9.0,116073.0,7.753741180119407,0.2753230729636329
2008-2024,Canada,assault_public_servant,5.0,37106.0,13.474909718104888,0.47847270953645954
2008-2024,Chile,assault_public_servant,23.0,27745.0,82.89781942692377,2.943570317400447
2008-2024,China,assault_public_servant,14.0,181683.0,7.705729209667388,0.27361824390926853
2008-2024,Croatia,assault_public_servant,7.0,27624.0,25.340283811178686,0.8997933573734368
2008-2024,Czechoslovakia,assault_public_servant,8.0,12384.0,64.59948320413437,2.293825369516779
2008-2024,Denmark,assault_public_servant,18708.0,66429146.0,28.162337056086795,1.0
2008-2024,Egypt,assault_public_servant,41.0,34085.0,120.28751650286048,4.27121926221185
2008-2024,Estonia,assault_public_servant,8.0,21267.0,37.61696525132835,1.3357188778904308
2008-2024,Ethiopia,assault_public_servant,35.0,22840.0,153.2399299474606,5.441307290736388
2008-2024,Finland,assault_public_servant,14.0,57773.0,24.232773094698217,0.8604674053306499
2008-2024,France,assault_public_servant,19.0,98216.0,19.34511688523255,0.6869144718602621
2008-2024,Germany,assault_public_servant,52.0,489326.0,10.626862255428895,0.3773430533930807
2008-2024,Ghana,assault_public_servant,35.0,34870.0,100.37281330656725,3.5640796822603695
2008-2024,Greece,assault_public_servant,5.0,41353.0,12.091021207651199,0.4293330196130842
2008-2024,Hungary,assault_public_servant,15.0,72295.0,20.748322843903452,0.7367400937849037
2008-2024,Iceland,assault_public_servant,44.0,123458.0,35.63965073142283,1.2655075699308822
2008-2024,India,assault_public_servant,9.0,154355.0,5.83071491043374,0.2070394548158969
2008-2024,Indonesia,assault_public_servant,1.0,16726.0,5.978715771852206,0.21229473107808047
2008-2024,Iran,assault_public_servant,260.0,280527.0,92.68270077390055,3.2910159618258246
2008-2024,Iraq,assault_public_servant,515.0,400257.0,128.6673312396785,4.5687732159241845
2008-2024,Ireland,assault_public_servant,2.0,27527.0,7.265593780651723,0.2579897316824916
2008-2024,Israel,assault_public_servant,14.0,23116.0,60.564111437965046,2.150535707223033
2008-2024,Italy,assault_public_servant,9.0,119609.0,7.524517385815449,0.26718369895332095
2008-2024,Japan,assault_public_servant,0.0,25737.0,0.0,0.0
2008-2024,Jordan,assault_public_servant,71.0,30372.0,233.76794415909393,8.300729577006788
2008-2024,Kenya,assault_public_servant,15.0,20017.0,74.93630414147974,2.660869514921297
2008-2024,Kuwait,assault_public_servant,82.0,25054.0,327.2930470184402,11.621657903128517
2008-2024,Latvia,assault_public_servant,19.0,67973.0,27.952275168081442,0.9925410349436908
2008-2024,Lebanon,assault_public_servant,831.0,330530.0,251.41439506247542,8.927327109315192
2008-2024,Lithuania,assault_public_servant,38.0,159385.0,23.841641308780627,0.8465789348838034
2008-2024,Morocco,assault_public_servant,219.0,144210.0,151.8618681090077,5.392374496710508
2008-2024,Myanmar,assault_public_servant,10.0,25559.0,39.12516139129074,1.3892725349238912
2008-2024,Netherlands,assault_public_servant,13.0,108510.0,11.980462630172333,0.42540725957198094
2008-2024,Nigeria,assault_public_servant,12.0,21137.0,56.77248426929082,2.015901029670421
2008-2024,Norway,assault_public_servant,48.0,257077.0,18.671448632121894,0.6629935787976938
2008-2024,Pakistan,assault_public_servant,195.0,326346.0,59.752532588112004,2.121717827221216
2008-2024,Philippines,assault_public_servant,10.0,171175.0,5.841974587410545,0.2074392681181232
2008-2024,Poland,assault_public_servant,186.0,591651.0,31.43745214662022,1.1162941514410136
2008-2024,Portugal,assault_public_servant,3.0,34501.0,8.69540013332947,0.30875989148244753
2008-2024,Republic of North Macedonia,assault_public_servant,25.0,64581.0,38.71107601306886,1.3745690187562805
2008-2024,Romania,assault_public_servant,45.0,335206.0,13.424580705595963,0.4766856059871805
2008-2024,Russia,assault_public_servant,24.0,93506.0,25.666802130344575,0.9113875059171322
2008-2024,Serbia and Montenegro,assault_public_servant,8.0,12312.0,64.9772579597141,2.307239552964245
2008-2024,Somalia,assault_public_servant,673.0,217790.0,309.01326966343726,10.972571951256064
2008-2024,South Africa,assault_public_servant,9.0,17813.0,50.52489754673554,1.7940591168308408
2008-2024,Soviet Union,assault_public_servant,9.0,18302.0,49.1749535569883,1.746124743094075
2008-2024,Spain,assault_public_servant,6.0,90905.0,6.6002970133656005,0.23436609682714746
2008-2024,Sri Lanka,assault_public_servant,45.0,155984.0,28.84911272951072,1.0243863168051774
2008-2024,Sweden,assault_public_servant,51.0,242189.0,21.057934092795296,0.747733899031792
2008-2024,Switzerland,assault_public_servant,0.0,25324.0,0.0,0.0
2008-2024,Syria,assault_public_servant,289.0,271800.0,106.3281824871229,3.7755454128456973
2008-2024,Tanzania,assault_public_servant,7.0,13165.0,53.17128750474744,1.8880282342638677
2008-2024,Thailand,assault_public_servant,32.0,177604.0,18.01761221594108,0.6397768828651559
2008-2024,Tunisia,assault_public_servant,44.0,19152.0,229.7410192147034,8.157739847980725
2008-2024,Turkey,assault_public_servant,666.0,868883.0,76.65013586409216,2.7217249659159797
2008-2024,USA,assault_public_servant,9.0,137041.0,6.56737764610591,0.23319718221632768
2008-2024,Uganda,assault_public_servant,47.0,24898.0,188.77018234396337,6.702930299002441
2008-2024,Ukraine,assault_public_servant,32.0,183616.0,17.42767514813524,0.6188291516228606
2008-2024,United Kingdom,assault_public_servant,41.0,234341.0,17.495871401077917,0.6212506925910999
2008-2024,Vietnam,assault_public_servant,50.0,203211.0,24.60496725078859,0.8736834305259001
2008-2024,Yugoslavia,assault_public_servant,176.0,224154.0,78.51744782604815,2.7880302572075775
2008-2024,"Yugoslavia, Federal Republic",assault_public_servant,24.0,23594.0,101.72077646859371,3.6119437199409754
2010-2022,Afghanistan,assault_public_servant,149.0,160073.0,93.08253109518782,3.286478315155533
2010-2022,Algeria,assault_public_servant,17.0,14993.0,113.3862469152271,4.003344530271693
2010-2022,Argentina,assault_public_servant,1.0,23342.0,4.284123040013709,0.1512601484382191
2010-2022,Australia,assault_public_servant,1.0,26852.0,3.7241173841799493,0.13148794819175147
2010-2022,Austria,assault_public_servant,0.0,18586.0,0.0,0.0
2010-2022,Belgium,assault_public_servant,0.0,15237.0,0.0,0.0
2010-2022,Bosnia and Herzegovina,assault_public_servant,100.0,243601.0,41.050734602895716,1.4493841917089463
2010-2022,Brazil,assault_public_servant,11.0,41580.0,26.455026455026456,0.9340514245621457
2010-2022,Bulgaria,assault_public_servant,7.0,90196.0,7.76087631380549,0.27401437640155185
2010-2022,Canada,assault_public_servant,3.0,28270.0,10.611956137247967,0.3746778618512463
2010-2022,Chile,assault_public_servant,19.0,21018.0,90.39870587115806,3.1917201119066183
2010-2022,China,assault_public_servant,11.0,138718.0,7.929756772733171,0.2799770630581036
2010-2022,Croatia,assault_public_servant,3.0,20110.0,14.917951268025858,0.5267102513443427
2010-2022,Czechoslovakia,assault_public_servant,8.0,9558.0,83.69951872776731,2.9551909477672402
2010-2022,Denmark,assault_public_servant,14411.0,50881125.0,28.32288004638262,1.0
2010-2022,Egypt,assault_public_servant,32.0,26043.0,122.87370886610606,4.338319714128063
2010-2022,Estonia,assault_public_servant,6.0,16750.0,35.820895522388064,1.264733510989222
2010-2022,Ethiopia,assault_public_servant,27.0,17647.0,153.0005100017,5.4020110155160985
2010-2022,Finland,assault_public_servant,12.0,44148.0,27.18129926610492,0.9596940431761105
2010-2022,France,assault_public_servant,16.0,74102.0,21.591859868829452,0.7623469023443169
2010-2022,Germany,assault_public_servant,43.0,371268.0,11.581930034368703,0.4089248697661289
2010-2022,Ghana,assault_public_servant,28.0,26452.0,105.85210948132466,3.7373356561189133
2010-2022,Greece,assault_public_servant,4.0,30830.0,12.974375608173856,0.4580881459416037
2010-2022,Hungary,assault_public_servant,12.0,55693.0,21.54669348032966,0.7607522061684399
2010-2022,Iceland,assault_public_servant,33.0,93977.0,35.11497494067697,1.2398094714651675
2010-2022,India,assault_public_servant,7.0,113682.0,6.157527137101741,0.21740469638038015
2010-2022,Indonesia,assault_public_servant,1.0,12610.0,7.930214115781126,0.27999321053488585
2010-2022,Iran,assault_public_servant,209.0,213056.0,98.09627515770501,3.4634992979901353
2010-2022,Iraq,assault_public_servant,400.0,306074.0,130.68735011794533,4.614197069786928
2010-2022,Ireland,assault_public_servant,2.0,20627.0,9.696029475929606,0.3423391074654492
2010-2022,Israel,assault_public_servant,12.0,17535.0,68.43455945252353,2.4162288347954908
2010-2022,Italy,assault_public_servant,5.0,89921.0,5.560436383047342,0.19632312723640255
2010-2022,Japan,assault_public_servant,0.0,19530.0,0.0,0.0
2010-2022,Jordan,assault_public_servant,58.0,23279.0,249.15159585892866,8.79683123506185
2010-2022,Kenya,assault_public_servant,11.0,15336.0,71.72665623369849,2.5324633694114516
2010-2022,Kuwait,assault_public_servant,66.0,19019.0,347.0213996529786,12.252334476037861
2010-2022,Latvia,assault_public_servant,13.0,53580.0,24.262784621127285,0.8566496267820798
2010-2022,Lebanon,assault_public_servant,662.0,253367.0,261.28106659509723,9.225088203149308
2010-2022,Lithuania,assault_public_servant,24.0,125141.0,19.178366802247066,0.677133355465258
2010-2022,Morocco,assault_public_servant,169.0,110282.0,153.24350301953174,5.410590404950852
2010-2022,Myanmar,assault_public_servant,7.0,19997.0,35.005250787618145,1.2359354250094703
2010-2022,Netherlands,assault_public_servant,11.0,82420.0,13.346275175928172,0.4712188574774814
2010-2022,Nigeria,assault_public_servant,9.0,16077.0,55.98059339428998,1.9765148636937362
2010-2022,Norway,assault_public_servant,36.0,197405.0,18.236620146399535,0.6438829708184534
2010-2022,Pakistan,assault_public_servant,155.0,251508.0,61.62825834565898,2.1759177825395657
2010-2022,Philippines,assault_public_servant,9.0,134098.0,6.711509493057316,0.23696423111160642
2010-2022,Poland,assault_public_servant,142.0,453474.0,31.313812919814584,1.1056012972033176
2010-2022,Portugal,assault_public_servant,1.0,25510.0,3.920031360250882,0.1384051111268095
2010-2022,Republic of North Macedonia,assault_public_servant,23.0,49065.0,46.87659227555284,1.6550785865980422
2010-2022,Romania,assault_public_servant,27.0,253188.0,10.664012512441348,0.37651582377842785
2010-2022,Russia,assault_public_servant,18.0,70261.0,25.61876432160089,0.9045253971222783
2010-2022,Serbia and Montenegro,assault_public_servant,8.0,9360.0,85.47008547008546,3.0177046024315475
2010-2022,Somalia,assault_public_servant,537.0,166086.0,323.3264694194574,11.415734165803963
2010-2022,South Africa,assault_public_servant,6.0,13220.0,45.3857791225416,1.6024422321535146
2010-2022,Soviet Union,assault_public_servant,4.0,13944.0,28.686173264486516,1.0128268459107603
2010-2022,Spain,assault_public_servant,5.0,67916.0,7.362035455562753,0.25993244484693667
2010-2022,Sri Lanka,assault_public_servant,35.0,119742.0,29.229510113410498,1.0320105181938823
2010-2022,Sweden,assault_public_servant,35.0,184533.0,18.96679726661356,0.6696634394366964
2010-2022,Switzerland,assault_public_servant,0.0,19216.0,0.0,0.0
2010-2022,Syria,assault_public_servant,228.0,207323.0,109.97332664489709,3.882844063343862
2010-2022,Tanzania,assault_public_servant,4.0,9920.0,40.32258064516129,1.4236751551793994
2010-2022,Thailand,assault_public_servant,26.0,137191.0,18.951680503823138,0.669129709718332
2010-2022,Tunisia,assault_public_servant,31.0,14608.0,212.21248630887186,7.492616780544375
