arm,treat,spec,n,coef,se,lo,hi,first_stage_F
OLS,d_fb_share,raw,846,-0.009349620547622473,0.00554152379532278,-0.020210807605926834,0.0015115665106818863,
OLS,d_fb_share,"+size,age",846,-0.0039481646414342925,0.006157546928389497,-0.016016734854192943,0.008120405571324357,
OLS,d_fb_share,+college,846,-0.007404912222542452,0.006670964223844037,-0.02047976184343196,0.005669937398347056,
OLS,d_fb_share,+rent,846,-0.0074139178914019365,0.006663982004245498,-0.020475082613346157,0.005647246830542285,
OLS,d_fb_share,+region,846,-0.007439417808860231,0.005374766067397592,-0.01797376572628749,0.0030949301085670313,
OLS,d_mex_share,raw,846,-0.004771516049861988,0.005343357296887507,-0.015244303908290797,0.005701271808566822,
OLS,d_mex_share,"+size,age",846,-0.014598799500047874,0.0050768681889565605,-0.024549278304659822,-0.004648320695435925,
OLS,d_mex_share,+college,846,-0.013407948218373485,0.005381277086301044,-0.023955057498354172,-0.0028608389383927985,
OLS,d_mex_share,+rent,846,-0.0141092115655522,0.005683191485359704,-0.025248062194101913,-0.0029703609370024878,
OLS,d_mex_share,+region,846,-0.011333726151164621,0.004108871705100578,-0.019386966710257435,-0.003280485592071806,
OLS,d_mexborn_share,raw,364,-0.028996129407925245,0.00647349745987589,-0.04168395128329351,-0.01630830753255698,
OLS,d_mexborn_share,"+size,age",364,-0.020419562328752056,0.006069323058342587,-0.03231521693364202,-0.008523907723862093,
OLS,d_mexborn_share,+college,364,-0.02332709739852386,0.006300596961471859,-0.035676040524111205,-0.01097815427293652,
OLS,d_mexborn_share,+rent,364,-0.023467356048021207,0.006328406458669084,-0.035870804786543274,-0.011063907309499138,
OLS,d_mexborn_share,+region,364,-0.01278530250789661,0.005176056105830456,-0.022930186057282947,-0.002640418958510275,
OLS,d_asian_share,raw,846,0.0013774653598325394,0.00789831126261767,-0.014102940253585175,0.016857870973250255,
OLS,d_asian_share,"+size,age",846,-0.007513243286896643,0.006562466900431261,-0.020375442061478115,0.005348955487684829,
OLS,d_asian_share,+college,846,-0.012955708490424298,0.007081721739527965,-0.026835628048433452,0.0009242110675848556,
OLS,d_asian_share,+rent,846,-0.013923090426364044,0.007838902334590486,-0.029287056680488345,0.0014408758277602556,
OLS,d_asian_share,+region,846,-0.012844697789692602,0.0066508693164626705,-0.025880162115841963,0.00019076653645675942,
OLS,d_cuban_share,raw,846,0.06022662718382072,0.025095941817937412,0.011039485062550744,0.1094137693050907,
OLS,d_cuban_share,"+size,age",846,0.09255054042465961,0.023146194596766798,0.04718483263584109,0.13791624821347814,
OLS,d_cuban_share,+college,846,0.09957331456620228,0.02298806420613545,0.05451753664788244,0.1446290924845221,
OLS,d_cuban_share,+rent,846,0.10166334392078691,0.022727087726800647,0.05711907050277535,0.14620761733879847,
OLS,d_cuban_share,+region,846,0.05375515832634914,0.02267507961217402,0.009312818939909602,0.09819749771278868,
IV-shiftshare,d_fb_share,raw,368,-0.03945699060943797,0.05781635568373068,-0.1527770477495501,0.07386306653067416,2.050135324074787
IV-shiftshare,d_fb_share,"+size,age",368,0.09502487885060162,0.17715706633738687,-0.25220297117067664,0.4422527288718799,0.29864065324753714
IV-shiftshare,d_fb_share,+college,368,0.07940047507980807,0.12190016410987155,-0.15952384657554017,0.31832479673515635,0.443777257566226
IV-shiftshare,d_mex_share,raw,368,0.06098380843512152,0.03304543119544592,-0.0037852367079524857,0.12575285357819554,8.953824999537842
IV-shiftshare,d_mex_share,"+size,age",368,0.025465200832969437,0.0242848596126621,-0.02213312400784828,0.07306352567378716,8.042715758441277
IV-shiftshare,d_mex_share,+college,368,0.0457080028892598,0.03700893794397326,-0.026829515480927782,0.11824552125944739,5.8497063464960295
OLS per-capita,d_mex_pc,raw,846,1.6613172350046366,0.22512643436445812,1.2200775316823784,2.1025569383268947,
OLS per-capita,d_mex_pc,"+size,age",846,1.3374887208196937,0.24297122468664345,0.8612738711542833,1.813703570485104,
OLS per-capita,d_mex_pc,+college,846,1.6872340875311929,0.2187370320576357,1.2585173826130436,2.115950792449342,
OLS per-capita,d_mex_pc,+rent,846,1.7666171952299718,0.21687087902061458,1.3415580830540241,2.1916763074059196,
OLS per-capita,d_mex_pc,+region,846,1.50052162223662,0.19826185047548386,1.1119355357964062,1.8891077086768338,
OLS per-capita,d_fb_pc,raw,846,2.295107196207125,0.44109237735779905,1.430582022730688,3.159632369683562,
OLS per-capita,d_fb_pc,"+size,age",846,2.72838321761862,0.45519266475022013,1.8362219886813735,3.6205444465558667,
OLS per-capita,d_fb_pc,+college,846,2.7281733548594262,0.4666572320737331,1.8135419868697595,3.642804722849093,
OLS per-capita,d_fb_pc,+rent,846,2.843097077994676,0.4626794812032239,1.9362619584506802,3.7499321975386715,
OLS per-capita,d_fb_pc,+region,846,2.455722203272967,0.4841021480133534,1.5068994283283161,3.404544978217618,
OLS per-capita,d_asian_pc,raw,846,1.8308985774339555,0.6803582717478492,0.497420868224256,3.164376286643655,
OLS per-capita,d_asian_pc,"+size,age",846,1.9554127207305425,0.8526001413022998,0.28434715056427384,3.626478290896811,
OLS per-capita,d_asian_pc,+college,846,1.8856857083634972,0.8551764250968384,0.20957071474597866,3.561800701981016,
OLS per-capita,d_asian_pc,+rent,846,2.082127893324219,0.8294785150268815,0.45637987792176515,3.7078759087266726,
OLS per-capita,d_asian_pc,+region,846,1.3868068868759515,0.7275273292064836,-0.039120476137371574,2.8127342498892745,
OLS per-capita,d_cuban_pc,raw,846,3.0490216548156166,2.138871151498636,-1.1430887696934233,7.2411320793246565,
OLS per-capita,d_cuban_pc,"+size,age",846,4.567429830069875,2.2015550837469005,0.2524611559448875,8.882398504194862,
OLS per-capita,d_cuban_pc,+college,846,4.928490548028307,2.2158186567282043,0.5855657845691056,9.271415311487509,
OLS per-capita,d_cuban_pc,+rent,846,5.172741261585542,2.2066114453476415,0.8478623008302906,9.497620222340792,
OLS per-capita,d_cuban_pc,+region,846,2.9289598087552813,1.9707206758800395,-0.9335817395580293,6.791501357068592,
OLS +d_lrent (mediator),d_mex_share,+college+drent,846,-0.015532551051693936,0.004543395324914795,-0.02443744225605459,-0.006627659847333281,
OLS +d_lrent (mediator),d_lrent,with d_mex_share,846,0.6949484111900665,0.0987931828994696,0.5013173307890277,0.8885794915911052,
OLS +d_lrent (mediator),d_mexborn_share,+college+drent,364,-0.013380979557771948,0.005827224220487448,-0.024802129159766838,-0.001959829955777058,
OLS +d_lrent (mediator),d_lrent,with d_mexborn_share,364,0.6343682635573104,0.11944188973187266,0.4002664614374355,0.8684700656771852,
OLS +d_lrent (mediator),d_asian_share,+college+drent,846,-0.03095951272755669,0.007457673528008115,-0.04557628425091036,-0.016342741204203023,
OLS +d_lrent (mediator),d_lrent,with d_asian_share,846,0.7605200584771941,0.10319182910228204,0.558267789937909,0.9627723270164791,
OLS pop>=250k,d_mex_share,raw,171,-0.0068180907824806555,0.007885871455037472,-0.022274114821066573,0.008637933256105262,
OLS pop>=250k,d_mex_share,"+size,age",171,-0.02598552701325571,0.006928043329900775,-0.039564242423194174,-0.012406811603317244,
OLS pop>=250k,d_mex_share,+college,171,-0.026641664848311493,0.007099593524748232,-0.0405566124616918,-0.01272671723493118,
OLS pop>=250k,d_mex_share,+rent,171,-0.02717958358329703,0.007562614330800341,-0.04200203530063218,-0.012357131865961879,
OLS pop>=250k,d_mex_share,+region,171,-0.01704152858712548,0.005914754641924988,-0.02863423466268956,-0.0054488225115614,
