statefips,agi_stub,inflow_n1_0,inflow_n2_0,inflow_y1_agi_0,inflow_y2_agi_0,outflow_n1_0,outflow_n2_0,outflow_y1_agi_0,outflow_y2_agi_0,nonmig_n1_0,nonmig_n2_0,nonmig_y1_agi_0,nonmig_y2_agi_0,total_n1_0,total_n2_0,total_y1_agi_0,total_y2_agi_0,year2,pair
04,0,98938.0,192475.0,5816933.0,5529153.0,89120.0,172754.0,4297153.0,4547100.0,2085500.0,4768161.0,122532051.0,127596043.0,2223543,5043516,129910578,134738066,2012,1112
04,1,13877.0,20919.0,164653.0,80719.0,12721.0,18912.0,174135.0,74906.0,183524.0,295938.0,2106191.0,1086200.0,203303,326310,2340667,1202471,2012,1112
04,2,28735.0,51232.0,577739.0,492846.0,26732.0,47617.0,539110.0,458300.0,518758.0,1108088.0,9847034.0,9087956.0,559762,1183653,10654877,9791364,2012,1112
04,3,24817.0,47547.0,884760.0,892014.0,22826.0,43655.0,796803.0,814970.0,581781.0,1307368.0,20699039.0,20939883.0,617466,1378572,21952269,22219240,2012,1112
04,4,12249.0,25935.0,709468.0,750904.0,11439.0,24068.0,649541.0,701764.0,309484.0,728877.0,18486748.0,19039247.0,326629,766583,19475592,20088797,2012,1112
04,5,7263.0,16882.0,601062.0,627324.0,6376.0,15017.0,510937.0,550371.0,195374.0,504216.0,16213500.0,16889960.0,205054,527469,17006831,17725036,2012,1112
04,6,8983.0,22189.0,1122761.0,1212909.0,6947.0,17841.0,837951.0,928264.0,231961.0,637318.0,29163888.0,30855909.0,243266,665708,30557133,32371874,2012,1112
04,7,3014.0,7771.0,1756486.0,1472435.0,2079.0,5644.0,788674.0,1018522.0,64618.0,186356.0,26015649.0,29696884.0,68063,195221,27923206,31339280,2012,1112
05,0,31550.0,65426.0,1301177.0,1344930.0,32692.0,66515.0,1343123.0,1442812.0,931160.0,2118619.0,50019731.0,52126787.0,1004809,2271916,52699967,54932664,2012,1112
05,1,5465.0,9127.0,70640.0,32885.0,5606.0,9269.0,68150.0,34153.0,92656.0,159090.0,1021545.0,559867.0,105447,180745,1175652,637633,2012,1112
05,2,10470.0,20575.0,197258.0,175675.0,11035.0,21219.0,201581.0,185217.0,256400.0,534208.0,4759583.0,4466950.0,282195,585743,5219288,4902251,2012,1112
05,3,7570.0,15842.0,254479.0,268897.0,7800.0,15744.0,258661.0,278730.0,257916.0,572744.0,9156816.0,9251720.0,277012,612927,9783279,9925046,2012,1112
05,4,3445.0,7691.0,197333.0,210731.0,3690.0,8028.0,206792.0,226657.0,138959.0,342068.0,8277549.0,8541654.0,146466,359376,8699275,8999557,2012,1112
05,5,1912.0,4852.0,149156.0,164497.0,1861.0,4675.0,143699.0,160590.0,81546.0,217567.0,6718671.0,7035729.0,85313,227345,7010481,7359791,2012,1112
05,6,2103.0,5701.0,260833.0,284924.0,2076.0,5660.0,241197.0,274647.0,82020.0,229864.0,10121006.0,10777962.0,85798,240186,10573757,11281114,2012,1112
05,7,585.0,1638.0,171475.0,207317.0,624.0,1920.0,223040.0,282814.0,21663.0,63078.0,9964558.0,11492903.0,22578,65594,10238232,11827269,2012,1112
06,0,257361.0,462522.0,14316040.0,15911358.0,259618.0,486249.0,15287508.0,16045253.0,12852322.0,29687838.0,935252682.0,980850903.0,13570684,31042522,973876460,1022960661,2012,1112
06,1,35622.0,49597.0,519725.0,210125.0,35200.0,50419.0,519485.0,204485.0,1083499.0,1707558.0,12352056.0,6497762.0,1174783,1838159,13651340,7044785,2012,1112
06,2,73051.0,120501.0,1451772.0,1260372.0,75219.0,130119.0,1581077.0,1306621.0,2987777.0,6397371.0,56845991.0,52268076.0,3187470,6755975,60718302,55710927,2012,1112
06,3,64387.0,113067.0,2177991.0,2307923.0,64494.0,119701.0,2306952.0,2306046.0,3277289.0,7580688.0,116667380.0,118569242.0,3465543,7933447,123114153,125339513,2012,1112
06,4,32206.0,59513.0,1746580.0,1976578.0,31170.0,60909.0,1792665.0,1912131.0,1880638.0,4365108.0,112373856.0,115708610.0,1975867,4547967,117723889,121545984,2012,1112
06,5,18666.0,38315.0,1416430.0,1607932.0,18315.0,39243.0,1631402.0,1582725.0,1199800.0,2952984.0,100312794.0,103864977.0,1253994,3065812,104531371,108535258,2012,1112
06,6,23301.0,54299.0,2865195.0,3176530.0,24653.0,57796.0,3167501.0,3372430.0,1757160.0,4760654.0,228219180.0,239454462.0,1822498,4913829,236157919,248295815,2012,1112
06,7,10128.0,27230.0,4138342.0,5371896.0,10567.0,28062.0,4288423.0,5360813.0,666159.0,1923475.0,308481421.0,344487770.0,690529,1987333,317979483,356488378,2012,1112
08,0,89551.0,168002.0,4957537.0,5321502.0,75909.0,147128.0,3987933.0,4230852.0,1766830.0,3894893.0,125702799.0,133589606.0,1966906,4273647,135746405,144342127,2012,1112
08,1,11825.0,16598.0,156029.0,69617.0,9936.0,14267.0,119226.0,58002.0,132858.0,197766.0,1552213.0,758928.0,157051,232374,1851414,902096,2012,1112
08,2,25334.0,40532.0,486249.0,436047.0,21595.0,36374.0,450065.0,371800.0,346014.0,643744.0,6783006.0,6109910.0,403680,742647,7861895,7114399,2012,1112
08,3,22941.0,41503.0,674942.0,819526.0,19873.0,37613.0,705995.0,708802.0,463801.0,950560.0,16590300.0,16884131.0,521525,1056925,18420969,18943262,2012,1112
08,4,11333.0,23391.0,644911.0,695707.0,9648.0,20551.0,550401.0,591602.0,289762.0,650457.0,17529911.0,17882072.0,315304,702194,18976667,19441631,2012,1112
08,5,6509.0,15200.0,510858.0,561951.0,5559.0,13436.0,448537.0,479433.0,193318.0,490194.0,16229788.0,16745772.0,206778,521324,17281623,17906000,2012,1112
08,6,8506.0,21949.0,1057967.0,1147857.0,6988.0,18427.0,853931.0,943042.0,260848.0,725926.0,33343004.0,35070712.0,276991,767118,35336905,37238301,2012,1112
08,7,3103.0,8829.0,1426578.0,1590793.0,2310.0,6460.0,859775.0,1078168.0,80229.0,236246.0,33674574.0,40138079.0,85577,251065,36016930,42796434,2012,1112
09,0,38390.0,66797.0,3034229.0,3211085.0,45511.0,78288.0,4949118.0,5241997.0,1353284.0,2846252.0,131403189.0,134875450.0,1419168,2958275,135824502,139582622,2012,1112
09,1,4582.0,6391.0,63782.0,26563.0,5125.0,6897.0,81733.0,29557.0,99712.0,141046.0,1146686.0,574900.0,107204,151333,1245151,618399,2012,1112
09,2,9062.0,14663.0,184101.0,155127.0,10064.0,15211.0,223480.0,173693.0,238817.0,402597.0,4682973.0,4174785.0,254408,427187,4990272,4443469,2012,1112
09,3,10233.0,15615.0,342924.0,370623.0,11869.0,17735.0,455511.0,431468.0,317931.0,564284.0,11800286.0,11635519.0,336899,592938,12444811,12322986,2012,1112
09,4,5136.0,8630.0,269245.0,314053.0,6455.0,10772.0,370004.0,397250.0,217399.0,429210.0,13737889.0,13423152.0,226927,445095,14255999,14004238,2012,1112
09,5,3166.0,5813.0,250614.0,277696.0,3783.0,7442.0,304174.0,326689.0,152322.0,361108.0,12988228.0,13213743.0,157569,371116,13402827,13670594,2012,1112
09,6,3829.0,8836.0,470967.0,525709.0,5141.0,11786.0,666946.0,706385.0,233053.0,652655.0,30509226.0,31657174.0,239122,666845,31244279,32480313,2012,1112
09,7,2382.0,6849.0,1452593.0,1541310.0,3074.0,8445.0,2847266.0,3176954.0,94050.0,295352.0,56537898.0,60196173.0,97039,303761,58241161,62042620,2012,1112
10,0,16332.0,29538.0,861037.0,900506.0,15168.0,27738.0,833299.0,911597.0,332464.0,706482.0,21214587.0,21994856.0,352524,743086,22218285,23048656,2012,1112
10,1,2037.0,3077.0,27103.0,12141.0,1968.0,2961.0,26313.0,11778.0,25583.0,39441.0,288468.0,153914.0,28148,43382,321310,169249,2012,1112
10,2,4127.0,7111.0,81130.0,71662.0,4148.0,7138.0,82603.0,71666.0,71495.0,132223.0,1370377.0,1254215.0,76793,141462,1471990,1346165,2012,1112
10,3,4583.0,7807.0,165773.0,166271.0,4302.0,7456.0,146709.0,155364.0,88344.0,171819.0,3221606.0,3210879.0,94056,181678,3424776,3417042,2012,1112
10,4,2321.0,4226.0,128412.0,142293.0,1875.0,3426.0,103752.0,114713.0,53949.0,114229.0,3269109.0,3327995.0,56705,119361,3422036,3496832,2012,1112
10,5,1220.0,2509.0,98481.0,105601.0,1042.0,2226.0,80793.0,89611.0,35589.0,87881.0,2977036.0,3081013.0,37011,90844,3091003,3204213,2012,1112
10,6,1571.0,3588.0,193675.0,212741.0,1333.0,3256.0,158826.0,182677.0,46243.0,128439.0,5865784.0,6167473.0,48043,132601,6090334,6415078,2012,1112
10,7,473.0,1220.0,166459.0,189794.0,500.0,1275.0,234299.0,285785.0,11261.0,32450.0,4222205.0,4799365.0,11768,33758,4396832,5000073,2012,1112
11,0,28466.0,40123.0,1559606.0,1752081.0,28218.0,42378.0,1824988.0,2072308.0,234921.0,395626.0,20249535.0,21727542.0,263387,435749,21809142,23479623,2012,1112
11,1,3071.0,4012.0,41026.0,17881.0,2371.0,3103.0,35663.0,13721.0,16805.0,25045.0,195672.0,99151.0,19876,29057,236699,117033,2012,1112
11,2,6060.0,8822.0,115301.0,106259.0,5153.0,7948.0,116195.0,90569.0,41356.0,74611.0,812595.0,723788.0,47416,83433,927896,830048,2012,1112
11,3,8698.0,11597.0,318215.0,321378.0,7969.0,11096.0,275566.0,297403.0,61813.0,102420.0,2174384.0,2284195.0,70511,114017,2492600,2605574,2012,1112
11,4,4818.0,6153.0,245398.0,293211.0,5124.0,6785.0,278528.0,311237.0,39724.0,56836.0,2273652.0,2434297.0,44542,62989,2519050,2727508,2012,1112
11,5,2253.0,3187.0,167235.0,193736.0,2673.0,3890.0,208111.0,230592.0,23384.0,34068.0,1920724.0,2020473.0,25637,37255,2087960,2214210,2012,1112
11,6,2601.0,4287.0,305586.0,354893.0,3538.0,6329.0,428512.0,485136.0,33909.0,59261.0,4372570.0,4670504.0,36510,63548,4678157,5025398,2012,1112
11,7,965.0,2065.0,366841.0,464719.0,1390.0,3227.0,482411.0,643648.0,17930.0,43385.0,8499935.0,9495130.0,18895,45450,8866777,9959850,2012,1112
12,0,309040.0,547798.0,21987308.0,21467598.0,298953.0,498493.0,13463647.0,13819799.0,6842479.0,13920662.0,404879291.0,423121817.0,7524022,15080412,441194425,459423769,2012,1112
12,1,43219.0,61020.0,789333.0,259095.0,47813.0,66395.0,924954.0,277976.0,738583.0,1090138.0,7677749.0,4460986.0,836809,1226819,9385192,5058735,2012,1112
12,2,93531.0,153604.0,2446218.0,1601569.0,100863.0,157387.0,2311669.0,1713690.0,1908954.0,3635657.0,36284949.0,32988887.0,2136564,4005976,41728058,36887588,2012,1112
12,3,79957.0,134845.0,3425672.0,2874328.0,81522.0,129063.0,2812935.0,2951157.0,1871714.0,3612482.0,66345756.0,67085797.0,2064815,3922253,73423195,74012538,2012,1112
12,4,34451.0,66428.0,2140755.0,2106667.0,30248.0,56552.0,1613453.0,1843698.0,925516.0,1992918.0,55358271.0,56792816.0,995741,2124486,59379604,61066295,2012,1112
12,5,20020.0,43202.0,1691466.0,1731128.0,15687.0,33699.0,1185127.0,1351084.0,546809.0,1326281.0,45537494.0,47217468.0,582410,1402910,48369157,50285121,2012,1112
12,6,26078.0,60473.0,3401446.0,3532832.0,16730.0,40040.0,2036971.0,2246775.0,634607.0,1673249.0,80689361.0,84599689.0,675039,1768452,85737841,90044228,2012,1112
12,7,11784.0,28226.0,8092415.0,9361975.0,6090.0,15357.0,2578534.0,3435415.0,216296.0,589937.0,112985707.0,129976171.0,232644,629516,123171375,142069261,2012,1112
13,0,144522.0,275434.0,6332566.0,6479102.0,141896.0,275815.0,6040142.0,6496006.0,3171463.0,7286215.0,184334804.0,192461667.0,3552438,8031334,198946800,207772019,2012,1112
13,1,21222.0,31997.0,450088.0,129781.0,22323.0,33638.0,324419.0,134636.0,333222.0,519862.0,3280910.0,1844932.0,391305,608612,4191328,2212149,2012,1112
13,2,47847.0,86971.0,988546.0,819000.0,46236.0,87083.0,930996.0,784769.0,849200.0,1870237.0,15542920.0,14628398.0,985594,2135273,18153144,16941440,2012,1112
13,3,40214.0,74457.0,1333101.0,1435637.0,38860.0,74943.0,1249375.0,1391221.0,813921.0,1825389.0,28647807.0,29231367.0,921060,2032551,32075403,33029114,2012,1112
13,4,15342.0,31090.0,820074.0,933797.0,15168.0,31167.0,792950.0,924231.0,440575.0,1024922.0,26265000.0,27073737.0,477892,1101670,28250991,29335905,2012,1112
13,5,7878.0,18498.0,602093.0,679822.0,7553.0,17524.0,564974.0,650397.0,275580.0,716318.0,22929052.0,23848316.0,292853,757127,24270181,25335732,2012,1112
13,6,9017.0,23745.0,1094497.0,1214791.0,8615.0,22376.0,1039884.0,1164269.0,350634.0,996956.0,44719542.0,46978189.0,369553,1046829,46981687,49513753,2012,1112
13,7,3002.0,8676.0,1044164.0,1266272.0,3141.0,9084.0,1137541.0,1446480.0,108331.0,332531.0,42949569.0,48856725.0,114181,349272,45024063,51403922,2012,1112
15,0,26485.0,52744.0,1222500.0,1333311.0,25893.0,53713.0,1150209.0,1178735.0,509824.0,1061514.0,29789787.0,30832389.0,539495,1119875,31132268,32294371,2012,1112
15,1,3229.0,4994.0,49911.0,19138.0,3228.0,5069.0,53704.0,18929.0,47299.0,71131.0,506679.0,260124.0,51102,77022,563548,282384,2012,1112
15,2,7816.0,13241.0,153005.0,137514.0,7414.0,13479.0,154916.0,129727.0,105061.0,187621.0,1998527.0,1861372.0,113811,202480,2169146,2014842,2012,1112
15,3,7913.0,16166.0,264906.0,281899.0,8016.0,16883.0,271521.0,284377.0,147100.0,279859.0,5265344.0,5341962.0,155922,297548,5561558,5656628,2012,1112
15,4,3251.0,7572.0,180949.0,198416.0,3271.0,7824.0,182498.0,199403.0,82315.0,182922.0,4895283.0,5061547.0,85927,191188,5097379,5282514,2012,1112
15,5,1820.0,4501.0,141450.0,156847.0,1748.0,4610.0,138491.0,151090.0,52454.0,133423.0,4352008.0,4539376.0,54456,138304,4507598,4712009,2012,1112
15,6,1921.0,4931.0,229059.0,259679.0,1799.0,4781.0,217880.0,238311.0,62040.0,170456.0,7687965.0,8190576.0,64150,175813,7940020,8477028,2012,1112
15,7,535.0,1339.0,203215.0,279815.0,417.0,1067.0,131197.0,156896.0,13555.0,36102.0,5083978.0,5577430.0,14127,37520,5293016,5868963,2012,1112
16,0,23760.0,50058.0,1077500.0,1129915.0,23471.0,49723.0,963839.0,1114215.0,506626.0,1216247.0,27369170.0,28587388.0,548777,1307235,29046817,30353908,2012,1112
16,1,3553.0,5480.0,46545.0,20598.0,3830.0,6072.0,46931.0,22429.0,48418.0,77760.0,520481.0,278827.0,55040,88230,600143,317464,2012,1112
16,2,7331.0,13363.0,140813.0,126014.0,7708.0,14332.0,145509.0,132315.0,122840.0,242059.0,2336103.0,2152801.0,136811,268647,2591814,2392355,2012,1112
16,3,5921.0,12754.0,185805.0,211796.0,6174.0,13661.0,202251.0,218974.0,142841.0,346374.0,5126934.0,5166134.0,153889,371681,5480604,5557803,2012,1112
16,4,2902.0,7181.0,169542.0,178270.0,2684.0,6889.0,147600.0,164246.0,84875.0,232410.0,5050164.0,5220262.0,89708,245004,5327499,5515676,2012,1112
16,5,1695.0,4608.0,138678.0,145956.0,1325.0,3638.0,103328.0,114360.0,49657.0,143781.0,4087029.0,4283371.0,52214,150880,4293420,4503789,2012,1112
16,6,1829.0,5119.0,217574.0,242778.0,1412.0,4130.0,165938.0,185966.0,46679.0,138902.0,5730871.0,6083334.0,49147,145932,6020735,6409112,2012,1112
16,7,529.0,1553.0,178540.0,204501.0,338.0,1001.0,152279.0,275922.0,11316.0,34961.0,4517585.0,5402657.0,11968,36861,4732599,5657707,2012,1112
17,0,104174.0,187308.0,5367638.0,5796244.0,128851.0,238585.0,8003088.0,8568497.0,4729015.0,10588346.0,329687662.0,344618023.0,4972588,11045520,341597483,357454967,2012,1112
17,1,16358.0,23371.0,328062.0,98575.0,17985.0,25729.0,276022.0,106459.0,404809.0,612097.0,4437885.0,2404491.0,439244,662184,4978362,2611230,2012,1112
17,2,29942.0,51974.0,559477.0,509385.0,35656.0,61732.0,715139.0,607018.0,1037997.0,2077678.0,19541394.0,18035342.0,1107682,2202615,20813409,19226668,2012,1112
17,3,25952.0,43799.0,851122.0,932264.0,30900.0,52811.0,1091733.0,1114721.0,1193174.0,2497825.0,43008137.0,43354760.0,1259207,2615312,45202516,45731105,2012,1112
17,4,12860.0,22924.0,691487.0,786606.0,16169.0,30033.0,936634.0,991008.0,750347.0,1674352.0,45004827.0,46267501.0,781866,1734804,46744859,48191506,2012,1112
17,5,6835.0,14377.0,612451.0,590239.0,9325.0,20369.0,732756.0,804964.0,494122.0,1256504.0,41215525.0,42760736.0,510497,1293766,42577657,44173139,2012,1112
17,6,8711.0,21021.0,1040663.0,1182805.0,12896.0,31743.0,1616416.0,1764880.0,642656.0,1835357.0,81426581.0,86154341.0,661666,1883775,83681617,88712142,2012,1112
17,7,3516.0,9842.0,1284374.0,1696366.0,5920.0,16168.0,2634386.0,3179445.0,205910.0,634533.0,95053312.0,105640847.0,212426,653064,97599060,108809173,2012,1112
18,0,58273.0,115127.0,2564874.0,2711971.0,62083.0,120485.0,2856590.0,3021882.0,2312702.0,5226506.0,129154257.0,134668913.0,2464316,5527144,135189984,141184592,2012,1112
18,1,9495.0,14833.0,120455.0,56424.0,10075.0,15187.0,109926.0,59611.0,238165.0,367476.0,2387655.0,1367870.0,262222,404884,2657083,1509907,2012,1112
18,2,18296.0,34377.0,339400.0,310320.0,19436.0,34908.0,358885.0,329275.0,537640.0,1040941.0,10022718.0,9312788.0,585753,1129142,10879954,10134339,2012,1112
18,3,14825.0,28589.0,505886.0,528485.0,15755.0,30097.0,519983.0,563483.0,618955.0,1331968.0,22341075.0,22417115.0,661349,1415708,23741531,23924835,2012,1112
18,4,6663.0,13827.0,365205.0,407263.0,6991.0,14531.0,390788.0,427387.0,376742.0,928734.0,22656114.0,23247875.0,394018,966856,23614292,24300775,2012,1112
18,5,3584.0,8695.0,284106.0,309378.0,3753.0,9148.0,297668.0,324464.0,239957.0,659841.0,19833634.0,20725555.0,248570,681708,20513724,21467882,2012,1112
18,6,4163.0,11107.0,503135.0,561132.0,4642.0,12579.0,565175.0,620629.0,245215.0,724316.0,29922420.0,32021937.0,254056,748687,30962850,33196681,2012,1112
18,7,1247.0,3699.0,446683.0,538966.0,1431.0,4035.0,614162.0,697030.0,56028.0,173230.0,21990637.0,25575770.0,58348,180159,22820548,26650170,2012,1112
19,0,30035.0,59131.0,1265021.0,1419289.0,31963.0,59959.0,1401958.0,1499118.0,1102138.0,2433401.0,66083093.0,69510794.0,1172264,2566705,68874130,72585550,2012,1112
19,1,4576.0,6927.0,56207.0,26919.0,4975.0,7247.0,61642.0,28532.0,81503.0,122494.0,887818.0,475388.0,91440,137381,1003139,533998,2012,1112
19,2,9322.0,16765.0,172542.0,159698.0,9790.0,16352.0,211047.0,167884.0,223544.0,384785.0,4308610.0,3950154.0,245240,421322,4698857,4326255,2012,1112
19,3,7954.0,15300.0,267439.0,284121.0,8495.0,15227.0,285811.0,304936.0,306044.0,596646.0,11085945.0,11167245.0,326697,634004,11762512,11902341,2012,1112
19,4,3534.0,7522.0,198433.0,215660.0,3756.0,8120.0,209170.0,228714.0,199092.0,489115.0,11851044.0,12285856.0,207263,507063,12306334,12784022,2012,1112
19,5,1952.0,4947.0,152317.0,168394.0,2042.0,4989.0,162466.0,175935.0,130832.0,363886.0,10794653.0,11301957.0,135130,375126,11128274,11672615,2012,1112
19,6,2102.0,5881.0,247862.0,284707.0,2238.0,6169.0,263906.0,297241.0,130565.0,386109.0,15792515.0,17042889.0,134852,398272,16290155,17614693,2012,1112
19,7,595.0,1789.0,170219.0,279788.0,667.0,1855.0,207914.0,295873.0,30558.0,90366.0,11362504.0,13287302.0,31642,93537,11684858,13751624,2012,1112
20,0,38727.0,79237.0,1922288.0,1811390.0,42109.0,86411.0,1901215.0,2095940.0,994696.0,2251645.0,63576853.0,66386203.0,1076143,2415907,67047985,69875764,2012,1112
20,1,5969.0,9565.0,83134.0,34722.0,6187.0,10174.0,82571.0,36166.0,93365.0,143273.0,961673.0,507464.0,106137,163408,1116225,580574,2012,1112
20,2,11864.0,21777.0,224187.0,204869.0,12226.0,21904.0,231568.0,211413.0,208155.0,386705.0,3990910.0,3656669.0,233214,431539,4447693,4089944,2012,1112
20,3,10311.0,21259.0,343788.0,366081.0,11851.0,23988.0,386489.0,421564.0,264386.0,560101.0,9547241.0,9588217.0,287289,606423,10308377,10401492,2012,1112
20,4,4655.0,10455.0,257548.0,283879.0,5103.0,11513.0,281325.0,311805.0,164334.0,404422.0,9894712.0,10148078.0,174157,427473,10439410,10746550,2012,1112
20,5,2503.0,6622.0,192973.0,215485.0,2781.0,7531.0,213933.0,238399.0,107343.0,295133.0,8926338.0,9286333.0,112369,308721,9315883,9719108,2012,1112
20,6,2660.0,7361.0,559145.0,369210.0,3060.0,8654.0,366246.0,414125.0,123368.0,360065.0,15353695.0,16309720.0,128015,372967,16136182,16937572,2012,1112
20,7,765.0,2198.0,261510.0,337142.0,901.0,2647.0,339080.0,462466.0,33745.0,101946.0,14902280.0,16889720.0,34962,105376,15284211,17400521,2012,1112
21,0,44112.0,89093.0,1846543.0,2038496.0,44922.0,90974.0,1844701.0,1972423.0,1435719.0,3212726.0,77985753.0,80007357.0,1538322,3422934,81818698,84149957,2012,1112
21,1,7205.0,11553.0,92792.0,42252.0,7333.0,12023.0,88848.0,43806.0,140216.0,238575.0,1475213.0,838396.0,157411,267229,1671718,941210,2012,1112
21,2,14065.0,26339.0,255855.0,239483.0,14646.0,27434.0,270031.0,250997.0,363080.0,713950.0,6703954.0,6299786.0,397802,780611,7314058,6890335,2012,1112
21,3,11422.0,23261.0,388800.0,405901.0,11916.0,24492.0,385144.0,423314.0,391311.0,820209.0,14010031.0,14132431.0,419010,877530,14934383,15112072,2012,1112
21,4,4892.0,10774.0,270127.0,298911.0,4827.0,10716.0,263997.0,294597.0,228651.0,555572.0,13690681.0,14092750.0,239554,580645,14298840,14757666,2012,1112
21,5,2774.0,6795.0,214319.0,239347.0,2536.0,6298.0,197022.0,218669.0,140858.0,384214.0,11637649.0,12152715.0,146305,398106,12066868,12621724,2012,1112
21,6,2913.0,7979.0,344034.0,385665.0,2802.0,7494.0,335224.0,373448.0,138716.0,402250.0,17147982.0,18068645.0,143994,416861,17769694,18769276,2012,1112
21,7,841.0,2392.0,280613.0,426934.0,862.0,2517.0,304433.0,367590.0,32887.0,97956.0,13320239.0,14422631.0,34246,101952,13763134,15057670,2012,1112
22,0,44577.0,88302.0,1783650.0,1945386.0,44548.0,89390.0,1956615.0,2029815.0,1477923.0,3298043.0,82700851.0,86628448.0,1590484,3526534,86994630,91459895,2012,1112
22,1,7574.0,11828.0,102574.0,46132.0,7079.0,11200.0,91518.0,43190.0,138583.0,229976.0,1599794.0,866149.0,156471,258696,1822837,978393,2012,1112
22,2,14116.0,26859.0,265812.0,237882.0,13831.0,25904.0,266048.0,233237.0,412129.0,865148.0,7601922.0,7078418.0,449940,940919,8279489,7713508,2012,1112
22,3,11749.0,23534.0,381945.0,422064.0,11606.0,23064.0,390737.0,414917.0,383053.0,786954.0,12957154.0,13815875.0,413254,847383,13943878,14896578,2012,1112
22,4,4991.0,10488.0,263426.0,302588.0,5137.0,11193.0,280095.0,313646.0,210436.0,486567.0,12562831.0,12938227.0,222960,513459,13247958,13699248,2012,1112
22,5,2457.0,5845.0,185977.0,211177.0,2701.0,6666.0,209090.0,232812.0,132828.0,352513.0,11046149.0,11493502.0,138957,367612,11514893,12020451,2012,1112
22,6,2922.0,7604.0,349924.0,396736.0,3269.0,8758.0,388277.0,439517.0,158952.0,455702.0,19789534.0,20985130.0,165488,473217,20562711,21854925,2012,1112
22,7,768.0,2144.0,233989.0,328804.0,925.0,2605.0,330845.0,352493.0,41942.0,121183.0,17143464.0,19451144.0,43414,125248,17622861,20296788,2012,1112
23,0,14605.0,24997.0,831438.0,827721.0,14621.0,24506.0,680921.0,710712.0,490531.0,1000862.0,27172070.0,27839503.0,520513,1051925,28535609,29231847,2012,1112
23,1,2109.0,2889.0,50641.0,11997.0,2243.0,3000.0,30856.0,12998.0,44877.0,66952.0,484960.0,257827.0,49370,73409,561227,283713,2012,1112
23,2,4104.0,6134.0,83092.0,70160.0,4457.0,6551.0,88026.0,76777.0,113938.0,188590.0,2171291.0,2005761.0,123475,203067,2349438,2170497,2012,1112
23,3,3794.0,6215.0,134868.0,135916.0,3918.0,6295.0,136093.0,139805.0,138723.0,258423.0,5040028.0,5022269.0,147043,272035,5324458,5316827,2012,1112
