statefips,agi_stub,inflow_n1_0,inflow_n2_0,inflow_y1_agi_0,inflow_y2_agi_0,outflow_n1_0,outflow_n2_0,outflow_y1_agi_0,outflow_y2_agi_0,nonmig_n1_0,nonmig_n2_0,nonmig_y1_agi_0,nonmig_y2_agi_0,total_n1_0,total_n2_0,total_y1_agi_0,total_y2_agi_0,year2,pair
56,7,345.0,904.0,249934.0,540454.0,382.0,1034.0,160310.0,264652.0,7918.0,20808.0,4553365.0,14970143.0,8317,21838,4822815,15559450,2013,1213
01,0,44042.0,93455.0,2095108.0,2155280.0,46809.0,97255.0,2203787.0,2264090.0,1563089.0,3534899.0,92774205.0,93155706.0,1663655,3748068,97120991,97625193,2014,1314
01,1,5962.0,9541.0,76742.0,36885.0,6643.0,10227.0,86318.0,41030.0,130442.0,215401.0,1513341.0,823105.0,143816,237017,1677861,907684,2014,1314
01,2,13165.0,26175.0,252665.0,222328.0,14536.0,28140.0,264621.0,245837.0,420791.0,890649.0,7733261.0,7271921.0,453347,957216,8323742,7824900,2014,1314
01,3,11363.0,23920.0,390829.0,408525.0,12200.0,25508.0,404067.0,437616.0,414568.0,884176.0,14727610.0,14926955.0,442216,942326,15650724,15913188,2014,1314
01,4,5562.0,12631.0,316778.0,340202.0,5636.0,12520.0,313702.0,344430.0,228106.0,530621.0,13729190.0,14035103.0,239992,557358,14401696,14760514,2014,1314
01,5,3241.0,8284.0,256036.0,280034.0,3176.0,8051.0,248438.0,274578.0,147919.0,386666.0,12455325.0,12805345.0,154327,403068,12960606,13358445,2014,1314
01,6,3782.0,10218.0,466281.0,505115.0,3677.0,10133.0,446324.0,488042.0,175762.0,494400.0,22399361.0,23242682.0,182785,513463,23249816,24175216,2014,1314
01,7,967.0,2686.0,335774.0,362188.0,941.0,2676.0,440313.0,432554.0,45501.0,132986.0,20216114.0,20050592.0,47172,137620,20856543,20685243,2014,1314
02,0,15649.0,31150.0,708183.0,771900.0,18920.0,38902.0,980394.0,1030627.0,257540.0,544036.0,19353581.0,19879941.0,280063,588029,20412245,21029914,2014,1314
02,1,1468.0,2066.0,21947.0,8702.0,1637.0,2320.0,28969.0,9743.0,17905.0,26122.0,207794.0,98941.0,20131,29260,238807,111916,2014,1314
02,2,4515.0,6941.0,83428.0,81327.0,4491.0,7099.0,95602.0,80565.0,40697.0,69024.0,813819.0,726506.0,46719,78334,925607,833896,2014,1314
02,3,4973.0,10262.0,156261.0,176785.0,5980.0,12483.0,190468.0,211361.0,64223.0,120680.0,2287475.0,2359050.0,71054,134170,2508307,2603275,2014,1314
02,4,2102.0,4989.0,116914.0,128349.0,2748.0,6397.0,157720.0,167993.0,43354.0,91302.0,2592160.0,2679335.0,46572,98496,2772465,2876451,2014,1314
02,5,1082.0,2908.0,83536.0,93253.0,1581.0,4066.0,125722.0,136692.0,31300.0,75553.0,2611498.0,2716443.0,33101,80107,2752867,2871741,2014,1314
02,6,1179.0,3093.0,134549.0,156244.0,2044.0,5360.0,256720.0,274878.0,47984.0,128786.0,6170417.0,6489712.0,49953,133889,6398141,6750708,2014,1314
02,7,330.0,891.0,111546.0,127236.0,439.0,1177.0,125189.0,149392.0,12077.0,32569.0,4670415.0,4809950.0,12533,33773,4816048,4981925,2014,1314
04,0,96526.0,188799.0,5913798.0,5936626.0,84371.0,165884.0,4562871.0,4695505.0,2132488.0,4805458.0,136252731.0,137755082.0,2265969,5071245,143697070,145296548,2014,1314
04,1,12023.0,17922.0,166295.0,71399.0,10964.0,16335.0,150566.0,64917.0,170497.0,272657.0,2026857.0,1003693.0,187416,298506,2251541,1104750,2014,1314
04,2,26414.0,46376.0,541410.0,455213.0,23550.0,41668.0,467441.0,404687.0,503789.0,1041606.0,9532833.0,8866436.0,541617,1110157,10277364,9517414,2014,1314
04,3,24069.0,46460.0,863053.0,864351.0,22088.0,42852.0,781566.0,792110.0,594298.0,1302595.0,21071464.0,21414153.0,628934,1371052,22290259,22654897,2014,1314
04,4,12629.0,26605.0,739832.0,774180.0,11105.0,23325.0,654107.0,681060.0,320458.0,740507.0,19284633.0,19730870.0,337842,778330,20298257,20796174,2014,1314
04,5,7601.0,17545.0,628986.0,657227.0,6425.0,15266.0,524764.0,554882.0,206080.0,522540.0,17364046.0,17842462.0,216052,546110,18184024,18704029,2014,1314
04,6,10111.0,24600.0,1319556.0,1363740.0,7785.0,19870.0,984956.0,1043739.0,260606.0,707539.0,33504508.0,34840120.0,273162,738532,35115910,36525614,2014,1314
04,7,3679.0,9291.0,1654664.0,1750512.0,2454.0,6568.0,999468.0,1154107.0,76760.0,218014.0,33468386.0,34057344.0,80946,228558,35279712,35993667,2014,1314
05,0,28743.0,60330.0,1289711.0,1345445.0,31258.0,64730.0,1357557.0,1422319.0,928538.0,2105694.0,55953270.0,55576198.0,996701,2247721,58653845,58389183,2014,1314
05,1,4664.0,7749.0,61285.0,27930.0,5044.0,8394.0,66692.0,30811.0,84604.0,143648.0,970528.0,513065.0,95645,162169,1105622,580277,2014,1314
05,2,9125.0,18081.0,170759.0,154277.0,10189.0,19887.0,184873.0,171931.0,244600.0,505152.0,4600125.0,4278467.0,267839,551386,5015228,4671867,2014,1314
05,3,6957.0,14630.0,239307.0,247575.0,7589.0,15683.0,253491.0,270259.0,256642.0,563713.0,9180880.0,9234224.0,274494,601013,9778847,9867161,2014,1314
05,4,3175.0,7199.0,184564.0,194110.0,3533.0,8019.0,197552.0,216403.0,139266.0,337485.0,8360297.0,8560814.0,146413,354074,8763135,8995662,2014,1314
05,5,1817.0,4507.0,147710.0,157100.0,2016.0,5022.0,161109.0,174151.0,84489.0,222437.0,7052752.0,7304530.0,88191,231811,7346078,7623999,2014,1314
05,6,2335.0,6274.0,283730.0,314878.0,2221.0,5834.0,267901.0,297418.0,92676.0,257259.0,11649062.0,12235781.0,96825,268424,12145494,12786102,2014,1314
05,7,670.0,1890.0,202353.0,249571.0,666.0,1891.0,225935.0,261343.0,26261.0,76000.0,14139624.0,13449314.0,27294,78844,14499438,13864113,2014,1314
06,0,248091.0,446932.0,15926916.0,17331745.0,263027.0,504843.0,19793573.0,21789888.0,13090287.0,29921019.0,1070339044.0,1079102969.0,13775555,31204379,1114060826,1125448034,2014,1314
06,1,29860.0,41255.0,428847.0,174475.0,32055.0,45900.0,469987.0,188533.0,1013286.0,1570190.0,11557384.0,6048715.0,1089558,1678357,12584115,6502949,2014,1314
06,2,65583.0,105046.0,1317429.0,1143367.0,70956.0,123000.0,1449319.0,1230658.0,2872157.0,5950175.0,54046057.0,50335247.0,3048334,6256447,57462038,53393039,2014,1314
06,3,63130.0,111364.0,2152849.0,2257577.0,64687.0,123156.0,2275879.0,2308943.0,3319248.0,7566529.0,117334146.0,120160893.0,3498421,7896930,123438938,126611109,2014,1314
06,4,32438.0,59598.0,1823701.0,1989080.0,32443.0,64238.0,1909559.0,1993408.0,1913323.0,4401661.0,114590577.0,117748013.0,2007459,4580132,119900782,123518557,2014,1314
06,5,19260.0,39399.0,1506621.0,1664385.0,20283.0,44256.0,1644247.0,1753389.0,1244049.0,3017762.0,104626808.0,107763015.0,1299287,3131133,108962649,112535814,2014,1314
06,6,26057.0,59015.0,3204332.0,3557740.0,29307.0,69367.0,3789802.0,4011380.0,1923308.0,5116102.0,253901598.0,263352406.0,1997722,5285860,263056421,273477838,2014,1314
06,7,11763.0,31255.0,5493134.0,6545118.0,13296.0,34926.0,8254776.0,10303575.0,804916.0,2298600.0,414282472.0,413694677.0,834774,2375520,428655879,429408726,2014,1314
08,0,95898.0,177709.0,5800039.0,5915988.0,76995.0,148181.0,4576104.0,4848627.0,1819100.0,3956713.0,144624393.0,144260761.0,2028991,4345475,156257072,156314797,2014,1314
08,1,11305.0,15498.0,157200.0,66810.0,8795.0,12571.0,128961.0,51299.0,123074.0,182158.0,1570330.0,706053.0,145304,213323,1868880,838155,2014,1314
08,2,25516.0,39533.0,494739.0,443117.0,20262.0,32250.0,401064.0,350466.0,332996.0,598562.0,6566402.0,5899545.0,388161,688216,7611355,6865817,2014,1314
08,3,25583.0,45159.0,864753.0,914318.0,20511.0,37740.0,708894.0,733255.0,471179.0,937784.0,16989115.0,17194114.0,533119,1047131,19044364,19412320,2014,1314
08,4,12576.0,25119.0,723754.0,770403.0,10344.0,21855.0,595127.0,634027.0,297606.0,651459.0,18105398.0,18364779.0,326423,707705,19745403,20125306,2014,1314
08,5,7318.0,16920.0,592721.0,632819.0,6101.0,14645.0,493347.0,527915.0,202503.0,498208.0,17200207.0,17552000.0,218061,533383,18441709,18894843,2014,1314
08,6,9833.0,25057.0,1255018.0,1339947.0,8286.0,21591.0,1038621.0,1115310.0,293318.0,802117.0,38631417.0,39676471.0,312866,851323,41071247,42316812,2014,1314
08,7,3767.0,10423.0,1711850.0,1748571.0,2696.0,7529.0,1210087.0,1436353.0,98424.0,286425.0,45561520.0,44867796.0,105057,304394,48474111,47861541,2014,1314
09,0,35476.0,62992.0,3470260.0,3381069.0,46020.0,80450.0,4469310.0,4503974.0,1353617.0,2818955.0,142927009.0,141786621.0,1416261,2926571,147816702,146683468,2014,1314
09,1,3984.0,5561.0,56946.0,23107.0,4772.0,6438.0,78901.0,27318.0,95080.0,135057.0,1119526.0,546768.0,101793,144396,1209486,585588,2014,1314
09,2,8007.0,12905.0,160184.0,138022.0,9973.0,15342.0,208873.0,172574.0,230209.0,390281.0,4464120.0,4024260.0,244149,412256,4735530,4266144,2014,1314
09,3,8625.0,13463.0,306416.0,313228.0,10995.0,16625.0,380959.0,398630.0,311689.0,549067.0,11407351.0,11426795.0,328713,574877,12002691,12046484,2014,1314
09,4,5136.0,8564.0,290027.0,315102.0,6743.0,10991.0,399488.0,415367.0,214375.0,409033.0,13067307.0,13245092.0,224133,424889,13617637,13841859,2014,1314
09,5,2938.0,5530.0,226224.0,253169.0,4028.0,7748.0,339076.0,348782.0,151693.0,344115.0,13011762.0,13164584.0,156819,353836,13413178,13605431,2014,1314
09,6,4114.0,9496.0,511940.0,566821.0,5972.0,13714.0,771066.0,822918.0,246109.0,670046.0,32862244.0,33619831.0,252828,685688,33688580,34538645,2014,1314
09,7,2672.0,7473.0,1918520.0,1771618.0,3537.0,9592.0,2290945.0,2318382.0,104462.0,321356.0,66994697.0,65759287.0,107826,330629,69149598,67799314,2014,1314
10,0,15523.0,28761.0,944729.0,989399.0,14454.0,27085.0,867031.0,917767.0,337419.0,709520.0,23104349.0,23331882.0,356436,744879,24200007,24483538,2014,1314
10,1,1686.0,2526.0,22606.0,9954.0,1646.0,2456.0,24336.0,10139.0,24426.0,37574.0,286630.0,146635.0,26543,40779,314033,159152,2014,1314
10,2,3694.0,6463.0,73395.0,63889.0,3665.0,6510.0,70111.0,63566.0,69150.0,126724.0,1319200.0,1216722.0,73880,135089,1411165,1298741,2014,1314
10,3,4097.0,7415.0,142043.0,148379.0,3937.0,7089.0,142168.0,140873.0,88768.0,170825.0,3203276.0,3218961.0,93903,180184,3379612,3404295,2014,1314
10,4,2270.0,4035.0,131167.0,139154.0,2119.0,3808.0,123122.0,130532.0,54391.0,111566.0,3299290.0,3353170.0,57131,116468,3457198,3520991,2014,1314
10,5,1309.0,2673.0,107538.0,113166.0,1152.0,2433.0,89982.0,99272.0,36840.0,88057.0,3122109.0,3195715.0,38359,91182,3246230,3326974,2014,1314
10,6,1864.0,4189.0,238738.0,255797.0,1415.0,3361.0,173475.0,191777.0,50629.0,137186.0,6559084.0,6799742.0,52751,142020,6831061,7092859,2014,1314
10,7,603.0,1460.0,229238.0,259057.0,520.0,1428.0,243833.0,281605.0,13215.0,37588.0,5314757.0,5400934.0,13869,39157,5560704,5680524,2014,1314
11,0,27402.0,38214.0,1597815.0,1784541.0,27837.0,42579.0,2117725.0,2294305.0,241065.0,407410.0,24032044.0,23567972.0,268467,445624,25629860,25352513,2014,1314
11,1,2546.0,3263.0,35464.0,14698.0,2111.0,2891.0,33531.0,12293.0,16132.0,24508.0,196404.0,97064.0,18678,27771,231868,111762,2014,1314
11,2,5204.0,7545.0,96480.0,91887.0,4531.0,7266.0,95683.0,80105.0,40676.0,75167.0,780794.0,707706.0,45880,82712,877275,799593,2014,1314
11,3,8239.0,10831.0,255406.0,305427.0,7348.0,10396.0,260469.0,276611.0,59860.0,98428.0,2120928.0,2222829.0,68099,109259,2376335,2528257,2014,1314
11,4,4983.0,6249.0,258975.0,303627.0,5351.0,7007.0,306131.0,327289.0,41146.0,58145.0,2379218.0,2527007.0,46129,64394,2638194,2830634,2014,1314
11,5,2440.0,3289.0,181560.0,209329.0,2864.0,4106.0,230385.0,246985.0,25337.0,36073.0,2091659.0,2190542.0,27777,39362,2273220,2399871,2014,1314
11,6,2891.0,4706.0,342566.0,394759.0,3953.0,7035.0,486812.0,545406.0,36982.0,64379.0,4855961.0,5114544.0,39873,69085,5198527,5509303,2014,1314
11,7,1099.0,2331.0,427360.0,464811.0,1679.0,3878.0,704711.0,805614.0,20932.0,50710.0,11607078.0,10708277.0,22031,53041,12034438,11173089,2014,1314
12,0,287557.0,542409.0,23540416.0,23262706.0,234847.0,428026.0,12749673.0,12285967.0,6891308.0,14091346.0,471012590.0,461516249.0,7458547,15149223,507543116,498008585,2014,1314
12,1,39106.0,56047.0,593593.0,231005.0,38213.0,54578.0,558425.0,229093.0,679762.0,1002867.0,7919921.0,4103765.0,758194,1115227,9014903,4577715,2014,1314
12,2,76927.0,133904.0,1596279.0,1307229.0,73808.0,128053.0,1424995.0,1246727.0,1845681.0,3530815.0,34470477.0,32014654.0,2014010,3831427,37726445,34885080,2014,1314
12,3,67009.0,123223.0,2452465.0,2396443.0,56785.0,101248.0,1954532.0,2028611.0,1857903.0,3609479.0,65436137.0,66628782.0,2004090,3873111,70529655,71841453,2014,1314
12,4,35109.0,69479.0,2188622.0,2158311.0,26590.0,52182.0,1548387.0,1626884.0,946152.0,2005363.0,56694954.0,58088966.0,1012757,2136795,60672438,62165520,2014,1314
12,5,22383.0,48936.0,1903641.0,1936871.0,14907.0,32949.0,1212422.0,1286783.0,578286.0,1373956.0,48642745.0,50011549.0,616129,1457430,51768814,53281277,2014,1314
12,6,31918.0,74439.0,4368082.0,4351243.0,17954.0,42717.0,2286609.0,2413857.0,720089.0,1863665.0,93840857.0,96487806.0,769156,1979349,100369776,103134593,2014,1314
12,7,15105.0,36381.0,10437732.0,10881601.0,6590.0,16299.0,3764300.0,3454009.0,263435.0,705201.0,164007495.0,154180725.0,284211,755884,177461082,168122944,2014,1314
13,0,127705.0,261570.0,6572354.0,6602201.0,121400.0,247695.0,6105101.0,6294996.0,3134053.0,7228214.0,203927098.0,206179347.0,3461839,7904553,218743264,221580388,2014,1314
13,1,17714.0,27718.0,249847.0,110798.0,18645.0,28733.0,267573.0,117257.0,274130.0,447562.0,3170887.0,1722340.0,318926,518351,3754218,2010371,2014,1314
13,2,39087.0,75781.0,753472.0,665709.0,38593.0,75710.0,738165.0,651702.0,811336.0,1777686.0,14936033.0,14006924.0,918950,1998641,16883623,15834052,2014,1314
13,3,32738.0,66521.0,1101183.0,1163921.0,29791.0,62002.0,996959.0,1058583.0,810603.0,1806263.0,28696173.0,29158689.0,899562,1987531,31620244,32314093,2014,1314
13,4,15262.0,32376.0,855824.0,935083.0,13715.0,28857.0,774699.0,838551.0,445181.0,1019849.0,26696096.0,27368944.0,481986,1096748,28732049,29613120,2014,1314
13,5,8389.0,19949.0,669808.0,724282.0,7640.0,17969.0,613866.0,659326.0,283566.0,720956.0,23824016.0,24558901.0,302645,765779,25337387,26205630,2014,1314
13,6,10851.0,28632.0,1324311.0,1466825.0,9546.0,24561.0,1197074.0,1294518.0,381010.0,1066286.0,49493962.0,51298378.0,404091,1126487,52303211,54406705,2014,1314
13,7,3664.0,10593.0,1617907.0,1535578.0,3470.0,9863.0,1516763.0,1675055.0,128227.0,389612.0,57109928.0,58065168.0,135679,411016,60112529,61196415,2014,1314
15,0,26630.0,53365.0,1406665.0,1484615.0,26812.0,57364.0,1301601.0,1385173.0,521298.0,1074505.0,32876476.0,33468206.0,551126,1133601,34419863,35098366,2014,1314
15,1,2330.0,3428.0,35130.0,13515.0,2488.0,3549.0,34669.0,14315.0,43803.0,64649.0,491232.0,238391.0,46626,68818,531626,254524,2014,1314
15,2,7170.0,10917.0,144133.0,130516.0,6312.0,10433.0,129065.0,114147.0,101309.0,176902.0,1928911.0,1804213.0,109367,189352,2088780,1950087,2014,1314
15,3,8626.0,17760.0,288229.0,306820.0,9284.0,20581.0,307766.0,328267.0,149830.0,281372.0,5350595.0,5458193.0,159424,300765,5672076,5800004,2014,1314
15,4,3576.0,8485.0,199887.0,217752.0,3763.0,9267.0,207063.0,229474.0,84568.0,182073.0,5071636.0,5202622.0,88527,191281,5292757,5443719,2014,1314
15,5,1907.0,4951.0,169773.0,164122.0,2093.0,5830.0,167726.0,180753.0,55427.0,137378.0,4638357.0,4798526.0,57544,142803,4824183,4981217,2014,1314
15,6,2364.0,6205.0,295290.0,315187.0,2353.0,6409.0,281041.0,312809.0,69785.0,188343.0,8861893.0,9284705.0,72373,195090,9193822,9638255,2014,1314
15,7,657.0,1619.0,274220.0,336701.0,519.0,1295.0,174267.0,205405.0,16576.0,43788.0,6533850.0,6681553.0,17265,45492,6816615,7030559,2014,1314
16,0,24578.0,52520.0,1320945.0,1327960.0,22279.0,46552.0,973100.0,1030649.0,519630.0,1236278.0,31160821.0,31589960.0,562695,1329354,33137366,33610325,2014,1314
16,1,3264.0,5027.0,41756.0,19027.0,3173.0,4931.0,36913.0,19071.0,44871.0,70947.0,501518.0,258312.0,50724,80099,572292,293102,2014,1314
16,2,6738.0,11874.0,132247.0,116019.0,6937.0,12269.0,126133.0,118619.0,117330.0,221436.0,2206893.0,2064825.0,130454,245328,2453243,2291926,2014,1314
16,3,6278.0,13453.0,225411.0,224819.0,5945.0,12728.0,194690.0,210295.0,146193.0,345604.0,5253066.0,5294736.0,158074,372324,5661549,5716744,2014,1314
16,4,3257.0,8074.0,193487.0,199530.0,2720.0,6857.0,155629.0,167388.0,87735.0,236891.0,5258188.0,5405348.0,93056,250617,5567302,5730650,2014,1314
16,5,1922.0,5196.0,161168.0,166307.0,1488.0,4044.0,118884.0,128204.0,53662.0,153740.0,4478963.0,4632532.0,56513,161684,4713830,4879090,2014,1314
16,6,2400.0,6886.0,302249.0,321768.0,1588.0,4452.0,184948.0,208327.0,55480.0,163940.0,6919524.0,7275818.0,58635,173120,7312454,7695941,2014,1314
16,7,719.0,2010.0,264624.0,280486.0,428.0,1271.0,155899.0,178742.0,14359.0,43720.0,6542666.0,6658386.0,15239,46182,6856693,7002869,2014,1314
17,0,93653.0,167760.0,5403536.0,5754004.0,132790.0,249746.0,9318345.0,9950928.0,4730565.0,10468652.0,364985992.0,365729647.0,4961995,10899672,377423619,379017923,2014,1314
17,1,12617.0,17919.0,161915.0,75060.0,16250.0,23513.0,215720.0,97071.0,370688.0,556521.0,4142046.0,2202187.0,399284,597869,4488644,2372933,2014,1314
17,2,25091.0,42724.0,475719.0,428209.0,34028.0,59460.0,650944.0,581433.0,986593.0,1954899.0,18533348.0,17194180.0,1047647,2062991,19652808,18242937,2014,1314
17,3,23701.0,39615.0,803993.0,852017.0,31284.0,53500.0,1100248.0,1129678.0,1179582.0,2417658.0,42348184.0,42935283.0,1242881,2527485,44479386,45220137,2014,1314
17,4,12446.0,21630.0,692643.0,761217.0,17944.0,33075.0,1038082.0,1102423.0,744528.0,1609340.0,45138085.0,45919168.0,776838,1669166,46947847,47891479,2014,1314
17,5,6924.0,13971.0,543376.0,597904.0,10750.0,22675.0,924406.0,930228.0,505402.0,1237464.0,42509613.0,43791910.0,522605,1274632,43869559,45275673,2014,1314
17,6,8983.0,21127.0,1093369.0,1220763.0,15536.0,38194.0,2000134.0,2130131.0,704321.0,1968438.0,91953764.0,95038264.0,725648,2021826,94538448,97910481,2014,1314
17,7,3891.0,10774.0,1632518.0,1818831.0,6998.0,19329.0,3388808.0,3979960.0,239451.0,724332.0,120360948.0,118648652.0,247092,745703,123446922,122104281,2014,1314
18,0,55579.0,110586.0,2669045.0,2764507.0,60512.0,116611.0,3057935.0,3157267.0,2343054.0,5212071.0,141813600.0,143741881.0,2490155,5499324,148135045,150388897,2014,1314
18,1,8009.0,12528.0,114290.0,48388.0,8935.0,13340.0,108833.0,53885.0,230745.0,352135.0,2397306.0,1327433.0,251986,384791,2654491,1454272,2014,1314
18,2,16600.0,30519.0,311962.0,282424.0,18008.0,32001.0,330470.0,305926.0,515604.0,975052.0,9682192.0,8942888.0,559742,1053737,10475109,9700080,2014,1314
18,3,14459.0,28192.0,487788.0,516242.0,15468.0,28698.0,522992.0,553115.0,627606.0,1306298.0,22626611.0,22756507.0,669835,1387022,24026257,24261545,2014,1314
18,4,6693.0,13782.0,380404.0,409214.0,7409.0,15117.0,419630.0,453096.0,378671.0,907009.0,22947453.0,23358273.0,396491,945245,23954452,24443698,2014,1314
18,5,3842.0,9174.0,307644.0,331343.0,4086.0,9685.0,332977.0,353369.0,248874.0,669430.0,20918368.0,21522700.0,258051,692026,21643604,22313040,2014,1314
18,6,4531.0,12142.0,570824.0,608448.0,4929.0,12988.0,611871.0,664605.0,274959.0,799910.0,34645156.0,36104505.0,284797,826594,35851011,37411913,2014,1314
18,7,1445.0,4249.0,496130.0,568445.0,1677.0,4782.0,731158.0,773268.0,66595.0,202237.0,28596512.0,29729572.0,69253,209909,29530117,30804346,2014,1314
19,0,28563.0,55878.0,1331403.0,1365888.0,31050.0,58395.0,1609161.0,1601648.0,1115849.0,2447910.0,75678326.0,75549734.0,1183991,2576553,78679106,78683812,2014,1314
19,1,3972.0,6175.0,50119.0,23953.0,4119.0,5991.0,52712.0,24325.0,74721.0,112775.0,924633.0,436979.0,83364,125926,1030320,488773,2014,1314
19,2,8430.0,14989.0,159400.0,144916.0,9036.0,14887.0,169605.0,156143.0,209476.0,359931.0,4182776.0,3709922.0,229223,393056,4545357,4052982,2014,1314
19,3,7656.0,14196.0,256869.0,272490.0,8327.0,14679.0,279112.0,296754.0,304899.0,581060.0,11218331.0,11144762.0,325484,616961,11897682,11877798,2014,1314
19,4,3539.0,7461.0,200122.0,215974.0,3924.0,8140.0,226923.0,240764.0,199053.0,468638.0,12142719.0,12292046.0,207530,486620,12617965,12808190,2014,1314
19,5,2020.0,5027.0,168005.0,174301.0,2308.0,5600.0,188243.0,199373.0,137236.0,371696.0,11620499.0,11881898.0,141775,383259,11984918,12274033,2014,1314
19,6,2298.0,6170.0,289148.0,308932.0,2551.0,6888.0,317668.0,344156.0,152703.0,443946.0,19440760.0,20053836.0,157633,457434,20054644,20710600,2014,1314
19,7,648.0,1860.0,207737.0,225320.0,785.0,2210.0,374895.0,340129.0,37761.0,109864.0,16148605.0,16030289.0,38982,113297,16548217,16471433,2014,1314
20,0,36675.0,75213.0,1880354.0,2039843.0,41937.0,86190.0,2056347.0,2171464.0,1006852.0,2262606.0,70777482.0,71278166.0,1076833,2402492,73941226,74662920,2014,1314
20,1,4306.0,6698.0,56387.0,25795.0,4903.0,7532.0,64134.0,29527.0,84272.0,127294.0,922872.0,464871.0,93189,141197,1028674,517637,2014,1314
20,2,10433.0,18303.0,195278.0,182402.0,11834.0,20851.0,227953.0,206284.0,199410.0,364227.0,3857813.0,3510222.0,220172,400085,4238344,3872184,2014,1314
20,3,10400.0,21027.0,344454.0,370517.0,12160.0,24623.0,397994.0,430988.0,267354.0,554208.0,9708856.0,9719813.0,288190,595120,10397680,10460955,2014,1314
20,4,4787.0,10731.0,267894.0,293360.0,5236.0,11749.0,291835.0,321325.0,166626.0,400095.0,10095303.0,10283244.0,175333,419834,10578623,10815238,2014,1314
20,5,2765.0,7347.0,217160.0,237838.0,3161.0,8357.0,251228.0,272602.0,111984.0,302313.0,9413838.0,9700110.0,116603,314686,9778140,10097631,2014,1314
20,6,3004.0,8252.0,366840.0,402002.0,3609.0,10066.0,450123.0,486868.0,137456.0,395673.0,17671592.0,18275176.0,142257,408926,18249247,18913317,2014,1314
20,7,980.0,2855.0,432337.0,527926.0,1034.0,3012.0,373077.0,423866.0,39750.0,118796.0,19107205.0,19324727.0,41089,122644,19670514,19985954,2014,1314
21,0,41253.0,83356.0,1948903.0,1932807.0,44470.0,91133.0,2116331.0,2217388.0,1446590.0,3205192.0,83831761.0,84710697.0,1544784,3404655,87863297,88816670,2014,1314
21,1,6377.0,9975.0,88316.0,38760.0,6496.0,10305.0,79479.0,40135.0,132797.0,222204.0,1449355.0,798257.0,148261,247477,1635978,892480,2014,1314
21,2,12893.0,23976.0,243271.0,220952.0,13881.0,26084.0,265762.0,237555.0,349018.0,678266.0,6532245.0,6065615.0,381013,738848,7106114,6613017,2014,1314
21,3,10715.0,21931.0,355609.0,380714.0,12071.0,25350.0,400400.0,427889.0,396900.0,817398.0,14217997.0,14338981.0,423953,872269,15108849,15297585,2014,1314
21,4,4793.0,10730.0,268630.0,291969.0,5106.0,11271.0,287668.0,311384.0,228389.0,541421.0,13749977.0,14075847.0,239388,566505,14363871,14744318,2014,1314
21,5,2531.0,6204.0,200924.0,218516.0,2749.0,6721.0,217191.0,236799.0,146396.0,390827.0,12253767.0,12645182.0,151856,404678,12685716,13114991,2014,1314
21,6,3055.0,8055.0,379101.0,407999.0,3124.0,8429.0,381126.0,421630.0,155017.0,443180.0,19428016.0,20324761.0,160772,458807,20129556,21084526,2014,1314
21,7,889.0,2485.0,413049.0,373894.0,1043.0,2973.0,484703.0,541995.0,38073.0,111896.0,16200402.0,16462051.0,39541,116071,16833209,17069750,2014,1314
22,0,40438.0,80175.0,1895087.0,2018603.0,43565.0,88193.0,2093580.0,2278075.0,1501652.0,3321698.0,95233948.0,97359914.0,1606661,3534601,99712465,102163016,2014,1314
22,1,5775.0,8728.0,81046.0,35610.0,6069.0,9289.0,79952.0,37560.0,127654.0,209535.0,1512649.0,801307.0,141649,231757,1691946,889746,2014,1314
22,2,12515.0,23414.0,239971.0,213241.0,13052.0,24906.0,241243.0,219888.0,398862.0,828257.0,7305319.0,6865973.0,432991,896208,7918946,7442995,2014,1314
22,3,10423.0,20294.0,346470.0,373212.0,11455.0,22787.0,383491.0,410631.0,386038.0,777428.0,13744264.0,13953601.0,414412,832366,14680244,14971098,2014,1314
22,4,4782.0,10109.0,265445.0,292110.0,5265.0,11261.0,290015.0,321782.0,213666.0,476595.0,12796599.0,13135498.0,226249,503316,13490862,13902670,2014,1314
22,5,2737.0,6518.0,212712.0,236082.0,3017.0,7404.0,234173.0,259911.0,138352.0,356409.0,11612315.0,11981784.0,144965,372413,12124164,12552245,2014,1314
22,6,3227.0,8436.0,394815.0,432650.0,3555.0,9360.0,419222.0,477678.0,183267.0,518836.0,23380895.0,24452019.0,190680,538643,24255575,25441055,2014,1314
22,7,979.0,2676.0,354625.0,435694.0,1152.0,3186.0,445480.0,550623.0,53813.0,154638.0,24881903.0,26169728.0,55715,159898,25550726,26963204,2014,1314
23,0,14511.0,25240.0,876912.0,883624.0,14042.0,23749.0,813791.0,844198.0,493789.0,996082.0,29147360.0,29521160.0,523523,1046657,30590790,30986754,2014,1314
23,1,1954.0,2628.0,27408.0,11283.0,1967.0,2648.0,25932.0,11255.0,42153.0,62416.0,468961.0,240462.0,46252,68136,519141,264573,2014,1314
23,2,3677.0,5421.0,72733.0,63393.0,4138.0,6028.0,79727.0,72006.0,109549.0,180582.0,2088559.0,1935649.0,118392,193776,2253275,2088717,2014,1314
23,3,3653.0,6077.0,128566.0,131210.0,3652.0,5785.0,123942.0,130392.0,138320.0,251528.0,4996694.0,5005879.0,146690,265232,5280114,5303182,2014,1314
23,4,1904.0,3561.0,121631.0,117089.0,1708.0,3293.0,99697.0,104184.0,83461.0,184892.0,5020894.0,5140015.0,86990,191588,5233767,5355687,2014,1314
