outcome,regressor,n,coef,se,lo,hi,per_sd,per_sd_lo,per_sd_hi,beta_std,arm
net_out_all,mex_share,487,-0.010368569411370026,0.009276795746170857,-0.028550754965799282,0.00781361614305923,-0.09031583852603707,-0.24869249295471166,0.06806081590263752,-0.1252628468124912,"state, year FE"
net_out_all,asian_share,487,0.017083388956833416,0.015975180723822754,-0.014227389908377693,0.048394167822044525,0.09781451439659436,-0.08146189485794668,0.2770909236511354,0.13566307674114705,"state, year FE"
net_out_all,cuban_share,487,-0.048157619159067494,0.04862798355418835,-0.1434667155660827,0.047151477247947715,-0.050582867452018836,-0.15069179049914166,0.04952605559510398,-0.0701555129242601,"state, year FE"
net_out_all,tax_top1,487,0.11603184992051398,0.030515069810780025,0.05622341210565965,0.1758402877353683,0.27840422163920664,0.134901195627746,0.4219072476506672,0.3861305606667105,"state, year FE"
net_out_top,mex_share,487,-0.022561260255859673,0.019542085269075752,-0.06086304356605888,0.015740523054339532,-0.19652075974701716,-0.530149975066716,0.13710845557268164,-0.11779049509345443,"state, year FE"
net_out_top,asian_share,487,0.005935653847277726,0.03458405060126629,-0.061847839770715,0.07371914746527045,0.033985826826562336,-0.3541227346012628,0.42209438825438744,0.020370404496779605,"state, year FE"
net_out_top,cuban_share,487,-0.35442896619617753,0.11970128128433569,-0.5890391664167739,-0.11981876597558117,-0.3722782340846201,-0.6187035530243244,-0.12585291514491567,-0.22313590463314856,"state, year FE"
net_out_top,tax_top1,487,0.21441386477544028,0.06598824339995449,0.08507928430846656,0.343748445242414,0.5144598243702304,0.20413732903289453,0.8247823197075662,0.308356620930379,"state, year FE"
net_agi,mex_share,487,-0.017636639869786877,0.014576477516063089,-0.0462060108227284,0.010932731083154644,-0.15362465692468844,-0.4024793051799083,0.09522999133053145,-0.12430375828368165,"state, year FE"
net_agi,asian_share,487,0.010747524897069522,0.025167577919783708,-0.03858002140381204,0.06007507119795109,0.06153720034288945,-0.22089797689202664,0.3439723775778056,0.04979217158237137,"state, year FE"
net_agi,cuban_share,487,-0.2763917817547786,0.07911213868363963,-0.43144872431465026,-0.1213348391949069,-0.2903110474616744,-0.45317675614869746,-0.1274453387746513,-0.2349020983555345,"state, year FE"
net_agi,tax_top1,487,0.19117063155298603,0.043855489125633994,0.10521545234235541,0.27712581076361664,0.45869053121400816,0.2524515995725042,0.6649294628555121,0.37114456793866807,"state, year FE"
net_agi_top,mex_share,487,-0.036869830400143126,0.024347906784845243,-0.08459085079737823,0.010851189997091976,-0.3211561322288247,-0.7368319888969743,0.09451972443932485,-0.13813449237908373,"state, year FE"
net_agi_top,asian_share,487,-0.02987311177768278,0.042829728513902016,-0.11381783713255894,0.05407161357719339,-0.17104474583073898,-0.6516878177347045,0.30959832607322657,-0.07356913590740372,"state, year FE"
net_agi_top,cuban_share,487,-0.6650641086717243,0.1449613739551426,-0.9491831807732464,-0.3809450365702022,-0.6985571596660363,-0.9969846487250731,-0.4001296706069995,-0.300460831865697,"state, year FE"
net_agi_top,tax_top1,487,0.30547903135099963,0.07318528359097261,0.16203851131434313,0.44891955138765616,0.7329595452337775,0.38879157445950374,1.0771275160080513,0.31525785919956567,"state, year FE"
net_out_native_acs,mex_share,487,-0.012103981461284122,0.011545079308959521,-0.034731921105503355,0.010523958182935115,-0.10535713183418877,-0.3023183406610197,0.09160407699264221,-0.12269708733475328,"state, year FE"
net_out_native_acs,asian_share,487,-0.009399043525395053,0.027874981722138547,-0.06403300377049889,0.04523491671970879,-0.053630668150808906,-0.3653704514333314,0.25810911513171364,-0.062457345405692144,"state, year FE"
net_out_native_acs,cuban_share,487,-0.0326685071803972,0.044447369498038604,-0.119783750604097,0.05444673624330261,-0.034144286933085945,-0.12519490798776584,0.05690633412159395,-0.03976384401205049,"state, year FE"
net_out_native_acs,tax_top1,487,0.08660084311109988,0.03885341037803175,0.010449558093602887,0.16275212812859685,0.20757139267595087,0.02504628417479454,0.39009650117710715,0.2417340416540546,"state, year FE"
net_out_hi_acs,mex_share,487,-0.0018073890162336147,0.0013984036383082677,-0.004548209783167596,0.0009334317507003662,-0.015732122811660993,-0.03958915000551383,0.008124904382191836,-0.0837043469707789,"state, year FE"
net_out_hi_acs,asian_share,487,-0.00106592412443859,0.003727806700597669,-0.00837229099893711,0.00624044275005993,-0.00608213195707111,-0.047772048189034,0.035607784274891786,-0.032360596834356395,"state, year FE"
net_out_hi_acs,cuban_share,487,-0.012941438114314288,0.011214519775437342,-0.034921492978083696,0.009038616749455117,-0.013526059634799303,-0.036499049980799836,0.009446930711201227,-0.07196676522125062,"state, year FE"
net_out_hi_acs,tax_top1,487,0.01481173730426378,0.007775754560682917,-0.0004284615872978074,0.030051936195825364,0.03550188231137787,-0.0010269688514401444,0.07203073347419588,0.18889134738413502,"state, year FE"
net_out_all,mex_share,487,-0.0023509179315067408,0.010605663624344444,-0.02313763666736839,0.018435800804354908,-0.020477764662219955,-0.20154130953038016,0.16058578020594025,-0.028401475752300218,"state, year+region FE"
net_out_all,asian_share,487,-0.0006268556490652936,0.015296468970499627,-0.03060738392187904,0.029353672623748453,-0.003589193049752416,-0.17524897447652968,0.16807058837702485,-0.004978003266193252,"state, year+region FE"
net_out_all,cuban_share,487,-0.10991576295568911,0.048045379371824515,-0.2040829761480288,-0.015748549763349412,-0.11545119060206471,-0.21436072447044027,-0.01654165673368914,-0.16012412704928816,"state, year+region FE"
net_out_all,tax_top1,487,0.10238824565177136,0.02894413755377225,0.045658778482804495,0.15911771282073822,0.24566806316724646,0.10955265035600179,0.3817834759784911,0.3407274013668008,"state, year+region FE"
net_out_top,mex_share,487,0.0022457791184069403,0.02281649285451292,-0.04247372512995387,0.04696528336676775,0.019561948825916838,-0.3699690813883773,0.40909297904021097,0.01172502915296987,"state, year+region FE"
net_out_top,asian_share,487,-0.03062683314841999,0.033940353576084444,-0.09714870378010072,0.03589503748326074,-0.17536033508854287,-0.556245210392408,0.2055245402153223,-0.105107372454818,"state, year+region FE"
net_out_top,cuban_share,487,-0.46950031240987056,0.11456782315421292,-0.694049119579282,-0.24495150524045914,-0.49314464639264316,-0.7290018741356106,-0.2572874186496757,-0.295580742340162,"state, year+region FE"
net_out_top,tax_top1,487,0.20719453323709452,0.06549586466303188,0.07882499736124243,0.3355640691129466,0.4971379219868298,0.18913093302487619,0.8051449109487835,0.2979742294704243,"state, year+region FE"
net_agi,mex_share,487,0.0007876396009726203,0.01689122436488009,-0.03231855180897781,0.033893831010923046,0.006860766244198391,-0.2815120380420277,0.2952335705304244,0.005551316083835145,"state, year+region FE"
net_agi,asian_share,487,-0.012093256274272737,0.024012279983066133,-0.05915646022777442,0.03496994767922894,-0.06924246663999259,-0.33871267845169784,0.2002277451717126,-0.056026805907875815,"state, year+region FE"
net_agi,cuban_share,487,-0.36208570715136806,0.07721957681612643,-0.5134332966124,-0.21073811769033612,-0.3803205733782544,-0.5392901235880158,-0.22135102316849314,-0.3077323495452787,"state, year+region FE"
net_agi,tax_top1,487,0.17685123321399965,0.0443775963473922,0.08987274265265469,0.26382972377534464,0.42433288758738147,0.21563864561267715,0.633027129562086,0.34334444578344175,"state, year+region FE"
net_agi_top,mex_share,487,-0.0004001494601939895,0.028161987971326692,-0.05559663161704453,0.05479633269665655,-0.003485517876123858,-0.4842766831661774,0.4773056474139297,-0.0014991781074058463,"state, year+region FE"
net_agi_top,asian_share,487,-0.06756293508516201,0.03873081047806138,-0.14347392871420886,0.008348058543884845,-0.3868457074449664,-0.821489969069536,0.04779855417960319,-0.16638865045511297,"state, year+region FE"
net_agi_top,cuban_share,487,-0.799204232184126,0.1427310516798091,-1.078951952952077,-0.5194565114161749,-0.8394526650109612,-1.1332886587063697,-0.5456166713155526,-0.3610622875322778,"state, year+region FE"
net_agi_top,tax_top1,487,0.29547799496038873,0.07790917235412625,0.1427788230809776,0.44817716683979986,0.7089632825367613,0.34258030992052535,1.0753462551529973,0.30493667509623446,"state, year+region FE"
net_out_native_acs,mex_share,487,-0.009758551707124367,0.014807907423574938,-0.03878151694373455,0.019264413529485814,-0.08494172120197335,-0.3375673869329761,0.16768394452902938,-0.0989216544076495,"state, year+region FE"
